# From /Users/Daniela/Documents/CCG/GU_art_2/GO_levels_extended/scripts/extend_go_genes.pl on Mon Oct  1 12:06:18 2018
# Input = /Users/Daniela/Documents/CCG/datasets/GOs/gos_complete_table_BPonly.txt
# Filtered with: grep -v "GO:0008150" /Users/Daniela/Documents/CCG/datasets/GOs/extended_GOs/genes_gos_extended.txt | grep -v "GO:0001906" | grep -v "GO:0002376" | grep -v "GO:0006791"| grep -v "GO:0008152"| grep -v "GO:0009758"| grep -v "GO:0009987"| grep -v "GO:0015976"| grep -v "GO:0019740"| grep -v "GO:0022414"| grep -v "GO:0022610"| grep -v "GO:0023052"| grep -v "GO:0032502"| grep -v "GO:0040011"| grep -v "GO:0050896"| grep -v "GO:0051179"| grep -v "GO:0051704"| grep -v "GO:0065007"| grep -v "GO:0071840"| grep -v "GO:0098754" > /Users/Daniela/Documents/CCG/datasets/GOs/extended_GOs/genes_gos_extended_no12.txt 
# Genes	GO	GO branch  
fbp	GO:0044249	P
fcl	GO:0044249	P
fdrA	GO:0044249	P
feaB	GO:0044249	P
feoC	GO:0044249	P
fhlA	GO:0044249	P
flhC	GO:0044249	P
flhD	GO:0044249	P
folA	GO:0044249	P
folC	GO:0044249	P
folE	GO:0044249	P
folM	GO:0044249	P
folP	GO:0044249	P
frlR	GO:0044249	P
frr	GO:0044249	P
frvR	GO:0044249	P
ftsI	GO:0044249	P
ftsW	GO:0044249	P
gabT	GO:0044249	P
gadW	GO:0044249	P
gadX	GO:0044249	P
galE	GO:0044249	P
galR	GO:0044249	P
galU	GO:0044249	P
gapA	GO:0044249	P
gcvA	GO:0044249	P
gcvR	GO:0044249	P
gdhA	GO:0044249	P
ggt	GO:0044249	P
glgA	GO:0044249	P
glgB	GO:0044249	P
glgC	GO:0044249	P
glk	GO:0044249	P
glmM	GO:0044249	P
glmS	GO:0044249	P
glmU	GO:0044249	P
glnA	GO:0044249	P
glrR	GO:0044249	P
glsA	GO:0044249	P
glsA1	GO:0044249	P
glsA2	GO:0044249	P
glsB	GO:0044249	P
gltB	GO:0044249	P
gltD	GO:0044249	P
gltX	GO:0044249	P
glyA	GO:0044249	P
gmd	GO:0044249	P
gnsB	GO:0044249	P
gpmA	GO:0044249	P
gpsA	GO:0044249	P
gpt	GO:0044249	P
greA	GO:0044249	P
greB	GO:0044249	P
gshA	GO:0044249	P
gshB	GO:0044249	P
guaA	GO:0044249	P
guaB	GO:0044249	P
gutQ	GO:0044249	P
gyrA	GO:0044249	P
gyrB	GO:0044249	P
hchA	GO:0044249	P
hda	GO:0044249	P
hemA	GO:0044249	P
hemB	GO:0044249	P
hemC	GO:0044249	P
hemD	GO:0044249	P
hemE	GO:0044249	P
hemF	GO:0044249	P
hemG	GO:0044249	P
hemH	GO:0044249	P
hemL	GO:0044249	P
hemN	GO:0044249	P
hexR	GO:0044249	P
hflX	GO:0044249	P
hicB	GO:0044249	P
hipB	GO:0044249	P
hisA	GO:0044249	P
hisB	GO:0044249	P
hisC	GO:0044249	P
hisD	GO:0044249	P
hisF	GO:0044249	P
hisG	GO:0044249	P
hisH	GO:0044249	P
hisI	GO:0044249	P
holA	GO:0044249	P
holB	GO:0044249	P
holC	GO:0044249	P
holD	GO:0044249	P
holE	GO:0044249	P
hprR	GO:0044249	P
hpt	GO:0044249	P
hupA	GO:0044249	P
hupB	GO:0044249	P
hyfR	GO:0044249	P
hypB	GO:0044249	P
hypT	GO:0044249	P
idi	GO:0044249	P
ihfA	GO:0044249	P
ihfB	GO:0044249	P
ilvA	GO:0044249	P
ilvB	GO:0044249	P
ilvC	GO:0044249	P
ilvD	GO:0044249	P
ilvE	GO:0044249	P
ilvH	GO:0044249	P
ilvI	GO:0044249	P
ilvL	GO:0044249	P
ilvM	GO:0044249	P
ilvN	GO:0044249	P
iscS	GO:0044249	P
ispA	GO:0044249	P
ispB	GO:0044249	P
ispF	GO:0044249	P
ispG	GO:0044249	P
ispH	GO:0044249	P
ispU	GO:0044249	P
ivbL	GO:0044249	P
kdsA	GO:0044249	P
kdsB	GO:0044249	P
kdsC	GO:0044249	P
kdsD	GO:0044249	P
ldtA	GO:0044249	P
ldtB	GO:0044249	P
ldtC	GO:0044249	P
lepA	GO:0044249	P
leuA	GO:0044249	P
leuB	GO:0044249	P
leuC	GO:0044249	P
leuD	GO:0044249	P
lexA	GO:0044249	P
lgt	GO:0044249	P
ligA	GO:0044249	P
ligB	GO:0044249	P
lipA	GO:0044249	P
lipB	GO:0044249	P
lnt	GO:0044249	P
lpoA	GO:0044249	P
lpoB	GO:0044249	P
lpxB	GO:0044249	P
lpxC	GO:0044249	P
lpxD	GO:0044249	P
lpxH	GO:0044249	P
lpxK	GO:0044249	P
lpxL	GO:0044249	P
lpxM	GO:0044249	P
lpxP	GO:0044249	P
lrhA	GO:0044249	P
lrp	GO:0044249	P
lspA	GO:0044249	P
lsrR	GO:0044249	P
ltaE	GO:0044249	P
luxS	GO:0044249	P
lysA	GO:0044249	P
lysC	GO:0044249	P
lysR	GO:0044249	P
lysS	GO:0044249	P
lysU	GO:0044249	P
manA	GO:0044249	P
mazG	GO:0044249	P
mcbA	GO:0044249	P
mdh	GO:0044249	P
mdoD	GO:0044249	P
mdoG	GO:0044249	P
menA	GO:0044249	P
menB	GO:0044249	P
menC	GO:0044249	P
menD	GO:0044249	P
menE	GO:0044249	P
menF	GO:0044249	P
menH	GO:0044249	P
menI	GO:0044249	P
mepA	GO:0044249	P
metB	GO:0044249	P
metE	GO:0044249	P
metF	GO:0044249	P
metH	GO:0044249	P
metK	GO:0044249	P
metL	GO:0044249	P
mgsA	GO:0044249	P
mioC	GO:0044249	P
mipA	GO:0044249	P
mlc	GO:0044249	P
mmuP	GO:0044249	P
moaA	GO:0044249	P
moaB	GO:0044249	P
moaC	GO:0044249	P
moaD	GO:0044249	P
moaE	GO:0044249	P
mobA	GO:0044249	P
mocA	GO:0044249	P
moeA	GO:0044249	P
moeB	GO:0044249	P
mog	GO:0044249	P
mprA	GO:0044249	P
mraY	GO:0044249	P
mrcA	GO:0044249	P
mrcB	GO:0044249	P
mrdA	GO:0044249	P
mrdB	GO:0044249	P
mtgA	GO:0044249	P
mtn	GO:0044249	P
mtnN	GO:0044249	P
murA	GO:0044249	P
murB	GO:0044249	P
murC	GO:0044249	P
murD	GO:0044249	P
murE	GO:0044249	P
murF	GO:0044249	P
murG	GO:0044249	P
murI	GO:0044249	P
murJ	GO:0044249	P
murR	GO:0044249	P
nadA	GO:0044249	P
nadB	GO:0044249	P
nadC	GO:0044249	P
nadD	GO:0044249	P
nadE	GO:0044249	P
nadK	GO:0044249	P
nagB	GO:0044249	P
nagD	GO:0044249	P
nanR	GO:0044249	P
nrdA	GO:0044249	P
nrdB	GO:0044249	P
nrdD	GO:0044249	P
nrdE	GO:0044249	P
nrdF	GO:0044249	P
nudB	GO:0044249	P
nudC	GO:0044249	P
nusG	GO:0044249	P
opgG	GO:0044249	P
opgH	GO:0044249	P
otsA	GO:0044249	P
otsB	GO:0044249	P
paaX	GO:0044249	P
pabA	GO:0044249	P
pabB	GO:0044249	P
pabC	GO:0044249	P
pagP	GO:0044249	P
panB	GO:0044249	P
panC	GO:0044249	P
panE	GO:0044249	P
panZ	GO:0044249	P
pbpC	GO:0044249	P
pdeK	GO:0044249	P
pdxA	GO:0044249	P
pdxB	GO:0044249	P
pdxH	GO:0044249	P
pdxJ	GO:0044249	P
pdxK	GO:0044249	P
pdxY	GO:0044249	P
pepA	GO:0044249	P
perR	GO:0044249	P
pfkA	GO:0044249	P
pfkB	GO:0044249	P
pgi	GO:0044249	P
pgk	GO:0044249	P
pgm	GO:0044249	P
pgpA	GO:0044249	P
pgpB	GO:0044249	P
pgpC	GO:0044249	P
pgrR	GO:0044249	P
pgsA	GO:0044249	P
pheA	GO:0044249	P
pheS	GO:0044249	P
phnN	GO:0044249	P
plsB	GO:0044249	P
plsC	GO:0044249	P
plsX	GO:0044249	P
pncB	GO:0044249	P
polA	GO:0044249	P
polB	GO:0044249	P
ppk	GO:0044249	P
priA	GO:0044249	P
priC	GO:0044249	P
prkB	GO:0044249	P
prlC	GO:0044249	P
proA	GO:0044249	P
proB	GO:0044249	P
proC	GO:0044249	P
psd	GO:0044249	P
pta	GO:0044249	P
purA	GO:0044249	P
purC	GO:0044249	P
purD	GO:0044249	P
purF	GO:0044249	P
purL	GO:0044249	P
purN	GO:0044249	P
purU	GO:0044249	P
puuA	GO:0044249	P
puuR	GO:0044249	P
pykA	GO:0044249	P
pykF	GO:0044249	P
pyrB	GO:0044249	P
pyrC	GO:0044249	P
pyrD	GO:0044249	P
pyrE	GO:0044249	P
pyrF	GO:0044249	P
pyrG	GO:0044249	P
pyrH	GO:0044249	P
pyrL	GO:0044249	P
qseB	GO:0044249	P
queA	GO:0044249	P
queC	GO:0044249	P
queD	GO:0044249	P
queE	GO:0044249	P
queF	GO:0044249	P
queG	GO:0044249	P
rarA	GO:0044249	P
rcdA	GO:0044249	P
rclR	GO:0044249	P
rcsA	GO:0044249	P
rcsB	GO:0044249	P
rcsF	GO:0044249	P
rdgB	GO:0044249	P
recF	GO:0044249	P
recR	GO:0044249	P
recT	GO:0044249	P
relB	GO:0044249	P
rep	GO:0044249	P
rfaB	GO:0044249	P
rfaH	GO:0044249	P
rfbB	GO:0044249	P
rfbC	GO:0044249	P
rfbD	GO:0044249	P
rfe	GO:0044249	P
rffC	GO:0044249	P
rffG	GO:0044249	P
rffH	GO:0044249	P
rffM	GO:0044249	P
rffT	GO:0044249	P
rhaR	GO:0044249	P
rho	GO:0044249	P
ribA	GO:0044249	P
ribB	GO:0044249	P
ribC	GO:0044249	P
ribD	GO:0044249	P
ribE	GO:0044249	P
ribF	GO:0044249	P
rimP	GO:0044249	P
rpiR	GO:0044249	P
rplA	GO:0044249	P
rplB	GO:0044249	P
rplC	GO:0044249	P
rplE	GO:0044249	P
rplF	GO:0044249	P
rplI	GO:0044249	P
rplJ	GO:0044249	P
rplL	GO:0044249	P
rplM	GO:0044249	P
rplN	GO:0044249	P
rplO	GO:0044249	P
rplP	GO:0044249	P
rplQ	GO:0044249	P
rplR	GO:0044249	P
rplS	GO:0044249	P
rplT	GO:0044249	P
rplW	GO:0044249	P
rplX	GO:0044249	P
rplY	GO:0044249	P
rpmA	GO:0044249	P
rpmB	GO:0044249	P
rpmC	GO:0044249	P
rpmE	GO:0044249	P
rpmG	GO:0044249	P
rpmH	GO:0044249	P
rpmJ	GO:0044249	P
rpoA	GO:0044249	P
rpoH	GO:0044249	P
rpoS	GO:0044249	P
rpsA	GO:0044249	P
rpsB	GO:0044249	P
rpsE	GO:0044249	P
rpsG	GO:0044249	P
rpsI	GO:0044249	P
rpsK	GO:0044249	P
rpsL	GO:0044249	P
rpsM	GO:0044249	P
rpsN	GO:0044249	P
rpsP	GO:0044249	P
rpsQ	GO:0044249	P
rpsR	GO:0044249	P
rpsT	GO:0044249	P
selA	GO:0044249	P
selB	GO:0044249	P
selD	GO:0044249	P
serA	GO:0044249	P
serB	GO:0044249	P
serC	GO:0044249	P
serS	GO:0044249	P
sfsB	GO:0044249	P
sgcR	GO:0044249	P
speA	GO:0044249	P
speB	GO:0044249	P
speC	GO:0044249	P
speD	GO:0044249	P
speE	GO:0044249	P
stpA	GO:0044249	P
sucD	GO:0044249	P
surE	GO:0044249	P
tdh	GO:0044249	P
tdk	GO:0044249	P
tgt	GO:0044249	P
thiC	GO:0044249	P
thiD	GO:0044249	P
thiE	GO:0044249	P
thiG	GO:0044249	P
thiH	GO:0044249	P
thiI	GO:0044249	P
thiL	GO:0044249	P
thiM	GO:0044249	P
thrA	GO:0044249	P
thrB	GO:0044249	P
thrC	GO:0044249	P
thyA	GO:0044249	P
tmk	GO:0044249	P
tpiA	GO:0044249	P
trpA	GO:0044249	P
trpB	GO:0044249	P
trpC	GO:0044249	P
trpD	GO:0044249	P
trpE	GO:0044249	P
trpGD	GO:0044249	P
tsf	GO:0044249	P
ttdR	GO:0044249	P
tufA	GO:0044249	P
tufB	GO:0044249	P
tusA	GO:0044249	P
tyrA	GO:0044249	P
tyrB	GO:0044249	P
ubiA	GO:0044249	P
ubiB	GO:0044249	P
ubiC	GO:0044249	P
ubiD	GO:0044249	P
ubiE	GO:0044249	P
ubiF	GO:0044249	P
ubiG	GO:0044249	P
ubiH	GO:0044249	P
ubiI	GO:0044249	P
ubiJ	GO:0044249	P
ubiX	GO:0044249	P
udk	GO:0044249	P
udp	GO:0044249	P
ugd	GO:0044249	P
uidR	GO:0044249	P
ulaR	GO:0044249	P
umpG	GO:0044249	P
umpH	GO:0044249	P
umuC	GO:0044249	P
umuD	GO:0044249	P
upp	GO:0044249	P
ushA	GO:0044249	P
uvrD	GO:0044249	P
uxuR	GO:0044249	P
waaA	GO:0044249	P
wbbK	GO:0044249	P
wcaB	GO:0044249	P
wcaC	GO:0044249	P
wcaJ	GO:0044249	P
wecA	GO:0044249	P
wecB	GO:0044249	P
wecC	GO:0044249	P
wecE	GO:0044249	P
wzb	GO:0044249	P
wzc	GO:0044249	P
wzyE	GO:0044249	P
wzzE	GO:0044249	P
xapA	GO:0044249	P
yafC	GO:0044249	P
yagI	GO:0044249	P
yahB	GO:0044249	P
yahF	GO:0044249	P
yaiV	GO:0044249	P
yaiW	GO:0044249	P
yajO	GO:0044249	P
ybaQ	GO:0044249	P
ybcJ	GO:0044249	P
ybdZ	GO:0044249	P
ybeF	GO:0044249	P
ybeY	GO:0044249	P
ybhD	GO:0044249	P
ybiS	GO:0044249	P
ybjD	GO:0044249	P
ybjI	GO:0044249	P
ycaN	GO:0044249	P
ycbB	GO:0044249	P
ycdX	GO:0044249	P
ycfS	GO:0044249	P
yciT	GO:0044249	P
yciV	GO:0044249	P
ycjW	GO:0044249	P
ydaV	GO:0044249	P
ydcI	GO:0044249	P
ydcR	GO:0044249	P
yddM	GO:0044249	P
ydeO	GO:0044249	P
ydfH	GO:0044249	P
ydiB	GO:0044249	P
ydiP	GO:0044249	P
yebK	GO:0044249	P
yeeY	GO:0044249	P
yeiE	GO:0044249	P
yeiL	GO:0044249	P
yfaX	GO:0044249	P
yfbR	GO:0044249	P
yfdG	GO:0044249	P
yfeR	GO:0044249	P
yfhH	GO:0044249	P
yfiE	GO:0044249	P
ygbI	GO:0044249	P
ygeA	GO:0044249	P
ygeV	GO:0044249	P
ygeW	GO:0044249	P
ygfA	GO:0044249	P
ygfI	GO:0044249	P
yggW	GO:0044249	P
yghO	GO:0044249	P
yhaJ	GO:0044249	P
yhfS	GO:0044249	P
yhjB	GO:0044249	P
yhjC	GO:0044249	P
yhjR	GO:0044249	P
yiaT	GO:0044249	P
yiaU	GO:0044249	P
yidL	GO:0044249	P
yidP	GO:0044249	P
yidZ	GO:0044249	P
yieE	GO:0044249	P
yieK	GO:0044249	P
yigB	GO:0044249	P
yihL	GO:0044249	P
yihW	GO:0044249	P
yijO	GO:0044249	P
yjbE	GO:0044249	P
yjbF	GO:0044249	P
yjbG	GO:0044249	P
yjbH	GO:0044249	P
yjhI	GO:0044249	P
yjiR	GO:0044249	P
yjjG	GO:0044249	P
ykgA	GO:0044249	P
ykgM	GO:0044249	P
ykgO	GO:0044249	P
ymfK	GO:0044249	P
yneJ	GO:0044249	P
ynfK	GO:0044249	P
ynhG	GO:0044249	P
ypdI	GO:0044249	P
yqhC	GO:0044249	P
zraR	GO:0044249	P
zur	GO:0044249	P
aas	GO:0044255	P
accA	GO:0044255	P
accB	GO:0044255	P
accC	GO:0044255	P
accD	GO:0044255	P
ackA	GO:0044255	P
acnB	GO:0044255	P
acpH	GO:0044255	P
acpP	GO:0044255	P
acpS	GO:0044255	P
acpT	GO:0044255	P
adk	GO:0044255	P
arnT	GO:0044255	P
atoB	GO:0044255	P
caiD	GO:0044255	P
cdh	GO:0044255	P
cdsA	GO:0044255	P
cfa	GO:0044255	P
clsA	GO:0044255	P
clsB	GO:0044255	P
clsC	GO:0044255	P
dgkA	GO:0044255	P
dxr	GO:0044255	P
dxs	GO:0044255	P
elbB	GO:0044255	P
eptA	GO:0044255	P
eptB	GO:0044255	P
fabA	GO:0044255	P
fabB	GO:0044255	P
fabD	GO:0044255	P
fabG	GO:0044255	P
fabH	GO:0044255	P
fabI	GO:0044255	P
fabZ	GO:0044255	P
fadA	GO:0044255	P
fadB	GO:0044255	P
fadD	GO:0044255	P
fadE	GO:0044255	P
fadH	GO:0044255	P
fadI	GO:0044255	P
fadJ	GO:0044255	P
fadK	GO:0044255	P
fadM	GO:0044255	P
fadR	GO:0044255	P
fixB	GO:0044255	P
gnsB	GO:0044255	P
gpsA	GO:0044255	P
idi	GO:0044255	P
ispA	GO:0044255	P
ispB	GO:0044255	P
ispG	GO:0044255	P
ispH	GO:0044255	P
ispU	GO:0044255	P
kdsC	GO:0044255	P
lapA	GO:0044255	P
lapB	GO:0044255	P
lipA	GO:0044255	P
lipB	GO:0044255	P
lplT	GO:0044255	P
lpp	GO:0044255	P
lpxB	GO:0044255	P
lpxC	GO:0044255	P
lpxD	GO:0044255	P
lpxH	GO:0044255	P
lpxK	GO:0044255	P
lpxL	GO:0044255	P
lpxM	GO:0044255	P
lpxP	GO:0044255	P
opgB	GO:0044255	P
oxc	GO:0044255	P
paaF	GO:0044255	P
paaG	GO:0044255	P
paaJ	GO:0044255	P
pagP	GO:0044255	P
pgpA	GO:0044255	P
pgpB	GO:0044255	P
pgpC	GO:0044255	P
pgsA	GO:0044255	P
plsB	GO:0044255	P
plsC	GO:0044255	P
plsX	GO:0044255	P
prpB	GO:0044255	P
prpC	GO:0044255	P
prpD	GO:0044255	P
psd	GO:0044255	P
pta	GO:0044255	P
rfaB	GO:0044255	P
rfbB	GO:0044255	P
rfbC	GO:0044255	P
rfbD	GO:0044255	P
rfe	GO:0044255	P
rffG	GO:0044255	P
rssA	GO:0044255	P
scpB	GO:0044255	P
scpC	GO:0044255	P
tdcE	GO:0044255	P
tesB	GO:0044255	P
waaA	GO:0044255	P
wcaC	GO:0044255	P
wecA	GO:0044255	P
yajO	GO:0044255	P
yciA	GO:0044255	P
ydiF	GO:0044255	P
ydiR	GO:0044255	P
yegS	GO:0044255	P
yheT	GO:0044255	P
yqeF	GO:0044255	P
aaeR	GO:0044260	P
abgR	GO:0044260	P
aceK	GO:0044260	P
acpS	GO:0044260	P
acpT	GO:0044260	P
acrR	GO:0044260	P
acs	GO:0044260	P
ada	GO:0044260	P
adk	GO:0044260	P
alkA	GO:0044260	P
alkB	GO:0044260	P
apaH	GO:0044260	P
arcB	GO:0044260	P
arfA	GO:0044260	P
arfB	GO:0044260	P
argK	GO:0044260	P
argR	GO:0044260	P
arnT	GO:0044260	P
arsR	GO:0044260	P
ascG	GO:0044260	P
atoS	GO:0044260	P
baeR	GO:0044260	P
baeS	GO:0044260	P
barA	GO:0044260	P
basS	GO:0044260	P
bcsA	GO:0044260	P
bcsQ	GO:0044260	P
bipA	GO:0044260	P
birA	GO:0044260	P
bolA	GO:0044260	P
caiF	GO:0044260	P
cas1	GO:0044260	P
cas2	GO:0044260	P
cas3	GO:0044260	P
casD	GO:0044260	P
ccmC	GO:0044260	P
ccmE	GO:0044260	P
ccmF	GO:0044260	P
cecR	GO:0044260	P
cheA	GO:0044260	P
cheR	GO:0044260	P
cheY	GO:0044260	P
cheZ	GO:0044260	P
citC	GO:0044260	P
citX	GO:0044260	P
cmoM	GO:0044260	P
cnu	GO:0044260	P
cobB	GO:0044260	P
cpsB	GO:0044260	P
cpxA	GO:0044260	P
creC	GO:0044260	P
crp	GO:0044260	P
cspA	GO:0044260	P
csrD	GO:0044260	P
cueR	GO:0044260	P
cusC	GO:0044260	P
cusS	GO:0044260	P
cyaY	GO:0044260	P
cysB	GO:0044260	P
dacA	GO:0044260	P
dacB	GO:0044260	P
dacC	GO:0044260	P
dacD	GO:0044260	P
dam	GO:0044260	P
dcm	GO:0044260	P
dcuR	GO:0044260	P
dcuS	GO:0044260	P
ddlA	GO:0044260	P
ddlB	GO:0044260	P
ddpX	GO:0044260	P
deaD	GO:0044260	P
decR	GO:0044260	P
def	GO:0044260	P
dgcE	GO:0044260	P
dgcM	GO:0044260	P
dhaM	GO:0044260	P
dhaR	GO:0044260	P
dicA	GO:0044260	P
dicC	GO:0044260	P
dinB	GO:0044260	P
dinG	GO:0044260	P
dinJ	GO:0044260	P
dmlR	GO:0044260	P
dnaA	GO:0044260	P
dnaB	GO:0044260	P
dnaC	GO:0044260	P
dnaE	GO:0044260	P
dnaG	GO:0044260	P
dnaJ	GO:0044260	P
dnaN	GO:0044260	P
dnaQ	GO:0044260	P
dnaT	GO:0044260	P
dnaX	GO:0044260	P
dosP	GO:0044260	P
dpiB	GO:0044260	P
dsdC	GO:0044260	P
efp	GO:0044260	P
elaA	GO:0044260	P
elaD	GO:0044260	P
endA	GO:0044260	P
envZ	GO:0044260	P
epmA	GO:0044260	P
epmB	GO:0044260	P
epmC	GO:0044260	P
eptA	GO:0044260	P
era	GO:0044260	P
erfK	GO:0044260	P
etk	GO:0044260	P
etp	GO:0044260	P
eutA	GO:0044260	P
eutR	GO:0044260	P
evgS	GO:0044260	P
exoX	GO:0044260	P
feoC	GO:0044260	P
fepE	GO:0044260	P
fhlA	GO:0044260	P
fimB	GO:0044260	P
fimE	GO:0044260	P
fklB	GO:0044260	P
fkpA	GO:0044260	P
fkpB	GO:0044260	P
flhC	GO:0044260	P
flhD	GO:0044260	P
fmt	GO:0044260	P
fre	GO:0044260	P
frlR	GO:0044260	P
frr	GO:0044260	P
frvR	GO:0044260	P
ftp	GO:0044260	P
ftsI	GO:0044260	P
ftsW	GO:0044260	P
gadW	GO:0044260	P
gadX	GO:0044260	P
galE	GO:0044260	P
galR	GO:0044260	P
galU	GO:0044260	P
gcvA	GO:0044260	P
gcvR	GO:0044260	P
glgA	GO:0044260	P
glgB	GO:0044260	P
glgC	GO:0044260	P
glgP	GO:0044260	P
glgX	GO:0044260	P
glmM	GO:0044260	P
glnD	GO:0044260	P
glnL	GO:0044260	P
glrK	GO:0044260	P
glrR	GO:0044260	P
gph	GO:0044260	P
gyrA	GO:0044260	P
gyrB	GO:0044260	P
hchA	GO:0044260	P
hda	GO:0044260	P
helD	GO:0044260	P
hemC	GO:0044260	P
hflX	GO:0044260	P
hicA	GO:0044260	P
hicB	GO:0044260	P
hipA	GO:0044260	P
hipB	GO:0044260	P
hofM	GO:0044260	P
hofN	GO:0044260	P
hofO	GO:0044260	P
hofP	GO:0044260	P
hofQ	GO:0044260	P
holA	GO:0044260	P
holB	GO:0044260	P
holC	GO:0044260	P
holD	GO:0044260	P
holE	GO:0044260	P
hprR	GO:0044260	P
hprS	GO:0044260	P
hsdM	GO:0044260	P
hupA	GO:0044260	P
hupB	GO:0044260	P
hyaD	GO:0044260	P
hybD	GO:0044260	P
hycI	GO:0044260	P
hypD	GO:0044260	P
hypE	GO:0044260	P
hypF	GO:0044260	P
hypT	GO:0044260	P
iap	GO:0044260	P
ihfA	GO:0044260	P
ihfB	GO:0044260	P
insA-1	GO:0044260	P
insA-2	GO:0044260	P
insB-2	GO:0044260	P
insB-4	GO:0044260	P
insE-1	GO:0044260	P
insH-6	GO:0044260	P
insI-1	GO:0044260	P
intE	GO:0044260	P
intQ	GO:0044260	P
intS	GO:0044260	P
intZ	GO:0044260	P
ispU	GO:0044260	P
kdpD	GO:0044260	P
kdsC	GO:0044260	P
lapA	GO:0044260	P
lapB	GO:0044260	P
lasT	GO:0044260	P
ldtA	GO:0044260	P
ldtB	GO:0044260	P
ldtC	GO:0044260	P
ldtD	GO:0044260	P
ldtE	GO:0044260	P
lepA	GO:0044260	P
lepB	GO:0044260	P
lexA	GO:0044260	P
lgt	GO:0044260	P
ligA	GO:0044260	P
ligB	GO:0044260	P
lipA	GO:0044260	P
lipB	GO:0044260	P
lnt	GO:0044260	P
lplA	GO:0044260	P
lpoA	GO:0044260	P
lpoB	GO:0044260	P
lrhA	GO:0044260	P
lspA	GO:0044260	P
lsrR	GO:0044260	P
lysS	GO:0044260	P
lysU	GO:0044260	P
malP	GO:0044260	P
malQ	GO:0044260	P
malS	GO:0044260	P
malZ	GO:0044260	P
manA	GO:0044260	P
map	GO:0044260	P
mazF	GO:0044260	P
mcbA	GO:0044260	P
mcrB	GO:0044260	P
mdoD	GO:0044260	P
mdoG	GO:0044260	P
mepA	GO:0044260	P
metE	GO:0044260	P
metH	GO:0044260	P
mfd	GO:0044260	P
miaB	GO:0044260	P
mipA	GO:0044260	P
mlc	GO:0044260	P
mnaT	GO:0044260	P
mngB	GO:0044260	P
mnmC	GO:0044260	P
mnmE	GO:0044260	P
mnmG	GO:0044260	P
moeA	GO:0044260	P
mprA	GO:0044260	P
mraY	GO:0044260	P
mrcA	GO:0044260	P
mrcB	GO:0044260	P
mrdA	GO:0044260	P
mrdB	GO:0044260	P
msrA	GO:0044260	P
msrB	GO:0044260	P
msrP	GO:0044260	P
msrQ	GO:0044260	P
mtgA	GO:0044260	P
mug	GO:0044260	P
murA	GO:0044260	P
murB	GO:0044260	P
murC	GO:0044260	P
murD	GO:0044260	P
murE	GO:0044260	P
murF	GO:0044260	P
murG	GO:0044260	P
murI	GO:0044260	P
murJ	GO:0044260	P
mutH	GO:0044260	P
mutL	GO:0044260	P
mutM	GO:0044260	P
mutS	GO:0044260	P
mutT	GO:0044260	P
mutY	GO:0044260	P
nanR	GO:0044260	P
narQ	GO:0044260	P
narX	GO:0044260	P
nei	GO:0044260	P
nfo	GO:0044260	P
npr	GO:0044260	P
nrdI	GO:0044260	P
nrfE	GO:0044260	P
nrfF	GO:0044260	P
nrfG	GO:0044260	P
nth	GO:0044260	P
nudG	GO:0044260	P
ogt	GO:0044260	P
opgG	GO:0044260	P
opgH	GO:0044260	P
orn	GO:0044260	P
paaX	GO:0044260	P
parC	GO:0044260	P
parE	GO:0044260	P
patZ	GO:0044260	P
pbpC	GO:0044260	P
pcm	GO:0044260	P
pepA	GO:0044260	P
perR	GO:0044260	P
pflA	GO:0044260	P
pgm	GO:0044260	P
pgpB	GO:0044260	P
pgrR	GO:0044260	P
pheS	GO:0044260	P
phoQ	GO:0044260	P
phoR	GO:0044260	P
phr	GO:0044260	P
pinE	GO:0044260	P
pinQ	GO:0044260	P
pinR	GO:0044260	P
pnp	GO:0044260	P
polA	GO:0044260	P
polB	GO:0044260	P
pphA	GO:0044260	P
pphB	GO:0044260	P
ppiC	GO:0044260	P
ppiD	GO:0044260	P
ppk	GO:0044260	P
ppsR	GO:0044260	P
priA	GO:0044260	P
priB	GO:0044260	P
priC	GO:0044260	P
prlC	GO:0044260	P
prmA	GO:0044260	P
prmB	GO:0044260	P
prmC	GO:0044260	P
ptsH	GO:0044260	P
ptsP	GO:0044260	P
puuR	GO:0044260	P
qseB	GO:0044260	P
qseC	GO:0044260	P
radA	GO:0044260	P
radD	GO:0044260	P
rarA	GO:0044260	P
rayT	GO:0044260	P
rcdA	GO:0044260	P
rclR	GO:0044260	P
rcsA	GO:0044260	P
rcsB	GO:0044260	P
rcsC	GO:0044260	P
rcsD	GO:0044260	P
rcsF	GO:0044260	P
recA	GO:0044260	P
recB	GO:0044260	P
recC	GO:0044260	P
recD	GO:0044260	P
recE	GO:0044260	P
recF	GO:0044260	P
recJ	GO:0044260	P
recN	GO:0044260	P
recQ	GO:0044260	P
recR	GO:0044260	P
recT	GO:0044260	P
relB	GO:0044260	P
relE	GO:0044260	P
rep	GO:0044260	P
rfaB	GO:0044260	P
rfbB	GO:0044260	P
rfbC	GO:0044260	P
rfbD	GO:0044260	P
rfe	GO:0044260	P
rffC	GO:0044260	P
rffG	GO:0044260	P
rffH	GO:0044260	P
rffM	GO:0044260	P
rffT	GO:0044260	P
rhaR	GO:0044260	P
rhlB	GO:0044260	P
rho	GO:0044260	P
