#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	sapD//fhuD//ybiT//ygcW//
GO_0043171_5	ompG//tehA//prpD//trmI//nrdA//selD//rep//torA//mhpA//
GO_0043173_5	mltF//gloA//yohC//rhaD//speG//yebQ//yqjI//phoA//
GO_0043174_5	setA//cutC//hscB//hypA//araE//menF//
GO_0043200_5	eamB//rrrQ//ilvH//thiD//yiaM//tsgA//htpG//cyoB//
GO_0043201_6	rimJ//
GO_0043207_4	dgcM//gstB//uvrA//acnA//ybdM//fadE//zapB//lysR//yhjA//dapF//amiA//lrp//carB//yceO//
GO_0043213_7	hxpA//bamD//helD//nrfB//rpsQ//tatE//fruA//ybeF//
GO_0043242_7	gltL//groS//entE//
GO_0043243_7	panB//
GO_0043244_6	tatC//rpsD//dinG//uspB//hisB//ybjN//csdE//gatY//marA//nfi//tar//yqeA//rnlA//xapA//yfgJ//pppA//holE//ydjL//ptsH//ybhG//
GO_0043254_5	ygeV//pth//rluA//yaiW//rfaH//tyrB//narV//mak//pdeH//trmD//nrdE//mtr//yhcD//lpxC//rffM//eco//tyrA//yjaA//ypdA//luxS//hisB//mltG//arnT//cspB//folE//
GO_0043255_6	dapB//phoB//insF-1//
GO_0043269_6	fabD//agaC//tufB//argH//nrdE//holB//osmC//
GO_0043270_6	rpsR//yebK//
GO_0043271_6	trkA//
GO_0043335_3	ypdI//speA//truC//rutA//
GO_0043392_6	bluF//
GO_0043393_5	glnH//
GO_0043412_5	cyaA//trmO//ydfG//ralR//xylA//yiaJ//gltI//dinI//frwB//potC//ruvC//uhpB//yaaU//preT//nrdH//recA//frsA//narQ//hupB//erfK//fdnG//gmhB//srlA//ypjD//prkB//lpxL//mepA//udp//rlmA//fimF//rsmH//fadK//ydeM//lpoB//prlF//rlpA//ortT//pcnB//osmF//dkgA//psuT//pdeF//cdd//gltL//aphA//csgF//yihS//yohC//glsB//arnD//fepC//truB//rtcB//yifB//bdcA//dctA//lptD//zntR//lpxD//gmhB//glsB//prpC//preT//plsX//hcaB//ycgR//folM//panZ//sdaC//yfaV//priC//pheT//ynhF//murI//lpxT//mdtQ//fcl//hyaA//kdpE//trpGD//uspB//tisB//aaeA//panF//narQ//cas1//fdnG//yhaO//lptA//gltI//prlF//pgrR//rpsN//tdcA//nikC//ydcO//gltD//msrQ//idi//rplD//secE//puuD//codA//ilvI//garR//envY//zwf//nudF//rsmC//fdx//sgrT//yciF//csgA//syd//yihU//roxA//rffM//yggW//crp//atpH//entE//bhsA//yhaJ//ttdB//cusB//ycjY//bepA//hyfC//ascB//accA//rpoA//asmA//cysW//ycjY//galP//lacZ//ydiK//yjiR//lyxK//rpsO//holA//gabT//mdfA//sad//menI//uvrY//hyfA//ydhK//tmk//torC//frvB//scpB//citC//gutM//nfsB//hypB//livJ//nupC//insI-1//patZ//fdhF//glpT//greA//wecA//rimP//recO//artI//mutY//yihW//nanR//rppH//rpiB//bioF//umpG//pppA//lptF//tdh//citE//ydeI//lysA//ydiQ//purR//wecB//argC//rimO//yaaJ//ilvL//yhdJ//panC//atpH//envC//phnN//pphA//ldcC//malP//panD//rapZ//aqpZ//fepG//lgoR//ompR//preT//fabG//paaZ//agp//putP//pyrL//rclA//dapB//purT//mntS//leuE//ygcW//yiiD//argE//tamA//lptG//yhfK//higA//mtlD//prmA//ybeY//lspA//syd//rpnD//btuC//yoaB//glrK//mnmC//yjhH//treA//fnr//
GO_0043413_4	flgF//
GO_0043414_4	xylE//pdxJ//yjtD//rhmR//nepI//kdgR//abgA//mdtF//opgB//cysU//fkpB//gshA//ubiH//hslJ//yraR//vsr//entE//tisB//cbtA//adk//mug//galE//arcB//folX//hemD//hyfC//ldtE//yjbG//yfhH//ruvC//acpT//mutS//ubiJ//hprS//ybcJ//napD//erfK//dcuC//kbaY//atpA//qseC//hycB//ribD//yibA//alsK//grxD//gpsA//ykfI//yfdC//mutT//xdhB//aroP//
GO_0043433_5	rbsB//clpX//uup//opgD//ybaK//nupC//
GO_0043436_5	rplO//insK//fepC//sixA//tus//glpA//tdcE//nirD//phoE//feoA//rnhA//yidL//polB//gatB//ycfL//ampE//exuR//sspB//malS//yghU//ydeO//gatB//oxc//ybaL//htpX//ecpR//dppA//malE//sdhA//msrB//thiI//yphC//dinI//glgB//dnaT//ybiI//ynhF//rihA//ydiB//ynaI//elfD//rplX//priC//nudC//tusB//fucP//epd//yehW//slyD//yrdA//yciA//tamB//frsA//cyoB//ybiA//dsbA//glnA//osmE//ygfI//rlmL//fadL//trmJ//smrA//mdtB//blr//agaW//yhbQ//ydbD//blc//rsfS//leuC//asmA//yraI//napC//ftsH//recE//hisA//phoU//kdpA//flgA//mutY//glnP//ttdR//tatD//yfcQ//ybiX//ilvD//cysI//yggT//yfbU//cfa//gpsA//cmoA//ydeO//carB//purC//adhE//bamB//ybhS//pgpB//yfdS//atpC//hisA//dhaR//zapC//sufE//sgrR//gspE//chbG//frr//oppB//hipA//citE//prc//ghxQ//rng//lpd//lpxD//pdeD//proB//tynA//appC//miaA//waaL//cynS//mdtC//ydiB//yiaJ//zapA//cadC//lon//dgcM//mcbR//yehX//hyfR//rplA//ccmF//aaeB//nudC//tsaE//mreB//purC//glgC//mdtO//ushA//rimL//oppA//menA//aldB//dgcM//uvrA//nuoI//ybaQ//eamA//pepB//ybbY//nadC//yagE//proA//flgG//glpC//helD//yidA//udk//pcnB//gltS//yneJ//trg//lit//ydfD//alaC//paaZ//dhaM//fadJ//yqiI//hypB//bglX//atoS//sfmD//tamB//coaE//yihV//pfkA//ansB//xisR//atpD//glcB//sucD//flgJ//udp//aroF//metB//osmE//yehW//fdrA//trmI//secY//basR//metG//ybcC//yghU//ydfD//cutA//yebZ//rhtC//trmL//paaJ//lacI//emrK//ansA//ebgR//ftsI//feoC//yebC//chbG//ynjA//hybE//yehC//mlaE//arnA//elaB//menA//torS//ycjP//ybcC//scpB//abgR//pdeF//degQ//yhgF//srkA//yfeW//yahO//yebS//gcvP//yhbO//pepD//pbpG//cyoD//lepB//pgaD//yneJ//ynfK//rrrQ//deaD//nei//uxuR//flhD//rodZ//ravA//rbsA//rfaG//dmlR//ygjR//malS//accC//phoE//rclB//tusB//mdfA//yehC//yggF//opgG//alr//secF//yebZ//kilR//ygfA//adiY//yqaB//livH//bioB//fimG//ygbI//gor//nadA//aldA//rpmE//sgcC//cstA//pck//yqcG//frr//adiA//leuD//tatB//gadX//ypdB//waaU//menH//leuC//rpsI//surA//hofQ//map//ubiF//thyA//putP//alsE//aroF//iraD//ribD//ppx//ygbI//ftsX//narW//mlaF//ftsH//narH//dacD//gatY//mioC//prfB//mlaD//yfcF//bglB//ygeA//lsrG//tsr//ghrB//clpS//glnP//elfC//feoB//alkA//phnL//ycbU//hemL//fdx//glcD//accA//yhcD//znuA//envY//kefF//ispA//pepQ//tyrS//rclC//intE//etk//tusE//rutC//fdx//hlyE//yjeI//chbR//dnaB//gshA//ygiW//talB//rarD//kefB//hisM//lysU//purT//yjhH//xylR//yeaK//artQ//argF//htrE//btuE//argA//gltP//cysE//dinQ//cheY//pstC//ftsH//tynA//murJ//nagD//ruvA//relE//fetA//ilvH//dinD//galP//rimI//ygfX//prlC//proW//etp//rplI//znuC//plsX//torZ//ybiJ//adiY//dam//rpoS//arnA//epd//rplE//trmL//abgB//pcnB//fabZ//sodC//ybcC//baeS//gstA//nirC//potC//yccS//pflB//paaE//frc//topA//sbp//yidQ//torZ//nikA//nagZ//pepT//yafQ//yqiH//rimL//mhpB//truA//arcB//tcyL//alsB//torI//ydjK//ligA//ybfE//rhlE//artP//glgX//clsB//ptsH//umuD//tpiA//hfq//gph//nuoN//zapB//matP//fumB//rapA//yjjU//nfo//yaaY//pstC//ymgA//ycgR//
GO_0043438_6	ybjI//
GO_0043442_6	glnQ//
GO_0043455_5	speF//rarA//agaB//ttdB//
GO_0043456_6	flgE//
GO_0043462_6	cvrA//rfaC//cbeA//tonB//ade//ycjY//
GO_0043467_6	tusE//solA//
GO_0043470_6	alpA//hemD//fdoH//cysH//
GO_0043471_6	lhr//holD//feoB//
GO_0043484_7	sixA//
GO_0043487_4	aroE//preA//ygfA//ubiE//menH//rsmC//
GO_0043488_5	dppD//glcC//dsbA//ybhF//rpsI//
GO_0043489_5	asnA//
GO_0043543_7	fdhD//nanK//yidR//rsmC//bssS//rfe//degS//torY//focB//pepT//hyi//gmhB//cdsA//
GO_0043545_5	yghB//malQ//hcaF//eutA//gadE//ddlB//nhaA//frmB//tcyN//hofN//prfB//
GO_0043547_7	nlpD//mrcB//yddG//
GO_0043549_6	yfaE//carA//
GO_0043555_5	hisA//lacY//
GO_0043562_6	betI//ompF//
GO_0043570_6	baeS//nrdH//nuoN//
GO_0043571_7	atpC//ftsE//rsmI//
GO_0043603_5	ibpB//iraD//cydC//fetA//waaF//frlC//insI4//nth//gnsB//alkA//hycB//deaD//phoR//rplX//yddM//lrp//infB//rne//yebQ//yfcQ//murF//rbsC//cpsG//recF//uspG//ybcC//dosP//rluD//yfaX//yjaZ//otsB//wecA//xisR//lptD//hybE//fdoI//idnO//ytfQ//dcyD//adiA//cyoB//hemA//yjcS//atpA//fklB//sdhB//yefM//ridA//phnH//lsrK//curA//tar//fepC//leuC//gnd//rstB//ygiW//gluQ//xanQ//mgrB//rpiR//lnt//erfK//yhdJ//rnhB//yobA//ybaT//cydD//mgsA//yidZ//cusB//ygeA//allC//dcp//nudC//cspC//grxD//yjjG//yeeO//gabP//rplQ//chbC//ydjL//borD//lldD//sfmD//galP//arcB//scpC//slyD//moaD//yabI//tdcC//ycgB//talB//crp//ycfL//trpGD//rsmG//dosP//yieL//hipA//ybiV//trkA//scpB//rpe//pflC//ugpA//glpG//asd//btuF//yejF//astC//cueO//glk//guaA//ydjM//pdeR//ruvB//rffH//nadA//treA//mlaC//efp//mlaD//gabT//cas3//
GO_0043604_6	nanT//xylG//murF//hybA//rcnB//cysW//lptC//insI-1//ypdI//yabI//casC//thrB//tauA//bcsA//lacZ//rlmE//feoB//acrF//carA//bioC//pinE//yieF//pflB//qseC//flgB//sdhD//hypT//glpR//pykF//yfbV//ebgR//nudG//yqcG//argR//trmO//uof//rpiR//rfaE//yibA//feaB//yihI//fhuF//mepH//rnd//ynhF//ivbL//tdh//lpxC//frvB//frwB//soxR//deoA//bsmA//recG//allR//yhbX//yeaD//murF//yqaA//oxc//yqiG//ydiQ//rapA//dicA//queA//relB//bglA//lrp//idnK//ybgP//yhcD//rlmE//torI//ynbC//pabB//iscA//uof//dnaC//marA//tadA//nudG//araD//ldtC//prc//yiaF//rihC//ygcR//gntK//atoB//kdpC//ygbN//purR//srlD//lrp//csdA//recT//mreB//kduD//idi//
GO_0043605_6	srlD//lpxK//ugpA//truD//agaA//
GO_0043610_4	hxpB//
GO_0043624_6	rlmC//gpr//insA-2//clpP//galR//lpxL//hsdR//
GO_0043628_9	yaiW//ftsP//yraH//
GO_0043631_7	arnF//glgS//
GO_0043647_5	fbaA//arfB//
GO_0043648_7	arsR//rfaB//yggD//dbpA//proC//yohD//casA//fabD//folC//patA//alkA//hha//ascB//purD//rpe//yajD//bioF//ibsD//rnhA//opgB//obgE//rclC//purC//gppA//rhsD//hinT//ftsQ//chbF//hybE//bamA//ftsK//ygbI//bcr//iap//pcm//ycjU//chaA//ydhK//agaA//opgC//yaiP//mtlR//nlpA//valS//marR//ldrD//cpoB//tgt//fdnI//fliS//mutY//trpS//fic//bluF//frmA//mtlA//bioC//yhaC//patZ//dicA//prmC//purF//nagB//thiG//gltP//osmC//ybeQ//fabR//rbsB//tusB//hypC//mglC//glgX//hemH//
GO_0043649_7	trpGD//fixA//trpE//lptG//cysU//pflC//cof//gltD//macB//eutR//nuoN//
GO_0043650_7	hcaD//menH//pflC//frwB//cysG//nlpE//ytfE//fhuF//sseA//rpiA//viaA//malS//yggN//ralR//glsA2//yadC//rplT//rbsB//ghrB//ampG//mgtL//tsaE//rpsG//mcrA//pfkB//bssR//aroE//
GO_0043686_7	fkpA//
GO_0043687_7	rutB//yfaV//rplE//wecA//rlmD//rlpA//yahI//
GO_0043708_5	mdoD//uspB//asr//rplM//cptB//phnN//agaC//mdfA//hldE//uspF//kefC//sulA//modC//fetA//mdtM//
GO_0043709_6	ptsG//fhuC//map//pgk//lsrA//acpP//napD//lysC//hycB//
GO_0043711_5	bamB//wecC//lysR//ybhD//nsrR//cynS//ydjM//insB-4//rplQ//fruK//murP//rimO//ypdC//ymgC//soxS//nirB//cadB//eptA//glcC//sthA//yphD//
GO_0043900_4	nlpA//borD//pepN//clsB//phnK//mppA//mazF//rutB//apt//dxs//amtB//ybdG//lit//
GO_0043901_5	ybjN//kbaY//yjbH//rlmB//
GO_0043902_5	gntR//pphB//
GO_0043933_4	pinQ//ygcR//asnA//ybiA//accD//dut//aphA//cbpM//ibpB//rlmJ//napF//uvrB//tyrA//gluQ//dapB//smrA//mreC//tatC//flgF//ppiC//ycjU//fdoI//iraD//rhtC//nanE//hisH//entB//mrdB//lyxK//mrp//araC//pnuC//lpxD//ruvA//galP//yciE//yggW//yagI//wecA//minD//adk//hofC//gpsA//yjcE//yhjA//rfaF//menD//ascF//rseP//yhdH//chbF//uraA//dam//insH-5//paaF//ascF//yhjG//gsiA//nagZ//yneJ//gcvH//yidZ//mngR//xisE//yieF//fadI//serA//creB//gluQ//yijE//cho//uraA//cyoA//fdrA//hisF//pdeL//ffh//pepA//yraI//feoB//trmO//dcuR//borD//rclR//cas3//tktB//rlmH//pgk//ybjN//tauC//dicC//lamB//higA//pdeL//cspB//panF//dacB//xdhB//gpmM//proX//
GO_0043952_7	dgcQ//dusC//yghO//tus//rfaD//
GO_0043953_7	eutD//rodZ//dam//livG//
GO_0044003_5	rpsN//glk//lhr//ulaD//
GO_0044004_6	rbsR//murE//ydcI//cysB//
GO_0044010_5	yjjV//narV//arfB//dgcZ//ttdR//fadE//nsrR//ftsK//yqaB//hxpA//fes//ldhA//fumB//feoC//icd//surE//gatY//cytR//yeeA//yaiW//manY//iscA//cnu//asmA//phoR//dgoA//sgcX//napC//cheZ//narI//
GO_0044011_4	fdnI//fdnH//folP//kefG//uspC//yidA//mnmC//modA//
GO_0044036_5	dgoR//epmA//malZ//alpA//rzoR//narJ//uspF//napA//bglA//uvrY//ydhJ//artI//yceK//ompC//kbaY//valS//infC//frwD//dacB//lldR//recB//mepA//ihfA//ibsE//rlmM//rclA//kch//ligB//ugpA//rng//tcyN//yibT//araD//elaA//fabA//zntR//rnr//ampD//wza//nadE//yhbO//deoR//yhdZ//sspB//yiaO//trpL//ibaG//
GO_0044038_6	cadB//mdoG//cyaA//ybaL//yfdC//prpB//chpB//patA//coaE//marA//ribD//ftsL//gudX//mdtI//fliS//ygiN//dnaA//phoE//ldtC//ybiS//ftp//ascG//ynbB//nagB//yibH//yeeY//nagB//eutN//dicA//metN//fruA//mutT//recG//fur//mnmC//yjjX//ulaG//lexA//frc//aldA//ygcW//yfeR//ldtA//
GO_0044042_6	yidZ//tusD//tsaC//idnD//hemG//fliL//murQ//icd//rcnB//citX//cheZ//clsA//flgM//hyfF//ycbX//yjhB//gntP//torY//leuC//ydeO//yibF//
GO_0044070_7	nhaB//trmL//ycgB//xisR//
GO_0044085_3	ygiS//yfhH//yhbX//kdpF//yhdZ//mocA//dauA//fur//phnI//asnS//bamD//rplI//yqgF//ftsB//copA//napF//yhfS//nsrR//agaV//
GO_0044087_4	agaB//yfiC//xthA//uspC//frvB//qorA//moaB//ydfK//mngA//efp//yfeD//cpxR//hyi//cheA//fdhE//glyS//abgT//pnuC//serC//essD//gpr//arfA//yadC//nusG//fumC//ydjH//rssB//rhtB//yajO//fadA//mdtQ//yqgF//lysR//hisM//
GO_0044089_5	yhdW//glcC//tolC//rapA//ytfR//mhpC//glnS//rpsS//rfe//paaD//deoB//ynbC//thiE//
GO_0044092_4	xisR//yoeB//ftsX//sgcB//higA//rlmC//sixA//ygcO//dcuC//sfmA//chbR//fabA//patD//yahI//suhB//rodZ//hdeB//paaG//dsbB//ravA//allD//gloC//ppsR//trpC//yhcN//malY//speD//pflC//allD//malZ//sgcX//yciV//cysD//miaB//tsaC//rpnD//
GO_0044093_4	ybdG//cmoM//aspS//chpS//kduI//cobB//crl//fadM//ybbW//pagP//nepI//mdtA//iraP//alsC//plsC//yefM//kch//marR//ybiX//uidC//mliC//sufC//ispU//pitA//cysI//rpsA//tilS//
GO_0044106_5	mdoG//ispF//murB//serC//yraJ//ybgP//tdcA//narH//dkgA//ahpC//yjhB//queG//potC//uvrA//arsR//yddA//prfA//ybiS//clsC//caiD//acpH//moeA//yggP//gltL//narZ//tatD//aceK//
GO_0044179_5	glyS//
GO_0044208_7	tdh//
