#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	artM//ycbU//gcvP//lysU//
GO_0043952_7	rplT//yeiE//osmY//fliS//dgcM//
GO_0043953_7	yhjA//ybjI//tonB//galM//
GO_0044003_5	tas//manZ//fes//bamE//
GO_0044004_6	hcaC//prc//setC//ycaO//
GO_0044010_5	hyaA//ygcO//ompW//priB//leuO//putA//araG//gatD//malG//kdpD//melR//rssB//rpsP//ltaE//ruvB//sgcR//fabH//narJ//ydfD//yaiV//cyoC//araD//ygbM//tusC//yhcH//fepG//yjhB//yehZ//paaD//grcA//
GO_0044011_4	yqjA//rpsJ//cmtB//appA//mprA//dppC//parC//mhpC//
GO_0044036_5	yfgI//patA//fepD//zipA//ilvM//yafO//plsB//narP//agaA//surE//dnaA//mutT//rfaE//murF//mdh//rutG//uacT//lolD//rnr//ybcC//phnP//adeD//yhdH//lysU//ychF//yidK//dcyD//yjgX//rpoE//lsrD//lgt//yddG//clcA//yieK//nuoF//ypdI//maoP//yfaU//coaA//eptB//pspF//alkB//paoC//rluE//torY//glpD//lgoR//
GO_0044038_6	pth//ybcJ//fabD//yohC//serB//lysC//intQ//iclR//pheS//envC//fixA//rplM//fdx//minC//ftsY//prmB//ghoT//yoaA//plaP//rplS//ycdX//lapB//wecC//dmsB//ihfB//eutK//tnaA//tdcD//yefM//ymfK//yehA//abgA//rluB//pepA//nmpC//cof//metR//gfcE//gnsB//yidD//ssuD//yajQ//panZ//
GO_0044042_6	hflC//mdtL//trkA//araF//dsbA//deoD//cusA//ydcM//dmsC//melA//envR//tauD//ilvE//narK//lldR//yeeL//ycjR//hldE//yfeO//tnaB//yjaZ//
GO_0044070_7	gudX//yeaD//ttdA//gdhA//
GO_0044085_3	rlpA//adiC//gloB//ydjK//ilvI//yeaK//atpB//hslJ//essD//yihO//pheS//codA//rfaC//mntR//fmt//gatC//osmC//htpG//abgA//
GO_0044087_4	ydiZ//chaC//ydhQ//malY//dgkA//asnA//yhiM//hemB//tcyL//yraK//yohD//ynbD//cecR//yjiQ//prfB//gcvA//efp//tdcA//nikD//ldtD//thyA//uxuA//ybiT//ralR//gntU//zntR//rhaA//ybjX//ascF//uup//hxpA//clpP//lplA//uvrC//
GO_0044089_5	ydhC//radD//talB//nrdE//lpoB//arsC//dcyD//bepA//bdcR//yacG//yihI//aaeA//fadJ//
GO_0044092_4	yqgF//tolQ//lolB//glnE//fimE//fadB//glpG//fliL//acpH//yhdH//uhpC//mhpD//yfeD//thiM//cdaR//insK//kilR//mrp//glcC//oppA//uof//glsB//rluA//rplQ//narX//sfmA//fliZ//manZ//pyrG//secE//rhaA//intA//yfeR//araG//sgcA//yggE//
GO_0044093_4	infB//paaF//mepM//kdpA//sufS//yrdA//sbcC//sdaB//ybaO//zinT//gpp//proQ//torS//thiQ//ptsH//tatD//waaP//ftsL//tdcC//ykfI//uxuB//crl//syd//yjiR//adiY//purL//tdcA//
GO_0044106_5	ybhR//adhP//ptsI//secD//uspE//caiF//yojI//lysC//cmtA//glnA//eno//xapB//ytfR//rnc//adk//rplY//yoeE//srlD//agaS//cmtA//rplB//psuG//aspS//ybgI//yciA//yigB//chaC//
GO_0044179_5	umuC//
GO_0044208_7	treC//
GO_0044237_3	kbaZ//kch//frlA//recJ//mcrB//pykF//thyA//ybiJ//adeQ//allB//secM//rnb//tldD//xylH//hxpA//ispF//yehZ//rplT//norR//ycbU//yghG//hofO//hofO//cfa//galR//intS//gcvA//yfbU//hslR//ascF//ybgI//ccmF//rffG//eutK//ydeE//dtd//rssA//elbB//afuC//rpsI//ydjM//cdaR//ygcW//ydcT//yahB//flgF//nupC//rpsL//mhpB//tbpA//grpE//sfsB//cspE//yhdX//rpe//lptE//yidR//cysI//yoeE//torR//bglA//yfeO//cyaY//kdsB//dacB//rihC//agaI//flhD//dbpA//cysM//dcuR//lpxL//nadD//rpoD//ulaB//sufC//trmH//ygcW//yfaX//fhuC//plsC//araH//gpt//rcsD//tas//rpsQ//purR//yedF//yeeO//zupT//exuR//fruA//yegT//sfmC//ycbX//ycgR//hemA//pepQ//rihA//zapA//hcaB//trmL//hexR//yidH//secB//thiQ//rpoA//rrrD//yifB//yhbX//murI//zapE//sdaC//gadE//yfdR//uspF//hsrA//yddG//solA//rpmC//prmC//yhdH//rlmH//panC//yiiM//gatB//ade//metL//ydjM//eutB//gcvT//malE//thiP//eutN//feoC//ybhI//aceF//yciE//srlA//maa//ydjM//exuR//kdsA//dctA//ada//nfsB//yciF//rayT//aes//phnJ//clsA//ldtC//tdcA//frmA//ulaG//norR//patZ//rffG//murG//ycdY//gyrA//yoeB//wrbA//casC//tisB//nrfC//gadB//kdpB//yaaU//flhE//ugpB//citT//rimK//cysE//ybdN//narW//moeB//lysR//proC//glcE//htrE//gltP//ybaO//galE//yahD//ppsA//acrB//ftsE//ymgC//aidB//phnJ//yjgX//cho//pmbA//dapB//tdk//ybiI//elfD//dmlR//helD//rclC//yjgX//cysD//rbbA//yaaY//cpxP//dinD//yidH//zwf//yraH//pncB//rpsS//tap//sdaC//ulaE//nanC//gadC//macB//gdhA//mioC//fecB//rapA//cysG//oxyR//ybiY//ydcS//ldhA//smrA//ycbU//aaeR//oxyR//cysN//truA//fetB//acs//fucK//ybhI//ihfB//pntA//patD//flgE//panC//ybgI//pstS//osmE//essD//ldcA//wza//rfaF//gnd//amiA//fryB//etk//bamC//yejB//rtcB//hns//pfkB//fecA//fdhD//envZ//gshB//ubiI//ynaE//atpA//gcl//yfhH//rtcB//ugpC//mobA//murR//ybaL//purC//asr//alsE//yejE//cobS//shiA//oppD//gstB//ispU//ygeA//acpH//hemG//rfaQ//ddpA//fcl//gltP//dsbA//creB//rbsA//yhdZ//dgcZ//exbD//acrA//emrY//ygdG//nrdR//rimJ//oxc//cheA//waaA//dgcE//agaV//trmH//pstB//pheM//yedA//metL//mobA//tas//lpxH//perR//asnC//ydjJ//acrR//pspD//clcA//nadB//frlB//mscL//fmt//guaD//lacY//evgS//hemF//acpP//cbtA//fadM//cydC//tusC//uspE//hycH//ribB//agaI//msrP//dtd//cdaR//qseB//recG//elfD//yfcQ//hflX//ygiB//cyoC//gnsB//waaG//yhcD//deoR//yidQ//ynjD//cdd//cynS//yjfF//hlyE//ubiD//artM//creB//rsmG//gltI//ygaV//infB//elfG//rhoL//lpxP//flgK//ftnA//ydjM//waaS//argT//pflA//yebK//arsR//rsmC//pheS//rpsE//atpF//nikC//borD//hemA//yidK//yqeF//mnmG//pepN//ybcQ//trpS//argF//trpL//trpC//def//argK//mnmE//recB//ybeQ//pbpC//cusB//slyA//yfdG//lplA//hisB//cynS//yiaA//murI//trmJ//msrQ//rplA//cbtA//mtnN//sbmC//fabD//tsx//phnL//dppB//ulaR//elbB//nagE//acrZ//malI//aroF//setA//hypD//uraA//sseA//apaH//dnaB//ycfL//chpB//cmoB//ibsB//frsA//flgA//dinQ//dgoA//dgt//ccmF//uacT//yigL//ykfI//kduI//rlmH//yccS//spy//trg//argI//argO//dsbA//lplA//ilvI//galT//hcaE//nanR//dsbC//ascB//gapA//nrfD//ydfG//yadM//adeD//proQ//lsrC//pntB//sohB//gntP//kdpE//wcaJ//nusG//ubiC//rapZ//rplR//mntR//sfmH//gatZ//dacA//garD//nfi//hcaC//rnhA//mdtI//murD//hybD//fucA//satP//barA//ybbY//sohB//pdxY//flgE//moaD//malF//mepM//ptsI//yhgF//ariR//nlpA//narP//pepA//argK//allB//waaA//pnp//paaA//tesB//yehX//ubiF//yagG//baeR//mdaB//pyrH//iscR//relA//rpiA//hicA//alr//yhdX//yqhC//tmk//ampD//ssuC//mreB//xseB//gltI//yafE//moaA//thiL//ftsQ//lpxM//ompA//acrR//fimE//glk//setA//pflB//cueO//fhuD//tusD//accB//rplW//gudX//uxuB//cusS//ybdZ//fau//rpnC//yihU//acrR//gatZ//gsiC//yhbQ//mprA//mukB//ihfA//lon//aaeA//rpsD//pgm//recQ//cusC//wcaC//ybcJ//ldrB//ampD//ydfG//hofQ//flgK//gatC//wrbA//waaO//ygeX//holA//ybgI//rlmL//hdeA//mscK//dnaJ//tbpA//rsmF//ydcT//yphC//yecS//perR//syd//ypjD//csiR//kdsD//asnA//abpB//yfdS//yjbG//leuO//fadM//napF//ompR//proV//paaF//ynfH//surE//intQ//metG//yagI//hypF//uspC//abpA//yehC//sxy//yqhD//yraI//torC//gabP//mrcA//ssuD//napB//trmO//proS//baeS//dhaL//ulaD//bdm//garL//ybcF//ygeV//ibsB//yjiA//lysO//uspE//rzoD//nanR//ybaM//tauC//gloC//folE//tmk//rpsO//rutD//dgoA//trg//narG//csgF//tnaC//pagP//sgrT//eutA//fucK//wecC//smpB//yhcD//yfgI//lsrG//phoU//glvC//add//fimH//ftsP//patD//phnN//evgA//wrbA//spy//ybaT//xseA//crp//pta//pfkB//ompT//gsiC//bioF//yibT//ybbY//rlmJ//opgE//paaZ//lptF//arfB//rffT//lpcA//ribA//rhaA//citE//narU//rutR//fixB//glsA1//lyxK//lolE//fadJ//ogt//dsbD//yjbG//elfG//bamE//sucC//dgcM//exbB//glpG//ndh//zntR//ppsR//yqaE//rimO//agaC//cheZ//dnaB//atoS//asnA//torR//yehY//xanQ//galF//ada//glmU//ligA//malE//narL//yraK//sucD//entH//ydgA//ldtA//glmS//hofN//rpsN//qseC//glnK//ygcW//pspD//pstS//mepM//ynjA//uhpB//sdhB//ybaL//murQ//ccmA//tsaE//yfeO//add//rzoR//yhdZ//ftsQ//aer//cusS//gpsA//wzc//osmC//gadE//yccA//ldrA//puuC//pabB//yihV//focB//metQ//purR//setB//pgpC//alr//der//secB//yjcO//psuG//yicJ//moaA//ydiR//ldtB//ygjK//rffG//cadB//nupX//roxA//csgF//cysG//ychH//kdpC//araD//moaE//ppc//mrp//sapD//phnM//dsdA//srlR//nudC//tusA//yefM//fdhF//dnaA//hda//acpT//menC//rimI//hisP//ascB//nagA//sfmD//ompR//hisS//phoE//rpmH//thrB//ynbB//epmC//dtpA//mdaB//katE//hemE//rsmG//aceK//srlR//mazG//hybA//yjhG//nagZ//rpsK//cusF//lolC//rihC//yhbX//ymgF//znuC//pgk//ravA//cusA//cpxA//prlF//feaB//lolB//hisP//mdfA//yejB//ycjY//bssR//torD//hfq//ygfI//yjbE//rplC//mhpA//ampE//fdnH//ygcO//pfkA//efp//mdtM//hemF//pheT//cyoC//pyrC//pnuC//cadA//kefG//rnpA//yjbE//acrZ//zraR//cysS//mepM//ruvA//rsmH//allD//patZ//ubiI//fkpB//carA//rplI//yadV//pncB//glpF//mcbR//ubiC//sufD//ubiF//epd//xdhB//rpsS//cho//thrL//lnt//yfbU//tcyN//trmJ//ruvB//gntP//plsC//ybaL//gcd//yagJ//thrS//epd//yfaE//osmY//nrfE//frdD//yejA//melR//srmB//sufS//ibsC//adhE//aphA//argI//envY//yqhC//frlC//adk//potC//glgX//yaaJ//zapC//nemA//glrK//bfr//bisC//hofM//parE//manZ//asd//rclA//murG//yeiL//glk//prc//ldtD//rraB//yahI//lepB//arnD//yigB//fkpB//mepM//dnaQ//yhaJ//pdeF//cynS//yjtD//insA-1//ascG//ibsA//ybaQ//ybjI//psuT//chbC//alsE//lgoT//uhpA//sixA//yibT//nrfA//yfhM//osmC//fabA//yafE//rpsA//ydiQ//rutE//fliT//zntA//ybjN//selD//sufS//atpE//puuB//tsaC//sad//fruA//ydaN//nrdE//lolA//uvrY//rstB//yacG//rmuC//tatC//xylE//fimG//chbF//ssuD//argH//gntK//dsdA//ppc//basR//tmcA//hisG//glgC//dhaR//mdfA//rplR//yedF//tyrB//yajL//otsB//dgcT//ycbV//yraJ//malI//mutT//rluF//flhD//cysB//yggT//yagI//yiaU//agaC//rseB//nagE//queD//intZ//ygbI//entS//mnmG//selB//ydjH//yehX//smrA//cbtA//trpC//ycaN//yneJ//hdeA//ravA//maoP//rutR//metC//hyfR//nhaA//yjhG//dmsB//menD//qseC//nemR//dmlR//rnd//yiaA//aroC//tcyP//cirA//ybgP//ybdM//ynfL//pldB//insI3//rsmF//yqiI//modA//pheT//yghB//emrD//insI-2//hisG//tyrB//glnD//waaJ//mmuP//srmB//yihU//atpA//ybiO//waaA//ybhD//iraM//mgsA//elaA//fadM//hyfF//galR//bipA//araD//rbfA//artQ//rstB//rluC//dgt//fepA//fhlA//yhjA//potD//mdoD//ubiF//trpD//fimI//pflB//fes//nrdE//mngA//ygeR//prpC//sdaC//phoA//rpsG//ybiO//basR//cheR//yhcF//purB//fimE//eptA//bepA//tusE//rhtC//uidR//dinJ//ydcP//insE-1//yajL//putA//fabI//epd//yciK//tolA//rlmB//yehP//cspC//ubiD//paaB//xseA//ygbL//rsmJ//lsrA//pth//fepE//malK//yiiE//argD//osmF//iraM//glrK//tyrS//nrdE//yjhB//uspF//abgA//dam//ftsW//dacD//relB//hdhA//hisP//rzoD//dapB//rph//lexA//pheP//xthA//sdhB//dgoA//lolE//gadE//mhpD//wzyE//sppA//deoR//pykA//pdxH//yieK//lpxM//yccX//galP//mgsA//yebG//entA//mgtL//nrdH//atpH//ihfA//dtd//ribB//paaH//bioP//yiaL//yqcC//asd//tmcA//prmB//gsiC//ompA//yfdG//mltG//xerD//recG//yhcF//rspB//tilS//phnN//rluD//ydcS//cas1//cdd//mtgA//iraM//ychH//envZ//grpE//wecE//yidD//ybiW//tgt//glmM//seqA//ydeO//gdhA//iscS//ftsE//phnG//tolR//ispF//malX//uspG//gloC//hisC//ybhA//yhjV//yibT//rimP//narX//pnuC//cpxA//amiD//ddlB//nanT//yhgH//menB//rcnB//betT//ribB//sutR//yraR//yieH//yciE//sbp//hycI//ssuD//opgH//gsiA//gnsB//yhhT//betB//metK//purR//entS//prkB//cbrC//rpsJ//orn//yagI//paaF//lgoR//rimI//pitB//potH//nirC//cmk//rpsK//hupB//pepQ//ulaD//yahO//grpE//trg//nuoM//ycjD//ychH//glnL//dxs//rcsA//qorA//rlmN//yfbU//ynfL//araA//fepB//nusG//yehY//yfaX//rutG//ybiW//yadN//mcrB//acrE//folA//casD//ydeO//tesB//mtnN//ghoT//cynS//mgtA//motA//glgS//yaiV//pykA//ptsP//mdtG//rnc//rcdA//hybO//yehX//ispF//potC//recG//alkB//rfbB//rayT//rplE//ispB//atoB//kch//nei//cycA//yihX//glsB//dgcF//allD//recA//kdpB//yfhH//apaH//rpoE//rlpA//rpsI//gdhA//acrR//mngR//hisP//rpsD//greB//yoeB//gadB//speF//feoA//recE//panE//pabA//frlR//aroK//mcrA//sspA//elfG//gadC//yiaO//ogrK//yagJ//ybhR//ybeF//insH-5//sufS//yadV//xapR//yhcF//rimJ//trmB//yidD//rutE//yciG//pykF//yajD//mdtJ//frwB//nlpA//thiP//elyC//yfaL//gmd//ydfH//pepQ//proB//bglB//topAI//rimO//mutH//tdk//chaA//gntT//yqaB//rcnB//wzzE//ruvA//yahB//citT//malZ//osmF//ygbL//mioC//recD//npr//gyrB//hycA//phnI//crr//fetA//rlmB//psd//deoA//putA//glyA//phnG//ydbD//moeB//ynjD//panC//glpB//mfd//hemH//pyrL//glgB//yfiF//yrbG//yagG//yccS//hemC//wecB//ygfI//narV//udk//ybjD//insH-5//ilvH//dgcM//uvrA//sgcB//yecS//rluB//rpsR//arfB//crl//mobA//yciT//ycjR//yraH//epmC//lptF//glgX//sfsB//baeR//ccmF//kdgK//fimI//dnaC//mdfA//bioH//argD//yjiM//menF//proB//leuO//pntB//rplT//malS//tauB//mhpC//fimF//gldA//yjcS//glnE//dinD//hofM//hmp//hemH//yoeE//aer//ung//caiD//glgA//recN//tus//artI//dcd//nrdI//bioD//gudD//yfbR//pyrH//potB//avtA//rplF//yajO//ybcL//lyxK//ttdB//ybjD//tsaE//mdtO//rsmC//hisS//csrA//intA//mhpR//bsmA//lsrA//feaR//hemL//ribF//cecR//glgX//dmsC//melA//proS//ascF//lptA//chiP//cecR//carB//yqgF//ybgP//sodB//dtpD//ygeW//yacG//mltD//moaD//ppsR//yfeX//lspA//mntH//lolB//cheY//recJ//queD//fepD//efeO//yjiQ//xisR//yidK//aroC//gntT//pgaC//nac//gapC//cyoA//yfdC//yafC//mutH//ydjM//adeQ//ogrK//trmJ//aqpZ//afuC//mutH//garP//lyxK//matP//rhtB//rpsG//acrZ//rclC//ispH//livK//livK//ilvM//hybF//lon//yadK//kdpE//tdcD//ybaT//puuR//tolA//thiC//yihI//glrR//yafS//kdsB//mrdB//betI//ftp//ompA//holB//fdnG//mdtG//yfcR//cpdB//yjiA//yfdC//lpcA//tdcR//yeaD//mscS//pdxK//rutE//ybiS//fcl//galK//ddlB//ptsH//clpA//fabD//aaeA//acrF//baeS//ibsE//rpsN//fucA//fcl//yacG//mngR//kup//cysI//napD//hokB//entB//nikR//yjfF//ompA//entD//msbA//yhcN//nuoG//mepA//yejB//aas//shoB//alkB//abpB//metI//
