#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	greB//cdaR//iscA//hslO//
GO_0042413_6	hisB//hofO//gor//pheM//
GO_0042430_5	pspG//yceK//pdeD//cdh//menH//puuB//bioD//ssuD//barA//tnaB//
GO_0042435_6	crfC//atpD//gatA//pcnB//trpS//tatD//baeS//pgaC//argI//
GO_0042436_6	narH//
GO_0042439_5	ldrB//
GO_0042440_3	fecB//fliT//rho//yqjI//rfaB//acrR//ortT//dgkA//hcaT//frdA//aroA//holD//pdxH//ftnA//
GO_0042443_5	kdgT//sugE//
GO_0042445_3	yihW//cysH//glcA//glyA//recG//ydcT//comR//torA//trpGD//slmA//ygaV//yihV//polB//entF//
GO_0042446_4	nsrR//
GO_0042447_4	argC//allS//serA//yeiE//pepQ//adeQ//mdtA//zapC//torS//prpD//tyrB//argD//glnL//
GO_0042450_7	rsmJ//ybhP//ycjY//dgoK//nirC//elfG//
GO_0042451_7	yjeI//ydiP//kefC//pyrL//clpS//ygaV//
GO_0042453_8	arnA//
GO_0042454_7	kdsA//phoE//sutR//cueO//pspF//dacB//recN//rhlE//flgI//adiY//rpsN//frlA//
GO_0042455_7	ydiZ//tolQ//mtfA//tmcA//argC//speC//glnQ//leuC//ltaE//atoB//fbaA//folX//arsC//dnaN//yceK//lolE//ydiO//
GO_0042493_4	ybiA//kdgT//evgA//fruA//dtpD//bioH//dtpD//fur//arsR//casC//nirC//rpmB//opgB//rtcR//radD//sodC//nrdG//ompL//fliT//intS//fadD//dnaN//lsrG//elaD//blr//yodD//dinJ//puuE//sgbE//wecB//dgoT//nemR//radD//ampH//alsE//rplD//rlmG//rho//dedD//yahK//pykF//ompN//yafN//hda//rbn//ldtC//kefC//trg//livF//
GO_0042537_5	ilvN//alaS//yecS//fau//rlmI//moeA//fabH//eptA//recO//yfcU//murC//gshB//ydiR//yciF//citX//kdgK//dmsC//hybD//qorA//gadW//phnP//purL//
GO_0042538_6	cysI//hypB//
GO_0042542_5	gutM//mdtL//clpS//acnA//hflC//rfe//glmU//fcl//yqgB//potI//yecS//hslJ//fdhF//lysS//pfkB//dinG//deaD//puuA//
GO_0042545_5	betB//
GO_0042546_4	ldrB//nrfC//argH//folX//yadC//mhpC//yiaF//cpdB//fabA//gltD//
GO_0042558_5	hokE//rsmG//fhuC//gsiC//dinJ//aldB//treR//rpiA//sutR//cbeA//asd//mcbR//rbsB//clpA//mtlA//norR//pepN//pabC//
GO_0042559_6	iclR//ascF//fhuC//trmO//aaeA//paaK//pepB//ygbL//elaA//rseC//rffG//fdrA//mtlR//
GO_0042560_6	cysE//cdh//
GO_0042592_4	sapD//fruB//gatD//yfeX//yjbG//chiP//mltG//ndh//gabT//rssA//cptB//ybjI//yifB//rpiB//lepA//gstB//mltG//ydhK//trxA//waaQ//yphC//yjhH//spoT//ugpB//ytfP//cmoB//gspE//arnF//caiB//ynbB//hisQ//rimM//dtpA//uhpT//nrfF//xylH//gudD//dapD//acnB//cysU//mqsR//gsiC//aceF//satP//tatB//recA//hda//fsr//mdh//wecB//dppB//dnaG//aroA//glpG//lysC//leuC//wza//fpr//proA//
GO_0042594_4	hycA//yojI//pepA//holE//kduD//mutH//mgtA//intA//dnaC//flhD//yfdG//fimI//msbA//ykfM//lpxT//yciG//lysC//yfbU//copA//hchA//cpxR//bcr//sfsB//dgcE//msrB//csgA//yfeX//add//osmE//gcd//yjiQ//mhpT//xylE//recT//ltaE//
GO_0042618_5	mmuP//
GO_0042619_6	insI3//
GO_0042710_4	ydbD//moaD//yjaA//grpE//gltX//garL//flgD//lsrK//hpf//mntH//mdtO//gntU//ycaO//yphB//pdxK//ftsB//cnu//rpsL//folP//fliL//pspF//dnaT//aes//rplS//osmE//rimL//nuoN//cysE//ybiA//tnaB//pdeR//ibsD//yhjB//galR//hyfF//rsmB//ssuB//puuR//tag//cspD//yggW//trpGD//glrR//emrK//garD//dnaQ//iscX//yohC//ddlA//glmM//lpp//
GO_0042723_5	gph//hyfF//uhpT//tbpA//pyrH//iclR//yqiH//adeD//mtfA//uspB//uup//ybdZ//
GO_0042724_6	sgcC//artJ//fadA//pdeH//hybB//tehA//phnM//fhuD//dxr//mlaC//
GO_0042726_5	mscS//ortT//dnaX//tbpA//yheT//uxuR//secD//yahF//
GO_0042727_6	hmp//pgsA//aceB//sucB//ydeI//srlE//ispG//maeA//
GO_0042732_6	frwB//hypF//yfjR//mqsA//iraP//
GO_0042737_5	bioC//glcE//nudF//aspS//adhP//frmR//ubiD//csgE//evgA//nrfG//tolC//cbrC//hxpA//gyrA//rluF//yphD//ulaD//ynhG//clpS//mdh//yiaT//yaiP//rsfS//galR//sutR//mscS//selU//lpxP//dsdX//ldrD//gabD//lysS//yhhT//phr//iraP//ghoS//hcaR//cmtA//yihO//rpmB//rfbB//flhC//wzzB//cynT//ynfE//wcaC//uidC//wzc//srlR//prc//hisG//umpG//ycbB//rlmF//argH//
GO_0042743_5	nupG//wecA//
GO_0042744_6	ydeP//dpiB//
GO_0042759_7	bdm//exuT//
GO_0042773_6	ydaN//
GO_0042777_8	trmL//
GO_0042779_8	metK//
GO_0042780_10	cpdA//arsC//nuoN//
GO_0042816_5	argH//yihO//cdsA//srkA//trg//mnaT//fimD//lapB//cspG//
GO_0042817_5	mepH//
GO_0042819_6	apt//ltaE//sapD//minD//tqsA//grpE//dcuC//priC//yahN//
GO_0042822_5	yhbS//glgA//cusR//yneE//rplE//mscK//rcnA//
GO_0042823_6	dcuA//hisF//dppD//cyoA//ycfH//flgB//yfeO//
GO_0042836_5	fecD//xthA//rusA//umuC//
GO_0042838_6	pbpG//paaX//rplP//recE//
GO_0042839_7	ldhA//pgaD//adeQ//arnD//pntA//trpD//
GO_0042840_7	prfA//ariR//zapE//yedP//yihX//rsmG//
GO_0042843_7	ycgB//lpxD//
GO_0042844_7	yedF//
GO_0042846_8	yieE//
GO_0042851_8	agaS//gatC//rpoS//yejE//
GO_0042852_9	thrB//yieE//tilS//
GO_0042853_9	gltX//
GO_0042866_8	purD//holB//potA//yraH//galF//yafO//cysC//yihW//yedX//rplP//yqhC//glsA1//yidP//cspI//opgB//cysH//purU//rfbC//
GO_0042867_8	yidD//
GO_0042873_7	def//pdxA//yihS//flgA//rimP//menB//yjhC//
GO_0042882_10	pdhR//hybB//ydiK//
GO_0042883_7	qseB//cueO//rna//rpnA//glcC//bioH//argF//nanT//
GO_0042884_7	greB//fre//gfcE//pdxA//nadC//kdgK//ansB//
GO_0042885_8	yhcF//
GO_0042886_6	rlpA//hybO//rffG//mnmE//hyfA//ymfA//yhcN//rpsS//pntA//cusB//ycfJ//ampH//acrA//nsrR//yraR//scpB//ssuA//dusB//proP//cysZ//abpB//gsiC//rarD//kdsD//lldD//chiP//rffM//puuD//efeO//bssR//pepN//manY//ybfE//ubiE//phnC//ybjD//rimK//rclA//yjbG//yghW//rpnA//ugd//grxD//mgtL//cfa//rppH//setC//potD//ychO//hybG//kefC//menD//ybdM//rpsN//frmR//yfeD//pal//ftsA//ychF//edd//glnL//holA//gfcE//gpmM//uspC//yphB//cmoB//yccA//mlaD//pepN//dapD//mdaB//flgD//iraD//menD//rseP//ribE//wcaJ//malQ//btuR//seqA//phnI//cyaA//eno//yggT//kdpE//rpmJ//livK//
GO_0042891_6	arcC//gabT//ygfZ//rarA//elaB//sbcD//rlmD//cra//flgJ//proW//zapC//yqeG//ettA//ghxP//agaA//hflX//mdtJ//potI//panC//pyrB//aroK//dcm//rna//dsdA//lysC//ydjH//rnc//nudB//pdeF//gutQ//ssuE//alkA//
GO_0042906_8	minE//trmA//pdeH//ygaV//
GO_0042908_5	ompW//tilS//hofP//alsA//ybhJ//yijE//yggP//fhuD//htpX//dsbB//ftsK//mdlA//thrA//pgaA//malK//yfcP//
GO_0042914_8	fliM//pyrB//
GO_0042918_6	ydhK//psuT//nrfF//glmU//yafO//
GO_0042919_6	phoE//
GO_0042920_6	chbB//
GO_0042928_7	fsr//
GO_0042930_7	sucD//pdhR//intE//lptF//acnB//cobU//moaC//elfA//
GO_0042938_8	btuE//hflK//ompL//pykA//hcaR//yihL//znuB//folA//glgX//hsdM//pepB//dnaT//zraS//yibF//hybA//
GO_0042939_8	rpsK//frmA//prpD//ycjW//rplA//eutN//tcdA//dnaG//galU//fsr//
GO_0042940_7	dsbB//rpiB//mdtI//aroL//yebZ//
GO_0042941_8	apaH//
GO_0042942_6	nupG//potD//
GO_0042953_6	dgoK//trpA//bioA//
GO_0042956_8	nuoG//nikR//yeeA//ychF//rpe//
GO_0042968_8	cra//tdcD//yeaK//
GO_0042981_7	glgC//
GO_0043038_5	csgF//yaiP//rpiR//emrY//fdnH//epmB//ycfS//moeA//torA//yeeA//alr//hipA//dapA//queF//fdhF//pppA//cydA//livM//bdcA//oppC//holA//ydeE//ruvB//parC//gyrB//agaW//
GO_0043039_6	cusF//dcd//yfcU//mepH//yjhG//metK//folA//yqjA//pgaB//trpR//rffM//hcaB//rpiB//frr//atpB//recD//mlc//cydA//cdsA//adk//fkpB//purR//rpe//higB//rdgB//
GO_0043041_6	fhuB//
GO_0043043_6	nhaA//lolD//fryA//cpdA//rdgB//baeR//entS//iclR//chbC//pepD//ycjU//yoeE//tauA//allB//mreC//psuG//argK//insI1//yohC//chaC//idnD//yacG//tig//rpsJ//sodC//codB//rfaC//prfB//yieL//uspB//rho//napD//wecC//ycgB//rnhB//dgcE//cbtA//ycdX//btuC//ychF//sucB//ybdZ//ttcA//ompW//epmC//murA//yhdX//blc//yehU//glgC//mcbR//glpX//hybC//fabB//yajQ//mglB//mtlD//rlmC//pheA//secM//rdgC//
GO_0043067_6	yfdS//
GO_0043085_5	hisI//yraI//rsmB//ycjW//pntB//chpS//dppC//lpxM//mtfA//grxD//holD//rsmE//pspC//aaeA//ygeW//ydbD//pldB//glmS//ompC//fliL//tilS//uidC//ampH//
GO_0043086_5	clpB//rfaG//cpxR//paaB//modA//rlmM//satP//ugpC//ybiA//mog//ydiR//manX//ribE//sbmC//yciT//ybiV//sdaC//paaD//ilvL//dgcE//pstB//mqsA//garP//glpD//nrfB//paaZ//
GO_0043087_6	tsaB//rhmD//wzzE//nuoI//
GO_0043090_7	rffH//fdoI//mscK//cysP//pdxJ//mscM//ccmH//yiaB//uxuR//menC//
GO_0043093_3	mglB//degP//cspG//valS//frr//iscA//ttdR//rpnA//glpX//fhuB//fadE//ftsA//gpsA//yddA//mrdB//rpsQ//dnaA//
GO_0043094_4	bdcA//lacZ//yjjQ//gnd//pgaD//recB//hsrA//mdtL//pdxB//ybjN//yraN//yajO//insI-1//ssuA//ykgA//rluF//idnK//xapR//envY//kch//wecB//uof//
GO_0043096_6	rimI//plsB//bioP//
GO_0043097_6	hinT//mltB//ycbV//hcaR//
GO_0043099_7	yoeE//
GO_0043100_6	ycbV//
GO_0043101_5	ypdB//ykgF//ushA//proQ//
GO_0043102_5	pspC//trmB//pabC//kdgR//
GO_0043103_7	csgD//
GO_0043111_7	torD//
GO_0043137_6	ypdC//kgtP//
GO_0043150_8	truA//
GO_0043157_6	icd//
GO_0043164_6	dut//lsrD//yhjA//mipA//iscR//tolC//secE//ydeT//
GO_0043165_6	ygeW//wrbA//ydeE//nudB//xthA//ybaT//thiQ//serS//lolA//yhaV//
GO_0043170_4	yjjV//nanS//dicB//cusF//yqeF//malI//ydiQ//galT//yjhI//znuB//xdhB//ydhJ//nlpE//malS//phnM//argR//manY//citG//dcuR//lplA//ilvB//nadA//yjjW//lpxM//arcA//queA//insI3//ynfF//rsmC//dkgA//pdeL//adiA//kdpB//tamB//evgA//grcA//kbaZ//rcsB//yagU//aidB//dsdA//ubiE//relE//yoeE//clpS//zapD//yfeR//ykgO//pppA//fimG//emrK//elaD//glnD//fliL//yeaV//yieH//gudD//pyrF//yjcO//ybaT//radA//nusG//trkH//ydiB//yejE//gpr//rbsC//ansB//hfq//narV//ccmD//ydfG//solA//setC//uidA//pntA//pth//yceD//ychH//yhaC//mdlB//dmlR//hcaB//sbmA//livM//iscA//xylG//yhcF//truB//lysU//rpsH//abgA//ttdB//ydjH//yfcS//yhjC//ftsA//psuG//sdaB//ydcM//gmhB//sufB//rdgB//dusB//yieE//nfi//appB//gltL//gatB//opgB//metL//yqaE//cobU//yciE//mazF//znuC//glk//waaO//rbn//frmA//rbsB//rimM//lepB//hyfA//betI//csdE//ybeY//fepE//opgC//yihL//kgtP//dgoT//rrrD//purB//ybaM//yfcP//tdcB//rimP//ompA//ruvC//rutF//cobC//ltaE//insI-2//yfgI//yeeA//epmC//mgsA//arsB//msbA//psd//aroC//ycaO//lpxL//insF-1//tnaC//rnpA//dadA//yegV//murQ//glpC//proP//araB//ygfZ//plsB//clpA//mntP//ybeQ//mqsR//pgrR//alsE//acrA//rfaC//ygiW//putP//lsrK//yaiP//flgM//argI//nfuA//pfkA//rbn//ubiF//nuoF//ldcC//panB//ykfI//add//frvR//asnA//exbD//csgE//rplQ//frvB//ftsY//uacT//cydC//fimB//ihfA//puuB//glvB//rhaM//agaV//iraM//yhcH//actP//betT//nrfE//yeeA//yibT//ppsA//yggT//ydeE//trmO//paaB//ynfK//hrsA//zapC//yhdW//wzyE//speD//ispH//fhlA//fadK//elaA//arsR//fdhE//yebS//rpnB//yfcU//pgaA//glsB//cpoB//dnaQ//thrL//tmk//exoX//yjbF//ddpX//ybjN//caiB//potF//yfjV//deoC//arnE//mcbR//ybdO//mipA//ybiH//msbA//nupX//ldtE//mfd//yjbE//cpxR//gyrA//holC//ruvA//bssR//crr//ygiV//dsbB//wcaJ//hemD//ydcI//pta//ogt//ydeE//rplS//ypjD//yidP//lpoB//galT//rhtA//lepA//tusD//sulA//garD//potD//ychO//tpiA//pdxK//alaS//spoT//ybhS//yfcP//dnaE//agaB//sdhD//argO//efeO//sspA//ybbN//ldcA//tdk//hokB//ycgV//dgoD//dtpA//lapB//ilvL//hdfR//cdh//abgA//yeaD//manX//sapA//ycaO//yajR//frr//asd//yhbY//paoC//yidD//mngR//yhaV//gudP//ykgO//purD//gshB//panE//glpA//rpoS//yqjH//bioA//zntA//nuoF//dapF//lrhA//epmC//nemR//crfC//ybbW//yceD//pbpG//adiC//tolQ//puuP//cytR//zapE//dhaK//pyrE//lldD//hmp//yahD//dkgB//ccmC//pinQ//ridA//yidQ//acs//rhaT//blc//nudF//aidB//ompR//yibH//hybB//yjaZ//ltaE//yieE//cyaY//ygbI//gadB//kbaZ//uhpT//speD//treF//dsdA//yfeR//purB//panB//lysO//rpmA//kdpC//dnaK//agp//bisC//topA//etp//deoC//murR//ribA//pspA//murG//ypdI//yfhM//srlB//ilvN//scpC//dgcZ//ynhG//gadE//mltA//trpC//puuB//yeeA//yfaE//dinJ//rfbD//oxyR//yahF//mscM//flgD//dgoD//ampH//iclR//yabI//ompR//clpX//udk//deoB//rna//chbA//tsgA//pcm//yfhM//bglA//narV//mntR//sbcC//ygjH//atoB//ttcA//ompF//rbsC//rcsB//kilR//ygaH//mdtC//iscA//etp//mdtI//uhpT//nrdE//guaD//pgaA//hslV//torI//mdoD//yihI//ykgM//cpsB//malY//phnP//ycbX//kup//lpxH//fecD//mntS//ynbD//hisD//gcvR//nrfA//sgcX//accA//yagF//rplJ//mcbA//nsrR//lpxP//yeiE//tdcF//hslJ//yifB//rseP//trpS//lrhA//tusB//lplA//slmA//groS//cspE//paoC//yjfP//mnaT//nrfA//holA//metC//ygfX//mmuP//mhpC//dkgB//recE//hscA//rbsC//atpD//ftsZ//maoP//iap//nanC//mnmG//yahD//gatD//clsA//dgoK//phnK//ycbX//ybhP//pabA//rhaS//fes//copA//rpsN//mdtN//pcnB//bioP//treC//rraA//dgcT//purU//torA//glpR//nudC//arsB//carA//tap//yddL//tas//pphA//lolB//cbpM//paoC//tusC//yegT//alsE//serB//fsr//rcsB//agaC//selD//kdsA//ybeF//evgS//rnb//ybfE//aroD//ahr//casC//ulaE//cadC//rrrD//norR//pdxB//pfkA//sfsA//paaA//frwD//dgoR//potH//sppA//phnM//cysK//rng//ilvL//cptB//agaB//ybiW//ybaE//gmd//atoS//hxpA//yjjX//trpGD//yjjQ//cusR//lptF//sgbU//pfkB//hypD//yhcN//sdaC//argH//yfaX//sapF//mcrB//ydfH//fepG//pgpA//artJ//phnI//tadA//rng//rfe//yciT//xylE//mnmE//yqhD//acpH//essD//idnO//menA//argT//yhbY//fieF//menC//cmoA//ghrB//fucO//yfcS//slyA//pyrC//aspA//sdhA//opgG//bioF//tcyL//argA//yaiW//yihS//srlB//ebgA//artI//uxaC//malI//birA//ygeR//rpsO//rsmF//bioF//ycaO//agp//pyrB//nupX//fhuF//yhjR//frwC//ydeT//chbB//nudB//secG//yjhP//btuD//alsE//tolC//pgpC//ydcT//lnt//pliG//ccmD//gmhB//tonB//thiE//pyrB//ykgM//cyoC//fliG//rlmM//frmB//hdeD//hinT//eutR//yddA//arfB//rpmE//gudP//cdsA//guaA//kdsC//yabI//yiaO//hmp//yjjW//nudG//iscU//rnhA//kup//fabA//yraR//xseA//gadB//rpsA//blr//dnaE//ulaF//ycdY//srlE//gltI//atpD//moeB//yciG//rfbX//yjjU//yaiP//rpe//mmuP//yciT//yhcF//prmB//yieK//rfaH//csiD//argC//atoS//satP//ydiK//ompL//sanA//mdtC//ybhG//fes//aceB//kefG//rhaR//nuoM//lyxK//yhjB//cmoB//kduI//yfjV//wzzE//fimE//kefG//paaX//tauC//ulaC//pstB//cpsB//glgX//ribA//hflC//mhpR//ycaN//yfgJ//pdeF//uhpC//ttdT//ytfE//fliD//yfcS//glyA//tauC//fadE//nikC//prmA//ygjH//yqhD//ycbB//btuR//hfq//lptA//comR//sutR//afuB//yahO//iraM//ycgB//mtr//alsB//tusD//amiD//maa//bamC//ygcW//sodA//yajQ//rcdA//aldB//ykgM//selA//yjjI//tpiA//rcsD//treR//flgC//motA//hcaT//cspI//cmoM//nagB//crl//gluQ//ybiT//ubiB//yjjX//dcd//rph//dctR//fucA//ydhJ//mutH//ubiA//relE//rfaE//mntR//hexR//torC//oppB//yahK//glnB//ybjG//alpA//btuF//glcB//rluA//gshB//groL//ompR//rhtB//yjhB//acpP//lepB//zapE//holB//ybcL//ynhF//soxR//waaF//entS//elfA//rpoH//rsmH//ynhF//yegV//yihQ//glpB//rluD//ydcZ//cysK//fabG//ilvN//rnhA//amiD//secE//yjbF//sgcA//folM//rffT//
GO_0043171_5	arsR//murI//tag//yccS//umpG//cbtA//ybcC//melR//yahK//
GO_0043173_5	hslJ//mprA//fliK//erpA//rlmN//ygeA//rfaF//yihX//
GO_0043174_5	betT//cusB//ycbU//mrcB//mutM//yiaM//
GO_0043200_5	metR//uof//sucC//rfaC//bcr//acrR//yagU//mtlD//
GO_0043201_6	mdtL//
GO_0043207_4	yidP//citC//tsgA//hcaD//ghxQ//vsr//accD//fimC//wzb//perR//ybjI//crl//yoaA//gabD//
GO_0043213_7	yehY//cysQ//sfmF//treC//ydhJ//cmoB//trxA//trmO//
GO_0043242_7	idnK//cutC//osmY//
GO_0043243_7	panD//
GO_0043244_6	tesB//bioP//araB//ynjA//cmtA//ydcO//leuO//ugd//murA//uacT//fadR//hemA//ilvI//rstB//bglX//yedA//yhhT//phoR//rpmJ//nlpI//
GO_0043254_5	yiaF//lpxP//aer//fau//hemG//yfhH//yhdH//lepB//hns//btuR//cysC//pth//coaA//pspD//rfbC//rpiR//pspA//mdtN//yjiQ//ispA//ubiA//hemG//holC//waaA//csiR//
GO_0043255_6	ynfH//waaQ//yccS//
GO_0043269_6	wecA//rplY//ratA//argT//aphA//lacY//ydcO//
GO_0043270_6	ygfX//ggt//
GO_0043271_6	norV//
GO_0043335_3	priB//tldD//ccmA//ydjM//
GO_0043392_6	cyoA//
GO_0043393_5	hcaC//
GO_0043412_5	yfeX//tbpA//ygfA//lsrK//ampE//infB//yjcO//pabB//rpnC//msrQ//wcaC//ilvM//insH-5//napB//pdeL//murB//lolA//fryA//hyfA//recC//fadI//treC//osmY//gltP//dcuC//xapB//yadK//acrD//secB//astC//gloB//ghoS//cspI//cpdA//mgsA//argO//gadE//moaC//dsbG//lrp//hofP//ycjP//yqeA//creB//yhcD//yafC//glpX//phoR//satP//wbbK//ddpA//dgcZ//ybiW//yhgF//agaW//sfsA//ybhF//cobB//hlyE//tnaC//uraA//frwB//nrdG//yaaA//yiaM//trpD//yciK//ycgR//dtpB//yfeD//melA//yhgF//tonB//ybaK//selD//ghoT//wzzB//yraJ//yafO//cbl//sapD//ycjQ//ybjX//uidC//potC//selB//pdxA//mazF//clpB//hcaC//phoB//gspF//lacI//serA//sdiA//abpB//plaP//aes//ydfH//dmlR//hisP//gabT//ynaI//casC//moaC//allB//ilvB//tig//yfeR//glmS//ghrB//bluR//dtd//yggX//ydbK//rlmF//spoT//speC//insA-2//glpT//recC//arnE//yedX//fdnI//dnaQ//allR//adeQ//mdlB//pbpC//dicA//ompL//mntS//ydfH//yegT//nrfA//minD//rpnC//trmA//csgD//alkB//yjcO//rpsG//manX//xseA//yhbS//era//birA//galR//nrdH//aroK//iap//ydeM//accB//gatC//fdoH//gadA//ydhC//yecS//aaeR//ybhF//ybdR//topA//ybdH//ppx//sucC//csdE//ygeA//coaD//yihW//pitB//lysC//yagG//tsaD//sxy//mscM//ilvH//apaH//fucP//rsmE//yihL//rzoR//arcC//yedL//cobB//ptsG//napB//epmC//allS//sdhD//yacG//dsdA//pyrB//hpf//ahr//bdcR//hscA//hslU//topB//rfaC//leuO//diaA//hdhA//priA//rplR//rutG//agaW//hscB//nadK//arfA//csgD//insF-1//mdfA//ycdY//rnc//gmk//trmB//rhaD//pphA//rseB//setC//rna//yahO//kdpF//paaG//insI-1//lptD//rsmI//gppA//tabA//yfbU//sdhE//codA//
GO_0043413_4	murG//
GO_0043414_4	yceD//exoX//ydgA//yneL//fruA//ribB//kbaZ//dpiA//rplT//feoC//hsdM//ybhA//dhaM//wcaC//casE//gsiB//uspC//kdpF//ssuE//ldrB//rimI//mqsR//ttdB//curA//rssA//ttcA//gcd//yehX//elaB//ygfA//ybiO//oppA//smrA//nuoN//ldtC//crr//adeP//guaD//rraA//nhaR//sufC//thiH//csrA//rraB//tusB//citE//glcF//speA//suhB//abpB//purN//kdgK//
GO_0043433_5	gloA//ynaI//radA//kefB//oxc//hisB//
GO_0043436_5	elfG//fic//cbrC//ybgQ//apaH//cof//adk//rnc//relE//puuE//fkpA//yfdR//ybiJ//nadD//epmB//yccA//metI//mfd//prmC//ftsZ//dnaG//gshA//ccmE//kgtP//proX//afuC//yfcA//kilR//rffT//yehU//afuB//narJ//efeO//hemC//dicA//yfiC//nlpE//rfbX//bioD//radD//maa//fbp//dinJ//ydcP//glyS//ppsA//pfkA//rpoE//ghxP//setC//yahD//atpC//dkgB//ybjG//tcyJ//dhaR//nikR//fliD//cbl//kdsA//fadA//yfdR//pinR//menH//baeR//hycH//kdpD//yjhC//alaE//yaiP//frr//xapA//metC//dnaG//yaaU//nadB//cysM//yhhY//accC//ftsB//sstT//cueO//ftsW//glpA//dcd//rpsS//ygbI//mscK//sgcX//nemA//yafS//gadE//greB//ygeV//dgcF//narU//yghB//fepB//waaU//caiT//aceK//torR//flgC//pgaD//murD//uxaB//wbbK//pppA//chbF//alsC//yraN//ydfD//glsA2//iraM//fadE//trmJ//kefF//yedX//rlmA//perR//tyrB//hflK//ilvB//galM//gshA//hipA//aroF//speG//yghU//rstB//frsA//ybaE//yabI//uxuR//gsiB//pyrH//ygfI//lsrG//pinE//arnE//argS//yahO//puuC//hofN//galT//copA//pyrL//ftsK//cof//ptsP//deoD//rplL//glxR//cusF//alsA//hemG//dcd//mug//yidP//trkA//leuA//tcyP//ahpC//ybhD//ypdF//yiaM//rhtB//exbD//basR//metL//adeD//plsC//tolQ//potE//yhcN//tqsA//cysB//zntR//endA//lrhA//elfD//ygbM//yjiR//adhE//yihW//elfD//phnN//rnd//frvA//amiC//mug//ttdA//yraI//galE//mntS//galR//fecC//aslB//slyA//queF//tsaE//ydiO//flgI//ampH//ychF//lepB//ugpB//uup//yijE//dppC//flgD//cpxA//fepD//hlyE//trpB//ygcR//torZ//sgcB//tufB//ttcA//ydcS//pdeK//yciH//bisC//lhr//glpX//trmD//acnA//ybjG//malP//potB//adiC//hcaT//yehA//amtB//metC//ycdX//glpR//lldR//shoB//ybaO//cmoA//kdsA//pgi//cysP//yajR//otsB//hisF//yhfK//folX//mmuP//kbp//hdeA//talB//ansA//fabD//hisA//rsmF//elaA//sgcB//tsaC//dgoR//rodZ//rplS//lpxL//yeeL//mdtL//cydC//elfD//fdx//ybaM//fumC//zupT//ygcR//nuoN//eco//crr//tdcE//barA//srkA//rplR//rlmN//waaY//panB//hscB//gntT//nagK//rpnA//malG//gudX//ubiG//barA//cheB//purU//bfr//mepH//gsiB//cusA//nagK//ruvB//frwB//lpoA//yddL//sucA//lolD//yedA//yfgI//yjiX//rplX//malS//cysH//fucP//sxy//rsmH//yfdS//symE//rihC//patD//gnsB//metG//gppA//hsrA//narZ//ybiI//rlmC//holC//rhaB//glxR//ubiG//prpD//pntA//rusA//hemD//yagG//ydhQ//tmk//rplN//mak//hda//hisQ//glcA//hscB//dcp//metN//queD//murJ//norW//acrD//pal//dapF//ftsY//ushA//sstT//aas//kdpC//pnp//yggD//gfcE//ogrK//degQ//hybF//ihfA//uidC//yjbB//pykF//uvrD//fhuB//ldcC//waaP//leuO//glk//thrL//ibsA//glcB//yhaV//frvB//rplR//avtA//yddL//proB//ubiF//paaX//dinI//ftsP//uxaA//fhlA//cysD//rhaD//appC//yhjG//truB//melR//treC//yfaL//truD//atpG//rpsA//lysS//amyA//fis//yebZ//araD//pgsA//tusA//ydeT//flhA//ygaV//csiD//pnp//fepA//fis//alaE//ada//dcuC//xseA//fdoG//yhdW//bdcA//cdaR//asnS//ybeQ//yebK//mngA//trmJ//uidA//yobF//cycA//zitB//tdcB//rpsH//hexR//djlC//gltX//tdcA//fdnI//pgaC//insH-5//arcC//yagE//ygfX//ygfI//paaH//nanE//ldtA//mdtK//purT//rhoL//ytfR//
GO_0043438_6	hicB//
GO_0043442_6	sdaA//
GO_0043455_5	zupT//rimM//prlF//yiaA//
GO_0043456_6	yccA//
GO_0043462_6	ispU//cspC//rcsF//treA//hfq//yrbG//
GO_0043467_6	narG//rsgA//
GO_0043470_6	allD//dppB//yojI//hyfC//
GO_0043471_6	ygaH//yaiP//mazF//
GO_0043484_7	waaA//
GO_0043487_4	osmF//ansA//rpsN//pabA//plsB//thiG//
GO_0043488_5	narH//icd//ptsP//mdtI//focB//
GO_0043489_5	ydiR//
GO_0043543_7	nrfD//mdoG//yejA//secD//mioC//gadE//rpnB//ftsA//proC//nfo//gloA//thiD//mutY//
GO_0043545_5	wzzB//mltC//bglA//ubiB//rrrD//mscM//pgk//yihU//atoB//yfiE//yqgB//
GO_0043547_7	ubiG//alkB//adk//
GO_0043549_6	yaaJ//yfaU//
GO_0043555_5	dedD//mdtQ//
GO_0043562_6	mreD//ghoT//
GO_0043570_6	mscS//ydjE//yqhC//
GO_0043571_7	ibsE//thiL//iaaA//
