#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	citT//fecB//potD//rstB//
GO_0035600_8	trpL//
GO_0035601_7	recJ//thrS//deoD//
GO_0035672_6	thiD//tomB//creB//arcA//dmlR//nemA//rfaF//araH//yeaD//phr//fpr//tatA//elbB//gloA//selU//aer//rapZ//sbmA//yegT//ycgR//
GO_0035690_5	tmcA//prmC//mreB//pheT//glgA//ybfE//ugpB//rfaF//ssuD//gnsB//gloA//
GO_0035725_9	yfdG//fdoG//allS//livM//agaR//kup//alsA//
GO_0035784_9	ybaL//
GO_0035821_4	sbmA//decR//panE//tag//narX//
GO_0035864_6	nsrR//
GO_0035873_8	bdcR//hisF//
GO_0035890_5	rhaB//selU//zapC//hisF//
GO_0035891_6	sseA//nmpC//acrR//pheS//
GO_0035966_4	trxA//hipB//yceO//ppsA//yfgI//tcyJ//yafC//
GO_0035967_5	insK//gatB//dgcT//cheA//fliS//
GO_0035999_5	gltX//yajD//yhcF//idnK//
GO_0036001_7	holD//
GO_0036046_8	ybdO//
GO_0036047_9	hslV//
GO_0036048_8	dinG//
GO_0036049_9	rnt//
GO_0036088_6	rpsJ//
GO_0036103_6	yjbH//mukB//
GO_0036104_6	hsdM//matP//
GO_0036172_6	pta//
GO_0036211_5	cysU//flgA//yiaJ//deoD//pdxH//mltC//lit//yeiE//tar//yjtD//livF//cvpA//dmlR//nanE//alsB//dapD//rffH//mrcB//glnE//ypjD//torA//modC//skp//setB//recB//mnmA//dgcQ//narL//lsrD//araC//hcaT//insI3//sad//ygeR//sanA//yadI//ycdX//tyrR//waaQ//abpA//gshB//ybhF//rcsB//menH//torD//nrdB//hemL//carA//lysP//pgm//mdlB//torA//ybhR//rffG//agaI//ybbY//purU//proX//panF//aqpZ//plsX//melB//clpA//wzzB//ydjL//msrB//mrcB//hfq//lgoT//yagE//ftnA//lysA//nudG//ybdZ//yagI//glpG//lexA//pdeF//mntR//cutA//insB-2//arfA//bioF//tcyP//ppx//napD//hipA//yagI//preA//aldB//menI//trmD//yggP//allS//mmuP//rhaT//panD//dedD//arcB//yccS//ahr//raiA//nikR//rbn//pdxY//yfiE//ydiB//insH-5//cpdA//mhpB//rfaE//yjjV//yraK//rfaE//mak//rpsN//opgC//ulaD//dxr//yeaE//xylF//nuoN//nrdI//cyoA//yfdG//paaF//thrA//putP//yidA//znuC//cysN//ycjW//nfsB//gudX//nrdA//treR//nupC//ddpA//ecpR//fur//yfgO//yhbQ//
GO_0036214_3	yjbF//
GO_0036265_6	paaK//ydhC//waaY//yijE//
GO_0036289_9	creB//yhjD//
GO_0036293_5	artP//gstB//osmF//
GO_0036294_6	eptA//rep//aceF//
GO_0036388_7	umpG//
GO_0036447_5	yrdA//nikR//dnaE//
GO_0036448_6	aroK//glvB//pgsA//
GO_0036460_5	degS//rpmC//lsrC//etp//yggX//cysN//
GO_0036506_5	ynaE//
GO_0036525_7	queE//
GO_0038083_9	yfdR//motA//rfe//galM//sgcA//
GO_0039633_6	sgcR//mdoD//rpsQ//glpB//
GO_0040008_4	dhaL//yjhP//hypB//sugE//flhE//csiD//ispF//yhcN//ibsC//mdtQ//
GO_0040012_4	alkB//soxS//evgA//acrA//fmt//intQ//selD//yibA//ulaR//ybgI//queA//gutM//narV//trkH//
GO_0040013_5	flgH//livM//nagK//amyA//lipA//trpE//bolA//
GO_0040033_9	barA//
GO_0042026_4	folA//clsC//osmF//recF//frdB//frvB//yjiQ//cca//ibsA//
GO_0042040_7	sixA//
GO_0042044_5	glnD//
GO_0042126_5	ydfH//yrbG//fadA//tdcA//
GO_0042128_5	nuoM//wzyE//
GO_0042133_4	umuC//trmA//phoB//nemA//yidH//priC//glgB//yeaG//rplR//hsdR//gutM//moeB//ppc//mscK//potI//yijE//
GO_0042135_5	proS//otsB//yqeA//ybhD//mqsR//pnp//yadK//pdhR//yfiE//metL//accB//zapA//dnaJ//
GO_0042136_5	yhbX//waaC//
GO_0042150_7	aroA//clpS//ccmD//
GO_0042157_5	dppF//fabH//truB//fabA//
GO_0042158_6	dapA//iraP//yibT//
GO_0042168_4	pepT//tyrA//ymgC//hupB//uvrA//nanC//gmhB//dcd//chbB//
GO_0042176_6	yciV//glrR//ompA//speF//
GO_0042177_7	ykgM//ydfD//aas//
GO_0042178_5	pgaC//phoP//cysZ//rcnR//yafQ//glcD//pinR//dnaC//gmhB//elbB//cof//sodC//lgt//ratA//ygfX//adhP//lrhA//wbbK//potG//
GO_0042180_4	tatC//flgB//dnaT//rzpR//yadI//hcaC//purR//ccmG//nrdH//arsR//carB//argF//dicC//ampG//yjjI//adeQ//ftsZ//yajQ//dmlA//soxR//narP//pgm//wecE//ycjR//caiD//apt//rhtC//recF//insI1//coaA//lpoA//lldP//kdpA//murB//argA//pcm//rpsT//xanQ//yafC//cynT//fiu//yqjI//yfcA//menI//dsbD//yihI//yaiP//arnB//aspC//ykfI//bglA//gltX//rutC//waaS//yhhT//hpf//ssuA//htpX//truD//
GO_0042181_5	cbl//sbcD//ybgQ//pdxJ//yahD//yfcA//citE//mlaC//fimZ//yfeW//ppx//allC//der//queC//arsC//ugpA//yihU//trmO//xdhB//lipB//livJ//potD//ftsA//mdtK//
GO_0042182_5	rluF//gpr//tdcE//cyoE//sdaC//rssB//yrbG//coaE//yjiA//mhpT//dmsA//hybE//cmoA//gcvT//uraA//ychF//yhcF//dnaE//bdm//ghxP//uxuB//insH-5//slyA//tsgA//yadG//ybgQ//ygfX//yjtD//htpX//
GO_0042219_6	aceA//bioD1//nagD//yfjV//cra//
GO_0042221_3	tdcE//add//ftsL//rsmJ//thyA//hmp//gsiA//aceB//metH//trmL//trkG//glpC//ibsC//nirB//cspG//ybaK//flgM//mdtP//gluQ//erpA//mdtD//ydfG//serS//mppA//lpoB//tauC//thyA//yegS//rcdA//aroG//rhaD//ibaG//yihU//dgcT//rbsA//cecR//symE//bssR//argH//ubiH//nadK//nrfD//grxD//gloA//hokB//slyA//nikB//ppiC//ycfL//basR//narX//mscK//smrA//insI4//fimZ//insI1//ulaR//ybcJ//maa//trmO//nanK//yehU//vsr//tqsA//tnaC//fau//pdeH//viaA//glpX//trmJ//elyC//alpA//hha//evgS//narY//miaB//cycA//fadL//ykgM//cueO//rfaD//rbsA//narH//soxS//ydhK//panD//mltG//ttdB//nikR//rlmC//yjiX//yhhT//hcaD//ybcJ//alpA//hisA//hemE//nagB//prs//flgD//rzpD//rbsC//dcm//elaB//rseC//luxS//fadL//yejF//yjbF//lyxK//folA//nusA//ccmG//btuD//cirA//fhuD//guaD//csgF//rusA//ssuD//cytR//ubiH//cysC//tesB//hybA//hemL//garR//iraM//speB//ivbL//infB//ybiJ//speC//prmC//hdhA//flgD//fimE//tauA//uhpA//bolA//iscX//yedX//kch//ydaV//fhlA//thiQ//purC//pyrE//yhcF//nuoF//codA//araF//murD//fhuB//zraS//basS//sucC//nuoI//hslJ//envZ//ybdZ//fimD//yfgI//ygbL//cheB//iscR//hcaC//paaC//ynbB//yiaA//uxuA//pckA//pepN//gstA//yeaE//lrhA//hycB//ycjY//mltG//ybaO//sfmD//nac//fecD//srlE//rlmH//glcC//yciF//pntB//mrdA//hybD//cutA//lsrD//livF//yghU//rffH//mltF//sstT//ygiB//tatB//betI//yciG//dinI//potI//ibsD//speD//iap//pgpA//ivy//hlyE//yraJ//trmD//hemB//ybaO//hemN//yghG//mhpB//tcyJ//yehA//putA//yhaO//lptC//galT//rcnA//mepS//phoR//recG//yadM//fliG//bioP//ynfL//gmk//mrcA//rayT//glsA1//ygbN//
GO_0042245_7	ybeQ//yehD//ghxP//
GO_0042254_5	gadX//pgaC//guaC//ybiO//ybdN//amiD//proC//
GO_0042255_6	yneJ//xapB//
GO_0042274_5	rhaR//mdtK//yebZ//groL//
GO_0042278_6	rfaG//rluF//argH//mocA//lexA//fhuB//arnD//ssuE//nudG//yhgF//dapA//cspE//mdtI//hsdR//yggW//yjiR//rnt//prfA//
GO_0042304_7	udk//dkgA//gatC//
GO_0042325_8	yggN//fabA//
GO_0042327_9	yhdJ//
GO_0042330_3	mdlB//adiA//thiG//yraJ//dinB//sodA//nuoE//hemA//yfiC//ydjH//chpB//yfdG//ynjD//dtpD//yaiW//rplT//
GO_0042350_6	waaJ//
GO_0042351_7	fepG//
GO_0042354_7	insH-6//wzb//cspG//yihU//acrE//prfA//
GO_0042355_8	prfA//mgtL//syd//uxuB//ybhF//insH-5//
GO_0042357_5	lpd//phnG//
GO_0042362_6	clcB//
GO_0042364_6	hofP//rlmJ//lolD//rfaG//rpoE//crp//nrdA//ibaG//alsK//yafE//smpB//glcC//fdoG//symE//yfiE//ymjB//rpoD//ymfA//hupA//ddpX//mpaA//ftsY//pntB//panE//fimE//sdaB//cobB//fetB//bisC//dicB//aaeR//sfmD//mhpA//dosP//gltL//murP//sdaC//glcE//clcA//ycdX//ygcR//phoE//ycbV//insA-1//csiD//gntT//xylA//yqeG//ytfT//rpsG//cynX//dsdX//htrE//serB//dkgA//rusA//
GO_0042365_6	tdcG//ftsE//nagK//nemA//
GO_0042371_7	ygjR//
GO_0042373_6	ompR//
GO_0042398_6	yigB//dinD//mmuM//yihU//brnQ//galR//cysN//aldA//basS//gloC//ibpA//idnO//ydfK//lit//umuC//holD//ybiO//ascB//nrdB//rpsN//
GO_0042401_7	kdsC//moaB//rbsA//ampD//rplE//hslJ//cbpM//sad//gspF//sucB//ratA//uspB//ycfJ//nhaA//
GO_0042402_7	ldtC//cusB//asd//pyrG//ybfA//tmk//yqiG//fepG//kdgK//glxK//yaaA//ibsA//argO//
GO_0042413_6	yihP//murR//mdtK//plsX//
GO_0042430_5	menA//glnA//fimE//entC//cobU//ybaQ//atpD//yddA//xylR//ykgM//
GO_0042435_6	mog//yfcS//birA//ykgM//uxuR//psuG//crl//ugpB//pdeL//
GO_0042436_6	bipA//
GO_0042439_5	glk//
GO_0042440_3	insI3//secM//caiB//ybhG//pfkB//trmB//dcp//kdpE//hofN//ybiV//rapZ//dnaG//phnP//yciF//
GO_0042443_5	rseB//mdtK//
GO_0042445_3	ldtC//pinQ//tqsA//mrcA//pntB//ddpA//nimT//hemF//yqiG//rffH//ydcR//puuA//miaB//ldrB//
GO_0042446_4	rutC//
GO_0042447_4	fepC//umuC//guaD//yafN//pgaC//yafO//melB//ompW//thrA//flgF//tatA//garL//moaD//
GO_0042450_7	yddM//kdgT//leuS//ynfE//dcuD//fepB//
GO_0042451_7	glvC//fepE//tyrS//yedF//ygbN//ycjY//
GO_0042453_8	gloB//
GO_0042454_7	torD//csgG//gltL//preA//yafC//mtn//rpsE//glk//yfdG//ybeY//gsiD//feaB//
GO_0042455_7	nudG//yiaN//sdaB//ybeF//yrdA//ddpA//dgcE//malE//ygdG//slyD//dnaB//tag//manZ//trpR//elaB//murI//speB//
GO_0042493_4	frlA//yagJ//ulaC//chbR//nikD//hscB//yigL//ypdC//rhoL//hdeD//dsdC//ompL//adiC//srmB//yegT//fur//csgB//fpr//skp//ydeT//rsmE//ilvE//alkA//hisP//tusC//yidD//hldE//cusC//elfG//hexR//umpH//ebgA//dicA//rng//srlR//glpG//envR//iscS//ttdA//yhfS//phnC//yfjR//yfaU//yedL//yjaA//bluF//potF//ydfH//murI//
GO_0042537_5	lamB//pdeL//uspE//mnaT//mgtL//rlmH//cpxP//secY//cysI//cysN//waaO//rfaB//fixB//eutK//yjbB//rssB//adeQ//metI//cyoB//torZ//purA//srlA//
GO_0042538_6	fiu//nuoL//
GO_0042542_5	opgE//yjbH//mrr//phnP//dusC//ynfL//ptsN//fruA//wecA//iraP//tabA//argF//yaiP//selA//fucP//umpH//ribD//ydiO//
GO_0042545_5	frdB//
GO_0042546_4	yeiL//sspB//fepD//lplA//mog//dsbB//mog//hybD//rpsH//lysU//
GO_0042558_5	fabD//pphA//htpG//entD//yabI//bisC//bioF//xapB//fdnH//sthA//nuoN//ddlA//aslB//mglB//cas3//yfiE//rep//kdgK//
GO_0042559_6	mtn//mntH//napA//mdoD//clsA//mgtA//nudG//yfdS//xylB//gntU//rlmG//hsdR//fdhD//
GO_0042560_6	ompR//dgcE//
GO_0042592_4	ligB//zupT//mltC//priB//yneJ//artM//pspD//cysQ//rffC//gor//rdgC//panF//sdhE//artQ//rbbA//zapB//lyxK//tdcD//galS//mtnN//mrdB//dgcT//sanA//patZ//lexA//purA//prfB//relA//napF//ihfA//prmC//hofC//ribF//yhcH//proS//pnp//yejE//dapD//ydhJ//fruA//bamC//bdcR//lspA//zinT//ccmF//yhcD//parC//ndh//ygjH//recJ//hemA//pdeH//mdtG//carA//sapC//wecE//ybdR//creC//ykgF//
GO_0042594_4	nusG//mntH//dpiB//dsbD//rhmD//rsmC//tatB//ygcO//rpoD//ydcO//add//uvrA//yebC//sanA//cfa//cheB//bsmA//gutM//flgM//nfo//yihP//tdcB//cusA//ykgM//hscB//ftsA//argT//ivy//bamD//relB//yfeX//ynfF//atpD//lspA//alaE//
GO_0042618_5	ggt//
GO_0042619_6	mlaE//
GO_0042710_4	yqeA//yegT//soxS//ugpA//pinQ//yidL//ygiV//modB//pncB//tabA//malY//citG//moaB//secF//fdnH//sohB//ade//alsC//cysQ//mgrB//yfhH//fau//emrK//sucC//radD//crp//ydeO//cadA//cmoM//tig//yieL//deaD//rfe//rpiR//nikB//iscR//tatD//queF//ydcI//pgk//opgE//accC//aroD//rplF//astB//rbbA//rrrD//asr//gcvA//chbC//murE//
GO_0042723_5	lacZ//tusC//intF//flgA//dcuC//mcrA//mtr//lipA//fixC//hscC//chbF//uhpT//
GO_0042724_6	thiE//dkgA//yhgH//mliC//yehC//ycbV//ispH//rsmA//paaJ//fhuB//
GO_0042726_5	metC//sxy//fhuF//bioD2//wecB//dsdA//yddM//mak//
GO_0042727_6	bepA//btuF//ecpR//ybhP//cysG//cysW//asd//betT//
GO_0042732_6	lspA//prkB//diaA//plsX//secF//
GO_0042737_5	ygiV//ttdA//kilR//ycjP//ynaI//wecC//mtlD//trpR//ampH//yqcC//rseC//treC//lldD//rzpD//glcF//rimJ//pspA//gatA//cpdA//recE//lyxK//yehY//uspE//idnT//alaA//rfaQ//secF//abgT//ydiV//bglX//yahB//qseC//sapD//lepB//fadB//ycjD//mutT//mlaD//phnJ//nikR//lptC//def//mdtJ//tonB//mpaA//zupT//crp//yaaY//ispH//ybcM//artI//glnE//tyrB//flgH//recF//
GO_0042743_5	yihO//rcdA//
GO_0042744_6	pspF//rfaQ//
GO_0042759_7	yeeJ//yfbS//
GO_0042773_6	gutQ//
GO_0042777_8	ibsC//
GO_0042779_8	nadD//
GO_0042780_10	elaB//intZ//ybcJ//
GO_0042816_5	shoB//wcaJ//lepB//atpG//wbbK//rhaM//fixA//ydaV//rpnD//
GO_0042817_5	clpA//
GO_0042819_6	ulaD//flgM//ygiV//ybeQ//pheM//tdcR//dgoR//speD//yahO//
GO_0042822_5	yieL//cyoA//flgI//marR//epmB//elfC//yhcD//
GO_0042823_6	flhC//yfgO//sodA//alsE//aldB//norR//ycjR//
GO_0042836_5	yifB//mtfA//sdhA//ccmD//
GO_0042838_6	adk//ydfD//hinT//yiaM//
GO_0042839_7	fumA//prlC//selB//dsdX//ulaD//ybhG//
GO_0042840_7	yggE//metF//lpxL//htpX//ydeP//luxS//
GO_0042843_7	sstT//mhpT//
GO_0042844_7	cysG//
GO_0042846_8	yohD//
GO_0042851_8	malZ//prfC//cynX//hxpB//
GO_0042852_9	yfcQ//yfcR//dpiB//
GO_0042853_9	aldA//
GO_0042866_8	gcl//napF//rlmL//menA//atpD//arcB//aroK//aroG//rplL//nrdE//ribB//nadD//xylF//accA//frdC//torD//agaS//gmk//
GO_0042867_8	yhbY//
GO_0042873_7	ygbM//hiuH//spy//setB//yfdG//rihC//icd//
GO_0042882_10	icd//nei//manY//
GO_0042883_7	rssA//fecB//phnO//mpaA//yadN//moaA//sbcD//yihI//
GO_0042884_7	fdnH//insK//yqaE//aer//asnB//pstS//gppA//
GO_0042885_8	gyrB//
GO_0042886_6	bioF//rhaB//gpsA//yaaY//feoA//sgbE//aroP//rapA//glgA//yibF//mdoD//xylE//glmM//glgB//nrfB//dgoA//waaO//frvB//rfbD//flgF//yiaF//pal//araD//acpS//uxaA//pepN//rbsR//hmp//rluB//hcaD//cbrA//asnC//tsaB//csgA//nanC//nupX//insI-1//adiA//topB//ybjL//ybiI//mhpT//yiaT//oppA//focB//sspB//aceK//lipA//gyrA//rodZ//srlB//dgcT//potB//tusA//livJ//afuC//ynfF//menC//ettA//elfD//xapA//cmk//rplT//ssuA//rfaD//yhjD//zraS//fimZ//evgS//rsmC//fhlA//hupB//leuB//potA//ybfA//rsmJ//dinD//mrdA//ytfP//rbfA//yqiG//yggT//garD//yajQ//ghoT//ccmE//proW//hsdR//
GO_0042891_6	hemF//abgA//aroL//mutY//dicA//hdeD//btuR//ybdG//pgrR//copA//phoE//ortT//rnd//secA//fimH//gadC//msrQ//dsbB//dhaK//prfB//araB//coaE//ghoT//proC//acs//fic//scpC//hypB//sgrR//mmuM//araD//barA//
GO_0042906_8	hisC//ybjN//apaH//dmsB//
GO_0042908_5	ybiJ//rlmN//cysU//frlA//elbB//pgaA//tauC//nuoB//tag//menF//hisB//degS//trxC//torD//cynS//proV//
GO_0042914_8	yhjB//idnO//
GO_0042918_6	tehB//lpoA//sufC//btuB//dcuS//
GO_0042919_6	pdxK//
GO_0042920_6	umuD//
GO_0042928_7	pdxJ//
GO_0042930_7	adk//aceF//yobF//ybeY//mhpT//mlaD//dgcM//mutS//
GO_0042938_8	avtA//cspC//ccmC//waaU//puuR//agaC//nrdH//bisC//cmoB//dinG//wzzB//afuC//adiY//araE//eutA//
GO_0042939_8	rpsB//recR//tsaC//bioP//hisI//srlR//kdgR//yjcO//wecC//cvrA//
GO_0042940_7	perR//mdtE//ttdB//ilvN//aqpZ//
GO_0042941_8	ulaF//
GO_0042942_6	panZ//yhbQ//
GO_0042953_6	yeiG//yegT//fic//
GO_0042956_8	abgB//glgX//tyrR//yidK//sgcC//
GO_0042968_8	ubiA//livM//yiaU//
GO_0042981_7	dusC//
GO_0043038_5	trpB//waaL//fliG//elfA//mraY//yebK//rfbD//bdcR//eutR//glvC//sugE//dusC//cpxA//tnaC//ydeP//uof//lrp//yigL//rhtA//nsrR//sfsB//yghB//nusG//gyrB//dtpB//dam//
GO_0043039_6	rrrD//ilvD//rcsD//phr//nupX//dgcE//macB//cysG//atpF//speA//recD//hypC//gpr//tilS//kbaZ//wecC//fimG//uvrA//ydhJ//ycfL//ptsG//solA//dnaB//rutC//flgF//
GO_0043041_6	cyoA//
GO_0043043_6	ftsY//ynbC//tmk//yojI//setC//dxr//recA//ldcA//glnS//rcnR//tusC//rnt//mtnN//nanC//atpF//znuC//yggP//thiQ//ydcP//plsX//otsA//gspJ//ubiI//ybiS//argF//intQ//fabI//miaB//oppA//yghG//waaS//frvB//setC//torS//mipA//mfd//mdtJ//rhaT//fklB//radA//paaH//osmF//napD//dcuB//mcrB//yeaG//clpB//yidZ//sucA//appY//acpH//btuE//srmB//mglC//hyfF//dppB//yafC//potC//atpF//srlD//lolB//
GO_0043067_6	entF//
GO_0043085_5	cvpA//ligB//lasT//kefG//rpsH//yibF//rmf//xdhB//kch//rusA//ubiJ//envY//dgcF//mtn//mntH//iraP//yaaY//kdpF//paaZ//mmuM//cobS//yhhZ//hdfR//
GO_0043086_5	ychH//hcaE//hemB//ftsA//nrdE//fdnG//aroA//udp//ydcR//manX//mcrB//rnc//fpr//ybgQ//rplL//ydcZ//argS//yfcA//zapC//allS//dacA//dinB//mdtA//eutB//ybcF//hrsA//
GO_0043087_6	osmY//tas//ssuD//cueO//
GO_0043090_7	yaiP//yqjH//yihO//bdm//yjjB//rpsN//ribD//lptG//groS//dsdX//
GO_0043093_3	ycjP//sbmC//truA//cdsA//mepS//yhfK//nhaR//hyaA//dinB//casA//pyrE//lexA//ybjX//ahr//ibaG//yciH//pepN//
GO_0043094_4	tusA//casD//hns//ybhR//rutF//helD//wecA//dxs//mcbA//ihfA//plaP//serA//sucA//tabA//efeO//narK//ada//ulaR//gntK//gatD//flgC//yhdZ//
GO_0043096_6	orn//aspC//waaS//
GO_0043097_6	yceK//glpF//allB//yodD//
GO_0043099_7	ybcM//
GO_0043100_6	ypdC//
GO_0043101_5	gntK//iraP//hslJ//mdlA//
GO_0043102_5	lysA//nadE//chbB//rof//
GO_0043103_7	yaaY//
GO_0043111_7	ycdX//
GO_0043137_6	fdx//tusE//
GO_0043150_8	def//
GO_0043157_6	ilvN//
GO_0043164_6	clcB//rpmE//surA//minE//yccA//cusF//rseB//aroL//
GO_0043165_6	thyA//yghG//nudF//ecpR//dmlA//modA//bglF//btuE//rpsP//osmE//
