#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	flgA//thrL//yedP//fryA//
GO_0019755_6	dgcE//
GO_0019805_6	panE//
GO_0019835_3	arcC//sdaC//hchA//arnA//mutM//patA//
GO_0019852_5	cmtA//yafO//xthA//modB//metB//
GO_0019854_6	sanA//rapA//
GO_0019856_7	sufA//rzpD//waaS//betA//gpr//pntB//ygbL//ygiV//
GO_0019858_7	ccmD//yphF//
GO_0019859_7	tauB//manX//
GO_0019860_5	ogrK//tsgA//yihS//actP//rppH//ydjE//envZ//ansA//ghoT//rpsS//acpT//
GO_0019877_6	marA//diaA//recT//
GO_0019878_9	sdhA//idi//
GO_0019932_5	ygeR//asmA//
GO_0019935_6	dsbD//ribF//
GO_0019985_8	mioC//yjhI//rplX//
GO_0019988_7	cydC//
GO_0022402_3	agaA//ygfI//yibT//zapA//afuC//rmf//nlpI//pdeH//oppD//yjhI//umuC//uvrD//nuoE//yqgF//yfeX//flgK//yahK//setB//yfdO//rfaE//livK//pyrH//rspB//perR//nikE//gppA//murG//hrpA//clpA//rbsR//actP//araD//acrZ//dppB//
GO_0022411_4	atpF//hisD//uspB//ubiD//ybcM//katE//tldD//hldE//nrfG//
GO_0022417_4	wrbA//cas1//
GO_0022603_5	pth//pmbA//sufD//melA//tusD//yajR//tesB//msrP//sfsB//bolA//yaiV//cpxR//dhaR//phoA//hda//ndk//
GO_0022604_6	nfo//dtpB//nanT//livF//mntP//rnt//nirB//feoC//argP//fepC//hisC//ftnB//murC//mug//amiA//ssuE//
GO_0022607_4	fucO//ybbN//rpsJ//epd//yhdZ//cmtB//abpA//flhA//sxy//uxaC//rstB//zitB//zapC//recC//psuT//lacY//hypT//astC//ddpA//yebC//yqhD//yieE//araA//miaB//clcA//glyA//feoA//ydfD//lepB//mrdB//syd//zntR//dinG//yhcD//pspF//rpmF//fpr//gpmM//tatB//rclB//sixA//phoQ//rarD//lpxD//yeeA//preA//rpoA//fucK//alpA//arsC//cpxP//menB//nanA//fiu//wcaB//kefB//aroK//folM//rhlE//yijO//hipA//fadM//arfA//metG//mazG//uvrC//speA//rnhB//panE//hycI//yjjI//mlaB//rpsD//pyrL//livG//menE//yefM//ybjX//hicB//uvrY//hxpB//msrP//hypC//accA//cfa//fau//cysZ//mglB//manY//chbA//araC//ttdB//hisM//mltG//yfbS//tusC//citC//ghoT//yafQ//sodA//ybaO//gyrB//emrY//suhB//aceF//mazG//soxS//yahD//mntP//malX//elyC//aroH//dmlA//nudC//ybiH//cycA//yqaA//tdcC//sgbE//kbaY//rplF//dcuA//gudD//speB//fepC//tcyL//cysP//tsaE//rsuA//holD//mdtK//xylA//setC//glrK//aphA//dxs//ycaO//dinQ//ascF//ftsA//fbaA//sgbH//ynfL//ybjN//nadA//rffC//dnaB//citE//yqjI//
GO_0022611_3	garR//ebgR//lamB//cmtB//gspE//yfiC//
GO_0022613_4	cobC//fimG//ampH//rcsA//exuR//yfcV//gpmA//acpP//udp//
GO_0022616_6	yhcH//yggN//nrfG//
GO_0022618_6	hyfR//yafS//higB//ypjD//pagP//cca//mdlA//iaaA//satP//emrD//mtr//dhaM//yheT//bioD2//entB//fiu//cobC//deoC//ydcP//cvrA//pphA//fucK//yraJ//ppsA//
GO_0022898_5	polA//tilS//ais//arsC//
GO_0022900_4	ybaO//yfaU//fucP//uspG//dgcF//mutM//cynX//ydeE//ybdO//msbA//ulaD//lyxK//kbp//nrdD//yggN//ygfA//scpB//ampD//gspI//mpaA//proX//putA//fadH//nrfB//
GO_0022904_5	malS//hisS//shiA//yidE//ccmE//lacY//ynbC//ygdG//manA//sbmA//afuB//sfmA//gadC//bioD2//lptB//kdsC//rpsB//zraS//gspJ//znuA//hexR//
GO_0023014_4	mlaF//ssuC//kdgT//ydhC//metQ//cueR//rrrD//acnB//rrrD//aspS//wecE//pflB//ycjP//folC//zapD//yqaB//atoB//cynT//yjhP//fimI//yadV//pgaB//adhE//sapF//yqiH//yciE//yjbH//pdxH//sdiA//cobB//cnu//epmB//nagE//
GO_0023051_4	ispU//
GO_0023057_5	dcp//
GO_0030001_7	ybdO//galM//nanA//argA//yahI//ydaN//malS//fecA//hha//cspB//ubiX//oppF//trpL//nupG//tusA//mlaF//allD//bdm//pflB//rpsO//ybgQ//agaR//ftsL//cadA//ybbN//panD//nrdF//atpB//yfdC//udk//dinI//yebZ//lsrK//der//dgcQ//ulaC//ybhJ//rpoD//kbaZ//rfaQ//essD//kbaY//hrpA//ugpA//ghoS//flgF//yedL//yfbR//rusA//ybjI//trpD//polB//gabP//hycH//clpA//rep//yfaV//pdxK//fadA//yqiG//topA//pbpG//
GO_0030002_6	paaX//
GO_0030003_6	ptsI//speB//ldtD//dpiB//hycA//nrfG//arcA//sanA//nagE//ptsI//xisE//alsK//dnaA//fetB//lgoD//yjjX//flgB//waaH//ybcM//nemR//fdoH//hisC//sfsA//sucD//frwB//rimJ//nuoE//rsmB//ykfM//
GO_0030004_7	sbp//prc//acrR//ybcJ//pnp//recO//manA//cynX//lpxK//ybjN//lldR//
GO_0030007_8	mepA//
GO_0030026_9	hemC//
GO_0030030_4	ydcS//sucC//pgl//elyC//sucD//murJ//ulaA//moaA//ybcL//rzoD//yibT//dnaT//lolD//pdxY//sucC//era//yciE//fliM//folM//ibsC//atpF//ralR//deoC//gabP//aroC//prmA//yigB//rseB//hscB//
GO_0030031_5	uof//csiR//zapE//abgB//mtfA//mdoG//xisE//bsmA//yciE//chaA//phoQ//aceK//fadI//dppA//folC//aroE//zapD//gshB//cysC//ftsQ//sucA//
GO_0030091_6	amtB//znuA//lptG//secA//fur//uhpA//yidR//rph//yfaL//mpaA//
GO_0030104_6	ykfI//ybdO//preT//wcaC//
GO_0030153_5	yadM//ascF//
GO_0030155_4	frdA//trpS//
GO_0030162_7	menB//gutM//mqsA//ybiI//crp//plsB//ppiC//
GO_0030163_5	mdtB//yahN//uspB//yjbH//
GO_0030174_9	tusA//rhaD//btuR//mdtJ//pspF//
GO_0030203_6	fucO//yfhM//pgk//yjiR//agaW//ynfK//yhgH//rhoL//eno//proS//pepD//aaeR//fruK//entD//lolC//yhcH//cspE//narK//ppsA//hisQ//ulaR//ubiD//yfcU//yfiE//tsaB//glmU//nagK//argS//dgcQ//ycjW//rpsM//epmB//entC//hisF//tdcF//arcA//ilvE//fdnG//lasT//ykgA//lon//rraB//yeaK//fliZ//uvrY//fabH//yjjW//rnb//hypT//yjiQ//ygiN//pstC//yicJ//rhaA//sdaA//fliZ//yafN//yraJ//truA//aqpZ//cysU//rplS//aaeA//
GO_0030243_8	yebZ//dhaK//phnN//
GO_0030244_9	viaA//aidB//rlmJ//
GO_0030258_5	dfp//insA-2//ynfH//frc//yhgH//argE//yjbF//cpxA//atpG//rsmG//pbpC//yagF//dtpD//narI//pta//dgcQ//lon//ccmA//uidC//abgR//xerD//nikC//rplY//rhaR//
GO_0030260_7	rpmC//mepS//minE//cpdB//entD//gmk//soxR//clcB//
GO_0030261_8	rfaD//
GO_0030307_6	deoD//
GO_0030308_6	relA//edd//proC//glnP//hha//
GO_0030320_7	ygfA//
GO_0030388_5	ybhR//metF//tusB//
GO_0030389_6	tcdA//
GO_0030392_7	tilS//
GO_0030393_5	frwB//
GO_0030488_6	mlaB//kbaZ//fkpB//insB-2//yadV//dppB//tgt//rhsD//ydjE//tolR//smrA//upp//ynhG//yciG//lolE//gsiC//
GO_0030490_10	cmoA//manY//yafQ//rdgB//yjjQ//
GO_0030497_7	yadG//fabD//
GO_0030522_4	tdcR//
GO_0030541_4	truC//serB//
GO_0030573_6	narL//
GO_0030632_8	xseA//nimT//galE//gntT//
GO_0030641_8	mazF//dsbC//gnd//dinB//yqiJ//rpsL//proS//gadX//gshA//metQ//
GO_0030643_8	mfd//
GO_0030808_7	narX//
GO_0030809_8	lpoA//
GO_0030920_9	ydcI//
GO_0030961_9	yghO//
GO_0030978_7	accC//symE//hybC//
GO_0030980_7	xapR//gdhA//nanK//
GO_0031106_7	waaF//
GO_0031118_8	uspG//kdsD//ftnB//aldB//secB//pyrL//aspS//
GO_0031119_8	rarA//pagP//greA//rffC//lsrC//dsbC//
GO_0031123_8	dhaL//map//pck//hslR//pyrL//
GO_0031124_9	hflK//narY//
GO_0031125_10	prc//
GO_0031162_5	adk//sufC//
GO_0031163_5	abgR//atoB//kdpD//tcyL//ydjJ//atoB//cdd//ygcR//eutD//narX//vsr//yegT//rhlB//yhaO//glcF//gatA//rbsD//ydgA//
GO_0031167_6	xanP//nusA//dtpB//aaeA//yafS//rhaB//zraS//flgC//minC//rimM//rayT//yddM//gntT//pyrD//puuE//comR//uhpT//diaA//alaA//tolQ//wcaB//ivbL//glxK//yrfG//
GO_0031279_5	dgcT//
GO_0031280_6	rsmB//
GO_0031297_7	insI-2//yraK//
GO_0031323_5	cysI//ispF//proX//yijO//mhpC//hdfR//ybdO//dtpD//rclC//feoC//patD//accA//idnD//mrdB//trkA//uvrB//cysG//glcD//nac//abgT//livM//ybcF//ftsW//yhhY//yhjR//ygiN//nupX//lpxM//xthA//norR//narQ//sxy//ftsZ//hsrA//gcd//yqhC//pcnB//ycfJ//udp//ycfH//lsrG//suhB//exuR//dppC//rimL//rnd//cobB//rplW//moaD//relA//fklB//malZ//accD//ykgO//garP//ybhG//torR//lipB//lexA//tqsA//narJ//ycgR//yeiE//amiA//tauD//phoA//hipA//ygbL//yfjV//hyaC//acrZ//ycjU//eco//xanQ//blr//gsiC//yraR//yhaV//uspE//sodC//rzoD//caiT//glnL//osmE//yceD//tusE//insI-1//csgA//yieH//uxaC//sfsA//frwB//csgB//gshA//csdE//srlE//tauD//yjiY//mmuM//glpR//sufC//dacD//nusA//ptsI//rbfA//relB//fliK//yjjU//rpoD//ftsH//pflA//yfbS//tamA//yihW//lysC//deoA//opgE//znuC//rlmL//rseB//agaS//phoQ//mpaA//pdeD//thrC//trmO//rlmD//pphB//maa//ghoS//cspD//lipA//ynjA//dkgA//rhaA//insH-5//appC//dxs//ycdY//cysN//gabD//trpA//lysU//gabT//fryA//ydiR//ibsC//argP//rplX//fcl//yiaL//fieF//fdoI//fis//rne//crp//deoB//rof//yjeI//nfuA//puuD//guaC//ykgM//hofO//mdtE//recQ//ycjU//lpoB//yciV//entD//ypdF//flgI//emrD//torI//ygaV//lacZ//cusR//fecA//yebQ//fumA//yibA//sbcC//alsK//blc//glcD//iaaA//yahN//serC//lacI//rpoH//tatC//wbbK//ydcO//mioC//pdxA//sodC//cnu//wza//yciH//ppiC//phnG//yebZ//prpD//sstT//mrcA//ftp//mcrA//rsmH//torY//cheZ//yagU//thrL//glcA//yihT//yfiC//csgE//glvC//tqsA//ygiV//wza//yihQ//ccmH//znuC//yghG//ybdM//clpB//waaH//carB//hypE//yihV//lpxP//gspI//ssuE//ebgR//nuoN//gcvT//mutM//lsrR//rluB//rpmH//yjjX//asnS//yadV//hybG//ada//cnu//yehX//panE//holC//xdhB//motA//rzpR//rof//yfdO//prkB//ssb//lepB//yafS//allB//mdtJ//yagJ//ymdB//ldtE//ynbB//nfsB//trxC//ynaE//adeD//acrZ//adeD//insI1//acrE//alaA//chbA//torI//prc//dkgB//yjaZ//xylR//yihP//ptsI//ybiV//trpB//mntS//yebZ//fepE//kefC//ynfE//nagK//pdxH//yciH//rlmA//ratA//kbaY//fadE//trmA//ygcW//thrS//ubiH//tus//ybeF//mtnN//lsrK//sodA//poxB//nikD//yjiA//dld//rhmR//ravA//yahN//lpxL//sdhC//motA//mdaB//ypdB//gatA//garR//mcrA//pepN//gudX//grpE//pgaD//crp//adiC//casB//rcdA//yrfG//rpmF//ynfH//yebG//bepA//cspC//hypC//rdgB//rutF//waaZ//cusR//dcyD//ynbD//metC//garP//ydeE//gstB//yidD//
GO_0031324_6	galU//mtn//phnN//yaaY//hyaC//srmB//aroL//prmB//dnaK//rluE//ybgI//poxB//ttdB//ais//exbD//purA//ssuD//ampG//cheY//sgrR//yfcR//ldtA//bioD1//gcvH//pdxH//nadC//mak//treR//guaD//ade//cysD//dinI//bsmA//yejF//csrA//higA//ygiB//fhuF//ugpC//gabP//mntP//deoD//rppH//yqiG//rffM//truD//cspC//lptA//metI//pyrG//gcvH//glcB//grpE//ydgA//menD//glxR//ydcZ//insI-1//ydfH//yeaK//mlaC//rhlB//icd//iraD//ymfA//dld//qseB//gsiC//gppA//thiI//ddpX//gutM//msrB//rluE//matP//nuoM//lldR//slt//zipA//asnB//thiQ//znuB//pstB//trpA//frvR//glcB//gloC//bluR//nuoG//hemD//yajQ//ilvA//waaS//rsgA//fsr//ycjW//murI//ydcR//purC//topAI//insI3//pdxY//yeeO//nagZ//mdtD//srlR//yeaK//ybhI//srmB//pcnB//sufB//abgT//frwB//mdtP//hypC//tldD//fryA//ilvB//ttcA//glsA//yhjB//malK//dusC//fimF//cobB//dhaM//tdcA//wzc//fabZ//hypE//bsmA//
GO_0031325_6	torS//dpiA//yjiA//thiE//metE//tatB//pbpG//yfeR//accD//ydgA//moeB//codB//sodA//recE//oppF//ycjR//yfdC//coaE//hslJ//cysD//uvrD//yebC//appY//ykgM//uxuB//mmuP//arnB//nimR//lnt//sfmD//yhjB//insA-1//zntR//grpE//alaA//uxaB//bioF//hycH//yihI//hyaC//hybA//aaeA//kdgR//ycaO//rplS//sbmC//alsB//narU//bglB//hisQ//qseC//rutA//ybhF//kduD//allR//flgH//xseB//folA//acrE//xisR//truD//gsiB//trmB//glmU//puuA//rplY//yhhT//holB//yieH//rpiA//nrfD//rutB//dapD//narP//yjfP//pdxJ//cysD//entS//cydB//hisG//nhaB//yaaY//ybhD//mgrB//dapA//prmC//phnN//lolD//dcd//gltK//zapC//
GO_0031326_6	ndh//rsuA//yeiG//yaiP//mdtP//glpC//insH-6//mdtJ//aroD//csgB//galM//nrfA//glnQ//holC//pppA//ilvB//dusB//wzzE//ptsH//ybdG//waaZ//treR//gltS//potB//ydeI//nth//yggF//cynS//ubiE//yneJ//yeaK//chaC//rsgA//mnmC//yebQ//cspC//frdC//tsr//trmD//yajL//rfaD//adhP//glyA//hycA//thiP//aroC//ygcW//ldcA//hycB//yfbR//potF//aphA//mglA//secE//hscB//tolB//kch//solA//yohC//nikB//yjcO//yjbH//hokE//entF//tynA//melB//atpF//dapB//exbD//atpF//hprR//mhpR//zapA//hha//speD//rbsB//zraR//tilS//hypB//msrC//tktA//pgaA//fliA//lptF//chbG//proS//yagJ//rpmE//mhpB//feaB//ybhG//glnE//dusB//prpB//panC//thiH//frsA//mppA//thiQ//dsbA//msrQ//fadH//hmp//aaeA//gatC//yhaV//prlF//nudB//ygbN//hcaT//dmsC//yfeW//dfp//ldcC//macB//hslO//ilvL//ydeO//opgG//kdgK//ccmC//uxuR//dgcZ//wecA//yhbS//hybA//cpdB//glnD//panE//yebZ//fliS//argS//mutS//rfbX//eamA//putP//ghoS//bioH//rplQ//yjjW//srlR//rbsK//fixB//trpA//ispF//cspE//potI//bioD1//ftsL//dgcM//ldrA//hofC//agaW//fucI//livM//sodB//yfcQ//mpaA//yqaE//dinD//psuG//frlA//lplA//lacZ//rfaF//argF//tadA//kdpF//lptC//ftsA//atpC//mltF//ybdR//dhaL//lpxT//dgoK//sucA//fumA//uraA//ybdM//mngB//lpxC//sapD//trmL//sapF//rpsN//citG//dppF//bamD//xerC//polA//yhbQ//dmsB//nupG//mntP//mcrB//nrdI//uspF//ccmA//arsR//dsbB//truC//rnlA//ratA//yfgJ//hrsA//thyA//fabZ//gpp//bluF//lpxH//ydfK//groS//uxaA//lgoD//yggN//pepT//yfeX//pdxK//cueO//gatB//tqsA//metH//motA//pyrG//nrdH//cpdB//rzpR//cdh//ybcF//yfcQ//mepA//hchA//smrA//acrD//thiE//glsB//prmC//rpsJ//srlR//yjjV//murJ//hemD//yhcD//ansA//metL//cysN//yjjX//folE//dicC//ttdB//ydjL//gcvP//ychF//rplK//xerC//rpoA//tnaA//rimM//dkgB//ybhG//rpoA//argD//astC//dps//pgk//thiQ//glgA//rplW//ybhI//rfaQ//ybiW//rfbX//htpX//bdcR//viaA//rhaT//hupB//rhsD//yieH//miaA//garR//rhaT//pdeD//glmS//glrR//pyrF//dnaT//iscR//tsaD//rpmF//ycfH//yidR//sbcB//proA//sfmF//agaR//yjjQ//frmB//yiaL//rmuC//yobA//yqeF//yajO//ldtE//rsmG//fbp//murB//nadB//sspB//rnr//yeaG//ppiD//
GO_0031327_7	nlpI//kbaY//yfaL//frlB//casD//fadA//wecC//mgtL//flgE//envY//alsC//cspD//gltB//pnp//glrR//ssuE//rpmE//yhcF//potE//idi//yfiF//pstB//eutR//ybjG//lsrB//cobB//arcB//ytfQ//cdaR//btuF//uidR//bamC//cadB//brnQ//cmoB//waaZ//yfeW//adk//mntH//fimG//kduI//ynaI//gshB//rplK//pdxA//hemH//hprS//znuA//yeaV//ybdR//cof//lgt//galM//yfeW//ruvC//trpR//ytfQ//evgS//yjiQ//ynfE//tdcA//malZ//panF//csiD//rsmB//ybdR//cysI//nfsB//argF//lgoT//iraD//pdeK//uup//ccmG//decR//shiA//fliM//manZ//hyfC//glmU//flhD//ftsQ//accC//yjjQ//ycjD//hscB//gcd//yjaZ//deoA//abpB//ygeR//nagZ//rarD//frvR//rapA//potI//glnB//proC//fdoI//uidC//yieH//gapC//sgcC//sgrT//parC//csgA//lysA//rpsB//cysI//yggT//ycfH//idnK//yqjI//ydeM//sdhD//prc//rfbB//lysS//sgbE//yjjG//amtB//
GO_0031328_7	ispB//rbsK//nepI//ygfZ//ygaV//glpC//cca//pyrB//yjiX//rihB//livM//aphA//rssB//atpD//ydjK//fadL//cmoA//nikA//eptB//mscK//mhpB//yghO//rssB//mgrB//chaA//xylH//hofM//yefM//narQ//cadC//hscB//ybhJ//nhaB//ndk//pth//nikC//ybhA//trpD//rlmH//hdfR//fepC//cirA//zapE//dcp//rfaD//aphA//fadR//paaD//yhbQ//uvrY//puuR//argS//ycgB//yiaL//cheY//yedA//oppD//hdeA//psd//dgcF//cadC//fadL//yqiJ//rpsK//hisS//purN//cstA//rssA//mdoG//tcyN//gph//dppA//fucA//acrZ//asd//frdA//surE//mipA//yfeR//cecR//pckA//
GO_0031329_6	chiP//ydeO//paaF//yhdZ//rbsB//livM//yigL//ydbD//yihQ//
GO_0031330_7	mrdA//
GO_0031331_7	zraR//tolA//
GO_0031333_6	sdaA//agaA//hyfR//lpp//ybdZ//phoP//cstA//ais//glnQ//ycaO//
GO_0031334_6	dnaQ//glnE//entB//ibsE//rplJ//araE//mdoD//ytfT//cfa//rpsP//dinJ//
GO_0031341_4	mraZ//
GO_0031342_5	narI//
GO_0031344_6	btuE//cmtA//amtB//rimK//rtcB//
GO_0031345_7	dsdA//sodB//
GO_0031346_7	pphA//btuD//cbtA//
GO_0031365_7	rplD//phnN//cusS//speB//ygeW//argR//fabR//
GO_0031399_7	feoA//kefC//metN//
GO_0031400_8	osmY//
GO_0031401_8	rluA//greB//
GO_0031437_8	fklB//
GO_0031439_9	setC//
GO_0031455_5	folP//tmcA//
GO_0031456_6	dsdX//ribF//
GO_0031460_7	ypdF//uidR//hisH//hcaC//arcC//msrQ//rbsD//atpB//yidK//ycjD//dinG//rnc//
GO_0031506_7	fabI//
GO_0031554_7	crcB//ygiV//gntU//clpX//entH//gfcE//rep//dgoT//tsx//eptB//znuA//tabA//rlmD//ybhP//cysM//hpt//ppsA//dinQ//ftnB//rihB//
GO_0031555_8	osmC//ispF//rpnA//zinT//fadR//ibpA//
GO_0031556_9	apt//lnt//
GO_0031564_8	dnaE//ccmE//nikB//zapE//yhhT//mtgA//hofC//agaB//solA//yggW//minC//entE//sodB//
GO_0031589_4	sapB//relE//ybbW//curA//ymgA//proQ//mepH//yeiL//yddM//yfeO//accC//rssA//mdlA//yidZ//pyrL//
GO_0031638_7	ilvB//
GO_0031640_3	yqeF//rplB//cynX//cydA//bfr//
GO_0031647_4	hcp//wcaJ//lapA//rlmC//glsA2//cysC//prpD//
GO_0031648_5	cmoM//
GO_0031667_5	hemF//rbsK//lptC//fdnG//pheP//yihR//yaiW//ftsZ//dinB//mdlA//rnlA//focA//ubiF//ldtD//nadD//agaD//yaiV//hisS//sxy//yfcQ//rpmJ//ftsL//yphD//secG//phnJ//gcvR//chpB//phoA//rnpA//dmlA//glcB//nrdH//cyaY//ybhF//speA//yciF//fliA//sucD//rep//yjeI//rfaG//
GO_0031668_4	yajO//xanP//mhpA//oxc//araG//yehC//aroE//greA//tdcE//pdeL//pdeD//katG//xapR//cynT//flhC//lon//fadJ//dpiB//nagC//yieF//lptA//yajD//yahN//kdpC//efeO//hypA//ribD//mlaC//yqcC//umpH//agaD//cfa//adeQ//pth//mutH//speE//ugd//frvA//frdA//rplB//mglC//ymgF//nepI//fbp//phr//acrE//gntT//dgcF//dcd//bamD//ubiF//cheB//yqhC//
GO_0031669_5	adeQ//pepT//frlC//setC//yfiE//yjiR//hscC//pabC//mdtG//puuC//holD//mepM//frr//ygjR//frwD//rnlA//potE//fliG//ybiO//nanK//rlmN//trpC//recF//ileS//yejF//rnlB//ubiA//infC//trpR//rseC//zipA//
GO_0031670_5	roxA//frlA//minD//
GO_0032025_6	flhA//lptD//
GO_0032026_6	tatB//katE//dctA//
GO_0032048_8	dinQ//rluD//glnP//
GO_0032049_8	aroC//ycgV//ftsN//
GO_0032055_6	frdA//
GO_0032069_6	sdaB//bdcR//ydhQ//adiY//yfbR//
GO_0032074_7	dinQ//rhaM//sbcB//sgcA//alkA//
GO_0032091_6	alsA//
GO_0032147_9	mhpD//
GO_0032150_8	nrdA//
GO_0032185_6	ibpB//
GO_0032194_8	rcsF//
GO_0032196_3	ttdB//rcdA//evgA//ttdB//fucK//frdD//tas//glnQ//mreB//adeD//hda//trg//eco//
GO_0032238_6	fkpA//
GO_0032259_3	rbsC//purC//rsmH//mgtL//rfbB//zraS//cysS//dacA//dcd//pinE//frr//fixA//fdoG//gadE//rplL//murI//rluA//yfiE//yjiX//thiQ//trpD//prpR//yghO//kilR//yahN//cdaR//glpX//waaS//mdtA//agaC//ribC//mutH//fryA//fliL//ascF//evgS//xisR//xisE//nupC//wza//yidZ//thrL//narJ//yafS//fadE//cheW//hofC//alaE//crp//bamD//betI//torA//yqcG//allS//eptA//ydeE//cheR//
GO_0032261_6	rutC//ldtD//yfcP//
GO_0032262_6	fliT//
GO_0032263_7	osmC//ycjW//
GO_0032264_7	iscS//srlB//
GO_0032265_7	ftsX//
GO_0032268_6	aes//glcB//frvA//envY//ilvE//yjiA//hokE//yedL//rssA//cpxR//speF//pitA//fdhE//rlpA//radD//clpS//rzpR//ybcJ//ybbW//nrfC//tdcA//puuR//era//cysB//atpE//minE//rpmH//appB//sufB//dcuB//lpxD//sodC//phoR//napD//ygfZ//yecS//rimP//mngB//aas//ybaT//ibpA//mdtD//frmA//sbcC//chpS//ycgR//
GO_0032269_7	thiH//yabI//yjgX//nagE//tolA//dacA//metR//ymgF//cyoA//xdhB//truB//wecB//iraD//yieF//yhjV//sodB//yibH//yqeF//yhgF//rnlA//fumA//argD//uidC//hemF//ykfI//ldtC//prpC//lsrR//
GO_0032270_7	epmB//argT//abgA//fliK//frmA//prpR//baeR//yraN//paaJ//nanK//
GO_0032271_6	panB//emrY//
GO_0032272_7	ymgC//nusA//
GO_0032297_10	sodC//hypE//mreB//
GO_0032298_10	appC//rfaC//
GO_0032324_6	glpK//ydjE//aroK//
GO_0032328_7	dinI//hdeA//
GO_0032329_7	insH-6//yoeB//arsR//rbn//
GO_0032359_7	alsA//glpT//ydeP//
GO_0032386_6	pbpG//waaQ//
GO_0032392_7	purU//elfD//mdaB//yqiI//kdpF//caiT//sspB//accC//cynS//lspA//ubiB//rplY//galR//
GO_0032409_4	rpsR//xthA//rpsG//yihV//
GO_0032410_5	hipA//
GO_0032411_5	hybA//thiC//
GO_0032412_6	lgoR//gudX//yegV//ybiT//
GO_0032413_6	pepT//
GO_0032414_6	ychO//ykgM//
GO_0032445_10	rplM//barA//rplP//rsmH//ansA//
GO_0032459_6	ybjG//
GO_0032462_7	frmR//
GO_0032465_6	gltD//yidK//ulaC//fepC//yhjX//
GO_0032466_7	mglB//glgP//
GO_0032467_7	rplM//
GO_0032506_4	yeaE//aldA//shiA//mdtD//fre//tomB//radA//fumA//nimR//gpmM//tag//
GO_0032508_8	ulaR//pepD//pdxK//ubiE//mqsA//ribC//guaA//glcB//glsA1//feoA//lldR//ddpX//truD//
GO_0032535_4	secE//codB//sbmA//clsC//ligB//
GO_0032774_6	mqsR//yahO//kdgK//dinG//sgcA//ycfL//frlR//murQ//hdhA//ftsW//cobU//yebS//rimP//gsiB//clpP//ldtC//sfmF//fdoI//yicJ//yhjX//yqeA//fliG//eutR//ugpC//pmbA//waaO//pstC//manX//wcaB//hybB//ybeQ//yhaJ//lysP//ltaE//sufB//ynfE//agaA//ttcA//zapE//prpB//cdgI//yagE//ybaK//nuoB//thiM//xylE//gluQ//msrC//fixB//envZ//yggW//entF//patA//rne//hscA//bdcA//uvrB//bglH//bcp//serC//nrfB//sad//paaE//casE//zraS//yebQ//fimE//rpmA//glcC//wzzE//sdaB//aceB//rfe//gpp//adhP//guaC//rsgA//yahI//yiaT//cof//yqiJ//mmuP//cheR//tcyP//lacZ//ispF//pflA//bioH//bglA//flgB//atpD//yfbV//prs//yajQ//gltB//lptD//ycjQ//pheT//ybdZ//yihV//ackA//pflB//ghxP//agaV//gatZ//sucD//crp//asnS//greA//yihO//wzzE//yjbG//panD//narL//holD//nrdI//relA//rfaD//rstB//ccmF//agaD//puuP//ltaE//hcp//secA//slmA//ubiB//hxpB//ybjG//
GO_0032775_6	ampD//cysE//sapB//
GO_0032776_6	ybhI//
GO_0032780_7	rpsR//chbA//
GO_0032781_7	casB//rutC//lplT//
GO_0032784_8	zwf//lasT//
GO_0032787_7	cirA//ygaZ//asmA//yieL//yqeG//flhC//pppA//amiB//agaR//fepG//dsdC//hyfF//yadK//frmA//atoS//xylA//ygbI//gltI//cysZ//argR//abgR//nadE//pspG//ypdA//nupX//rfaG//epd//yiaN//fklB//lnt//lolC//fhuB//sdhC//clpX//rpmA//hybF//flgM//nadK//nuoE//cobU//dut//rfaH//potC//ttdT//acrZ//ruvC//kefF//rffC//exuT//glnH//cfa//rlmH//rhaT//rusA//ade//dnaG//sfmD//adeD//yohD//yejE//waaQ//aaeA//ydaN//cusA//rnhA//gcvA//yegT//trmD//rpsJ//lldR//tadA//lapA//yahK//aidB//nupX//yahD//speB//fabH//ibsE//mnmC//galF//iraD//radA//gcvP//bamB//ldrB//cysI//yfaU//ymgC//fliL//ynbB//ybfA//panC//phoE//nuoF//malS//mgtL//hisQ//nadD//entB//bamC//umpH//fdoG//hisG//hisS//mtlA//arnF//zraS//ascF//fepB//idnD//zapC//tdcE//mdtF//rhlB//xylA//rhlB//zntR//fucO//nfo//trmL//rluF//araB//prmA//borD//rpnD//proV//oppF//amiA//nikC//hemE//yjjQ//puuE//phoR//fabH//frdD//hicA//mipA//hyaC//accC//rep//ccmH//pabA//rplD//narK//bioD2//yegD//accC//yiaL//cstA//nmpC//trmA//syd//rffT//garK//yihU//sanA//abgA//recC//argF//nanA//btuF//zinT//metF//kbaZ//ynbC//cvpA//pstB//ascG//nrdI//osmC//nrdR//ycgV//plaP//yraJ//mraY//rplF//ygcO//ynfE//gntT//mhpC//trmA//hemE//glcF//tatC//yjiQ//tcyN//fadK//kdpB//gltD//birA//rarA//nudB//frvR//nrdE//fetA//prpB//narZ//nadB//relA//gloB//ygcO//prlC//
GO_0032790_6	ubiG//murP//
