#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	osmF//mdaB//rfaE//slt//
GO_0044038_6	truA//sfsB//nikA//astC//moeA//xdhB//hycH//idnO//waaH//menH//yehB//ydhK//prpD//nrfA//ydcS//hxpB//yegT//phnG//yiaU//priC//rimI//yegV//glpK//cysS//acrE//phoP//fimZ//glcB//msbA//galP//lipA//citE//rplX//dgcT//ygeW//ptsH//xapR//hyfA//baeR//nusG//cmoM//pncB//emrB//
GO_0044042_6	lsrD//ompT//cspA//mrdA//yneJ//prlC//rihC//sdiA//rutR//pitA//paaZ//ygdG//galT//speE//yhbS//accB//tqsA//sutR//trxA//rraB//mfd//
GO_0044070_7	oppC//yibH//dgcJ//dpiB//
GO_0044085_3	rbfA//fdnH//garD//hxpA//pyrL//waaU//pbpG//ygeV//ygaH//srlE//xylB//casA//pykA//dgcE//udk//mrdB//yfcP//kdpB//nmpC//
GO_0044087_4	yahI//ychO//yfcS//cysW//ulaE//fepE//ldrD//argA//ldtA//trmH//rplF//nimT//fdhE//cheZ//rhmD//arnE//rluD//flgG//aaeR//insE-1//ynaE//prfC//xerC//uspG//opgE//mntS//ansB//rpsI//ybdH//preT//gatC//pyrF//agaC//panF//
GO_0044089_5	moaB//hiuH//ygaH//ydjE//ydfK//hyfF//narX//clsA//moaD//paaK//mltB//yebG//pppA//
GO_0044092_4	lrp//pbpG//glrK//kdgT//cysU//yhaV//mcbA//argT//perR//murB//nudC//wzzE//tas//yidC//gudP//envC//secM//idnD//narJ//yccX//ypdI//mhpT//mrcB//dinQ//potH//malX//ybeF//rsfS//umpG//htpX//npr//tauC//rpnC//yhbO//purN//etk//
GO_0044093_4	yadM//phoB//ldtB//mmuM//speD//araA//yebC//ybaQ//fdnI//rsuA//aas//hyfR//abgA//rph//yoeE//murD//dxs//nrdD//glgA//ydiF//alkB//dcuC//lgt//ppk//uvrA//ushA//mrdA//
GO_0044106_5	yggF//cspD//cdd//hypA//yejB//lrp//sodC//yidD//yjjU//bcsA//tamA//eutD//norV//ynaI//cspC//lolE//menI//purD//yajL//relE//cfa//cyoE//yggP//ahpC//fumB//insI4//nadC//
GO_0044179_5	rrrD//
GO_0044208_7	pinR//
GO_0044237_3	insI4//ppk//yfdC//focA//elaD//mliC//yceK//parE//rpsK//ybdG//moaE//yibH//dsbA//bioC//tnaC//ycjQ//thrS//bdcA//opgC//def//potF//yahI//frdA//folD//dcyD//yafN//psuG//ompG//rluB//gatB//acrE//metL//yadN//gltX//panB//dnaC//uup//yedP//sanA//nanE//yiaL//ispB//nadK//tamB//rpsM//ribF//ribD//hdeA//lolA//lptE//yaiW//mhpT//frr//yfeX//entD//nudB//hofN//murR//fepB//rarA//ribC//zraR//xisR//pabC//frmB//ydcM//pgpC//cysS//idnT//nemA//proB//paaF//proC//cysB//gltD//pyrH//abgB//ygiN//trmO//ilvI//cspD//ycbU//mlaB//pgk//glgP//cra//glcC//xylF//phoR//argB//dctA//fabB//argF//glpA//srlA//cysI//rssA//nth//yibF//fetA//cusC//fiu//prpR//wecB//decR//oppA//cpdB//wcaC//yhbS//artQ//yafC//yhjC//rph//cptB//narJ//dgcM//melB//mrcA//lepA//rimP//mug//ybbW//sdiA//pntB//speG//kbp//ybdO//ftsE//yhbX//glnL//pepQ//oppF//tolB//yjiQ//uidC//ycfH//btuF//mscS//pcnB//tdh//katE//dpiB//aqpZ//speE//ydiP//purU//yieH//clpX//uhpT//putA//argC//rapZ//ompG//queG//pflC//rspB//rph//nrfA//entD//dsbA//dadA//yggW//lysC//phnN//sbp//artI//potB//yidH//aroF//yohC//iscA//puuC//yfdK//emrB//fepE//ldrD//nagC//rluB//yfdK//yddA//ahr//ydcT//glnQ//phoR//cspI//yohD//tktB//rluE//idnK//ydjE//ygcW//nhaB//dapD//mdtN//modB//metK//rzoR//panC//arnB//ldhA//sapD//zntR//yjhC//fumA//rfaG//rnc//ccmC//sapF//selD//cspI//atoB//cspE//mntP//ycjW//elaB//htpG//gyrB//ldtB//gpr//yjjW//glnA//galR//fcl//xseB//setB//slyD//ybiO//rfbC//trmD//yjbG//iap//recA//yjhC//hemB//blr//ybfA//kefC//livG//nuoL//comR//yehD//alkA//rplJ//cyoC//yihL//hycH//agaR//sdhA//hofP//xylB//ydfG//cas1//yjfF//tdcB//gntT//mntS//glcE//pspF//minD//hisG//dkgB//cpsB//fhuF//ubiC//yagG//uvrB//tgt//tolA//fadK//hypE//lolC//crr//cyoC//ymgF//flgM//fdrA//ugpA//alkA//potG//puuR//obgE//sbp//ynfE//narJ//uhpB//nfo//rssA//yddA//yhjR//acpP//epmC//fbaA//rzpR//osmY//ygcW//ydjM//cueO//coaD//ypjD//glrR//acrE//hslJ//gspJ//mcbR//yiaB//sgcA//lpoA//lplA//sfsB//nrfF//gabP//tdcE//mpaA//glgX//xapB//truA//sdaC//nusA//malY//paaJ//argK//bioC//hybD//gltS//yggP//rpsM//pdxJ//yjhG//aslB//pepQ//tbpA//rbn//rimK//yehW//mntS//rnb//pdxK//era//sdhD//fimF//cirA//ybaE//rcsD//thiM//ttdT//rpe//arnD//rluA//bacA//yjaZ//yhgF//efp//gyrB//pitB//exoX//lacY//ybiS//rsuA//cyoB//yohC//btuB//nhaA//greB//csiR//ratA//ydiO//fklB//paaC//potE//aaeR//yfbR//uxuR//tsr//glpT//yfgI//rssB//sdaC//yahK//feoC//flhA//crfC//argP//bcp//xylH//prmB//waaH//cyoB//dkgB//ung//yieK//glpC//miaA//rayT//rffG//panC//yiaO//cas3//ybfE//ybdO//csgD//rhaB//fhuB//frdB//trmB//insK//tauD//lysP//yeeA//lysU//dapF//wzzE//abgB//lsrB//sxy//rpsN//rbbA//fepE//hyfF//ycjR//ptsN//ackA//leuB//ushA//yddL//prlC//fryA//cydD//metI//tynA//cadB//yedF//ftsK//leuS//fumC//pbpG//priC//mrr//pepT//ftsW//rph//exuR//tdcF//dtpA//flgI//glpC//glnA//amiA//dcm//mnaT//uspB//yrfG//truA//ascF//fepE//gmd//slyD//menD//mdtI//yaiP//kdgK//yggW//uidR//ddpA//mglA//moeA//rlmH//ttcA//cydD//cbtA//yiaA//ftsH//sdhD//pspG//uxuA//rrrD//nsrR//bglJ//phnP//tdcG//yedF//yfcF//hdhA//tynA//arnA//maeA//yhdW//yaiP//cysK//pnuC//clcB//rlmC//putA//srlB//fdx//ptsG//hda//mlc//tusE//gspI//yeeL//birA//prpC//fadM//agaI//ulaB//acrF//rsmH//ydjE//ybhJ//mqsA//yhjG//entB//phoR//dsbA//yacG//nrfG//setA//paaF//yfdS//lsrB//yidE//mltF//rplI//secY//adiY//ynjD//hipA//lamB//yejB//hemB//ychH//lsrA//yaaA//accB//aceB//serC//artP//gshB//fdoH//yhgF//ybjD//cedA//malE//xylH//yehD//xisR//pdeD//ruvA//pepB//ydiR//metN//gpmM//fadM//mcbA//ygeR//ibaG//ulaR//dnaK//agaW//rplN//sixA//tatB//rplY//wcaB//gyrA//narZ//lpxB//ompW//wzyE//yjjU//ogt//msrQ//osmF//yeaD//ivy//oppC//dcuD//nrdI//ybcM//ybdG//glpA//glcE//ychO//yibH//xylR//pflB//oppF//prs//glmS//insI4//fimZ//amiC//csgE//dppA//rfbX//ilvB//gloC//baeR//phnJ//mdlA//qseC//tap//glnE//ybdO//aes//yeaV//amiB//rnr//folE//ubiC//casC//trmB//lolB//dppB//yeiE//gabP//tehA//frwD//sxy//ycbU//glgS//menB//ilvM//uspF//serS//decR//dgcE//poxB//tesB//bamA//dcuC//ftsB//bioC//ycdY//rpsT//yidQ//cysU//cpxP//mlaB//rstB//gntP//ydiV//argT//pgaA//ybcF//ynaI//adhE//sfmD//folP//rfbC//yhgH//lldD//dsbG//lysS//dapA//sad//cspD//ariR//ynaE//pepQ//ydiB//rseP//ptsG//hyi//tyrR//ygjK//rlmN//lpoB//lgt//yhgF//lpxD//yiaN//yobA//frr//feaR//ptsH//nrfC//alsE//ompC//yafQ//deoA//bamD//artP//sgcB//sucD//gsiC//mmuM//sbmA//fadI//rzoR//bepA//moaB//mtlD//nudC//hiuH//dxs//livJ//aroF//pgpA//luxS//ydfD//rtcB//cho//mdtK//puuE//tcyJ//xthA//ycgV//ispG//waaS//ygiN//pabC//rplM//srlD//pabA//puuC//miaB//allC//prmA//hybA//motA//wecA//endA//rseB//metL//yqjH//dbpA//ldtB//paaX//fdoH//glpX//hrpA//hcaF//rssB//gloB//livG//cheB//ybaM//yceD//bioB//glcB//torZ//kilR//ettA//fdhD//speA//mreB//rpsI//rutE//ssb//waaG//curA//ptsH//rfbD//mdtF//yhjA//topAI//dtpB//ccmE//trmD//rpsH//yggF//wcaB//ydhK//galP//wcaC//gatB//cyaY//flgD//ybcQ//mdfA//ftsW//adiY//atpA//fhuF//ypjD//ygiW//ugpC//rutA//yieK//rplO//yijE//pgpA//pinR//glnA//ygiS//fecA//ansA//nuoF//tbpA//yhbS//lldR//yidA//xapB//hisC//cheW//yhiM//ypdC//flhC//yfeO//hflC//dtpD//pldB//ubiX//mukB//plsB//ybiY//pnp//dgcF//yehB//pyrG//dapA//skp//rhtC//hyaD//murJ//yjcE//dppD//accA//yhbX//dkgA//fklB//pflB//bcr//metR//mltD//cysW//recJ//tdcD//mrcB//ilvH//greA//ynhF//murA//mzrA//sspB//potG//flgE//plsX//yhcF//casC//tig//narJ//yrdA//tolC//eutK//oxc//yfaV//yddA//trmI//norV//fadI//pepN//ynjD//eutN//valS//marR//pppA//tamA//rcsF//eptB//fadD//hfq//glsA2//ada//dinG//yfjR//amiB//nfi//agaD//araD//pgaA//yqhD//yihI//glpX//rbsD//ytfT//lamB//msrQ//yieK//rplJ//hemC//wecB//yraN//nikE//kup//yqiG//yddA//hyfC//ascB//insK//rutF//rplX//pgaB//mocA//mdtN//treB//glpK//ycbU//chiP//hcp//cpdA//fepA//prc//bamA//ydiF//mreC//rnr//rssB//tus//yiaU//acrF//yjjG//lptB//ydcR//elaB//yceK//rpsP//ftsH//gudD//fhuB//kdpC//flgG//entB//bdm//prmB//yabI//yciH//fimI//fdhE//insI3//hybA//mngR//lpoA//hisS//adeD//rbsA//trmH//menE//nrfB//hycB//yojI//ackA//eco//galR//ribC//chaA//valS//pspD//yohC//kduD//yqeF//rpmC//ydeP//yciG//mrp//hprR//tsaB//relB//era//rseP//gntK//amiA//wzb//mepS//ybdO//chpS//creC//rnhB//perR//glrR//adiC//sapB//glnA//ddlA//yccX//melB//ymfA//bcsQ//tar//insK//nadE//mutS//hcaB//fliD//ldrB//chbA//plsB//pal//waaJ//yeaG//rhtB//envR//ibsE//gnd//yaaA//yfdG//tnaC//yrbG//narX//lsrD//hupB//uvrB//nikR//rlmN//thyA//torR//pyrG//ffh//cpxP//flgH//pheT//entH//ibsE//sppA//atpA//emrK//dcuR//crl//trpC//metG//rpoD//tatB//gatC//nrfG//holC//ybiH//hycH//ebgA//evgA//dam//ybdM//alsK//ascF//rpoE//rusA//insA-2//xseB//gapA//sbmA//flhD//yafO//yjhB//glvB//rhaR//mzrA//yraN//mdtK//elfA//bcsQ//rhaT//proA//pflA//bioD2//ariR//ybcQ//yggD//yiaN//ygbI//hrsA//higA//oppC//argO//ydcO//fryA//frwB//nfo//yfeW//sdaA//rpsO//dcd//ssuB//pdxB//insI-2//gnd//basR//aroB//alsA//lpxM//caiD//ybgQ//ptrA//atoB//ydfH//btuF//flgM//dacB//livF//rlmC//cas1//yfcA//dppF//melR//rbfA//ymfK//csgB//lysR//kdpE//ybiV//alsA//ugpB//fliK//cedA//yjhG//amiB//livH//sdiA//yqeF//focB//ydeP//pdeD//priB//queA//hyfR//yeaD//bglJ//phnG//mcrB//alsA//galS//ydeE//ybdM//znuB//yhjB//rrrD//narJ//dnaC//glgC//rlmC//cbrA//glgC//argA//csrA//yfhH//yihR//rhaR//parE//rhmD//glnB//gntT//alkB//mazG//lysU//hns//cmtA//gatC//lpxM//phoR//ghoT//fepB//insH-5//ygjK//ynfE//kduI//yqaE//uspF//wza//gpmM//ybiO//rnlA//fruK//ilvN//ttdA//cheW//dapD//wrbA//yhjB//murF//ldcC//tpiA//hupA//flgM//yfdC//uhpB//entA//ftsX//dgkA//coaA//ade//osmC//tatE//motA//rnr//priB//rpsR//agaR//cdgI//hda//polA//yahN//opgC//ydiR//rihB//hemN//lapB//xerC//opgH//tnaC//tauC//uxuB//bipA//fmt//xylB//btuB//moaB//galE//dnaC//ruvB//ykgM//yhdZ//cstA//glvC//bioD2//udp//livM//ghxQ//hpt//yihR//mcrB//ydaN//pstB//gsiD//sgrR//nuoH//araG//ycjQ//chbR//yfhH//ykfI//uacT//hisI//phnG//waaL//yebS//gstB//ampG//mqsA//ynjD//pth//araF//rayT//nuoE//glgP//proP//nrdG//yhjV//dusC//nudG//ubiD//ldtD//yjhB//gloC//tusB//talB//ftp//galT//ybhA//wza//cirA//exbB//csgG//ydhJ//citE//nimT//zapE//fimZ//murJ//ydiZ//nusG//abpB//yejA//fadJ//fruK//yghG//csdE//plsX//pckA//flgK//dapA//clpB//yiiD//mepA//cydB//ddlB//yqgB//cspA//recE//lysP//yafQ//actP//frlR//selU//prfC//yfdC//mreB//uvrD//tmk//sad//waaO//ybiV//yjaZ//insH-5//yqiI//mdoD//allB//yhaO//lysC//secD//tolC//ydeE//rplM//rho//pgk//mdtG//aspS//rutG//araA//yjbE//xseB//yjhC//sixA//yhcH//hemE//garD//lsrG//rpsE//pliG//puuB//rbbA//basR//ybjI//dpiA//adhE//yqcG//emrD//galK//aroH//yoaB//ydcP//uspB//rrrD//dmlA//mmuM//fhuD//tig//ulaF//cadB//yjcS//ssuC//sodB//ygfI//cmoA//waaA//purD//yjjQ//glyS//dnaB//feoA//rpsB//ykgO//ftsX//gcvH//frwD//rcnB//glcA//yphC//alkB//yhdZ//gmhB//rplN//iraM//glnK//chbC//ccmC//eco//rplO//yceO//hycA//actP//cueO//entB//yfbR//artI//ddlB//mlaF//cobS//narJ//arcC//arsC//hemC//gltS//yggW//paaD//ulaD//fmt//rhaA//secY//luxS//dsbB//psuT//ybhD//ycaN//sutR//map//mutM//sfmH//aqpZ//hemD//glxR//uxuR//narL//lldP//rpsO//menH//udp//rpsB//degP//ybhD//thiL//iscU//tatE//ftsE//proX//nlpE//glgP//zitB//nimR//matP//mtfA//yehZ//mngB//cysD//degQ//nuoM//malQ//ydfK//bioB//cdd//rsmH//menF//rutA//rimP//bhsA//rsuA//mlaC//zipA//uxuA//ortT//polA//malS//ynfK//smrA//fryB//rpsT//tehB//hemD//yeeO//pflA//phnP//puuC//dmlA//wcaB//cysA//flgJ//mdtI//arcA//mdtG//xylH//yhjX//grpE//ybdH//minE//speE//dgoT//ftsX//ascB//fepE//nanT//allB//ydcI//gspJ//yebS//roxA//ymfK//adiY//amyA//moaB//dps//nrfB//zapC//glnK//cmtA//prpR//bamA//rep//opgE//nfi//mngR//amiB//rbn//agaA//panF//rnpA//ispG//hyfR//yacG//feaB//yheT//uhpC//ldtD//ybjI//rlmH//waaL//cvpA//yehZ//codA//waaF//priC//dinD//nrdB//fdhF//caiE//hupB//mntH//sodA//emrE//xylA//ytfR//decR//rpsG//rraB//mdtM//ycjR//rclR//pckA//caiF//yfbU//fixB//sstT//manY//glsA1//sgbH//phoU//caiT//cysZ//pgaB//gadE//ybdZ//narZ//pyrF//flhD//yebQ//lolA//dps//yphB//appY//yphB//ydcT//rpmA//yojI//selA//yicJ//frlR//pdeK//recO//sdaB//grxD//rpsA//kduD//yijE//gmk//ccmG//rcnB//pyrF//frwD//clcA//yfcU//ilvE//mltF//ymdB//glgB//lolA//abpA//aroD//chbC//cysM//xylG//rnhB//mdtC//rsmA//gpr//uxuB//cysW//ygbI//atpE//rsmA//gapA//pdhR//gstB//potI//yfdR//nhaB//yhjG//treF//ybdH//tatD//skp//xisE//gsiC//rhsD//hybG//mtlA//ulaA//
GO_0044238_3	iscS//gdhA//prfA//nfuA//yibA//yfdK//cysC//gloA//yahN//ansB//sbcB//rsmI//mmuP//yqiI//dgt//ybhR//yagI//gutQ//tmk//iclR//aroL//ispF//yqhD//glnS//kduI//thiD//tatE//gnd//uidC//hycI//dgcT//narP//agp//cysD//pyrD//yebS//mazG//moaD//sgcC//aceK//yfiF//btuR//tqsA//rlmI//ushA//chiP//fumC//serC//yjiA//ykfM//ribE//ybiO//hofQ//pdeF//arnD//rng//yjjX//yfaL//srlE//artI//leuD//entE//sgcR//zipA//nadA//uvrY//hisA//hlyE//sstT//ybjX//baeR//umpH//srmB//lapB//ybiW//frlR//sdaC//ibpB//plsX//hybD//fruA//ygbL//yehY//wcaC//insI1//rplO//fixC//zapD//tas//pabA//paaB//ttdT//phr//lepB//selU//rpoH//aaeA//pinQ//rof//yahK//metK//dpiB//torA//recO//ygfI//hsdM//thiQ//yccS//mocA//dusB//surE//rlmM//aceB//rcnR//rhtB//zwf//purL//artP//rmuC//hofQ//hchA//kdsD//gatB//plaP//cynX//ppiA//trxA//yajD//sgbU//torZ//yfbU//syd//dosP//xylF//puuR//yqeA//gudP//pdxH//glnD//rapZ//glgB//glpT//gstB//lpxT//yghB//torI//lptC//trg//rlmC//hdfR//nagB//modA//pgpC//dmlR//aroK//rnpA//glnE//yidA//tamA//gsiC//chaA//thiH//rfaQ//psuT//narU//ybjX//satP//corA//htrE//mlaD//intA//mdtK//yeaV//iscS//astB//iap//xdhB//melA//hcaE//ulaF//frvB//yacG//gntR//tsgA//yehB//leuB//tsx//hscA//mlc//cvrA//priC//ybjG//rnt//ydiB//tolA//ybiX//cpxR//aas//dsbD//potH//yjjW//tatE//murE//pflA//ihfB//sfmD//rlmJ//cycA//glnA//cobC//ydiP//ffh//thiC//menC//ccmE//idnK//spy//xylA//yefM//mrdB//phnO//yghG//ytfQ//csrA//uxuA//idnK//cspG//hns//sdhD//yjbG//tusC//sufB//yiaT//zapC//elbB//nirC//abgB//yafO//clpX//zraS//glnA//lgt//upp//shoB//kbaZ//yaaU//glk//umuC//hpf//yegD//tktB//fdhD//hha//yjhB//nirD//nagB//rof//lapA//ygiW//yiiE//argH//setC//yigB//yfhH//rng//ynfK//mdlA//narV//ytfQ//galE//ddpX//ynfH//rsmH//wzyE//truD//narG//motA//rpsE//nfi//araG//malQ//fabI//sstT//trpB//ugpC//tig//bdcR//holE//nth//pheT//thrA//araF//hyaB//bamA//ccmD//ycaN//tcyP//zur//nanA//rhlE//panC//polB//tolR//yojI//yieE//hicB//eamB//recO//ybdM//xerD//yjjB//dhaR//nfo//hdfR//argA//cyaA//mtnN//dapD//pinQ//yoaB//lptD//yjhP//gpt//phoB//yjjQ//phnG//dhaK//rpsP//envZ//yciE//msbA//ptsH//rsmI//ndk//cspI//ydiP//wcaC//cbrA//yccX//ycaO//ygdG//glmS//insI-2//qseB//fucI//yfdO//serB//nuoE//kbp//ycfL//dapF//ybiI//udk//torI//adhP//dinG//yjaA//agaV//atpE//yebS//metQ//pyrL//araB//ybaQ//galM//chbR//ghxP//sapA//nanC//slyA//hyfA//ssuC//intZ//gatY//blc//lolD//yghW//mlaE//gsiD//nadC//hexR//rpnA//ftsZ//rzoD//flgE//hofQ//yodD//yggE//mtlR//ebgA//aceF//iscR//ccmA//rseP//rpoA//nemR//frr//uvrA//ttdT//folA//dsbB//creB//mrdA//glpX//proB//yegS//rdgB//araB//basS//rusA//minD//waaO//diaA//rlpA//adiA//bioC//xerC//carB//nagE//bamE//coaE//rpmJ//hsrA//guaA//etk//pdxA//xylR//atpD//aroE//pnuC//ydeP//waaS//nudB//rluC//yihQ//dsdC//phoU//rpsM//ftsN//kdpF//bioB//tusD//dadA//macA//btuB//hybC//idnT//proS//yjjX//aaeA//rfbX//rhtB//ung//pgaD//yqjI//rfaC//ibsB//ycbB//ydjM//rep//yggD//yagG//leuS//pnp//hicA//frvA//maeA//pliG//tdcC//tauA//gspJ//nrdF//ftsL//wzb//ibpB//patD//bamE//gatA//yjtD//ygaV//yijE//glnL//dosP//tamB//ygfZ//ydiV//dtpC//trpE//fruK//baeR//carA//cheR//ynaE//casB//yiiM//yhhY//ftsA//deoR//yfcQ//dnaN//pdeH//crcB//hypB//hcaC//fixB//yjjV//rplD//araB//gapA//secD//rplP//mltF//higA//hdhA//serC//bolA//ygfX//agaV//bcsA//glnD//secB//ypdF//moeB//mtlA//miaA//hisD//lldD//yieK//znuB//yaiW//tktB//poxB//tbpA//ligB//ynhG//aaeA//ydhJ//dsbB//yddG//ybdM//hofM//phoR//sucD//cmoA//phnG//ybbY//truD//yebC//clpA//oxc//ugpA//gnsB//idnK//pheP//mscS//glpC//yjaZ//rnpA//glgC//emrE//rplP//nepI//hflD//uidR//gyrB//yebS//ygeV//clpS//uxuB//yhhZ//idnT//ygaV//rsmJ//trkA//htpX//ygeR//sdhB//cdgI//serS//gmd//hda//lldD//frlB//yghO//iap//ynaI//uxaC//lyxK//lacZ//flgK//pfkB//fbp//fimH//gatC//ytfP//rplF//ssuD//yfeR//dhaR//gsiD//dinJ//mgtL//mdtC//rusA//fabB//ubiE//ompL//cdd//yecS//motA//ytfQ//bamA//yjbH//ldrA//ogt//yhhZ//lptF//yfcV//caiT//rimK//hdfR//tsx//sdiA//yihS//rhmR//emrY//folD//ynjD//cutA//hybC//yagG//cobS//pabA//dam//lapB//yqjH//tolR//mnmG//speD//opgE//gltL//hybD//dppD//lpp//dtpD//gudX//frdA//crfC//rseC//argC//wcaJ//endA//rfbD//fsr//leuS//intF//tdcD//msrB//ybiY//yehU//fepA//ftp//setC//rpsS//yiaA//acpP//yqhC//pepD//yfhH//caiB//hflK//pdxJ//bsmA//ydeI//sbmA//puuP//exbD//dsbB//ppsA//yidE//opgG//mcbR//nemA//yibF//symE//yegV//emrE//csrA//yhjB//manA//mtn//frwC//araD//betB//tufA//ggt//fdhD//yidL//nadA//alkA//gatZ//ydiO//thyA//ulaR//ydhC//glvC//nikD//ldtB//srlD//nrdF//glnD//lasT//amtB//guaA//lpxT//acrF//hscA//metR//gfcE//frmB//panD//dgoR//melB//rrrD//degQ//yiaO//yihO//lgoR//qseB//cnu//yajD//allB//napD//pinE//rsmD//rutE//nrdA//dhaR//rbsK//hcaR//rseB//ydaV//rhtA//melA//glnQ//ttdB//torS//ydiV//fis//ycbV//acrE//frc//rcnR//recR//rbfA//hybO//thiD//yigL//yheT//sspB//prlF//umuD//kbp//gcd//rnb//yjhG//dosP//argR//fliD//flgD//yfdC//fklB//yhaV//topAI//djlC//gntP//rpmC//aas//ybdN//thiM//asd//folA//yfdO//yahD//mscS//uxuB//galR//gadE//znuB//fadM//mdtB//dicA//artI//rnt//lpxL//yfeD//guaC//cnu//ygeV//atpG//pppA//glnQ//entH//fadH//yhjC//glnQ//ybdG//sgcE//mmuM//rbsR//potI//yjiX//fruA//sgrT//solA//xseA//ampH//rsmC//rimK//pgpC//yhbO//trkA//lexA//apt//yraK//sfmC//solA//hybO//eptB//proV//fdoI//rpsP//hcp//cpsB//zntA//trmB//mdtB//ftsL//rmf//phoQ//fadA//ybjI//rplK//yciE//tag//lldD//lysS//ssuB//ldrB//scpB//gloC//ycbX//mdtQ//bluF//tufA//srlE//livH//kup//garD//yfjR//prmB//ycdX//chiP//aroB//sstT//hyaC//mug//yraJ//ibsC//yqcC//xylR//malG//nuoN//wzzE//amyA//osmF//cysN//menD//ppiA//mntR//sfmF//hha//ampE//frdC//lptE//rssB//artI//flgJ//yhjG//wzyE//slyD//yrfG//nadB//suhB//deoA//lsrA//bfr//cysE//dmsC//nrdE//secE//yahN//miaA//ptsH//yehD//folA//fumB//yqgF//rplR//arsB//uvrA//hslU//dapB//dedD//bglJ//atpE//galP//yahO//mutL//clpB//ddlA//wzyE//cysA//trg//cyoA//wcaC//hscA//allR//emrD//lpoA//yieH//rhtA//thrA//yneL//recG//hscC//ygaH//nuoF//yahB//tyrA//cmoM//hflX//lapB//pyrC//idnK//yihL//murE//rsmF//hyaB//ygfX//ykgO//phoQ//fhuC//rclB//ackA//mreD//ansA//yoaB//glcE//xdhB//nfo//ftp//evgA//cobC//rpsA//alaA//cusR//msrP//appY//flhD//yajO//higB//flgD//entH//gsiB//ebgA//gpr//rseP//leuO//ygdG//purB//glvC//rimL//nudF//dpiB//pgsA//rpsK//entF//rplN//yahN//mutT//cusR//pinQ//gabP//chaC//torR//ybiA//trkA//selA//yigL//fur//ilvC//waaQ//ftsL//yjjU//hslR//glnK//yghG//mlaF//yciK//rsmE//ybjX//trg//yfaL//yacG//pyrL//garR//nuoN//holE//rpsP//sutR//ldrD//dctA//gdhA//groS//tatA//fadL//lptC//paaF//hisQ//macA//umuD//xseA//ybdG//ilvL//recO//aroD//gpmA//chaA//epmC//fadH//sgcX//speE//hrpA//cspA//tatA//ygeW//gph//gltK//thiE//sulA//glpT//galP//ldtD//sufB//gloB//cysW//ydeP//pbpC//efp//gldA//iaaA//fdnH//citX//araC//rbsA//yggN//mmuP//adk//lrp//cbtA//intQ//pitA//lysO//cysG//narQ//moaD//glrK//tsaD//cca//mltA//xylA//folE//hfq//glnB//hofC//elaB//hycH//ytfR//rhaR//lhr//flgG//ligB//yfcF//mgsA//relE//gabD//ygeW//crr//pflA//yajL//garP//fucK//rutB//ybhA//truA//aroA//proS//osmC//hypD//sufD//nhaB//setA//yjjQ//cho//fepD//ytfQ//agp//gatB//rspB//caiE//ybiI//thiC//yehW//pgl//tgt//potG//aslB//ydfK//treB//galR//mdtO//etk//ibsD//fumC//chbB//bcsQ//idnT//eco//ybjI//ybdZ//garP//alaA//pspA//mutY//dosP//mdtE//fetB//zupT//lysU//xisE//ihfB//ivy//glpK//ascG//deoD//rhlB//glmM//malI//prfC//sgrT//btuE//umpH//wecE//tar//phoU//ebgR//gppA//mdtF//nrdA//rpnC//kdsD//folE//panD//fkpB//agaC//cdsA//chbC//cdd//yfaU//ldhA//sdhB//appA//wzzE//yjhB//sugE//nuoF//zipA//yjjQ//intQ//pitB//cysN//mhpD//thrS//recX//acrR//folD//lgoT//gsiB//ydcI//ubiE//cobS//rhaA//otsB//aroP//yaiV//tas//ubiB//rluC//cueO//ykfM//potD//cspC//fryB//yfbV//evgS//yafC//yafQ//trpS//nanT//mioC//opgE//yfeX//yfhM//artM//barA//aaeA//cra//hypC//fdoH//ydcS//modA//rbsR//rnpA//entH//mnaT//thrC//yqaA//msrC//hemE//msrB//intS//rplI//fixB//ygeV//gudX//tsf//araG//mtr//ybiJ//nuoE//topA//soxS//nuoI//satP//msrP//hemA//gfcE//nadK//argC//hybG//rpoS//yahN//glyS//fabB//yiaA//flgG//ibsC//accB//ydbK//waaU//alsB//entC//gloB//panC//rplQ//mepS//panB//puuC//fabA//priB//yicJ//yfdO//ulaB//yphC//ybjD//rnc//serB//ubiX//bioB//mocA//murR//araE//feoC//dpiA//scpC//mnaT//znuA//sufA//ynfL//rbn//rutG//yecS//ybjC//qseC//yigB//elfD//tqsA//yiiE//puuR//gshB//yqgB//ycjW//ybeY//luxS//nusA//sodC//nlpI//mltA//uhpB//mlaF//yidQ//cbtA//yahI//rluE//nrfF//glsA1//purN//gcl//rpnB//rpsP//yqaE//ratA//
GO_0044242_5	cynS//grpE//yqeF//rpsM//sfmF//yieE//yqjI//yraI//tdcA//ebgA//hofO//ycgR//ykfI//abpA//pstB//gpmA//nimR//ygeW//gspJ//kefB//ybhF//ampH//
GO_0044247_6	bacA//hybB//xerC//serA//rapZ//
