#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rfaE//mdtM//setC//paaB//
GO_0022611_3	proW//iscX//sthA//gabT//kbaY//ygcO//
GO_0022613_4	araC//mnmG//hybO//yahF//pppA//glnA//mdoG//yfdK//ycbX//
GO_0022616_6	recB//truC//yfeD//
GO_0022618_6	dgoT//yidP//yghO//recD//nanA//nrfB//focB//nuoM//glgP//rutF//acpP//yrbG//norR//ybjD//rlmB//yedP//arnB//rsmJ//ilvH//miaA//yiiE//yadG//yieK//mnaT//
GO_0022898_5	bcr//mazG//coaE//pyrC//
GO_0022900_4	agaA//rbsA//ynbB//nuoG//ghoS//pdxJ//nrdI//araH//yfcU//etk//fliM//rdgC//yjcE//tdk//rluD//fumB//dgoT//yagF//dinJ//ygcW//fabH//iaaA//fabZ//ynfF//
GO_0022904_5	atpF//ycfS//fixC//intF//ynhF//waaO//cptB//btuB//treR//yjcS//dinD//paaC//sbmC//rsmE//mntR//flhD//tamB//yfdG//ribD//glgX//yjeI//
GO_0023014_4	relB//cobT//pbpC//gntP//fhuC//yiiE//ftsE//yoaA//yhcF//ubiI//galS//fliL//yfdS//pepN//hslU//mipA//yifB//ydjJ//yhcF//rapA//gppA//ymfA//fdoG//cyaY//ccmF//gntT//hyaC//nuoH//pflA//grpE//srlR//yihW//viaA//
GO_0023051_4	yejE//
GO_0023057_5	rodZ//
GO_0030001_7	cusR//ttdB//zinT//lplT//aroA//ygcO//tolA//purU//ycfH//ugd//elaB//bluF//kch//yaaY//emrE//yfdO//secA//rpsT//focB//ydiV//mltA//arnA//sanA//hda//osmY//yedL//hcaR//hybF//degS//ycjY//nusG//sstT//asmA//ybjC//mdtG//cas1//rpoS//trmD//sapF//sulA//fdoI//cheA//gabP//thiH//acnB//rutE//glcF//yiiM//flgB//iaaA//gspJ//patZ//def//ulaR//hicA//yihQ//ftsA//folX//phoQ//rpmA//ybbY//yadC//
GO_0030002_6	yhhT//
GO_0030003_6	ygcR//btuE//mdtG//mdtC//rpiA//ampG//crcB//ilvI//paaF//yneE//nupG//thiE//ygaH//hypE//rutD//fruK//rlmN//leuO//rsmG//ubiA//rlmN//cheW//frdA//mrr//chpB//nirD//fabR//intQ//hsrA//
GO_0030004_7	exuT//alkA//dsdC//yjeH//ridA//fepD//mltF//paaX//yhgF//ldhA//luxS//
GO_0030007_8	aldB//
GO_0030026_9	fliG//
GO_0030030_4	ymgC//hybF//fliT//ais//opgE//tsf//yjjU//bamB//bglB//pdxY//hypC//abpB//yhjX//pyrF//mngR//rplT//der//cynS//ispA//ygbI//yadI//lacI//fumA//galE//ygjR//yadC//moaD//yjbE//aroC//
GO_0030031_5	nuoB//feoB//zapB//ymgF//rlmH//yoaA//pyrD//lgoR//frvR//dnaQ//ykgO//setB//trxA//rimJ//mtr//yjaA//ftsB//sufC//frwD//gloC//mrdA//
GO_0030091_6	yiiM//cpsG//lrhA//mdtL//fryC//dps//rpmG//cyoA//dtpC//mscS//
GO_0030104_6	oxyR//minD//rtcR//entF//
GO_0030153_5	xapR//yihT//
GO_0030155_4	clpB//hyaA//
GO_0030162_7	lasT//trmB//pphB//truC//fryB//alsE//accA//
GO_0030163_5	cvpA//nrfD//ribA//nimR//
GO_0030174_9	chpS//pdeR//yghW//mukB//stpA//
GO_0030203_6	msrQ//pepD//artP//yihX//yphB//cydC//rsmH//ycjP//ffh//pyrC//eptB//thiL//fieF//ybaK//mhpD//yraK//erfK//cmtA//trmJ//lptE//secD//mog//sbcD//mrcB//ldtB//ibpB//uhpB//dcuA//pabB//thrL//sodB//yidR//elfC//ccmE//rhaT//nrfC//tufA//xapR//tatC//prc//rpoD//rbn//hinT//yjcO//rhoL//csgF//purN//dppC//ybaL//chbG//rbsA//ascB//yjiM//thiQ//yfcP//hokB//nirC//rarD//yqaA//rlmG//selA//marA//rsuA//
GO_0030243_8	rplP//tolQ//recO//
GO_0030244_9	rfaD//fruA//yfbU//
GO_0030258_5	pntB//nrdG//gnd//csdA//ulaG//yaiP//appY//rhaS//ygeV//gltP//rhmD//mdaB//ugpB//dmlA//yneE//pyrD//pgpB//mppA//ygbM//yfdS//ydiZ//phoR//nadK//rsmF//
GO_0030260_7	clcB//chpS//fadR//torA//gabD//envZ//rhaM//dcuC//
GO_0030261_8	galS//
GO_0030307_6	yehP//
GO_0030308_6	malZ//pyrL//hcaR//yjjV//ynfK//
GO_0030320_7	uspG//
GO_0030388_5	paaC//dinB//rlmL//
GO_0030389_6	bamB//
GO_0030392_7	yicJ//
GO_0030393_5	frlA//
GO_0030488_6	uvrC//yejE//dtpD//dacD//hprR//rsfS//ynfK//secM//yaaY//livM//yagU//bamA//metN//pspC//tgt//atpD//
GO_0030490_10	nfsB//gatY//lsrA//glnL//rhaT//
GO_0030497_7	alsE//pgrR//
GO_0030522_4	ybjD//
GO_0030541_4	gfcE//ygbI//
GO_0030573_6	adeQ//
GO_0030632_8	aroK//zapD//ubiD//rpmJ//
GO_0030641_8	ibsE//pykA//yjeI//xerD//glpD//parE//ycgV//yadN//yddM//accD//
GO_0030643_8	cpsG//
GO_0030808_7	recD//
GO_0030809_8	prs//
GO_0030920_9	rnd//
GO_0030961_9	ackA//
GO_0030978_7	treA//bcp//ribD//
GO_0030980_7	setB//uxaC//rpsE//
GO_0031106_7	fetA//
GO_0031118_8	gntT//sgrT//ybiI//acpH//ynfF//tnaA//clcA//
GO_0031119_8	metB//yjiX//gltI//rfbX//dapA//kdgR//
GO_0031123_8	hinT//rho//ulaF//tcyJ//cdd//
GO_0031124_9	ycgB//eutA//
GO_0031125_10	pdxJ//
GO_0031162_5	tolA//glnP//
GO_0031163_5	puuR//zntR//bamA//coaD//yebS//sufE//rluE//proX//glnK//rep//pgk//yciH//npr//gstA//yjiA//cbpM//yhjC//hflC//
GO_0031167_6	panB//guaB//hflK//feaB//hdhA//alpA//yhhT//melA//hemD//nlpE//hsrA//fsr//ybeY//acrZ//envZ//yqhC//ygdG//dcuD//galR//hisD//gatC//glnH//dacB//puuC//
GO_0031279_5	basS//
GO_0031280_6	dgcM//
GO_0031297_7	trmO//purD//
GO_0031323_5	trpC//hicB//argC//argE//epmC//gspJ//cadB//higA//seqA//uvrD//rcnB//clpB//yaiP//deoA//ygfX//alsE//deoD//bluF//pheT//melB//fruK//sdaC//srlE//yqjH//tamB//nudG//alaA//mioC//malS//cedA//erpA//ascG//metH//nikC//nuoF//trkA//cheB//yhgF//rimO//lsrA//ppiA//yfdC//cysW//rnhB//erpA//yhdW//ispU//bamC//phoQ//yjfP//nuoG//ung//xylH//ybaE//cmoM//idnT//potI//fabG//scpB//nuoB//yibA//ulaD//yjiY//wcaB//cysB//csiD//gpmM//ybgQ//nimT//atpC//prfB//purD//hypC//frlB//ymgF//lolB//cof//hprR//ybaT//narL//manZ//glcB//pgaC//tcdA//murE//gudX//lsrR//fabD//xisR//nanK//glpK//hiuH//gadA//queG//fecA//hyaA//puuA//fixA//acrD//hemC//yieL//basS//valS//kdgR//ppsA//yehA//nimR//mdoG//rpsO//nrdB//ppsR//yrbG//eno//asnS//rimJ//yjaA//yobF//ygfX//yejF//chbG//zapE//exuT//epd//yphD//acpT//araA//fdnG//gatY//hcaC//yeeY//rzpR//nhaA//glgB//rluA//rdgC//narL//cspB//yraJ//rlmG//fucP//holE//allD//dgcF//yiaU//thrS//ydjL//sapD//bdcA//trg//wzyE//umuD//hyfC//rfe//hemH//copA//htrE//dgoD//fdhF//dsdC//nagK//bglH//znuB//appY//opgC//miaA//yraK//cspA//accD//ygfX//dgcQ//yebS//glpB//ibaG//yfaV//ybfA//wzc//nrdF//glgC//xanQ//tcyL//yggN//oppF//lexA//ruvB//ompG//dgcZ//sapF//hofQ//yjcO//ybfA//glpA//yajO//tcyJ//pstS//panE//ttdR//ybaM//wecC//yejF//truA//cbl//tatE//mhpT//ydcO//chbC//fepE//rarD//valS//kdpB//ttdA//lolD//hcaB//insA-1//ppx//potF//rplP//proX//tcyN//cysS//psuG//yeiL//tpiA//uxuR//ychO//flgF//dnaK//folD//clcA//hdeD//zntA//livF//focA//yggN//oppA//ybiV//fdhE//valS//rhmD//fdrA//waaA//mglB//epd//menH//symE//ybiJ//opgH//codB//ampE//bioH//eptC//cvrA//ettA//sdaA//torR//recQ//ybeY//yqhC//ygeW//cheY//rplQ//ligA//bamA//rpsI//prmC//rhtC//ybaK//nanA//gcvH//cysM//xylA//endA//pdeR//sugE//yagG//uxuA//yccX//uspF//cysE//rfbC//rlmE//araC//nuoE//sdiA//ygfZ//rssB//rna//mazG//rlmN//tpiA//aqpZ//proV//paaC//ecpR//hofQ//gcvP//yjjW//yegV//fliT//appY//hypD//metG//ydiV//fmt//ychF//alaE//rpoH//ghoT//galU//yafC//radD//opgE//rpmH//metH//yidL//srlE//yajR//yjiQ//yhfS//waaL//dhaM//bamB//ffh//dpiA//mhpA//bioD2//rlmJ//dgoT//cecR//sohB//hcp//alsA//endA//galE//glgS//gcvH//secG//pyrE//yhbS//tar//alaE//potC//nemR//pnp//msrB//aroD//
GO_0031324_6	cbl//glmS//amiC//yggW//yejB//tpiA//rstB//hlyE//lepB//slyA//cysZ//brnQ//rihC//ubiG//bipA//potG//relA//bioC//aphA//yhaC//recD//rpmG//wecA//holC//ldcC//patZ//lrp//nirC//csgG//hcp//mepM//radA//topA//bglB//waaU//yhjC//flhA//srlA//yjcE//rplB//fis//yqjH//tqsA//panD//ydeO//ybiX//glcD//yahI//abpB//lapB//aceB//frdB//arnT//ldtE//cspE//treB//clpS//frsA//dpiB//torD//gabD//ydaV//ydiB//prs//dapD//trmL//ccmF//rlmM//waaL//ftsB//argI//livF//tdcB//serS//ssuE//gldA//hybE//nagD//wecE//pliG//rzpR//mdtP//nirB//aceB//moaE//dtpC//casD//rpsQ//metN//yjiQ//trpS//dnaB//sad//rnt//torA//nirB//acrZ//mioC//cmk//sdhA//mreB//mreC//secD//kduI//fruK//tas//ppsR//fecB//tauB//garP//znuA//waaB//dpiA//cueO//emrD//mnmA//deoA//sfsB//mliC//galE//pepB//ymfA//garP//xapR//nrdG//fabB//hxpB//decR//fucP//tsaD//gadB//
GO_0031325_6	trpC//rbsD//cheY//fabG//glnK//cspA//yiaN//eco//lpxD//rpsP//rusA//dppF//lpp//glyA//ogrK//ftsA//sdhE//kbaY//tyrA//deoD//yfeO//ilvN//yqjI//rimP//sucB//trmJ//ybiW//rplO//ycbU//minD//ghrB//cheB//acnA//hisB//sufS//fimI//tehA//tar//tsaD//bioD2//hexR//entB//fryB//aqpZ//yjaA//rpmA//rsmD//yajL//fdrA//purC//rbfA//ccmC//atpC//rimO//ubiF//minD//ykgO//sgbH//rutD//nikB//allB//priB//thiH//etp//paaB//yifB//ilvH//nudF//yibH//entH//eptA//hofM//yggE//dsbC//cspC//mscS//ykgM//secG//metG//yqaA//gatY//tsgA//evgS//rlmE//rplI//mcrB//serC//lpxT//proV//rimP//ispH//
GO_0031326_6	pabA//chbC//yegT//crfC//satP//afuB//oppD//lysC//dinG//amiC//deoR//ygbL//kdsB//nanA//glrR//gcvR//ydeP//wrbA//nirD//sufD//envZ//dcp//talB//fruA//yagI//gltP//prmA//nrfC//oppF//rpoS//sspA//yrdA//setB//uvrB//insH-5//yifB//panF//frdC//aroP//yidA//ibpB//ugpB//rlmC//amiB//azoR//rpsJ//yehU//ybjC//metC//treF//yeeY//tonB//paaD//gudX//yfaV//fdx//nanE//garD//speE//yieL//ribD//lptB//lipA//nadC//ybdM//cysC//serB//ribC//sodB//radA//flhD//yhcD//ybjL//yedL//rplR//lplT//nupX//perR//ssuB//dgcQ//treA//dgcM//ygbL//gabD//truD//mreB//hemG//yaaU//tsaB//dld//glpT//rspB//ybaT//sxy//rhaR//pmbA//cdsA//yodD//tap//trmA//astC//gsiC//yciK//rplS//cusS//yoaA//torC//glcE//gyrB//lolA//ytfQ//yhgF//yhhZ//rffH//csdA//manA//bioH//serB//rlmC//mrp//lsrA//rpmB//aroL//katE//luxS//fbp//bdcR//rfe//yibH//insI1//eamB//fdnG//dacC//prpR//ybeF//rcnR//mlaC//iscU//bioC//yijO//uxuA//asd//ymjB//nfi//gatZ//fes//yneE//bioD2//mdtL//ribE//rseC//potC//yhaV//dnaJ//sxy//hprS//uxuR//udk//mepH//ushA//ygbL//arcA//fecB//yfcF//yqjA//ynbC//malY//zitB//gabP//ydfK//rpnC//phoQ//yhjG//pheT//ubiD//rapZ//xerC//ecpR//yceD//yoeB//nupG//cmoA//yjbE//hemH//ycaN//thiI//cobC//menD//ynfF//yidD//galF//ubiD//ycjY//holB//frlA//polA//lspA//cydB//gatD//yggP//elfA//frmR//ppsA//puuP//yjiA//caiD//lgoR//yccS//fabG//cysA//ynfL//hybB//lnt//arfA//pgl//rplN//gntK//ulaE//trg//rhaR//pncB//gshA//dgcM//yfeR//yhjC//menD//tbpA//pdxK//argE//dinQ//prpB//ibpB//aroP//fabD//yggE//lpxH//prc//nanA//mtn//casA//ldhA//ygfX//glpX//ffh//solA//phnM//fabH//lsrA//pstS//yqiJ//ybcC//uxaC//cnu//fruB//recQ//rlmL//pgpB//aphA//mepH//lptD//ftsA//hybO//yggE//yjjU//hisI//fliZ//yihW//iscU//ybaE//eamB//cynS//eutB//caiB//rlmI//hinT//nadC//flgC//yegS//ybjG//yahO//csgB//sufA//arcB//clpP//trg//csdA//rrrQ//pabA//ldtA//galU//gppA//cbeA//chbR//yehB//hofP//yaaY//trpR//cdsA//hflC//rlpA//sutR//nrdA//astB//modA//cra//sapF//tatE//ycjD//nlpA//ybaM//yjaZ//treB//ydeT//
GO_0031327_7	fabG//appY//msbA//narU//atoB//yqeA//nikB//kdsD//yejE//rpsJ//fumB//glnQ//nrdD//ppsA//ebgA//nuoN//rfaD//csrA//uspE//glmU//ynfE//ulaB//lhr//hybO//gppA//ygiS//ubiI//yejF//yafO//fcl//ydcZ//menD//uhpC//iaaA//ettA//rfaH//ubiD//ycgR//htpX//entD//aroP//csgE//exoX//wecB//marA//lolC//yedP//chaC//mdlB//ebgR//pykA//ldcA//glk//fliM//yfhH//pfkA//greA//eco//hemL//intQ//mtlA//dicA//cas1//eutB//lgoT//dauA//cueR//ynbB//ileS//rpsA//idnO//mdtC//glgC//yiiD//hflC//tolR//yqiH//scpC//mtfA//yefM//alsA//yneJ//hypE//glnA//proB//ldcA//yfeO//xylH//insB-2//rhsD//ubiD//murQ//ndh//rimK//rnlA//mrdB//yadN//yajL//dhaK//clpA//gfcE//qseC//rlmN//recG//garL//yadV//fcl//cspD//torS//ssuC//ygaV//rraA//bglA//bsmA//rcsD//rppH//cecR//ssuD//ubiG//pitB//trpD//
GO_0031328_7	ybhF//tynA//higB//ychO//wbbK//cutC//rnt//evgA//cspE//pcm//oppC//rhmD//flgG//rbsR//rsmB//yphC//treR//grxD//purT//yehC//ffh//yfeW//frlB//hypE//fryB//accD//yejA//yccA//dppA//sodA//yhiM//epmC//frmR//kdsB//rimP//betT//lplA//gpsA//ybcQ//acnA//rsuA//parE//gspJ//rpiA//osmY//torA//tdcD//sgcA//bioH//mepS//truB//elaA//sufE//yhcF//hypE//yeiG//panD//serS//uxaB//ytfR//pflA//yijE//ribE//pspC//mdtA//atpH//ygbM//epd//pepA//prkB//btuF//rsmI//ychH//apt//rbsD//hybB//ribF//evgS//ydcS//yciT//uhpC//
GO_0031329_6	tolR//ftnB//mtfA//ruvA//rtcB//fadJ//gmhB//yebS//yjaZ//
GO_0031330_7	ssuE//
GO_0031331_7	cyoE//luxS//
GO_0031333_6	fimF//wzyE//groL//dcuS//alsB//ampD//yfgI//appY//murA//ampE//
GO_0031334_6	exbB//endA//mntS//tdcD//katG//arcB//pyrB//ycjU//trpD//yobA//galF//
GO_0031341_4	lysO//
GO_0031342_5	cadC//
GO_0031344_6	glcB//crfC//ypdF//ycjR//yajO//
GO_0031345_7	hslJ//fklB//
GO_0031346_7	nfuA//mdtC//rnlB//
GO_0031365_7	menC//dinQ//phnC//phnM//rhaT//rlmN//luxS//
GO_0031399_7	macA//flhC//csgD//
GO_0031400_8	trmL//
GO_0031401_8	treF//sugE//
GO_0031437_8	hslU//
GO_0031439_9	sbcC//
GO_0031455_5	tpiA//bssS//
GO_0031456_6	yahD//rbsD//
GO_0031460_7	purC//cutA//sspA//cutC//mog//yabI//pabB//psuG//yjhB//yacG//era//hisI//
GO_0031506_7	yihW//
GO_0031554_7	yggW//holA//ilvC//fadI//sfsA//bcr//ycfJ//flgK//uhpT//ygbM//radD//creC//guaB//cynT//yheT//znuC//copA//baeR//lptC//miaB//
GO_0031555_8	preA//gltL//pppA//sthA//ybeQ//pstS//
GO_0031556_9	argK//cysP//
GO_0031564_8	yehY//mtgA//ybhJ//birA//macA//gadE//ycgB//ydcR//yjcS//ybiO//flgA//mukB//lgoD//
GO_0031589_4	yqjI//phoE//fdrA//allD//glnK//tdcR//nrdH//metB//lrp//pyrB//zitB//pgsA//phnP//glpR//fimC//
GO_0031638_7	ubiI//
GO_0031640_3	lptG//ybbY//entB//rraB//yjiR//
GO_0031647_4	arnE//rpmH//crcB//uidC//obgE//hyfR//waaY//
GO_0031648_5	evgA//
GO_0031667_5	yhjR//cpdA//fecD//ldrB//purC//yceD//ynfH//nanK//ybhA//rutD//cobB//yraK//hcaD//greB//yggF//glcB//patA//frwB//casA//cobU//shoB//rsmC//ycbV//galK//bioC//speG//ispF//yobF//mglB//srlR//yqiH//ssuC//prfA//emrD//mepS//entB//casD//ascG//paaJ//rimP//ilvM//
GO_0031668_4	pfkB//rplP//ccmA//ugpC//topAI//csgA//yceO//xylA//ygfZ//phnC//chbC//fadL//cutA//rlmN//ycjW//araH//yceD//ackA//norW//yfbS//yagG//metK//rhaT//mdoG//entB//lgt//ycdX//fhuC//glgX//thrS//waaC//ydhJ//guaC//mdtK//trpS//dicB//hybF//metH//bolA//murR//malK//cadB//nrdG//yahO//yadK//yafQ//atoS//rimL//frdB//torR//pyrB//araG//murP//
GO_0031669_5	gntR//afuB//lptB//livH//fdnI//fimG//ada//ybiO//frwB//yfcV//cheW//waaZ//nuoM//ampG//hslJ//erfK//intF//hpt//yebG//ycbX//yieK//torI//ybiV//ldcC//ykgA//lrp//atpH//rnt//ydaV//yoeE//fpr//
GO_0031670_5	ghoT//msrB//mprA//
GO_0032025_6	ymgF//dnaB//
GO_0032026_6	yhjG//iscX//galS//
GO_0032048_8	mpaA//paaB//sgcC//
GO_0032049_8	hldE//nagC//ycfS//
GO_0032055_6	mngR//
GO_0032069_6	arnD//hemA//cyoA//pfkB//nrfA//
GO_0032074_7	flgE//yjfP//mrcB//ampG//accD//
GO_0032091_6	fumC//
GO_0032147_9	yfdC//
GO_0032150_8	ychO//
GO_0032185_6	yraN//
GO_0032194_8	nikE//
GO_0032196_3	glcE//ydgA//dacB//hdeA//ydjJ//modC//ogt//leuC//tsaC//pdxK//greB//tatB//rpsP//
GO_0032238_6	gudD//
GO_0032259_3	bamE//xerC//hycI//pdxH//uidR//glnP//caiB//ydfH//fadA//dnaK//fabH//cbtA//clsA//hda//ampE//rclB//paaZ//idnO//ykgA//bioB//yhhT//dsdX//gntR//lgt//lgt//marR//pstS//amiC//bioH//lsrC//ybhS//lsrC//mdh//citC//yafC//nrdA//yqcC//eptB//ygiN//fepA//ynfE//ligB//hemA//mltD//ypdA//appY//yceD//phnC//deoR//yhhT//ybaT//dinG//ykgM//lplA//stpA//ygiB//fieF//
GO_0032261_6	rsfS//nudC//hpf//
GO_0032262_6	alkA//
GO_0032263_7	pgaB//mrr//
GO_0032264_7	ydfG//rhoL//
GO_0032265_7	pdxH//
GO_0032268_6	yhjB//gdhA//yeeO//frwB//citT//tdcC//hflK//fliM//rplS//yejB//pyrF//yohC//narX//uidR//glnE//entH//rfaQ//yojI//mdlA//prpB//ymfK//cspB//yghO//hdeB//gadC//nsrR//uvrC//mdaB//csiR//tsaD//glxR//yiaT//metL//puuB//cdsA//yiaB//rplN//clcA//yejE//gadC//ccmG//lsrG//ravA//adiC//gcvA//prs//
GO_0032269_7	msrP//rpsI//yehT//afuC//ymdB//miaB//rplS//xapR//ubiH//yagJ//tehA//yccS//rffH//dgcT//speE//sdaB//speG//arsC//rfbD//ypdF//uhpT//aldA//yefM//yghW//rnd//ligB//elaB//zraR//
GO_0032270_7	cstA//ydhJ//ygbI//selB//aes//yidD//rplD//atoB//yadG//yhjR//
GO_0032271_6	ybcQ//fepB//
GO_0032272_7	satP//dxs//
GO_0032297_10	glpT//thiD//wcaJ//
GO_0032298_10	ybhP//oppF//
GO_0032324_6	xisR//lit//putA//
GO_0032328_7	rlmG//panC//
GO_0032329_7	ybhP//alsE//bipA//rpmE//
GO_0032359_7	yhhT//paoC//rutD//
GO_0032386_6	rutB//rsmB//
GO_0032392_7	yehP//rhmR//guaB//rraB//lpxP//flgB//clpX//rssB//arnE//lysU//yggN//marR//kdsC//
GO_0032409_4	rpoA//yqjA//cadB//allC//
GO_0032410_5	yajD//
GO_0032411_5	asnB//djlC//
GO_0032412_6	dcuC//serC//pykF//yeeA//
GO_0032413_6	lpxH//
GO_0032414_6	recB//ybdG//
GO_0032445_10	yajQ//metF//nrdH//tmk//rsmF//
GO_0032459_6	rnd//
GO_0032462_7	prfB//
GO_0032465_6	bioC//fsr//hdeB//ytfQ//yfiR//
GO_0032466_7	sfsA//pyrH//
GO_0032467_7	lgoT//
GO_0032506_4	ugd//ratA//ispH//gpsA//tamA//lgoR//alsE//gdhA//ompA//abpA//lsrC//
GO_0032508_8	emrE//ycfJ//malE//ydiZ//cecR//sgbE//ybhJ//flhA//nfo//rapA//livG//tdcA//lapB//
GO_0032535_4	ttdA//atpB//sugE//qseC//tdcD//
GO_0032774_6	rfbD//acrE//moaB//rsmI//ilvD//kdsD//hyaD//msrP//flgE//paoC//acrA//recR//cdsA//pitB//coaE//mrdB//fucK//oxyR//prpD//trxA//galF//nlpD//fdrA//cfa//uspB//eutN//pnuC//deoA//bolA//uacT//ubiA//yajO//rplD//eutD//glvB//glpX//flgA//nuoI//mdtC//osmF//yfcG//mntP//entF//lldP//cysC//qseB//rlmL//napB//torA//yfaU//preA//hisQ//mhpC//fruB//oxyR//puuD//cdsA//nlpE//cdh//acpH//mtnN//yihS//yagJ//yfhH//pitB//proX//mglB//yggP//garP//rpmE//srlD//elfD//csdE//hybO//accC//tdcG//glvC//leuO//phnC//dnaE//rimO//yjeI//pepA//coaA//gabT//yaaU//yaaY//skp//cysA//modA//phnN//bluR//dsbD//betB//polB//yfaV//agaD//rsmC//coaD//deoC//rpsI//torR//nrdD//xylG//yadI//ugpC//pgk//yibT//dtpA//kdpD//ftsK//ascG//borD//hfq//nadD//trmA//yqeG//yhjG//btuF//atpA//uspC//lpxB//ycdX//ydbD//gltB//entD//rseB//rraB//trmH//
GO_0032775_6	endA//nupC//dppF//
GO_0032776_6	yieK//
GO_0032780_7	agaD//hmp//
GO_0032781_7	gntU//menD//osmF//
GO_0032784_8	ulaD//secY//
GO_0032787_7	sulA//hprS//lpxB//ybjG//xisR//sapC//yejB//ldrD//rluE//caiB//folP//nimR//cysS//lnt//ftnB//mdtM//cydA//dcuD//trpA//thrA//deaD//ompG//pnp//lptF//sdhC//uof//agaV//fieF//yqiI//degQ//ybaK//rtcR//moeA//livG//ftp//recE//glpK//cysC//gutQ//matP//mscK//rihB//tldD//nlpA//rpmE//mntH//livK//tbpA//folE//hyfA//murI//rlmN//ubiF//livF//sufE//yiaF//ahr//alaA//rfaE//waaJ//gatA//yhbO//malI//deoD//glpF//hpt//waaO//lsrA//rclB//dnaC//cho//yhgH//yhbO//yggW//higA//nanT//glcC//livF//mutH//pheM//yqeA//rplP//uspF//ydfD//rfaQ//accB//yfjV//nrfG//pbpG//lpoA//osmY//hpf//seqA//phnO//cpsB//lysA//rph//ygdG//frlB//ugpA//cusA//trmD//glpA//mtfA//rpmJ//fiu//caiD//envC//yebC//rimO//gloB//ymfK//cho//solA//deoR//yraR//ynjA//pagP//fruB//yjtD//appC//secA//trpC//hsrA//yqjA//ycjW//livM//malY//yqaB//rpoS//yfaX//ygcO//garR//trmH//yidA//secE//citE//dacB//ldtC//parE//cspD//tyrB//ybcJ//rhaM//lgoD//argF//cbrA//ynfH//kdsD//recE//mdtC//mrcA//mrcB//csgB//tufB//arcA//hofQ//kup//greB//yhbS//cyoD//murA//mppA//yciK//wzyE//puuC//aceK//alsE//mipA//lpoB//pth//torS//bioD2//tdcE//yqhC//cutA//yiaA//ispA//holA//ansA//fepD//yidZ//csdA//ycaN//lpd//ygbN//ribF//entS//umuC//rffG//decR//hpf//agaC//tusE//mdh//bluR//nudC//uxaB//efp//aroP//xapA//gcvH//asmA//
GO_0032790_6	nlpD//dacA//
GO_0032879_4	cynT//dcyD//ytfR//dps//fis//abgA//metF//pdxK//lpxH//fimC//nanS//gudP//tldD//yjhH//ybaO//arnT//agaB//rlmB//tcyL//fadJ//sgrR//oppB//uhpC//pdeD//cheR//glnL//mrcA//melA//
GO_0032880_5	alpA//moaB//hslU//
GO_0032881_6	yadV//ydfD//guaB//hybB//
GO_0032885_7	gatC//xylR//leuD//
GO_0032940_3	ytfR//ybcF//mdfA//gfcE//hofO//gcvR//ldtA//
GO_0032950_7	torR//
GO_0032951_8	ftnA//
GO_0032954_7	deoR//ispB//rpmE//
GO_0032955_6	bdcR//sucB//cynX//
GO_0032973_7	sodB//mntS//pyrG//borD//yeeA//
GO_0032978_7	ydeP//pstC//bsmA//modA//
GO_0032984_5	ubiB//yaaJ//ymfK//fliG//lapA//dinG//purN//helD//tcyL//
GO_0032988_6	fliT//wza//
GO_0032989_4	fucI//
GO_0033013_5	sodC//lrhA//pheT//ybaQ//gsiD//ydgA//pyrL//torC//lrp//lpcA//thiH//idnO//pyrE//treF//argH//asd//acrA//minE//dinQ//ybiJ//minE//
GO_0033014_6	yrfG//nadE//yfgJ//mutS//betT//ygfZ//xylG//adeD//rbfA//csrA//gapA//glnL//iap//dkgA//yqeG//yadM//cdaR//tbpA//agaR//sgbE//agaR//
GO_0033036_3	betA//viaA//ybaO//tdcD//recB//aroF//ybiS//lysR//fkpB//ccmG//ompL//alkA//ibpA//btuC//secE//yecS//cysP//cobC//fadJ//mdfA//yigB//msrA//yoeB//ridA//yjfF//moaD//ghxQ//sufA//rsmG//glmU//ibsE//phnN//gadA//dppF//paaJ//lolE//flgI//fdoI//yeiL//yihW//dpiB//murE//elaA//pgaA//ybdO//rpmH//rfe//mlaC//yeeY//
GO_0033043_6	lacY//ssuA//argR//marA//rpsB//
GO_0033044_7	arnA//
GO_0033051_5	yddL//
GO_0033120_8	etp//
GO_0033157_7	adeP//yiaF//
GO_0033194_5	ydcI//rfaC//mlaF//mrdA//
GO_0033195_5	pstB//
GO_0033212_10	tmk//frc//pheP//recR//ynaI//
GO_0033214_11	leuB//afuC//
GO_0033228_8	lysC//lpxL//alkB//dcuR//
GO_0033238_6	actP//nth//lipA//ahpC//
GO_0033240_7	dinB//
GO_0033317_7	scpB//frsA//casB//exoX//
GO_0033319_5	acrD//
GO_0033320_6	rlmH//
GO_0033345_8	acs//
GO_0033353_5	yjiM//
GO_0033359_7	ais//yagE//
GO_0033365_6	fhuF//
GO_0033383_6	lolA//
GO_0033384_6	nrdD//
GO_0033388_7	entC//
GO_0033477_5	lgoT//
GO_0033499_8	gpp//ibsB//ibsA//smrA//ldtD//phnN//sbcD//
GO_0033517_5	ruvB//
GO_0033518_6	lysP//
GO_0033526_7	coaA//ddlB//ulaB//pykF//
GO_0033539_7	mrcB//adiY//pdxY//
GO_0033542_7	ibsA//fumB//
GO_0033543_8	phr//
