#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	paaG//hyaB//relB//galS//
GO_0032775_6	chaC//bipA//gpmM//
GO_0032776_6	galR//
GO_0032780_7	ybgQ//lysR//
GO_0032781_7	arfA//lldD//leuC//
GO_0032784_8	yciK//galK//
GO_0032787_7	ppx//aspC//yfdR//fepA//tusD//dcuB//umpG//dosP//cspA//miaB//torY//ccmG//sodB//birA//feoC//cynS//frdB//yajR//ldrA//chbC//ygbI//fimF//rbsK//nanR//xylA//ugpA//umpH//tqsA//orn//ibsC//yggD//thrA//relE//rplL//rsmF//ymgC//blr//idi//lgt//nhaA//qorA//mtlA//gpr//lexA//prmA//yefM//yggT//lpxB//hiuH//xylG//mntP//flgE//proS//fecC//hrpA//fepG//patD//yjiM//rpnB//dppB//frsA//rfaE//spoT//cobU//yagU//hemD//cobB//nfsB//zapC//dhaM//flgF//thiG//ccmD//insB-2//dhaK//pyrG//yghG//mntP//npr//tcyJ//ruvA//csdE//ttcA//glnP//ansB//stpA//malP//agaV//cadB//dppF//dacB//fhuB//glpG//ruvA//galU//elfG//malY//frmA//topA//gshB//priC//aroA//ydcI//yggP//htrE//lptA//ybiY//ydcZ//rpoA//cyoE//flgF//xanP//bglB//lexA//fucO//ybcJ//yddG//caiE//rlmE//cyoE//corA//mdoG//nagE//oxyR//fadE//yjaA//hfq//etk//ldtE//paaK//glrR//mipA//ftsZ//gmhB//arcA//uraA//ybhI//epd//insK//copA//yidP//ydiZ//rutD//mscS//ilvH//livM//lysS//rpoD//hyi//ybiV//sdhD//thiG//degS//yqgF//nmpC//skp//yeaD//ybbW//yidE//rspB//tas//thiH//deaD//dpiB//gntP//kbaY//lptE//hdeD//yccA//cvrA//yjjQ//yfiF//deoD//pyrG//ompF//lgoT//bdcR//rpsI//glmM//cyoC//cspI//barA//fucO//map//lptG//hda//sdhB//treC//treB//aer//ppsA//rtcR//hdeB//rluF//yodD//glnA//yhdZ//hyfA//cyoB//thrA//srlA//hybO//secG//
GO_0032790_6	miaA//yfeW//
GO_0032879_4	nlpD//insH-6//waaQ//basR//fdhF//ydjM//ytfP//xylB//cmk//yedA//uraA//ibpB//ompL//cspG//tusB//nfi//fetB//frmB//slt//ybaT//citE//pepT//xanQ//mnmE//gltK//rfaE//ddpX//fur//
GO_0032880_5	waaY//cusF//ydjJ//
GO_0032881_6	alkB//yfcR//nemA//yidK//
GO_0032885_7	psuG//proQ//proX//
GO_0032940_3	aroP//yihL//hemA//abgA//pdxA//hscB//ccmF//
GO_0032950_7	xseA//
GO_0032951_8	htpX//
GO_0032954_7	gyrA//infB//lpxP//
GO_0032955_6	priA//symE//selA//
GO_0032973_7	mglA//chaC//mepA//ybiW//feaR//
GO_0032978_7	gltK//crl//tehA//nudG//
GO_0032984_5	ydiQ//iscX//hisG//rpsK//intF//potG//xthA//kefF//mcbR//
GO_0032988_6	emrD//astB//
GO_0032989_4	nrfA//
GO_0033013_5	rpnA//opgE//rihB//nikA//torD//proX//mhpT//yjeH//arcB//adeP//mepS//crcB//mdtE//puuP//ftsH//nadD//rpsJ//yejA//menA//lsrD//cspA//
GO_0033014_6	prpB//rihA//trmA//pheP//patD//gspJ//yjiQ//srkA//hdhA//argP//rplN//ybaO//leuC//yqhD//insB-2//macB//tdcG//tbpA//ilvN//speG//yidZ//
GO_0033036_3	ung//uxaC//matP//exbD//metN//srlD//arfB//hofM//torC//glcE//cysZ//glnK//rutF//fepE//eptA//trmA//tdcG//rplQ//speE//murQ//fliD//entE//pgpA//cobB//mepH//yidQ//clcB//livH//truC//clpP//phoR//sgcB//bluR//alaC//ybcC//clpA//glxR//rffH//chbG//acpP//cpxP//psuT//ypdI//polB//fepD//ivbL//btuC//mntR//sbp//
GO_0033043_6	rpsD//uxuR//nfuA//casB//xisR//
GO_0033044_7	paaA//
GO_0033051_5	rpsL//
GO_0033120_8	yhiM//
GO_0033157_7	pgaD//insI3//
GO_0033194_5	cysM//rsgA//lepB//fepB//
GO_0033195_5	hycB//
GO_0033212_10	recR//zapC//gcvT//glnA//yqcG//
GO_0033214_11	araE//ybfE//
GO_0033228_8	copA//tsaC//fadH//melA//
GO_0033238_6	gcvR//ubiX//srlA//hdeA//
GO_0033240_7	dgcQ//
GO_0033317_7	dosP//tonB//ycbU//ubiE//
GO_0033319_5	pgm//
GO_0033320_6	hofQ//
GO_0033345_8	thiC//
GO_0033353_5	argR//
GO_0033359_7	hokB//mgtL//
GO_0033365_6	rof//
GO_0033383_6	uxaC//
GO_0033384_6	rbsD//
GO_0033388_7	yhbO//
GO_0033477_5	zapB//
GO_0033499_8	ybhG//dxr//caiB//insB-2//dnaN//insE-1//yggP//
GO_0033517_5	ravA//
GO_0033518_6	hofO//
GO_0033526_7	yhgH//mhpR//ldtB//fecB//
GO_0033539_7	gadB//sad//mdtD//
GO_0033542_7	sspA//pinQ//
GO_0033543_8	ilvE//
GO_0033554_4	mazG//spoT//cpxR//nfuA//norV//raiA//rrrD//mgtL//ggt//mug//insH-5//yqcG//rplW//caiD//msrB//bsmA//glcD//ydiR//torS//cdsA//hcaF//phoU//yehY//ccmA//ybhI//dgcJ//tap//alkA//nuoL//cheB//marA//ibsC//yafO//pgpA//fes//cyoD//hisD//deoA//rtcB//trmI//atpC//ruvB//prmA//lsrK//waaA//tap//cstA//kdgT//ymfK//uvrY//yohC//xylE//chbA//maoP//trmO//pdxK//fliS//cbpM//uvrY//prpC//menE//rhaB//truB//rplT//fumA//ypdA//yraK//mtlR//uidA//gpr//cmk//ppx//copA//rplK//baeR//mraY//exoX//wbbK//ybhA//mmuP//srlE//galU//surA//seqA//xseB//clpS//ccmF//yphC//ybdM//cyoB//srlR//rhaT//ygcO//ppk//yciT//ahpC//flgH//pnuC//acrB//alkA//metL//chbG//fdnI//cmoM//yicJ//btuD//bisC//lrp//trkG//proX//tsr//agaA//yjcE//mtlD//yajQ//yihL//ilvA//csdE//yddG//iscU//dacA//rseC//potH//nfsB//alpA//adk//proB//ypdC//yheT//mdlB//yiaM//ycjQ//glnP//yraK//yjiA//ahpC//dacC//miaB//rstB//cydC//eutB//alpA//yfaU//pcnB//ygiW//rhtC//yibH//torR//pinE//birA//ynaI//pspA//nfuA//elaB//glnA//aroA//waaH//rhtB//gadC//yqjA//fdoH//yhjG//ttdT//sufA//pldB//ynfH//fetA//fdnI//mrdA//rimO//glrR//gpp//lacZ//ydaV//yhjC//yfdC//ycfL//alsB//rplN//sucB//ybfA//viaA//fabI//ygfI//ybiA//matP//hycI//dcuC//gcvH//fhuD//hscA//sucA//glpK//lepA//hybF//dnaQ//thiM//ybdZ//serS//fliA//yoeE//sppA//agaC//ydfG//lsrA//basR//fliT//gntK//parE//spy//glcA//cysH//yehX//hcaR//psd//yhaO//sucB//arnB//sfmH//clpA//hflD//kdsC//sgrR//gcd//yiaT//map//lacI//frdD//mhpA//bamE//ybiY//gsiB//yahK//rrrQ//yhcN//rapZ//nuoI//abpA//menD//yggT//dgoK//cmk//elaD//mazF//ycbX//kduI//bhsA//recD//sapC//murQ//oppA//rpsL//relE//yajD//pphA//cpxA//potC//yhdW//iscU//aaeR//exuT//tyrA//cycA//rssA//galM//yhgF//sfsA//tyrR//ygiN//hns//trkH//citE//murJ//barA//rplY//allC//paaF//yqiH//phoB//arnF//aldB//mgtL//chpB//bglX//dkgB//ilvD//nanT//frvB//yjaA//csdE//rluF//elfD//mntP//chbG//glcF//dam//fre//gnsB//rbn//soxR//ytfT//dtd//ribC//ybjN//potA//nadD//rsmD//manX//bipA//livJ//cdd//rclC//insH-6//greB//fadE//dfp//alpA//fadI//thiE//adhP//rplA//ypdA//trkG//birA//
GO_0033559_6	surA//
GO_0033567_6	ybeY//
GO_0033585_7	moaE//gshB//
GO_0033609_8	yedL//
GO_0033611_8	rplQ//
GO_0033674_7	abpA//
GO_0033683_7	uup//
GO_0033692_6	pgpB//cysQ//znuA//tig//nusA//ybhG//purD//tonB//accB//mnmG//tmcA//mscM//panC//alpA//uvrA//phnN//miaA//ssuC//yhjX//ydiQ//nrdH//osmY//hupB//topB//ynaE//prmB//ydfH//tusB//kbaY//mdtK//ccmG//lldD//bioD1//hemE//actP//cysZ//ybbY//clpS//fumB//mscM//yggW//rusA//pdxK//hemL//insE-1//intF//ymdB//
GO_0033865_6	hfq//dpiA//cas2//yeiL//glcF//fruB//infC//
GO_0033866_7	hda//arfB//yihI//gsiD//
GO_0033875_7	nagK//xylE//mrcA//tauB//uhpT//hscB//cutA//
GO_0034030_8	prpB//ypdI//bioP//napF//
GO_0034032_6	cobS//ydcT//tqsA//clpA//sxy//ydiO//sspA//
GO_0034033_7	focB//lpxL//mglA//dinG//
GO_0034035_7	nrfD//ibsE//ycfS//
GO_0034059_4	sbmA//hokE//
GO_0034192_7	mtfA//gadC//rseB//
GO_0034193_7	tusC//
GO_0034194_8	ybjD//paaH//nrfF//
GO_0034195_8	lysU//
GO_0034198_6	moeB//rcsF//yihX//
GO_0034203_6	ibpA//
GO_0034204_5	fdoH//deoA//
GO_0034213_6	yneE//
GO_0034214_7	idnT//livH//insI4//potI//
GO_0034219_6	yddM//ycfS//dxr//norR//cutA//gyrA//yjaA//tolQ//menE//dxr//torD//yfcG//slyA//waaH//rlmA//ssuE//sucC//galK//tauC//fabZ//rplP//rpiA//gspJ//narP//gatY//moaB//chpS//tldD//hscA//rlmB//yoeE//yhaC//yidE//hlyE//osmY//sfmH//yhgH//melB//rhaM//putP//fdoH//mnaT//entF//cutC//trkG//fecA//hofM//osmE//lplT//dpiA//mltD//yqiJ//kefF//kdpC//kilR//uraA//sseA//ydcT//mepS//glvB//lpd//ygcR//ispA//waaH//glpT//mioC//yabI//yihX//erfK//prmA//gudD//rfaG//pabA//ytfR//nadD//corA//ydeT//yagJ//cutC//atoB//frvB//rplO//caiF//fryA//frsA//marR//bluR//rcnR//pheS//hprR//wzyE//gpsA//hypA//ymdB//
GO_0034220_6	insI1//insI-2//ybdN//sutR//mdtG//mltG//xylE//panB//frdA//spoT//thiP//hfq//yedF//fetA//envR//mlaD//alsA//abpB//cspD//decR//cydA//rpsK//nfsB//sodA//cnu//nrfC//hmp//ompF//folD//cptB//psd//fruB//amiA//yagI//mdaB//uup//yihV//fruB//argS//aroK//cbtA//shoB//acpP//gstB//recF//yfjV//hisP//gltS//dgkA//yeeA//sgcE//rssB//ilvD//ycfJ//casC//gabD//napF//cysK//yagE//ydiZ//hns//agaR//ybhS//yhcF//entB//acpP//eptB//gspF//afuC//ugpB//sspA//puuA//ybdR//hisA//prkB//hypE//ygjR//ung//degS//yhbS//hslO//yhaJ//nusA//ybbW//nadC//arsC//narY//tpx//mdtA//ompF//lpxD//ribF//scpC//yihX//gcvH//pgpC//casE//focB//recD//rbfA//rihB//folD//yccA//mlaC//cyoB//insK//sfmH//kilR//exuT//yfdC//paaZ//mdfA//psd//gudP//glyS//spoT//cof//trpE//glpR//lldP//gluQ//hdeB//ygcO//crp//putA//recA//rpoA//rayT//tolC//mgrB//rppH//sodC//gadC//eutK//mngB//yibA//ycgB//araF//rhaB//mukB//purC//acpS//adk//sgcE//ycbX//ybjG//yeaD//yhbS//clcB//dld//uacT//ygbN//fdrA//yqeG//orn//recF//dxr//ftsP//spoT//dnaA//prkB//xerD//yehT//dnaJ//tdcC//accC//gstB//ompT//yciH//pyrL//glsA//mdtL//tus//yagJ//flgH//
GO_0034224_6	degQ//purT//
GO_0034227_8	efeO//rplL//iaaA//hemG//rlmF//rhaD//fnr//epmA//
GO_0034248_6	eutK//cpsG//nhaA//cyoB//hcaD//torY//clpA//scpC//phnP//chbB//yhhZ//ytfT//yfaV//yajL//pabC//caiE//ribC//rpiB//nrdB//yedX//ychF//mzrA//prc//emrK//phoR//ssuA//tufB//srlD//comR//ybcJ//rfaG//uxuR//yhdZ//ompW//cpsG//yjfF//rplK//ydeP//ynjD//viaA//zapA//
GO_0034249_7	ndk//cpxP//oppC//yhhY//glrR//mtgA//paaX//ydiB//insF-1//tusA//eptB//rng//elfD//galE//frwC//gmd//metB//trkG//yeeA//phoQ//ftsN//osmY//cydB//rhlB//rutA//
GO_0034250_7	trpS//malP//ribF//xseB//znuB//rplR//dmlA//
GO_0034258_8	mgtA//
GO_0034260_5	sspA//
GO_0034285_6	infC//
GO_0034286_7	glpF//
GO_0034288_6	yjjX//
GO_0034289_7	appY//
GO_0034308_5	tamA//hsrA//lpxK//lpoB//casA//yjcO//evgS//mepS//dinI//deoC//moeA//
GO_0034309_6	adeD//slt//yhaV//
GO_0034310_6	lsrD//insA-2//ftsE//cbl//paaD//alsA//
GO_0034311_6	bssS//adiY//mdoD//
GO_0034312_7	macA//thrC//
GO_0034313_7	msbA//
GO_0034337_3	mdoD//gcvR//
GO_0034355_7	alpA//yahO//mnmA//tehB//
GO_0034401_5	malS//
GO_0034404_5	ugd//aroA//yjfF//hslU//nusA//dadA//leuE//ygeR//casE//rpsE//dapA//recA//zapB//hdeD//yhcD//rmf//bamA//pgaA//ytfP//rimP//lsrB//yfaE//phoQ//ibpA//yhjX//rsmD//ftsY//bdcA//yehX//yegD//ykgM//baeS//glcE//mdtL//yjjI//mlaC//yhjG//ytfR//ybhA//yqiI//cobS//talB//yceO//yjhB//sxy//agaD//chbB//uraA//xylG//pabB//
GO_0034414_9	glnL//
GO_0034421_8	panF//
GO_0034440_4	entA//yaiW//pdeK//ybaO//pdeL//ybhF//mtlD//potG//uhpT//ibsB//yieE//speD//gapC//ibsB//csdE//queG//sbcD//tamB//dnaE//fimA//
GO_0034470_8	umuC//bioD1//malE//ychO//hdeA//ybgI//dgcM//acpH//stpA//intA//sdaA//aqpZ//rlmI//waaP//shiA//phoE//fadJ//yghW//rhlE//yafO//pagP//waaU//perR//opgE//folC//ydbD//ybcF//cmtB//torI//rutG//purU//emrE//dmlA//pnuC//pinE//pgaA//ispU//rseB//metH//uhpT//eutR//tktB//rutA//tusE//hdfR//yahD//ulaG//mdtK//yidH//zapE//mltD//ulaA//insI3//ralR//queF//hypA//ubiI//phoR//gspI//argA//ycjD//frmR//moeB//citX//radA//hcaC//treA//cmtB//yicJ//setA//yeiL//dut//murJ//entF//pinR//pyrC//ttcA//nrdE//rpmA//ycjD//ppiA//putA//yjjU//gspJ//gsiB//nrfF//osmC//aidB//codA//sulA//rffG//rcsD//talB//fixC//
GO_0034471_9	rlmH//fixB//emrD//csgA//
GO_0034552_7	yjiA//
GO_0034599_5	aroH//rnlB//lolE//yrbG//deaD//yqcG//ycjU//hrsA//aes//abpA//ybdG//ybdM//insA-1//fabB//tatB//aroL//gntK//gltX//fliM//emrY//afuC//yegS//nrdD//
GO_0034605_5	mngB//glnS//frwC//mdtE//trmA//yihR//arnD//yqiG//ppc//
GO_0034613_5	glnE//yagE//ybiO//speD//pdeF//ridA//gor//malE//ydeT//insA-1//yghO//sgbU//serC//csrD//uspE//pgpA//acrE//
GO_0034614_6	pyrE//yghB//cdsA//rfaF//cysQ//ushA//rarD//thiE//aidB//rpsP//galK//ndk//csiD//
GO_0034620_6	rnlA//hisC//ldtC//yjiX//
GO_0034622_6	ybhG//osmC//proP//garP//hcp//hemH//sspA//xylE//pyrC//umpG//lgoD//narJ//dctR//deoD//ftsY//ribA//gudX//baeR//yehB//cmk//phr//ldtA//lpxT//ulaR//tatA//nemR//glvC//mlaF//phnP//uvrA//gadA//msrB//rpsH//yajD//fimH//ybbY//purR//intZ//fadD//uspB//yjaZ//
GO_0034627_10	paaB//psd//ymfA//bluF//lhr//
GO_0034628_9	fdx//smpB//lolD//sgrR//dld//
GO_0034635_6	emrB//yjjI//yiaF//yrdA//rppH//dgoD//
GO_0034637_5	fhlA//yhcN//ybhA//gyrB//tas//fhuC//ybgI//pgm//rcsC//yeiE//secF//yciT//ilvL//mutH//yhdZ//manX//argS//cusS//rpsM//aspA//gatA//prfC//higB//dicB//fdhE//fliM//ycjQ//ygiV//ynbD//hcaR//yjjX//gatA//eamB//rluC//yifB//sdhD//ftp//ibpB//ydeO//ybbN//yaaJ//rplQ//arcA//tnaB//yjjI//yedL//gcvT//elfC//yejF//rseP//
GO_0034641_4	cdgI//aroB//kdsB//potH//bepA//rsgA//dinJ//leuD//tbpA//treR//rsgA//ypjD//decR//accA//pliG//bioH//ydfH//cysP//rplS//glsA2//purA//kbaY//rfaB//appY//ybdO//yafS//yedP//gadC//atpD//zapA//murQ//tdcR//melA//nfuA//rplM//ptrA//yebC//glnE//zapE//rnhA//hsdR//maeA//yihV//rluB//fabR//dcuD//sthA//edd//tmcA//livF//iraM//msrP//ydhQ//oppD//queD//fhuC//yigB//gpr//ygeX//glpT//tbpA//coaE//cspI//hemG//cysM//iscU//proV//murD//nuoI//ycbX//osmF//thrL//ppsR//narU//rcsA//prmC//msrB//tdcB//gntR//rpsP//focB//allB//stpA//yqiI//gstB//sdhB//yqjI//tdcR//yadC//pepT//ydiB//dnaB//queC//dnaQ//lpp//entC//mazG//fdnH//rstB//hprR//csgE//infB//cysP//hyaA//modC//ykgO//rarD//yedP//ymgF//fepA//kefB//ttdB//glnE//ybjX//ybiO//yegD//flgA//tmcA//ygeV//cutC//glnD//clpX//yeeA//focB//glpT//yceO//ompL//fucA//hscC//elyC//ispB//nuoL//lpcA//ybeQ//topB//moaD//feaR//acrZ//cpdA//yidC//mntP//pgk//ibpB//insI4//fdoH//malX//aroF//yciK//yadK//dhaL//fdhD//ydiZ//sgrT//polA//nadD//nagB//cysD//ybiV//fixC//lptA//mug//pinE//insI-2//mhpB//pepT//puuR//yfcG//allR//deoA//glnH//yhbS//rhaA//hokB//mglA//yraR//lon//glrR//mfd//mscS//narX//purU//hofP//rplX//frwD//pabC//nanS//yraK//bamA//gltS//ydcP//cheY//gapA//aceB//oppB//panD//mhpR//ruvB//yfbS//fdhE//bioH//gatB//curA//potH//rplW//galE//dxs//waaJ//wza//thiH//djlC//mliC//nlpE//ybhJ//chaC//ugpE//trmB//frsA//dgcM//mppA//pliG//pncB//dinQ//rfaD//hscC//cutC//insB-4//rclC//kilR//ybiO//basS//phnH//sdhE//prfB//yhaO//melA//cbeA//yhaM//rlmD//lpxL//acnA//fes//yqjA//prlF//baeR//elaA//greB//thrS//hycH//ybdR//ymgF//cysC//chiP//fixB//iclR//nimT//gloA//hiuH//aceK//surE//mepM//hcaF//hemA//lplT//ycgV//lldD//araF//gltB//hldE//ymgC//phnC//galP//ulaC//yadV//zapE//yjgX//tufB//yefM//rssB//hflX//lptG//rmf//yjiR//nagA//thiQ//yidE//ratA//greA//tamA//yafO//gsiA//ydjK//accD//psd//mdaB//trpB//cobS//dhaM//ung//relB//hicA//ycgV//cycA//rsmH//abgR//rep//kefF//dcm//ybgP//phoQ//fhuF//yidK//dsbD//tnaA//flgI//osmY//dmlA//wecA//hypB//dsdX//hemL//fecC//yegT//rfe//feaR//rimJ//kbaY//recT//mrp//paaH//opgG//hslV//crp//ycbX//ygfI//kdpC//xapA//trxC//ftsX//rbsC//fdnI//citT//ribB//secG//ompA//mdtM//cmoM//ompR//pyrF//napF//dut//bacA//symE//yneJ//edd//cdsA//mdtK//kdpD//cvpA//carA//ebgA//yecS//tdcB//ghoT//emrE//yehP//lysA//hdeB//yfjV//acpP//tap//hybF//rpsR//yciK//sdaC//hscC//yphD//gcvP//yphF//ygfA//groS//envY//cpsG//bdcR//yiiE//yiaJ//dsbC//torR//ibsB//yahD//rsmB//hsrA//umuC//orn//idnT//phnM//glsA1//fabD//kduI//fepD//aroK//ygfZ//psuT//yjbF//rfaG//idi//yobF//yfdG//frvB//gsiD//yihL//acpT//glnL//hisD//ygeW//cusC//yahK//dgoA//potF//rutB//ygcR//ytfE//ydiQ//ygfA//yphD//ltaE//rrrD//cas1//gltB//gabD//clpX//bioC//chaC//waaY//mutL//bisC//frlC//hxpB//hisD//ugpA//fabB//phnO//yhbX//frwB//iscA//ynfF//yeaV//yphC//narI//hcaC//amiC//srlA//araB//elaD//pspD//tusA//iap//nirB//rsmG//flgK//csgF//tamB//bhsA//gmk//cnu//mfd//ybaM//dpiA//arcC//mtfA//csrD//groL//mdaB//malQ//narG//yiaB//ydeT//frvR//ynfF//lpoA//yicJ//fadH//mmuM//glnD//ghoT//alsB//mlaF//cheR//pgpB//fhuB//zntR//ykgF//malY//glnA//hdhA//hemA//ilvD//glnE//ansB//preT//asnA//tsaE//wrbA//cyoD//pabB//fimG//insK//leuO//nrdR//yggP//recX//ydaC//ascG//puuC//glsB//bcr//mngR//gpmM//ftsP//ymgA//miaB//ratA//queG//zitB//waaC//yhbY//nei//hypT//dgcN//dedD//ldrD//arnB//sgbH//ompC//cysZ//ndk//pflC//ygjH//glgB//ispF//rimK//chaC//nagC//ghoT//metF//yfdK//rnc//rsuA//yecS//frc//shoB//serB//yraR//xisE//caiT//tabA//hexR//thiM//frlR//kefB//sufD//rhaB//astB//ulaG//udk//ycbX//setC//gdhA//pgaB//yfgI//rsmJ//pyrD//rlmM//yjhP//nrdA//roxA//prs//hybC//rpsS//qseB//ybaT//yggD//cas1//argE//sdaA//gpmA//dgkA//xylH//hprS//yjhG//hybA//tolQ//sppA//bglX//thiM//garP//yedL//ypdI//ydjH//pckA//paaD//rspB//acnA//deoB//mlaB//glnB//glmS//fimI//yihW//tldD//phnL//citT//metH//rhtB//mmuP//flgA//ibsD//dmlR//yfdR//ligB//hisQ//ybiA//mqsA//yggD//mglB//rpoA//cysC//maeA//yfdS//dacA//yebK//yihU//ybcJ//tktB//fre//yfcF//dinQ//uup//hrsA//yjjV//yiaM//yehY//phr//yidD//astC//rcnB//relE//yahB//fepG//frwB//ubiD//ispA//pagP//atpB//ccmC//wzc//panE//kdsB//mgrB//insF-1//hcaR//artP//yebK//yjcS//pdeK//insH-5//mrdB//gntR//yfgJ//yfdO//alsA//ihfA//lacI//atpC//aes//glpA//tap//dicB//hslJ//cspE//wza//cysU//panZ//bipA//moaA//recA//glsA1//nac//yadK//hemD//dnaB//ftnB//norV//hxpB//sdaB//hflC//ykfI//aroD//mdtB//yhjG//ptsH//trpC//umuD//avtA//rpsM//yfjV//yhaV//priA//hdeD//gloC//cdaR//priB//ccmD//yibF//frr//ssuA//rluE//rimJ//ubiJ//yahI//sufC//tufA//ugpE//yceO//sfmD//ydhK//malZ//frdD//waaY//metE//gcvR//ruvA//recC//fabZ//yjjI//mioC//dppA//hyfF//tdcG//hisH//metR//casB//yagI//ybhD//rsuA//hupA//rclA//hscA//sfmA//rseB//yhjA//epd//frwB//cspD//prlF//yieE//mhpC//fetA//waaZ//ybgP//trpL//epmA//nudB//fruB//tdcC//yjhC//mdtJ//lpxH//argA//tktB//phnJ//pphB//sxy//thiG//pnp//tusD//ttdT//thiM//rpsB//ilvC//glsB//adeP//maa//yjfP//arnT//fes//ebgR//ftsY//dcuA//yjbB//sseA//etk//gntP//nudF//uspB//frdD//nuoN//csrA//metI//phoR//argI//fecD//dfp//ackA//yieH//rnpA//kup//yfaX//kdpC//glcE//fdx//livK//clsA//tusC//lit//dctR//
GO_0034644_7	lpoB//paaF//
GO_0034645_5	eamA//cmtB//ratA//sapC//argR//panC//pdxH//waaJ//pbpG//sixA//nrdD//mutY//flgD//hlyE//uspE//rlmE//rbsA//elbB//hisM//otsB//epmA//ogrK//menA//allR//iraP//mqsA//fepG//selD//ulaR//puuA//eamB//tsaC//glcF//dxr//phnL//leuC//moeB//gntK//gltP//yaaA//sapF//bcsQ//marR//ynbD//cyoC//qorA//ilvD//ibsA//glcE//glxK//tgt//setB//yjjV//rpsA//viaA//ggt//sohB//yqaE//ydfG//etk//hemB//csrA//ampH//dmsB//aceA//mcbA//ptsP//hcaD//rpsR//rsgA//yfeD//ompL//tyrS//betB//chbC//nuoE//rpsK//dcm//btuD//nlpD//paaC//pal//valS//sulA//ddlA//yebC//nrfC//mdtN//ydgA//yjiX//ydcP//sufS//mhpR//cadB//yddL//csgB//tadA//adeD//dfp//torI//mrcA//frlB//rplD//asr//yejB//appB//yqcG//rplR//uspB//acrB//serC//cyoC//yfaL//hflK//gspJ//nuoM//pyrH//alpA//fliG//mglB//agaC//ppk//uvrD//citC//yfjR//proW//gshB//fre//ycjP//apaH//yjjG//cbpM//fabH//uspF//lpxP//mntR//paaA//ybaL//gltD//yjcS//mdtD//yeaG//phnL//gor//agaW//araC//uspC//pcm//hypC//fruA//msrQ//efp//ybeQ//dctA//ibpA//yeiG//rpnB//oxc//sohB//yjtD//tcyP//hscA//mdtQ//ygeR//yhjD//glgX//lspA//frdA//bepA//srlA//lipB//pheA//yjjX//yahI//rbsR//rpmE//glvB//yojI//proW//glnB//thiE//csgG//hcaD//yjtD//ssuE//trmB//lgt//cusF//araA//sgrR//csgE//astB//tufB//nimR//tag//carA//fabH//kbaY//adeQ//idnK//hycI//secB//pgpA//ttdT//pmbA//rfe//ulaR//yfeO//glpR//xdhB//insF-1//modB//cynS//blc//yehP//ushA//tabA//rffG//mcbA//yhdX//rspB//ybhA//yiaN//uxaA//zntA//apaH//ada//yggF//agaR//dppB//glmM//hchA//ompG//ybdN//ygcO//rhtB//kefG//ydeO//metC//fdnI//fadI//nlpE//dkgA//pdxH//ilvC//adhP//hcaE//iscR//recA//yeaG//mhpD//rhaM//dedD//rluC//ygaH//ffh//ampE//argC//glnE//mltC//yihQ//yehP//nikA//aroP//oppA//folD//kbaZ//mnmE//yddM//mtfA//dnaC//slyA//hypC//yfhH//endA//pgaD//adk//puuA//glcF//ygbM//miaB//tusA//fdhE//garK//mdtC//sdhB//allD//cobB//puuE//thiG//yaaU//yaaY//hslU//yefM//tolC//tdcB//dsbG//dctA//hdeB//atpB//metF//hicB//dadA//scpB//
