#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	dtpD//fdx//glrK//gnsB//
GO_0043067_6	atoB//
GO_0043085_5	dcyD//ygiW//rimJ//cobB//tyrR//ais//yaiP//queC//puuB//ldhA//norW//rfaF//yghW//fabH//wecA//znuB//srmB//cysP//rffM//soxR//cpdB//infC//ydcT//
GO_0043086_5	hdhA//cheR//prpC//lsrK//fucI//galP//tdcE//yfcA//glmM//ybdH//mppA//ulaF//yefM//glpG//ftsZ//clsC//aroA//elaD//fliL//rfbX//osmE//yfdK//rplS//parC//yajO//gltK//
GO_0043087_6	hiuH//narW//queC//mltB//
GO_0043090_7	yigL//pspF//yfjV//dnaB//mppA//ybaE//nadE//thiG//sodC//mgsA//
GO_0043093_3	pgaB//glcA//csgD//csgD//slmA//ileS//treR//dctA//epmC//infB//trpA//araG//modB//acrZ//ybcF//fimB//cas1//
GO_0043094_4	rpsL//skp//mioC//rlmB//cdsA//rplT//speF//glnQ//rssA//ptsG//ulaD//mutY//pntA//rlmI//emrE//rrrQ//sdaC//yadN//pgrR//bglH//yidR//cstA//
GO_0043096_6	nrdB//iclR//sucC//
GO_0043097_6	ptsH//degQ//endA//mdoD//
GO_0043099_7	yfiC//
GO_0043100_6	ytfQ//
GO_0043101_5	borD//prfB//pgi//ugpA//
GO_0043102_5	lsrC//rfaQ//feoC//evgA//
GO_0043103_7	csrD//
GO_0043111_7	eptC//
GO_0043137_6	ycjR//mmuP//
GO_0043150_8	ycjY//
GO_0043157_6	rpsQ//
GO_0043164_6	gntK//clpP//ynfE//fabH//yajO//cadB//thiH//tusD//
GO_0043165_6	sfmA//argB//waaS//glgX//appY//glvC//araD//secG//dnaX//nuoF//
GO_0043170_4	hybG//pcnB//gcvR//glpB//rzpD//sthA//fmt//yfeO//osmC//cbeA//dut//cynS//fhlA//paaH//cpxR//secE//dhaL//ybiI//cysD//wecC//dauA//hdeB//mtlD//cdaR//tyrR//wzyE//yedX//nagB//ybhA//ldrA//dfp//nagA//metL//fadL//fimG//manY//lsrB//flgF//mscM//fliK//sgcB//ampE//panD//sbp//hybE//pfkA//yqiG//aroD//pyrC//rzpR//hcaD//flhE//yegD//nadK//flgE//dmsC//gyrA//lptE//ruvC//gcl//dnaQ//nanK//fhuF//wecA//yeiG//proW//rplX//asr//mdtL//ydbD//ackA//nuoE//csdA//yohC//tyrR//aqpZ//mioC//yebK//ygaZ//chbC//yciH//waaY//yodD//cheB//gcvA//frwB//pyrF//waaC//hscA//mcrA//hofM//rzpR//melA//gabP//cynT//gcvA//oppC//ibpB//psuT//yccS//ulaA//soxR//degS//umuD//ssuE//cytR//bcr//rcsC//purU//yqhD//ygaH//gntK//holE//ynjA//prlC//flgI//panF//yjbB//phnI//nadA//yraH//fepB//cra//yfcQ//cdh//cra//deoC//caiT//arnE//hcaT//uspB//yajD//sbcD//panD//sfmF//ribF//lpp//miaB//fdnI//uvrC//nadA//eutN//uhpB//yfcF//nuoE//elfA//dusB//dhaM//sdhD//prfA//modB//soxS//proQ//ptrA//rfaD//npr//epd//amtB//ssuE//mcbA//rutR//rutA//yadG//csiR//glnH//hypA//bamA//gltX//dosP//pbpG//fhuC//yajQ//hsrA//narW//lpxD//cysQ//murG//ycjQ//dacA//yieH//yhjR//yeaG//oppF//insH-6//rbsA//dusB//waaB//mhpC//hyi//waaB//mdtM//comR//dcuA//pfkA//mtlR//rpoE//rplY//fdx//ibsD//alpA//yjjU//efeO//hybD//oppC//glsA1//yihS//glk//ybiT//envZ//waaQ//cysW//dmsB//ybcM//ynbB//ftsN//nanK//folC//insF-1//viaA//clpA//arnT//rsmC//yjiM//hupA//recB//lpxC//yciG//glsA1//rutC//uhpB//ynjD//asnS//ompW//ydjL//lamB//ispB//ycjP//fklB//yacG//fepD//fixC//folE//orn//arnT//ydjJ//pgsA//abpA//fryA//ldtA//hipB//tyrA//rlmG//cra//rpiB//yjbB//dnaT//gpsA//ldtB//ydcR//yhjV//yoaB//melB//dcyD//hokB//hscB//csrA//nimR//araA//murQ//uxaA//yciT//coaE//ydjM//rclC//fabR//rpnA//araC//dusB//glcA//lldR//edd//ompR//glgC//pdhR//mfd//prlC//citE//cynX//yciT//yhgH//ybdN//gppA//rpsA//mntR//yadV//yeeL//galU//pth//mlaC//rplA//cpsG//yfiR//nimR//thrA//gabD//sfmA//fabG//gatY//blr//csgF//mhpD//abgR//sgrR//pyrC//idnD//hprR//yhjD//argS//ebgR//glpK//rplW//yedL//mreC//hyi//panE//oxc//yneJ//rhmR//rlmM//rffC//yaaY//rfaF//cyoC//yrbG//ribE//yfdK//tdh//gpmM//holB//zipA//ycbX//yibT//torR//macA//trg//yfjR//umuC//dcp//yihO//menE//yehC//hcaB//ascF//nanS//helD//ruvB//yggP//livG//livK//yhaJ//btuD//btuC//insB-4//waaL//rpmC//ykgM//pgl//cptB//ugpA//nuoN//glgS//osmC//ugpB//ampD//yneJ//yadC//fes//dinQ//rihC//feaR//pabC//leuO//hypC//dgcZ//hpt//yjeI//fixA//sucC//leuC//sapD//gltX//yjcS//ybdR//ampH//sgcB//ycjR//folP//cobS//erfK//btuE//tsgA//alsA//sapD//ytfT//xylR//aroB//yhhT//yraK//relB//sdiA//ibsC//ytfQ//aroH//ymjB//yfcS//ynbC//dapD//rbsD//cspE//pnp//hemB//focB//pepT//yfdS//phnL//ibaG//gsiC//clcB//asnB//yobA//caiT//fepD//cutC//glnS//hisH//nusA//lpd//mntR//uhpB//yneE//potB//pdeR//zitB//uxuB//yggF//rlmB//rcnA//dtd//aroE//mpaA//adiC//leuB//malG//truC//adk//trpGD//dgcF//gyrA//msrQ//fdhF//ycgR//hypA//bamB//hscB//nirC//rlmF//yfeD//selD//pgaA//cydC//queA//orn//rbsC//pyrF//rplT//mepH//sodB//dinJ//ybcM//mtlA//trpE//sppA//sapF//ldcC//qorA//trkH//wecC//baeS//garR//ygiN//acrA//mnaT//secM//mscS//uspC//ansA//dtpB//ynfF//xylH//trpB//srmB//secD//fdrA//mntP//cdsA//tolR//caiB//metK//mepS//gspE//ansA//insK//adhP//nikA//hofN//rpsQ//pyrB//flgC//ubiC//yiaT//ygcR//hsdM//yphF//pspC//dam//csgD//nikA//ycgV//cusR//alr//murQ//mngA//tdcG//mnmC//sutR//hcaE//hyfR//fumA//bglH//rimP//ypdA//paaG//rplT//dgcQ//rpsG//mpaA//mhpA//frdA//rnlB//kdpB//sad//umpG//radD//glnE//mscM//hisH//prfA//paaD//tomB//sad//ghxQ//ybjL//mgsA//paaE//secY//yeaV//elaA//nrfF//yjjX//acpS//modC//yeeO//yegV//elaB//mglA//fecA//tatD//yieK//menA//yjjG//recT//dgt//relB//clpA//flgF//rspB//speA//rutD//ccmE//fsr//nimT//rsgA//yibH//dsdC//hemN//tdcB//sufC//miaA//yghG//perR//rbsA//nuoL//dkgA//glsA1//ddpX//rhaB//nikC//yohC//rplC//sutR//waaP//pdxA//menC//cysC//fliD//yajL//gsiA//sdhB//hyfC//glgP//clpP//trxA//paaA//ccmA//cas2//yidE//sufD//holA//trxC//bssR//ade//nanA//pgi//ycdY//envY//ais//rclA//iap//hemL//ompW//proB//ompF//mutM//phoB//cysP//insB-2//fabG//moaD//codB//argP//frmR//rpiA//pgaB//cdh//mcbR//valS//rpsI//pepA//ybjN//bglB//dhaK//rlmE//truC//sapF//cbtA//mraY//ddpX//iaaA//iraD//mfd//gadA//psd//ygiV//rhtB//yajQ//mtlR//srlD//cheY//rimM//yfhM//waaA//yifB//hybE//livM//amiB//osmE//napC//fadM//speE//degQ//casB//gcvR//ynaI//amiA//yedF//frlA//infB//mdtP//roxA//ruvC//moaE//arnA//coaE//accB//evgA//cpxA//rrrD//ydgA//flhE//rluF//dinJ//sanA//rsmJ//yhiM//csdE//torI//coaD//clpS//sgbE//pinE//zapB//cpsB//intA//torY//ypdI//pdhR//dnaA//ghxP//dsbD//patA//hemA//yjjB//fecD//alaA//skp//tatB//dcuA//avtA//ychH//cueO//eutN//ccmD//ycdX//gadC//dnaB//pspG//hybC//chpS//potH//sad//acrD//rpnD//corA//aslB//phnM//flhD//ubiE//rpsE//trmA//nrfC//rarD//nanA//murE//sdhA//asr//tdcF//paaZ//yihR//ynaI//kefF//iraP//hybA//fimE//yajO//puuC//menF//glgB//ilvB//gudX//bioC//leuA//pgrR//symE//waaS//dhaM//helD//fumA//yjjX//yeaV//pgl//lpxD//nrfB//hofO//ydcM//proX//yedA//tcyJ//tolB//ycbU//mlaE//fdnG//mltD//cusR//aas//zinT//yoaA//rstB//caiE//phoR//ybdN//lsrK//waaZ//adiY//parE//xapR//rpoD//yqhD//ytfQ//rsfS//pabB//ynfE//lptA//lyxK//marR//mdtM//higA//trmO//lipA//
GO_0043171_5	glnK//yahN//frmA//diaA//yqaB//dadA//arfB//yajL//rplF//
GO_0043173_5	aroH//dadA//ytfE//moaE//yaaA//accD//glvB//efp//
GO_0043174_5	yfcA//dsdA//uidC//prs//uxaA//phnO//
GO_0043200_5	garK//sgcR//ybiX//mlaF//ycfS//ydjL//alaA//narV//
GO_0043201_6	mazF//
GO_0043207_4	fecB//tdcR//cas1//flgC//dbpA//fklB//intA//tcdA//mdtL//maa//ppk//mdtF//paaF//leuD//
GO_0043213_7	ydaV//fepA//thiG//yadC//uhpB//fic//mngR//ispG//
GO_0043242_7	yaaJ//hyi//cheZ//
GO_0043243_7	wbbK//
GO_0043244_6	torS//pbpG//araB//alsK//rpsQ//insI-1//kdpC//bolA//groL//bhsA//orn//nrdH//kch//rpmC//minC//vsr//osmF//ydjE//potH//speG//
GO_0043254_5	trmJ//malS//aroF//mhpA//hofO//prmA//ispB//ccmD//zraR//osmF//yiaL//yjbE//tqsA//hyaB//alpA//tbpA//phnG//tatE//yhfK//ibsC//waaC//rraB//rpsS//btuC//mlaB//
GO_0043255_6	rssA//argA//ompR//
GO_0043269_6	mnmA//clpX//dmsC//gltK//sdiA//dnaT//queE//
GO_0043270_6	rmuC//rpmG//
GO_0043271_6	ygdG//
GO_0043335_3	soxR//gadE//fliG//asnA//
GO_0043392_6	yqaB//
GO_0043393_5	seqA//
GO_0043412_5	rnr//ycjW//tauD//elfA//gloC//yidH//fliK//waaP//iscU//glmS//cynT//yqjA//hcaT//mhpA//yhbS//gpt//arnD//guaB//sbcD//ldtB//bsmA//pbpG//yhbO//pgk//frvB//gpt//exuT//waaP//rpnD//hyaA//chbC//cspG//eutK//hcaE//clcB//nrdD//pgi//yagU//rluF//aceF//sbp//ydcS//ulaR//mhpR//ygeR//thiL//tufB//sapB//ccmF//bsmA//guaC//mazF//ybfE//yfdG//ykgO//fbp//norR//pspC//mltB//trpB//rapA//ykfM//ymgC//tatC//dinJ//spy//rpoD//leuD//lptD//hycI//flgJ//adiC//bioD1//glcD//trpE//cfa//hemE//dsbG//potI//rutE//motA//hicB//rplT//rfaH//waaH//ddpA//sdhE//seqA//kdpF//poxB//leuD//yigB//glpD//bcsQ//rsmI//trmD//csiR//cynS//yhbX//astC//dcuS//frvB//mcbR//mlaC//lnt//glnK//cbpM//intE//yadI//prmA//mglB//grxD//dgoR//ydjJ//gudX//glpT//zraS//ebgA//insF-1//rpoA//cysN//btuR//sfmC//sfmA//epmB//tusE//guaB//lsrC//cydB//hybG//ptsP//rhtB//zraR//yedP//zapC//slmA//yjjI//yfgO//yagG//malF//lgt//ydhK//dmlA//dtpD//gdhA//decR//rplA//kduI//ynaI//icd//yneJ//gadA//nirB//yneE//ulaG//ycdX//cyoC//paaX//queA//mutM//yidP//aas//ftsN//mepS//mepH//ilvM//seqA//hdfR//nuoI//metC//ynhF//fbp//phnO//ileS//hemN//rnd//sapD//torI//ghoS//yeeY//fabB//chpB//topAI//ftsZ//aroL//infB//betB//yhcH//ugpE//hldE//trmD//rsmF//mngA//narW//adiC//sohB//pckA//ytfQ//feaR//yhdX//hpt//ydbK//rplQ//emrD//pnp//prlF//mtlR//opgD//frlR//hisF//hisP//alsB//yifB//ydcT//frdA//bssR//glcA//deoB//hupA//proB//ybiW//cydA//gyrB//gltB//rfaE//nuoE//frc//hemL//proA//dbpA//cysZ//nlpD//
GO_0043413_4	ydfK//
GO_0043414_4	prlF//uhpC//rhlB//clpP//rpsE//hsdM//yqeF//hda//torD//livJ//yeaG//kdpA//scpC//pppA//menA//garR//fnr//gcvH//zraR//aaeA//ydfK//osmC//metB//pdeH//hofP//glnB//fdhF//lptG//nadE//hemB//tas//cobC//zapE//dctR//lysO//tyrA//rlmN//rpmG//srkA//yjiY//galE//ybaO//fhuD//sgrR//rpe//groS//waaY//yaiW//yjhP//gstB//rutR//ynbC//
GO_0043433_5	nuoI//gltX//pck//fucO//rpsJ//dfp//
GO_0043436_5	opgE//rplX//acpT//ydeO//lpoB//treR//efp//fabR//cheR//fabR//msrA//mcbR//fkpB//yciF//cheY//lapB//ldhA//yphF//iclR//metB//proX//iaaA//gatZ//rpiR//tolQ//tdcG//sstT//tcyL//rhtC//ampE//preA//tap//fliK//frvA//dnaN//phnP//cas3//iraM//frdB//yhhY//yfdC//hicA//ybiY//efeO//hemL//gluQ//nudC//glgB//perR//yjiQ//ynaI//zapD//hypA//pldB//rseP//paaX//elbB//ymgA//yihO//ibpA//ade//ahpC//lolB//adiC//mnmE//rhaA//cobT//lapB//dld//proB//eutN//ftsX//nlpA//tag//era//pinR//trxA//torR//yfbV//argC//yggN//dppA//atpC//hcaF//chpB//uvrA//prpB//dctA//tdcB//rzpR//hemN//cynT//ybaK//map//aceA//hycH//feaR//ybdM//yfeD//oppC//etp//ubiC//pdxH//hybD//clpX//fucI//ulaG//rluA//ssuD//ybiS//pepT//ilvC//rutD//livF//yfcG//higB//malE//flhA//pdeK//phnK//moaC//ygeX//msbA//tauC//yciF//cynS//artQ//rbsD//tsgA//yfaL//menH//tnaB//nrdH//ymfK//selA//htpG//proV//dnaC//frvB//ccmA//livF//rihA//acrB//iap//gpsA//gstB//ibaG//glpK//yrbG//yfiC//rpmC//proB//rbsA//mltA//def//nrdB//ychO//potF//ydfD//tpx//cedA//kduD//tgt//ftsH//rutR//cytR//uxaB//ung//galK//raiA//yahN//ygfI//rng//lysU//cobB//rclA//tdcF//phnH//rutG//yafC//umpG//gltI//zraR//lpxK//yfcA//sdiA//srlA//yihX//yfeO//ybgP//livF//speG//ydeO//hflD//torS//codB//ybeF//recT//ybiX//aroE//betA//ytfE//borD//tauB//cysG//phnL//paaJ//higB//xylR//rsgA//yfaV//tolR//rpsB//xylG//pepB//rmf//fetA//ldtA//flgJ//cmoB//dicC//ascF//ygeR//nlpE//ibsB//rcsD//ynbD//smpB//pspC//pstS//pheT//pyrE//yjtD//atpA//corA//nagD//flgE//nlpI//rpsO//argA//rpmF//nanK//marA//psuT//nuoM//yjjG//rfbB//bdcA//fimF//ribC//xylE//yfdS//mlaE//galS//sgcA//lnt//ilvB//yihO//ybdN//ldcC//rnt//menC//iscS//glgS//pgaB//lipB//flgE//solA//uup//dcuB//sugE//xylE//ilvC//speA//yaaJ//abgA//ycjD//pepN//ilvH//marR//rfaH//ppiC//phnI//mqsA//accA//add//rpsB//cbrA//yfhM//fdhE//frmR//accC//rmuC//npr//mtlA//yajL//idnO//rpoS//hemL//treF//dmsA//yadC//yobA//ybiW//ycaO//betI//ymdB//rplJ//insI-2//tgt//ftsZ//mepS//flhA//fruB//caiF//casC//pyrC//kdpB//ftsH//uidC//argK//yhaM//nsrR//rffH//pstS//cbeA//ybaT//rpmC//trmL//tnaA//frvR//tolQ//perR//umpG//menH//dosP//agaD//yhfS//nupC//argO//hofO//mglB//thiQ//maeA//rimI//poxB//tadA//rhsD//mdtJ//rzoR//glpT//rclC//yqiG//katE//arnB//ampE//dcuB//ypdI//ybhP//cas2//rof//selU//malI//ugpC//ribB//elbB//mdh//luxS//gltP//znuA//yaaY//rapA//alsC//ymgC//iscX//hemG//rhaA//dadA//ulaC//caiT//focA//aroF//prlF//uidA//napD//ddpA//waaH//nrfC//xseB//opgC//yfiR//gudP//tsgA//fabG//lpd//hcaD//csgE//pyrH//otsA//speB//ydiP//flgA//gudP//coaD//lpxL//yabI//pgrR//gor//garD//ldcA//gntU//nrdR//dtd//ansA//yfdK//lon//proV//yfbV//paaJ//cynS//fabB//abgR//yeeJ//ycgV//pabB//mhpA//rplX//nadD//potG//fepA//murC//obgE//betB//nemA//ampE//gsiA//yihW//ttdT//yeaE//kdpE//cheR//mcbA//kefB//cra//ydeO//insB-2//rutF//yegS//
GO_0043438_6	fdx//
GO_0043442_6	dacB//
GO_0043455_5	ccmC//ygaV//yhcD//wecE//
GO_0043456_6	yeeO//
GO_0043462_6	clcA//glnA//glnH//uspG//rnpA//rsmD//
GO_0043467_6	katG//hdeD//
GO_0043470_6	proB//rutA//yjbG//yfdO//
GO_0043471_6	astC//gcl//yjiR//
GO_0043484_7	insB-4//
GO_0043487_4	yedX//ivy//livJ//mltB//ssb//rbsC//
GO_0043488_5	seqA//ftsL//murE//mzrA//entS//
GO_0043489_5	yphF//
GO_0043543_7	yidA//uup//dppA//livM//alpA//hns//smpB//fimH//mltB//fadA//aroG//yfdS//trpD//
GO_0043545_5	fepG//hdeA//cpdA//yagU//entH//rpoS//glcE//minE//zntA//gspJ//upp//
GO_0043547_7	lacY//yjjU//tdk//
GO_0043549_6	yfdC//ivbL//
GO_0043555_5	dmlR//malX//
GO_0043562_6	msrB//aroK//
GO_0043570_6	uvrY//yihT//dedD//
GO_0043571_7	rarD//dnaK//yadK//
GO_0043603_5	ybdH//flgG//pgm//yhhZ//ibaG//ilvA//lpoA//pcnB//rbsC//minE//napD//entS//ybiA//arnT//rplK//lptF//fdrA//rrrD//potA//intE//yjhG//sucC//ompF//murE//cyoA//zntA//yfiR//msrC//yehZ//tsaB//insF-1//atpH//yfeW//cmoA//yceK//yiaJ//caiT//fadM//rpsM//citX//casE//sapC//guaC//wbbK//mliC//ybgI//ycjP//yagJ//xylE//yhgF//yhdX//hipA//lepA//moaE//pspG//treA//kdsA//lpxP//speB//phnC//purL//gadX//hscC//dkgA//entS//aspS//cpsG//hybG//nupX//minE//fucO//hypE//bioA//yraK//mdtN//cysQ//dtd//yfbR//yccA//fiu//dcuB//ldrB//pdeK//dcuA//gltX//nrdH//ycaN//ybaL//allS//ansB//nlpI//glcA//thiD//bsmA//ccmH//yhbX//trg//gadB//nrfA//secB//yqaB//ndk//degP//yegV//chaA//glnD//hicA//rnlA//yfcQ//yfhM//rpiR//cysM//yigL//rlmL//yqiI//sgcC//yagF//ygjK//pspD//ydiK//rbsB//gntU//ydeO//paaB//rbbA//mgtL//ftsB//
GO_0043604_6	edd//seqA//rsmG//rzpD//ubiB//malK//artJ//appA//garK//glnQ//bglX//upp//ompG//ralR//thrA//rimM//fadM//rpmH//ydaC//citG//lapA//def//feaR//ccmH//luxS//yagI//nikR//mdtB//lgoT//arsB//yfeW//mgsA//ulaD//frwC//hflK//cspC//mqsR//ftsP//fabB//nuoN//modC//smpB//yoeB//rhmR//acrD//insF-1//ycgB//lspA//gspJ//motA//gloC//etp//rfaC//insF-1//kup//sgcR//flhC//ccmH//gmd//mdlB//yahB//yjiM//selD//fepG//hdfR//appC//ycfH//grpE//rbsC//ybaO//pth//plsC//cbeA//agaW//fimF//lldD//yoaA//hisC//fetA//ispG//tolR//evgS//rsgA//groL//mhpT//fepB//setB//clcA//yodD//dtpB//fliS//ygeR//rimK//degP//thiG//ytfP//fimZ//ygiW//yfhH//
GO_0043605_6	uvrD//yibH//pgsA//tusC//yabI//
GO_0043610_4	argS//
GO_0043624_6	eptA//yciV//sgcB//yahK//yqiH//ydiQ//yohC//
GO_0043628_9	glrK//alsA//frdC//
GO_0043631_7	kup//srlE//
GO_0043647_5	ribC//spoT//
GO_0043648_7	flhE//btuB//rfbD//secF//yaiW//hrpA//patD//yfiF//adhE//sdhD//hslO//insI4//lpxH//slt//ompC//gatA//trpE//wecA//nlpI//manX//agp//parC//sfsA//kdgT//gntT//nagK//purN//hha//gltL//pflB//frwC//idnO//ampE//kefC//aceF//ybcQ//oppA//nrdI//amiC//nrfD//cpxR//ybjX//dnaX//trpD//sdaC//yajD//pbpG//lit//trmL//cas1//kdpB//leuO//yfbR//metG//glmM//iclR//yijE//hisC//rnc//tusE//rcnR//chbR//ydeP//udk//hinT//ymfA//mepA//ybfA//dadA//ttdT//melR//msrC//ptrA//crp//
GO_0043649_7	yhgF//eutR//tusD//bamB//galP//yifB//chbF//dtpD//bamA//yajQ//rutC//
GO_0043650_7	setB//yeeA//yfgI//rseB//wzzB//rpsT//rlmB//ftsN//yghO//gsiB//evgS//pgpB//ybjD//paaC//wcaB//yjtD//ygfX//flgF//nagZ//rlmN//ybiV//fdhD//clpB//dnaX//recQ//gatA//acs//
GO_0043686_7	sgbH//
GO_0043687_7	mlaD//cpdA//yfgI//potH//rpsD//creC//gmk//
GO_0043708_5	cspG//yhcF//ilvI//yebK//udk//holE//mhpD//opgH//exbD//eptB//rplI//ybbN//yfhH//ydaV//fecC//
GO_0043709_6	asnC//yfbV//appB//nagA//gltB//bacA//etk//gatY//dinJ//
GO_0043711_5	prfA//rtcR//yqaB//frwC//yoeB//preT//aslB//bamC//yjaZ//yjbG//ydcR//slmA//oppF//fucO//mocA//entF//malS//mutS//yfaE//dgkA//alsC//
GO_0043900_4	murA//agaD//dsbA//acrE//fixC//rseC//ycfH//greA//feaB//ldtE//mngR//yigL//rplY//
GO_0043901_5	rpsG//yjiY//pgaC//greA//
GO_0043902_5	lpxH//gabD//
GO_0043933_4	yceK//yphF//ais//lrp//ygiW//uhpB//trkA//speD//frlB//dgcJ//kdpD//ldrA//thrC//yajL//gltD//adk//gcvP//crp//aslB//nemR//plsC//dtpC//hprR//rlmF//narZ//secM//nuoN//yjbB//dcp//dbpA//mltB//yjjW//mazF//pstC//cbrA//hrsA//amiC//shoB//rutR//fhuF//iaaA//nemR//sapC//qorA//sucA//rplB//rpnC//asnA//yfiF//hisF//mltB//manA//yjhG//acpS//yiiE//yhcD//rplF//etk//hyaB//yhcH//kgtP//tdcG//rluA//clsA//zupT//thiI//mdtC//csrA//atoS//fhlA//bamC//frdB//ugpA//ebgA//yraH//iscX//rluC//arcA//fmt//gatD//kdpA//hxpA//ibsE//tyrR//arnF//xseB//elfG//fucK//putP//suhB//yjiR//ycfL//sstT//wbbK//topA//ygeR//wcaC//ybdN//potH//fryC//
GO_0043952_7	hybE//alaS//yehP//livJ//aldA//
GO_0043953_7	nrfC//yeaK//yifB//sanA//
GO_0044003_5	nepI//uhpC//sbmA//glcB//
GO_0044004_6	tbpA//caiE//ybiY//wecA//
GO_0044010_5	ettA//cheA//kbp//appY//fucP//ilvH//glcA//narL//ycjP//ptsN//basR//fepE//yegD//sgcR//livF//fadD//yjeI//allR//yegT//cobU//rhaB//feaB//metF//frwC//ydhJ//ppx//srmB//nth//rnr//rffT//
GO_0044011_4	rclR//tatC//fecA//allD//mipA//hyfC//ralR//pykA//
GO_0044036_5	bacA//cueO//pheM//sbcD//dxs//yegV//rpsH//cspI//ompT//arnB//ybiI//entS//speD//mreB//narI//ycaN//dacA//yijO//plsC//cysP//rfaE//ypdC//groS//ribB//hemE//rhsD//yeiG//aceB//paaX//rbfA//dppF//recT//emrB//cedA//mnmC//moaE//trpS//cysD//yfjV//glgX//yeiG//ppc//allD//dpiA//ybcJ//baeS//nudC//
GO_0044038_6	ytfR//epd//mlaB//pyrE//ydhJ//nfi//plsC//shoB//hslU//rbsA//umuC//yggF//patZ//ybjN//gabT//dgkA//rpe//yfhM//dmsA//trmB//greA//galS//ydjL//rlmF//ygeA//rpmE//tqsA//coaE//yfcF//grpE//arsC//araB//yidQ//alpA//yjfF//rseB//psuG//tgt//agaI//ydhC//dgcM//topB//livM//
GO_0044042_6	hemC//nuoM//rsmJ//hisM//pheT//livK//rcnA//mcbR//rhmR//hipA//ydhQ//ydcO//yibF//frlB//metI//prpC//iscX//glsA//add//rhtA//recB//
GO_0044070_7	tamA//rodZ//mdtD//rpsH//
GO_0044085_3	phnO//ygeR//manZ//yphD//bhsA//chbR//argO//ubiD//tonB//argB//fimC//ccmH//yejF//yqjI//selA//paaJ//fepA//nrfE//glgP//
GO_0044087_4	thrS//curA//paaC//lipA//uspF//ygfI//ptsN//frc//htpG//ung//gsiD//hypT//radA//bamC//waaJ//lpxT//livM//ydiR//eutR//kgtP//uxuB//nrdR//narQ//ydhQ//hybF//selB//osmF//plsX//tdcE//nrfA//hypD//cbrC//plsX//mtnN//
GO_0044089_5	mnaT//xanQ//tamA//ssuD//lptG//rfbC//gnd//mreC//btuC//uhpT//ubiG//rhaR//yhgH//
GO_0044092_4	flhA//sapD//cycA//aldB//argI//pflA//mlaC//yejE//slt//fimA//ridA//ahpC//ugd//yjjI//pheM//mscL//napA//sad//idi//mobA//ptsP//ruvB//yeaK//adiY//mdtE//priC//insI-1//pphA//rph//alkB//ydcI//ilvL//fieF//radA//aas//ybdM//
GO_0044093_4	agaA//sugE//rplO//gltI//treC//pflC//yihT//yphC//pinQ//dgcN//rpsS//clcB//cusB//murE//aroE//nfuA//agaR//serC//modC//purC//msrB//rluD//hda//zapD//tap//rsmH//dctA//
GO_0044106_5	ftsK//wzzB//creC//opgB//serA//ilvE//hdeA//patA//yiaA//menB//yjeH//mltA//cobT//ycgB//ulaG//fdrA//gntK//hdeB//csgA//mntS//prfA//sdhA//sfmC//pckA//mgsA//ftsW//glnL//
GO_0044179_5	ilvB//
GO_0044208_7	gspI//
