#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	uxaA//pdxY//pppA//gltI//
GO_0043413_4	gldA//
GO_0043414_4	rplC//satP//dgcM//ccmF//rho//ychO//tonB//pck//narZ//pdeH//fixC//yadK//dosP//sgcX//parC//ebgR//xerC//ptrA//puuC//nac//uof//dgcJ//srmB//puuB//xylF//yahO//clpX//lolB//alsC//agaS//adhE//dgcF//hns//fliZ//paaJ//rplL//hemN//napA//aroC//yfcS//modB//yhbX//cpdA//ydjH//nrdB//tdcA//uspC//rplX//xylA//frlA//frlC//rbsA//
GO_0043433_5	hyaB//cdaR//csrA//gapC//yieK//rarA//
GO_0043436_5	ettA//ybcM//psd//flgC//slyA//xerD//sbp//hinT//cobB//paoC//dgoK//hypE//pstC//yahF//yfhM//metB//ydiO//amiB//yehC//glpR//napF//hsdR//ygiV//glpX//ldtA//afuC//wzc//bioH//potE//trpGD//galT//rzoD//fhuC//feoB//nfuA//nrdG//pck//ydiZ//tauA//bioD1//frlA//rbsC//hrsA//purB//rlmB//recC//rplB//yiiE//rpmF//gppA//insH-6//guaA//fur//frwB//nudF//metB//oppB//djlC//degP//lsrG//yqcG//sgbH//cheZ//yqjH//basR//glcA//ubiG//yhaM//xanQ//rpmB//nuoI//proX//dam//ilvH//ybcM//ygfX//yobA//tufA//yidE//dapF//spy//mltD//garK//frdA//yehP//yggD//ddlA//yjhB//kdgK//osmY//leuA//yfdK//proV//yijE//phoP//rbsR//pspF//cheZ//pgl//glnQ//envC//dnaC//elaD//hemB//argD//argT//ptsN//agaC//nhaB//holD//ilvD//ogrK//secY//yfaL//tdcD//fdoI//ilvB//lspA//hipA//mdtB//miaA//yeiL//yphC//tufB//cbrC//queC//acrR//oppD//smpB//mtlD//mdfA//tufB//lgoR//yihW//tmcA//fkpA//secG//dnaG//pepA//yajR//yjaA//ftsP//lsrR//yhhT//oppC//insH-5//nrdH//ompT//slt//pdeD//ybiV//cobS//phr//hslU//ampH//yebQ//mdtA//nmpC//yfeR//radA//dicA//cspB//fadI//lplA//zitB//glrR//malX//rne//frdD//gltK//mpaA//tar//pgk//hcaF//sfmC//ypjD//entB//yjfP//hcaR//purF//bsmA//cas1//alkA//trpB//hemD//glcC//narW//btuE//viaA//gshA//yeaE//sgcA//thrC//aroH//ydiO//ybfE//sdaC//smrA//hemB//prmA//dps//glnQ//nrfE//mdoD//proX//ilvM//yhbO//araF//cutA//hchA//yccS//uspB//yajD//ydiF//rpmH//ybeQ//topA//tdcG//ppiD//fliG//yciH//ybfA//gntR//mpaA//ydhQ//cobB//ampE//ariR//prlC//dps//srlD//rpsD//satP//yfcG//dcp//topA//cynS//tolC//ilvD//nrfD//tcyJ//rutR//pstS//rsmD//aceA//sdhB//nrfB//ribE//ftsY//tilS//nrfD//dmsC//cadA//otsB//motA//fucO//afuC//uspE//rlmJ//pckA//nuoF//yciK//higB//plsC//phoA//katE//uraA//rpoS//msrP//lgoR//argC//gntK//yfaX//yjiA//manY//intQ//icd//cas3//truB//potE//lolC//deoC//yihR//yccA//xylB//yddA//psd//citE//bolA//cueR//fimI//queE//fliT//ymfA//hiuH//ugpB//hyaC//dicA//ychH//hscB//psuT//ompA//cysD//malY//tadA//yebS//fdoG//waaJ//bisC//speD//modA//nusG//argH//galS//uidA//yfcR//cueO//fecA//dadA//ahr//uidC//bglJ//nimT//yadK//gltL//yneJ//mtlR//yjgX//yfaL//ybaK//lpp//ampE//proW//hdhA//panE//dicB//metC//trg//ychF//rluC//bluF//proX//secB//tilS//elfD//waaO//ttdB//csiD//dnaQ//sthA//rutA//holC//atoB//dxs//ligA//glpB//hlyE//agaI//nth//hypT//tonB//trpGD//ugpA//hyfC//potI//rpsA//osmE//dctA//ribC//sgcB//kdsC//alr//gmd//rfbB//mtlA//nuoF//rutE//ydiQ//dhaM//entD//ubiD//srlE//gcvA//psd//rlmM//araD//yhjB//pabB//basR//potE//ynbC//btuD//mtnN//clcA//znuA//ypdI//pck//ccmD//cysZ//narX//groS//lpxT//phnL//barA//cpxA//ydjL//yghO//phnN//pdeK//arcB//tauC//yghB//bisC//ubiD//mepM//atoB//gabP//nagZ//osmE//yhiM//eptC//glpG//rpsM//rmuC//purB//ykgO//yggT//rluC//proQ//cynX//lldR//nikD//alsA//acpT//hisG//ynbB//ybcQ//araF//xisE//btuB//yceD//pfkB//intA//lptD//relE//dsbG//baeS//rzpR//
GO_0043438_6	mppA//
GO_0043442_6	sfsB//
GO_0043455_5	ynbD//ybiX//rpmA//bcr//
GO_0043456_6	srkA//
GO_0043462_6	ompF//metR//pphA//qorA//nikE//rcsF//
GO_0043467_6	gcvA//lysU//
GO_0043470_6	mtlD//rrrQ//coaA//dppC//
GO_0043471_6	nuoH//yccS//cydA//
GO_0043484_7	fdrA//
GO_0043487_4	upp//nsrR//gnd//rcsF//appB//yfeD//
GO_0043488_5	ybaE//bamB//vsr//cysC//dtpD//
GO_0043489_5	paaA//
GO_0043543_7	ybdZ//yciH//lgt//der//artI//rpsR//sapB//torR//ompW//thyA//trmB//agaD//yfcF//
GO_0043545_5	mnmG//yhjA//yhcD//tusB//tap//hypD//xylG//nanC//iscR//folA//rihA//
GO_0043547_7	abpA//pgrR//oppB//
GO_0043549_6	chpS//nadD//
GO_0043555_5	cbrA//mreC//
GO_0043562_6	soxS//puuB//
GO_0043570_6	yadV//dkgB//chaA//
GO_0043571_7	lptB//exuT//clpX//
GO_0043603_5	cbeA//panZ//flgE//flgF//dppD//yhgH//hybE//satP//zapD//oxc//yibT//purN//ybjN//gutM//arcC//ycbB//rpsS//ygcR//gntT//adhP//ydjL//insH-5//argD//copA//valS//folA//yggF//chbG//rzoR//alaE//gutQ//pncB//dnaT//uraA//yijO//ldrA//groS//soxS//matP//rmuC//caiF//acrF//sgrR//ade//cusA//crfC//metQ//nrfG//exbD//helD//ynfH//leuA//yphC//glsA2//tilS//yfdR//yijO//bcsA//yaaY//ssb//mltB//puuE//sppA//tehB//ruvA//ligB//lapB//qseC//paoC//btuR//cbrC//yaaU//ddpX//yfiF//slmA//rsmB//bioP//gltX//yggE//metG//btuB//fryC//nrdE//erfK//rlmG//waaC//phnJ//sgrR//yehU//dcuB//pyrH//flgE//lpxB//cysG//relE//bglJ//slmA//dld//chpS//rfaE//fryB//cyoD//yjiA//nfuA//dnaG//rpsH//fhlA//gltI//pdeF//yihX//murG//pitA//speD//dcm//rpnB//kduD//pldB//ygjK//grxD//mlc//srlA//fliL//garK//fic//idnO//ydfD//mlaC//
GO_0043604_6	qseC//gatA//rcsA//sutR//cmoB//puuC//cspC//yihO//lpcA//norW//rfaH//dctA//rpnB//elfC//cedA//yebG//ffh//ada//glcC//tmcA//lsrD//napB//nfo//dnaG//yhjD//yccX//rpmA//ygfX//yedL//mnmG//lysP//yhjG//ydeO//yggN//tdcD//ggt//spy//phnJ//adhE//ilvA//pstC//zipA//yggE//maa//rsfS//rffG//murR//xseB//yahO//trkH//paoC//bamA//bioA//rzpR//gapA//ruvC//ymdB//acrD//fumC//rpsI//wcaB//nadD//yidP//mcrB//ogt//birA//panZ//cra//ynjD//mutS//yahD//ydjM//hflX//eutB//gntP//rayT//gloB//nikD//hemG//frwD//yhaO//murC//dauA//pinR//nrfF//upp//leuS//brnQ//ftsX//yphC//yeeO//uspB//yjbH//eutK//selU//yjhG//mcrA//yhjB//macB//
GO_0043605_6	ydiK//hpf//yddG//gpmA//ascB//
GO_0043610_4	recR//
GO_0043624_6	galF//degS//yhdJ//lsrB//hemG//recJ//menA//
GO_0043628_9	yqhC//glxK//ilvA//
GO_0043631_7	fimE//leuB//
GO_0043647_5	ybjL//yadV//
GO_0043648_7	degS//gltB//yhdJ//insH-6//glnQ//htpG//sixA//ymgA//ileS//paaA//rsmA//pliG//argB//bglH//puuA//syd//gatD//atpG//btuE//rffT//rplJ//lipA//yebZ//recJ//yggW//thiG//galS//efp//aroD//ansA//cmk//amyA//selB//sgrT//accC//bsmA//yadV//glnE//ynfF//moaA//queG//wzzB//ybhD//matP//cbtA//pepN//pabC//tolR//flgH//kch//pabC//araA//dcuS//pgrR//pheT//yjcO//aidB//sgcX//ydiZ//rimJ//tolA//rseP//alpA//pppA//arnD//malE//tisB//arnA//thiE//dcm//yihO//rmuC//dauA//copA//
GO_0043649_7	folE//frr//folD//sfmC//hemC//aas//entE//nrdE//kduI//narJ//casC//
GO_0043650_7	sfmF//yddL//cysW//ybdO//casA//rplM//gatZ//pdxA//rpsP//hflC//flhC//ubiJ//glmS//nlpD//nuoG//gyrA//tehB//mntR//hflC//xisR//gutQ//lgoT//acs//wzzE//narH//fadA//kbaZ//
GO_0043686_7	moaC//
GO_0043687_7	leuO//rnb//ydiQ//rhlB//iraP//fkpB//insI4//
GO_0043708_5	lpcA//glnK//yqhD//artM//yihS//chbR//rclA//rhaM//ilvM//mhpD//ydjH//yjjB//tamB//napA//ydiP//
GO_0043709_6	sixA//casA//ybiJ//frlR//rnhA//msbA//kdgK//ldtE//fabI//
GO_0043711_5	rffH//tauD//secA//hypT//fdhF//sufA//uvrC//norV//yfcS//fes//mepM//fecD//hemG//yehC//mcrA//ftsN//relA//pntA//yjjU//ppk//opgD//
GO_0043900_4	yjfP//aldB//araG//rhtB//priA//mdtC//zapA//yihU//potB//yidP//menA//amiA//hisP//
GO_0043901_5	dfp//ftsW//treB//proV//
GO_0043902_5	potH//rlmA//
GO_0043933_4	lysC//coaA//torY//clpS//melB//ybdM//waaY//glxR//mmuM//cirA//yaiW//cadA//pflB//mngB//sgbH//rplJ//rfe//tufA//yihU//fdhD//ettA//elaD//dnaB//insH-6//yjfF//yghB//hcaT//garP//ppx//flgJ//thrB//tisB//yiaM//prmB//ydeO//yihR//pyrE//yfdG//prpR//gsiC//kefC//rof//allR//ydcS//galK//uvrC//gntT//yfaU//qseB//uxaA//oppF//lysU//xanP//yraK//csdE//sufB//dosP//efeO//azoR//tatB//ydjL//glpG//ynjD//glpC//amtB//ybcQ//ydhJ//fliL//gdhA//hisB//tatC//ubiE//galP//hybC//lysS//yhbS//adiY//kdgR//emrK//asmA//gntR//fabZ//ytfP//stpA//mscL//malE//fliK//ygfX//yceO//intA//rpiB//ydjK//yidL//mhpT//stpA//agaV//sufB//narP//mlaC//ynfH//
GO_0043952_7	lpcA//rsmH//deoA//ycaO//sanA//
GO_0043953_7	fucP//dld//yhbQ//wzb//
GO_0044003_5	acrA//rzoD//yfiC//atpE//
GO_0044004_6	ydiK//ispA//sad//ygfZ//
GO_0044010_5	rlmD//aslB//eutA//leuS//ibsB//yneE//potB//srlB//etp//dnaE//ivy//rpnD//dauA//ilvM//adhE//phoP//rplD//dicB//yqjH//yfeO//panD//yhjV//purT//gltB//radD//cpxA//purF//ndh//yfgO//yjjW//
GO_0044011_4	pepT//yhfS//paaZ//ompL//yhjX//exuR//rna//cmtA//
GO_0044036_5	cdd//mioC//envC//nhaB//rne//artJ//lpxM//mltF//yggN//sdhB//agaW//yjbF//mpaA//fadK//glnL//infB//cbrC//clcA//avtA//rplL//yghB//yidL//alr//sbmC//betT//poxB//ynhF//tdk//coaE//kefC//tatE//nrfB//ycjP//uvrB//cydB//ydeO//ppc//wzzB//ynhG//glyS//norW//arsR//rsfS//yjgX//hemL//rbfA//ydfD//
GO_0044038_6	eutB//rapA//glnL//ycjW//wzyE//dgcE//ybdG//malK//ycjP//flgF//torZ//ygiW//torC//rplT//waaL//proC//cobU//bioP//glnB//hyfR//hybO//fadE//ytfT//puuE//pfkA//entF//tatC//tamA//dppC//intZ//pfkB//nagK//prs//osmC//ompA//crp//yghW//nagK//lsrB//selB//yidE//glnE//artJ//
GO_0044042_6	dgoA//nagK//frsA//hcaD//yedP//dkgB//nth//msbA//lptG//fdhF//mdtM//ytfR//rlmC//gshA//hokB//bioF//alsA//yojI//atpB//proA//cspB//
GO_0044070_7	glgS//etk//alaS//nudB//
GO_0044085_3	glsB//hscA//hchA//potF//phnG//tdcB//pdxY//rppH//hisB//sutR//yadK//dinI//mepS//hybE//rnr//argB//yccX//murF//insE-1//
GO_0044087_4	acrA//nrfD//uidR//pheS//clsC//sapD//metE//pstC//frdC//bioC//suhB//yfdG//lapA//mcbA//pyrD//stpA//cysW//rhaM//yqaA//insA-1//arnE//surE//fadK//ytfP//proB//glsA//ygiB//wcaB//mgsA//iap//moeA//phnH//fmt//queD//
GO_0044089_5	dcp//pstC//trpE//yiaO//yajL//ygeW//phnK//pyrE//tusD//mgsA//ybhI//rhaM//grcA//
GO_0044092_4	hdfR//kdpD//ybcM//malY//hslJ//lptE//tolA//emrB//recN//cysG//yjbB//xerD//aas//idnD//msrQ//adeD//prmC//csgG//rihB//hupB//yieE//yqhD//mtlD//rpsK//panF//sbcD//ybdZ//dgt//yqhC//sdhD//ybcJ//ygjK//thiC//gntK//yafO//alsE//
GO_0044093_4	yqiI//essD//fimZ//csgA//sucB//yjiR//yahI//yafN//flhD//lsrC//glcD//murB//atpE//livM//rhtA//rpiR//fadJ//dpiA//mnaT//potH//murC//metN//tcyL//yaiP//truA//tktA//serA//
GO_0044106_5	cysH//yqeA//modA//yjiX//intS//yraJ//cyoC//fabR//mdtP//rspB//dut//yjjU//ftsP//ybbY//nrfD//yoeE//paaE//glxR//phnN//potH//cstA//yqjA//yiaF//mscL//nagA//ybhJ//panD//
GO_0044179_5	ydeO//
GO_0044208_7	tusB//
GO_0044237_3	leuE//recN//mutH//yfbU//murB//sapF//bdcR//wbbK//gadB//hprR//exbD//azoR//comR//folA//ygcW//glnL//insE-1//mtfA//murJ//fimB//rpmJ//allR//araD//yddA//artP//idnD//yhbY//rpnB//yjcO//rdgC//proS//mliC//mdtJ//ytfP//yadV//rseC//tktA//mlc//xisE//ydbK//uspB//chpS//artQ//hisM//entF//ftsZ//slt//rfaB//sucC//rffH//selB//potG//ldtA//uof//rimM//rffT//yihQ//cpdA//fepG//fucK//marR//ptsH//ygbN//gatZ//proC//bglB//yfcP//yhcH//dedD//wzzB//flhC//mnmA//setB//rhtA//cobC//fimI//ycfS//dcuD//gapC//gdhA//yihQ//ompL//dinG//rhaS//tas//ygiV//rsuA//ypjD//dpiB//yhcN//gpr//clpA//csrA//mdh//bfr//tdcC//rfaB//ymfK//prpC//fdnG//gadB//yidP//radA//thiM//bdcA//nupX//hisS//ubiX//bdcA//folE//hypF//rpsH//paaF//rluF//aslB//ubiD//casD//bioD2//ftsQ//wecE//dtd//eutA//putA//glyS//lpxL//miaB//adeD//putA//yieK//zupT//kdpD//fryB//gntP//trpL//yadN//fadB//kdgK//folC//ybiV//ydiR//serB//xdhB//bglF//mltB//appY//lptE//yebQ//modB//yjgX//ynaE//topAI//atpA//osmF//chbA//ybiO//cpxP//bioD2//rhlE//fabA//dtpA//hycI//sdaA//malK//htrE//yfcV//shoB//sfsA//phnG//dnaX//osmE//aldA//murD//pitA//hemF//folP//manZ//mltA//yagJ//hslR//cspA//yfhH//ccmA//yqaE//shiA//ybcQ//pyrH//dnaN//cutC//ndh//rzpR//ydeT//alaC//citT//pitB//melB//rplL//yidD//panD//nrdE//rpiB//xseA//allB//entF//ykgF//cydB//zwf//cbpM//ydcZ//yjhI//ycjY//mhpC//djlC//agaI//hisS//lpxP//cedA//ynbC//ydcR//thiP//rmf//bfr//fdhD//dcm//tehA//purN//sucC//mreB//lpcA//dinG//rzoD//aroK//dinJ//atpG//azoR//cspC//ygeW//entA//gspE//bdm//pheS//trmA//nemA//trmI//pck//recA//lipB//ubiJ//alsA//parE//yefM//ihfA//sdaB//ddlB//glvB//ykfM//cysA//malQ//setA//glvC//yceD//panD//hrpA//pldB//hexR//yieF//mlaF//hemL//deoD//cysB//fecD//tsaC//arnD//apt//uidA//yjaZ//wzc//cbeA//tpiA//cycA//dacD//alr//rdgB//lysS//dhaL//ydfK//livG//tmcA//arcA//yeiG//mtnN//gnd//rho//acs//ansB//xapB//relA//grpE//lasT//nagZ//rsmA//lacI//hha//cysM//nudC//proX//sdaA//tisB//yjjI//rssB//lolB//pbpG//ydcT//hypF//mdtE//rayT//fdnG//yedA//rapZ//yfbR//pliG//sspB//ssuA//ascG//fepE//rnhB//cyoD//yqhC//hcaE//yrdA//artI//prfC//ihfB//yqiH//ilvN//truB//sad//allR//betA//glnD//lhr//ssuD//fabI//fepD//rhaM//dctA//yfiR//rsmC//flgC//rsmB//ndk//ruvC//bssR//umpH//tufB//dcuS//ogrK//ubiE//yceK//ndh//prkB//pdxY//mepH//ssuB//manZ//lpxM//uxuB//lyxK//narU//proS//rlmE//bioA//yajO//mhpT//yaiP//fecB//argE//atoB//yihX//yfcA//phoA//sapA//ybhS//ygcO//cycA//iclR//ynfK//ydcM//gor//rclB//torR//dgoD//tcyJ//glyA//aqpZ//ybaM//ybaO//cyaY//ompG//yeaD//hsrA//lexA//dkgA//hofC//accA//cas3//hha//bioA//rpsT//livH//dadA//yfdO//tilS//fklB//rplL//priC//yjcO//aroH//frr//afuB//dnaA//frc//uxaB//fadD//tauA//yidC//xerD//ybiS//yjiM//yihL//yhaJ//ygfA//xylA//trmD//ugpE//fimF//nrfA//insI3//cfa//lysS//ymfA//frmB//kdgT//nhaA//alaA//nagC//dppA//soxR//galM//yieE//sixA//xseA//pyrG//argE//argB//avtA//treF//ftsZ//aspS//speE//yabI//hmp//dmlA//rsmB//msbA//yccX//helD//frlB//yfcG//yaiV//tomB//fruB//ybhP//srlA//yhjV//sapD//fabB//ynhG//fetA//cadB//yccA//cdaR//yqjH//ydbD//xerD//fhlA//arfA//umpG//osmY//fimF//gspI//ygjH//ugpB//ubiX//ybbN//dsdC//ubiB//bglJ//yedX//narH//leuE//trpS//miaA//ppiA//dusB//hisQ//hemG//thiL//nrdG//purC//hofN//modC//kdpD//dgoT//rpoH//moaD//dgcE//envR//gldA//yiaL//paaA//serA//araG//yhhT//yigL//murP//frdB//otsA//kbp//fhlA//cysG//pykF//mscK//yibT//gatA//bisC//yjjQ//gsiD//rof//thiI//flgF//truC//dcuA//yfdG//nrdD//rutF//dicA//yhfS//agaC//ydjM//pnp//kdpC//fixC//rfaQ//glgC//hldE//aroF//pstC//iap//yjhI//thrA//prlF//yhiM//rpnA//mukB//thrB//erpA//purC//flgI//fadH//uxaA//waaY//yfjV//hyfR//selB//dnaB//xdhB//rcnR//narY//folM//rplR//degP//lamB//idnO//ygaH//tehA//ydcO//gutQ//yeiE//dapA//yphB//tsaD//rnpA//yceK//hybE//livH//yecS//secE//ychF//yqaA//uvrC//ftsB//leuB//dgcT//idnK//xapR//xylG//ybjX//rclR//gntK//rfaH//cyoD//oppA//yjaZ//yjeI//mobA//sucD//uxaC//dppA//fruK//pstA//glpF//yebQ//mnmG//gatB//hcaT//yjtD//cbpM//nikC//nimT//rhaM//cbeA//lolA//trpS//solA//nupX//ileS//cobT//nrdI//yjgX//uvrA//malY//ydjJ//yfgJ//hokE//tauD//mdtD//cra//ruvB//iscS//chaA//ydiB//pyrD//yibF//flgH//nikR//yhaO//mepS//rpsG//nirB//clcA//torD//menF//glmS//grcA//ldrD//yebZ//ftsX//rlmJ//tsx//hdeD//hcaD//ulaR//gyrA//trmO//napA//dkgA//fruB//ynfF//yqeA//wcaC//hybG//feoA//dsbG//fkpB//yfeX//bisC//ybaT//ydiO//mhpC//clpX//torC//yfcR//clcB//ribE//yagJ//nrfG//tap//uidA//pntA//glcF//arcC//hybA//yggE//ygaV//ileS//ybcM//glgP//garL//ftnA//paaH//raiA//ybhG//rfaH//aspA//rcnR//argS//rluF//betA//mutM//ybdN//yciF//gloA//glnQ//thiM//waaA//xylG//adk//aceB//rssB//nfi//codB//nuoI//rimO//fliZ//hyfC//fecA//fimH//yfaL//ndk//ynbC//rlmM//pdeF//phnK//menF//rimK//deaD//emrD//ttdA//raiA//ilvB//mhpB//yihR//dusC//yhdJ//hfq//tsaC//opgD//wza//skp//ydjJ//ispU//ydbK//srkA//yggN//ttdB//bioA//hipA//tauB//nirD//tcyL//mraY//mutL//mhpA//paaZ//ycdY//umpG//dinB//mnmA//yihT//yceO//yobF//acrE//frwD//gabP//relA//metL//pliG//ybaT//yqiH//yhgF//dgoR//fpr//envR//ydiP//mltA//ppc//bepA//thrA//cobT//cvpA//ydjM//hycB//citT//chaC//nrdE//proV//shiA//csiR//csgF//ypdB//umuD//kduD//rpiA//msrA//ispU//rimM//hicB//tynA//alpA//mutH//glgS//sufE//hsrA//pphB//hemC//yeaE//citT//hdhA//yidZ//iclR//yqgB//fhuF//hisA//csgG//thiG//ybhJ//ycbX//pgpC//cpoB//malY//cmtB//oppD//atpH//folM//ilvL//recT//truB//ykfM//ompL//pspD//rihA//rfaH//yfcS//phnL//rsmG//ibpA//sseA//alpA//rpe//cysU//yfcR//yqiI//ydaC//ybdH//umuD//lpxH//napA//gmhB//fliL//potF//ybdO//adhE//carB//ybfE//nadA//rluE//mdtN//phnG//yjbE//yjeH//phoQ//ygdG//nikE//rpmC//secF//csgG//pheT//gpp//astB//fetA//glcC//yidA//dxr//yfaU//ridA//aroC//ybgQ//mdoG//mhpC//amiB//opgC//pheS//folA//eco//nadB//aspS//ibpA//dtpB//yccS//ftsH//acpP//insF-1//dcd//yhcF//yfeW//ulaB//ibaG//phnG//cusC//rlmN//yhaC//yfcQ//thrC//trpGD//cmoA//yebQ//puuC//phnM//cyoA//kefB//yccA//selU//lspA//phnN//ydcI//moeB//ybdH//yraI//pyrH//ybhD//glpF//yedF//mlaC//maa//eamB//ybdH//fabH//feaR//bglH//moaE//rutC//hscA//chiP//cbl//ydgA//ygaH//dnaC//yebK//ompR//ynfH//wzyE//ribA//cas2//srlD//chaC//gutQ//rhaM//lpxK//wecB//grxD//bglH//gspJ//prfB//cas2//yraH//higB//opgH//panE//dsdC//gutQ//ypdB//rssA//yohD//rfaG//rtcR//pliG//mhpC//narW//mdlA//nrfD//atpF//ilvD//yadC//accB//hemE//ada//ygaV//degQ//ypdB//adhP//torY//kdpA//yjiA//wecB//frwD//gntT//yajR//proX//yjbB//ppsR//recR//fumC//yfgJ//alsK//ycjU//rodZ//cysE//ompT//waaQ//coaD//yfeR//flhE//pabA//mrcA//nagC//fepA//rfaE//csgG//ybiS//btuC//leuO//infB//rimK//parC//fimE//mngR//bioD1//ytfT//ftsK//yciH//flgC//ftsW//glmU//hypE//mngA//acrE//tusC//cmtA//guaA//cobU//pheM//narY//livJ//casD//hsdM//ygaV//rbbA//rseP//malI//gspE//yrfG//yhdW//yigL//ydaV//fhlA//yddG//mnmG//sgbE//valS//ycbU//opgD//intS//tehA//yfbU//pheT//ibsC//kdpD//puuC//clpA//iscS//yobA//uidA//yqhD//gudX//yibA//yegV//ppsA//yibH//yfcQ//opgC//ppiD//tyrB//rng//waaY//ecpR//fimD//ybjN//yefM//fepG//glyA//fabA//nrdF//fiu//menH//metN//acrR//nfo//agaB//gloA//garK//nagA//ymfA//yqgB//zntR//pepT//elyC//nuoF//paaK//uhpA//yoeB//citC//glpB//nrdG//fadI//gadC//hofP//tehB//mtfA//fryA//dcyD//yqhC//dctA//yedA//yfcQ//sdhD//gntK//ulaA//yfdR//yciK//efeO//yecS//nagK//tldD//gapC//yigB//tusC//fkpA//nikA//btuC//ybaL//mreD//yjtD//trmL//lpxL//narW//iraP//recE//yihI//secE//fryB//rplJ//fadB//xylG//yhbY//caiT//zapD//pykF//hemF//glxR//prpD//mhpR//gatZ//lpxP//panF//sgrT//rplC//intE//rplE//rpsA//pyrF//zraS//abgR//rlmE//ygiS//bglA//yggF//yhgF//yedP//hycI//ndh//iap//fdoG//sdiA//ydjM//cpdA//ygcW//eutR//rpsT//gltB//ftsZ//bolA//yhhY//rimM//tdcA//yaiV//ygiB//creC//murP//cysG//pgaC//ybhS//pgi//flgE//artQ//guaA//asnC//pepA//lpd//mdh//ybjG//artI//ravA//selD//yhiM//motA//parC//plsB//nikD//infB//yoaA//uspB//hrsA//rimM//gnd//csgD//ybdM//secG//groS//tsx//hlyE//thrL//leuC//prfC//yihR//ydiP//bamA//casA//rfe//gatD//metC//ybaO//glnS//groS//lrp//ybdG//iaaA//ycbX//adk//mdfA//ychH//ygeR//adk//livH//rutR//rluA//dctA//pliG//ycjP//ihfB//rimK//tsf//ompW//matP//rplQ//tnaB//uvrD//ddpA//lpd//chpS//agaW//rimO//ybfE//rhaB//bamE//rfbD//hipA//nirD//hyfC//ldrA//sodA//cmtA//rclC//purB//argD//dcyD//grxD//tomB//mreC//nfi//dmsB//ycgV//polB//arnB//mdtN//mgtL//arnD//pdeD//cdaR//higA//flhD//lptA//leuA//sxy//fetB//mltD//cyaY//agaC//fpr//umuD//ispU//ypjD//nrfF//ung//alsB//yhjR//ilvA//pyrC//yhiM//lgoD//rmuC//sufB//recG//rplA//cysD//dnaG//rplP//nagA//fepE//garD//artP//groL//yhaO//pheM//treF//atpH//adhE//grxD//folD//rtcR//apt//accC//lpcA//yehD//yaiV//emrY//nrfD//groS//ldtE//narZ//hybB//yhjV//ppiD//yadG//ortT//proW//fabR//ycjU//yoaA//nei//ybjN//eutD//xisR//blr//narP//torZ//clcB//mdoD//sucD//pgl//qseB//sgbH//phnG//cvrA//mipA//opgH//ulaG//narQ//dbpA//nrfF//pfkB//grcA//yidA//yihW//aroF//zapA//sgcE//rpoD//glcB//btuR//yoeE//ibsD//galR//rlpA//nuoH//adiY//sgbU//fdhE//ftnA//pliG//tdcC//cfa//ydiR//glpG//hypC//bamC//aspA//yihR//cadA//fimD//mlaE//ulaA//allB//polB//galP//hycH//sixA//mpaA//fetA//ogt//yggP//secB//nagC//ubiG//paaA//zntA//hypT//hybD//ynfE//fdoH//cbrA//hofQ//lysP//arcA//uspB//kdsB//zapC//glxK//fimH//nuoB//garK//yfaE//ftp//dgoR//narU//rplL//queD//adeP//moaE//sgcA//cmk//yiaT//phnC//nuoN//alsB//mqsA//yiaO//ligB//yfcA//gpsA//adeD//ilvD//paaE//rnb//aroH//pdhR//cutC//yfdS//gpt//dcuD//zur//ftnB//yeaE//diaA//znuA//ydcZ//glnS//zntA//yiaM//ychF//dgoK//folM//fklB//hemE//iaaA//prpB//chbG//trkA//murB//gltL//baeR//yajQ//yghU//amyA//yegV//yphD//pth//mtn//rplX//queF//thrB//asd//gloB//nagK//ybaL//frc//radA//yagE//yhbQ//apt//puuA//srlB//fruK//ydhJ//yehC//dicB//envC//ybdM//yafE//ttdR//djlC//entE//cadB//rfaE//yidH//ychF//hxpB//ynbC//dnaN//tnaA//fabB//endA//nei//yceK//ybhJ//mpaA//rfaE//bioP//lldP//bioD1//ldtA//yafO//recN//feaB//gsiB//yiiD//sgrT//uspB//fre//ldrA//waaP//talB//cas2//tar//ccmF//yjcO//zapC//nadC//katE//ttdR//flhD//ccmE//dnaA//hda//ykgO//sdhA//sfmC//fetA//uspF//purU//oppF//yjcS//araA//tilS//flgG//blr//xdhB//dhaL//lspA//yehB//pdxB//alaE//entD//ynaE//yciT//yeaG//mipA//iclR//asnC//entE//prpD//pta//ydaC//preT//rhmR//lplT//yhbX//gntT//stpA//efeO//yneJ//yphF//agp//nfsB//
