#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ydeE//mreB//psuG//ygbI//
GO_0031669_5	insH-5//narZ//thiP//hokE//coaE//cpxP//ydeE//garP//ygfZ//rep//rpiB//umuC//rbbA//nrdE//ispG//lysC//metR//borD//insI3//ydeM//rutC//lgoR//dnaG//nac//ygaZ//ldcC//nudB//asnS//prkB//btuB//kilR//
GO_0031670_5	yebC//ydjH//yibA//
GO_0032025_6	prpD//trmJ//
GO_0032026_6	yejF//clpX//mdfA//
GO_0032048_8	rlmE//norR//rcsB//
GO_0032049_8	waaF//dgoT//ampH//
GO_0032055_6	recO//
GO_0032069_6	ybbN//ghxP//ycfS//melA//intZ//
GO_0032074_7	sufS//dctR//ruvB//gyrB//ulaG//
GO_0032091_6	atpC//
GO_0032147_9	lepA//
GO_0032150_8	lolA//
GO_0032185_6	spoT//
GO_0032194_8	ycjR//
GO_0032196_3	rffC//surA//yqjH//mltC//nrdB//nth//waaB//yciF//ftsA//ttcA//cheW//kdsA//rplA//
GO_0032238_6	ycbB//
GO_0032259_3	mscL//ydjE//priB//panZ//wecC//tdcR//msrB//ddlB//mutM//mlaD//tsaC//cpsB//cmoB//ybiO//proP//xanP//yafC//gpmM//bglA//intA//rplY//btuD//dicB//yrfG//rpsN//ygjH//narV//argE//nanE//srlR//dnaQ//coaA//bglF//dinG//lpxD//nrfC//serB//ptsI//fadI//pdhR//sodA//rpoA//yebG//rpoS//ahr//waaH//rutD//nsrR//ulaD//tmk//cfa//cirA//yihR//ulaC//purL//sbcB//rcsB//
GO_0032261_6	ubiH//ybdO//fucK//
GO_0032262_6	mdtA//
GO_0032263_7	rclC//napB//
GO_0032264_7	ydiF//asnC//
GO_0032265_7	yhjA//
GO_0032268_6	yegT//yhbY//fucK//fcl//amiA//dps//atpG//rna//gmhB//ydjH//murA//ycfH//mazG//ydeT//mgtL//allC//kefF//cdsA//caiD//torR//yqjA//sufB//sufD//tdh//ybjL//rhmR//mdtD//aidB//nrfF//prfA//rsuA//citX//ptsI//fabA//hyfA//dmsC//yqcG//yphB//sbmC//rzpR//ldtD//iraP//glnQ//yajO//phnH//insF-1//
GO_0032269_7	kdpF//bglB//arfA//ldhA//setC//ybiH//cyoA//artQ//nrdR//ycaO//yciA//msrB//dgkA//ldtD//yagJ//moaE//ybiJ//ahr//tsaB//glxK//yahB//sodC//eutR//ynhG//ybcM//yhjC//adiY//fhuC//
GO_0032270_7	insI-2//baeS//tatA//prkB//rdgB//insA-1//coaD//yiiE//gcvH//zntA//
GO_0032271_6	chpB//dedD//
GO_0032272_7	ydfK//moaC//
GO_0032297_10	uspF//sgcC//ycjU//
GO_0032298_10	radA//yphB//
GO_0032324_6	acnA//ydeE//cynX//
GO_0032328_7	dmlR//gsiC//
GO_0032329_7	btuB//yehX//degP//basS//
GO_0032359_7	groL//cyaY//frdC//
GO_0032386_6	queA//dctR//
GO_0032392_7	yhdJ//hdhA//hiuH//yfjR//ydcM//gspF//ivbL//yhhT//artJ//mltA//menF//tauC//lptB//
GO_0032409_4	mlaC//rimP//pdeD//ubiE//
GO_0032410_5	hscC//
GO_0032411_5	lpxK//glpC//
GO_0032412_6	sbcD//cpxP//entC//pncB//
GO_0032413_6	yphF//
GO_0032414_6	ydfH//pstC//
GO_0032445_10	yigB//rcsB//sgcE//scpB//gatC//
GO_0032459_6	ypdI//
GO_0032462_7	evgS//
GO_0032465_6	asnS//puuE//glnH//hflK//lolD//
GO_0032466_7	tisB//cyoE//
GO_0032467_7	phoP//
GO_0032506_4	xylE//rluB//elfG//livJ//ygeW//ykfI//ydjM//yodD//ygfZ//topAI//htpG//
GO_0032508_8	dgoD//pspA//purL//yehZ//nusG//accC//yicJ//hslO//spoT//yiiM//metL//rarA//tsx//
GO_0032535_4	ynbB//yraI//ykgF//hcaF//prfC//
GO_0032774_6	narP//yqeA//ynaE//chaC//yehX//copA//dcuB//ispA//msbA//entS//fabG//murG//erfK//ompT//cpdB//nikC//tar//lysO//cstA//yjcS//sgcX//etp//mnmE//emrE//insA-2//rlmF//alaE//gmk//hcp//aroC//nagC//pyrD//plsX//moaD//gapC//sbmC//yobF//ubiF//dgt//fhuC//thrC//yciH//uspG//gspE//rhsD//ycbV//ygaH//aas//kdsC//dcuC//rayT//ralR//frwC//ydcR//mrr//focA//glgC//ftnA//pta//entE//pgaA//ahpC//dgcM//zraS//gpr//yfdG//nikC//oppD//cspE//cysB//gsiD//yegS//fcl//cobC//ydbD//insA-2//glcF//cytR//aslB//hha//srlB//lpd//lldD//sdhB//secF//ada//tusD//nuoM//hemE//pepT//yejE//ygiW//ftsB//ycjR//rlmD//pspA//hybE//wecE//lipA//paaF//yqaB//yggE//katE//ynfH//dicC//ilvI//glpR//znuB//uvrA//gatD//xylB//ssuA//yehD//maoP//yebQ//rbsR//alsK//dtd//fepA//lit//mdaB//folD//yqjI//eutK//yggD//potD//ubiC//ubiI//yjcO//
GO_0032775_6	aldB//yidQ//adeP//
GO_0032776_6	ydbK//
GO_0032780_7	pgm//ghxQ//
GO_0032781_7	gsiD//ybhI//fepG//
GO_0032784_8	artJ//oppB//
GO_0032787_7	yjcS//cycA//rpe//pldB//ravA//mmuP//yiaJ//lplA//cedA//rpmA//sufB//mglC//thyA//mdlA//yghB//acrZ//yfhH//ulaF//recF//bglJ//hybO//guaB//rpsP//gatZ//nuoL//yjgX//sdaA//cysZ//ampH//abgT//murR//kdpC//yehD//proQ//garR//prlF//fdhE//paoC//ykgM//pheM//menI//pck//recC//ppc//yfdR//waaQ//yagU//glpF//yceD//srmB//yiaM//ccmF//uidC//mdtG//opgC//ccmF//yciF//ghoT//gloB//hrpA//yjjX//caiF//lamB//ndk//ilvA//mtlA//thrL//hxpB//hypT//ydbK//clsB//rbsC//cysC//yhaJ//rplO//mrcB//cysG//edd//gmhB//smpB//ygfZ//sapC//asd//kefC//rcdA//ydaC//nudB//proV//trmD//glxR//narH//lpcA//fadB//holE//nudC//yfiR//hcaR//rplQ//aroK//gudP//puuE//tnaC//spy//uxaC//rluC//mlaB//entE//tnaA//ubiX//eamA//speD//hisC//gcl//mppA//lptC//glnD//ygeR//nanA//yggW//yqhC//deaD//rlmL//pfkB//scpC//rcsA//gshB//narU//gntU//fdnI//mtr//holE//yhjG//paaK//alsK//yehC//scpC//chaC//sgcA//nmpC//nrfD//yafN//osmY//ulaG//ribC//atpB//nikE//dcyD//csiR//lrp//tdh//adk//adeD//yraR//yidR//dgcF//tusC//lptB//ssuE//gatA//frdC//trkG//ghxP//yeaG//accD//cbrA//nadC//spoT//panC//pabC//yphB//dicA//alsB//ftp//rfaG//cnu//insK//yijO//sufE//cmtB//prpC//rsgA//ynjA//treB//ygfA//envZ//nrdG//rplY//nagB//rlmC//speE//fnr//gmhB//adeD//ydfD//dinG//rffM//emrB//lrp//sdiA//rodZ//atoB//tcyL//priC//
GO_0032790_6	mrcA//chaC//
GO_0032879_4	rclA//gsiA//suhB//yqaB//nfsB//modB//lplA//msrB//hofC//alaE//ispH//yiiE//frmA//minE//mrcA//osmY//exuT//srlE//rpsO//fucI//pbpG//folX//cbpM//fecD//ybhS//yjfF//yafS//perR//
GO_0032880_5	lhr//mdlA//hypC//
GO_0032881_6	nanS//sodB//rutD//dapD//
GO_0032885_7	thiP//proW//sseA//
GO_0032940_3	gpp//yieH//uvrA//moaB//cydC//frsA//chbB//
GO_0032950_7	uspG//
GO_0032951_8	gcvH//
GO_0032954_7	ugpA//mliC//ybcJ//
GO_0032955_6	lacI//flgG//aspS//
GO_0032973_7	gutQ//yeaV//murA//yafQ//lysS//
GO_0032978_7	hisP//zupT//wzyE//mltC//
GO_0032984_5	gltD//cpxR//ung//yciE//ydcT//rdgC//flgA//pdxY//atpG//
GO_0032988_6	rnpA//yoaA//
GO_0032989_4	aldB//
GO_0033013_5	motA//cspB//rsmI//yibF//osmY//yddA//artI//recE//modA//cspI//rplR//aaeR//fes//sugE//tesB//amtB//narV//cobT//ssuB//gltD//serB//
GO_0033014_6	agaA//dps//dkgA//fucK//ulaF//yfbV//hisC//acrB//htrE//wecE//yidZ//insF-1//bcsQ//accD//smpB//ruvA//fryA//nuoM//sucD//cas1//dgt//
GO_0033036_3	tatB//mnaT//yciT//mmuM//yjcS//surA//rhmD//hycI//atoS//ymgC//adeD//yejE//rcsD//ldtC//rdgC//cof//dauA//cobC//wecA//rfaQ//treR//guaD//trpC//dinG//araA//yacG//sfmF//yjiR//frsA//gppA//gltS//rarA//cyoC//infC//potG//purU//yadI//crr//flhA//yehU//gntT//rraA//relB//der//dppC//tsr//mnmG//yebC//umpG//
GO_0033043_6	guaD//selA//btuE//nrfB//glnB//
GO_0033044_7	radD//
GO_0033051_5	exuT//
GO_0033120_8	nagD//
GO_0033157_7	kbp//speG//
GO_0033194_5	hflX//xapB//mdaB//ubiA//
GO_0033195_5	dbpA//
GO_0033212_10	glpB//yfdC//argE//yijE//purC//
GO_0033214_11	yqeA//eptA//
GO_0033228_8	serC//wzzB//yaiP//narG//
GO_0033238_6	btuD//mraZ//leuC//hcp//
GO_0033240_7	glpK//
GO_0033317_7	argK//ppiD//cytR//pepQ//
GO_0033319_5	sspB//
GO_0033320_6	lplA//
GO_0033345_8	ydcT//
GO_0033353_5	galR//
GO_0033359_7	livK//lptA//
GO_0033365_6	secF//
GO_0033383_6	rseB//
GO_0033384_6	kilR//
GO_0033388_7	nfo//
GO_0033477_5	frc//
GO_0033499_8	cusS//lepA//putP//lepB//basR//ycfJ//yfcQ//
GO_0033517_5	yehZ//
GO_0033518_6	lysA//
GO_0033526_7	fimA//sucA//pepT//cusF//
GO_0033539_7	gltI//fpr//recT//
GO_0033542_7	yddL//yobA//
GO_0033543_8	mnmA//
GO_0033554_4	rutD//zntA//tsgA//deoD//bamA//osmC//rnc//gatY//cmtB//hha//yhjD//dsbG//argP//intZ//rplI//appC//rpoA//thiE//hrpA//surE//relE//ygaZ//queD//yjjI//amiA//ygeW//bioB//ibsC//adeD//yifB//glnS//hha//ydaV//tatE//dgcF//intZ//appB//thiC//sgcR//ykgO//gltB//uvrC//fepA//treB//orn//nadB//kdsB//wzb//rutA//ybiW//spy//trg//ldtB//waaF//ppk//focA//yifB//deoB//tcyJ//yjhP//fimZ//psd//lysU//rpsD//yihW//birA//yfjR//yfiE//frwC//tsaB//tabA//mtgA//lolA//bglH//rfaB//leuB//ynfH//thiM//citX//puuC//ibsC//ygiW//glmU//fecA//malE//yohD//rplI//yphD//rnlA//ssuE//mepH//rarD//sapD//dsbB//yciH//potH//murI//ubiE//hemC//rplY//tsaD//ybaO//prc//yagG//yfcS//menI//ybbN//msrQ//potG//rzoR//phnP//nuoB//lrhA//tpiA//cheW//alkB//hflX//livH//cysS//macA//ydgA//phoA//uraA//glnD//tnaB//yqeA//rbsD//fabH//ridA//garL//ygeA//yajL//eptB//panZ//dam//yraK//folX//bioB//malI//yraK//fcl//kefG//sdiA//nsrR//htrE//era//mdtQ//alkA//mlaF//clpX//kbp//rlmM//skp//yabI//recA//recA//fadD//galS//lolE//kefB//xanQ//nhaB//brnQ//insA-2//tufB//osmC//accB//slmA//yafE//fumC//lptG//yhjC//serA//hemH//yiaM//plsC//qseB//yjcS//kbaZ//ibaG//yqhC//rbsB//yihO//plsB//yobA//purR//elaB//torI//afuB//tabA//casE//acnA//ubiE//yhaO//dusB//csgA//rcnR//yaaY//erfK//ypdA//elfG//nanR//yhcH//hcaE//yjfF//mltF//amiD//waaC//cobS//aroP//thiQ//mltB//rep//yahB//poxB//hupA//flgI//wecB//hypT//gshB//ybfA//yqgB//araC//yedF//tbpA//murA//aroF//yohD//pdeL//pflA//paaX//tusC//recC//opgD//setA//ynhF//yahK//yiaA//recE//hldE//borD//rsuA//treC//cyoC//yfaU//proQ//ilvA//yggN//ycbX//relE//idi//infB//sgcE//yphD//rbsD//gntT//chbR//rlmD//ytfE//cas3//proA//ung//dusB//yhaV//mreD//ygbI//yhgF//galM//dmlR//fimF//ynjD//waaJ//murI//ushA//scpB//npr//yibA//sbcD//rpsL//add//glnL//emrY//katE//gldA//mlaC//cbtA//ydcI//gcvA//emrY//hdeB//lipB//gyrB//yceO//tdk//zapC//ugd//dhaK//hrsA//mug//malE//tufA//hisP//agaI//yejA//cysP//fumB//ytfP//blc//oxyR//kdsD//preA//paaA//yeeA//maa//mhpB//dtpD//ssuD//yjjU//aroB//stpA//zntR//arnB//yciT//helD//
GO_0033559_6	potA//
GO_0033567_6	insH-5//
GO_0033585_7	dinI//ispH//
GO_0033609_8	yidC//
GO_0033611_8	prc//
GO_0033674_7	nrdD//
GO_0033683_7	ibsD//
GO_0033692_6	cysH//pth//atoB//ribC//frdB//ibaG//map//nlpA//dcuD//fes//galP//glnA//rluF//pflA//kdgR//recR//livG//rluA//ybbW//rihB//matP//thiP//metF//yaiV//yihV//ycjU//malF//lpxM//entE//tilS//hicB//yfeD//tsaB//lptF//potG//narK//yjbB//pspA//yedX//nrfA//yihX//menE//ruvB//cadB//frsA//nusG//csgE//
GO_0033865_6	yeeJ//wecB//ypdC//tyrA//perR//tatE//pgk//
GO_0033866_7	glpX//talB//marA//fumB//
GO_0033875_7	ybaM//menE//cutA//clsA//gyrA//nrdF//yahK//
GO_0034030_8	tcyJ//tolR//yphD//ldrD//
GO_0034032_6	rhaM//yheT//thiL//ompA//nagC//dtpA//yhfS//
GO_0034033_7	yqcG//iap//hyfA//yihW//
GO_0034035_7	yhaM//insA-2//livG//
GO_0034059_4	uxaC//rzoR//
GO_0034192_7	apt//trmA//moaD//
GO_0034193_7	uspC//
GO_0034194_8	rluA//yaaY//ddpA//
GO_0034195_8	aroD//
GO_0034198_6	mdfA//queG//rzpR//
GO_0034203_6	marA//
GO_0034204_5	hinT//tdcG//
GO_0034213_6	tsx//
GO_0034214_7	lptC//yefM//ygdG//yoaA//
GO_0034219_6	fecD//atpE//elfD//insE-1//hflD//hemH//tdcG//cmoB//mnmA//glrR//yneL//cynX//rffT//ibsD//hicB//mglC//frvA//rutA//ilvM//smpB//gsiC//lpoB//ygfX//dkgA//guaB//ynbC//potE//amiA//treB//rluB//mnaT//hisB//ybhG//cyoE//yggF//secB//uxuA//purA//potC//leuO//mdtP//yfbU//flhA//yidK//cdsA//hisM//rsgA//mepH//ybcJ//priB//scpC//yddL//nanE//cobT//gltS//fdhE//ptsN//fepD//dacC//tpiA//tsaB//rne//fliG//ybiW//ftsH//thiC//flgF//glnK//ybdR//dxs//pbpC//ybiV//rpsK//narH//yhgH//yfbU//fdoI//aroE//hscC//gnsB//rlmB//insI-2//uxuB//nadB//rhtB//rluD//ynfE//yidL//ydcM//ttdT//rsmH//fimE//fucP//gshB//
GO_0034220_6	nfo//thrB//yfhM//cstA//pgpC//intS//blc//cusB//yehC//rhaR//glnP//bipA//yhdH//ilvH//gudP//dgcM//hyaB//hcp//rcsD//envZ//mliC//narQ//thiQ//crp//edd//ilvB//qorA//yfdK//yihW//ynfE//nadE//frlC//purA//fucP//allB//prmC//truA//yraH//glsA//ydcR//ompF//acrR//rnpA//lysU//plsC//btuR//tauD//hicB//dsdA//mtnN//gcvH//yfaL//sgcR//argE//cpxA//acnB//rutD//lysU//cpoB//puuA//wzyE//fdnH//citC//ecpR//atpC//norW//manZ//arnA//yggT//ubiB//fdoI//rpsO//fecB//bglJ//yahO//hybO//ychO//rimP//bssR//ybeF//umpG//ynaI//napC//gcvP//gntP//aas//aes//elfC//cpxR//arfB//chiP//ycdY//yjhH//rng//cusS//dcuB//folE//dmlA//mntP//lptB//citC//artJ//agaC//tadA//mak//rluC//eptB//cmtB//puuB//glnB//bhsA//rdgC//rnhA//yraI//rnpA//hemC//ftnB//yfcF//rfaF//uvrD//ygeA//adeQ//dxr//gntP//ybcQ//pal//pdeD//ycbB//rhaM//yjiQ//menC//ydbK//mdoD//yagJ//cyoE//ltaE//aroD//yihX//gluQ//ymdB//mhpT//mhpA//intQ//ydcM//malS//rcdA//ycfJ//hybO//mlaE//clpB//rlmL//kdpA//adeD//treF//mak//hybO//ydeI//rplR//hupA//xylB//insB-2//fadA//ibsA//ulaC//galF//ibsB//yejF//gcvA//tusE//pspG//epmA//gudX//recD//envR//degP//
GO_0034224_6	prs//ompL//
GO_0034227_8	yhcN//kefF//artQ//lptD//modA//ndh//cbrC//frr//
GO_0034248_6	ybjX//glsA//moeB//acrR//ddpX//pgl//sfmD//ycbX//ygeR//cpoB//proX//nfi//fadD//prc//ybhF//murG//blc//cdaR//argC//ndh//cra//thrL//maa//ybhA//djlC//ampH//pckA//pykA//glpT//yiaF//rhoL//rsmA//pncB//cydC//ytfP//yihU//insI-1//ascF//tusA//yeiE//yihR//
GO_0034249_7	hisH//trmL//rpiR//aceK//gatC//garR//tsgA//aaeA//rimL//yajQ//fabB//lrp//mglB//dtpC//thrS//rcnB//sufE//fimB//dgoA//grxD//hdfR//rhtA//moaA//ydfK//yphF//
GO_0034250_7	yahB//hdeD//casD//gldA//bamE//nagE//hscA//
GO_0034258_8	dps//
GO_0034260_5	fpr//
GO_0034285_6	ahpC//
GO_0034286_7	fdoI//
GO_0034288_6	yhcH//
GO_0034289_7	fieF//
GO_0034308_5	ssuC//gapA//putA//mscM//rfaE//ybcL//hofQ//mtr//srlB//cdgI//folE//
GO_0034309_6	ybhD//yibT//sanA//
GO_0034310_6	ycjD//srlE//mdtE//bamE//rng//yjcE//
GO_0034311_6	melA//yejE//pepN//
GO_0034312_7	mazG//fre//
GO_0034313_7	bglJ//
GO_0034337_3	mzrA//metN//
GO_0034355_7	rnlB//cspI//lit//gatB//
GO_0034401_5	kch//
GO_0034404_5	hyi//baeR//mdtB//acrE//yjbB//ilvD//bioB//rzoD//mutS//ddlA//fixC//yehC//argB//nuoB//astC//prs//pstS//potA//hcaF//kbaY//yfjR//yajD//trpA//ybaQ//yeaK//yjcS//fabI//ribC//yhaM//acrZ//fimH//prpC//insA-2//pphB//rutD//cyoE//fruK//rpnD//malS//tyrA//bamC//pfkB//frlC//csgB//lolB//narW//fau//rzoD//glpG//pyrG//
GO_0034414_9	relB//
GO_0034421_8	yjeI//
GO_0034440_4	rraB//cbrC//pflB//eco//pal//hycI//trpGD//sfmF//udp//nrdE//greA//tcyJ//cydC//ymjB//ftsX//yebC//cdgI//entB//npr//fpr//
GO_0034470_8	prmA//pdeD//yddL//mrp//rpnC//cspI//napA//yaiP//hcaF//folX//aldA//macB//thiM//kgtP//yajR//yggW//mqsR//galP//cbtA//cspB//murR//ddlA//dinJ//fhuC//opgD//yrfG//serB//aroK//frdD//fkpB//speB//dcyD//mutY//cusC//tcyJ//paaA//yeaE//yghU//pmbA//ygfZ//pdxA//yjcO//xapA//exoX//yjcE//yidR//eptC//pitB//viaA//prfC//rfaC//frlC//dnaK//ycgR//norW//rbsA//btuE//cmtB//hprR//ynfF//trxA//frvA//ybjD//malG//ynbB//rcsA//adeP//exbB//paaB//araE//hscA//dcp//aceF//trpL//rna//ykgA//yihU//fadJ//puuD//nikC//scpB//dapD//rnc//moaB//mdlA//ygjH//ypdA//ribE//ghxQ//yqhD//mlaF//mazF//caiT//dpiB//
GO_0034471_9	agaC//abgT//ldtA//mdtL//
GO_0034552_7	hyaB//
GO_0034599_5	prmA//hyaB//rmf//yfcU//gadE//yebZ//slt//glnE//opgC//greB//metK//modC//recN//gloC//coaA//abpB//abgT//lpoB//bioB//chbR//groS//kdpC//ycjP//
GO_0034605_5	ldtA//ccmF//plaP//puuP//modA//hisI//icd//frsA//arcC//
GO_0034613_5	guaB//ruvA//hdhA//rpsO//ydaC//uvrY//recX//htrE//cusA//preA//metE//araD//nadE//csgG//yeaK//intF//gudD//
GO_0034614_6	maoP//glnS//yciK//zapB//frdB//pepN//iraM//yphC//ykgA//pyrE//ralR//pbpC//ilvI//
GO_0034620_6	napA//frmB//yiaB//puuB//
GO_0034622_6	gsiC//serA//ibsC//appB//rffH//metI//hcaD//bcp//rna//psuT//lptD//ybiO//aspA//yadN//acrR//cysA//acrZ//ybcQ//cyaA//mntS//degP//lgoR//sgcX//iscS//hda//uidA//dkgA//ppc//yedA//murA//hycH//pyrC//flhD//hemG//fkpA//ybaO//insI4//cobT//nlpE//opgC//ykgA//
GO_0034627_10	htrE//arcA//pepT//adiC//tdcD//
GO_0034628_9	ygiS//kefF//manY//sbcD//yeiG//
GO_0034635_6	trpGD//agaS//ygeW//srlB//idnO//rhaT//
GO_0034637_5	ttdA//ppsA//nagC//fliZ//rseB//rplW//thiC//dppD//mtfA//rbn//yjiM//ugpA//tabA//puuC//fimB//gcvP//atpF//ftsY//decR//yhjA//lpxK//mngA//gadA//sfsB//dgkA//dosP//ygjR//norV//pgm//nuoB//cas2//yhdZ//yhbQ//mhpR//yfdR//hicB//raiA//gcvA//murG//kch//murR//cedA//feoB//mdlB//kdpB//rplJ//basR//malX//sspA//rplA//
