#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	alpA//intS//gltB//prfB//
GO_0034654_5	nlpI//moaE//yjjB//pspF//rarD//trmJ//atpB//lptB//trkG//yegV//fliK//dnaK//yciA//speG//holC//kdsC//tolR//ybiY//frdB//yhaO//ycfL//rarD//tnaC//parE//ydjK//flgI//flhD//tusB//dkgB//ytfP//sucD//gpmM//yciV//der//yedF//pflC//rbsB//fetB//cyaY//trpR//wecA//yjtD//yebG//gltX//recD//fkpB//yehW//yfcQ//prfB//lptF//lyxK//selA//fliS//waaZ//cspE//gsiA//mrdA//rof//fruB//kdpB//fadK//atoB//fadL//uof//dxs//miaA//rsmD//moaD//fepG//setA//glsA2//upp//speC//ytfR//rpsS//tusA//hyaB//cyoE//dnaC//glgX//trpD//cysB//csrA//selA//ompR//pdxB//yajD//clcB//ycfH//metC//fhuD//gyrB//sgbE//yaaY//bglJ//lptG//ftnA//pheA//yejB//ghrB//thiD//hflC//dgcZ//nuoN//yidD//cca//ompL//lysU//narL//thiH//aroH//pal//phnN//prlC//nlpE//dnaG//tatD//murA//yebC//citT//yddL//trmL//yhgF//ygeV//srlE//rffH//ggt//der//ydjK//ampG//zitB//dinD//ompG//narZ//rimI//prlF//yejF//yahN//yihO//pspD//yraN//hyfA//umpG//plsB//truA//araB//gfcE//speE//cdaR//hofO//frvB//yibF//flgI//wcaB//moaE//rfaG//opgE//yifB//psd//pgm//nudC//glnB//gltP//aer//ytfE//pagP//waaP//dtpC//trkH//lptE//thrL//tqsA//yfcV//galE//narI//yccA//pepQ//coaE//betI//fumB//lacI//lpxM//pphB//yjiM//ydfG//nfo//galR//secA//fumC//mhpC//napB//hcaC//ogrK//elaD//cmoA//gatC//gsiA//xapA//yeiL//xylF//ligA//livJ//yjiX//glcA//cspI//rimO//ybeQ//kefC//yihX//nuoN//gpmM//yaaY//dmlR//rutF//trmH//coaE//mgsA//yihW//gudX//rpsM//valS//insK//yiaN//potC//tusA//iscS//oppA//mdaB//amtB//parC//ydiB//ssuD//cueR//srlA//norW//yciF//yjhC//ycjQ//flhE//pitB//hycA//frlR//ydbK//yfaV//yraJ//hicB//wecB//ybbY//dhaR//hofN//nadC//modB//pntB//envY//ygjK//asnA//tehA//pnp//tauC//
GO_0034655_5	qseC//nlpD//ffh//hupB//paaK//hisC//acnB//hyaA//nagE//rng//mak//gudP//holD//asnA//yfeX//yfcQ//wcaJ//der//mdtO//ycgV//avtA//rhlE//cspG//cycA//fecC//yhaC//ynbC//sdaA//dcuS//nrfE//hpt//ilvB//yiaN//ydiR//glsA//treF//cpxR//plsB//ydcO//bioH//rzoR//lacI//pdxH//infB//citT//sufS//ytfQ//cusA//speE//yhaV//panC//ftp//ybaK//ddlB//rfaG//rluA//nadC//pyrG//rplX//glgC//asnA//nikE//ugpE//agaW//yhgF//yehB//ycjP//bcr//dinQ//feaR//fadI//rseP//yihX//
GO_0034656_5	sthA//mtgA//ydjM//ybjC//mltC//ptsH//dgcF//kefG//fbp//yjiX//cheR//rpoH//allB//
GO_0034660_7	trkA//panB//cobC//yieH//gfcE//pepN//bcr//metH//yqiJ//tpx//idnO//yraJ//malE//essD//ybjL//xylF//ihfB//amiD//fliG//rpmG//lacY//glgX//ggt//yafC//thrA//metR//lacI//mtlD//ydfG//dicB//hisA//ssuB//dfp//agaS//ydaV//pheT//asnB//araD//mpaA//lamB//otsA//kbaY//ppk//pldB//uvrA//parC//fruA//ydcM//rimK//aaeR//rnb//bepA//cmoA//lsrR//rpiA//dhaM//glpR//dinD//ygiB//rplT//trmI//yfcF//yfdO//slmA//hlyE//ampH//dgcT//mhpT//ansA//malF//oppD//fepB//arsR//bluF//dnaE//prfC//araB//ygiN//yijE//frc//ftsI//atpE//waaG//insH-5//sbmA//fabH//kdsB//ykgM//yagU//der//hisS//nadC//flhA//gcvP//epmB//hyfC//bepA//rpnC//putP//dnaG//tpx//araF//treF//yijE//aspS//arnD//btuE//tnaB//purT//glcC//mreD//lptC//tolA//pdxH//gpt//menD//cmtA//rtcR//fecA//cra//mrp//yqiG//
GO_0034661_7	mug//fdoH//otsA//ccmH//
GO_0034755_9	sbcD//yafC//rhaS//envY//
GO_0034762_6	rsmF//purA//feoC//yoaA//sufD//alkB//tdcF//allS//
GO_0034763_6	dnaX//murG//
GO_0034764_6	gph//kch//
GO_0034765_7	frdD//nfuA//galR//mutS//yahD//sdaB//ydcZ//
GO_0034766_7	degQ//
GO_0034767_7	ydcI//potB//
GO_0034775_7	glk//cheA//ymdB//dpiB//yibF//
GO_0034983_9	bioH//hflK//
GO_0035235_6	ybjL//rna//mdtC//dgoD//
GO_0035303_8	tdcB//ypdA//nrdI//fic//ydjL//
GO_0035304_8	trpGD//
GO_0035306_9	pinR//
GO_0035307_9	eutA//
GO_0035335_8	ybiA//yciG//yejB//
GO_0035344_8	fecB//cyoB//
GO_0035350_6	yejF//
GO_0035383_4	aspS//emrD//yraI//yigB//trpA//sfsB//gspF//hybA//
GO_0035384_5	mgrB//fumB//
GO_0035429_8	deoC//yiaJ//sgcR//nrdD//hisP//dicC//
GO_0035433_7	rimL//xthA//
GO_0035434_9	yeaV//yidA//ycaN//ilvD//serB//
GO_0035435_9	hxpA//sfmD//dcuR//ssuC//codA//dauA//guaA//mdtG//rfaH//
GO_0035442_7	dtpB//rfbX//yjhI//prpR//setA//wecC//lptG//pgpA//ydfD//dnaC//nrdI//
GO_0035443_7	arnE//thiL//ybaE//mltG//holC//ybbW//ortT//mdtO//
GO_0035444_9	rsmE//aroK//ygfI//rseC//ptrA//malG//cdgI//
GO_0035461_6	uxuA//waaU//argA//pdeR//polB//idnD//fkpB//kdpC//fadB//pspD//
GO_0035510_7	agaA//sgbE//exuT//araC//rcdA//
GO_0035511_5	menA//
GO_0035513_5	ymfK//
GO_0035524_8	gabD//
GO_0035552_6	tsaD//
GO_0035553_6	casE//
GO_0035556_4	yqiG//kdgT//pta//araA//satP//atoS//ycjR//pntA//mdtB//ydcP//tsaE//fetA//rusA//narP//ydcT//frr//hycB//xisR//rpsH//rluA//tamB//gdhA//ygcO//mcbA//npr//sufD//cas1//rof//feoA//proV//flgB//pnp//artM//narQ//hycH//yfiE//nanA//treR//yahN//pdhR//glcB//yebQ//yehY//glnD//fryC//yraK//
GO_0035600_8	zipA//
GO_0035601_7	hemB//dmsA//dicB//
GO_0035672_6	epmA//tldD//xerC//mdtC//nrdR//gspE//sohB//yhfK//lepB//torD//lldP//appY//nfuA//mhpT//ydfH//thrC//mraZ//npr//potD//tldD//
GO_0035690_5	plsB//sucA//relB//lptB//lpd//lapA//lysR//ynaE//csgE//mdtJ//treC//
GO_0035725_9	dgcE//yfcP//flgM//rplE//ispU//htpG//ybcQ//
GO_0035784_9	ycgV//
GO_0035821_4	tufB//yjtD//ydhJ//fepA//nimT//
GO_0035864_6	hflK//
GO_0035873_8	pyrC//ppsA//
GO_0035890_5	araC//ymjB//potE//ftnB//
GO_0035891_6	cca//aroH//paaZ//pckA//
GO_0035966_4	aroB//yihV//cpsB//avtA//gudP//nanE//lysS//
GO_0035967_5	sgbE//yhfK//paaD//nrdH//cpxP//
GO_0035999_5	rlmG//rlmM//fecD//ftsH//
GO_0036001_7	uhpT//
GO_0036046_8	yjjI//
GO_0036047_9	yqiH//
GO_0036048_8	ackA//
GO_0036049_9	ygeX//
GO_0036088_6	tpx//
GO_0036103_6	xerD//metG//
GO_0036104_6	entD//iscA//
GO_0036172_6	dapD//
GO_0036211_5	kdpE//lamB//yjhP//rfbC//add//frr//rsmE//nikE//lpxH//yhjX//ugpB//nusA//ssuE//pgaB//thiP//glpF//rcnB//hflK//yraR//rzpD//cadB//cysU//yaaU//yiaM//gmk//mrdA//bglX//ybiO//xapB//yijE//argS//elyC//moaB//dppB//leuE//osmY//bcsQ//uspF//mglB//tomB//rhsD//hyi//rsmF//dinB//mscL//pdxH//serC//menI//pyrB//hyfF//fryB//rffT//fdoH//rcsB//rpsS//hldE//ycfJ//wecA//aroP//mscM//leuB//zitB//yiiD//lipA//fabA//nuoN//gsiB//waaQ//yjhC//basR//gudP//wecE//hofO//ebgR//grcA//ydcP//rep//entF//yeeL//alsC//cbpM//fadH//rpnD//ftsX//hxpB//napB//yaiW//ilvC//flgF//mutM//agaD//katE//yjjU//bamC//kdgT//ybjX//araE//dps//pheM//ptrA//yjjI//pdhR//fhlA//nrfD//purL//ugpA//cpsB//rplE//fabB//ogt//mutS//pyrF//moeA//pgk//atpB//cirA//uxaB//dut//ycjY//gapC//trpE//sfsA//sufE//metN//fabI//ldhA//dsdX//lsrA//yggX//yqeG//ttcA//yehX//gntP//tehA//prlC//aroP//bssR//dld//waaA//fhuC//higA//aroH//
GO_0036214_3	gadC//
GO_0036265_6	malP//fetA//bioB//aslB//
GO_0036289_9	hisS//intZ//
GO_0036293_5	tdk//cas3//yiaU//
GO_0036294_6	pspC//uof//flgM//
GO_0036388_7	cusB//
GO_0036447_5	sutR//uidR//rsmD//
GO_0036448_6	kdgR//fis//nlpD//
GO_0036460_5	yciT//hflK//zur//thiQ//opgH//ybbN//
GO_0036506_5	kdpE//
GO_0036525_7	mutY//
GO_0038083_9	hicA//hyaB//yhaJ//dgoA//ada//
GO_0039633_6	edd//malQ//tpx//pheT//
GO_0040008_4	wzyE//ydjL//zwf//rpoD//hcaE//smpB//trpA//aes//mscL//rrrD//
GO_0040012_4	ilvA//nikD//ycgV//yhjR//yaiW//yagJ//yghU//yfcS//metB//mdtO//prmB//rcnR//zapB//mdtD//
GO_0040013_5	yihI//mglC//arnA//ansB//yahK//fpr//exoX//
GO_0040033_9	flgD//
GO_0042026_4	pgm//fabD//qorA//kdgR//ruvB//mrr//rimI//rzoR//fabG//
GO_0042040_7	rstB//
GO_0042044_5	rplM//
GO_0042126_5	raiA//yeiE//tusD//fimB//
GO_0042128_5	yraJ//cusF//
GO_0042133_4	lolA//ugpE//ycbX//mltF//rplK//ydeM//flgA//hdeA//murJ//fixB//mglB//galP//aldA//dinD//cusR//gatY//
GO_0042135_5	nadA//eptC//moaC//insH-6//idnO//prkB//frdA//yafQ//araG//dnaT//udp//yegS//speC//
GO_0042136_5	ygbM//nadE//
GO_0042150_7	surA//ydfD//ftsX//
GO_0042157_5	araD//csgB//udp//fixB//
GO_0042158_6	ypdB//pheS//pdxA//
GO_0042168_4	plsC//rsmG//aroA//flhD//yraI//rhtC//ybgP//rlmM//creB//
GO_0042176_6	gyrA//rclC//fnr//ydhJ//
GO_0042177_7	xapR//mgsA//rarD//
GO_0042178_5	yigL//hcaT//gadX//sixA//yfcG//nimT//moeB//fliK//bfr//metQ//rhaS//waaH//hsrA//proC//sapD//nrfG//frwB//bamB//mgtA//
GO_0042180_4	yjhC//cydD//glmM//btuR//dosP//yeiE//pncB//yaaU//degP//ompG//ydiF//astB//rsfS//metF//ralR//fimZ//rpsS//sfmF//gcvA//paaK//trmL//accA//ldtD//ptsN//ubiJ//rplK//sseA//frdB//dgcF//ddpA//yhjV//diaA//tcyP//fetA//cspD//melR//rutF//recX//arsR//yqjI//deoB//tdcA//katE//mltF//ung//pphB//yedA//hypB//sanA//holA//ycgB//degQ//glnQ//cho//ydjE//guaA//rplO//ridA//xisE//
GO_0042181_5	cheA//mocA//hybE//livK//acnA//aspC//accA//alaA//trpR//ugpA//fabH//dgoR//rffM//gadW//entD//ydcT//ypdI//fur//lepA//rcnR//dnaE//lptE//treC//pgsA//
GO_0042182_5	ruvC//mrdB//smrA//hyfC//hscC//ompW//yiiE//sstT//yibF//trpGD//flgE//malP//adiA//ygiV//hyaB//katE//rpiB//lsrB//nepI//argT//insE-1//nadA//glpC//yajL//sgcX//ybjC//gspF//ispB//narQ//
GO_0042219_6	dapA//waaB//ddlB//fhuC//yihL//
GO_0042221_3	rffH//glnE//metC//phoQ//lolA//gcvH//napC//uxuB//flgC//lptB//uhpB//mdtC//mnmC//hisM//ynfH//waaC//araG//cof//cynS//trmJ//msrA//epd//glnP//fdnG//aaeB//ygeR//caiD//ybiH//ltaE//yiaM//flhA//sutR//ydjM//eutD//glgA//frmR//yadK//yahN//ribA//ynfF//ebgA//fimG//sodA//yoeE//dnaT//rplT//surA//gntU//torC//yeeY//nrfA//metH//hslO//menH//hslV//gcl//rutR//zntR//envC//lacY//tolQ//yiaA//paaB//yjaA//yhjX//hyaA//waaG//malG//yraH//ynfH//ycjU//yehC//ndh//ubiB//glpA//gshA//sutR//exuR//oppD//rutF//deoB//nfsB//nrdB//yjjG//rpe//btuC//ygbN//flgG//blc//csgA//rof//ibpB//purA//glmM//garL//diaA//psuG//rlmJ//yhdZ//gloA//brnQ//mfd//topB//gpr//yhjX//yhaO//mprA//intA//mdtF//yjcS//yeaE//rdgC//cydA//ftsZ//glxK//rhlB//proQ//mnaT//entA//fliS//glpK//dnaT//afuC//tmcA//setC//ubiD//glsA//tufA//glpA//rplB//hyaC//lysS//ybhA//insK//yebC//fdoH//pyrC//ugd//nadK//ymjB//zapE//rbn//xseB//mdfA//yjtD//bioB//livH//tesB//carB//xthA//sdhC//dnaA//metN//napD//tdcR//dtd//xerD//aldA//yaiP//allS//rpsQ//tauC//tatD//ybjC//ccmH//trpGD//umuC//rsuA//torI//phoB//csrD//nikC//ulaB//bioP//yfdC//dnaG//nudG//folE//yraN//arcB//rcsF//satP//moaE//glmS//tadA//sspB//ccmD//tyrR//fabH//casC//hybB//gltL//hybO//nlpD//ycgR//ydbK//epmB//secY//ybaM//yraJ//ycjU//bioB//dacC//gcvP//prs//cadA//dnaT//emrE//narX//ydhQ//btuR//pdeF//trkG//yijE//dhaL//ybjN//oppD//glnD//dcd//rbsC//ugpE//ygfI//lpd//lolA//ybgI//rplX//panD//fdoG//maoP//rihA//sgcR//artP//yfdG//chbG//ymgF//
GO_0042245_7	fdrA//dnaE//gsiC//
GO_0042254_5	ldcC//tdh//cpdA//topAI//speE//casE//allC//
GO_0042255_6	csgE//gatD//
GO_0042274_5	rplL//fadI//rpsD//rpmC//
GO_0042278_6	nrfD//pepQ//rpsM//narQ//rhmD//pspG//rpnB//ydhK//ygbM//hisB//glpF//rhtC//gldA//ypdC//ibsC//hycH//yqhD//gadA//
GO_0042304_7	dapB//pykA//bioB//
GO_0042325_8	dsbC//citX//
GO_0042327_9	gpsA//
GO_0042330_3	norW//cobB//pdxA//artM//livH//tdh//ygaH//mtlR//aceK//gadC//mtn//zraS//hisH//mutM//mug//ilvH//
GO_0042350_6	fadD//
GO_0042351_7	gudX//
GO_0042354_7	katG//srmB//prpD//yfdK//rbbA//rluD//
GO_0042355_8	rsmF//chpB//nagC//sodC//yjjV//srmB//
GO_0042357_5	nikC//yfdS//
GO_0042362_6	ynhG//
GO_0042364_6	bolA//nadD//cyoB//lpp//yeeA//rhaM//mglA//hslO//dctA//ybdM//sodB//fklB//ldcA//ypdI//leuO//ycaN//slmA//waaQ//mdtN//cadC//yfiE//artJ//malG//argR//ychH//ybaK//ychF//relA//fixB//ptsI//moaD//pdxH//tehB//yieE//amyA//adiA//gltX//seqA//ydeP//agaS//dsbD//nagD//guaA//gatZ//nuoB//ychH//gatY//uraA//yjiA//murE//amyA//fau//uspB//yeeL//adiA//rpmA//
GO_0042365_6	yhbS//yebS//rpsO//uspF//
GO_0042371_7	emrY//
GO_0042373_6	napD//
GO_0042398_6	ompL//yhgH//dgoR//ydhK//dcuD//lpxP//thrC//uxaC//chbG//araB//potE//fbaA//umpG//rpoS//insK//hcaE//ygeX//yafE//rcsA//lsrA//
GO_0042401_7	sgrR//bfr//setA//allR//pgl//ihfA//chaC//lsrC//nrdE//sdiA//mutT//fdrA//flgM//uvrY//
GO_0042402_7	yiaB//moeB//sufS//setC//nikD//argD//astC//tolA//tehA//astC//xisR//eptB//ymgA//
GO_0042413_6	ydcI//yfcV//ligA//fdhF//
GO_0042430_5	malQ//malP//ydcP//rzoR//ybjC//acrZ//intZ//aroF//tatA//gltB//
GO_0042435_6	gor//flgF//gntU//gstB//patA//fumA//ynfE//bioC//sdhD//
GO_0042436_6	rhsD//
GO_0042439_5	yeaV//
GO_0042440_3	nadC//ghxP//yhhT//fkpB//uxuB//flhE//ackA//dnaJ//yjjI//satP//aer//cobU//higA//rnlA//
GO_0042443_5	dgt//hofN//
GO_0042445_3	ydiO//cobS//hisH//rlmJ//era//hsdR//citT//ahpC//yacG//aer//moeA//oxyR//torC//rcsB//
GO_0042446_4	nlpD//
GO_0042447_4	yeeJ//fliL//rlmG//ybgI//cycA//yjcO//rhtC//dnaJ//torD//murD//nfo//ratA//frdC//
GO_0042450_7	yebZ//cdd//fryB//mltB//iraM//narW//
GO_0042451_7	katG//mepS//proX//rfaE//wbbK//yjbG//
GO_0042453_8	phr//
GO_0042454_7	fiu//secA//narP//lhr//hyfA//wzb//cpxA//dam//pdeL//gltP//rpmF//vsr//
GO_0042455_7	ygfZ//yjiM//yadC//ydeO//yehD//purR//tcyJ//ybeQ//rhaT//glsB//rlmJ//deaD//gshB//ribF//yfcS//cvrA//kdgK//
GO_0042493_4	sixA//csgD//mnmA//mrr//tdk//rcsC//mlaD//agaV//cyoD//gudP//dpiB//argT//ghoS//rpsR//napF//fruK//citG//purL//greB//ugpE//dinD//hypC//nsrR//slt//lldP//opgH//yagF//rssA//murR//frvR//nfsB//ycfS//dfp//ttdB//bglJ//dgoR//ydiQ//insB-2//sugE//pabB//ubiJ//pyrB//pepQ//marA//asd//yahO//torA//uxaC//frwB//
GO_0042537_5	ybbW//yfcQ//acrZ//pspC//glnH//yneE//kdgR//cecR//dhaM//rplW//yidD//lptC//rnpA//rlmM//ynbD//flgK//sdhA//ettA//maa//appB//yajO//ilvM//
GO_0042538_6	narW//ynfL//
GO_0042542_5	ssuD//nrfE//yiaU//slt//yejA//yadM//rhmD//sxy//ybdR//bioF//mocA//agaA//queE//rhoL//yjiM//glnD//lepB//hisQ//
GO_0042545_5	zapC//
GO_0042546_4	ftsN//macA//miaB//tolB//aroL//ulaR//malI//fadI//glrR//trpD//
GO_0042558_5	chpB//poxB//eptA//pdxA//purC//pbpG//trpD//atpH//glnP//rlmM//ndk//rsmC//proW//zapB//sufS//accD//fliG//degS//
GO_0042559_6	msbA//hokE//hisC//glnB//recR//fdnH//prlF//ilvL//soxS//plsC//yfbS//apt//etk//
GO_0042560_6	lexA//lpxH//
GO_0042592_4	ycjW//sfmA//ccmA//yiaA//nikE//rplE//ogrK//nsrR//yjfP//panB//tldD//yfbS//ompL//pstB//hyfC//yidQ//xerC//rffM//yfcS//glpX//sstT//hcaR//gsiD//grxD//rbsB//menI//thiE//tufB//yeeA//ivbL//afuC//kdgT//cusS//kdpB//secD//dppA//mazG//opgE//bdcR//lpxH//ppk//ogt//nudG//agaD//slt//hflX//scpC//ihfA//asnA//hcaF//gatC//rluB//ppx//yhjG//shoB//fruB//proC//yihW//livG//
GO_0042594_4	ypdA//ivbL//ynfK//abpA//ecpR//ydiQ//envY//adeQ//insA-2//yidR//yfbR//ydcT//pdeL//yibA//yacG//pbpG//mltC//torI//uhpB//rpmF//ytfE//caiE//menE//yjfP//azoR//yehP//dgkA//fixB//fumC//murP//tnaA//hisF//sppA//yqhD//intF//
GO_0042618_5	caiB//
GO_0042619_6	deaD//
GO_0042710_4	ymgF//kbp//fabA//nrfG//waaY//dinJ//rpoH//valS//dtpD//clpX//mnmG//ydeM//hcaB//fhlA//ybiW//citC//hycH//cca//mutL//wecB//yhiM//acpT//mepH//purN//fepE//galK//lptE//msrP//fdoI//yfaX//hslJ//tusB//allD//yqiI//sanA//yhjC//ftsQ//ibpA//gntK//wecC//iscA//fadK//nfuA//rclC//zapB//mngR//phnM//opgC//hda//creC//appC//
GO_0042723_5	murJ//sgrT//ubiX//tktB//yihP//rpnD//pgpC//tktB//lpd//ycjQ//sbmA//lpxM//
GO_0042724_6	sdhA//yajO//selB//rbn//ycjW//frlC//asnS//ybdM//qorA//gdhA//
GO_0042726_5	etp//yidK//trmB//cyoD//mqsA//tar//xdhB//hypD//
GO_0042727_6	dmsA//yhjD//secF//fruB//rhaM//umpG//yrbG//ssuE//
GO_0042732_6	frlR//higB//mrcB//kup//secD//
GO_0042737_5	lrp//yqiJ//flgH//rpsM//melA//glpB//ilvB//gatC//yedP//glsA//lapB//lolC//ygiW//uxuR//ftsQ//yggF//ptsH//rpsR//ycjY//lsrD//chbR//kdpD//crfC//nfo//sfmF//aaeB//glvC//ybdO//hisA//rsmC//rluA//sbcD//yadI//sseA//yraK//nrdD//casC//tauB//gcl//yiaB//csrD//gpt//macA//yggX//yjtD//amiC//hofM//cpoB//nadC//sapA//kbp//htpG//agaB//yqgB//yneE//
GO_0042743_5	pinE//panC//
GO_0042744_6	mdtA//dctR//
GO_0042759_7	narU//ygiS//
GO_0042773_6	yciA//
GO_0042777_8	glcE//
GO_0042779_8	queE//
GO_0042780_10	aroG//iraP//purC//
GO_0042816_5	ibsE//araF//ilvM//cadC//rlmD//dapD//lspA//wza//fadJ//
GO_0042817_5	gutQ//
GO_0042819_6	ygeW//msrC//yraR//maa//rsmF//rplP//msrQ//yhfS//csgG//
GO_0042822_5	gldA//yjgX//hycA//phnC//bioH//hrsA//otsB//
GO_0042823_6	zntR//tnaA//ycgV//secF//proQ//tqsA//casE//
GO_0042836_5	eutK//truA//yfdC//araH//
GO_0042838_6	tauD//lexA//aspS//mutM//
GO_0042839_7	cycA//holB//fadE//ralR//intF//galS//
GO_0042840_7	fepC//rplM//glnL//nrfD//dsbC//napC//
GO_0042843_7	queD//torC//
GO_0042844_7	murB//
GO_0042846_8	msrQ//
GO_0042851_8	mngA//yfeD//cadC//adeP//
GO_0042852_9	uxaA//frlB//rnpA//
GO_0042853_9	ynaI//
GO_0042866_8	rplB//kefC//mraY//lsrC//gshA//ychH//btuB//uof//yhcH//rsmF//yraI//cyoE//gltD//tktB//yibF//ypdC//folE//ynhG//
GO_0042867_8	ftnB//
GO_0042873_7	pstS//glgS//mhpD//ydiP//rpsM//degS//slmA//
GO_0042882_10	yehB//malF//yqiG//
GO_0042883_7	pfkA//dnaJ//flgB//speD//selB//menH//gstA//wecE//
GO_0042884_7	acpP//lpxP//hicA//hcaB//hicB//mltF//yjiY//
GO_0042885_8	rseB//
GO_0042886_6	rcnA//cpxR//mreD//hcaR//yaaY//degQ//sapA//ompA//mngR//yhgH//yrdA//artP//glyA//glpA//nuoB//yggX//phnL//rbfA//syd//psuG//cadB//allS//ydiV//kefC//gudD//truD//nrfC//rne//cmoM//rseB//ycfL//insB-4//pdxK//dapF//insI-1//hflX//glgS//hisS//der//pal//rutD//ompG//dgcF//hscC//tatE//ydiO//rimL//rffC//yiaN//mtnN//ybiT//asmA//rsuA//ynhF//mdtO//glxR//cbtA//icd//mgrB//tatD//csgB//livJ//zntA//ridA//narI//ycjY//ybiJ//baeR//helD//insA-2//yphF//xanP//mngA//hemC//azoR//nanR//cheZ//msrQ//dsdC//fieF//mepM//ybdO//yoaA//iaaA//bamD//lpoA//upp//hslO//
GO_0042891_6	treR//yehB//gppA//mak//fucI//ompL//murE//dacC//ssuB//acrR//fhuD//ptsI//adeD//rhaS//btuC//putP//viaA//iraM//mprA//yjfP//ybjD//envC//yfeW//arfB//gadA//murI//yfbV//ydiR//abpB//queG//pphA//sgcE//
GO_0042906_8	ssuE//yqjA//ccmC//spoT//
GO_0042908_5	yggF//map//moeB//idi//umuD//lpcA//osmF//ykgO//pitB//yehW//xylH//elaD//prpB//pepN//ssuD//rpsQ//
GO_0042914_8	oxyR//rlmE//
GO_0042918_6	yqgB//fucK//ubiF//yggE//gcvH//
GO_0042919_6	mltA//
GO_0042920_6	era//
GO_0042928_7	agaW//
GO_0042930_7	ynaE//plsB//serA//asmA//rpsB//frdD//nrfA//pitB//
GO_0042938_8	nac//fumC//glgC//pphA//sapF//intZ//nanT//sapC//katG//yggN//menE//mak//gldA//tusC//mipA//
GO_0042939_8	nikB//ltaE//metC//uspF//rarD//adk//insB-2//hisS//xylE//ydaC//
GO_0042940_7	yihI//agaW//cmoM//bglH//eutD//
GO_0042941_8	yejB//
GO_0042942_6	rpsQ//ybhS//
GO_0042953_6	yqiH//znuC//argF//
GO_0042956_8	abpB//yijE//yiaM//parC//fdhD//
GO_0042968_8	yeiG//norW//insB-4//
GO_0042981_7	rpoD//
GO_0043038_5	dinG//trmH//gltD//aroB//leuS//macB//fpr//ddpX//rep//zupT//yegD//amiD//hflD//fdnH//idnO//arfA//phnG//ompT//uspB//lysP//ydjH//fcl//abpA//rcnB//dicB//grxD//
GO_0043039_6	allC//mscL//uxaC//csgB//livK//agaD//cusC//raiA//insA-2//zwf//ratA//srlB//gspF//hisI//ubiF//fliG//fabG//casE//otsB//ybdG//plaP//galF//gltB//intZ//pth//
GO_0043041_6	alaE//
GO_0043043_6	ldtB//pabA//pyrH//uxaA//sanA//nudF//ppiA//bglX//paaH//ygeV//torS//ascB//yggT//ribD//ebgA//msrQ//hcaC//tufA//tpiA//menD//truA//yfiF//mlaF//rlmC//polB//cysN//pheM//lasT//norV//dsbD//plsC//ilvC//htpX//zur//casE//ychH//ybiY//gntR//hyfR//prmB//purA//rffT//dinQ//nfi//yfeO//waaU//csiD//dsbG//argG//mdtE//pspF//trpD//sgcC//arsC//ygbN//mepM//ompL//hsdM//napF//ymfK//cydB//
GO_0043067_6	glsB//
GO_0043085_5	yihL//pykA//yihT//fryC//sdhD//rmuC//ynfH//gltP//bglA//narY//ycjP//thiH//dmsB//flgF//tcyJ//xylR//sad//yeeY//nuoH//kdpB//hemG//bssS//speE//
GO_0043086_5	tatA//slyD//yagE//mukB//ybgQ//gfcE//rsmI//cobU//sdhC//nimT//ybgQ//casB//yhjR//rhaB//bamE//uidA//pepB//rfaH//lsrK//pdxK//fryA//yihQ//napF//nemA//mreB//maa//
GO_0043087_6	lepB//ycbB//yebC//arnE//
GO_0043090_7	alaS//trpGD//waaS//mtnN//hybE//tnaB//napF//hypA//aldA//narK//
GO_0043093_3	nupX//atpD//aphA//ygcR//rdgB//secE//creB//nirB//fiu//yqeG//fdrA//kgtP//mnmE//cedA//ogrK//nagK//rpnB//
GO_0043094_4	rep//galK//bioB//cbeA//yiaM//agaA//wza//murJ//gatZ//ybcL//yidA//rffG//polA//flgI//hisQ//thiD//alkA//ybhF//iscR//sufS//pdxJ//nemA//
GO_0043096_6	pstS//gltI//rsuA//
GO_0043097_6	hisI//murF//thiI//frvA//
GO_0043099_7	insB-2//
GO_0043100_6	uxaB//
GO_0043101_5	alaS//erfK//tdh//ptrA//
GO_0043102_5	yhaM//hypT//cfa//lhr//
GO_0043103_7	fabD//
GO_0043111_7	glgA//
GO_0043137_6	rutG//ycfS//
GO_0043150_8	pepB//
GO_0043157_6	pheP//
GO_0043164_6	insI1//arcC//kdsA//thrL//lptG//puuE//nupG//rpsT//
GO_0043165_6	fecA//mrr//leuB//yhjD//ubiF//yccA//cspI//tsaB//dcp//ydeM//
