#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	zntR//sgcA//casD//dgoD//
GO_0070581_8	phnN//
GO_0070588_9	gsiD//
GO_0070589_6	glgB//citC//acnB//menH//flgE//msrC//cdgI//pdxA//alkB//hchA//rssB//yadV//cobU//nrdH//lpxT//dinI//hypT//malZ//guaD//dnaQ//asnB//mdfA//mhpR//phnC//gppA//cvrA//livK//mlaE//uof//rfaE//melR//ghoS//hyaC//focB//truA//galR//recG//dfp//ydeP//ybgI//yedF//fhuB//upp//
GO_0070627_10	yiaJ//
GO_0070646_6	fdrA//
GO_0070647_7	arsR//
GO_0070689_6	ygeA//nagC//
GO_0070716_8	ssuD//
GO_0070726_5	mtr//fimI//
GO_0070727_4	dgkA//rseC//csiD//afuC//gudD//hdeB//lon//ortT//sbcB//iscA//tehA//bcr//yccX//menE//fimD//emrK//kdsC//
GO_0070778_6	mrdB//dgoA//
GO_0070838_8	ampD//yhgF//yahB//pabC//entD//pgrR//dgt//purD//alaS//infC//csgD//phnO//wecB//iraD//fimF//
GO_0070873_7	avtA//galF//
GO_0070874_7	adeP//
GO_0070875_7	pgpA//
GO_0070887_4	ygaV//kdsD//sfmD//aspS//ispA//qorA//osmE//mdtP//yiaB//yahK//ccmA//napB//yieF//rpmA//ydiP//hisI//tisB//folA//ygeR//mnmE//gspF//ldrB//tatA//fixC//lpxH//bolA//frsA//hsrA//yhbX//sdhA//lpxD//hprR//dosP//casC//emrD//uacT//zupT//rpnC//lplT//ybeQ//rpmJ//yhdZ//rnhA//pnuC//ugpA//ymfA//fadE//dcyD//cca//yiaL//ilvH//arnB//eutN//rbbA//hisC//ydfH//yhfS//fdoG//ynfL//dhaR//
GO_0070894_6	ybiS//
GO_0070925_5	nrdF//hemC//setC//bamB//uxuB//hyi//rimM//nrfE//rpsT//rapA//
GO_0070930_7	hsrA//
GO_0070972_7	opgG//
GO_0070981_6	argF//
GO_0070982_5	patZ//
GO_0070988_3	xthA//ydeI//
GO_0070989_4	matP//
GO_0071103_6	hha//gstB//rpsG//ispF//yiaB//cpxP//mdtN//truD//yebS//adk//potF//zapE//wzb//rbfA//hypF//ygeV//phnL//adiY//pheS//
GO_0071139_6	ftsA//glpK//
GO_0071214_4	cbl//yecS//ybdM//cheB//ldrA//rnlA//cas1//aceB//pbpC//hycH//mglC//lipA//ispF//gpsA//mepH//cdh//dgcJ//pyrG//yoeB//paaB//hisH//tolQ//rlmF//mcrB//
GO_0071218_6	fadE//
GO_0071229_5	oppF//yihP//argI//yihP//rpnC//
GO_0071230_6	asr//
GO_0071236_5	dcuC//ppk//csrA//zwf//ogt//rodZ//hisG//metH//maa//dhaL//mtlA//gabT//yjjG//yfdS//rplR//sufB//rutB//ydcS//
GO_0071237_6	pabB//hha//
GO_0071241_5	lysP//ycjQ//rarD//minE//aroK//bdcR//elbB//rutD//evgA//ybdM//ybhS//ribD//coaD//ompT//rpsP//lon//yieL//
GO_0071243_5	yebQ//
GO_0071248_6	sgrT//chbF//pspD//spy//pmbA//ybhP//ybcC//relB//rzpD//entF//ftsP//glnA//rmf//yhcF//
GO_0071249_6	rffM//ybiX//
GO_0071250_6	dgcF//tabA//
GO_0071265_5	yejE//phnN//hslJ//ibsA//pinQ//
GO_0071266_6	der//yihI//
GO_0071267_6	yjbF//rspB//recR//
GO_0071270_6	rdgB//cadC//
GO_0071271_7	speA//araD//
GO_0071276_7	adiC//elfA//
GO_0071280_7	yqeG//tolC//
GO_0071284_7	ppiC//
GO_0071286_7	dkgB//tpiA//
GO_0071287_7	trkG//
GO_0071288_7	prc//caiF//
GO_0071289_7	gltB//
GO_0071291_6	sgcB//
GO_0071292_7	araF//roxA//
GO_0071294_7	cpxR//bcr//
GO_0071310_5	yodD//fepG//pntA//hisQ//yegV//yobF//phoR//yehY//argK//pykF//ycjY//
GO_0071417_5	tsaB//malK//cptB//
GO_0071421_9	eamA//basR//ilvM//
GO_0071422_7	rnb//hcaB//gadA//
GO_0071423_8	yidE//
GO_0071453_5	sapC//yciK//intF//
GO_0071454_5	mtgA//hyfC//
GO_0071456_5	kefC//
GO_0071467_5	metE//gudP//gmhB//metC//relB//torC//lapA//sdiA//cyoC//csiR//ftsZ//
GO_0071468_6	wzyE//ybiO//moaB//yjiR//gudX//pepN//ilvC//yneE//cedA//yjbH//
GO_0071470_5	eutK//yddL//rarD//pstS//borD//ytfE//yieK//cyoD//rsmE//acnA//
GO_0071474_6	yjaA//chbG//ileS//otsA//
GO_0071478_5	glpA//pnp//icd//
GO_0071482_6	mdtP//mlaE//agaW//
GO_0071483_7	yicJ//
GO_0071495_4	gltS//intA//opgH//
GO_0071496_4	fdoI//nanR//atpE//menA//aspA//trkA//aldA//kbp//fecB//tabA//pliG//yfgO//idi//proA//hybB//lptF//sufE//ppiD//waaH//rnd//infC//pgrR//ogt//yhjD//trmI//potB//ftsA//idnT//ompL//mocA//umuD//ydfH//yphC//nagE//yfcF//rpiR//pitB//msrQ//hslJ//ytfQ//pncB//speD//xylG//iscR//puuB//ribC//rclC//tus//plaP//argH//ackA//aceB//mdtD//
GO_0071500_5	npr//
GO_0071502_5	chaA//
GO_0071545_6	idi//yhjV//
GO_0071554_3	cadA//fklB//rplS//pheT//topA//ispA//bamB//cbeA//glcD//argA//hypE//yqjA//sdhA//fadB//speC//glxR//gudP//cyoB//birA//fdhF//rfaQ//speB//bisC//
GO_0071555_4	dld//kdgK//sodC//hofN//artM//bfr//yhaV//uspB//ebgA//thiH//mutM//bioD2//phr//
GO_0071577_9	ftsB//ydcT//yajQ//ymjB//rmuC//sgbE//tsaB//
GO_0071616_6	prlF//insE-1//
GO_0071702_5	yhcH//frsA//dmsA//xerC//macA//relB//ycjQ//yhiM//glpB//cyoC//exbB//mdtG//lepB//mdoG//ccmC//pal//serA//torI//zipA//focA//pgpB//actP//bolA//accC//yjjV//gltP//lldD//argA//ynbD//ftsE//nagB//dcuC//nudB//mdh//cra//fimD//ndk//gutQ//hemE//rnpA//ynaI//yfcQ//gsiD//holA//mntH//wzc//adeD//narZ//hemA//narW//rffM//cycA//ariR//rffG//trmI//fdnI//nirD//yehZ//ypdB//hupB//glxR//sbcD//dtpB//sgcC//gltB//yccA//dgcE//intZ//lon//garD//waaJ//rfbX//citX//citT//ansB//yqjH//lptB//yjcO//msbA//thrB//rssB//mscK//lepB//cusR//cusB//yqhD//metF//relE//gntP//ybcM//crr//nanK//thrS//adiA//purT//yicJ//rutG//aroD//mnmA//ycfH//yjiY//mdlB//elfD//ldtE//phoA//dhaK//abgR//waaO//sufB//fucI//hyaB//rluF//aroC//acrZ//yidH//lamB//metN//ybhA//dnaX//ispH//srmB//mutH//atpH//glcE//thrS//fryA//ubiH//kdgK//elaA//lpcA//ybdH//coaA//lplA//hofQ//qseC//dctA//pflB//glyA//rarD//sapB//recX//pmbA//prpC//sthA//hofO//tauC//elfC//kdpE//nlpD//yjaA//fruB//mcbR//casD//frwB//upp//yfaE//queD//patA//pgl//bssR//ydjE//thiC//mnmE//rsmJ//ybbY//hypF//cyoC//lapB//yfgO//fdoI//btuC//frvA//etp//appA//manZ//deaD//recT//fepD//nagK//rclC//yghB//cysP//mrdA//bisC//mreB//rbsC//aslB//msrP//tufA//ybhA//narJ//narP//mutH//bamA//yjbF//napC//abgT//fadD//murI//trmI//tusC//yhbO//yjcE//mlaB//borD//intZ//fimC//gpmA//ribE//aaeR//glpX//dauA//etk//pdxH//cspI//trpGD//uspF//asmA//ldcA//lipB//ldtB//murP//hycB//shoB//codB//fau//alaA//yeaV//parE//ybiI//uof//ulaB//ybeY//chbA//hofM//rbsR//pflC//envC//dmlR//pphA//pstA//tyrA//yhgF//fdx//ydcR//yqcC//ycdY//narJ//decR//hybE//clpS//allB//exuT//yedP//gutQ//recO//glpR//dusC//rpnA//ycgV//yhcH//emrK//galP//ydfH//ytfT//yagU//mreB//fepD//rpsG//rclR//paaA//rhtC//dctA//fhuF//oxc//gspJ//potD//hisG//iaaA//rraB//mcbA//nudB//cusR//cmoA//argT//mazF//uidC//glnE//gapC//aroE//kbp//qseB//amiD//rplA//ispH//bglA//cpxR//fimZ//idnD//dnaJ//asnS//sspA//hscB//rtcR//yddA//selU//fbaA//ibsA//coaA//umuC//cas3//ghoS//appY//hybD//guaD//fdnI//lolD//rmf//psd//pdeH//gapC//phnI//acnA//lamB//elfA//ruvC//patZ//creB//torZ//gatD//gldA//prmA//pflB//frr//yihS//opgD//hyfF//lsrK//prpC//yfbS//rsmE//arnD//feoA//mlaB//hisH//metF//hemG//exbD//yahD//dinJ//aaeR//sapD//spoT//clsC//yeeL//yoeE//opgE//nagB//garK//dgcQ//yhjV//hycH//hemH//pspC//mntH//yqiG//nfo//ynjA//puuD//rdgB//uhpT//folD//rbsK//rhaT//nth//yqaB//rpsM//rnd//ybiV//argI//mazF//frdC//yafC//asnB//adeD//metN//rplD//ralR//frmR//rimL//
GO_0071704_3	pdxY//fucO//mppA//fabZ//lacI//yhbO//thiQ//gcvH//lgt//tcyL//ecpR//map//mtgA//rpmF//ilvE//holB//srlB//ppiC//deaD//ydhK//ldtC//tatC//rbn//selB//rsuA//yieL//tusA//waaQ//pabA//chiP//alsE//aroC//ftsP//srlA//paaG//ulaG//yciF//ttdR//djlC//yihR//insK//narI//ychO//yiaN//sapA//ygjH//speG//sgcE//rhaS//pepQ//ynjA//nrdB//glcE//yciV//phoE//fhuB//flgI//ptsG//narZ//flgM//dtd//mnaT//gluQ//ytfQ//hprR//cueO//sdhA//rplS//pyrG//recJ//soxS//fepG//ycjR//era//cbtA//ydeO//rplD//tolB//gudX//cdaR//yggT//mdtA//ybiY//yajR//hypE//ytfP//ilvI//agaV//focB//brnQ//lhr//yiaB//sfmA//yajR//yadK//hscC//intQ//gutQ//kdsA//glpF//intZ//nadA//fadJ//yjhC//truD//yhhZ//tauA//tehA//rraA//alsK//yeaV//bcp//mdtP//yfeW//caiB//fabH//kefF//dcuR//gor//ynjA//bioF//arfB//ybjC//csiR//yhdZ//yahN//sstT//paaB//yiaB//yceK//yiiD//secA//frmB//fre//yqaE//yghO//polA//apaH//ycfL//malZ//yeaD//yjeI//tehB//yeiG//viaA//relA//leuE//agaW//purU//fucP//phoU//dbpA//hflD//recC//btuC//ccmE//nagB//spoT//tcyJ//yiaA//rimM//mntP//parE//pepQ//feoA//glyA//rfbB//dinG//ahr//pgl//mhpC//potB//rseC//potH//uxaB//zinT//galS//trpA//hyaC//hypA//mlaE//atoS//rpoE//yjiX//ibaG//hemH//yeiE//metR//yhjG//bdcR//yihU//rpmF//dcd//frlR//artM//ada//map//yabI//ybiX//metK//nmpC//ybhS//hybB//ymfA//atoB//perR//ybiW//xanQ//iscX//csgA//nfsB//pmbA//map//rlmC//cyoE//rplP//fetB//xylR//ybfE//entH//rfaD//rplR//malZ//pepA//glgB//caiE//uvrB//rplK//cas3//cydA//hxpB//dacA//ycfJ//yfaX//yjjU//cysQ//uvrY//gdhA//ecpR//nepI//yeeL//nlpE//raiA//yggF//araB//tauC//mglA//rffC//cyoE//torA//tehA//argK//cspE//waaQ//pyrG//yheT//mngA//otsA//yfbR//rraA//yhgF//trpGD//nagC//flhC//ilvH//sucB//waaZ//cspE//mltD//ahpC//phoB//cueO//uidC//queA//cysI//kbp//cbtA//rfaG//zapB//oppD//ssb//yhbS//yggN//ybjC//yggW//mioC//arfA//acpT//rplQ//hsdM//surE//nanC//hemF//insI3//emrB//viaA//xylA//ypdC//sucD//pdxY//rpe//fadL//potA//epd//mgtL//aroC//cheY//ttdB//folC//yegT//yehW//narY//ampG//purB//lacZ//frr//mepH//prlF//fbp//waaJ//bglX//pgaC//dxs//ftsN//paaK//fixC//add//ftsX//sufE//potG//rlmL//yneL//hflC//ybjC//livJ//leuS//ybiT//yfhM//nanT//hpt//nrdF//osmF//rho//ydjL//ldtB//insK//clpS//miaB//gstB//wecC//paaK//gatY//lapA//barA//nikA//bacA//allC//hdeB//narV//xanQ//gltD//tsaE//yedX//mgtL//gloA//gstA//rplF//yhgF//ydcM//yohC//yehU//yihL//xylE//spy//yhbQ//mlaE//lpxH//aroH//kdgR//tldD//mnmC//waaS//queD//ybhG//fucO//trpS//gshB//yeaK//ychO//agaR//proW//ydjM//ychO//araC//edd//potD//gltB//blr//kbp//uspF//yihQ//yjhI//rnc//srlD//nrdI//opgH//hisQ//acrA//ycjY//rlmF//ilvI//hpt//pphB//ispU//trmD//tcyN//dinJ//bglF//nhaB//ilvB//entS//hinT//yhbY//pgaB//yhbY//gltB//hmp//atoB//yfbV//hofN//araC//elfG//rutB//rihA//rhaT//caiD//dacD//tsf//blr//mrp//glpD//ycaN//elaB//ddpA//yjtD//hrsA//glvB//pheA//ftsK//yagJ//maa//yacG//phoQ//holC//yeeO//yehW//speD//rpsP//cysM//lsrG//mltA//allD//ulaF//glpC//yhfS//frvA//ypdI//paaC//talB//oppC//atpG//cmk//rpiA//argE//yajD//ynhF//ycjP//rplB//mazF//fadA//glrR//gudP//btuB//lyxK//ypdI//ycjD//phnO//hslV//yehB//priB//tusC//pppA//rmf//mdtJ//hyaC//ykgO//atoS//sucC//nemA//glcB//fmt//mdtJ//aroC//ivbL//cbtA//tatD//mocA//rpsM//ydiV//gatZ//ynbB//yjjW//ldtC//entB//acnA//metQ//hprS//cusR//lpoA//ttdB//araE//glk//betA//ygbN//ybjI//ydaN//recT//uidC//ghoS//tatE//glnS//yggE//ptsH//elfD//rpoH//ftsZ//katG//guaC//srmB//yqaB//ynhF//rspB//nrdG//secM//bioH//accB//yobA//yafC//elfG//yahB//mprA//hda//potE//galM//mobA//agaA//flhC//recC//fabR//yhcF//torR//ybdR//pyrG//acpP//ccmA//yeaG//yghU//ydiR//phnG//greA//mfd//ybjD//glnA//ydhQ//pepD//nusA//rffC//rppH//rclC//upp//pdeF//yhbY//galT//orn//gltI//yebZ//ulaC//hybO//cyoD//zntR//yojI//rpmG//kdpD//btuC//cysB//uxaB//rep//cadA//coaD//ymgC//ftsH//gor//malS//htpX//ykgO//ghrB//lptB//lptE//csiR//ybdZ//acrF//oppD//glcB//gph//katE//ygeA//oppA//narZ//parC//mdtO//rtcR//rssA//rsmI//aes//yhiM//gntK//yiaA//truC//frwD//cdd//yfiF//gnd//cbeA//topB//marR//yhaV//spy//macA//trmB//ybeF//fkpA//eptB//yphB//lhr//lepB//araB//afuC//actP//lptC//lptF//acrR//yidQ//yjjI//chiP//ychO//ynjD//iraM//ppiD//ydbK//lpcA//rraA//thiQ//mdtG//nrfD//hcaR//mscS//yjgX//mtfA//rho//yhjG//pheT//yfdK//yfgO//ilvB//gatY//guaA//fhuD//queF//ybjG//corA//tabA//entS//lgt//kdpC//fadK//ompG//zapB//purR//chbC//pabC//folX//yhhT//tauC//cysA//yaaU//yiiM//ybaT//gcd//mrcA//tatE//aphA//manY//nsrR//mipA//moeA//yohD//yrbG//rseP//ibsB//nuoH//hsrA//basS//uhpC//wcaC//radD//amiD//cpsG//gsiD//flgI//fpr//exoX//ybjI//mrdA//wbbK//atpG//tldD//cobS//ycjY//hcaT//mazG//pncB//panF//glcE//ychO//yehY//metI//yhdX//csgF//yieE//garK//livF//ihfB//nrfF//alaC//mlaC//lolC//hflX//pheA//kdpE//cyoE//kbp//ribB//purT//icd//elaB//degQ//gloC//emrY//gabT//zapA//rpsQ//kdgK//ybiX//ubiF//cecR//aceA//cyoC//ybhR//thrB//yfcA//glgA//nrdE//accD//rsfS//spy//yciV//mprA//ynbC//hflD//mukB//amiD//yjjX//fdnH//dinQ//fliM//fkpA//panD//treA//thiI//yjiX//fumA//kdpB//argR//hycI//nhaA//rluE//sodC//yigB//tatD//sbmC//fbaA//rep//argO//pta//fdoG//ycdX//agp//trpA//glrK//abgA//alsK//rsgA//yjhB//tusB//fkpB//patA//afuC//hdeB//sppA//yidQ//rclC//cobC//elbB//sapB//acs//kdsA//sdhE//otsA//lolC//dnaG//adeP//dsdX//adeQ//hemN//modA//glgA//rpsJ//ygjH//fhuB//yggD//ushA//rplD//fecD//ybaK//pfkA//kduD//malE//yhdZ//lgoR//rlmB//ygbI//sucA//ybgI//kefF//yadN//clpB//yodD//malQ//ycbX//bioD1//dnaT//flhC//nhaB//chpS//murF//pmbA//fklB//sufA//glgP//gppA//mutH//mnmA//nuoH//rsmJ//insI1//gntT//ompA//acrB//cspD//lapA//zapD//ispA//yghO//tufA//cysC//gpsA//glnK//tsf//nfi//dadA//yfhH//hha//rzpR//uacT//glrR//eutN//tolR//yceK//caiB//iclR//sstT//yiiD//btuC//ydaN//ybjD//fbp//rplD//yoeB//yfjV//lyxK//yhhY//gudX//sstT//gppA//setC//bglH//mgsA//waaF//dinB//fklB//cpdB//cas1//mutL//metF//cadB//betT//yicJ//panZ//dhaL//mdtD//ytfR//livG//stpA//rimM//yhjG//lysP//narY//yrdA//yrdA//amiD//poxB//aidB//proQ//amiA//recD//rplO//msbA//rplQ//rnlA//sbp//fadE//holE//msbA//rcsD//secA//ynfE//wrbA//yfcG//bglA//bssS//coaD//frc//nikB//argA//fdoI//ghoT//mtlA//yciG//ycjR//glnP//sfmD//ddlB//lacI//topB//yfaX//lptG//tolC//holB//zapE//recO//ribE//gapC//ispH//murI//zntA//menE//yghW//sgcR//avtA//rplE//ldrB//mhpA//torI//lolA//exoX//lplA//eutD//yjjU//gatA//yggT//ulaA//rpnD//folA//hscA//glnP//pepB//phnK//rng//melB//abgR//ydiK//pdeD//afuC//adk//ytfP//ttdB//fimH//ispA//gltD//rlmF//rlmJ//waaU//xerD//fliT//ybiX//glgP//ycjR//mcrA//sixA//aroE//leuS//yiaB//gltB//hfq//lptE//efeO//lacZ//sufE//rpmG//wecA//fixA//rhaD//casE//creC//caiE//cpdA//waaP//glmM//umpH//ribE//argC//gpr//zntA//moaA//amiC//fepE//rpoA//dppB//fimE//moaB//ldrA//fryA//purA//csgE//cspB//yebQ//dcuR//hcaB//yafS//malI//fliG//arnE//ssb//eptC//argO//pabA//csrD//hldE//dinG//rcsB//aldB//fur//sbcB//rimL//glgA//glpC//murF//ygcW//dinD//minC//carA//pyrH//rpiR//rimJ//tufB//mnmA//dgcM//slt//atpG//yigB//yhbO//cpdA//cedA//ybbN//cmoA//flgA//rusA//ibsB//uvrD//gapC//ytfP//panZ//eutN//moeA//puuB//csgF//mrdB//sgbE//yidL//pyrB//emrB//rplA//osmC//yidC//nanS//fetB//flhA//dusC//yadI//mgtA//folE//aaeR//miaB//yfiR//aceB//nikE//purT//hypD//stpA//ppx//agaR//fhuF//setA//glnS//pepT//abpA//minC//glxR//dhaM//alaS//gor//caiT//zinT//msrP//nei//yjhB//rihC//greB//aqpZ//lsrK//pck//appY//frlA//caiE//cobB//murP//ubiC//cdd//tamB//yfeD//gnsB//ilvI//tsr//proQ//pepT//ytfP//kefF//sgcC//rpnD//narW//tldD//alr//yadK//rlmE//appY//yqaB//rsmF//yehU//yrfG//btuB//valS//pheT//dosP//dacA//yehT//mnmE//trpB//rlmI//diaA//cyaA//ynjD//yaaJ//cmoB//pinQ//yedP//cycA//miaB//argR//rimO//napD//manY//nadD//artQ//gyrA//murB//pfkA//recB//pstA//ompT//pinQ//ushA//acpS//cirA//crr//ydjL//glnQ//lysR//rbsB//ynfK//rssA//lpxL//dpiA//atoC//panF//zinT//ftsP//elfC//norR//rnhA//metQ//pyrE//btuR//insI-2//rcnA//agaV//hsdM//amyA//ftsY//yobA//acrE//gabP//ada//mdtM//ynaE//dcuD//acpT//glnB//dam//hha//intZ//curA//nanA//phoB//malP//hpt//cysW//ubiD//rseP//tolR//focA//ttdB//tdcF//aas//yifB//gatY//yjcS//rfaC//spoT//agaI//rplW//phnG//yjiY//sgbE//prfA//yfiF//yibH//atpE//maeA//leuE//ynjD//phnO//ybaO//ansA//folA//rbbA//yqeG//mlaE//rseP//cmoB//fdrA//ymgC//yihP//livK//menH//agaW//prlF//miaA//cheB//yhjR//gltK//ygeA//malZ//tcyN//fucA//hisS//entE//tig//ebgA//ynfE//ftsA//yojI//hyaB//lpxK//aroK//aspA//atpB//aroP//grcA//arnB//gmd//fabZ//ybcL//aspA//ybbW//sseA//pnuC//uxaC//fucA//aroH//yebZ//ycbX//mltB//plaP//glcA//argI//entE//murP//sdhE//puuP//yfaU//pdhR//ybiW//adeQ//paaE//fimB//rfaD//ydjM//pheM//hemF//cyoD//gpt//entF//sucB//feoB//phr//sfmA//yhfS//thrC//fucO//hprS//pabA//xylG//znuA//ubiE//setB//sdhA//tcyP//fabI//clsA//ompN//mliC//ascF//cusC//cspE//arnB//mazG//dadA//aspA//yphD//acrZ//yiaT//fucK//yeiG//pdeD//ibsD//uidA//yaaJ//phnP//aes//fabD//alaC//ygcR//fdoI//rmf//mhpC//yicJ//ubiB//ycjP//narL//hemH//bcsA//pfkB//bisC//arnT//ybaO//norV//sppA//potH//sucD//glgC//xylH//rlmF//umpG//yhfS//tonB//gadE//dgcZ//dnaQ//hybC//rarD//tolA//ybeQ//flgF//yraR//ygbM//pspF//allC//gstA//udp//waaS//moaC//ndk//thrS//dpiA//ygiS//coaE//eco//pheT//glnB//garR//betT//cobT//secG//serA//yaaY//srlR//speD//uhpT//caiE//dgcF//nagA//dnaQ//mntR//radA//hisM//rusA//glnL//deoB//aroL//fre//ybeQ//pta//sfmC//lacZ//narG//kefC//greA//ybgP//otsB//yaiV//hisB//napF//paaJ//narW//rfbB//fliT//rcsC//hofM//potH//dnaX//mak//fadD//aroB//hflC//setA//evgA//truC//cpdA//cpsG//wecE//gudP//citG//pbpG//ybjC//cecR//fabZ//deoA//fepC//mglB//srlA//araD//murE//nemR//yddG//tdcA//wcaC//yegV//yfcR//atpA//surE//cmoB//yfiR//yihS//recD//cyaY//mhpD//uvrB//glnL//recN//cyoC//sxy//agaW//creC//stpA//ygdG//valS//cysK//hypD//opgG//tehB//astC//cydA//folE//yedF//ybdH//pdxK//rplP//dgcM//fimD//ybhD//srmB//gor//nadC//yegS//lysS//iap//barA//pyrG//mdfA//crcB//purN//cobB//rhmR//gudP//lolD//mutY//potH//mlc//zraR//pyrL//waaO//ruvB//aroL//dcuA//rffC//fimC//ydeE//mglC//rplX//ahr//moaA//srlD//alaE//gcvR//nuoG//yfbR//lexA//hflD//nrfF//bipA//yfbV//mltF//msrA//yibA//murB//tdcD//yidQ//cysD//frdC//bssS//uraA//fepC//gppA//nikD//rpsJ//yhdJ//ansA//sfmH//entB//speA//amiD//modC//chbG//acrF//chbB//ispU//rsmI//uxuA//yfgO//ybiY//frlC//nei//yjbG//
GO_0071705_5	yhhY//aphA//rpmA//dhaK//hofM//hemG//mdtE//leuS//pdxH//yiaU//prc//cdgI//yciK//yphF//casA//waaQ//fumB//hofP//fliM//ynfL//appB//yehU//cysG//djlC//ptsH//dcp//ybiX//dkgA//ybaK//trmH//hcaF//thiH//yqhD//recD//ybhA//bhsA//dcyD//secF//araH//lplA//gmhB//dgcQ//creB//ydcM//rpsA//ivbL//gutM//ybiH//deoD//tas//rpiB//miaA//uxaB//paaJ//tonB//dgoD//lpxD//entF//alaS//ompG//btuC//uspG//yedX//uspB//xisE//fliT//mscS//araB//rhmR//bhsA//pagP//hiuH//ghoS//aceF//rnr//mdaB//yhdW//glvC//lsrG//aidB//adiY//yabI//alsA//ribE//rimK//ispU//purF//lipB//ilvC//bioD1//ygbI//yejB//pnp//ampD//yhaM//rpsQ//ynaE//rsmE//hslO//thrL//ybcC//iscU//uspE//hprS//mzrA//iclR//elyC//tdcF//alaC//dnaJ//fecA//hybE//tesB//ydcZ//elfC//lgoD//yoaA//nuoI//trpE//ybaO//dmsC//bfr//lysU//gcvH//yhdZ//yjjI//ompN//fdoI//ybcF//potI//panF//appY//ilvL//rsmI//livM//azoR//rnb//tatA//kdgK//dgt//serC//potG//lptC//yaaU//aaeB//garK//fryC//glnB//iscX//udk//sgcE//hflC//aceK//mcbR//sapA//ogrK//dsdX//murF//sfmF//yidH//yqjA//yhjD//fimI//cobT//cycA//panE//yggD//pgaC//metQ//sdaB//ffh//hipA//lasT//gsiD//uspB//pdeR//rhlE//rpoS//entB//sulA//ybcF//nuoF//rapA//modC//insB-2//flgD//hemF//ldrD//yibF//pfkA//nikC//gloB//rfaH//ulaR//ydcZ//leuE//rbbA//ortT//thrC//creB//dapF//yhbQ//sulA//sodB//yrbG//ahpC//frdB//ompW//dapA//yjbG//ybhI//wcaB//higB//yhbO//pdxK//rfaF//nanS//dhaL//uvrY//idnO//cysH//ydcZ//holE//dcuS//insH-5//yijE//fabI//elyC//orn//ulaR//fliZ//upp//iaaA//nuoI//hemG//napF//
GO_0071709_5	fecB//ydiP//rzpD//nanS//bacA//moaC//dgcZ//metG//endA//rimI//
GO_0071731_5	hypD//tolB//fetA//
GO_0071732_6	ydbD//
GO_0071769_5	ompF//
GO_0071804_3	mrcB//ybcF//yraH//fabZ//nsrR//sbcC//mpaA//lspA//aceK//ychO//bglJ//kilR//paaZ//rluB//yhjC//
GO_0071805_4	lpd//yafE//priA//cpxA//tolQ//tktA//lpcA//ihfB//pdxJ//cpdA//dps//marR//etp//dinJ//rrrQ//
GO_0071806_6	trpD//mngA//aspA//cpdA//iscX//yehU//ycdX//ubiB//cadC//yeeL//fur//surA//ychH//ybiV//yfcQ//rbn//rnhA//phoA//tolB//
GO_0071807_8	psuT//
GO_0071824_5	caiF//
GO_0071826_5	mnmE//aldB//aroL//rpsL//hyaA//lpxB//wcaB//tsaD//hslV//epmA//dinQ//ispU//ymfK//queD//yceD//murF//ldcC//pnuC//frmA//trmL//msrA//hyi//yiaT//ydiO//greB//gadW//
GO_0071897_6	ygfI//puuP//bepA//mgrB//dsdC//rnlA//gcl//ytfP//sfmD//yjjX//mlaC//glpX//lsrA//yadC//cyoA//xylH//yggE//purU//ydiR//fnr//
GO_0071915_9	hdeD//
GO_0071932_8	yebK//
GO_0071934_6	arnF//galP//trmL//
GO_0071941_4	crp//grxD//kdpE//osmY//purD//torD//araD//ligA//puuE//
GO_0071945_7	rpmJ//
GO_0071951_8	ydeI//
GO_0071963_4	flgF//
GO_0071973_6	galU//erpA//manX//opgH//manA//puuP//oppC//malF//mak//truA//wcaC//cytR//yciG//proB//alpA//qseC//yihP//ybiV//artJ//glpB//folA//potG//grxD//clsC//hybF//tauB//ugpE//hscC//sufB//rpsJ//tauB//
GO_0071975_4	lpxL//
GO_0071977_5	rutR//
GO_0071978_7	der//argH//ulaC//zapB//queF//ruvC//yjjQ//allR//manX//rclB//queA//phnJ//cpoB//borD//
GO_0072321_6	soxS//rseP//
GO_0072322_6	baeR//
GO_0072323_7	rfaB//
GO_0072329_7	ydiR//lsrA//dicC//sufE//ldcC//ycjQ//rpsJ//mrcA//aceA//ppk//serA//macA//lpxK//metB//glpB//frwC//gltS//fhuF//dicB//fadA//pdhR//mltC//uvrA//tig//yodD//rpsB//yneJ//nirD//nagE//trpC//yohC//yifB//aqpZ//ade//cbpM//rplP//acpT//yggP//oppB//yebZ//dppC//yqeA//gpr//pheP//nrdG//galM//ttcA//uidR//dsdX//pepN//cusA//nagK//xapB//araB//fbp//rpsL//moaB//frwD//nrdB//mdlA//gmhB//dgoR//preT//rpsI//rplE//cspD//dgoT//yaaU//hypA//mrcA//moaA//malE//moaB//opgH//ydiV//dmsC//queD//glsA2//araF//rcsD//yqiI//
