#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	bdcR//ssb//gcvP//gnsB//
GO_0034644_7	cbrC//crr//
GO_0034645_5	emrB//ybdR//upp//nuoI//cobC//hpf//erpA//argI//ftsH//ihfB//soxR//rpiB//ybaO//rng//rihA//recD//nuoF//fabI//cysG//nmpC//btuF//lipA//coaA//norW//gyrA//ppiA//ypjD//zraR//dusC//narZ//ycgB//waaP//yjbB//rpmJ//dinJ//osmE//fryB//phr//fadR//mscM//asnB//tehA//ftsK//fetB//dgoR//priA//pstB//ugpC//essD//yfcP//argT//norV//prpB//uof//fliA//yjbF//lgt//btuE//speD//tehA//opgC//iscR//hslV//yiaJ//sfmC//msrA//ycfS//rapA//yehB//rhaB//paaG//nrfE//alkA//aer//nusA//ompG//tamA//yjhI//nirB//rluD//thrB//mak//rnlB//hofC//astB//cydB//lysP//insI-1//sutR//rfbD//ackA//sodB//sgrR//yhbQ//tnaB//glnQ//ydgA//fimC//gdhA//kdpD//potG//frwD//ubiH//agaI//lptE//casD//fryA//rluC//tsaE//hokB//ygfA//iraP//dinJ//nadB//ralR//gcvT//fucO//ybgP//acrR//topA//lptC//dxs//purL//yjbB//trpS//lgt//yhdZ//ybgP//rpsO//elyC//fliZ//ptsN//sthA//ghxP//prfB//yhaJ//rutG//ynjD//galR//speD//wzzE//rutA//ybjX//yjaZ//rsuA//amiB//gutM//rpsO//exuR//lacI//gyrA//dtpD//yjhC//sxy//tktA//yhjR//hxpB//sgbU//rzoR//ptsG//ybgP//pyrL//argB//tolB//lysR//oxyR//nirB//uidR//ydcS//yajO//livJ//adiY//trpB//cpoB//alr//cutC//pntA//rplJ//nrdE//ulaE//nuoL//mdtN//patZ//manA//trpB//mtlR//wcaB//panZ//ybiJ//mcbA//mrdA//yacG//hcaE//gapA//alaS//pflB//waaU//araE//acrB//fdnG//bglA//yidC//ydiB//pliG//cobU//srlE//yciA//ygaV//dicC//phoA//nsrR//preA//fabG//nuoN//rsmA//yqjH//agaA//cueO//yieH//fruK//tyrR//cyaY//wzc//insB-2//hflD//ppiA//ftnA//ybaE//ampH//ldtA//fadB//csgD//yidQ//cheR//rcsB//lptC//wzc//htrE//ssuA//mltA//minE//purT//fetB//rpnC//ydeT//mntP//acs//elaD//tufA//rclA//yadN//sucC//yraJ//ycgR//roxA//hofP//agp//mnmC//cpdB//gltP//ndk//yfdR//rof//cusR//alpA//dtpB//gloC//znuC//accB//yebZ//yidK//phoA//pgaA//sgcR//rfbX//cpoB//msrQ//ynaE//argO//bioC//rpmJ//rluF//xthA//borD//lpxL//atpE//ugpE//metH//pgpA//brnQ//rluA//yeeA//ftsZ//dnaA//araD//ilvD//rplJ//dcm//glgX//tpiA//rpsA//gpsA//yfgO//yciH//
GO_0034654_5	ahr//dgcT//cynT//mdtC//ppiA//rplW//mukB//tamB//fixB//yggW//fabD//fdnI//cutA//nanT//yiaN//garD//yrbG//artP//ftsZ//ubiF//yjhB//tdcB//yidL//sodB//ydiB//ygeA//yfgI//gudX//ibsE//oppD//fruB//acrZ//cbeA//torY//recD//malX//fimF//rbsD//hisC//tatA//prlC//blc//nth//glnE//hofP//rpoD//yagI//clcA//fdx//yfbS//fkpB//xylB//guaD//artJ//menB//yjjW//tamA//hisQ//idnK//torY//yqeF//allD//speB//casA//proQ//ypdB//ymdB//bioD1//mocA//mglC//ftsI//ydeI//mltA//dusC//rplL//acpH//lepB//gabD//ubiD//uvrY//hypC//ychO//fdnH//pgaD//yiaA//soxR//rplR//blc//murI//trmJ//ydcT//abgR//mioC//fruK//nagZ//rpsP//potH//pdxH//ybcL//cca//clpA//waaZ//ydiK//ydcR//fhuD//nikD//tpx//ybbN//melR//arnA//ompR//hicA//acrF//spy//paaX//ymgC//ibsB//ecpR//rdgC//menI//hemG//lptF//gutQ//rclA//yejE//fes//moeB//hyaB//der//ydeM//casC//lysU//fabA//yjhG//rffM//ubiJ//ribB//ftsZ//yfhH//yafS//evgS//dgoA//wbbK//queD//araB//prfC//lipA//tufA//ygiS//cdgI//nadB//mnaT//yhiM//mrcA//glk//hyfC//syd//serA//focB//ybbW//yfdK//yfcV//guaA//fixC//rtcR//potD//hokB//hypT//dnaE//ybdH//mrdB//fre//yfgO//yadN//pheP//rutR//barA//mdlA//gstB//fdhD//gspJ//waaC//gatB//vsr//degS//cysQ//cheZ//mdtA//thyA//arnA//idnO//arsB//tcyP//serS//asnA//aroA//holB//trg//oxc//dctR//dsdC//ispB//allD//ilvC//dtd//gph//rsmD//ompL//yqeG//pepA//pgi//phnN//yfcA//recC//afuB//fecD//rhmD//sucD//nusA//bssR//uxuR//purF//zraR//ulaD//argC//rzpR//insI-1//sdhA//ssuE//rluE//hokB//plsX//envZ//dinQ//mtlD//ligA//argG//pykA//htpG//yraK//mutY//uxaA//yjjB//mnmA//idnD//wecC//frwC//uxaA//gltI//rcsC//ybgP//malS//pspC//cysZ//rsmB//fucA//ruvA//ybbW//yqeG//
GO_0034655_5	gltL//tatD//rcdA//ybaM//cusF//gntR//carA//dgcF//arnD//yidD//livH//frdB//cas2//wcaC//bdcA//ssb//sixA//envR//csiD//ydiF//yigB//aroH//rhtB//mhpT//ycdX//phnG//dam//maeA//appB//metI//galP//pspC//ybhG//rsmJ//ycjU//era//nagB//yghU//zapE//tdcA//yidZ//pinQ//insB-4//prpC//ilvE//putP//tyrB//hisF//insA-2//lpxK//feoC//yciT//ampG//lit//yqjH//btuF//hcaR//guaD//agaA//rpoE//dppC//rsmF//ygeW//yqcC//rluA//purN//ybjI//casE//yjbB//yhjR//rlmM//pgpC//ybjC//
GO_0034656_5	glmU//hisD//ydeE//coaD//yebZ//yjiY//flgJ//nirC//prs//ykgF//emrY//uvrB//yghB//
GO_0034660_7	trmA//umpH//flgC//entS//rsfS//grpE//xseA//mtn//rpsK//rcsC//ybaL//nadK//ynfF//yhhY//rplD//obgE//ade//amyA//srmB//rusA//gpr//mraY//norV//yebK//caiB//cpxA//polA//csiR//dinQ//hyaD//dppC//kdsD//leuE//folX//citX//ligA//rplI//gyrA//nuoB//pinE//ydjM//rhaA//emrY//fic//mhpA//rrrD//rpsL//murD//ispF//trpE//bssS//htrE//insE-1//zapA//asnS//ulaD//ompR//eco//argG//torZ//mrcB//malE//fruB//plsX//ompT//yqiG//rplX//glmU//trmO//era//elaA//malI//ibpB//otsB//opgH//ligB//focA//ynjD//frvR//proX//ygeA//greB//uidA//ogt//yjaZ//cpsG//envY//srkA//gspF//ubiI//dgcF//map//sseA//coaA//thiL//cynT//scpC//rpoE//rluA//maa//satP//cysI//uacT//secG//yabI//gatB//trmB//ypdF//rlmF//garD//yhgF//trpC//tsaD//ibsA//nuoB//nrdG//iscS//bioD2//yiaB//dgcF//map//rpsL//
GO_0034661_7	treB//agaI//cusB//trpB//
GO_0034755_9	mmuM//nikC//galE//bamB//
GO_0034762_6	mdtE//pagP//topAI//ydeO//bioH//hdeD//atoB//dnaA//
GO_0034763_6	yicJ//yjbF//
GO_0034764_6	mcbR//radA//
GO_0034765_7	rcdA//nudG//pdeH//sapB//udk//tauA//ompN//
GO_0034766_7	yghG//
GO_0034767_7	pgaD//bioF//
GO_0034775_7	purT//nuoB//fucP//greA//sdhE//
GO_0034983_9	nusG//tdcC//
GO_0035235_6	yhjR//lon//dedD//emrD//
GO_0035303_8	ydeE//ydcR//mlaF//dusB//clpS//
GO_0035304_8	norR//
GO_0035306_9	iraM//
GO_0035307_9	ycjY//
GO_0035335_8	hybD//fabI//thrL//
GO_0035344_8	cysC//glcB//
GO_0035350_6	lacI//
GO_0035383_4	fryB//citC//yfaX//mdtK//rihA//yddM//rffT//yibT//
GO_0035384_5	bipA//yheT//
GO_0035429_8	truA//rlmH//yegS//treF//fepA//yehB//
GO_0035433_7	lon//leuE//
GO_0035434_9	atoB//bamD//ybiX//folX//lysS//
GO_0035435_9	gpmA//yggF//yhbO//hyaB//rbbA//mepS//lsrG//hybD//ybjC//
GO_0035442_7	polA//yjiM//gpt//mntR//chbG//trmH//ssuB//ftsB//frwC//bamA//yabI//
GO_0035443_7	cydB//dauA//glmU//rplW//secD//ycaN//cueR//ubiG//
GO_0035444_9	mdtK//dmsB//serS//otsB//rlmG//bglJ//fcl//
GO_0035461_6	flgF//mtfA//ydjJ//fecD//yfcQ//elfD//rpnC//yjbB//rluE//srkA//
GO_0035510_7	rffC//rcsF//lpxB//yieK//yhjX//
GO_0035511_5	nadB//
GO_0035513_5	frdA//
GO_0035524_8	ccmF//
GO_0035552_6	ttdR//
GO_0035553_6	yoaB//
GO_0035556_4	evgS//adk//tolR//borD//dgcE//potH//murE//rutR//yiaB//ilvE//msrC//yciK//sspB//frdA//mrdB//agaS//ycaO//modA//secM//ribC//cvpA//cspA//fabZ//recR//glpG//ybhF//ybhD//ruvC//yjhP//coaD//birA//ynbD//aaeA//phnH//paaE//coaA//btuR//gcvH//xthA//lamB//polB//yehD//kbaZ//fdhD//nuoG//csiD//
GO_0035600_8	ygjR//
GO_0035601_7	mcbR//leuO//yfaE//
GO_0035672_6	tufA//exbB//mreC//purB//recO//frr//epmC//purF//adiC//mntP//frwB//napB//afuC//manX//ydeT//hisM//phnH//livH//mdtN//rutE//
GO_0035690_5	folD//lldR//yjjG//fadM//flgJ//mhpB//fucO//rluA//yegS//artI//greA//
GO_0035725_9	nikE//yahN//hofQ//ffh//yadG//pdxB//galM//
GO_0035784_9	tatC//
GO_0035821_4	treC//pdxK//glsA2//ydhK//frsA//
GO_0035864_6	proA//
GO_0035873_8	trg//gltP//
GO_0035890_5	gyrB//sanA//arcA//motA//
GO_0035891_6	yibF//ogrK//nagC//cspE//
GO_0035966_4	cysQ//frdC//fadL//fkpB//waaP//abgB//dgoR//
GO_0035967_5	ibpB//dacC//hdfR//yceK//kdpC//
GO_0035999_5	carB//ybdN//rfbX//cyaA//
GO_0036001_7	uspE//
GO_0036046_8	emrE//
GO_0036047_9	tktB//
GO_0036048_8	napF//
GO_0036049_9	ftsP//
GO_0036088_6	ydiP//
GO_0036103_6	nhaA//prc//
GO_0036104_6	torD//yihQ//
GO_0036172_6	lldR//
GO_0036211_5	yciA//aroF//pdeD//hofC//prkB//gadB//nrdB//ybhJ//plsX//yjbE//artJ//rlmC//tyrR//prc//thrB//fliD//bioD//yciH//nrfB//lolE//oxyR//panZ//nac//ydiZ//insA-1//dgoA//pgi//rsgA//amtB//rffT//sdhC//pnuC//ycgV//ynbB//nrdH//sppA//tig//tqsA//ttdB//rtcR//appY//rcnA//aes//lsrC//cyoB//idnT//yidC//rcsC//malQ//zur//dnaK//rseP//hda//nrdF//thiI//tsaE//ubiG//araF//gspF//wecC//mcrA//mdlB//yfiE//ftnA//menC//glcF//cysK//flhE//recC//rpmJ//prfC//hyaC//yqjA//minC//rusA//torY//glxR//uhpA//apaH//barA//dpiB//flgF//ompA//dcuA//hokE//lgoD//mgtA//rutA//rutA//menD//cedA//cfa//sufE//oxyR//rplD//bamE//era//fadE//treB//ptrA//eno//yccA//hdeB//yfaL//sixA//ubiI//ycgV//sgcA//prc//ompA//frlC//frmB//yieH//sdiA//glcA//bluF//ykgO//ygiB//yobA//nuoN//yigB//cysC//flgM//clpS//tcdA//ggt//tadA//yagI//hcaB//adk//truC//gnd//gsiD//maeA//cca//sfmD//tauD//yfjV//topA//glnD//lysP//rutG//
GO_0036214_3	lamB//
GO_0036265_6	gntT//fabR//fdnG//ybaT//
GO_0036289_9	yajR//atpC//
GO_0036293_5	cof//pdhR//fucO//
GO_0036294_6	mlaD//gltI//msrB//
GO_0036388_7	deoA//
GO_0036447_5	cspC//ygbN//polB//
GO_0036448_6	gsiB//nfsB//rstB//
GO_0036460_5	tqsA//trmJ//mdlA//mscL//iraP//napD//
GO_0036506_5	ldtD//
GO_0036525_7	lsrK//
GO_0038083_9	arsC//tpiA//mmuM//yggT//yfdS//
GO_0039633_6	trxC//glsA2//pgaC//yceD//
GO_0040008_4	mqsR//yjjW//gluQ//yfcG//frsA//yraJ//yccA//pagP//rfaQ//rsmB//
GO_0040012_4	nikA//arcC//rpoA//elbB//minE//citE//yqgF//torS//hslJ//rihB//rmf//glnD//fklB//iscA//
GO_0040013_5	lldD//rpsD//lpxD//ibaG//rng//yieL//atpF//
GO_0040033_9	mdlB//
GO_0042026_4	fadR//ilvA//mdfA//dnaB//etk//fepE//ampD//phoB//ycjY//
GO_0042040_7	clpA//
GO_0042044_5	queE//
GO_0042126_5	queA//pgpA//araD//msrC//
GO_0042128_5	rzpD//paaC//
GO_0042133_4	rpoH//mntH//acrE//pheP//ligB//flhA//cspD//yfcF//ubiF//sfmD//gsiC//fiu//yfcQ//tsaD//hcp//entS//
GO_0042135_5	dapD//btuE//fur//srkA//dacA//yfiE//flhC//tktA//puuA//gntK//xanP//queC//alr//
GO_0042136_5	xylA//pbpC//
GO_0042150_7	cusF//xapR//frmB//
GO_0042157_5	uxuB//nemA//prfB//afuB//
GO_0042158_6	yghG//tusB//ybiW//
GO_0042168_4	djlC//sfsB//sdhB//gppA//argO//cdaR//bdcR//casE//nupC//
GO_0042176_6	asnS//pdeF//ygbN//deoD//
GO_0042177_7	glvB//preT//eco//
GO_0042178_5	pntA//yggD//soxR//preA//eptA//rpmF//agaW//gluQ//pal//ftsA//feoA//mdtC//ggt//yjaZ//mdtA//yifB//ynfL//ybhA//yoaB//
GO_0042180_4	ibsB//proS//rodZ//recO//infB//ykfM//ydhC//cusR//arcA//ytfE//tus//yihW//caiT//aldA//yddM//eamB//ydjJ//frlR//aceA//fsr//yaiP//exbD//ptsN//yeaK//glsA1//adiC//qseB//yneJ//ycdY//trg//yedF//prmC//allB//yfiE//yjgX//chpB//nrdF//rclC//cmoA//intA//lit//uof//ygaH//pgk//ldtA//setA//waaP//cof//yggT//yidA//hprR//proV//mtn//hisG//zapA//yadK//murB//nusG//ccmG//
GO_0042181_5	paaJ//pyrD//ldcA//cspE//yheT//ygiV//bglB//menE//rnd//osmF//setB//nimT//ldtA//ybiT//bepA//mhpD//yehP//yjjX//gpmA//sgbE//yphD//cysC//ykgO//rraA//
GO_0042182_5	radD//argD//glnH//zntR//dacC//parC//fimH//yfaU//nupG//sohB//dapF//prfB//rfbX//lgt//cobT//dmsB//glmM//wzyE//roxA//rstB//gspJ//ispA//ubiB//ydiZ//rpsM//puuE//lpcA//ycbU//nikE//
GO_0042219_6	agaS//menD//hycA//ghrB//ybjX//
GO_0042221_3	dgoA//sapF//chaA//ldtE//waaH//secA//dinB//acrB//yhgH//tauB//yeaE//arnF//rseB//frvB//iraD//aroC//hisQ//mioC//cycA//fimD//polA//yiaL//gntP//livM//mtlR//selU//exuR//fryC//dcp//dapA//yciE//otsB//citC//hchA//tdcA//trpB//pdeL//torD//ssuC//ddlB//mepA//bamC//hcaR//nagZ//ybjI//dicB//djlC//ykgA//sufA//msrP//rplI//yibA//fliA//rlmE//yidC//rplT//rsmH//mioC//seqA//maa//gor//mlaF//nlpA//spy//mgrB//topB//bcsA//gabP//gmk//ymgF//nemR//kdpE//hycI//ribA//emrB//nuoG//oppB//yibT//yajD//matP//feoC//sbcC//dosP//bioF//oxc//adhP//zupT//puuR//cpsB//mcrB//yhjR//rsmJ//nikD//rnhA//gcd//rseB//hslV//aldB//hypC//cstA//grxD//secY//tcyL//yjgX//tilS//yagF//ydeO//mraZ//pspG//yiaN//yqjA//ygfX//ompN//abgR//pphB//ygeW//uhpB//ygeW//phnJ//ygiN//shoB//ybcC//valS//ribD//hemE//lptB//pdeH//ybhS//ytfR//glcE//insF-1//pntA//pyrL//glsA//mliC//mglA//ptsP//flgJ//rsuA//alaA//hlyE//rfbD//mdtK//yiaO//rsmI//yijO//pdxH//alsC//greB//uxuR//yggT//arsC//mcrB//yjjU//mdtE//trmJ//arsR//ybfA//lsrA//tamA//uhpC//mdtE//glyA//glsA1//acnA//sufS//ugpA//rpnB//rpsI//ulaD//yidH//xdhB//nikB//ybhJ//rof//recO//manA//paaX//nadE//nei//cspC//recE//rutA//uhpA//yjeH//gmk//fliK//rzoD//yieE//yabI//yphF//recC//pdxA//ydeO//torI//lldP//ogrK//yegD//yadM//nadE//yihU//yhiM//cmoM//ydjE//cpxA//patD//recQ//cysM//acrF//melA//yceD//fes//queE//ygiB//hda//yedA//hscB//cptB//srmB//fkpA//cheA//chbA//focB//htpG//frlC//yhaM//ymdB//rpsO//fliK//waaS//suhB//dctR//lolC//cyoD//umuC//
GO_0042245_7	yicJ//alsB//ydiV//
GO_0042254_5	hisG//blr//lgoR//acnB//cobU//yigL//ileS//
GO_0042255_6	ydhJ//yegT//
GO_0042274_5	hcaC//napC//menE//folE//
GO_0042278_6	frlB//ycdY//speF//tmk//qorA//udk//deoR//nanC//ybcM//sapF//dacA//cysC//aroF//bioD1//dcyD//fliS//erfK//msbA//
GO_0042304_7	narX//proB//msrQ//
GO_0042325_8	proB//rhaD//
GO_0042327_9	rffM//
GO_0042330_3	pyrE//mdtD//wbbK//thrS//yebQ//rlmB//nrdR//yphF//fixA//comR//cecR//mscM//ygiS//fliZ//proC//mscL//
GO_0042350_6	ilvE//
GO_0042351_7	trpL//
GO_0042354_7	zipA//msrC//yraI//yafC//proC//nac//
GO_0042355_8	yjjW//potB//hyfF//amyA//ackA//yqiI//
GO_0042357_5	glvB//lpxD//
GO_0042362_6	yejE//
GO_0042364_6	fur//paaC//rcnR//ybjX//znuC//cynX//rstB//relA//panE//metE//arsC//gnsB//rdgB//ydaN//ilvA//ompR//dgkA//cysZ//rclB//yhjV//yjfF//metC//tusD//mtn//lacI//recA//ccmC//caiE//paaA//asmA//lipB//ycjD//dgcZ//hisF//rzoD//yddM//fimD//citG//dsbD//wzb//lgoD//glnH//alr//yqjH//mcrA//cirA//yghW//rutB//hofN//crfC//yghO//rpiR//yohD//metQ//gcl//cynT//
GO_0042365_6	erfK//glrK//cyaY//yfaX//
GO_0042371_7	yjaA//
GO_0042373_6	nrdB//
GO_0042398_6	pepB//yhbX//lsrC//csrD//yagJ//yhaJ//cyoD//cusR//yjjW//trpD//artI//eno//cspB//rcsB//purN//speG//cusC//rclC//malK//iscA//
GO_0042401_7	frmR//tmk//cyaY//elaD//rlmD//yehD//fkpB//arcA//katG//flgB//gntK//recR//trmI//abgT//
GO_0042402_7	syd//prfA//yaiV//deaD//iraM//arnE//dld//tusB//pgaA//panD//bssS//adiA//ulaE//
GO_0042413_6	fepG//trmI//sufD//rplK//
GO_0042430_5	pabB//kdgR//galR//iscS//ymgA//ubiF//cmoB//araF//epd//frmR//
GO_0042435_6	clpA//def//cpoB//osmF//aaeR//mntH//yhdH//dtpB//nadC//
GO_0042436_6	essD//
GO_0042439_5	yggX//
GO_0042440_3	rplD//adeP//ycfL//yehB//hcaB//dnaX//yehT//hcaE//ldrA//yehW//exbD//yadV//yhjX//xapA//
GO_0042443_5	ilvH//yehC//
GO_0042445_3	cdgI//crp//rimJ//queG//bepA//mtnN//baeS//intA//sgrT//yddA//yhjV//narQ//pyrB//yiaT//
GO_0042446_4	cirA//
GO_0042447_4	lsrA//yhbQ//gstA//maoP//ybeQ//rutR//ptsH//nupX//macB//mlaE//waaG//aphA//selB//
GO_0042450_7	caiF//hicA//cmoA//dtd//fucO//phnK//
GO_0042451_7	insI4//dsdC//gadA//kdsB//ycgB//gadX//
GO_0042453_8	frvB//
GO_0042454_7	yabI//kilR//pgpC//trpC//uraA//bfr//artM//phnI//yahO//mdoD//tsf//rplL//
GO_0042455_7	rhtA//yiiE//yggT//creC//mzrA//ygjH//mutL//tnaB//lysA//bioF//bisC//rsmA//wza//rhtC//yehB//ycdY//yhaO//
GO_0042493_4	cysQ//kdgK//umpG//rplK//map//yhhZ//ccmF//priA//katG//pntB//ybgI//fadI//adeD//creC//puuE//xseB//pepQ//pgaD//prmA//matP//rsmI//cfa//abgR//nudF//emrE//ynbB//yccX//ybhD//surE//hdhA//glnP//cydB//rapZ//ppc//yneJ//yiaO//tcdA//ghxP//ydjH//narQ//yciV//dcm//ytfP//dsbA//msrQ//envR//dtpD//phnC//acrR//
GO_0042537_5	sgrT//aceK//cydD//ybjL//pinQ//hcaD//rpsG//ugpE//ftsW//gadB//btuB//chbB//ldrA//hcaD//ribD//hprR//ldrD//hofO//zapA//stpA//pepB//pdxH//
GO_0042538_6	argG//rpoH//
GO_0042542_5	glnD//topAI//frmR//dmsC//gcvR//malI//accD//yaaU//yieK//ftsQ//yacG//trkA//csdA//yjbE//yaaY//puuC//opgB//hchA//
GO_0042545_5	csgG//
GO_0042546_4	torR//ypdA//gntR//nuoL//ygeV//ymgA//solA//metH//nemR//roxA//
GO_0042558_5	frlA//rpsN//ydhQ//pnp//dps//malG//cspD//mutL//yoaB//dgoA//yaiV//yegS//ilvB//aqpZ//mcbA//fetB//zapE//proP//
GO_0042559_6	rpmJ//corA//artI//ldcC//nfi//narU//dkgB//serA//yggN//bglB//ligA//ascF//nusG//
GO_0042560_6	araC//puuR//
GO_0042592_4	nhaB//mhpA//lnt//ppx//ybbN//waaL//ascB//hemD//cmoB//ybcC//sdhC//ssuD//dnaG//ymgF//ilvI//dcuD//dnaB//infC//elyC//ydeI//ptsI//proX//hprR//cyoB//glgA//sanA//iscR//dcuR//cheY//rdgC//yggP//fryB//bioP//glcF//yidR//smrA//torS//slmA//frwB//lacI//dmlR//phnP//tyrS//lpxB//pinQ//ribE//potG//xisE//pyrG//hcaT//yedF//dbpA//cyoE//fimH//xanP//ybeF//nupC//codB//pagP//
GO_0042594_4	ymfA//yiaU//appA//lsrC//yhjC//modC//rhaS//fdoH//rfbX//tcyP//fis//yoaA//lspA//nac//glpD//scpC//mfd//livM//ptsN//mak//clsA//galR//rpiR//hdeA//ynbC//scpB//purT//hcaT//waaQ//fabI//gph//flhA//araH//arnB//cbpM//
GO_0042618_5	argK//
GO_0042619_6	ydiK//
GO_0042710_4	rpmJ//mlaD//spy//yhdW//mazF//mprA//yhcN//frmR//yajQ//pepQ//ybhF//mug//dnaN//lacZ//selU//murQ//proS//leuA//efeO//ygdG//rlmA//mglB//serC//trpL//ppsA//ydcM//nagK//abgT//mutS//mutS//mgtL//insA-2//znuA//yciH//cheY//tonB//eptB//hicA//gstA//rsmI//tdcR//secF//yfeW//rsuA//secD//pdxA//yoeB//pdhR//hemC//ygeW//yddM//
GO_0042723_5	guaC//ribC//paaE//abgR//ssb//suhB//ampG//rplL//ftsB//menB//fliS//lapB//
GO_0042724_6	cutC//gltK//dgoK//puuE//mnaT//msrP//rhaB//secD//cspI//yejE//
GO_0042726_5	folA//ompT//prmB//bglH//yfdO//dgcF//recC//dgoA//
GO_0042727_6	ygfI//rpnC//dgt//tufA//rarD//hcaR//rna//yhaJ//
GO_0042732_6	rplK//secY//gabT//phoE//yciA//
GO_0042737_5	elfD//hofO//norR//metQ//aaeA//mreD//ygaH//csdE//ispH//amiD//prpC//rimP//mreD//rcsA//kdpF//rlmA//insI3//cecR//mlaD//ygjK//msrC//phnC//hlyE//gltK//xylR//aer//queG//clsB//gsiA//secG//cdaR//ugpE//pepB//kefB//frwC//ade//clpX//epmA//hybF//sulA//ptsG//arcB//mmuP//otsB//frlA//bioB//hofP//bglF//rpmH//cdh//ydjJ//bdcR//ynaE//rpoA//narW//
GO_0042743_5	frvR//dsbC//
GO_0042744_6	ybaM//yobF//
GO_0042759_7	citE//hybC//
GO_0042773_6	bioB//
GO_0042777_8	fkpA//
GO_0042779_8	nanR//
GO_0042780_10	afuC//psuT//ydiP//
GO_0042816_5	zinT//azoR//rplN//yjiM//prfB//ycjU//yggP//rpoA//agaB//
GO_0042817_5	ghxP//
GO_0042819_6	rluA//dgcZ//rluE//nirB//moeB//exoX//argT//hdeB//hisP//
GO_0042822_5	ttdA//crcB//nfo//ada//kdpC//ykgO//hyfC//
GO_0042823_6	pdxH//ykgM//acrA//asnC//yihT//menC//adhE//
GO_0042836_5	ybdM//rpe//idnT//ais//
GO_0042838_6	aspA//agaB//ftsK//ygbI//
GO_0042839_7	nagK//phnJ//dcuD//ansA//pyrF//cysP//
GO_0042840_7	lapA//phoP//araA//mprA//tadA//ybaT//
GO_0042843_7	ybcC//cpdB//
GO_0042844_7	ssuB//
GO_0042846_8	fliA//
GO_0042851_8	dgkA//mdtF//modB//speB//
GO_0042852_9	rpsA//gntP//frvA//
GO_0042853_9	mtgA//
GO_0042866_8	yegT//adiY//xanP//yphD//guaB//truA//rimP//wrbA//dctR//yciT//kdsC//sucC//yihX//hxpA//yjjX//argK//bioD2//gpsA//
GO_0042867_8	mutS//
GO_0042873_7	wcaC//purU//slmA//gntK//yedA//pdeF//mliC//
GO_0042882_10	waaA//ycjW//mltF//
GO_0042883_7	hisB//rhaS//entE//scpC//nupG//ccmE//gloA//ydjK//
GO_0042884_7	nrdB//purL//phnG//argF//yeiL//dnaX//pepB//
GO_0042885_8	folX//
GO_0042886_6	gnd//psuG//coaE//greA//avtA//hofO//fdhD//hupA//cydD//fkpB//recE//ftp//gatB//patD//yjhP//aroE//moeB//rnhB//ldtA//eutN//folA//thiG//fau//ybhI//hyaD//dedD//sufC//alsK//rpmF//serA//guaD//pheT//yghW//kefF//rhmD//bglJ//ulaE//hemB//trxA//yjiR//hflK//focA//pstS//tyrB//ydiV//rluE//xylH//yodD//ymgF//yibF//lpoA//ubiI//intA//pppA//pgaA//ssuB//prpD//lysP//fadJ//ppc//yhfK//rrrQ//yajD//trmD//secM//trpB//ybcC//lpxP//ftsK//lptA//rlmH//lpoA//kefB//dpiB//cptB//rtcB//ydjE//epmB//livM//cfa//yedP//ybiW//patD//erpA//ansB//perR//blc//ydhQ//
GO_0042891_6	purT//iscA//araC//ompC//tldD//topB//ygiV//ymgF//yedX//btuR//rimP//ydhC//ttcA//phoB//avtA//panD//dosP//rnhB//glvB//yphC//mdoG//uidR//dapD//rpnD//mcrA//gfcE//ybdN//tisB//priC//ypdA//sbcD//phnH//
GO_0042906_8	mepH//clpA//glsB//frmR//
GO_0042908_5	ydcM//ribC//cspD//accD//rhtC//fbaA//yjjQ//pphB//oppC//mltD//fryB//zntR//xylF//cdgI//glsB//yebC//
GO_0042914_8	ybiV//frlA//
GO_0042918_6	paaH//lolE//uxuB//rbbA//ubiH//
GO_0042919_6	folC//
GO_0042920_6	sgcX//
GO_0042928_7	yieE//
GO_0042930_7	btuR//fadB//ilvE//feaB//secM//yqaB//fimZ//ygbL//
GO_0042938_8	yaiV//rbsR//intZ//yqeF//alkA//ybiI//dctR//rplO//nrdE//idnO//rsgA//fadR//gsiA//rhaD//acrR//
GO_0042939_8	malY//bacA//yijO//bglF//insH-5//waaS//yiaJ//rsgA//crcB//cyoD//
GO_0042940_7	rfaD//mmuM//rseB//intE//yojI//
GO_0042941_8	lasT//
GO_0042942_6	ydhJ//frr//
GO_0042953_6	aslB//ribE//appY//
GO_0042956_8	tehA//chbG//puuA//bamE//fixC//
GO_0042968_8	tolA//prfA//csdA//
GO_0042981_7	dnaB//
GO_0043038_5	glmU//nimT//melR//hslV//nuoE//tdk//mreD//rmf//dpiA//dcuC//fdhF//rfaQ//glnE//sutR//hdeB//uvrB//moaD//thrS//degP//narY//ppsR//bcsA//thiL//ugpE//adeQ//htrE//
GO_0043039_6	infC//fucP//yaaY//fadA//msrQ//phoP//yfaL//nrdI//nrfE//lptD//puuA//bglF//tilS//phoA//lsrA//cyoD//minC//zraS//cheA//nagB//iscU//phnI//argK//surA//gshA//
GO_0043041_6	waaB//
