#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	hyfC//crp//rplA//lysP//
GO_0031124_9	atpC//relE//
GO_0031125_10	uvrD//
GO_0031162_5	ascG//lpxL//
GO_0031163_5	mtn//chpB//yqiG//cheB//npr//uxaA//mrcB//emrE//ycdX//gloA//lsrB//purB//frvR//acpP//yieH//ydaV//dppB//fecA//
GO_0031167_6	trmH//ynfL//glcB//coaD//sucB//fau//rcsD//creB//pinE//rodZ//ydiZ//yhfS//rimK//dacB//yjhP//cpxR//aroD//ubiH//cyoD//abgR//yadC//glnP//leuS//sgbU//
GO_0031279_5	feaB//
GO_0031280_6	ascF//
GO_0031297_7	glyA//rbsC//
GO_0031323_5	fabA//umuC//yodD//greB//dkgB//gabP//narP//fumC//glpK//exbB//ilvD//nuoL//rhtC//hflD//fadJ//sdiA//acrZ//nadE//cmoA//sugE//lrp//sgrT//phnC//ybhI//phnK//rpmH//yeaD//fimC//prlF//thiH//cutA//fis//flhE//lptF//suhB//mgsA//ldtD//cheW//plsB//ttdT//fecC//bcsA//ldhA//prpD//yagI//sspA//dhaK//rzoR//dgoA//lolD//aaeB//fdoI//ycgR//ydiV//yehX//iscX//nikE//yebQ//tdcB//narJ//lptG//phnL//caiB//yciT//fre//rbn//yiaT//hrsA//cobB//gpsA//ycfS//ttdR//ynhG//phnL//ugpA//ygfA//tag//sodA//puuR//cueR//iraM//yfiE//rpsK//ybiX//dinI//aroG//sseA//xanQ//yjjX//rhaR//rlmI//modC//ulaA//fsr//alsE//recF//wzc//dinQ//fhuD//stpA//mhpB//mntR//ycjY//panF//yraR//ypdB//rpsL//rnd//hfq//yfdG//dhaM//lysS//pfkA//mhpC//wecC//yjbB//hprS//pdxH//lspA//cbrC//proX//manX//putP//ispB//emrK//ptsI//ttdA//lpxD//nuoM//mqsA//glsA1//mdtI//opgH//cheY//speD//pitA//uxuR//mhpB//baeS//ymdB//hexR//yehY//argC//ribD//ymgC//sdhE//ynfL//yddL//fdoH//malQ//ybfE//greA//rsmA//zipA//thiM//sthA//ygiN//talB//nac//rpsK//mak//dnaT//yajO//ribE//ravA//glnB//dgoT//rhaT//ffh//adeQ//lptG//yhjG//tdcA//ynhG//zwf//ibsA//tusB//cpxP//metE//rapZ//rpmJ//artP//etk//sbcB//pyrB//recG//yidA//hcaF//panD//queE//yjjQ//rlmM//ydjM//dppF//atpD//pinE//prpC//phoA//sthA//srlR//tar//ompC//ilvI//kdsD//yiaL//yidD//yqeF//osmC//glnE//tatA//pnuC//thiH//ldtE//yjfP//syd//xerC//nrdA//yehB//agaR//dadA//essD//flhC//cof//sucD//fucK//sbcD//xapB//yihL//dfp//fimZ//recT//leuO//sufS//hcaC//oppC//sodB//znuC//chaA//mlaC//potE//ytfP//yfbR//yneJ//recX//yhbX//fetB//nagK//narH//raiA//rimP//ilvA//npr//yjjU//ykfI//mprA//yoaA//atoS//ybaT//creB//ydhK//yeeL//rpsS//topAI//recF//yfgJ//yciV//wcaC//hsrA//rpoE//rnr//ybiO//ibaG//hybD//fabZ//speC//rhmR//ybhP//aroH//cspD//rfbC//yihX//mnmG//rpnA//pheP//lldP//emrY//mazF//prkB//yiaU//tatD//preA//setB//ilvI//hisM//entA//gph//fryA//cynS//folX//rplF//mqsR//recO//menB//rpoE//fryB//yphF//aes//rsmA//yraI//ghoS//leuC//ygcW//alsA//mlaB//livK//tag//fhuD//ftsX//sstT//folE//pliG//lpcA//murB//pgm//yihQ//rplY//rimM//udk//ydfK//rfbD//ycjY//ygcO//yceK//yghO//yhaV//rfe//dgoD//yeiL//fadA//proQ//arnF//ilvH//dgcF//glpC//npr//
GO_0031324_6	tisB//setA//gntT//asd//epmA//metC//viaA//intS//waaZ//sgcR//upp//fimI//rfaB//yphD//ycjD//rcsC//cbtA//fliA//hybO//pckA//pspD//trpS//phnC//mprA//ppx//dsdA//tdk//dinB//fklB//znuA//frlB//fdnH//gntU//oppB//prs//lpxL//ribB//yhaM//sseA//cvrA//yphB//groL//prfC//dsdA//xylE//trxA//casC//sspA//btuD//yihQ//ybcF//solA//pstA//tcyN//ygeR//tisB//ynbC//fepE//cysD//ulaC//ydeP//yhjC//mutH//gsiB//cca//hyfF//sufS//lptC//ribF//ygbI//tsx//amiB//metE//nimT//uxuR//hisC//rplJ//ydeO//fadR//artQ//deoA//nikE//uspB//fnr//recA//ydeP//artI//fumB//barA//sgcA//ogt//nuoF//fixC//ydiK//dicB//hdeA//pal//dnaJ//treR//nudC//yedX//ugpC//rep//ykgM//argF//basR//aceF//yifB//xanP//yidR//cobS//citX//mrr//folC//spoT//ydcM//preA//tdcF//ybeF//nadE//fmt//dgt//yciG//yhjA//yhaM//moaC//oppF//bglF//ydjL//yaiV//apt//
GO_0031325_6	gatB//tdcD//zraR//exuT//mdtF//mglB//lpxK//cheZ//ppc//gapA//ynbD//chbB//yfeW//yhcN//tcdA//insI1//nudG//nrdB//essD//yceD//arnT//ghoS//iap//csdE//treR//coaA//pgrR//pdeD//crr//dsbA//pphA//ydcO//dgcE//tcyN//murR//ycfL//ybaM//ypjD//ispB//yhjR//phnK//adeD//cyoE//fkpA//ada//hyfF//cadA//ybaK//ydfK//hypB//uidC//tusA//matP//rcdA//yadC//pepQ//mdtC//lgt//yhcF//dicC//tolC//udp//aroB//lptE//oxyR//rfbD//cadC//ybgQ//yihP//iscU//cydA//cpsG//livJ//yqhD//tatC//ydcP//fbp//mtfA//tcyJ//dbpA//recX//cadC//yfeR//kup//fadJ//fabD//chaA//uvrC//eno//sgcB//yfaE//
GO_0031326_6	alaS//rfbD//nirC//yfcA//fabH//folD//cheA//mnmC//phoR//yfdO//lsrG//uxuB//hflK//yciT//dbpA//yhbY//yehB//mraY//proV//ytfQ//citT//marR//hemF//hyaB//hha//rlmI//preA//flgF//lpxT//yqeF//bamA//trkH//dinJ//aspC//adk//aspS//cysS//ycfS//phoU//sfmD//hisP//rnc//pdeR//rpsG//gntK//rdgB//gltI//pgaC//ybhR//phnL//fixC//gapA//manY//rsmA//glpT//gatB//gor//allR//crl//minC//lysS//maa//dapA//gadB//ralR//glcC//poxB//argD//tolR//trmA//nrfC//hda//ebgA//mlaB//yccX//ydhC//torD//yafE//gntU//rarD//maeA//otsA//mrr//hcaB//tauC//grpE//cmoB//mrdA//insA-2//ubiF//rayT//fucI//ugd//yijO//ydhJ//yghG//ytfR//elfD//deoB//valS//ampG//menE//sapD//rplQ//prpD//ilvC//ribF//dtd//yheT//glnS//cspI//flhA//pspC//chbC//ybaQ//yeeA//fau//bhsA//lspA//sufE//fimA//trpE//dtd//ydjJ//frdB//xapB//ansA//hisS//scpB//araE//higB//hyaB//ygfA//sxy//yehY//nrdR//pepA//yaaY//uhpA//ybaQ//higB//gapA//ubiC//pepN//dnaB//insI-1//pck//exbD//eptC//ispF//frwB//chpS//csgF//ndh//cheZ//ompL//solA//ydfD//tyrR//intQ//srlE//fmt//fhuB//umuC//yhiM//serC//hipA//dosP//dedD//sufC//menA//rpoS//fucP//yiaL//cnu//mnmA//cdsA//ligA//sgbE//aceK//yraN//plsB//tap//nrdE//nuoN//tdcD//uxaB//tnaB//frvB//ybcJ//purT//hokE//waaG//ung//ybjD//yohC//gpr//ykgF//cueO//yfaU//rpnC//uxaB//yihO//arnB//pphA//accB//tolC//rffM//fhuB//emrY//pgl//yfhH//ptsH//araE//yjeI//rseP//glyS//folD//eamB//hslJ//hcaE//hemD//speF//mmuP//hexR//dosP//hpf//ruvB//galT//ogt//yhjG//ribE//yebK//trpL//ygiW//selB//hisD//ilvB//ftsW//ompL//fumB//rspB//mlaB//yhdJ//glrK//mltG//ugd//eutK//baeS//rclC//hicA//speE//shiA//tolC//zraR//gyrB//phnJ//yidQ//yceO//rcsF//ycgB//ynfH//ruvC//phnG//mraY//trmL//pal//hyaA//yjhB//narQ//uidA//mdfA//cho//rpsA//yfjR//lpxT//galF//ppk//nanE//fetA//mltC//ivbL//mhpD//sgbE//ybiO//bcsQ//nudG//mscL//gntR//crl//lpxL//lysU//mglC//rplW//mhpB//accD//maeA//apt//yqaB//rpsB//artM//phnL//afuC//gpsA//tolB//yciH//rlmB//pinQ//insH-6//alsC//pphB//cheB//rpoE//
GO_0031327_7	hisA//mutY//ccmC//zitB//nuoG//yieL//garR//soxS//yfeR//tomB//rfe//ftsB//ugd//tonB//hchA//tatA//yedP//rmf//yhdX//alr//xseA//envZ//yejB//hda//ynbD//sdhE//fau//hycA//acrA//zipA//gltS//pncB//rbsR//amiC//radD//ulaB//yajQ//relB//rfbB//frlC//rluC//zinT//ydiB//ilvB//ribB//cysA//kduD//udk//mltB//fkpB//clpB//prfC//prc//bolA//mdtL//recF//selU//minD//yahB//argK//gsiC//setB//malF//uacT//ybiA//yieH//ugpE//ytfE//upp//yohC//yjfP//lgoR//ynfF//glnE//ppx//mnmC//yghU//fadE//panB//infB//yihP//hemE//idnK//gntU//pntA//ivy//gatC//dppC//wcaB//menH//cysW//mdtK//opgC//rsmB//hinT//gloC//rpmF//ygfX//mdtB//phnH//fimC//setA//menI//dhaK//setA//yrdA//xapA//ynjA//ycdY//bglA//gadX//uhpB//fecB//trmB//mdtP//chbB//ybiS//ldtD//guaB//sad//mltG//
GO_0031328_7	nuoF//ilvC//queD//ftsN//potI//rnhB//sstT//hofQ//xanP//ynhG//potE//btuB//rfaG//iaaA//tldD//waaB//trpR//yfdS//mrr//yeaG//dgcN//flgA//ynjD//waaJ//lacZ//mraY//rfaF//yeeY//etk//mazG//yihR//rpoS//pgaA//glsA2//thrC//mdfA//hyaA//csgD//epmA//agaS//bcsQ//flgG//fecD//tamA//dtpD//emrK//csdA//cmoM//lhr//basR//tatA//citG//raiA//purC//rfbD//lpxL//yaiW//dnaQ//thrL//ompL//puuC//hcp//cpxP//ycgR//zwf//yggN//sdaB//yjjQ//deaD//rpmA//puuE//dpiB//mntR//recC//dapD//sdhB//yihR//yceO//hemE//pepN//zapA//
GO_0031329_6	srlB//lysP//opgC//ansB//rnd//ppx//galK//tolA//nagB//
GO_0031330_7	ygiW//
GO_0031331_7	paaE//dgcM//
GO_0031333_6	narQ//gcd//fadD//eno//zapC//glnL//pflC//yoaB//cheW//btuC//
GO_0031334_6	insE-1//bamB//fadR//proV//dnaK//trmL//yjaZ//ugpB//nikB//ydgA//ispF//
GO_0031341_4	barA//
GO_0031342_5	gltB//
GO_0031344_6	tadA//aroL//mfd//hslO//tqsA//
GO_0031345_7	afuC//dpiB//
GO_0031346_7	flgF//aspC//sgcX//
GO_0031365_7	yneL//fieF//amiA//lipA//ccmF//yraK//mglB//
GO_0031399_7	cysQ//era//envY//
GO_0031400_8	bdcA//
GO_0031401_8	pdeH//ruvB//
GO_0031437_8	rpsG//
GO_0031439_9	mhpD//
GO_0031455_5	cecR//yidD//
GO_0031456_6	smrA//ubiA//
GO_0031460_7	glmM//ubiC//dnaT//pspD//hprS//lolC//tdcE//pbpG//ybjG//ydcM//fimF//yqhC//
GO_0031506_7	recG//
GO_0031554_7	dhaM//panD//rzpR//nudC//ydjE//yehD//kdgT//hypA//ldhA//parE//ydgA//ttcA//rluB//leuC//bepA//potB//coaD//dgcE//kdgT//yciV//
GO_0031555_8	yicJ//narY//rnb//caiT//suhB//tusB//
GO_0031556_9	pykF//rpnC//
GO_0031564_8	atpH//sufC//ulaA//malP//artJ//ycgV//casA//ibpA//frmA//fcl//fryC//mtn//mug//
GO_0031589_4	garD//lysR//crfC//pyrD//cpsG//fmt//paaK//cas2//ghxQ//narJ//thiI//glxK//nrfG//secD//yccA//
GO_0031638_7	modA//
GO_0031640_3	casB//ileS//entB//ftsH//caiE//
GO_0031647_4	hicA//ycdX//glnH//rutF//copA//deoB//ycaN//
GO_0031648_5	hdeB//
GO_0031667_5	zapA//tcyP//ycbX//garK//pppA//rplN//focB//arfB//rihA//malZ//rbsR//mutH//ydjK//bioD2//yghO//rluD//dcp//elbB//pspA//phoQ//aer//uxuB//gabT//ftsA//higB//rluC//carA//rstB//yehU//ycgR//folM//glsA1//rpoS//yebC//pabB//panE//ybdN//yedF//pgi//queE//yjiA//
GO_0031668_4	ftsP//kduD//pinR//avtA//tusE//ydeI//yieH//sfmF//pyrE//flgJ//emrB//elfC//ygeX//ghoT//murD//ompC//dinG//aroC//araC//rpsG//cynT//rpsO//mdtC//yadM//deoB//pcnB//nuoN//mukB//rpsI//rhtB//intZ//ahr//epmA//purA//yjbF//htrE//kduD//pitB//paaJ//metH//pspC//plaP//hrpA//glnD//tdcA//adiY//dinG//dedD//wzc//bdm//hns//tolB//potB//
GO_0031669_5	prpD//hflX//xylE//aidB//yqiH//lrhA//yfbU//higA//rbn//hycA//cpxR//ybiA//dfp//yphF//rppH//ydiF//murA//ulaA//relA//yieL//xylA//sufD//hipA//cvpA//srkA//lptB//yiiD//skp//abgR//comR//nirB//
GO_0031670_5	bamE//ydbD//pheM//
GO_0032025_6	yjjQ//fliA//
GO_0032026_6	tonB//kdgT//ddpX//
GO_0032048_8	dmlR//flgH//ddpX//
GO_0032049_8	ydhC//ynaI//yehZ//
GO_0032055_6	mnaT//
GO_0032069_6	rpiA//uacT//chiP//mntS//nrdF//
GO_0032074_7	entE//nrdG//yigL//uhpA//pabB//
GO_0032091_6	pdeR//
GO_0032147_9	ompW//
GO_0032150_8	dosP//
GO_0032185_6	murR//
GO_0032194_8	cysI//
GO_0032196_3	menI//ftsW//cysN//ybcM//dxr//mipA//garK//ytfR//nfuA//ndk//ytfR//nac//nlpI//
GO_0032238_6	rayT//
GO_0032259_3	thiC//frr//fadR//mdtF//bcp//sdhD//rzoR//mdtB//folC//pgaD//pgaA//cobT//bioC//ydcZ//hokB//ilvN//trmH//phoE//purT//pgaC//kdpE//fliZ//fimG//rfbB//norW//malY//iap//rpsS//sppA//npr//evgS//yhaM//menB//yqiG//gatZ//higA//yobF//lexA//ybdG//hofC//nrdA//erfK//rlmM//eutR//trmD//rpsB//cobT//yagJ//ygcR//speF//fmt//hslU//rfaE//dcuS//csrA//purU//rarD//
GO_0032261_6	yceK//ybiT//hemA//
GO_0032262_6	groS//
GO_0032263_7	clpX//leuS//
GO_0032264_7	ettA//dppC//
GO_0032265_7	epmB//
GO_0032268_6	yadG//rluB//sufD//gatA//rcsF//hemF//btuE//uvrC//waaL//cpoB//ydeI//rplQ//nadK//ybeF//fmt//ulaG//puuE//ffh//btuF//amyA//hldE//yidC//ybgQ//chbG//rhtB//phnM//pbpG//lpd//dctR//yihX//torC//gspF//lhr//csrD//argK//artJ//ybbN//ybhD//ybiO//yedL//rcsD//rzpR//rpmF//araG//ilvL//hemL//
GO_0032269_7	rclA//greA//epmA//hyfR//mntP//fliL//frmA//lpxK//lpd//ppsA//pspG//cfa//mlc//yihT//argP//yfeX//yddA//eutN//thiD//betT//gstA//sgcX//sgbE//mscK//gnd//yibH//rpsT//hybG//
GO_0032270_7	syd//arnA//ilvI//ghxQ//dedD//ispF//cdaR//rbfA//hofQ//araG//
GO_0032271_6	clpX//mreB//
GO_0032272_7	ycbV//cynX//
GO_0032297_10	uspF//yhdX//ypdC//
GO_0032298_10	rarA//fruK//
GO_0032324_6	nagC//yqaB//pyrF//
GO_0032328_7	rsmH//nadD//
GO_0032329_7	basS//ispU//mazG//nth//
GO_0032359_7	xerC//metC//gadE//
GO_0032386_6	pdxB//bdcA//
GO_0032392_7	potE//rayT//mltA//bdm//alsC//nirD//yjjB//pheT//insB-2//atpA//pgaA//waaU//yhjR//
GO_0032409_4	gatB//exbD//tomB//malQ//
GO_0032410_5	dtpD//
GO_0032411_5	asnC//yeiG//
GO_0032412_6	hcaE//ycfH//dmlR//ssb//
GO_0032413_6	acrZ//
GO_0032414_6	ulaA//galP//
GO_0032445_10	yieE//pspG//artM//ydiQ//bdm//
GO_0032459_6	frlB//
GO_0032462_7	mhpD//
GO_0032465_6	nagB//fucA//ppiC//creC//rbn//
GO_0032466_7	yciV//murI//
GO_0032467_7	trmO//
GO_0032506_4	paoC//uxuR//potD//betI//ftsB//rsmH//paaG//metG//znuB//yeaV//bssR//
GO_0032508_8	rcsB//nagA//fliT//rnlB//folD//yphC//cpdA//glrR//dpiA//ilvI//mgrB//sdhC//matP//
GO_0032535_4	yheT//sgcC//lysR//dgt//chaC//
GO_0032774_6	sdaA//motA//rseB//yejB//galE//rlmG//rhoL//fhlA//kdgT//pheM//mepA//dmsB//gcl//prpB//lpxK//arnE//dtpD//cyoA//yjiY//sthA//ydgA//garP//rpmH//ybiS//qseB//yqgF//rcnR//purT//yhaM//msrA//dut//ubiG//oppB//ftnB//rayT//mtnN//yhhT//iscA//argS//pepN//yqaE//pgsA//deoB//yidK//napB//ftsL//phoB//yqcC//ssuC//yaaU//hypB//feaB//hemN//yhbQ//nhaA//cusF//tcyL//arnA//degS//lacY//ilvI//opgH//glvC//uvrC//envZ//setC//modB//mdtD//fimG//tldD//cpsB//rseP//yidA//ubiC//accA//tdcR//patZ//hisM//lpd//torC//yccX//gltX//fimC//rhtA//srlE//fabB//araG//recB//sucD//msrQ//ybjG//ogrK//ftsL//ulaA//sucA//fic//bamC//uhpT//thiI//nhaA//greA//srlR//hokB//cadA//mepH//fabI//ygeV//hycH//ybcF//yaaU//yieK//mutS//yiaO//dtpA//fimC//narX//thrB//acs//yidA//proW//yahF//intA//ybbY//eutD//tar//frvA//recN//ygiN//yfdK//
GO_0032775_6	ptsG//pncB//rcsD//
GO_0032776_6	relA//
GO_0032780_7	nadA//nuoE//
GO_0032781_7	mfd//bioC//rlmM//
GO_0032784_8	phnK//iscX//
GO_0032787_7	lpxP//yfeO//yaiP//nuoL//tas//yeeA//nfsB//rfaF//recB//crfC//nirD//lsrD//yejB//chbR//kefB//flgF//mglA//yehA//fepD//galE//mgtL//cpdA//nirC//gpt//preA//scpC//prfB//asnS//ibaG//accC//livJ//rpmJ//xylE//hxpA//yfeD//rsgA//cobB//mnmA//cysW//elfG//yfdR//yggN//yhjV//flhE//sgcB//phoP//rhaM//ibsE//hemC//lptA//glnL//kdpB//ykfI//alsK//napF//yfeD//metE//malK//betT//lacY//lpxH//modB//fabZ//nfi//ydiQ//yhjV//ytfP//pdxH//tcyP//lysO//cnu//bolA//dadA//lon//ptsP//cydB//ygjK//ygeX//upp//amiD//bssR//ybiH//thrC//purL//mgrB//aer//fryB//dnaB//cedA//coaA//vsr//appC//abgT//oppD//rbfA//pgi//ymfK//lgoR//yfaL//ugpC//trmB//dpiB//yejA//tusD//metL//ybhP//iscX//moeA//yajQ//tyrS//rna//fucA//amyA//gltI//agaW//dmlA//adhE//hxpB//hybB//sgbE//htpX//ydiZ//tolC//paoC//elyC//ydgA//xdhB//arsC//tauC//ubiH//ispF//hicB//prfC//sstT//sdaA//rimP//rhaD//yfaV//greA//ansA//ftsA//prfB//fadI//glnD//ihfB//arsB//yggX//dcuS//sad//prpB//manX//mfd//sucB//ydeE//kdgR//yfbR//yejF//ypdC//sdiA//gatZ//abgA//leuO//sdhD//gatC//trmL//ygiN//opgB//truA//mmuP//xthA//higA//rbsR//mdtQ//mdlB//ybjI//eco//holD//hypD//astC//glpR//nrfC//mdtP//yegT//chpS//rarA//yehA//rpsH//pepN//yihV//waaS//casA//ygaV//gcd//hipA//rhlB//ygaH//flhD//frsA//mfd//hisA//pfkB//yodD//murR//
GO_0032790_6	speB//gatD//
GO_0032879_4	fecC//glnB//fryB//tdcG//ulaC//yjiM//clpA//ogt//yehP//caiE//gatZ//gcvT//rhaB//ybcM//ydhQ//moaA//nikR//infC//gapA//rna//moaB//dtpC//flgD//xapR//rpoD//ais//opgH//fixB//
GO_0032880_5	moaC//xapB//dinB//
GO_0032881_6	elfC//bioD2//aldA//elfD//
GO_0032885_7	ygbM//cbl//kdsA//
GO_0032940_3	waaP//paaJ//hslJ//speF//agaB//btuC//oxc//
GO_0032950_7	rluF//
GO_0032951_8	glnL//
GO_0032954_7	ppc//tdcG//trg//
GO_0032955_6	mfd//aspS//yiaO//
GO_0032973_7	yiaM//selB//fabR//nupG//mcbA//
GO_0032978_7	rhtB//yggE//rof//sdaA//
GO_0032984_5	flgJ//pgl//yohD//malQ//hypB//ung//intS//ycjQ//yhfK//
GO_0032988_6	gntU//cobT//
GO_0032989_4	bcsQ//
GO_0033013_5	kdsC//waaC//poxB//gcvR//ybiY//hycB//narK//sapF//yeiE//adeP//yijE//yrbG//yehW//dgoD//gabP//serS//pfkA//bacA//fre//bcsA//dusB//
GO_0033014_6	hyfA//pitB//frr//dmlA//gltD//ileS//pinE//yqiH//talB//nimR//ypdI//cysZ//xisR//melR//htpG//mscM//casD//mtlA//insI-1//gmd//sdhA//
GO_0033036_3	pntA//nanS//tag//yafO//agaC//hcaT//trpC//mgsA//nfsB//ybcJ//glcB//pyrC//ldcA//ybeQ//adk//pepQ//atpE//arsC//mraY//yciA//trpR//ravA//glsA2//rsfS//bdcR//ygeX//cdd//sutR//prlF//mdtM//yahD//sthA//otsB//wzyE//mug//dinJ//prfB//recO//yggT//hipB//yadV//lapB//yfbS//yahO//speD//nusA//rfaG//ttdT//rusA//
GO_0033043_6	yhbQ//ygbI//murG//mhpB//folX//
GO_0033044_7	cspE//
GO_0033051_5	recC//
GO_0033120_8	phnL//
GO_0033157_7	yfdR//argS//
GO_0033194_5	yhbQ//waaY//insI-2//argD//
GO_0033195_5	lit//
GO_0033212_10	glvC//dsbC//sapF//yhbS//hipB//
GO_0033214_11	trpGD//iraM//
GO_0033228_8	holE//tmk//yabI//cbeA//
GO_0033238_6	yejB//ibsD//ilvC//gmhB//
GO_0033240_7	ydgA//
GO_0033317_7	sufA//tynA//wecE//zapC//
GO_0033319_5	tdcB//
GO_0033320_6	mog//
GO_0033345_8	insF-1//
GO_0033353_5	marA//
GO_0033359_7	nhaR//hofO//
GO_0033365_6	lolA//
GO_0033383_6	dcp//
GO_0033384_6	mhpR//
GO_0033388_7	pdxH//
GO_0033477_5	lplA//
GO_0033499_8	ftsX//insK//cytR//fabD//codB//purT//mdtP//
GO_0033517_5	tpiA//
GO_0033518_6	rlmM//
GO_0033526_7	mepM//phnK//slmA//rsmG//
GO_0033539_7	potE//ytfE//ruvB//
GO_0033542_7	degQ//ydaC//
GO_0033543_8	umuC//
GO_0033554_4	dinD//leuS//ytfP//frwD//hofP//yhjD//frwC//pgaD//yhaO//frlB//uof//torY//rnpA//lldR//pgpC//ddpX//recQ//nac//higB//wcaJ//fadJ//dgcE//abgA//ccmD//truA//yggW//rsmJ//potD//ttdA//yaaY//wecE//mltB//cysC//pykF//ppiC//tolR//alaE//rfaG//mtn//yegV//mdtF//ridA//lgt//narI//der//ghoT//amiA//rzoR//yebG//puuE//ttdA//ddpA//bioC//rnlB//ccmA//ybhF//melA//yhjV//frmR//rnc//ribE//pepN//cobB//gutQ//dedD//envR//ogrK//cynX//topA//ccmG//secA//mdh//tauC//rsmI//mppA//yciG//insH-5//rplQ//xapB//yeeY//argT//napA//aceK//ihfA//yciH//yeaE//torS//ftsQ//phr//abgR//ribE//sbmC//rffT//mlaB//rlmH//yafN//yqhD//rhaD//lasT//rlmA//ydiP//gudX//hemE//hisB//leuE//pnuC//pgpC//rzoR//ackA//ybcQ//msrC//pdxA//arnB//ygdG//sgcA//frmB//ybhS//rpmJ//ecpR//acrE//uspE//gstA//iraD//rdgC//ptsN//rpnA//aaeB//yciG//btuF//yahB//ytfR//rspB//allC//ygiV//yddA//recE//intF//ygiN//rlmI//yjcO//ecpR//yjjB//frmA//envZ//insH-5//yphD//xylE//mntR//ybjL//pntA//spy//allB//mdtN//manX//cbtA//mdtP//vsr//yegS//fkpB//cadC//hflK//ulaA//nagA//ldcC//pliG//bioD//mdtI//pliG//ppk//yihW//fruK//gyrB//dxr//gatC//yqcC//pdeH//yeeJ//malP//ycaN//sbp//ubiC//ldcC//rlmE//fepE//waaC//potD//hsrA//ygeW//livH//iaaA//yjbB//trpR//iclR//fabA//yiaA//nagC//pstC//hyfC//nrfG//rclB//xerD//aceA//speC//cysE//waaZ//yqeF//sad//yohD//pcnB//hemA//era//aqpZ//phnH//ftsY//gntU//dsdA//priA//dgoT//ygaH//rnd//aroH//mraY//hisM//sufE//hflD//feoC//ttdT//tig//hypF//grpE//cbtA//nuoF//wecB//tnaB//metL//efeO//sdiA//lsrK//eno//cra//yedP//lolA//caiB//sufE//dhaL//lgoD//yfdK//uxuA//hofP//suhB//sbmC//pgi//bioD//yjgX//lepB//fixB//mgtL//mdtJ//cspB//ydhC//yqcC//sgrR//cusB//entA//etk//bcp//relB//mnmC//yhjR//purB//yhcD//umpG//ygfZ//evgA//wecE//cysU//tcyN//glnE//leuD//yrfG//mqsA//paaC//yahO//argA//mdtO//yhbX//sufE//ytfT//queA//elfD//ridA//yraK//araH//nanR//ispG//ynfK//yahF//secF//lptA//ltaE//uup//gcvP//crr//alr//ycbU//rclR//fdx//mdtN//opgB//dsdA//hlyE//lipB//acs//tnaB//macA//iscR//modB//insI-2//nadE//yadC//pgsA//lasT//zinT//tnaB//
GO_0033559_6	metB//
GO_0033567_6	pflB//
GO_0033585_7	dsdC//gppA//
GO_0033609_8	uspB//
GO_0033611_8	yhgF//
GO_0033674_7	uvrC//
GO_0033683_7	rseP//
GO_0033692_6	ydcS//chbF//gadE//trpC//rcnA//hflC//yehP//ftnA//lacZ//yfcQ//hflC//clsC//znuC//msrQ//sbcC//srlA//mlaF//ybiS//lsrA//map//gstB//argK//dtd//rsmH//waaA//ftsA//kbp//lldD//serA//trpGD//degQ//yadI//yraN//fruK//yggE//casD//dgt//pfkB//ygaH//cydB//lpoB//secM//tbpA//nikE//ldtA//torI//mpaA//
GO_0033865_6	alkA//yneL//priB//glcD//cpdA//gcvR//ampD//
GO_0033866_7	bolA//mltB//cusB//cobT//
GO_0033875_7	waaG//mliC//rplQ//upp//pspD//truA//fpr//
GO_0034030_8	rplR//eutA//glgC//galT//
GO_0034032_6	ybjX//prlF//clpP//dapF//yqhC//ycgB//tauA//
GO_0034033_7	treA//mppA//mhpB//oxc//
GO_0034035_7	yebZ//radA//bipA//
GO_0034059_4	parE//sgrT//
GO_0034192_7	gapA//valS//glpF//
GO_0034193_7	paaF//
GO_0034194_8	paaX//cspG//eutK//
GO_0034195_8	radA//
GO_0034198_6	glgS//rtcB//purT//
GO_0034203_6	gabD//
GO_0034204_5	dxr//mreD//
GO_0034213_6	thiE//
GO_0034214_7	hcp//mdtJ//holC//yneL//
GO_0034219_6	secB//sapF//srmB//idnK//btuC//fryA//adeD//norW//ycbV//ydjH//glgB//yqiG//mdtQ//cydB//pdxY//flgA//sdhD//yfiF//apaH//yafN//nanE//pbpG//stpA//yehY//mdtG//wzyE//recR//rplP//nikA//sucD//fimF//queF//fhuB//hpt//maoP//sbcD//efeO//rutG//idi//yeeO//rpnB//ackA//hiuH//cueR//cspC//pgaB//hscA//tdcE//gntR//potB//cydC//guaD//leuD//ybbY//lnt//hslU//rpmB//fryA//rhaT//bioA//cra//bglB//agaS//trkG//mscM//accA//uspC//yfjR//trmI//glnH//thrB//ogrK//ydiP//gstA//mltD//yggE//yggW//apaH//dicC//lsrA//arnA//gluQ//livH//hflK//nuoL//lsrG//ppsA//gntU//yjiY//wzc//csdA//tadA//aldA//ypdF//
