#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	caiT//roxA//ftsB//xylB//
GO_0042450_7	ebgA//ycjQ//kdpE//luxS//sspB//tpx//
GO_0042451_7	flgE//murE//ampE//essD//dcyD//ulaA//
GO_0042453_8	yfeR//
GO_0042454_7	betT//ybgQ//cmoA//cusC//ptrA//gpmM//pepN//gdhA//ycgR//pcm//mdtN//bssR//
GO_0042455_7	narQ//yhjD//yeeA//garK//deoB//ybhG//hemA//clcB//envZ//hokB//nuoN//yjiA//xylR//dinI//uxaB//trxA//aes//
GO_0042493_4	cra//kbp//bfr//eamB//dhaR//elaB//yjaA//msrQ//yphF//uvrY//folD//allR//basR//yfdK//rhaR//hybC//adhE//ftsW//glsA2//metF//yajO//acs//aroG//yhjA//dppD//yehU//rhaS//yeeL//putP//maoP//rsmH//radA//cysP//yihI//rihB//ydaC//yhiM//ybcF//rpiR//pncB//yfbV//glpA//yahN//barA//ybhR//ydfK//dnaQ//yeiE//iaaA//
GO_0042537_5	fruA//gstB//proW//mtlA//wecB//rrrQ//yidZ//entC//uhpC//argK//uxuA//ptrA//murE//iscS//ftp//mak//malZ//pdeH//nikD//cecR//rlmF//asnS//
GO_0042538_6	livM//deoC//
GO_0042542_5	dmsA//pepD//pheP//fhuC//atpA//hofO//cyaY//rimO//dsbG//csdA//cutA//sapB//rlmI//cedA//rssA//fabB//fliS//glyA//
GO_0042545_5	hybD//
GO_0042546_4	ypdB//fimG//ttcA//ykgF//cusR//yhjB//dppD//cfa//tnaA//leuD//
GO_0042558_5	chbB//astB//pntB//fucI//fdhE//fis//intZ//cyaA//rplP//treB//cmoA//sspB//clpS//emrB//emrY//bglJ//tolQ//lgoD//
GO_0042559_6	solA//frwB//lolC//glxK//epmA//radA//fabH//yjjV//yidP//bdcR//bisC//trkH//rmuC//
GO_0042560_6	phnC//yfeO//
GO_0042592_4	ycjR//udk//ytfR//murA//fabB//proV//kdpB//yjgX//fnr//yjjB//smpB//sugE//xylA//rsmC//flhD//tsx//ompF//kch//cheY//nuoL//smrA//infB//murE//fixC//rnr//lsrD//rplC//yfdG//yhjB//ibsE//degS//sapD//aroD//ptsI//endA//sgcE//hipA//hns//aroE//narY//waaL//pspD//cysG//aroP//glnQ//pflC//ulaA//yegT//murG//putP//yeaK//frwB//pcm//mdlA//ydiK//tabA//hinT//paaB//allD//
GO_0042594_4	artJ//yojI//eutR//uxaC//bamA//yfdC//hisH//ydjM//yjjQ//aaeR//mntS//yfbR//osmC//waaF//rlmA//livM//yeiE//dgcQ//gspF//acrB//ydiV//agaR//lysU//yhgF//mdlB//sbcD//yjhH//waaP//rpsM//hlyE//uup//mfd//hypB//xisE//rhmR//
GO_0042618_5	trxA//
GO_0042619_6	dicB//
GO_0042710_4	glyA//oppF//dnaX//yeiL//decR//fepG//ghrB//folE//atpC//nuoE//ybcL//phr//argK//hxpB//elaA//ibaG//yjaZ//oppF//waaU//truC//tolR//fdnI//pdeK//cspE//dtpC//narV//yohC//phoB//phoB//dut//galS//narY//dsdX//nrfF//ttdB//cysI//ydfH//emrK//tusB//patA//metH//yhdH//katE//sufD//yieF//rplP//lptG//ynaE//atpC//kdsA//feoB//
GO_0042723_5	mcrB//yjiX//yqcC//xerC//yfiC//sucD//yqcC//prpR//gmd//rfbB//dmsA//yggD//
GO_0042724_6	tldD//orn//clpB//cvpA//paaB//intA//nrdB//tcyN//galR//shiA//
GO_0042726_5	wecA//nlpA//macB//soxR//cheZ//ubiI//nrfD//frwB//
GO_0042727_6	fis//yibA//feoB//elfC//cheR//ynaI//csgE//cydB//
GO_0042732_6	yhdX//fepD//yahF//cysE//feaR//
GO_0042737_5	yiaT//yiaN//glcC//rbbA//rplN//atpG//pspC//yoeE//rzoD//lptF//hyaC//hemB//rbfA//paaE//citG//opgG//moeB//uxuB//yejE//rsmH//acrR//ycfL//nei//bioA//rhaD//waaG//holA//bdcR//csiD//norR//guaA//rplM//hokE//cbrA//hexR//rimI//malQ//glpC//tgt//modA//yghB//yhaM//sstT//dhaR//cspB//ppiD//nei//flhC//hpf//recT//yfeX//citG//higA//gltD//araF//
GO_0042743_5	ldtD//rfbD//
GO_0042744_6	pabC//deoA//
GO_0042759_7	rfaD//yqjI//
GO_0042773_6	ybcF//
GO_0042777_8	ratA//
GO_0042779_8	dedD//
GO_0042780_10	nikR//fpr//mntR//
GO_0042816_5	yhiM//aceB//mlaD//cobT//narI//trkA//leuA//ubiE//nrdR//
GO_0042817_5	selU//
GO_0042819_6	rsmC//nimT//lepB//ygaZ//malF//ompN//yjeI//kdgR//yqiJ//
GO_0042822_5	cysD//ttdT//mtn//exuT//yijE//glgA//yihT//
GO_0042823_6	oxyR//hofP//tpiA//argA//nfsB//yfdK//kdpA//
GO_0042836_5	bacA//fadM//ygfZ//gpp//
GO_0042838_6	valS//cmtA//yhbS//groS//
GO_0042839_7	lpoA//tsx//arnT//ybaE//pitA//dcp//
GO_0042840_7	gatC//speE//kefF//lptD//lptG//fhuC//
GO_0042843_7	csgB//gspJ//
GO_0042844_7	metB//
GO_0042846_8	frmR//
GO_0042851_8	hcaT//abgA//narK//recB//
GO_0042852_9	dfp//gatB//artP//
GO_0042853_9	yhaM//
GO_0042866_8	setB//yajL//sppA//yafQ//ccmC//sdhA//sfsA//entA//frdB//fliG//yjeI//hypB//glpG//yahK//hisA//plsB//frmA//rplB//
GO_0042867_8	lsrC//
GO_0042873_7	dgoA//yqjH//mltF//hisS//sdaC//hisS//tesB//
GO_0042882_10	envY//gsiA//ytfT//
GO_0042883_7	lolB//tusA//flgH//glgX//ilvE//aes//tauD//sbp//
GO_0042884_7	alsE//gpr//casB//yafN//cyoD//carA//lpoA//
GO_0042885_8	rpoD//
GO_0042886_6	dgt//glvB//ppx//asnA//msrA//ppc//yjhC//gsiB//cydA//mgtA//yjjB//ycjQ//ytfQ//yfcU//menI//mltG//fhuD//ycbV//lptE//envZ//mobA//oppC//rodZ//gltK//garL//ldtC//shiA//sgcR//maeA//envC//narP//mscK//bcsQ//sbcD//thrA//mdtL//manY//pgl//btuC//yjiR//idi//rseC//rcsD//ychO//hdhA//yejA//fsr//nagK//gsiB//greB//amiA//pphB//yafE//garD//rluC//speE//tsr//tdcA//chaC//uidA//garD//prkB//argR//mntS//fadB//uvrY//ydjJ//mglB//pgsA//gudD//nrdF//ycjW//alaS//chaA//sstT//asnA//fmt//abgT//ldrD//arcC//rsmF//cmtA//pgsA//yohC//uidA//narK//nlpA//rsmC//
GO_0042891_6	ygcR//tehA//mzrA//phoQ//napB//accB//trkA//ubiB//suhB//opgE//holC//mprA//hofO//aidB//argE//cpsG//ebgR//ydcS//nrfG//nlpA//ynfF//sapC//surE//tcyN//dmsC//acpT//dinB//rbsK//yddL//argK//yegS//argE//
GO_0042906_8	yfcR//zraS//rpoD//fecB//
GO_0042908_5	adhP//rhoL//rluD//cstA//yrdA//uhpC//cspD//hupA//cobT//xdhB//dinB//dcm//yafE//rplM//epmA//narJ//
GO_0042914_8	uidR//nadK//
GO_0042918_6	aroD//sfmH//intF//ydeE//thrB//
GO_0042919_6	fixA//
GO_0042920_6	waaZ//
GO_0042928_7	glgC//
GO_0042930_7	nrdH//yfiC//ybiV//nanE//yqgB//rutD//prfB//cheY//
GO_0042938_8	iraM//epmB//dgcZ//crfC//dgcQ//hslJ//yahK//prfA//menD//tdcC//yraK//proC//pepT//frc//chbR//
GO_0042939_8	uxuB//nrdE//plaP//pliG//oppD//cbrC//agaD//kdsB//bcsA//mnaT//
GO_0042940_7	zntA//atpE//pykA//yqiJ//yihV//
GO_0042941_8	yajO//
GO_0042942_6	yhjX//proA//
GO_0042953_6	hypA//pppA//rpoD//
GO_0042956_8	rutA//rpsE//bluR//ribE//yneE//
GO_0042968_8	dacD//ompN//ilvL//
GO_0042981_7	ptsI//
GO_0043038_5	ycjQ//macA//ruvB//fabZ//uof//glcD//yiaB//tpx//rph//tyrR//tsaB//yhaV//aaeB//atpH//ygiN//dsbA//rlpA//hisM//yieE//yahN//eco//clsA//btuE//ydfG//htpX//sgcA//
GO_0043039_6	yfeW//surA//acrB//pyrF//mepS//idnD//dosP//ubiB//mug//ybhP//ftnB//yeiE//ycdX//hscB//tatD//dtpD//potH//eutN//phnG//exbB//mepA//kdpF//pnp//ynfK//thrS//
GO_0043041_6	yfcU//
GO_0043043_6	lpcA//rffT//rcsD//mhpR//yphB//phnO//livK//lpp//agaA//tomB//fdnG//ynbC//kdpA//yccS//katE//sgcX//ybgQ//baeR//coaA//appC//nudG//glcD//ldtA//ybgQ//amyA//srkA//yghO//alsK//bglJ//flgF//yfiF//elaA//hpf//oxc//srlB//rlmC//minE//yjjW//ispU//accC//rimL//dmsA//eutK//tusE//ppiA//hyaD//crr//ypdI//sapA//rraB//hipA//dusC//pgi//gloA//rodZ//ynfL//mreC//aceK//hyfR//hofP//yjtD//
GO_0043067_6	yraN//
GO_0043085_5	trmI//glnS//bamE//mtr//ydaV//holA//entS//yjiY//ssuB//garP//ridA//ygjR//mepM//nudG//dicB//ytfP//trmL//patA//tnaB//csgB//ptsN//osmE//prmC//
GO_0043086_5	yiiD//pyrB//yebZ//dcuD//mdtE//narI//ypdB//cobC//ilvM//glvB//rfaE//ilvB//ynbD//bglB//ygcO//alsE//ftsQ//ydbK//yajD//envR//cusB//feaR//yihT//crcB//yfiF//moaE//
GO_0043087_6	ahr//ydiP//glvC//dxr//
GO_0043090_7	yjhP//csgF//yeeO//rpe//murC//nhaB//ydhJ//fepD//fadK//amiC//
GO_0043093_3	topA//ypdC//kbaY//yjhG//nrdE//bglF//rlmE//agaV//pth//nikE//waaU//gabP//manX//panF//gcvT//rnhB//yfdK//
GO_0043094_4	yjiR//cobU//epmC//lpp//relA//mglA//cra//ftnB//yhiM//ytfT//ydfK//mnaT//manA//ftnB//caiF//tcyN//cbrA//hemE//holD//ycjW//ydeM//uxaB//
GO_0043096_6	rfbD//msrC//yeeJ//
GO_0043097_6	acnA//malE//pdxB//ybiH//
GO_0043099_7	pdeR//
GO_0043100_6	pyrB//
GO_0043101_5	ydbK//dcuR//rpsS//baeS//
GO_0043102_5	ycaN//kduI//nanT//uxaA//
GO_0043103_7	umuD//
GO_0043111_7	yebS//
GO_0043137_6	ggt//ascB//
GO_0043150_8	dppC//
GO_0043157_6	trmL//
GO_0043164_6	yeaE//nuoE//rpsJ//yjbH//xanQ//yfcV//gph//ykfI//
GO_0043165_6	cspD//nrfB//mnmG//insI-1//yidR//ydhK//bipA//yijO//phnG//yhbX//
GO_0043170_4	sdhD//yafQ//acrB//ybbN//yahB//glyS//lolC//potH//wecC//torA//higA//fdhD//yicJ//kdpE//hprS//pagP//relB//glcC//napC//yggF//gshB//azoR//rffG//pdeH//corA//ydhJ//infB//panC//fruA//yhdW//ydiZ//tcyN//radA//yfeR//insB-4//yeaE//ybhP//rplS//csrD//hisD//iraD//metF//rfbB//ftsP//asnC//murQ//bioD1//sufS//gabT//rplP//rimO//aer//feaR//holB//modB//yicJ//ralR//rhaA//flgD//pgaD//rpmH//sbcC//arnA//rpsG//tus//rplX//iscU//cvpA//tldD//galP//atpH//ybhF//rsfS//yraI//yiaF//rdgB//gadX//ygjR//rimO//prc//insF-1//yfaX//oppF//torC//osmE//ygdG//sfmC//rnhA//glnE//glsA//secG//hybG//rlmI//yjbB//kdsD//opgB//ldtC//mqsR//metQ//trmO//glcC//bssS//rfaE//tas//secE//insI4//hpt//nuoH//nrdA//idi//uvrC//intF//rlmN//prfC//yhjD//abgR//serA//arnA//yjcE//lpxP//purL//ispG//ubiH//napD//nuoM//glnP//pgsA//msrC//insI3//mgtL//zinT//ivy//glpA//rnt//rayT//acpH//yjjQ//pitA//yidQ//speD//purL//waaB//livH//rpsG//lysO//nlpI//yfhM//bfr//poxB//ompC//yehB//sseA//dam//fryA//glmS//ydbD//ibsE//cbeA//yjaZ//mscM//serA//ffh//glnL//fabR//rpsQ//tolA//yhfS//rpsT//rihC//yqeF//napA//sgcB//glnE//sanA//ytfR//pgm//ygcO//mreD//casB//ddpX//serS//yqhD//ycjW//eptA//yphF//rtcB//ydcO//ycjP//ydaN//opgG//yggW//rclR//amiC//recJ//ybbN//rhlB//ygbN//narL//manY//artM//cydD//pflB//ytfE//xseB//yneJ//rhmD//elfD//ampG//yciK//rpiA//entA//tonB//yoeB//ulaE//lgoT//scpB//rpsS//dgcZ//citT//dcuR//xylR//pgpC//yjaZ//rayT//rzpD//yibF//rluF//ftnA//yebS//lacI//lspA//xthA//thiQ//hldE//tdk//yhjV//panZ//atoB//nadA//folC//paaA//yibA//yhfS//syd//ybhD//lit//rbsD//pdeF//recQ//ybjC//ruvC//feoA//mdtF//speG//napC//rsmA//dnaN//ispB//hns//cusB//topA//intQ//nrdH//pta//nanS//atpC//ygiV//cbpM//bioA//allS//bioA//sucA//frsA//yneJ//prpB//ydhQ//creB//tomB//kdpB//cpxR//entC//mcrA//phoA//ybcJ//yadM//rluD//relA//ycfS//clsC//wecB//waaG//tbpA//pgaC//panZ//purL//rpnA//bepA//lpxK//glnE//etp//cyoE//ttdR//zntR//mutL//tdcR//yjeI//ydhQ//dsdX//ycjW//rbbA//secM//plsB//entF//ynbB//nrfE//cirA//mutT//folX//ldtB//uvrB//hybC//cpxP//hokB//evgS//ppiC//blc//msbA//secE//fdrA//yiaN//wzb//sanA//paaG//yqeA//caiB//yaaY//mraY//yfcS//yhfK//cyoD//leuA//trpE//bglH//ttdA//hflK//trkA//mmuP//yidA//elaD//dapF//dcp//era//ihfB//nimT//kdpC//yiaA//yjbH//yiiE//msrQ//yccX//npr//roxA//ruvA//folD//raiA//nudB//pgaC//xapR//ynfH//yehZ//yedP//talB//mug//cycA//potH//phoR//ydfG//atpF//yfcS//curA//gudP//hypC//yciT//yehU//yfdR//gltB//ompA//gspJ//appY//gabP//ydjL//rpsA//yegS//aldB//flgI//selB//bglA//relA//cobT//melR//sapC//mcrB//livJ//cysW//tsaC//speF//dpiA//codA//betI//yihI//ybiT//rpsR//yjjQ//nrdA//ydcI//ptsN//glk//wza//queC//puuD//speA//tmcA//yodD//lit//ydbK//alkB//gldA//ybiA//katE//fadK//cysC//ydcZ//yhcN//pntB//yfgI//yahK//yheT//btuD//adeP//ptsH//iaaA//glnD//cysK//artI//malF//dosP//yciK//ldtC//ndk//rzoR//dgoK//mdtO//cydB//gapC//oppA//fdoI//hsdR//epmB//pflB//dosP//ffh//chbC//ubiF//metK//araB//hprS//cobT//mhpA//murR//gltB//fur//cynT//mdtN//dacD//rlmM//cof//zwf//yccA//clcB//ygfI//ydcP//ybdM//zapA//ydfH//yciA//paaK//tonB//ilvA//garD//cueO//ydiO//ydeM//lolB//thiL//holA//mntR//fkpB//narW//mgtL//ynhF//atpH//fliT//ttdB//ynfE//adhP//malX//ybbW//alsB//ybjN//adhP//waaO//yebG//potD//rsuA//hupA//hscA//ygeW//waaL//dgoR//lplT//xerC//bamD//arnT//csgD//acrB//ampD//puuA//ymfK//nagA//yfgI//cof//astB//focB//tolA//uxuA//dpiA//arnB//opgC//nrfC//manA//dxr//lptA//pepQ//ansA//btuR//dmsC//nemR//wecE//ttdA//murE//cmtB//nrdR//yidC//rimL//yfjV//tauC//dmsA//nfsB//dnaJ//uxaA//ampE//ybaQ//edd//pheP//lpxK//ppc//yhjV//prpB//fadE//tnaB//arnA//hokE//yjiX//ybcQ//emrK//nirC//ygdG//pck//yfbU//rhlB//nimR//lysO//yjiQ//nth//eutR//gloB//mrdA//yajQ//rpnC//malK//rraA//nrdI//kgtP//iaaA//gadW//ilvH//mdtL//frmA//rfaH//ulaE//corA//galS//dnaN//hyaB//npr//yigL//mdtO//nanK//phnI//metE//epmB//gloC//rpsM//yagE//pta//cydC//dedD//yehU//phnG//manZ//tatB//ydeO//prfB//clpS//fadJ//holD//arsB//ydhC//rph//garP//epmA//murG//paaC//yjhI//yhbX//ybhI//phnK//yeeO//glnD//ydjL//uidR//cbrA//mnmE//ygcR//kgtP//fdnI//lolB//yeiL//ansA//bolA//yeeA//paaE//maoP//tadA//prs//alpA//rnr//ravA//insH-5//pphA//yjaZ//mukB//ycfL//murQ//fabB//fis//livF//dacD//csgA//ydfD//ygiV//nupG//uhpT//sgbU//dam//pfkA//yhcD//melB//waaB//ybiX//tpiA//gppA//flgH//chpB//hofM//holB//ybhP//dhaK//hdeD//hflK//ybcQ//narH//atoB//glnS//metE//gadX//hypT//tynA//aaeB//mdtO//yegS//hemB//comR//raiA//glpA//yeaV//mak//metC//murD//aldA//pgaD//flgB//citX//fadE//ubiH//mtlR//yihX//maeA//pgi//setC//kdsD//satP//trxC//yhhY//ygfX//hscA//lptF//cmtB//ugpC//moeB//rffG//emrB//dld//cpdA//hybO//rplQ//yfbV//gspE//yggN//moaA//hisQ//ybhD//decR//wzzE//sgbU//rplB//mepS//lsrB//fimC//yfgJ//tsx//rnc//gatZ//cspE//puuC//oxyR//yiaU//mipA//nei//yjjU//mrcA//tauA//uvrB//frmR//pstS//fepB//rfbD//rbsD//ydjJ//dadA//murA//yfeD//yehD//secF//arcC//treF//csrA//rhaD//potE//slyD//mak//glcA//nrdF//ribF//groS//yidL//aslB//ulaD//yphF//cysU//yjcS//ybcF//agp//flgI//rclR//putA//ftsA//ilvN//yhfK//pspG//pheS//ytfQ//gshB//hipA//gabD//queG//yeeL//surA//hisB//allS//yihL//nupX//ybcF//cheR//hsrA//fruB//rhmR//chpS//xseA//ridA//glpK//alaA//phnN//ldtE//tufB//map//zntR//gyrA//
GO_0043171_5	gadB//dgcF//ygfZ//torR//ygaZ//phoR//yhgF//citC//folC//
GO_0043173_5	ybiT//pabB//pheM//nrfF//eutA//appC//lpoA//mutT//
GO_0043174_5	agaI//nrfC//ybcL//ybcM//ydeO//cydD//
GO_0043200_5	eutA//tolB//fabI//ompW//scpB//galS//hofP//xanP//
GO_0043201_6	elfD//
GO_0043207_4	cysZ//ascG//mgtA//wrbA//bdm//ydeO//pdxJ//ycjU//aqpZ//hprR//rmf//fumC//ptsG//tag//
GO_0043213_7	melR//paaZ//gsiA//idnD//rcsD//mnmC//yhaC//yihP//
GO_0043242_7	fdhE//murC//elaD//
GO_0043243_7	yfjR//
GO_0043244_6	ybhP//rpiB//rhlB//uup//yjhI//pbpC//mdtP//mraY//ydiF//mdfA//atpH//glpK//zapC//lpxB//uspF//rlpA//nuoN//cdaR//cra//rplA//
GO_0043254_5	fklB//sdaB//rayT//acrR//caiT//malZ//envZ//malQ//yfeX//glpF//yigB//kduI//yjjB//menH//lpd//flgI//rsgA//yqhC//hexR//idnK//yfdG//ydcT//fecD//accC//gdhA//
GO_0043255_6	ykgO//yraH//serB//
GO_0043269_6	metG//gadE//yehB//ydaV//thiD//ogrK//tamB//
GO_0043270_6	rclR//glpK//
GO_0043271_6	yhgF//
GO_0043335_3	amiC//torS//ivy//yghW//
GO_0043392_6	ytfR//
GO_0043393_5	gadE//
GO_0043412_5	htrE//hofC//hybB//ftsQ//rarA//treF//rluF//spoT//gspI//rssA//sgrT//acpH//cvpA//trmB//lepB//yhdH//nagC//modC//cbtA//yehA//insB-4//waaG//rfaG//groL//rbbA//rimK//yfeW//hxpA//yhaJ//trxC//yjbB//moaB//csrD//nanR//sgcR//yejE//mdtQ//acnA//purR//ygaH//rpnC//sdaA//rfe//ybbN//fdoI//pntB//cynT//yfcG//iraP//yphC//cyoC//moaE//hisC//ubiG//ymgA//nudB//yqiJ//trkA//fabA//yedA//uvrC//ydjM//cheW//uup//moaC//ghoS//xerD//adeD//hrsA//gadX//mqsA//tolA//gstA//puuP//rrrQ//fdx//yfdG//gcvR//hypD//dgcT//yhbO//pgm//rlmG//sdiA//bioD1//rzpR//fadK//mug//yijE//satP//treB//rlmN//frmA//sbcC//rzoD//frwB//lrhA//gpmM//pflC//garL//appB//rluC//rfe//rcnA//yqaB//ygiS//atoC//aspS//uxuA//cecR//sugE//livF//rsmJ//acpT//rpsN//tdcG//purN//tisB//ilvM//xylR//wecB//yciH//casB//csgF//hybA//ycjY//fliK//betB//add//fdhF//dgoD//ybhD//fieF//rluE//mdtK//nrfF//cspA//rpsM//metC//arsR//mrdB//mutY//ytfT//purL//yihO//sfmD//hemE//ogrK//rplW//argC//rpmJ//cecR//yfcR//degQ//ygdG//tsf//ppk//holE//tktB//rpmF//leuA//poxB//ilvC//arcC//rbsB//maoP//yciV//lsrB//yjeI//parC//umuC//hisI//fixA//lptA//yibF//aceA//dinB//yidP//cytR//abgR//folM//chbC//uvrB//fadL//dnaN//endA//adhE//ybdO//nrdD//yeiL//yggD//tusA//mltG//emrD//cysU//nikE//chbF//ttcA//entH//sgbH//cutC//fdrA//bolA//gcvP//galU//yaiW//fmt//cysZ//entC//afuC//dcuD//glmM//hcaE//chpS//hofO//rfaH//nrdE//atoC//sgcA//rplF//yahK//hisH//ompL//amiA//sfmD//nuoI//ompG//apt//paaJ//katG//ugpE//yraI//
GO_0043413_4	crp//
GO_0043414_4	ycjU//wbbK//sdhE//tag//amiB//gltB//pal//yccA//nuoN//yagJ//glmU//tnaB//dps//galS//ybdO//dgoR//rpmB//minD//dinQ//yeaK//cpdA//gatB//gatY//sapF//pgsA//glnS//rffH//gpp//clsC//ibaG//nfi//uxuB//hyaD//metN//trmO//trg//lipB//speG//sgrR//hpt//perR//ybcJ//malS//yheT//dgcT//dnaE//allB//lsrD//hyfC//gltB//yaaY//narY//
GO_0043433_5	yaiW//glvC//ydcO//artQ//nadA//yedP//
GO_0043436_5	pdxJ//icd//yfeW//queC//setA//tolA//yidL//arcA//ygiN//yihP//secF//ygcW//yraN//dcyD//yccA//rcnB//zntA//flgH//cysI//dtd//dapD//yfdK//ybhF//clpB//agaW//yadG//metB//psuT//mutL//cadA//mepA//pdxB//rlmF//tusC//ydjJ//ldtB//sdhA//iraP//frlC//obgE//lgt//frvR//ydhK//pphB//cecR//pepD//yfiE//fliD//yoeB//rnd//gdhA//ybdR//pncB//kbaY//mhpR//hofQ//dgt//rpmE//ulaB//mdtE//arcB//fepG//ybdR//actP//malK//dsdC//pnuC//lsrR//ymdB//mltA//bioC//yihV//mdtK//ariR//ydeT//queD//glsA1//gsiA//miaB//sad//wzyE//lgoT//gspI//yegT//dsbB//rpsP//preA//yihW//yoeE//insF-1//mlaE//yadM//mgrB//gcvH//ffh//eco//dfp//mltD//cfa//metI//hexR//gpr//yagG//potA//rep//ompL//yihU//cdh//trmL//mhpD//yajQ//phoB//argB//dinQ//hyaB//dhaL//yfcG//yihX//folM//ygeX//ndh//lolD//rbsA//rne//uhpT//kdpD//aer//ybiI//rpe//nei//yqhC//ybhF//yddL//lplT//rplF//cbpM//dnaA//paaC//paaZ//dtpC//proQ//metF//baeS//rraA//insE-1//fruK//yiaM//ssuB//rseB//ndh//fadJ//insH-6//hofO//sdaB//ydhQ//napC//casE//ydaC//yafQ//rhaS//tufB//mltD//tmcA//ilvI//appA//mutY//rhaM//queC//pdxK//yedF//atpH//ppx//ybiY//fdrA//yiiM//yehC//lptB//hybA//abgT//gntP//rsfS//lasT//ybdZ//sdaA//mlc//lldR//dgcM//ariR//hypC//pykA//yieE//pstB//tehA//acpP//sgrT//yfaU//recN//yccA//mdtF//mdtQ//rssB//glgB//manA//rbbA//gpp//fhuC//cptB//zraS//mltD//secF//secM//ihfA//pitA//rplM//ldtB//secA//ascG//rpsM//citC//pflB//exoX//mdaB//mltG//uvrC//cusC//ruvB//glnS//dhaR//rffT//mlaD//ackA//recF//pgaC//argD//xapA//ybaQ//dppB//entH//yfcP//entF//aroD//hofN//cysM//agaA//opgC//tpiA//yaaJ//rutR//wecA//trpD//plsC//menF//mdoG//hemA//purT//hisG//cysE//tyrA//plsC//speG//glgX//phoR//rcsD//ampG//prmB//yiiM//fliG//ygdG//metB//ybaK//opgB//cysE//degP//yjeH//ytfQ//tamA//dmsC//opgD//yidC//cueR//proX//recE//mepH//lsrC//dnaX//insE-1//lptB//afuC//yibT//holB//xylE//uxaB//livF//sfmC//ansB//pheA//alaS//lptF//kch//ftsZ//abgA//tabA//rlmC//nfi//mdlB//truB//hyfF//dgcT//cpxA//elaA//proW//sgcR//htpG//nrfB//ygiW//glsA//ygaV//yhaC//ybiX//hyaB//puuB//srlR//skp//entH//nuoE//manY//argO//srlR//iraP//hprR//rarD//yeeL//yibF//frwB//ubiI//fis//ttdT//dcuB//hlyE//nuoB//nadD//yneJ//glnH//glcD//mcrA//lasT//fecD//mtlA//dgoR//kdsC//xanP//arsC//malG//panE//gadW//gspJ//pgl//araB//ulaD//focA//aceF//srkA//nusA//rpsD//ribF//ydbD//pdxK//ychH//btuF//selB//nuoF//treR//ydaC//eutR//frwD//mocA//adhP//nanC//secY//tolB//rnpA//mntP//thrA//galM//rutG//pdeR//oppD//citX//ppiA//gfcE//cusB//mdtF//yefM//rplI//wcaC//cecR//agaC//psd//fadE//ssuD//phnM//lldR//flgC//hisP//glsA2//cysG//recO//ygeA//glnE//fliK//araH//rph//malK//glrK//pagP//dppB//mntS//msrB//tsx//cpxP//slyA//proC//sgcX//hpf//ileS//obgE//ybhP//paaC//glmU//glvC//clcA//lapB//yibF//fepG//hcaF//nemR//insB-2//trmO//ybjL//flhD//prkB//yphF//rpsN//ulaC//ldtD//dcuD//cyoD//ygiS//
GO_0043438_6	yjcE//
GO_0043442_6	tnaB//
GO_0043455_5	cptB//mdtI//ydeO//mazG//
GO_0043456_6	aroK//
GO_0043462_6	gadX//ompL//pyrB//allR//znuC//yraI//
GO_0043467_6	elaD//tnaB//
GO_0043470_6	clpX//nrdI//xanP//yqeG//
GO_0043471_6	dcuB//rfbB//dcm//
GO_0043484_7	panD//
GO_0043487_4	insA-2//tonB//ghxQ//malY//fhlA//pdeK//
GO_0043488_5	yccX//yicJ//gntK//obgE//yagG//
GO_0043489_5	rcnB//
GO_0043543_7	yajO//yqjI//surA//topB//pflA//queG//mtlD//ldrA//rlmM//creB//sstT//sgcX//mutS//
GO_0043545_5	ribD//miaA//rzoR//acrE//mntS//nuoE//parE//hsdR//fryC//fmt//gatY//
GO_0043547_7	yhiM//xdhB//gloB//
GO_0043549_6	rplQ//rarA//
GO_0043555_5	recO//btuB//
GO_0043562_6	ydiQ//cpoB//
GO_0043570_6	mdlA//paaK//yeeL//
GO_0043571_7	vsr//yidD//macB//
GO_0043603_5	hcaE//glyA//truC//yeeJ//ycbV//hyaC//kdpC//hpf//ghoT//mdtB//yhdW//yciT//gspE//trpC//tmcA//cysE//yfcQ//xisR//yjeH//tsf//xerD//yfeD//ruvA//cobS//ydhC//rsmE//alsK//fabB//rpnA//cdsA//mutT//yfcQ//bepA//rplW//smpB//yhbQ//erfK//thiP//rseC//insB-2//btuB//rfaB//folE//ttdT//fixB//yghG//opgC//sufS//pgpB//mdtJ//yehA//gatC//cysB//ydeO//thrL//exuR//uxuR//panF//ispA//bipA//yebZ//azoR//blc//rutR//pinE//ortT//uxuR//ratA//yihP//nadK//tdcG//ybcC//gadX//ulaR//fpr//dcuR//rfbC//yfaX//lacI//rnlA//hybG//comR//cyaY//mdtL//panC//intS//nrfD//yhjG//trpD//lipB//cysG//bglJ//paaK//mglC//rseB//gspI//mipA//fadM//thiP//hflX//arnA//adeQ//mntP//fdoG//mzrA//dhaR//prpR//waaQ//phnL//sdaB//mngR//sapD//cysK//ppx//fliZ//hypD//secB//nmpC//npr//ybdZ//hycA//argC//rhoL//nadK//yciH//pmbA//lepB//
