#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	lldD//hypB//gstB//pabC//
GO_0044242_5	rpe//moaD//yihO//chbR//queD//efeO//yiaA//uxuR//garP//clsB//dtpC//gmd//mcrB//dsbB//mppA//aroC//paaD//dsdX//ydcO//narI//mglC//yeeA//
GO_0044247_6	abgR//umpG//napF//yhjG//pdxJ//
GO_0044248_4	mog//hybD//insI3//sufB//metB//rplS//phoE//ilvC//rplN//nikB//dgkA//rlmF//talB//flhD//fumA//bcr//yccX//argG//yihQ//atoS//lon//sbcC//fpr//ccmA//mtlD//panB//metH//trxA//yeiG//yigL//trmA//yadN//waaG//hybD//acpH//thiC//yobA//bioH//cusF//xerD//atpG//ettA//aroB//ydjK//argT//cutC//zraR//ygfZ//dcuC//chbB//lrhA//frdA//pdxH//rluB//ycfS//xylG//secD//hypA//dppA//gltK//cobT//rffH//proV//phr//accA//metL//nanR//trpC//znuC//tusC//nrfE//gspI//rplA//rpsO//ogrK//malP//abgR//yhdW//ccmF//yajO//glnQ//ubiX//macB//ydfH//fdhD//rtcR//ssuC//ldtA//yibF//yccX//bcsA//sgbU//ilvC//potG//yihS//cyoE//pdxY//malE//ubiB//oppA//hemG//ybiV//ybhG//hokB//casD//mhpD//spoT//ycbV//yjgX//rep//yebK//exuR//paaK//torI//cspI//tig//yajQ//appY//phoU//clsB//mug//suhB//tehA//nth//acrZ//feoC//osmF//truB//ampH//lpxB//slt//glxK//dctA//narI//nhaA//rlmI//lgt//queD//ydiO//acrZ//folE//ycjR//yjcE//secY//endA//mrp//ygjK//blr//rpsI//bisC//fbp//ycbV//rpsN//nepI//ynaI//sfmF//kdpA//ymjB//kdpB//rpsA//corA//gyrA//hdhA//ymfK//tyrA//mglA//ybaO//elfA//lsrG//rsmB//yehC//yadC//yfgJ//pgsA//tig//tauB//btuD//aroD//yggE//gpp//kdpF//miaA//rfbB//glcF//gatD//ynbD//fabZ//rfaG//cobT//trmA//glpR//paaK//ilvC//stpA//clsC//uvrC//frvA//era//ratA//yehU//yihQ//udp//nanK//parC//ybiS//dcuS//tsaC//yfbU//yneE//garL//ynfL//pldB//yfdO//rhaA//treF//chbA//ygaZ//cspB//ydcZ//ilvA//hypE//chbF//waaH//rzoR//mraZ//malS//htpX//lexA//bsmA//ahr//ynfK//lspA//gadX//rpsI//folX//tdh//nagK//endA//topAI//holA//yhaV//xisR//recO//yiaA//csdA//dppD//yabI//sgcB//mutY//gpp//opgE//queD//yfcS//flgB//trpE//aroD//pepT//bisC//fucA//bluF//nikR//iclR//prmA//rtcR//tdcB//ahr//infB//yfiC//tsx//obgE//msrA//dapA//mepA//yegV//yfbU//mazF//nanK//ade//afuB//phoB//yfeD//yobF//pinE//hmp//hpf//rluD//trpGD//rcnR//yidL//rplF//comR//galF//baeS//cusA//kdpF//truA//glxK//dkgB//tdcE//yghW//gor//tolB//ypjD//glcA//lrhA//mpaA//mdtO//brnQ//actP//ompN//yiaM//glnA//alpA//relA//pfkA//tsgA//yiiD//ompW//pgaB//dcm//rimO//pgsA//trpC//potG//torD//trmA//era//mocA//aroK//rarA//groS//tldD//
GO_0044249_4	accD//yiaO//truC//rpiB//tmk//yqeA//mdtI//adeD//rmf//yebQ//acpS//yhdZ//puuB//hypB//lsrK//cutA//cdgI//comR//glgC//xylE//yeeO//ispU//aroP//kup//yebS//yfdC//glcF//dpiA//ydhQ//rzoR//cpxA//yafS//tldD//rnt//mdh//pcm//glnL//rpsO//tauC//ibsE//ygiB//fadD//nrfD//rpsG//aspS//alaA//ynjD//focB//ypdF//yraK//basS//emrK//hupB//wcaJ//yiaO//sufC//yicJ//tufB//tcyP//hofQ//ybaE//nadA//yeaD//ydeT//kdsD//nikA//sgcB//ibaG//yehX//lepB//cpsB//ybdH//nuoN//hslV//fepC//lipA//araC//trpD//ppiA//kefB//prpC//speG//yraH//setA//ydiF//xylA//cysH//ydcO//ftsI//thrB//exuT//nudG//ydhJ//fabI//emrE//mpaA//eptC//ybiW//ybdG//polB//ligA//hscB//ugpC//hcaF//ugpA//lldD//rph//paoC//glxR//yraR//rhaA//eutA//patA//gadC//hexR//cpsB//rzpR//insI4//yebQ//sfmD//gyrA//insF-1//mdtP//cheR//yheT//yafQ//selD//sdhC//rimK//ascF//lgt//waaY//fpr//csrA//sgrT//hflC//ibpB//nanT//dgoA//galM//ilvM//ompW//rsmA//alkA//csgA//elaD//yraN//cobB//pyrD//pyrC//yeeA//rhoL//pitA//idi//fucK//glpT//ycjY//yhhY//malG//dld//murA//lgt//dgt//umpG//mdlA//rseB//arnD//gcvP//bluR//xapA//ssuC//zinT//lexA//thiD//sppA//allC//nagA//acrB//nuoI//kdgR//yhjC//btuB//wecA//ibsD//rplJ//rapA//crfC//araG//ybcL//fadL//mdoD//lpd//dcuB//entB//accD//ygcR//frsA//fdoI//nudC//yidQ//panZ//rssB//lamB//groS//yihS//ynfE//chbC//tdcD//ybcC//sfsA//smpB//wcaC//pcm//flgI//trxC//cusA//rusA//xerC//rpsJ//holA//fdoH//ybjC//ydfD//rzpR//gntP//ybcL//fau//yeiE//rmf//atpD//miaA//nupG//yhdZ//nfi//cpxR//ssuE//pnuC//recN//sseA//srlE//rspB//yhdZ//amiC//ynbC//nikE//hdeB//torC//ompL//aaeB//rpsR//mgtL//lysA//yqaA//insE-1//hxpB//sdhD//envY//glpG//ndh//ybfA//eptB//btuR//wecE//ompC//hisI//rhtB//fklB//betI//chaA//aer//ispF//yjiM//dgcT//raiA//yiaO//rffC//btuE//gltK//fdhE//narL//rclA//rna//nuoB//mltF//evgA//bssS//iscX//cadB//lacI//afuC//glgA//nemA//waaF//rplE//afuB//hisQ//ybcQ//crp//mukB//thrA//fdhD//yeiE//mepA//nfo//alsE//hupB//norR//napB//frvA//livF//hdhA//thrA//bioP//yjiY//fruA//lpp//metE//ppiA//speA//lnt//glpX//ulaE//ygiN//hscB//potD//mutY//paaZ//ybfE//abgA//uraA//asnS//hyaC//yfdS//dsdA//tolB//rfaD//yraH//hofP//fadH//frvA//ilvI//ampD//wcaB//paaF//agaV//orn//maa//dkgA//elfD//thrL//sseA//fepA//dnaX//rplN//cysW//iraD//ydcS//ydiP//waaJ//tauC//ftsY//sucD//ascB//ychO//hybC//shiA//cmoA//ydjM//yjaZ//yhbQ//bamB//yfaV//yeeL//glgP//greB//citX//fliL//tdcB//ygjH//tusD//yafE//yehX//fadM//ycfH//cdgI//yjtD//ascB//purU//yjtD//ettA//yedF//waaC//rpsD//dnaK//atoS//sgcR//sdaB//glpB//wza//phr//galE//pstC//bglA//aspC//ada//ahpC//rbbA//rclA//epmC//tsaD//plsX//yegD//curA//pyrG//yadI//glcB//thiH//atoS//hcaT//hemN//glpA//smrA//iraD//motA//yjfP//rimO//ybeY//rplJ//ygeV//sgcX//rnb//pphB//hxpB//cusC//speA//chiP//ilvB//dpiA//gpr//ligA//insF-1//yiaJ//yiaM//mcrB//fepG//sbp//glnS//apaH//yeaD//torZ//pdeH//menF//tcdA//yjbG//decR//prc//holE//cho//kdsD//ybiW//ssuE//rpmB//narH//rffM//osmE//ariR//msrP//waaS//sbcD//nrfB//clpS//ydcT//bioF//ydgA//glcC//ilvN//rpmG//ybcQ//cysM//fliG//paoC//narU//abgR//fliT//galS//serB//dusC//lsrD//tyrS//rhlE//glpG//azoR//ilvI//glvB//dnaE//yfhM//ypdB//amtB//menH//yhaV//parC//dppC//yhdX//bcr//alr//mgtA//hisS//cysS//mdtG//ybaQ//atpD//yejE//galR//ybaT//aas//mtn//fdhE//rlmL//fumC//pgpC//purC//sapB//alkB//wza//mukB//rlmG//yidP//napD//fadM//dauA//rfaE//insI3//rmuC//pitB//lacY//narU//asnC//pdeK//dgcN//nhaR//yeeA//ydjM//greA//diaA//paaK//ymgC//wzyE//intZ//paaG//rplM//fiu//rihB//ybiX//viaA//gmk//waaU//ribD//yhbO//fabH//artQ//rlmN//ftsK//mlc//scpC//ubiD//waaC//mzrA//manX//pyrH//cydB//napD//rplB//rpiB//pepQ//tbpA//tolA//focB//yihW//creB//rtcR//pinQ//rpsP//gatY//yjfF//fnr//opgH//wzzE//poxB//ltaE//gcd//zraS//yqcG//kefG//kilR//glmU//nagZ//epmB//fepD//nrdF//ybbW//folC//entE//malF//ghrB//mhpT//yjiA//aspC//ydfK//trxC//tolB//yqgB//ribB//mrcB//evgS//fadJ//cho//rrrQ//maoP//fetA//rfbC//mtnN//rapA//tsr//sfmF//yihP//ybaQ//fieF//garP//nanR//rarD//slyA//menH//mipA//ygaZ//glnH//azoR//sstT//wzzB//srlB//ydcZ//phnH//sodB//grpE//ccmG//cynS//potH//appC//cas2//potG//insI-1//chpB//leuO//yjiM//yfdS//yeeO//pck//yahO//phoQ//dnaG//ccmE//csrD//rpsT//sgcR//caiF//mdtC//yicJ//actP//pgm//fruB//sdaB//cobS//rpsO//yciG//kup//rph//rfbD//mukB//frmA//ybjD//alsK//tusA//chaA//lgoD//frdD//citC//sdiA//asnS//ycjR//cutA//moaA//nth//rlmA//dcm//malP//csgE//yibF//hflX//fdoI//mdtD//mepA//bioH//fimA//sucB//fdhD//amiA//rplO//nrfC//rclA//yqhD//uxuB//thiQ//ygdG//ackA//yhcH//yjcE//cbtA//artJ//xylH//speB//asmA//treR//deoD//glcE//yphD//
GO_0044255_4	sdaB//psuT//prpC//queA//mutL//hybC//ubiD//fsr//nth//yeaD//hflC//acrB//zinT//yecS//dbpA//yfcQ//tcyJ//mukB//fadI//fadD//rmuC//yehY//glrR//frdB//yfaX//rhaM//pinE//nuoI//rsmJ//fimZ//pflB//ygeR//degS//mdtM//lpxH//treF//glk//yfcR//yjbG//yccS//modB//hybD//dppC//aceK//hrpA//ybdZ//scpB//insB-2//tolB//cirA//gsiA//mdoG//gntR//lptG//panD//yfhH//uxuA//yidC//yjjV//phnG//rcnA//mdtB//nuoL//kefG//corA//thiC//rcnR//yggE//perR//potC//mdtF//entB//speA//mdtJ//sucC//rsmB//acpH//bamB//yqjA//dacD//galM//tufA//dkgB//flhD//lit//yddA//puuE//trmL//ybeQ//coaD//ubiB//rapA//malE//asd//ggt//moaB//napB//cspD//elyC//hcaB//cydB//fecB//rutR//rcnR//thrB//bdcA//tdcE//
GO_0044260_4	tadA//yfeX//puuA//ybaE//mntP//yaaU//fepG//ptrA//murI//ykgA//yebQ//ydeP//hrsA//folC//elaD//prlF//yihX//smpB//mdtQ//dgoR//vsr//pdeF//ldcC//ybfA//flgM//xylH//csgA//glpA//yciA//nagZ//hslJ//pal//ptsN//ilvH//ftsY//aceA//waaF//epd//rlpA//murR//yggF//accC//sfmH//ynfK//acnB//queC//thiM//sapA//hofC//ycdY//katE//corA//hisB//fliS//gpp//deoR//lpxB//ydiK//gsiB//murQ//phnH//paaH//mtlR//tsf//fau//epd//psuG//yqjH//fadD//yjjG//atpG//yajO//der//rbsK//yfaU//rbfA//ilvN//ansA//alsE//tonB//pyrE//lpoA//purU//aroE//atpA//pstB//yieE//yqhD//nlpA//chiP//yhiM//ydfK//maa//murA//secG//rfaG//fecC//ytfE//mrcA//abgT//dmsA//cspC//secE//glpT//ldrB//polA//mutY//entB//ymgC//ddlA//yefM//modC//ybcQ//ybcF//blr//ybhG//tgt//frdC//cbpM//rpsB//cytR//sspA//insB-4//uxuB//rnb//hisC//avtA//bamA//moaB//hcaC//mhpD//fadA//trmA//frvB//gor//add//proP//gstB//betB//birA//moaC//yiaN//cbpM//hxpA//araA//yifB//yjjX//helD//yoeE//folC//rutB//sdiA//moaA//rffT//rcsC//ydcP//rppH//wecE//rpmF//ygjH//yqgB//metB//insF-1//sucB//yadG//pgl//ykgA//pmbA//folP//zapD//fixB//ybaM//kdpA//paaE//cyoE//ygdG//ynfK//malZ//prfC//yraJ//yqjH//ompF//tdcG//exbD//dbpA//frmB//ygdG//cnu//yfaE//glsA2//ftsH//znuC//caiF//fepA//hcaB//gspE//menE//lptC//ydjM//melR//recA//rdgC//yjhH//bglH//yadM//mepS//uxaB//yjbB//gmhB//endA//ybiA//arcB//emrK//nemA//mhpD//proQ//sgcB//fepE//yeaD//ppk//hscA//nuoM//dps//yjjX//asnC//phnN//ratA//chbB//yggX//abgB//trpB//nrfG//yahF//dinD//ralR//hldE//rbsK//hofO//ynjD//pgpB//ldrA//torI//sufD//ihfA//rhsD//paaF//metC//rplP//ybhA//flgF//hemA//envY//yedL//uxaB//glcD//ybeY//yegV//lnt//chbG//clpB//glxK//aroC//ampH//rhoL//clpA//yegT//dicA//preA//ydiZ//hcaD//mrcA//yceD//btuF//rcnB//yaaY//rpoD//dnaJ//asnB//bglH//tufB//ybcJ//mrp//ycjU//cmtB//proB//etk//livG//rplR//ssuB//ybhG//proQ//yeaD//znuB//dcuD//rlmH//yhhT//yafQ//hscC//dnaN//rluA//rluB//agaI//emrE//sgcB//slt//livJ//rutC//hflD//gltB//hyfC//frlR//fliK//dnaC//ilvN//yajR//nadD//frmB//manY//hha//sodB//gltX//ydjM//rbsD//yagF//rplW//cobU//slyD//yidE//uvrB//mqsR//yahF//gpsA//mmuM//gcd//ybiH//gstA//ilvN//tldD//yhjB//phoQ//leuO//glvC//ldhA//yfbU//glcB//rsmI//guaD//murJ//yciE//narX//erfK//gntR//wzzE//recN//srmB//yfdS//menA//ybaT//paaG//eco//ispF//grxD//cvpA//lysR//yceO//pldB//prmA//ugpB//insB-4//fklB//cpdB//comR//fadH//nrfG//rpmE//gudD//yfgO//clsA//acrE//efp//waaJ//yejF//eutN//rbsD//pth//yahK//miaA//garD//mgrB//hemH//dpiA//ogt//xapA//ivbL//gadX//lpxH//waaZ//ftsH//folM//dtpC//mlaB//atpA//malE//azoR//mutS//narP//qseB//envZ//ldrB//yejE//yhjR//ydbD//ugpB//lolA//tcdA//zwf//yjiQ//appY//katE//yjtD//tnaA//sbcB//yhdZ//clpX//maa//ychH//bcsQ//atoS//yggN//oxyR//proW//gntK//rsmD//fimC//yfcS//hisH//entH//nuoB//hybG//mltA//sspA//treC//efeO//queE//secA//putA//dkgA//glvC//uxuA//proV//nadK//ybaK//ompL//paaB//acrB//ftsE//tatA//yjaZ//asnB//cspC//hybE//yibF//mglC//yciV//pdhR//cysC//hyfA//ypdB//agp//nei//otsB//ydiK//ynbC//panZ//ydiP//dacB//topA//yedA//yggT//ybcL//argO//ftsN//ydiP//psd//psuT//nrfF//barA//nlpI//hscA//gudP//ybeF//yihO//trmB//sufC//ydcR//frlA//sthA//fdoH//yciK//nemR//yaaJ//malK//cheY//tus//ldtE//yhbQ//folA//rhaS//ybcJ//fimD//ompN//cydC//rpsR//cysU//cobC//amiA//atoC//glnS//cspA//fadH//abpB//uhpA//rhtA//thiM//glyS//holA//mmuM//pgpB//yagF//kduD//rseC//ltaE//ulaA//mcbR//rpmC//ssuE//waaF//yadN//actP//rrrQ//pinQ//prmA//fhlA//nirB//nimT//casE//mdtD//manX//fhuD//yahN//ybaT//gpmA//ycgB//yceD//htpX//dsdC//cysA//ubiJ//sdhA//rplT//ybdR//prpR//tap//mtlD//rlmC//pflC//yqiI//secE//amiD//yihV//mtlA//yjjV//hcaB//thiQ//rutB//yfcS//phnC//rsuA//thrB//lldR//yidC//codA//pth//rpmJ//lptD//ynbB//alsE//fliS//dhaR//tadA//lrp//rlmD//idnK//yrdA//yfiE//ubiG//comR//yadK//yfcQ//trmO//pdxK//secE//ilvH//fliL//ychH//lptB//appA//rssA//glrK//cspD//pinQ//cysB//hisM//mlaE//marA//fdnI//alkA//mdtA//nuoH//zraR//gadC//yedF//fimI//hpt//rclC//rcsB//elyC//
GO_0044262_4	rlmD//torC//gatD//fhuD//mglC//mtlR//ptsN//phnM//lexA//thrS//astC//ileS//sfsA//cusS//ygjK//yebZ//abgB//folD//purL//moaA//yfcQ//rnd//gpr//yhjB//cobS//acs//mngR//yicJ//phr//sfmD//bfr//ychO//tsaC//dgt//mdlA//cbrC//csgG//aaeA//rfaE//cra//dacC//lsrB//cusB//glgS//otsA//talB//cspD//ybjG//rclA//ilvB//rfaE//cusC//agaA//gloA//fimE//znuC//insK//yhcF//yieL//bssS//ybhD//hscC//creC//srlR//tpx//ycjD//ulaB//ypdA//prmC//fliD//araF//hchA//glpD//rpsD//ribF//serB//mltC//ftsX//yjfF//tdk//yfeX//pdxJ//melB//rarD//torR//caiB//topAI//bglB//caiT//rarA//queG//cydA//ompT//arnD//treC//ybhA//yhjC//mdtK//bfr//wzzB//allB//csgF//dsdX//ascF//chaA//kefF//rfaE//yqiH//tatE//ygaV//fabB//pntB//cysQ//mhpR//kdsA//slmA//rplT//rfbC//narP//sdhB//yfhM//rsmJ//xylE//sfmC//
GO_0044264_5	rutG//sufE//yhjV//pagP//aroB//uidR//yfjR//ibpA//rpsD//xanP//rplF//wecA//yfeR//yecS//ynjD//nuoL//ybhS//holA//ilvH//panC//ulaR//arsB//nuoM//mdtO//mnmE//dapA//recJ//rihA//rpoE//emrB//gcvH//fklB//yeeA//proX//prmB//ygaV//fucI//hybB//pepT//ppsR//bdcR//gltX//lsrB//torY//araA//ybaT//intE//fixC//ybhJ//narZ//nupX//ydhK//sdaC//yejE//slt//
GO_0044265_5	yiaO//yghU//secG//hyfF//viaA//torR//purD//guaC//yehD//tolR//ilvN//hrsA//glnQ//gudP//aspS//gltB//ileS//yibA//metQ//creC//ruvB//argT//yaaA//ascF//yadK//nei//prs//yfaU//trpGD//entF//hokB//livJ//metN//pyrH//
GO_0044267_5	ilvI//clpB//yqeA//dgcN//symE//yijE//ycjP//yafE//folM//adiA//torC//crcB//tynA//otsA//murR//srlA//evgA//bipA//pinE//nagD//tig//frc//gatD//dnaC//prkB//ihfB//thiD//ebgR//ybiX//cysS//phoU//tusC//lrp//waaL//hiuH//dbpA//efp//ygjK//opgH//ansB//hypC//sfsA//sbcC//hdfR//ydjH//glvC//waaG//dsbD//cnu//truC//pstA//yahF//fbp//aceK//cusS//miaA//menF//nrfE//ebgR//luxS//yejF//mltA//ftsA//hcaF//arnD//ybjC//yggP//bcsA//ilvC//ynbB//gor//trpGD//lpxT//menI//dtpA//tsf//galM//sdhE//hicA//prpD//rplD//idnD//zwf//recQ//eamA//kilR//yfiF//gadE//pldB//pstA//mdlA//argK//panE//artJ//fbp//hybG//betI//nanR//puuE//yjaA//wecA//yajR//lapB//idnT//yeeL//norR//casD//mglB//eutR//recA//ppk//rpsG//rclA//thiC//yidP//nuoH//bdcA//guaC//pspD//pnp//ffh//yfcP//tdcC//mdtK//norR//ycbV//waaA//yehU//potB//udp//iscR//ttdT//cdd//rplR//ybdR//dusC//lysC//appC//cspE//fryA//cbl//mazF//ldhA//rpsR//ubiJ//glpK//hybO//ibsC//udp//fbaA//glgB//ybdR//rhtA//actP//truD//rplN//glgX//rplE//nuoB//cspC//folP//yhjA//yjgX//waaQ//lsrA//srlD//plsX//kdsA//yidD//borD//fhuF//kilR//napA//elyC//eamA//glnP//edd//ftsL//selU//fepC//borD//yiaT//yieL//malS//appY//menD//phnO//metK//uhpA//pfkA//metR//murA//comR//csiD//hemF//eutD//rpnA//potD//ykgO//agp//thiL//agaI//yhjV//
GO_0044270_5	lon//ygdG//ydcZ//zraS//csgB//ahr//ispU//adeQ//fixB//gshB//tsaE//insI4//oppD//lapB//yjjW//recD//fadH//dinD//arsB//hsdM//afuC//luxS//glnD//qseB//frdB//yjbB//phoQ//sfmF//gadW//uacT//mak//modC//ssuE//citG//yraK//phnL//yoeE//prfA//yhaV//rcsA//rplO//yoaB//tauB//rpsM//yiaL//hypC//chbB//puuD//lpd//tdcB//livG//bioD//rpsM//pepD//yfaV//paaC//bioC//rpoE//blc//uxuR//phnO//yagF//fimC//grcA//cas2//hybF//yfhH//potF//alkA//rhoL//treA//gadA//cstA//rplY//cheW//xylR//fimI//spy//cas3//malE//purB//mtgA//agaA//ydhK//appC//agaS//rcsB//kdpC//hofM//cho//treR//ynjA//argO//yneE//proP//panE//hyfC//cstA//rstB//fadH//yhjA//gudX//aldB//uvrY//yfcV//flgJ//secM//mdh//ynhG//
GO_0044271_5	emrE//cho//ytfR//rof//flgA//fliT//gabT//lplT//tmcA//cirA//dnaG//dctR//trpC//yqeF//yihT//exuT//setC//nsrR//arsB//ubiJ//yfcV//gshB//pgaB//bamC//cysA//erfK//grpE//hrpA//topAI//hisH//ompR//nemR//ftnB//iscS//cdd//gloB//yqgF//emrD//mepS//sstT//ybjL//secD//mzrA//cynT//sbcD//relB//yehU//gpt//chaC//nsrR//cspE//paaH//argR//yhaO//rnd//pflB//hiuH//potE//ccmH//pyrC//mtgA//dapD//cdh//cobT//ybeY//hisD//pheM//sapC//mltC//yddA//ugd//ompA//ynhG//ibpB//rluB//insI4//codA//holA//yfbR//kdsA//solA//znuC//nagA//osmF//cirA//rpmE//dacB//arnA//psd//ribA//rpmE//dpiA//ynfE//rhtA//clsB//hofP//lgoT//cysP//rlmL//rplE//yccX//purT//dppD//rpsT//hemG//dusC//solA//mlaE//uhpC//ansB//ampG//parC//yjjB//sgcX//yfcG//deoA//rluA//ppsA//ldrA//mltA//rplQ//allD//ynjD//rnlA//ttcA//dgcJ//fepD//yhdW//yahO//rffG//recF//msrA//mglC//tcyP//rpiB//degS//hinT//rpnD//waaA//tsf//tbpA//cbl//fes//dbpA//topB//hcaT//apt//edd//argK//zupT//ompL//yfhH//iraM//katE//tnaA//accA//murF//rfbD//ldtA//yhcN//ldcC//dut//nagD//lepA//pheT//fliT//ygcR//nlpD//minE//yciT//fimD//yieK//smpB//eco//rnpA//mscL//gadA//uvrA//dnaJ//lysO//srkA//yiaU//yrbG//elfG//nuoF//rplT//hha//fabZ//ssuD//ybiY//pdxJ//yhdX//ppk//fdhE//ydeP//hycI//fimI//galR//dps//moaB//holD//entD//moaA//dgt//adeQ//yieE//ftsN//rpsA//abgR//pspC//metC//ompG//livJ//lpd//rsuA//baeR//yfdS//dnaQ//mhpR//yidR//caiB//arnB//dnaA//caiT//yagJ//dsbD//yhjC//yjcO//dnaQ//uspG//coaE//potG//yajD//yqaA//ibsA//ubiB//ivy//ybcM//ugpE//ybcL//rpsD//etk//betA//iraM//tmcA//ygaH//dauA//uxuB//rhtB//cvrA//groL//paaX//fpr//phoE//tas//idnD//hfq//hisP//yfiC//agp//betT//dgoK//gcvT//ycjP//mfd//insI1//cdd//rplL//phnO//maa//narK//malI//yojI//xylR//gmk//yhaJ//dcuC//nudB//yfcQ//yihU//mmuM//glpC//hcaC//yfcR//nrfF//folE//glrR//argB//mqsR//rbn//bamB//mutT//yebS//yfeR//allB//tgt//ispA//essD//lapA//ytfR//nirB//yqjI//prs//sufS//rplS//mltD//insI-1//asnS//iraM//feoB//cobB//trkH//add//ygjK//yaiW//phnJ//gltK//pdxK//gadC//yfbV//aroE//ycbV//dcuD//mqsA//glk//rpsM//trmI//frwD//caiE//fmt//matP//nuoL//mntR//fdhF//gmhB//yojI//hflC//dxr//holD//ybiS//umuD//nepI//rpsP//rtcB//zntA//nanS//ralR//moeB//insI-1//mdtO//yihQ//ydhJ//etp//preT//prkB//yjeH//cysU//nusA//lpxH//glnB//glsA//dmsA//appA//mdaB//fes//potE//aaeA//gatZ//atpG//pgk//insI4//yigB//paoC//cobU//intZ//gppA//nagZ//tsgA//sapB//thrS//yaiW//cysE//yeaV//soxS//kefB//hofO//rhaS//hflD//cyaY//mtr//guaB//yiiM//casE//yghU//fdhD//ptrA//ddlB//abgB//lysO//arnF//tauA//yiaU//cdaR//hokB//ortT//glmM//yjbH//hypD//yhdH//yiaT//glxR//nrdA//nrfF//hchA//intA//yfcQ//rpoA//tig//dinJ//
GO_0044272_5	cheZ//yfdG//yihL//ydcP//dtpA//insI-2//crfC//gsiD//yidE//tsf//yagG//argA//pepA//accD//hfq//grxD//malP//sbcB//elaB//trpS//fimB//ydeP//agaV//kdpE//bioP//kbp//satP//bamA//yraI//mngR//gadA//tauD//yddM//hcaE//nrdH//agaI//tqsA//nagE//csgE//yafQ//lapB//waaH//ilvE//rhtB//
GO_0044273_5	yheT//cspG//fucO//xylR//smrA//narQ//glpC//fdrA//ygfI//manZ//rpsP//ybaQ//glmU//yddA//maa//yqaA//
GO_0044275_5	pcm//rhoL//coaA//flgD//yqjA//dnaN//aroK//ibaG//srlB//btuB//sutR//ung//ileS//ppx//ydiO//yhcH//lsrA//grxD//yfaX//mtlA//kefG//sucA//gltI//cspD//atpD//yihP//ypjD//astB//yidK//livJ//tdcF//thiL//entH//ycjY//potD//lysO//pck//lsrC//yojI//mltG//puuE//
