#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	recA//speG//tpiA//dnaA//
GO_0034762_6	lgt//truC//parE//caiE//rnhB//sufA//ybfE//fimC//
GO_0034763_6	deoD//gadC//
GO_0034764_6	rpsE//roxA//
GO_0034765_7	xylA//phnG//caiE//scpB//tcyJ//pyrH//ompA//
GO_0034766_7	rluF//
GO_0034767_7	focA//groS//
GO_0034775_7	pdxJ//hcaC//acs//ybiV//adhE//
GO_0034983_9	murR//elfA//
GO_0035235_6	ascG//cysP//elfD//ilvI//
GO_0035303_8	csgD//mdtQ//treA//yhjD//dgcM//
GO_0035304_8	rpsN//
GO_0035306_9	greB//
GO_0035307_9	fic//
GO_0035335_8	insH-6//yfeD//srlR//
GO_0035344_8	mtn//patZ//
GO_0035350_6	sdhA//
GO_0035383_4	opgB//yjhH//topA//idnD//ivy//appY//mdlA//rimK//
GO_0035384_5	mngA//tcyN//
GO_0035429_8	gatY//yihO//csdA//cysB//bamA//envZ//
GO_0035433_7	rpmE//ydeM//
GO_0035434_9	yfaU//rmuC//sfmA//deaD//trmI//
GO_0035435_9	oxyR//sufS//yfeD//pinE//hisA//rapZ//deoB//mnaT//rlpA//
GO_0035442_7	ydjE//lysO//pnuC//dcuA//rimL//bamD//cysD//uhpB//frdB//crcB//phoE//
GO_0035443_7	yfcA//iscS//prfC//talB//malY//panF//ycaN//fadH//
GO_0035444_9	yfcQ//cyoC//purT//yciE//alsC//arsB//cysZ//
GO_0035461_6	exbB//tdcF//kefB//mcbA//lsrD//pflC//nhaA//yiaJ//ascB//entD//
GO_0035510_7	yoeB//trpA//nudF//proB//qseC//
GO_0035511_5	gapA//
GO_0035513_5	csiR//
GO_0035524_8	appY//
GO_0035552_6	aroC//
GO_0035553_6	ugpA//
GO_0035556_4	rnb//acrR//tyrR//trmB//dgoA//cysC//purC//fimI//mepS//rsmB//yjaZ//yjeI//yghW//ssuC//dsdA//htpX//rfbC//modC//pgaD//cmtB//lsrK//yqgB//gor//gatD//exuT//bluR//bcsA//purD//blc//yeeA//ydaV//vsr//ubiX//zitB//cdsA//lepB//trpB//cydD//dinJ//ymjB//rplP//uhpA//eco//chbC//ybhP//rpsT//
GO_0035600_8	higB//
GO_0035601_7	pta//tdk//metG//
GO_0035672_6	gcvP//sohB//speC//nemR//fabH//agaD//cmtA//crp//rsmA//phoQ//ndk//fepE//psuG//aroA//casB//oxc//rutG//mntP//ycjD//hofM//
GO_0035690_5	yddL//acrZ//pdeK//rseP//yjbG//flgC//proS//yehW//leuE//fnr//panD//
GO_0035725_9	fadA//lolC//thiD//amiA//lpd//feoB//yraN//
GO_0035784_9	mglC//
GO_0035821_4	yibA//waaQ//yieK//pcm//cmtB//
GO_0035864_6	yraK//
GO_0035873_8	gpsA//murJ//
GO_0035890_5	accB//ralR//lacI//cspB//
GO_0035891_6	recR//yjhI//dsbC//glmM//
GO_0035966_4	pgaC//galM//dgcT//oppA//idnK//queD//yfcG//
GO_0035967_5	zipA//nrfC//adk//yhaJ//hyfF//
GO_0035999_5	rplA//nadB//iscA//lon//
GO_0036001_7	leuS//
GO_0036046_8	hybD//
GO_0036047_9	eno//
GO_0036048_8	pck//
GO_0036049_9	fadE//
GO_0036088_6	phnC//
GO_0036103_6	arnB//yfcQ//
GO_0036104_6	ykgM//yjbG//
GO_0036172_6	ileS//
GO_0036211_5	ygjH//yaiP//hemL//murA//ynfF//mdtI//glsB//hyfR//leuS//mntH//sfmA//rbn//sgcB//rzpR//csiD//tsf//garP//ynfL//zinT//adiY//yfcQ//flgB//psd//dld//casD//recJ//parE//ybiY//ybjC//ykgO//ybeF//iraP//envC//intF//garL//rffH//mcbA//nudB//ugd//yebK//bioA//rhtB//pdxK//trkA//zinT//yfhM//satP//intF//citX//ulaD//iscX//cca//nuoB//rpmB//fabR//nuoL//cecR//aroL//ygbI//ybbY//lpoA//rutE//yghO//dkgB//speF//zntR//yjtD//ulaB//sppA//bglF//paaH//nimR//ybaQ//kefF//pdeR//yhjA//asnB//fhuD//ogrK//gor//ybjC//folP//dinQ//cyoB//aceK//bioC//baeS//gnsB//yqiJ//tyrB//fruB//mdtP//mglA//rplF//ppx//ftsI//dapD//nlpE//potC//sfmA//bhsA//dsbC//mtfA//rsmA//proV//ygfX//aldA//torA//parE//dbpA//frvR//fimD//yibA//pdeD//dhaR//eamA//fepE//fepA//lysC//yphB//rhlE//yjhG//mltA//sodB//mfd//dhaM//cysQ//yeaD//csiD//hofO//dacD//nrfC//ybjC//yeaK//emrB//ypdC//prmB//pgpB//rihC//tsx//yadC//secF//
GO_0036214_3	hypC//
GO_0036265_6	ynaI//yoeE//ypdC//ratA//
GO_0036289_9	ppiC//folX//
GO_0036293_5	erfK//ybfA//dedD//
GO_0036294_6	rplM//fadL//hdeB//
GO_0036388_7	gatA//
GO_0036447_5	queF//galT//yfdG//
GO_0036448_6	murQ//mlaF//bioC//
GO_0036460_5	malQ//ibsB//lldP//ppk//ycbB//gabP//
GO_0036506_5	ldcC//
GO_0036525_7	greB//
GO_0038083_9	barA//yojI//rclA//glmU//dxr//
GO_0039633_6	atpH//rcnB//mhpB//cobS//
GO_0040008_4	parC//paaZ//paaC//nupG//fepE//ypdC//rho//gcl//aspA//tynA//
GO_0040012_4	coaE//ydaV//frlR//ydbD//potG//intA//betB//prpD//rutE//rpsB//talB//iraD//mdtN//fecB//
GO_0040013_5	rihC//oxyR//fucP//ybaL//sfmD//fryA//rplE//
GO_0040033_9	ilvE//
GO_0042026_4	rstB//mpaA//yddL//ydcR//wecB//torA//ybdN//dfp//ftsP//
GO_0042040_7	waaC//
GO_0042044_5	cyoC//
GO_0042126_5	feoA//ndk//thyA//rplR//
GO_0042128_5	hdeA//metN//
GO_0042133_4	rhaT//fbaA//eptC//rluB//mrcB//csiD//ompL//lysO//yihP//yafS//ppx//ulaE//lldP//eamB//ycdY//secA//
GO_0042135_5	yidP//satP//nudC//hybF//mntR//rsmA//yaiW//yihR//rpsQ//hisB//cutC//hisF//yidC//
GO_0042136_5	fur//dusB//
GO_0042150_7	ttdR//glcE//lysR//
GO_0042157_5	gntT//yfaE//paaE//speD//
GO_0042158_6	fdhF//waaY//gltI//
GO_0042168_4	gutQ//pinE//shoB//yfcG//ybjD//yehU//yieL//ycjY//accB//
GO_0042176_6	ppx//ldtD//narQ//polA//
GO_0042177_7	hisC//pinQ//djlC//
GO_0042178_5	yaaA//hybC//mntP//cfa//fliD//trpB//lrhA//manY//lolD//yhhY//arfA//nrfG//rpnC//allD//fepD//ydjE//dgt//yafS//cdaR//
GO_0042180_4	rpmC//ravA//mcrA//tsaD//hisM//pdxY//eamA//uvrD//hisH//tsaD//etk//ynbC//deoR//dusB//ybdG//yghG//hfq//garR//ycfH//purF//rihC//yhhY//galS//waaU//yqeG//rplA//zur//kbp//mog//proA//cysB//nirD//lldD//yphD//yiiD//adiA//rssB//rfaC//yejB//feaB//cpxP//rffC//yhdJ//ilvL//phoU//metR//elfD//waaP//kefF//msrP//iscX//narZ//rluE//lysU//galT//mtr//cobB//hprR//artI//
GO_0042181_5	ispF//rpsL//glnA//uvrB//nrdH//ypdC//elfG//appA//pyrF//dmsC//yqaB//rhaM//fepG//yqeG//aceK//prpR//araC//maa//der//entE//yhjV//ribF//hypE//ppiA//
GO_0042182_5	ygaZ//dtpD//selB//narW//modB//ypdA//ydiZ//kbaY//ubiX//rutF//narG//gmk//manX//yggF//elfG//ubiD//cysS//insE-1//nikE//trkA//rffH//yihU//allD//lgoT//fdrA//ileS//nuoB//pspC//cysE//
GO_0042219_6	cmoB//murF//nrdD//yddG//ycgR//
GO_0042221_3	gadW//ydbK//nei//cho//fhlA//gor//arsC//rpsN//caiD//tauB//gspI//yphD//dapF//dtd//trmH//glmU//ydeI//yiiD//ssuD//tatE//yddA//ldtB//rlmF//fabH//xylF//murR//focB//flgJ//yjbB//aroE//yfcU//insB-2//yiaM//glnA//sad//minE//arsB//nrdI//pth//dinI//proC//fadJ//yqjH//yieF//ibpB//adeP//queC//hslO//yjjU//yihX//mtgA//ybiI//rppH//sufB//yqiH//murF//nikB//pntA//tbpA//yadM//cdd//norR//chbC//relA//rplE//mrdB//ygdG//tnaA//afuB//tdcB//mdtI//ibsD//ycbU//ypjD//accB//recJ//cheZ//znuA//nlpA//exuT//accC//birA//entS//selD//rsgA//ybdH//entB//osmC//moaB//argE//malY//ruvA//ddpX//dppD//melR//rho//flhA//mscM//uidR//exuR//ydcO//ccmA//ulaC//minE//trmO//ddlA//mog//nirC//yafC//yadG//ubiD//msrQ//pdxA//mtr//trpD//mscS//yaiW//gnd//citE//hycB//ulaA//aceF//bglJ//speF//map//trmJ//cdgI//yahO//aes//yghO//fhuB//metI//alr//ydeT//nagZ//ispB//sdiA//xisE//rfaF//argE//mazF//thrA//degQ//rnhA//envY//dcm//recQ//yfdG//iscR//thiQ//flgJ//afuB//flgJ//yhbX//rnhB//era//phoP//glpF//rutB//mglB//rimK//hexR//intZ//oppF//yccA//mnmG//cmk//ybiJ//nadC//tmcA//hscC//dsdA//ribC//hslR//gadE//intE//mdtO//hycB//gnsB//tamA//cyoA//pepD//tsaC//nagB//lyxK//rutF//narG//ampD//yfjR//yhgH//btuB//dsbB//kdsC//purB//treF//ynfH//ybdH//setB//mhpT//xylA//higA//oppF//metL//araF//slyD//sapC//oppD//spoT//eptB//cvpA//yqhD//cspG//hinT//dppC//yfdS//aroB//rplB//ydbD//erfK//fimE//polA//fadB//nrdF//yfhM//norV//hisG//yjbG//appB//nuoI//rarD//dapF//csgG//ttdA//nlpA//fdoI//
GO_0042245_7	tag//ycfS//srlA//
GO_0042254_5	ybgI//sohB//cyaY//thiE//ung//yahF//yhgF//
GO_0042255_6	yejE//ubiJ//
GO_0042274_5	opgG//rutE//galT//marA//
GO_0042278_6	tynA//ibsB//paaA//znuC//iap//mraZ//rpmA//sapA//ddlB//rbsC//yjbH//ade//murG//dmsB//sufE//bcsA//umpH//nmpC//
GO_0042304_7	erfK//atoB//rluB//
GO_0042325_8	trpL//narJ//
GO_0042327_9	mdoG//
GO_0042330_3	cfa//yfbU//torA//alaA//ycbU//lgoR//ycaN//rpmC//phnN//ybhR//yjhP//ydhQ//nadB//manX//sfmD//dctA//
GO_0042350_6	dsdA//
GO_0042351_7	mrcA//
GO_0042354_7	lpxC//ada//yajO//tmcA//gadX//sfmA//
GO_0042355_8	ycjW//fucI//rcsB//rof//metN//ubiG//
GO_0042357_5	galP//gloA//
GO_0042362_6	purR//
GO_0042364_6	fdrA//gltS//allB//yehP//ykgO//ybiJ//coaE//nhaR//csrA//yfiE//epmB//tisB//rpiB//ycfS//mraY//fecA//ydfG//exoX//metG//recF//gabD//bglA//erpA//fsr//rpnD//yfhM//cyoD//mog//fixA//mdtL//sgcA//fadJ//lpoA//allD//aphA//hemC//nrdF//ftnA//sdhD//nrfB//dmsC//rpmA//cas3//sxy//ispG//fhuF//prfA//nuoG//hypE//ppiC//ydfK//mdoG//rsmG//nupG//psuG//yjjB//
GO_0042365_6	pdxK//glgP//gadW//fdhE//
GO_0042371_7	dadA//
GO_0042373_6	fixB//
GO_0042398_6	cusR//mioC//ygdG//fau//galT//deoC//wrbA//otsB//murF//lysS//yfaL//bamE//ftsZ//speA//dinG//yghW//rplD//uidC//umuD//pitB//
GO_0042401_7	thiQ//ykgF//asnB//yhjV//ftsN//ycgR//fadR//oxyR//mhpD//rhlE//entE//rpmJ//mlaC//dicA//
GO_0042402_7	waaS//dacA//yciF//thrA//rclA//hofN//tamA//rep//potD//glnQ//aaeB//ycgR//msrP//
GO_0042413_6	mlaD//aer//rbfA//pgaB//
GO_0042430_5	mhpA//nfsB//ybhG//sdaC//yojI//yeaV//prfB//rna//glpD//fabR//
GO_0042435_6	mnmE//amtB//sthA//ibpA//cspB//paoC//artI//glnA//ymgA//
GO_0042436_6	emrB//
GO_0042439_5	trmJ//
GO_0042440_3	srkA//idnT//higA//lgt//pabB//lon//hokB//dmsC//ydiP//dppA//talB//hisD//tqsA//cobB//
GO_0042443_5	yidA//flgD//
GO_0042445_3	rutR//pspD//ampD//fetA//ybgI//uspC//rplS//hybG//nrdB//sucA//mak//hyfC//yfaV//yajR//
GO_0042446_4	yjhC//
GO_0042447_4	rfaG//ascB//ygfI//fadJ//envC//cydD//yfeX//hypB//csiR//yjjQ//recG//ybiA//phoR//
GO_0042450_7	erpA//mreC//rfbD//prfA//dps//cytR//
GO_0042451_7	nupC//osmY//soxR//crp//priC//yfjR//
GO_0042453_8	pinR//
GO_0042454_7	feaR//ybjI//dgkA//coaA//mrcB//opgD//oppA//azoR//bglH//flgB//araH//yfdC//
GO_0042455_7	tusB//rraB//plsB//fadH//recN//rpsI//yidQ//yceO//cmoB//nagB//ruvB//cdgI//rpsS//yfaU//relE//uspE//umuD//
GO_0042493_4	hyaD//fryC//rarA//ptsP//lpd//fryC//pgpC//yegT//menD//hycI//hyfF//srlA//gnd//ptsH//murC//agaV//fixC//rpmB//hypB//flgJ//yahK//lsrC//caiF//bipA//tsgA//ybhS//basS//gpmA//cptB//ybjN//glrK//ghoT//ynfH//yidZ//mtlR//asnA//rfaH//recN//focB//secA//fimC//rhsD//ykgM//citC//pgsA//treB//glsA2//yghB//yidZ//
GO_0042537_5	fadH//hofQ//adk//yfeO//rnb//ynaE//rimI//gadC//artP//yhjA//nrfF//psuG//yddG//mpaA//pcnB//narY//gcvP//galR//wecB//pnuC//ldrA//yneE//
GO_0042538_6	gntK//yehZ//
GO_0042542_5	purN//clpS//cdd//betB//eutD//tdcG//metF//ulaB//atpD//rimP//ydaC//napD//cmtA//rspB//hisH//ybhF//pgsA//aldB//
GO_0042545_5	napC//
GO_0042546_4	hdeA//modC//hflX//ydjL//fes//mzrA//pepN//acpH//pflA//bioD2//
GO_0042558_5	mcbR//sstT//sodC//rpnC//entC//yjjW//yehW//epmA//ydcS//sfmH//zipA//allC//malI//rmuC//rlmH//gltD//rcnB//aphA//
GO_0042559_6	yqhD//torI//hisG//yiaB//ydiO//rzpR//dcuS//upp//fepD//adeQ//ydjL//serA//fimD//
GO_0042560_6	recX//hflC//
GO_0042592_4	sdaB//gutM//ydiR//xylR//ygiV//waaP//ampD//intA//rluB//ibaG//ybgP//yoaA//sseA//yedL//entA//rpmB//appY//ydiF//cysD//narG//gshA//ugpB//rrrQ//glgB//fdoG//osmY//fre//ydeE//arcB//ybcL//dgcE//lsrC//yagJ//yggT//mreD//uxuR//tadA//yicJ//frmB//mdtQ//yhaV//priA//ilvD//bglB//lpxP//cstA//sufC//purN//mreB//pgpA//sufC//holB//flgI//metQ//yhdJ//yciK//mhpT//tag//yjjX//
GO_0042594_4	eutR//csgG//yegD//fliG//oppD//fadB//mtgA//trmI//hslV//glnP//waaG//yadC//gcvH//yiaA//rplN//elaA//iap//waaJ//flhA//secG//pyrF//hycB//yqgF//eutK//blr//potI//gntT//ndh//rclA//hycA//entH//yqiH//trpA//citG//minD//
GO_0042618_5	menD//
GO_0042619_6	ycfH//
GO_0042710_4	yfdG//mgtA//entA//ybgI//ulaA//hyfF//tehA//bcp//clsA//cobS//glnK//rcsA//paaX//frc//lysA//bioA//yjcE//sbp//torC//uhpB//mioC//yahN//pnuC//aslB//rssA//recX//yciH//proC//hisA//rutD//gltL//mhpD//xylH//zapC//mtr//plsC//nlpE//mrdA//pstS//htpX//suhB//queA//flgK//yiaN//dacB//comR//potE//cbrC//rpoH//glcA//kdpF//
GO_0042723_5	yqcC//hflK//mug//degS//rfe//guaA//rsmJ//mdtI//insB-2//yahN//roxA//ybiH//
GO_0042724_6	phnH//gsiB//pdeD//ybjN//eptA//pdhR//entB//gntR//lpxH//yhjG//
GO_0042726_5	ykgM//yciH//ycaO//sucC//pdeD//narQ//lpp//aceK//
GO_0042727_6	glpB//metC//rraB//kdgR//eutN//cpxP//yccX//truD//
GO_0042732_6	ydcM//mdh//accA//glpB//rbsC//
GO_0042737_5	frvA//glpT//galU//gltK//yajQ//yciE//gcvP//waaA//aer//rspB//rplM//ybjD//htrE//zwf//dapD//ynaE//pabA//zntR//dmsB//rplI//ygfI//xapR//yqcC//ybdN//hcaE//frmR//yraN//ffh//ccmG//yedP//raiA//yjfP//kdsA//adeD//lysA//thiH//wecB//torR//accB//ubiI//mobA//rplP//mzrA//kup//creB//purL//yddA//frlA//ydcI//yhcF//nrfD//ygfI//hdeB//ypjD//ivbL//
GO_0042743_5	phoA//ydjE//
GO_0042744_6	zntA//moaD//
GO_0042759_7	aspA//erpA//
GO_0042773_6	rpnA//
GO_0042777_8	cmk//
GO_0042779_8	hemC//
GO_0042780_10	cusA//ybeY//yfiC//
GO_0042816_5	metN//sanA//envY//rpmC//abgA//rhmR//nrdB//yedX//frvB//
GO_0042817_5	argG//
GO_0042819_6	prpC//rfbX//rnlA//dgcZ//queF//ybiT//yhcD//ycbB//lon//
GO_0042822_5	rfbD//pspA//intE//yjfF//tqsA//putA//fkpB//
GO_0042823_6	pflB//yojI//dnaT//pdxJ//folP//ccmC//cusC//
GO_0042836_5	yobA//osmE//zntR//rnd//
GO_0042838_6	rtcR//argP//holE//dmsC//
GO_0042839_7	rbbA//yceK//cyoE//ubiA//pspC//purN//
GO_0042840_7	pfkB//gloA//ffh//yoeB//sbmC//ybeY//
GO_0042843_7	basS//sgcB//
GO_0042844_7	asr//
GO_0042846_8	pgpA//
GO_0042851_8	glcA//csgB//malI//trpS//
GO_0042852_9	dcuD//yidH//hybG//
GO_0042853_9	puuE//
GO_0042866_8	ispB//cmtB//hisH//tabA//gutM//recC//entS//ygeW//gloA//pagP//dusB//nagZ//bdm//fmt//glmM//rlmB//ldcC//glsA//
GO_0042867_8	glcA//
GO_0042873_7	mdlA//xapR//ulaE//mlaB//yihP//sstT//dut//
GO_0042882_10	livG//ettA//udk//
GO_0042883_7	glpF//yfgI//deoC//yeiE//yehA//yeaE//nuoL//pdxY//
GO_0042884_7	mog//rlmH//cysQ//yjiR//rimM//galS//mltG//
GO_0042885_8	mepH//
GO_0042886_6	ppiA//mglA//ymgA//cusR//hxpB//rfbB//zapC//sdhE//rimJ//menE//csgD//rpsH//prfC//tar//mltB//yjjI//ghoS//ubiH//frlB//dhaL//arsR//paaB//miaB//tyrB//yfaU//allS//hchA//yfcA//rhlE//dmlR//fhlA//yjjB//mug//cmk//pheA//folA//yegS//pta//tdcA//tus//yidC//ybjX//fiu//lpoA//caiT//fumC//yhiM//dgt//lacI//dcuD//ampH//erfK//rplT//cmtB//manX//lrhA//gldA//tsr//fixB//ppk//tusC//osmY//cca//ruvB//murC//csrA//prfC//citX//ymjB//ynhG//emrD//lipA//yqiG//nrfA//sucB//aaeA//btuR//rpoA//narI//nanA//yidQ//ygaZ//deoB//holC//msbA//pitB//rlmB//yfcQ//
GO_0042891_6	glgC//pstS//fhuC//ycgR//ybdH//murA//uvrY//yjjB//prfB//lpxL//holC//ydhK//paaC//dhaK//rusA//ybiX//fabG//fkpA//cydD//tgt//greB//trpC//intF//rutG//ytfT//tyrB//hypE//ugpC//gudD//dsbC//yfaX//nuoM//
GO_0042906_8	ybiT//rcsD//pflA//phnO//
GO_0042908_5	galS//plsX//nrfE//ybhP//glgA//xanP//araA//mhpD//nrfA//ybhF//entC//afuB//glcF//prlC//yfjR//lsrD//
GO_0042914_8	yiaN//ybhI//
GO_0042918_6	fkpB//blr//eutK//yghW//hypE//
GO_0042919_6	menF//
GO_0042920_6	acrD//
GO_0042928_7	rimL//
GO_0042930_7	sdaC//dsdC//ghoS//mlaC//gadE//rplN//cecR//kefG//
GO_0042938_8	ndk//glvB//cysB//trkG//cadC//argH//infB//lolB//ssuE//fryA//rhaB//yjtD//zapD//trpC//atpD//
GO_0042939_8	ompC//gluQ//ftnA//recN//bisC//ybhF//dmlR//tatC//dapD//rzoD//
GO_0042940_7	lldD//yeiE//coaA//metC//agaC//
GO_0042941_8	lysC//
GO_0042942_6	hicA//yghG//
GO_0042953_6	ybjN//pdeK//comR//
GO_0042956_8	folC//hypD//epmC//melA//ubiF//
GO_0042968_8	aroB//flgM//yfcA//
GO_0042981_7	frvR//
GO_0043038_5	aceA//menH//gyrB//kdgT//yiiE//dgkA//hycI//msrP//aas//ttcA//araB//betT//cbrA//aroC//ydcT//yqhC//rpsI//tisB//mutT//dmlR//nagC//trmB//degP//entS//hprR//mtfA//
GO_0043039_6	fhuB//nadC//lpxB//rluF//gcvP//rstB//rzpD//uvrA//ilvN//gmk//hyfA//pgrR//manZ//glpC//rihC//metR//acrF//slmA//artP//yjfP//yjjW//mtn//ribE//waaF//ggt//
GO_0043041_6	nusA//
GO_0043043_6	gatC//dgcJ//cobT//cysN//metI//yiaJ//rpoD//yqiG//rzoD//fiu//csiR//ppiD//rseP//yhcH//tauB//mdlA//rplL//tdcE//yihQ//cysP//fumB//metK//ybaQ//ssuB//ydhC//bluR//eno//napD//hisP//holD//fadM//eamA//fiu//ygeR//ibsB//waaZ//sbp//ulaB//secF//tsr//yjhI//hrsA//ygfX//ascG//rfaH//ygiW//ihfA//thiL//dcuD//lpxM//yidP//fsr//ftsX//rsmD//ssuA//udk//murB//hyaB//tsf//ilvA//tsaB//
GO_0043067_6	recD//
GO_0043085_5	argK//ykfM//dcd//ulaA//lepB//yajR//mdtO//lplA//rluC//pnuC//ccmC//phnN//yjhB//zipA//glyS//phnP//chpS//galR//yhdW//csrD//gshA//cysZ//bioF//
GO_0043086_5	trpD//tnaB//metB//lysU//exuT//sdhC//arnT//yehZ//pepD//leuB//grcA//malI//tcdA//ybdN//mppA//mscL//mhpB//rfaD//emrE//ydjL//yegV//atpB//fliL//sapA//yjbF//ddpX//
GO_0043087_6	uidR//tatE//asnS//add//
GO_0043090_7	yqhD//yghW//phoQ//cysM//eutD//yfcU//ycbX//ynjD//dgcZ//adeD//
GO_0043093_3	pnuC//ade//uidA//ldtD//ftsB//rbsD//hsdR//trmO//sgbU//yfiF//rbsD//pabC//otsA//yhaO//ybiY//yfeD//acpT//
GO_0043094_4	yqaB//rsgA//argE//adiY//frdD//dacC//sthA//metB//macB//hemE//ampD//hycA//nlpI//ascB//opgB//elfC//lolB//clsC//hldE//tisB//hybF//nmpC//
GO_0043096_6	epmA//chaC//dtd//
GO_0043097_6	narU//surA//ftsX//mmuM//
GO_0043099_7	ydeE//
GO_0043100_6	xylG//
GO_0043101_5	hybC//rph//exuT//yqeA//
GO_0043102_5	sdhB//chpB//yadM//decR//
GO_0043103_7	dosP//
GO_0043111_7	ssuE//
GO_0043137_6	hemG//yaiV//
GO_0043150_8	yqcG//
GO_0043157_6	ykfM//
GO_0043164_6	mreC//der//recE//fhuD//mutY//otsB//yebG//rffT//
GO_0043165_6	ddpA//uxaC//ycgR//gatZ//rdgB//aaeA//yfaV//sfmC//fepC//ompT//
