#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	cbpM//dacD//murA//yrbG//
GO_0022611_3	yehD//proA//fimI//yhjD//ldrA//kilR//
GO_0022613_4	yhdW//cspA//rfbB//agaV//bolA//yehZ//proW//pgpC//rhaM//
GO_0022616_6	yieE//allS//lpxD//
GO_0022618_6	uvrC//mppA//yfcS//kdpB//ydcZ//torZ//otsB//yigB//abgR//htpX//soxR//arsC//tmk//gfcE//yidK//kbaY//ccmA//putA//cusC//fmt//folX//cbrA//dmlR//ccmF//
GO_0022898_5	sodC//ortT//lit//yddM//
GO_0022900_4	cobC//rpoE//betB//yeeO//manZ//yafC//dinJ//malS//yobF//aaeR//aroA//hrsA//mazF//aroK//yafN//oppD//fadE//pdxJ//pdeH//phoQ//dut//mtnN//ssuE//gatC//
GO_0022904_5	alsB//sodA//dsdA//gshA//mltF//kefC//ydeP//phoP//ftsQ//bglH//rsmE//slt//yfdG//bsmA//aas//xseA//mreC//rplE//araC//ynfF//amiB//
GO_0023014_4	mocA//ydeI//yciV//yicJ//pgk//sgrT//csgD//xerC//aroE//aspC//yehA//srmB//gltB//glpR//ftsE//cecR//lsrA//iaaA//frmB//dnaX//ghoT//kilR//agaB//yqjI//ribA//psd//iap//frdC//rep//ybcF//dgcZ//serB//sucC//
GO_0023051_4	cynT//
GO_0023057_5	aspC//
GO_0030001_7	gntR//abgB//epmC//pspC//lepB//sixA//malQ//araD//fimG//aaeA//rluD//yadG//yjjX//ydfH//yjeI//dcd//yegD//argE//potF//agaI//yehA//sthA//kup//sucD//add//wecC//dapA//paaG//marA//csgB//glpK//torR//sucA//hemB//cmoA//mntR//rplC//minE//fliA//rihC//nfo//ibsB//pepA//ypdF//mntR//asnC//potD//gpp//gstB//ybiW//flgB//dinD//ttdB//flgJ//chbR//der//rpmA//mscL//cobU//mrdA//ulaD//garP//
GO_0030002_6	ldtB//
GO_0030003_6	sppA//rpmF//fabA//cadC//sucD//rraB//lptA//ydiO//rplB//ybhP//glyA//truD//malP//yidH//ykgO//flgJ//lolC//entD//nikA//rpsM//galP//waaJ//tcyL//moaC//yehU//dusB//gnsB//nrfD//leuS//
GO_0030004_7	rpmG//pth//ychO//spoT//zraR//astB//ychF//proB//rfaB//mutL//topB//
GO_0030007_8	gph//
GO_0030026_9	dcuR//
GO_0030030_4	yfcR//ycjY//ydeO//truD//pinQ//rpsK//elyC//cpdA//mltG//uhpA//hns//qseB//asmA//cysI//uidC//mltD//yegT//hyaB//ycfS//chpB//mdlB//pspC//nlpD//maoP//exuT//dhaR//ycdY//mltC//rne//
GO_0030031_5	nadA//pnp//ydeO//nhaB//wecE//mdtK//epmC//mdtI//torZ//viaA//ridA//dtpC//yddG//ycgB//ddlA//hcaE//yahB//oppD//dacA//ybaQ//yfcA//
GO_0030091_6	essD//yaaJ//eptC//recO//syd//xapR//hcaE//rlmN//rpmA//dosP//
GO_0030104_6	fliZ//yidZ//oppC//yfcU//
GO_0030153_5	ychH//allD//
GO_0030155_4	znuA//intA//
GO_0030162_7	ygbM//arnB//bssS//clcB//ycaN//ycfS//gltX//
GO_0030163_5	baeS//yhgH//yjbF//mepM//
GO_0030174_9	mltD//acrF//thrB//mdtP//puuB//
GO_0030203_6	yidZ//ldtD//flgI//proW//yciA//uidR//lptA//mukB//hofM//rfbX//uof//uidA//ydbD//yadG//nlpA//rplS//truA//yhjA//glcD//mngA//cysH//rpoD//fimH//tnaC//dgcZ//ygcW//nanT//ybcJ//elbB//ycdY//mtlA//ygaV//dicC//ydcS//ydiQ//ygbL//ftp//phoQ//hypC//ansA//nuoF//glnH//rsfS//amiA//rclB//dpiB//rclB//yhfS//ytfQ//oppD//recD//fdoH//menA//bamD//yibF//rlmC//maa//argH//dinG//glmM//ccmF//hlyE//alsK//
GO_0030243_8	csgF//zitB//phnH//
GO_0030244_9	speF//folP//yehP//
GO_0030258_5	fliM//phoQ//ybaL//hemH//mpaA//argC//setC//xerC//tnaA//mntH//dhaK//ygeA//lsrA//cynT//degP//mhpA//hisB//argC//atpH//groS//mreC//pdxJ//yohC//ycgR//
GO_0030260_7	dhaM//glnB//focA//wcaJ//fhuB//yghB//fhuC//nemR//
GO_0030261_8	ydcM//
GO_0030307_6	xdhB//
GO_0030308_6	cusC//rplS//ssuE//ygcR//rseB//
GO_0030320_7	dgcT//
GO_0030388_5	rfaF//osmC//nanS//
GO_0030389_6	ftsQ//
GO_0030392_7	nhaR//
GO_0030393_5	ccmF//
GO_0030488_6	elyC//yehB//hrpA//araE//gmk//folM//yihQ//yjtD//ybiS//potB//mdtI//rrrD//ygcR//ttdB//dsbC//frr//
GO_0030490_10	ybbW//arnA//agaA//torY//emrY//
GO_0030497_7	ppiC//rfaQ//
GO_0030522_4	opgG//
GO_0030541_4	ykfM//paaH//
GO_0030573_6	pnuC//
GO_0030632_8	ddpX//purR//ldtE//rpmF//
GO_0030641_8	fdhF//yehT//galT//treC//gcl//ybdR//hyfR//hns//rpsS//tamB//
GO_0030643_8	dppB//
GO_0030808_7	ybhI//
GO_0030809_8	nlpA//
GO_0030920_9	yfaE//
GO_0030961_9	ftsL//
GO_0030978_7	folD//rimP//cspI//
GO_0030980_7	cydB//rluE//zapC//
GO_0031106_7	purT//
GO_0031118_8	caiD//ycbU//dapB//mlaB//ymfA//nlpA//yihX//
GO_0031119_8	menA//secE//tauC//gloB//napA//rpsB//
GO_0031123_8	ompN//hda//yejA//cpdA//hicA//
GO_0031124_9	cpsB//alsC//
GO_0031125_10	hscA//
GO_0031162_5	ubiE//glpF//
GO_0031163_5	otsB//yhaO//yggD//degP//rppH//oppB//gutM//mug//pcnB//lsrA//ygcO//moaD//ydeI//asnA//asnS//yeiE//fecB//ygaH//
GO_0031167_6	gsiB//efp//treA//tolQ//thrB//yddA//phnK//uspE//lpxT//yggX//yohC//purT//queG//dadA//aaeB//pnp//rarA//metB//rluB//yidL//lysP//yjjX//ibsB//nagA//
GO_0031279_5	rpsT//
GO_0031280_6	ybdR//
GO_0031297_7	rplK//ilvN//
GO_0031323_5	dmsB//hypE//znuB//uspG//prpR//mdtQ//tilS//dauA//aes//fdnG//yeaK//ppsR//grxD//prfB//iraP//katE//yraK//rluC//cycA//glpD//uspB//hypA//nikB//ytfE//tap//dnaC//pdxK//dhaM//aspA//iaaA//patZ//ulaE//ybiS//gstB//yeiE//lolC//intA//rihB//tauC//bipA//lpxM//lolB//evgA//yafN//ydcS//dbpA//hisG//yfdG//alsE//phr//xylG//dtd//rplD//cyoD//yiaM//ompC//ydjL//ygiN//fmt//yiaO//nuoE//macB//aqpZ//flgC//glrK//moeA//yhbX//hybA//yhiM//yhbX//agaC//yphD//ccmG//dppD//glpR//trkH//yciA//mdtP//glpA//sspA//ygiS//nuoI//rfaQ//yceK//treF//hpf//ftsZ//sfmD//moaE//ybiY//hcp//eamA//cysK//yebK//accA//lysO//thiG//ligA//potB//lspA//ydiO//potG//eptC//fliM//ivy//gadW//dapF//bamC//lspA//pldB//spoT//yggE//bcsQ//plsB//argP//ccmF//borD//ghxQ//hypD//fadM//ybiT//kdsD//mltA//setC//ytfE//selD//cyaY//mhpB//arnA//araE//fbp//aroL//xanQ//dcm//sapA//dmlA//add//cusB//rlmJ//spoT//nanC//fiu//ygeV//tehB//ydhC//rpsD//insK//argC//yneE//ompL//ybaE//qorA//rimK//lpcA//hipB//hypT//lpxH//ilvE//lpxB//frwD//casD//acpT//rnb//pykA//tap//zapB//kdgK//curA//agaD//cysI//phnK//potI//phnG//nuoN//prfC//macA//yahF//mocA//nrdD//ldcA//cho//ralR//yehC//waaA//yiaN//msrB//glvB//ydcZ//ilvL//nlpD//ebgR//murC//mnmC//betB//fadD//ygeR//ypdB//ydcS//gmhB//csgA//yfbS//xylH//hisB//yqjI//ydeI//agaA//yjjQ//yfeO//tsgA//acnB//pncB//acpP//phoB//galE//fdx//yehC//dpiA//elaA//rimI//glnS//nrdI//dinD//katE//yidA//yeeJ//kdpD//yieE//yacG//mdtA//yraH//tcyN//dcuS//prmC//gspJ//ycjY//nanT//ygbM//yehZ//umuC//lpxH//lapB//znuB//flgE//glrK//csiR//insE-1//allB//ybhR//uspG//tatB//fiu//prfB//dgoA//gstA//agaS//gadX//ldrD//yfgO//yhfK//yiiM//etk//livM//phnM//grcA//rplE//upp//flgM//udp//dppC//trmL//nanT//glpK//rrrD//ampE//nhaA//yhbO//rplM//proB//cspC//yehD//ubiF//pfkB//bamC//ygfI//glyS//cptB//lpxH//murD//tmk//bluF//ndh//rffT//ubiE//lpcA//clpB//arcA//appA//ribE//endA//yeeO//ynaI//nrdF//carB//leuC//gspE//mlc//yfcS//rhsD//cyoB//prpR//msrB//phnC//nirB//csiR//yqaE//ghoS//cspA//apaH//ymjB//yedX//rplW//cobB//dnaT//patD//fhuB//dcuB//hemH//yidK//moaB//waaS//priC//nadC//yodD//yegV//aidB//hemB//uspE//narL//ydeP//napB//livF//ndk//allD//yihT//yhaV//
GO_0031324_6	ygiV//tpiA//queC//cysA//ruvA//dacD//rhaB//mutS//lapB//ilvE//malS//yrfG//yqeG//gspF//prfA//lyxK//bipA//insH-5//fucK//pspA//hemB//nadB//folD//cspB//narH//pspC//prmC//metF//rarD//yebK//hmp//yobF//cysC//hrsA//mraY//intS//relA//gmk//hdeD//aidB//lysA//argA//gntK//rpmF//raiA//cspD//glcA//yehU//gabP//yqhD//uhpA//agaB//hdfR//yidD//amyA//poxB//manA//rne//cra//nrdE//metH//wzzB//ssuB//dppF//yciV//aidB//rutD//glgX//yefM//ybhF//gatY//yifB//accB//wcaB//hybA//gltB//trpE//ulaG//sfmF//gph//rpsQ//hemN//frdA//grcA//hemL//ybaK//rpnA//mdtF//pgpA//ilvH//hmp//kdsA//yodD//rplC//bisC//opgH//sseA//nrfE//cynT//dmsB//glpB//rimL//hemF//hrsA//yjfP//feaB//yeeY//lyxK//cobS//pepA//hrsA//menI//ycdY//frmR//nimT//entH//pdxH//elyC//msrA//glgX//ampD//xylH//metL//purA//uxuR//hisB//mcbA//rimO//ymjB//yfaU//argO//
GO_0031325_6	insE-1//bcr//ybcF//yjhI//ghoT//ynjA//yphC//metF//ymfK//kdsD//kduI//tatC//galS//araC//ychO//ldrD//cydC//zapD//lptE//csgD//sbcD//tpx//mntS//secD//modB//adhP//nagD//yadI//yijO//ptsN//wzzE//hisP//nrfG//sxy//ybiY//slyA//bioD1//ybcM//fepB//ygiN//nudB//nrdF//csrD//waaL//pgm//hflK//rzpD//yihP//rsmD//tcdA//avtA//yhcN//rbfA//mtn//malG//nac//mlaC//mzrA//modC//wzc//gspJ//aspC//sfmH//ftsA//acrR//yjgX//yraI//rng//nrdG//yeiG//ldtD//aroF//frwC//intS//artP//ulaD//rsmB//yfiF//gshA//nagZ//entB//speF//pal//yjcO//rlmG//thiE//tyrB//sstT//uidR//cbtA//nrfG//
GO_0031326_6	lpd//yghG//fklB//prmA//rlpA//nfi//gntU//yihU//ibsD//mcrB//guaB//ccmC//yghG//yfdS//rfaB//nuoI//ghrB//yhjX//gsiD//kup//aroH//ftsA//tcdA//hns//xylR//mqsA//purU//gcvT//ppx//ibsD//minC//zipA//comR//rstB//abgR//yidR//insH-5//patA//treF//ahpC//emrK//dsbG//ettA//napC//tsf//qseC//potF//ydbK//yiiD//nuoI//mdtN//csgA//artJ//xylR//entA//agp//fimH//ykgO//rpsR//lrp//aaeR//yjbF//hflX//rnd//lpxK//murE//opgG//insB-4//galS//waaQ//yhdX//yedL//pinR//hokE//bioD//yqgB//yghW//narL//sspA//apt//ccmA//rplL//dgoR//proA//ynhG//cpoB//ppiD//mutH//hypT//rraB//maa//ynfL//fryC//yrbG//paaJ//rnlB//rhaB//rof//rrrD//tsr//ygbI//bioD1//nanS//hokB//stpA//qseC//thrC//rhaD//atpF//serA//wzyE//srmB//scpC//ydaN//cyoC//fdoH//yjhI//fliA//yifB//cspD//tdcB//pstC//rpsD//exuT//djlC//ygfA//yihL//potA//ybaE//chbF//dacC//erfK//rcsA//ykgA//puuD//yhhT//insH-6//atpG//fliD//agp//alaC//rcdA//gltX//spoT//poxB//csgD//flhE//dapA//yagE//ydeT//xapB//secM//narH//hsdR//patA//rsmJ//yhdW//dedD//mltD//tqsA//higA//csdE//hcaC//pldB//menB//emrE//rep//ompN//kdsA//fhuC//nanR//aspS//ymgF//phnL//ggt//yhjG//trpGD//mdtN//garL//glsA//yhcN//folM//nuoB//ccmD//yibT//yfgO//paaK//nuoG//sfmA//ynfK//glgX//adiY//fliL//ydcT//yegT//sgcA//hisP//dgcQ//cyoD//ulaF//rhtA//mngR//purT//garR//yidQ//ttdA//gadE//potF//secY//ilvL//bcsQ//ftsZ//gcvT//dctA//nikB//thrA//napB//ynaI//ytfP//ssuE//aspS//ravA//rhtC//speB//hisQ//yhfS//gpmM//purC//surA//eutA//kduI//ulaE//yccX//parE//glsA1//yaiW//nhaR//ybhJ//yidC//elbB//ynaI//ettA//ydeP//bglH//rpsS//yhjD//ypdA//cptB//lrp//abgB//ftsL//ascF//yagJ//queE//rfbD//hscA//fhlA//atpC//potB//waaQ//zapE//npr//cstA//djlC//sapA//spy//dgcQ//rlmJ//casE//umpG//fecA//cpdA//clsA//hofQ//rlmN//murE//oppB//alr//yiaL//ydcM//yfdC//yafO//dpiB//elaD//dnaA//yjhP//insB-2//fabG//insB-4//betI//dnaJ//uxaC//cyoA//qseB//ycjW//caiE//rlmA//rapZ//rplB//holB//proC//abgT//sdaB//plsX//fecA//waaF//mmuM//uspE//yeaV//argC//ybgI//eptA//insK//
GO_0031327_7	ytfP//ycfJ//slyA//melR//uidA//truD//aroA//yahO//hcaC//ptsG//rfbD//rimP//ftsI//narV//pbpG//yhhY//yjbH//yidR//hcaC//hisD//narG//truD//metH//dinD//nrdR//pheT//ibsD//rhlE//adiC//trpB//agaV//guaA//lptD//ykgF//cas2//nikE//cusA//menE//tauC//dsbD//yhaV//iscR//rbsC//pitA//menI//xylA//rpnA//hupB//yedX//nusA//prc//sdhB//wzb//yihO//iraD//cof//truD//dapF//tdcG//ccmG//lysA//gudP//pgi//ydeI//yfcA//pgk//sgcE//baeS//rpiB//gspJ//yqjI//dicA//nimT//yiaF//mlaD//ybdZ//mhpD//flgE//yhaJ//sodC//yidD//gmhB//ychO//ortT//trpE//paaG//pck//xseA//prpR//abpB//yajD//lgoD//fes//rimO//waaA//mtgA//yadM//hxpB//yebC//cysW//glrR//appB//yagJ//aroH//pstS//gsiC//lldR//ymfK//clpA//eptA//lyxK//tpiA//feoC//yfbS//yfeX//mtn//sfmH//opgE//fau//frvR//rayT//
GO_0031328_7	adiY//tauC//pdeD//frwD//mdtM//dapF//yhiM//folE//ubiC//ybgQ//metI//dcd//yghB//ycfL//alr//metI//yjbF//essD//pdeD//mutS//pstC//trpGD//mhpT//pheS//galR//acrA//elfD//ccmG//hofP//waaL//yjiX//yidR//kgtP//iscA//gadA//dapD//fieF//blr//mreB//rpmE//ytfT//frc//narL//yjcO//sppA//fadB//ydfH//purR//sgbE//fre//gcl//alsE//dtpB//rfaC//dapB//elaB//rffG//uvrD//hyaC//waaQ//queC//narH//galE//lamB//uidC//cytR//tauD//ygiB//gadA//atpA//yehA//uhpC//phnK//cyaA//oppF//bamB//menA//yfaU//ftnA//htpX//livH//
GO_0031329_6	hyaA//phnM//torY//glyA//aceA//yqhD//rplO//waaL//arcA//
GO_0031330_7	dppD//
GO_0031331_7	hsrA//secE//
GO_0031333_6	setB//rplS//rplJ//selU//rph//rmf//cadB//yfaU//ispU//adhE//
GO_0031334_6	ccmA//yhgF//fixC//waaF//atpF//mdlB//hsdR//yciH//ybeY//leuS//dgt//
GO_0031341_4	sfmA//
GO_0031342_5	phnC//
GO_0031344_6	glnH//xapR//yadV//mocA//puuA//
GO_0031345_7	lrhA//rimK//
GO_0031346_7	betA//truC//ais//
GO_0031365_7	yidQ//sixA//stpA//ybeF//mdoD//clpA//allD//
GO_0031399_7	ftsH//bdcA//ydcM//
GO_0031400_8	prlF//
GO_0031401_8	rpmE//prlF//
GO_0031437_8	yieE//
GO_0031439_9	ycgR//
GO_0031455_5	hisG//yhdZ//
GO_0031456_6	dbpA//dgoA//
GO_0031460_7	entD//yjeI//kdgR//ghoS//rsmC//ygeX//cobC//narZ//rbfA//adhP//zitB//lapA//
GO_0031506_7	frlR//
GO_0031554_7	yhjD//torS//aroD//sucA//glgA//leuC//nuoN//rimK//hyfR//yjjQ//hslU//recO//nuoG//mrp//yhbX//ygiB//rfaF//cyoC//csgF//ydiK//
GO_0031555_8	gppA//pinR//ftsN//cho//mreD//gcvH//
GO_0031556_9	ybfA//panD//
GO_0031564_8	citE//ybhJ//ydeM//ynhG//yhgF//ulaE//ompW//entC//ycfJ//xdhB//yagJ//hns//aroL//
GO_0031589_4	wcaJ//rsmD//citX//ghoT//yggF//pstA//rffH//lysA//cobU//yafN//malK//guaB//lpxP//potD//elaB//
GO_0031638_7	lnt//
GO_0031640_3	glgP//yhbQ//crr//yfcR//gadW//
GO_0031647_4	cueR//fhlA//yihO//flgB//acpH//yaaJ//hofM//
GO_0031648_5	yebQ//
GO_0031667_5	dgcF//appA//dtpC//rstB//eno//djlC//ydaC//aroB//ilvH//iraP//ridA//ulaF//ykfI//pykF//rnt//prmB//mdlB//mntR//ldtB//tomB//pncB//emrK//waaO//csgG//sdhB//fimG//opgH//dnaK//flhC//rcnA//yfbV//kduI//secD//dinB//nadA//hofO//dctR//ychH//metH//menC//fliA//
GO_0031668_4	fmt//yciF//prs//fdhD//tdcF//glsA2//bhsA//iclR//infB//otsB//yraN//cynX//ycfH//rlpA//ybeY//xylE//tsaB//frdC//tabA//gpr//tufA//malF//yagU//slyD//cpdA//yajL//nudB//mepH//ydhQ//glsA1//malG//fixA//gsiB//frdD//nfuA//cptB//pflA//psuG//yhcF//lldR//hemB//hisC//yehA//tilS//mngR//yejB//alr//leuC//holB//insI-1//betB//mazG//cyoC//
GO_0031669_5	menH//galU//cysA//nagZ//wecB//leuB//opgC//dcuD//agp//scpC//puuE//hofC//cysK//thiE//hypT//aes//lpoB//hybD//arsR//nrdD//rpiB//rnlA//nudC//rpmH//glk//nanC//elfD//lolE//mhpT//gnd//rplP//
GO_0031670_5	trkG//rfbC//slyA//
GO_0032025_6	opgH//pinE//
GO_0032026_6	yeiE//recE//asnA//
GO_0032048_8	narU//setC//dcm//
GO_0032049_8	yhdJ//coaA//yqiG//
GO_0032055_6	rpmJ//
GO_0032069_6	yfcF//tomB//ygcR//btuD//tdcC//
GO_0032074_7	cueR//tus//ompW//rdgC//pdxH//
GO_0032091_6	pntB//
GO_0032147_9	gpmA//
GO_0032150_8	pepA//
GO_0032185_6	degP//
GO_0032194_8	hemA//
GO_0032196_3	sppA//cyaA//cydC//slyA//acpH//sufD//idnD//aroD//ymjB//ugd//ldtE//mog//fabA//
GO_0032238_6	pldB//
GO_0032259_3	blc//insB-2//exuT//lpp//ptsH//dnaJ//lsrG//queE//zntA//yggD//yfiR//yhjD//kefG//polA//rzoR//acpP//yiaT//hofO//lipB//nemA//sufS//pdeH//rpsK//bglB//ribF//pcnB//crfC//kbaY//cydC//trkA//nimR//mrp//folC//nupC//secB//dfp//gutM//dinQ//ynhG//nupX//caiD//cusF//murA//fumC//yaaU//elbB//folA//cynT//glpG//thiL//hemG//csrD//ada//mntR//mreB//deoR//nrfA//
GO_0032261_6	sucD//narV//carB//
GO_0032262_6	cdh//
GO_0032263_7	yrfG//pheM//
GO_0032264_7	yidZ//ycfS//
GO_0032265_7	truB//
GO_0032268_6	frdA//lepA//ptsH//glgC//mntH//polB//ulaR//nrfE//lsrA//cysU//xapA//idi//metH//mscL//tcyL//pgaA//fdhF//ybcF//mnmA//waaJ//galF//purB//napC//degP//acrR//argE//dinG//yedF//dgoA//prc//dkgB//phoE//waaZ//yhgF//deoB//kdgK//ubiC//mntR//gntP//relA//glmM//djlC//ytfE//rbbA//mglC//bioD1//
GO_0032269_7	npr//yifB//gyrB//tyrA//sgcX//yhgF//rimI//artQ//emrB//pabA//rplX//lpxH//relE//mcbR//agaD//lysO//dkgA//yehZ//hcaB//rpsH//caiB//insE-1//corA//casB//prpB//tar//purN//melA//
GO_0032270_7	yaaU//cydC//yafQ//adiY//zapE//gadC//dcuA//secE//fucA//ompT//
GO_0032271_6	rhlB//hpf//
GO_0032272_7	ycgB//ybiS//
GO_0032297_10	dppA//nuoF//iclR//
GO_0032298_10	gadX//sdhC//
GO_0032324_6	tisB//araB//yadG//
GO_0032328_7	hdeD//rlmD//
GO_0032329_7	waaO//mlc//mppA//pstA//
GO_0032359_7	ybiO//bcsQ//dsbB//
GO_0032386_6	pgsA//secG//
GO_0032392_7	actP//osmF//argT//roxA//hns//atpC//oppD//thiG//rihB//frwB//allR//hofP//waaJ//
GO_0032409_4	argR//yneE//acpT//fadB//
GO_0032410_5	srlE//
GO_0032411_5	trmI//recA//
GO_0032412_6	mutM//potE//fimI//opgD//
GO_0032413_6	alsB//
GO_0032414_6	xdhB//dppF//
GO_0032445_10	yfiE//xanQ//pspC//clpB//valS//
GO_0032459_6	yjaZ//
GO_0032462_7	ykgF//
GO_0032465_6	qorA//recE//nrfB//acpP//sufE//
GO_0032466_7	phnC//ydcZ//
GO_0032467_7	creC//
GO_0032506_4	ydcO//phnI//uxaA//rpsL//yjaZ//nepI//ispU//tsf//aldB//rhaD//rhtC//
GO_0032508_8	malG//plsB//yggW//yoaB//yecS//thiM//yihV//sxy//bisC//nanS//yiaM//flgE//panD//
GO_0032535_4	rsgA//patA//proV//leuD//potF//
GO_0032774_6	entH//torD//pmbA//puuE//fimG//rplI//hxpA//lolC//xanQ//ibaG//hcaE//nhaR//pepD//oppF//lysP//secD//rplT//pspA//aes//hypE//wcaJ//queD//tolR//mutS//malE//elaD//mutS//yeaE//mscL//mltA//priA//ribB//dgcQ//eutR//bepA//sodA//proV//tatB//tdcG//sufS//murR//prpC//yhcH//csiR//wzb//dtd//suhB//gltL//fdoH//ghrB//yfcG//cueR//rbbA//narK//argH//yeeO//iclR//nagA//ompR//manX//yhjR//yhjV//manA//mepS//sapA//frmB//rhlE//leuS//mukB//yhbS//argG//yfdO//ftsB//mipA//metI//afuC//phnL//nemR//glnL//mlaD//nrdD//mutS//argT//zapD//dicA//ptsG//paaH//ligA//glgP//eno//glsA1//fimZ//lnt//lsrG//csgE//agaC//btuF//yedF//cheR//fecC//cusB//rpiA//yheT//glnH//pncB//menD//gmd//dam//waaQ//sbp//cra//nth//brnQ//aas//acrF//emrD//rlmE//fabG//yjcS//yhcD//rnt//aphA//paaG//atpA//agaD//glyS//ymfK//sapA//ymgA//
GO_0032775_6	ygeV//ribD//prpD//
GO_0032776_6	csrD//
GO_0032780_7	dxs//brnQ//
GO_0032781_7	yehX//ansB//yraH//
GO_0032784_8	clpS//yjcS//
GO_0032787_7	speA//tbpA//pstA//rhlE//nadK//hypF//dpiA//agp//miaA//dps//moaC//fliM//ycdX//rlmB//pitB//ybaL//pspA//iscU//nusA//gsiA//tktA//rapA//iscX//tpx//yggW//zwf//insH-5//rpnB//fepE//ybdO//metB//rnpA//ansA//glcD//bioD1//yphC//citG//tdh//manY//purF//ymjB//btuE//envC//fecD//basS//dpiA//gldA//pyrB//napC//yiaB//agaV//alr//lacI//aidB//ybjG//yihX//betT//rclC//pyrE//ugpB//ybhR//oppF//mmuM//glgC//insI-1//sgcA//citX//sfmH//eamA//rpsN//yggN//gutM//insA-1//mdtJ//envY//rcsB//ascF//adeQ//rraB//frlB//menD//pta//nrdI//menD//map//rplR//yraK//ydgA//sfmD//rplS//dicB//glrK//ydiZ//yqaA//leuD//bluR//aldA//recE//yciT//ydiK//yfdK//rbsB//gudP//arfB//ssuB//rhaB//ispA//cysA//hybG//psuT//yajL//tmk//fliM//cstA//alaS//galK//dinJ//ygfZ//dsbD//acrF//mdtD//ygbL//yjbH//cueR//ydiO//uidA//bioB//ymgF//fepA//dgoR//argP//dsdC//lon//gltB//birA//norV//metI//yadV//serA//yaiP//yafO//uxuB//dnaG//glsA2//yohD//fliA//msrB//yfgI//murF//pphA//araH//ilvE//msrB//menC//fetA//purR//napF//xylB//map//frr//nuoE//ralR//cmoA//ycjU//putP//garP//acrB//osmY//rsuA//tusA//nsrR//yibT//hycB//lgt//hslU//ddpX//frc//iaaA//minC//yadV//tsaE//rplF//yfiE//mtn//ydjL//lgt//waaZ//rarA//folA//lpp//yhiM//surA//ppiA//shoB//yjjG//cydA//nth//pgaC//mdtB//lacY//yhjX//rimO//ygjK//
GO_0032790_6	gltP//sufB//
GO_0032879_4	glgA//insH-5//yeiG//ruvA//aroL//glgC//dmlA//ddlA//rppH//rlmM//hyaC//rlmB//hcaB//ybhG//seqA//tap//acrR//phoB//holD//afuB//hyfR//intQ//alsC//rfbX//rplB//aroP//cspE//glsA1//
GO_0032880_5	rsmF//mrcB//tgt//
GO_0032881_6	polA//amiD//lspA//yqcG//
GO_0032885_7	secF//ybjL//tldD//
GO_0032940_3	hipB//btuB//yjbE//metR//hpf//flgG//rppH//
GO_0032950_7	wbbK//
GO_0032951_8	acrB//
GO_0032954_7	yhjB//xanP//slmA//
GO_0032955_6	fadI//yciK//rplS//
GO_0032973_7	feoC//cysN//csdA//fucI//dosP//
GO_0032978_7	rraB//lptF//nanE//hupB//
GO_0032984_5	atoB//acpH//alsB//yjjG//yeaK//pgpA//mdtL//thiG//tusD//
GO_0032988_6	ygfA//frwC//
GO_0032989_4	hrpA//
GO_0033013_5	yihX//tsaD//malY//lepA//clcB//carA//mutY//prfA//chpB//rclA//prmA//tpx//yraK//dnaE//cspB//mdtL//purC//plsB//cmk//paaA//leuB//
GO_0033014_6	ppk//btuE//cas1//aroE//ybiH//ydeI//lptG//cynT//mlc//hisF//ybhI//mdtB//cdd//mdtL//yggT//cysD//kbaZ//sbmA//lepA//narQ//tonB//
GO_0033036_3	sgbU//ymfK//flhA//hcaB//thiD//insI1//insF-1//btuC//sgcX//psd//yjfF//acrB//araE//sodA//mgrB//idnD//emrD//chbR//gstB//ychO//dgkA//menE//mnmC//eptC//adiA//chpS//upp//cdh//azoR//glnH//artI//srkA//ygbM//yqjH//ftsN//smrA//yfdC//yieF//acpS//mnmC//rplN//csiD//pinE//trmL//tilS//moaE//rimK//uidC//ariR//
GO_0033043_6	waaG//copA//cspG//hybC//talB//
GO_0033044_7	fadK//
GO_0033051_5	sdaB//
GO_0033120_8	mreB//
GO_0033157_7	nusG//ydaV//
GO_0033194_5	rimP//cyoD//yjfP//gloB//
GO_0033195_5	asnC//
GO_0033212_10	rlmN//rho//ptsH//ilvL//thiE//
GO_0033214_11	lpxK//hemL//
GO_0033228_8	entA//wcaC//topB//yiaB//
GO_0033238_6	skp//hybC//rplN//fnr//
GO_0033240_7	malZ//
GO_0033317_7	ssuA//recB//rbsB//mngB//
GO_0033319_5	yidE//
GO_0033320_6	clpP//
GO_0033345_8	nadC//
GO_0033353_5	ygbM//
GO_0033359_7	mhpD//ade//
GO_0033365_6	mscM//
GO_0033383_6	nrfE//
GO_0033384_6	mreB//
GO_0033388_7	deoB//
GO_0033477_5	narY//
GO_0033499_8	caiF//entH//ycbV//galS//hemE//yneE//dtd//
GO_0033517_5	hldE//
GO_0033518_6	dhaL//
GO_0033526_7	dppB//yfaE//ytfT//rpiB//
GO_0033539_7	minC//kdgR//pdeK//
GO_0033542_7	nimR//patZ//
GO_0033543_8	viaA//
