#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	lsrD//yjeI//yehY//nrdG//
GO_0042773_6	yidZ//
GO_0042777_8	arnB//
GO_0042779_8	mepH//
GO_0042780_10	clpP//cdgI//chbA//
GO_0042816_5	cspC//zapB//yieH//deoB//bioF//tauC//yedA//fucI//flgF//
GO_0042817_5	modC//
GO_0042819_6	yadM//dsbB//ybbN//hprR//sutR//fdhD//treA//fumB//baeS//
GO_0042822_5	sgbH//murD//flhA//insB-4//tpiA//sad//yadM//
GO_0042823_6	rcsC//lptA//glgA//hcp//ybaL//pal//rplQ//
GO_0042836_5	ybhD//alkA//yiaM//nepI//
GO_0042838_6	yghU//ompW//yagF//dppC//
GO_0042839_7	exuR//glxK//hscA//lpxM//intZ//mazF//
GO_0042840_7	umpG//tolA//malK//speF//rihA//yciT//
GO_0042843_7	ydcO//bsmA//
GO_0042844_7	maa//
GO_0042846_8	gltP//
GO_0042851_8	gatB//bamB//frwC//nuoN//
GO_0042852_9	otsA//gltI//metL//
GO_0042853_9	dgoD//
GO_0042866_8	hofP//phoQ//entF//ycbX//lptA//ubiC//hdeA//fepC//apaH//glsB//prmC//artJ//yghG//yjhI//asr//secY//ydeE//waaY//
GO_0042867_8	gabT//
GO_0042873_7	flgE//dgkA//pgrR//ompR//envR//skp//polA//
GO_0042882_10	cysD//trpR//yihL//
GO_0042883_7	relA//yidA//rlmN//clpB//yehD//ykgO//cysH//pyrH//
GO_0042884_7	maoP//pheT//bdcR//mrcA//rsgA//yceD//livG//
GO_0042885_8	rlmD//
GO_0042886_6	lptB//fecD//serB//ybiT//fdoI//nhaR//proX//rfbC//yfcA//rluD//alpA//mrcB//fadH//dhaK//acpS//yeaD//rplS//pdhR//ybcC//rlmC//metC//ada//ybjX//glnH//waaZ//kdpB//insH-6//ubiI//holD//kbp//glgS//norW//hfq//ydfK//arnD//mltF//ssuC//pmbA//fabH//xylE//murJ//tdcR//nrdI//cysD//gspE//ttdT//ycbU//hsdR//uhpT//mnmC//bolA//yihQ//dmlR//wzyE//dcyD//mntP//patZ//cspI//eptC//abpA//ybbN//hyaA//yhdH//narJ//dps//ruvC//thyA//ycaO//spoT//rpsM//mltA//pdeL//mglA//rplN//yibH//tdcE//nikA//pdxJ//adiA//tisB//clsB//proC//gltB//dapB//zinT//araD//yfaL//patZ//
GO_0042891_6	tcyJ//allR//mtnN//rbsR//hldE//ybgI//nagK//amiB//iaaA//flhD//ugd//tsgA//nei//glsA1//yhdX//nagA//glpC//rpoH//yjbG//dkgB//trxA//exuR//eutD//uvrC//amiC//rclB//nrdR//rfaD//dgoR//rplD//bolA//modC//
GO_0042906_8	setB//ldrA//cusA//ligA//
GO_0042908_5	rfe//yihS//yeaG//pbpG//etp//ycjD//rpsG//kdsD//queC//adiA//htpX//topA//btuD//mtnN//rnlA//trmI//
GO_0042914_8	fumA//arnB//
GO_0042918_6	lsrA//fic//tpiA//ymfA//ypdB//
GO_0042919_6	ftsB//
GO_0042920_6	yidA//
GO_0042928_7	pyrL//
GO_0042930_7	rsmJ//pdeF//rlmL//bamE//yeeL//pabC//nadE//pgaC//
GO_0042938_8	yadG//glgS//rpoE//mtr//evgS//mntP//recJ//ccmA//mltD//yieK//rpmE//mntS//yojI//hdhA//gcvH//
GO_0042939_8	phoU//fsr//phnI//lpd//yddG//ettA//nrfB//tgt//umuD//flgH//
GO_0042940_7	yfaL//yccA//nrfE//ybiT//hyfC//
GO_0042941_8	yadG//
GO_0042942_6	rplI//acrE//
GO_0042953_6	yihP//yneJ//mlaF//
GO_0042956_8	xylE//lysR//ycbU//tcdA//yhaJ//
GO_0042968_8	trxC//argH//cysM//
GO_0042981_7	rluB//
GO_0043038_5	folC//ybdO//fecA//narZ//sapF//srmB//rpiB//casD//yojI//hchA//queD//yijE//ascF//atpC//ulaG//otsB//fadM//rsfS//glyS//yaiV//ccmG//gyrA//smpB//yiaT//idnT//malQ//
GO_0043039_6	selU//truC//nhaR//rplE//abgB//betT//dgcE//bioA//frc//argD//corA//rplI//pcm//ddlB//basR//prmA//dedD//ycbV//torA//msbA//sufE//yhhY//xylR//tufB//pncB//
GO_0043041_6	argB//
GO_0043043_6	cydB//cca//gsiB//grxD//frwC//ppx//fryA//mdtL//potD//galM//ldtD//yojI//ydfG//znuC//rapZ//torA//yehW//nfi//bolA//citT//arnB//rimI//tabA//cas3//baeS//hisG//pdxA//lepB//paaC//mutH//rplI//galF//fabI//yggW//ydeE//gstB//narJ//bolA//folE//leuS//ariR//trpL//ymdB//recE//napA//yhaC//lolA//glcF//glsA2//kdsC//trmH//ddpA//frmB//ybhF//insI-1//fbaA//dgoR//acrD//yfiE//yfeX//cmoB//
GO_0043067_6	gudP//
GO_0043085_5	xylR//pckA//brnQ//cpdA//ttcA//ptsP//rpmF//rplD//kdpD//ssuA//cysK//gloC//elaD//trxA//ykfI//narQ//talB//wecE//ybhD//yegV//srlB//cysQ//sfsA//
GO_0043086_5	mgsA//entC//glsB//ibsA//mdlB//mscM//mngA//osmE//moaD//fdnI//ygjK//chiP//mntP//dcuC//adeP//rpsG//rph//hflK//kdsD//dsdX//csgF//cpxR//ynjA//dapA//nrdR//yehW//
GO_0043087_6	gadX//yiaJ//yqjA//rseP//
GO_0043090_7	cas2//ybeF//hsdR//srlE//nac//hypT//yihP//araF//mngB//lptF//
GO_0043093_3	caiF//rnlA//rutB//ycjY//fetB//gshB//deoD//nepI//dgcE//crl//yhgH//rutA//proX//pabC//mscM//spoT//rfbD//
GO_0043094_4	atpA//yjhG//argG//cytR//rimJ//leuO//fkpA//mrp//fadA//yahB//elaD//narW//glcB//groL//paaF//menD//accB//ydiQ//fkpA//uvrA//xisE//argK//
GO_0043096_6	fliS//hprR//recG//
GO_0043097_6	phoP//mltC//rrrD//torY//
GO_0043099_7	yhaC//
GO_0043100_6	hisP//
GO_0043101_5	insI1//ptrA//rihA//yoeB//
GO_0043102_5	fcl//yjeI//cobB//clpA//
GO_0043103_7	yjiM//
GO_0043111_7	dppC//
GO_0043137_6	yegS//rplW//
GO_0043150_8	hcaT//
GO_0043157_6	yrbG//
GO_0043164_6	metB//yihI//yobA//cysU//mlaC//gsiC//gntK//fecA//
GO_0043165_6	yafC//rna//clpS//purA//narP//tldD//ilvM//tnaA//rclA//idnD//
GO_0043170_4	arcA//yghU//sdaC//yjjI//chbB//galT//yebZ//mlaC//arnE//hdfR//ppx//flgE//nfi//sfmD//gstA//tpiA//wecE//zupT//moaD//sfsA//mppA//mog//panF//yeaD//ansA//ompT//sdiA//gapA//xylB//fsr//narH//uspG//cysM//ybfA//greA//ybiV//ybgP//sgcR//appA//macA//prlC//rfaH//lolC//acrF//yehC//ycfJ//narJ//bioP//sad//mepM//yehX//obgE//yqgF//bioF//yraJ//yiaN//ykgO//asnB//casE//yqaB//caiB//yjeH//thiM//bioD1//mdfA//adiY//efeO//yfgJ//sbcC//garD//lrhA//oppA//ispA//nadB//cysS//zapD//yhbS//nanA//gltK//dcyD//ymfK//dnaX//murR//ccmF//emrK//truD//wcaJ//casA//sgrT//treB//galR//pfkA//rplJ//efp//ynfH//oppC//mscM//yciE//dnaT//truB//araE//arsC//lldD//hicB//ais//proW//gfcE//acpT//glpA//csdE//purL//ilvN//modC//nimT//mliC//kefB//macB//ygfI//gudX//dxs//fepA//yihP//tnaC//aslB//yagU//ruvA//ubiJ//yidQ//pdeD//ruvC//rlmA//trkA//ynhG//tnaA//accD//glcB//rssA//yfdO//gppA//cspB//fabI//yieK//arnE//yfaL//talB//dgcT//rluF//nadK//rpoE//hisB//yiaT//mngR//ygfI//pitA//rlmB//mtn//folX//mutY//ynjA//xanP//lsrC//nrfG//rutE//ydgA//dppF//yadM//garR//cysQ//pabB//mgrB//asnB//pstA//xseB//hisS//gluQ//rpsQ//hyfA//wecA//lysC//pstC//ubiI//smpB//fhuC//pspG//purC//yecS//tsf//uup//amiB//insH-6//chiP//nlpE//afuC//ravA//pta//adeD//yfcR//tdcR//glnD//alsB//speA//chaA//mngB//yidR//arsC//atoB//hemL//ypjD//hlyE//bioD1//yfiE//grcA//yraI//ybiX//zapE//yfiF//hisP//kdpE//yaaJ//rhaM//waaB//kbaZ//ispH//dps//mscK//frmB//mgtA//fruK//tusA//ilvA//yjbG//argK//gspJ//rdgB//yfdG//fmt//ybiI//ihfB//fabZ//cysM//cusS//evgA//cyoB//metF//sgcA//pgaD//parE//spoT//mglB//uxuA//lptF//abgR//otsA//dgcQ//lepB//yrdA//ybdO//yjaZ//fadD//rfbB//ghxQ//sspA//parC//gutQ//csdA//zipA//hprR//rimL//ppiA//yhgH//csdA//nadC//intA//kdsA//secD//dtpD//yagG//yjbG//intS//xylH//lipA//yoaB//gadX//dapA//rraB//moaC//cusA//fsr//rbfA//rcnR//ompW//yhdX//nrfE//ydaV//sfsB//rpmB//nudF//mltC//lsrC//yigL//nanC//galR//ribC//waaG//kefF//agaD//yeaE//btuR//vsr//flgJ//bfr//acpS//rpe//fimB//glrK//yhcH//glpC//deoB//hisA//deoC//sbcB//ygbL//rlmJ//rpe//trxA//fliM//tgt//ydiK//rbsK//ddlA//sodB//tktB//maoP//pppA//ruvA//moaC//glvB//sseA//lpd//lgoR//yadC//dhaM//glpA//uhpB//rna//hisP//adiY//mhpR//yghW//rsmH//ygbL//pdeK//ushA//arsR//pdeR//yraH//eutN//pstA//pncB//clcA//rimM//sutR//ydcR//nhaR//diaA//rpmB//flgC//mrdA//bcp//pliG//yhjG//clcA//holA//ybgP//insI-2//upp//dtpB//yebG//alpA//arcB//ispH//gcvH//mntS//ydiK//phoR//dpiA//ydjE//glpB//mepS//ybeQ//idnT//eco//pabB//mdtQ//katE//gcd//relB//queE//eno//dacD//yqaE//glgB//mutS//tolQ//nadK//speB//yihO//rlmF//yjbH//acrF//galS//gcvT//phoQ//ubiE//hpf//feoA//yjbB//trxC//dacD//ydiZ//envZ//ydhC//sppA//iraP//yrbG//ycjQ//nikB//lyxK//rpsN//yphF//ileS//zur//cspG//tolA//ftsL//yeaG//yggW//ptsN//yjjB//glnE//intA//hofN//aroG//purD//carA//dtpB//ivy//nrfG//dacB//nhaA//rutB//xdhB//lsrD//yafN//crcB//oppA//fhlA//rfaH//yajL//abpB//cydB//hyfA//yibF//abgR//kdpF//yidP//sstT//wzzE//ynbB//mcbA//hemB//yfeR//ybeF//ydiK//nanT//nlpA//ahr//rzpD//puuP//yqaE//alkA//rpsG//speD//infC//ycjY//dosP//yjtD//ygcW//hypD//priA//mutH//pabA//yobF//sgcX//hisI//kdpD//guaD//setC//pgaB//paaX//folP//nikA//radD//abgR//prfC//coaD//cspA//yccS//dnaK//sufD//nanA//nuoH//hofM//ykfM//lpxP//hybO//trkH//feoA//casA//artI//opgE//xylB//rihB//csdA//spy//zapE//fryB//yeeY//rho//appC//pliG//yhjA//tdcB//uhpB//dam//treB//nrfC//gltB//trpD//fryA//tbpA//pheP//clcB//hha//treA//rhaS//cra//glsA//menD//mdtE//argO//ubiH//accD//viaA//mcrA//fliK//mngB//guaC//sapC//yddM//ydgA//iraM//truB//gadA//rpnC//xanP//paaX//focA//yahD//yddL//yidQ//yhdW//etk//argS//sgcA//hybE//uidA//cyoB//ppk//yneE//sbcD//rcsA//ade//trmA//galU//fabZ//fabG//abgA//treF//yhdX//gcvH//yedA//thiC//dtpA//pgaC//waaU//fes//lyxK//ispG//ydeP//ydiP//yhcH//yhhT//bfr//glnA//yraI//ptsN//bglA//maoP//def//rclC//hybO//ytfP//etk//yfeO//mutS//pheA//dcm//ybhP//narJ//pdxY//psuG//yfcA//dnaE//obgE//yiaT//yphF//rpsS//yhdW//hycA//narZ//hemF//asnC//fepC//cysC//rpmA//glrK//ftsN//gspE//yefM//ydiV//dnaQ//dusB//pdeR//allR//eutK//pmbA//nanT//umpG//pykF//yahN//yjhH//yebG//ygfX//yiaB//waaH//uxuB//atpA//ynfE//bdcR//yqjH//nikC//groS//ispA//argG//entF//atpD//fruK//slyA//yhcD//lplT//dusC//elbB//fliL//hexR//parC//flhE//yciE//proB//chaC//yfeW//rutC//nanK//tcyN//yecS//mutL//pbpG//rpsT//yfbR//yrfG//nrdG//ebgA//tus//yieE//clpA//artM//dicB//cysB//eutD//chiP//prpD//sgbH//psd//tynA//arcA//chbB//ftsW//setA//ygcR//ydiF//hemG//alr//apt//emrD//hda//rbsD//npr//tyrA//comR//dam//metN//mtgA//cmtA//yehW//bioD2//argE//rlmN//spoT//cysW//msrC//tsaE//rep//speB//entF//gcvT//glyS//yidQ//citG//dgoT//yihQ//dctR//yfeR//asr//yccX//fimE//yjhP//fhlA//dppF//rcsA//galM//pspA//gppA//sucA//sdiA//rutB//dadA//rplK//araG//ycbV//wrbA//recG//hisH//torS//ldcA//rayT//lasT//amiA//folE//galK//sapD//acnA//yhbX//rpsG//agaD//ccmE//dgcN//xerD//cyaY//ppiC//fruK//cheA//ykgF//ibsC//ydeI//mtfA//arnA//waaY//waaZ//accB//yiaA//malP//oppA//ribE//ubiJ//nadC//atpH//speC//rhmD//appA//yhjC//argD//hslJ//nuoG//tyrR//dgoK//yqiJ//mdtJ//ssb//cutC//cpxR//ydiZ//ybcC//yqaA//yedL//infB//slt//gph//glsA1//gnd//preA//cirA//ibsE//yjgX//csrA//hypT//yigB//ibsC//fucI//
GO_0043171_5	aroF//ridA//allB//motA//argD//murJ//treA//yfcV//fhlA//
GO_0043173_5	rmf//ybaT//lsrG//murR//yajD//gltX//dcuC//frvB//
GO_0043174_5	fryA//mnmE//bhsA//pspD//yqaA//rfe//
GO_0043200_5	fadL//glyA//pgaB//adeD//yfcS//ftsW//yodD//hyaA//
GO_0043201_6	guaA//
GO_0043207_4	mpaA//yjhG//yaaJ//nuoI//yidQ//dcuC//rnt//rfaE//gsiB//pyrD//yciG//lpxK//dusC//lepB//
GO_0043213_7	aaeR//envY//uvrD//ydjE//minE//recA//zupT//yfcR//
GO_0043242_7	rfaE//pflC//yciF//
GO_0043243_7	trpA//
GO_0043244_6	yfaX//uidR//yoaB//ybaL//rbsK//hypC//gatB//tldD//rsmH//ugd//ung//yciG//cho//cbtA//ilvN//uhpB//eco//frlC//yehP//mdtN//
GO_0043254_5	ndk//moaB//patD//zupT//msrA//rsmB//zwf//proQ//ybgP//narY//uspE//dnaQ//rstB//fumA//yobF//yfcF//ybaT//feoA//aroE//intZ//zwf//dps//cas2//pdeF//cynX//
GO_0043255_6	yiaN//cspD//smpB//
GO_0043269_6	ydcO//puuC//ydfD//cra//frlC//citC//yqjA//
GO_0043270_6	ugpB//yagJ//
GO_0043271_6	yodD//
GO_0043335_3	rplK//lpoB//yhdJ//yghB//
GO_0043392_6	hicA//
GO_0043393_5	hupA//
GO_0043412_5	rpiA//insK//prkB//tyrA//yaaY//rhaD//pncB//yciF//mtn//ygjH//ydfH//epmB//hofN//ybjL//hofP//rssA//yieE//nrdD//murR//ycjY//qseC//gpsA//gldA//murG//treC//ycbU//sucB//ttdT//nrfG//paaB//chpB//setA//mcbA//atpE//tpx//ybeQ//ccmH//yehX//paoC//ymgF//ynbB//abgR//agaA//emrE//ykgM//lysU//sbcC//cyaA//glcF//rimO//elyC//hemG//tauD//citX//rsmH//radD//bglX//yfeO//nemR//gcvR//ydbD//pepQ//glgS//nrdE//yidQ//alaA//argT//apaH//pcnB//rluB//dpiB//kdsD//fliT//rne//accB//asmA//pitB//ygiB//ssuB//plsB//prs//gshA//bamA//rhmD//lysR//yebG//rlmE//rseB//lpp//yidQ//ydfK//mrp//hybB//ushA//sstT//gdhA//bioP//csgA//gcvP//ydjM//flgC//sfmC//yiaA//yjjQ//yciA//ulaD//rsmI//insH-6//yhdZ//fadJ//elbB//yaaU//lexA//ibsB//aaeB//murF//envR//purR//oppC//fes//hemE//hofC//cobB//ulaA//glpB//iscU//pnp//rnr//upp//yaaA//opgD//ydcP//lexA//fbaA//ttcA//ykgA//livK//rihB//flhE//btuD//yafC//ibsA//fimI//livJ//csgG//yhiM//yajL//deoC//fes//gatZ//fmt//yoaA//nrdR//mdtN//nrfF//yegS//argF//nupG//rbsA//dinJ//fbaA//tcyJ//fadK//yqiG//yeaD//ypdC//mdaB//ppiA//rsmD//cysA//metQ//cecR//pliG//yeeO//gcvR//pspD//clcA//fre//fis//cho//entF//dtpD//dtpD//dnaT//aqpZ//hemN//moaC//ppiA//waaS//ypdA//waaQ//rpsB//mltD//idnK//tktA//gcl//moeB//chbB//dppB//fabI//lysO//leuA//aroB//sufE//aroK//abpA//scpC//bamA//fumC//nrfB//rpsS//lpxD//lpxL//ccmE//moeA//nupG//ytfR//otsA//dgcF//hybE//dhaM//trmB//nrdH//sodB//malZ//trmB//artP//ldcA//aaeB//ftsH//potF//cirA//
GO_0043413_4	pntB//
GO_0043414_4	queE//accD//ygiB//valS//casE//tdcD//wecE//yhdJ//uidA//cynS//ydhC//gadX//atpE//ssuC//hofQ//dmlA//coaE//murD//ansB//recG//ygaZ//glmS//potB//hemN//tsaC//tehA//yfcF//fsr//sdhD//ecpR//dapA//parC//fimE//ycdX//yohD//truD//puuP//agaS//yehA//waaG//yhbS//dxs//speG//yihI//norW//araA//hybE//galT//pspA//glgA//hybE//argI//
GO_0043433_5	apaH//abgT//nikE//pspA//sspB//rsmI//
GO_0043436_5	fhuB//mipA//ade//cspE//pabC//bcp//trmJ//nupX//rsmH//kduD//pabC//ttdA//pdxB//ugpA//yjiX//dgoA//yiiE//flhA//purA//secG//sbmC//xseB//mltF//nagD//umpH//agp//lsrD//gor//ldtD//cutA//cnu//ivbL//artM//rpiR//lysS//yfdK//rep//yfeW//mtn//mdaB//cyaY//rusA//aroP//artJ//priC//garD//dcm//cpoB//bioC//ycjW//mdoD//umpH//hinT//hisG//yeiE//gloA//yjhG//mmuP//glk//surE//btuC//yjbE//holD//sapF//dctA//glpG//yghG//nikE//ompR//borD//ftsA//pntA//ribB//menI//gppA//oxc//iscR//frmR//intS//atpG//murP//hcaT//fepD//amtB//clcA//purL//mdtI//ibaG//ompG//sapB//ghoS//argD//rihB//ptsN//gntP//udp//yfcU//pyrG//hslR//yddM//dnaK//gpmA//nanC//yohC//purB//ybeF//rcsB//dacB//yciH//hycA//sapF//xthA//mdtO//obgE//cydC//mdtD//gdhA//barA//basS//ykgA//rhlE//mntR//ompA//lacZ//yjfP//sixA//yobF//rcnR//xseB//gfcE//yegD//acrR//ubiF//xisE//manY//recD//ybjX//hemG//ybiI//argP//rpmG//uvrD//focA//insI-2//aaeA//cspE//secA//uacT//ygcO//fliT//rplQ//pgaA//nhaB//selB//yjhH//flgF//putP//feoA//prc//lnt//yeiE//nadB//glvB//ychO//dcm//waaO//ldcA//cmtA//rplI//speG//lldR//hflC//yohD//ghxQ//opgD//frvR//yhcF//cysG//btuC//pheS//yedA//yihI//rfbB//cbl//pyrB//potI//paaK//yebG//pdeF//raiA//iraM//hcaT//dcm//yagF//yhjA//ygiW//elaD//mprA//ftp//yfaX//etk//cpxP//ycjU//proW//aspA//gadX//potB//wzb//hofN//zapA//lgoD//ligA//murE//uspF//caiT//puuD//modB//gpr//yqeA//opgB//ubiH//hemC//yafQ//ridA//mlaC//macA//gspI//ftsW//gspJ//alpA//ydaC//rbn//murB//trg//glcB//yegS//pinR//fdhF//luxS//rlmH//rimJ//fucI//rlmA//sdhE//ybdG//rssB//pabA//amiA//bdcA//hslU//ais//ascB//frc//atpA//ydiB//hycB//paaJ//ompW//rihA//atpD//aaeR//hycB//scpC//rseB//bdm//sfmH//glxR//ompL//appY//recA//pyrB//nfuA//araA//ptsH//fruB//rraA//menE//setC//rpsI//infC//flhA//nanE//eutD//fadB//yieH//yebC//lpoA//ydjH//narU//yneJ//sbp//ybiH//sufB//syd//ybeY//ybdO//argA//amiD//nrdA//melA//mgrB//ybcL//flgG//pth//tusC//yibA//yaaU//phnJ//yfeD//ccmD//yciK//yohD//fliM//tehB//murI//yieE//ilvB//yieK//ynaE//yeeO//oppA//etk//hisI//entH//ybhA//mutT//lepB//rfbB//ynhF//lysS//yqhC//malK//cbl//trmI//lsrA//acpS//selU//yhbO//hdfR//aroK//adiY//yebC//tabA//casA//ldtA//yqjH//rplW//yiaJ//rfbB//frdC//argA//dgcN//rplF//pheP//ppiC//ygfA//fucK//torC//torR//gmhB//rppH//yfdC//focB//alsC//ftp//deoR//yeaD//hns//frr//mtfA//kch//yjfP//ybaT//aes//dsdC//ybhG//rlmN//shiA//yhaM//yeaE//zntR//thrC//rhaD//pldB//paaK//pstC//uidR//ygeA//pdeR//gcd//cdaR//feaB//zraS//secE//dapF//mntS//sapD//dgt//cusA//mepM//bglX//yfbS//ihfB//sgcR//frmA//hypD//miaA//yagI//kch//mdoD//secY//proX//holA//hycB//rplT//rlmL//ycfJ//talB//ynhG//intA//garP//uspB//yoaA//mntH//ugpE//trg//nrdD//arcA//trpL//csgF//dnaQ//treC//narY//alsC//cnu//gcvR//appY//hybF//paaB//cadC//sdaC//lolC//mrcA//mrcA//nuoE//tdh//rseC//hyaD//
GO_0043438_6	entH//
GO_0043442_6	mhpB//
GO_0043455_5	lptE//topA//arcC//dcyD//
GO_0043456_6	eptB//
GO_0043462_6	rffH//allC//atpC//modB//galE//nikA//
GO_0043467_6	moeA//rbbA//
GO_0043470_6	aroD//dtpB//epmC//cusC//
GO_0043471_6	cyoA//yagE//yafE//
GO_0043484_7	mhpT//
GO_0043487_4	rlmN//sdhA//dtd//galK//ompF//bglF//
GO_0043488_5	nikD//rapA//ybhA//clpB//nupC//
GO_0043489_5	glnD//
GO_0043543_7	fadL//qseB//rluD//flgH//ydcI//aceF//pspC//mdtJ//narV//cydC//truD//endA//ugpA//
GO_0043545_5	csgD//puuC//proW//yhhZ//glpK//galT//nrdR//cysS//cydB//pspF//kdsB//
GO_0043547_7	paaG//mlaD//insI1//
GO_0043549_6	yfaX//lsrB//
GO_0043555_5	rplD//nrfG//
GO_0043562_6	lpxD//tqsA//
GO_0043570_6	rhaA//fdoI//nsrR//
GO_0043571_7	ydcI//stpA//sodA//
GO_0043603_5	nanA//lepB//mglB//malE//ilvC//ttdA//yijE//feoA//yjtD//alr//puuB//pldB//pinE//yibA//rmuC//pdeR//deoB//arnF//btuF//argA//soxS//artJ//puuC//rssB//dmsC//yiaF//ybiS//potG//ycaN//deoA//dacC//ybdR//fadA//yheT//moaB//dtpD//rplR//mtn//pnuC//gatD//yqhC//rpnB//glgS//dcd//lptG//mscK//tdcF//ybiT//nagE//proA//hofC//recD//cysN//speD//yjeH//waaO//gntT//yaaY//ynbB//waaG//putA//adeP//rutG//ybiT//umuC//yfdK//bioH//proW//fepE//oppD//fabA//ndk//exuT//sgbE//yihR//nuoM//rluF//yjtD//pgpC//evgA//lnt//yaaJ//mdtJ//seqA//mngB//nusA//kch//fadM//mmuP//thiG//lpxM//rpoE//pdxK//puuE//yfcF//ubiB//gltK//bioD//pliG//ubiJ//moeB//waaY//pgaC//nrdF//valS//udp//ydeT//yjcS//tolB//lexA//rpmJ//ptsN//grpE//nadA//frdC//flgG//ydhC//ybjI//mscS//eptC//astB//syd//nupG//rpe//yfiE//frc//paaA//
GO_0043604_6	nrdR//yfhM//ybdH//rhmD//asd//yihT//minD//hofC//hcaC//rpiA//msrC//lpcA//sdhA//trxC//lplT//yieE//fhuB//lpxD//dppC//serC//gcd//moaB//fabR//tdcR//mqsA//dcuA//torZ//gltI//menD//nikC//cpsB//agaC//tamA//wzb//umuD//ycbV//gsiC//gltP//abgT//yggT//envC//yehZ//narZ//ycbB//menD//cdd//casB//malY//modC//asnA//cheR//rpnC//topA//idnK//yagU//gfcE//iraP//mscS//metF//creB//spoT//djlC//rtcR//ybjC//lptB//tcdA//fmt//uspE//ydbK//gcd//aer//slt//tolR//phoR//paaA//mrdB//gyrA//sthA//asr//cysH//yqjI//rplD//narX//yheT//leuC//ubiI//relA//hrsA//amiA//malS//rpsK//maoP//glmS//fau//ulaC//paaK//napD//ydjJ//napC//
GO_0043605_6	basS//argC//amiC//dsbG//rcnB//
GO_0043610_4	ydiP//
GO_0043624_6	dtpA//ybhP//alsK//hipB//lexA//hsdR//ybiX//
GO_0043628_9	pgpC//yddM//lldD//
GO_0043631_7	glmU//kdsC//
GO_0043647_5	ilvA//cho//
GO_0043648_7	yebZ//galU//ascB//galK//ibsE//yggP//ynbD//mukB//nusG//ydfK//ybaM//ldcA//rep//cptB//dnaA//accA//gntK//cheB//ulaC//pheS//ybiY//menC//ansB//dsdC//dpiA//fre//ispG//ftsY//mtfA//ykgF//rluC//yqcC//ulaG//rplN//alsC//gatD//phoR//arcA//puuC//ansA//diaA//ynaI//cheB//prmB//cynX//flgE//allR//lplT//xseB//nhaB//paaG//dsbB//yjgX//hcaF//btuF//rpnA//ldrD//rplX//gabT//hypC//mreB//rihA//ompN//yjbG//rluE//nlpE//dapD//frr//murI//appB//hfq//rluF//recO//yjgX//
GO_0043649_7	yfgO//lsrB//ubiI//narL//appA//wza//flhA//tsgA//acrB//ydiO//gfcE//
GO_0043650_7	envZ//treB//deoB//cptB//dinG//oppB//ccmA//nrdI//lolE//phnI//flgG//malX//wzzE//cirA//rsmG//lptC//ydjH//tcyP//ansB//fabD//phnL//manA//fabZ//pepB//ymgC//acrR//exbB//
GO_0043686_7	hisH//
GO_0043687_7	yfcP//wecA//lpxT//aceB//rnpA//marR//ugd//
GO_0043708_5	fsr//pdxY//rcsF//lnt//emrD//abpA//cyoB//ygiB//ortT//kdsB//aldA//gltK//glrR//nfuA//aroA//
GO_0043709_6	treB//paaA//bcr//paaB//menE//recA//ychO//rpnC//sapA//
GO_0043711_5	mdoG//deoR//livK//yihR//envR//trpS//lldP//eutB//chaC//gntT//elbB//iscA//insI-2//yehC//mnaT//ycjR//hypT//fetA//wrbA//yjbH//speB//
GO_0043900_4	narZ//glnE//zapD//phnI//elfC//mglC//lhr//nrfF//dppA//paaD//pdxB//gntT//paaC//
GO_0043901_5	malI//hns//lysP//appY//
GO_0043902_5	rplR//frdA//
GO_0043933_4	rimM//ivy//livF//rnhA//nrdE//fucA//argS//dcd//infB//trkG//lplA//trmJ//lexA//alr//msrC//metC//gdhA//intA//yfgI//yjjU//waaB//yggT//artQ//hypF//dapB//yidP//rnb//nhaA//rcsD//potD//fur//arsR//yibA//pdxH//hupB//greB//cusR//mglA//ycgB//cspD//fbaA//hcaC//polA//yidA//ybhA//mutL//prmB//emrK//sbcD//yhjB//cstA//edd//ycbU//ribD//yggF//citT//ybjD//fdhE//agaS//yafS//ygbN//minC//ybcF//eamB//mdtD//nuoM//tdcA//gspF//lsrR//nrdF//pstB//yqaB//pdeD//fhuD//fumA//yoaB//dcuS//tpx//yhcH//rraA//hyaA//sucD//mtlR//thyA//rhaB//emrB//bdcR//ygcR//ndk//coaA//cysD//garP//clsC//pgl//dnaT//dtpB//norR//lsrR//ileS//fimH//
GO_0043952_7	yihU//hybC//amtB//hinT//rlmI//
GO_0043953_7	yhbX//rusA//nanE//rmuC//
GO_0044003_5	cyaY//hofO//yhbQ//ygeX//
GO_0044004_6	yibH//arnB//fliK//nrfG//
GO_0044010_5	bhsA//nrdA//dsdC//oppB//yfbV//ydcR//hupB//lysO//mntR//hofO//chaA//flgG//garL//sfsA//parE//ybaQ//dgoK//menH//yhjR//hyaD//yaaY//perR//ybaL//frdD//secG//clsB//murG//fliL//stpA//narI//
GO_0044011_4	yjjI//yhjD//ppx//yfaV//hemC//fecD//yjhH//frwB//
