#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	ybiV//dinQ//yfcA//alsA//
GO_0031326_6	arsR//insI-1//mepS//tatC//dicB//aaeB//idnD//eamB//glnD//yjhH//yraJ//manZ//dtpB//bglX//ade//poxB//topB//pcnB//trxA//aroA//tolR//nlpD//otsA//hpt//csgA//ymjB//ygbN//leuC//zraS//hokE//ydaC//rhtB//psd//araE//cydA//pgrR//srkA//selU//cbrA//nhaR//mrdA//rpsO//manY//ycjQ//iraM//zipA//csgF//ompC//adeD//rplO//aqpZ//yiaU//pbpG//artQ//melR//hisH//yiaU//pinE//menE//prkB//dcuC//tsaE//citG//folX//rpsL//rimK//putA//dgcM//ycbV//hofC//gltK//rlmH//entS//cmtB//clcB//cysZ//metB//fbp//nimT//hypB//pyrL//cdsA//polA//hybG//moaD//insB-4//sbcD//znuB//mreD//ahpC//adk//xylE//tmcA//mdtB//ydcT//yadG//cca//yhjX//hpt//prmC//cmtB//flgB//mltG//kbaZ//yegV//betT//yqaB//oppC//murB//hycB//queG//cysN//mscL//yieK//uvrB//aldB//ybiX//waaL//hicA//murP//paaA//rcsD//rarA//glcD//rnhA//osmF//gloC//clsB//garR//trmH//nrfB//yggT//surE//yajL//arsC//srmB//hupB//mqsR//rsuA//ytfQ//tdcA//ydiB//eutB//intQ//ubiB//ydjH//yhdX//nrfD//trmI//ratA//potE//mliC//ldrD//aroG//ibsC//pdeF//yjjU//fimG//rnb//trmA//yiaO//ybhR//gatB//elfC//glgC//elaD//ynjD//fhuB//metG//yafS//yhjD//minE//crl//mlaE//ibsA//metN//ccmE//ansB//ykgF//elfA//tufB//fepD//uhpA//trpE//dnaQ//uspC//agaR//hemF//tnaB//feoB//ynfL//cueR//trmO//fucK//hemL//yjfF//sdiA//dtpA//rffM//xisE//bssR//yieE//hisB//crcB//ydjM//uxaB//rseC//rpnD//gldA//argS//cysG//rnb//flgC//ydiK//waaJ//insB-4//sugE//waaQ//mreD//mrr//yhgF//argP//lldP//acnB//leuD//modC//fadJ//mtnN//puuC//aaeR//ycfJ//yggP//yjiQ//glgA//yphB//yqgF//ydiO//galE//yhjB//waaS//lamB//fabB//yeeJ//pgrR//tbpA//curA//shiA//appY//yghW//greB//yaiV//ccmG//allB//glnL//xdhB//lsrA//ampH//narJ//galR//tatE//sgcA//tbpA//recD//epmA//yjjI//greB//ygaZ//gcl//torZ//mog//tcyJ//moaB//kefB//yibT//ycgV//yahF//galS//cptB//fabG//sufA//dut//yhbX//ugd//mntS//rfaB//nth//artJ//ptsG//rplJ//glgA//rpoA//cyoB//rbsK//dppF//yfdS//cca//mliC//fimE//crp//mocA//pspG//fumB//moaB//ybdZ//cvrA//lpxD//relE//nemA//yqiI//lsrK//katE//malQ//cpxA//
GO_0031327_7	mngA//rplA//ebgA//bcp//nlpD//epmC//argI//creC//fadH//hsdR//aroK//rrrD//rlmL//fixA//yjbE//sapF//wecB//dmlR//gshA//gcd//trpE//atpE//rfaC//gntK//nepI//rcdA//ygfZ//fur//glk//rbsA//yggX//rhlB//ahr//dtpA//bcsQ//ybgQ//nrdA//ybaK//argP//yebZ//yjbF//ymjB//yeaG//rpsQ//gor//tolC//mpaA//gadA//yhaV//mlaC//ampD//lysP//narG//gyrA//rpsD//tcyN//yedP//sodB//dtpB//ybiS//rsgA//ygfA//treA//yebC//zur//alsC//argC//basR//arnT//tolR//exbD//ppsA//rutG//mepH//trpB//eno//miaB//yahN//pheM//murF//dicA//ssuA//artQ//coaA//yajO//rutA//pstA//mscK//uxaC//trpC//nuoL//prpR//acrB//tehB//mnmC//aaeB//yddM//yiaF//manA//cfa//srlB//pdxY//hycA//ygeW//caiF//tcdA//allB//bglH//ybjC//selA//opgC//ynhG//nudF//mngR//ibsE//ybaQ//fucI//nuoB//hdeA//livH//rssA//
GO_0031328_7	ptsP//ytfP//rplP//recG//ribF//mgrB//ligB//sfmC//rplO//prpB//yjhP//pstB//cpxR//hemB//lepA//tar//fimB//agaI//alsB//ubiI//ydbK//yihL//katG//ispA//citC//alaC//recE//sbmC//purD//pdhR//yqjH//cysM//hlyE//tdcG//lolA//mdtD//secA//yafC//sgbH//hcaB//fiu//ldrB//entA//dacC//yegV//ygaH//thrL//rplP//ybaT//insA-2//mliC//norR//carB//asd//idnO//insA-1//nudF//livJ//speF//gntU//recX//tnaA//accA//yagI//galE//rpsP//ydbD//ydiO//cfa//yehA//rzpR//narJ//alr//hcaR//cbl//queC//uhpT//ibsD//thiE//yieH//menF//
GO_0031329_6	betT//yehC//ydcI//umpH//ccmF//folM//apt//iraM//abgT//
GO_0031330_7	yceD//
GO_0031331_7	mliC//yecS//
GO_0031333_6	acrF//yodD//glmM//waaB//tyrR//ihfA//secE//appA//tsaD//cyoC//
GO_0031334_6	chbC//eamA//setB//lpxD//nimR//mngA//sixA//ydcO//ydcS//yahB//yphB//
GO_0031341_4	agaW//
GO_0031342_5	solA//
GO_0031344_6	hycB//yjhG//feaR//yraJ//rhaD//
GO_0031345_7	rsmE//htpG//
GO_0031346_7	ompT//emrD//bcr//
GO_0031365_7	leuO//ligA//yaaA//xdhB//metK//hycB//mnmG//
GO_0031399_7	mltA//nadK//minE//
GO_0031400_8	ybeY//
GO_0031401_8	tadA//sbp//
GO_0031437_8	ravA//
GO_0031439_9	hfq//
GO_0031455_5	wecC//yhcF//
GO_0031456_6	arnF//dapD//
GO_0031460_7	eptA//hisH//araD//entD//clsA//cadC//ftsK//adhP//dsbD//fadH//acrZ//ampG//
GO_0031506_7	trkH//
GO_0031554_7	lpxK//yhbX//tdk//rluC//tpiA//cusF//yeeJ//ispU//zapE//malP//luxS//yieK//sufC//gltL//maeA//cptB//rplI//rnlA//sppA//yrfG//
GO_0031555_8	umuC//araA//rpmE//pflC//yjjB//nrdE//
GO_0031556_9	murG//yihI//
GO_0031564_8	csiD//appC//nuoN//setC//feoC//lysR//ompF//xylH//pspC//hcaD//ybdG//yggE//yihR//
GO_0031589_4	hisM//cpsB//sbcB//galF//yddA//rutF//ycjW//glnP//recF//narQ//nlpE//corA//metK//yqjH//sufA//
GO_0031638_7	hisA//
GO_0031640_3	pepD//rpsR//potD//dcyD//rpsI//
GO_0031647_4	potF//csgF//hyi//yfcQ//ftsP//ycfL//ebgR//
GO_0031648_5	mnmA//
GO_0031667_5	sgcC//appY//gudX//sapC//sdaA//tolA//alaE//allB//yiaU//cusF//ybcL//dgcQ//ydeT//asmA//tomB//fhuC//udk//gltD//ispA//narP//exuT//lacZ//acrB//bglA//amyA//ubiF//pstB//recD//aphA//cysH//yadV//ffh//phnM//rffC//slt//speB//tdcB//tadA//dacA//yghU//preT//
GO_0031668_4	rsmF//bcsQ//holB//ratA//tsaD//yraK//dapB//pheT//cpoB//pfkA//pspD//hybC//kbaY//torY//phnG//pgi//ptsP//deoD//clcA//yifB//yhcH//hpt//ycbU//nrfF//artP//caiT//narH//melR//tig//rhaA//waaF//prmA//mdoD//nudG//rsmI//trmO//ratA//lolA//tcyJ//efeO//nlpD//dtpC//agaR//ybdR//glsA2//actP//glxR//hemF//uhpT//nemR//nrfG//sugE//yiiM//
GO_0031669_5	waaB//kdgR//srlB//ppsR//yifB//argA//smpB//dnaJ//rplJ//argF//ascF//ypdF//waaP//amiA//prfC//clsA//map//ilvA//fliL//panZ//manZ//yagU//yfcU//flgC//hslO//ivbL//rbsD//mepA//rhlB//yhcN//ygiB//
GO_0031670_5	yraN//gcvP//cirA//
GO_0032025_6	fdnG//grxD//
GO_0032026_6	mqsR//rsmI//pta//
GO_0032048_8	menI//mdtF//yagI//
GO_0032049_8	gshB//ynaE//yfeD//
GO_0032055_6	uhpA//
GO_0032069_6	cheR//icd//fumB//mrr//ispF//
GO_0032074_7	ydcS//ydfD//cdaR//rapA//nuoI//
GO_0032091_6	uacT//
GO_0032147_9	gspE//
GO_0032150_8	slmA//
GO_0032185_6	queF//
GO_0032194_8	uvrC//
GO_0032196_3	yhjB//hiuH//ygiN//era//otsA//maeA//yghU//flgM//fecA//yidR//bluF//acpT//zitB//
GO_0032238_6	rarA//
GO_0032259_3	rplD//elfD//yehP//etp//msrC//dgcF//tatE//asd//wzyE//mdoG//opgE//adiA//rnhA//gudD//dam//emrD//ybiA//rimM//opgC//zipA//ydcM//ydhQ//ynfK//ompT//cho//topB//ccmG//ompC//eutK//yehP//ymgC//nuoF//rimM//dgoR//glcE//wecC//cmoA//fkpB//rnlB//uhpB//fabB//deaD//mdtN//mprA//yfdC//ygaV//metK//apaH//pgaA//yieK//yjhG//mngR//yihV//sfmA//maeA//nupC//deoA//
GO_0032261_6	chbB//ndh//paaF//
GO_0032262_6	ampG//
GO_0032263_7	nepI//hisH//
GO_0032264_7	fepD//glnL//
GO_0032265_7	moaC//
GO_0032268_6	mug//hybO//infC//mltF//yggX//idnK//yciA//yeiL//sucC//ydjJ//yeiG//wecC//allR//citE//xylG//kdsB//deoD//htpX//wecA//alsE//ilvC//agaB//yhgF//ybjN//pabA//dpiB//cvpA//uof//napF//ptsI//yaiV//dnaQ//tdk//ssuA//dcuS//nrfA//lpoA//hdeA//dsbB//yedL//rne//yhaM//nanA//comR//yccS//deoR//
GO_0032269_7	ridA//greA//lysA//hslJ//ybjN//yjjW//glyA//infB//mtgA//flgA//yqgB//ybhR//glsA1//yiaO//dtpC//rbsB//yhjB//malI//tsaC//mhpD//uxuB//yegD//ugpB//insF-1//yiiM//maeA//murD//xylG//
GO_0032270_7	lsrG//eno//rluB//rpmH//torR//zupT//tdcE//ybhA//ygaZ//cpoB//
GO_0032271_6	uvrY//baeS//
GO_0032272_7	wzc//ygiB//
GO_0032297_10	eamA//rclC//waaG//
GO_0032298_10	csiD//yceK//
GO_0032324_6	xylH//tdcD//umuD//
GO_0032328_7	rseB//kdsA//
GO_0032329_7	yrbG//fbaA//rep//hisQ//
GO_0032359_7	yggP//ybiT//hisS//
GO_0032386_6	paaX//cadB//
GO_0032392_7	yfaL//hycH//fixC//livH//yddM//potH//serB//ibsD//ybcQ//trpS//nemR//ydjE//deoR//
GO_0032409_4	glcE//cecR//chaC//edd//
GO_0032410_5	sucD//
GO_0032411_5	acrE//asnS//
GO_0032412_6	yqiG//aspS//yafS//ygjH//
GO_0032413_6	dnaG//
GO_0032414_6	adiA//rusA//
GO_0032445_10	mlaF//malZ//ybhD//ygiW//bamB//
GO_0032459_6	tyrA//
GO_0032462_7	ydiB//
GO_0032465_6	cpsG//rcsF//rplQ//pgl//appY//
GO_0032466_7	rutF//tsx//
GO_0032467_7	gapC//
GO_0032506_4	der//ldcA//wecC//gluQ//yejF//fadB//rplW//rimP//rpoS//lsrR//wcaB//
GO_0032508_8	ygeV//iraD//mepH//feaR//yijE//yjcE//ffh//metG//argE//cueR//rne//gshB//dhaK//
GO_0032535_4	nagK//ugd//ulaC//atpD//gutM//
GO_0032774_6	iscS//pheP//yeaG//cysD//gloA//murI//malG//gppA//mrcA//folP//mcrA//yhaJ//evgA//citT//dcuR//feaB//mutL//ndk//hofQ//frwC//wecA//sbcB//yidD//yqcC//ftsK//narX//cpoB//insA-2//ygfA//hda//yaaU//cyaY//narX//mdtN//nuoI//bdcR//pldB//ygfA//glvB//hemE//fixC//pcnB//waaS//mdtI//fliS//ftsA//actP//xseA//cpdB//gsiA//hprR//hemE//cysA//rpmA//setC//wza//waaO//cheA//yhhY//mutH//fsr//glpR//fabH//gph//flgD//erfK//ulaF//ansA//atoS//ftsN//ulaG//dsbD//sgcX//ilvA//allD//recO//torC//ycjW//yqcG//panZ//tpx//fucP//yiaL//tonB//yihL//pyrE//pheP//ubiG//sapB//pdxY//ycbU//rnt//waaC//fryB//malF//cytR//paaG//ubiH//glrK//mutH//arcA//dmsB//ypdC//trpL//rpoS//aroB//yobF//nirD//narK//pstS//greA//secF//ftsP//ubiH//yahB//mazF//ygiV//arsR//pcnB//acpP//fklB//yqaA//nudF//zraR//ydcZ//prc//fkpA//yeeL//casB//
GO_0032775_6	mdlA//dnaQ//selU//
GO_0032776_6	btuB//
GO_0032780_7	ykfI//moaD//
GO_0032781_7	ibaG//yjiY//citT//
GO_0032784_8	fpr//yebS//
GO_0032787_7	dtpD//yihW//dpiA//yadK//mak//yadV//rpsI//ompA//cadC//ompC//yajL//kdsB//rsmE//yjgX//deoA//kbaY//bioD2//bfr//dut//cheR//rfbX//hsdM//bssS//ytfT//gshB//bglJ//sapC//emrE//panB//dapF//otsA//rlmA//cysH//ftsL//glnA//yfeX//potF//rbsD//metG//rcsB//ybcL//elyC//rmuC//parC//purU//hypA//phnN//ydiF//tyrS//folD//murQ//pgsA//eutN//ulaR//ygeR//ccmE//cusS//ygaH//flgD//mglB//hlyE//mntP//rclB//galE//rplW//pspD//lolE//fepG//speE//fimD//insI4//abgA//ygeW//tpx//cobT//mrcB//menH//ymgF//ydcS//ftnB//bcsA//ftsX//insH-6//glgS//bdcA//rodZ//tyrS//rpsG//potF//fliS//flgF//tdcB//yibH//rplI//hchA//ilvE//ycbU//eptB//rcnB//ghrB//gltL//mppA//opgE//argK//rclB//allD//prfA//pgrR//baeR//dctR//motA//ynfF//lysR//mdtJ//rseC//pdxB//flhC//glpK//nadB//dctR//elfC//hemF//yaiP//pdxJ//fliD//yagI//sspA//yahB//mdtB//dicC//elfG//yphF//lacY//yhdW//frwB//nagK//yccS//abgR//hofC//sfmH//abpB//ansA//sodB//ybbW//mglB//rpoA//nikD//rpsG//lipA//aceA//insA-1//pnuC//ubiJ//fdoG//umuC//sugE//zipA//rsmG//yebC//aroC//fadI//deoC//gsiC//gadC//dedD//yjjB//ygaH//dcp//ftsN//yjbG//pckA//serS//nikE//entA//mraZ//asnC//ybjI//pnuC//queE//abgB//rpoS//yfeX//nhaA//lgt//cvpA//hcp//pflC//lptC//yraH//rmuC//rlmI//bacA//pstB//hcaD//trg//ldtB//rlmH//ogrK//clpX//ybhI//secY//gapA//tatE//
GO_0032790_6	aroE//ycjR//
GO_0032879_4	mnmC//livJ//fepD//kefF//opgE//cof//kup//dnaB//prkB//ldtC//ydfH//argK//potD//amyA//mreC//cysE//yaaU//cbtA//waaQ//sfsB//napA//yciT//cysC//maoP//trpE//ycaO//fabG//clpX//
GO_0032880_5	ssb//iscA//rimO//
GO_0032881_6	ascB//mglB//fepD//fimE//
GO_0032885_7	rpsO//radA//hemG//
GO_0032940_3	narU//yciK//yjbH//yqeG//yfhM//yihI//yfdS//
GO_0032950_7	insA-2//
GO_0032951_8	sapD//
GO_0032954_7	yagG//yadG//csiR//
GO_0032955_6	mraZ//evgS//pflB//
GO_0032973_7	hokB//nfuA//fimE//fliK//yqjI//
GO_0032978_7	glxR//yfhM//rnt//feoA//
GO_0032984_5	paoC//waaS//tufA//mglC//eamB//asnS//hycH//csiR//wcaB//
GO_0032988_6	sucA//gltI//
GO_0032989_4	yafQ//
GO_0033013_5	gpmA//ais//rzoR//ygaZ//rplY//eptB//gltX//araG//phnN//fbp//cspC//tauD//clsA//ilvC//yiaJ//treR//ybeQ//cheY//hisI//rcsF//clcA//
GO_0033014_6	arnD//dppA//ybiY//etp//dppF//pinQ//iscA//frmR//ubiG//tadA//rlmD//abgA//tesB//carA//mazF//efp//ispH//cas1//codB//gcvT//intF//
GO_0033036_3	leuS//yfaU//tolR//rbbA//lpxH//mrcA//tig//yqjA//cadB//serC//ybiX//ykgO//mdtQ//proW//uxuR//yjeH//clpX//sgcB//xanQ//proQ//frlC//gutM//waaU//dmlA//pyrC//ptrA//bglX//ybiA//plaP//phoU//rlmB//rfbB//yneJ//yjfP//yneJ//pdeH//slmA//flhD//nfuA//sdhE//murF//ygfX//yhiM//ydiQ//rbsD//kdgR//yehB//yciG//ydaN//
GO_0033043_6	ycfH//yfaV//sdhE//araC//ampD//
GO_0033044_7	rraB//
GO_0033051_5	narH//
GO_0033120_8	dnaX//
GO_0033157_7	recG//xanQ//
GO_0033194_5	yihR//eptB//yjjX//spoT//
GO_0033195_5	ybiJ//
GO_0033212_10	aroF//fimF//alsK//yeiL//yedL//
GO_0033214_11	hypB//hha//
GO_0033228_8	tyrA//seqA//ydcP//yadK//
GO_0033238_6	yhhY//entC//nanT//yhhZ//
GO_0033240_7	ymfK//
GO_0033317_7	yfcU//hisI//pphA//yphD//
GO_0033319_5	rbbA//
GO_0033320_6	proQ//
GO_0033345_8	pcm//
GO_0033353_5	menB//
GO_0033359_7	tdcA//mntH//
GO_0033365_6	pabA//
GO_0033383_6	ccmD//
GO_0033384_6	glcD//
GO_0033388_7	yfhM//
GO_0033477_5	tsaE//
GO_0033499_8	hofM//murF//lgoD//syd//lsrA//yihV//ihfA//
GO_0033517_5	bamC//
GO_0033518_6	hslO//
GO_0033526_7	hypB//cheA//yaaJ//lysP//
GO_0033539_7	chiP//ybdO//feoB//
GO_0033542_7	nrfG//selA//
GO_0033543_8	ogt//
GO_0033554_4	manX//lptF//ompW//glpD//gph//btuD//melB//dgcT//aidB//torC//rluF//arcA//ccmE//metI//plsX//ychH//ldrD//argI//bioD1//ynfF//rpsS//rlmL//gapC//yebZ//kdsD//kduI//tnaB//paaF//rnc//efp//ydcM//galF//gmk//uidA//fdhF//nfsB//yciH//murB//ascF//ybiA//glpF//ycbX//ompR//folP//zapB//yccS//nrfA//tadA//metI//rssA//garR//rplY//pnuC//yihS//feoC//proS//lamB//bssS//galP//flgK//rfbB//grcA//aceB//ispH//ftsY//holA//pitB//emrB//marR//dnaQ//mnmC//tsaD//eptB//yqjA//suhB//mutL//ssuD//parE//araF//tatC//citT//hyaB//trmA//dfp//insI-1//tmcA//otsA//appB//dsbC//lptB//yqjI//ldcA//yeeA//ltaE//tamB//fliZ//recT//yjcO//hha//phnL//thiM//gsiD//agaS//ubiG//mliC//fdrA//npr//arnD//nrfG//bamA//yqiI//sfmD//sucD//scpB//bhsA//ybjN//yghG//caiT//speD//cof//gloA//yieH//bamE//yiaA//rimK//yhcH//rplD//cra//lasT//mepH//gadC//yhaV//treB//cheR//oppB//galU//zntR//pyrC//pyrG//yfbR//ilvN//fpr//rcsC//rplW//degQ//hisH//pepQ//cas2//folP//nrfD//rpsA//menH//dtpA//paaX//fimB//azoR//ydjM//dmlR//hofO//plsX//sufB//lpxL//rbsR//glcB//hyfA//ibaG//ynjA//dpiA//bamC//rpsD//iclR//ycgV//opgH//aroK//tufA//ybbY//yjfP//lpxH//topB//arnE//dcyD//rfbD//pgaA//nudB//aaeR//cpdB//mlaB//cysA//feoC//yihR//nagZ//hdfR//flgJ//rrrQ//yihW//rplN//murB//amyA//allC//emrB//ftnA//rppH//allB//moaC//casB//ymfK//ftsQ//ydjH//deoA//oppA//trmI//satP//hda//adiA//chaC//setB//cpxP//gpmM//elfG//sbmA//ghrB//gor//pphA//yafE//phnK//stpA//hisM//narI//aqpZ//glpR//cadB//pgsA//exbD//tdcR//cpxA//kbaZ//uup//gloA//mrcA//yqiJ//cycA//rplB//mdtN//amiB//ygfI//ahr//yddG//yadK//zapE//yneE//umpH//rho//malY//tamB//mtn//araH//dgcJ//cydD//adiY//yagI//ycgR//focA//phnG//cysZ//tnaC//murR//fumB//bhsA//glrK//dosP//pgi//dtpB//rplE//narZ//ypdC//cheW//yeeA//yihS//truA//chiP//ihfA//napB//nagC//nadC//ygaV//frlR//rbsK//yadI//rcnB//feaR//hypT//paaK//rppH//yahO//znuC//nepI//mrr//mngR//ivy//elfA//fsr//paaB//ddlB//aspA//arsC//lysP//adiY//yqhD//pdxA//tnaA//pdeK//rfaC//cysU//malK//pgpB//ogt//rarA//ravA//fdnI//ymgC//fucI//pspF//cusA//cadA//
GO_0033559_6	atoC//
GO_0033567_6	treC//
GO_0033585_7	iraD//cof//
GO_0033609_8	ilvH//
GO_0033611_8	codB//
GO_0033674_7	glpA//
GO_0033683_7	rpoS//
GO_0033692_6	rlmE//arnA//phnO//fsr//bhsA//rlmI//umpH//yeaV//aroC//rseP//melR//hscB//frlB//xapR//slyD//dinD//mltB//pfkB//gloC//entF//nfsB//opgD//ecpR//yihI//cysU//potE//ppk//arnA//pppA//rseB//sdhC//yhjB//gspE//thrC//nuoI//plaP//ydcZ//rplL//fabR//ygeA//argH//yafN//narX//hlyE//tdcR//dppA//gmd//
GO_0033865_6	allS//recG//malY//intF//nusG//cadC//nanE//
GO_0033866_7	rseC//yfbR//birA//rpmA//
GO_0033875_7	recG//holE//sucC//fliL//ydcI//dcuR//glcD//
GO_0034030_8	dppD//yhjR//norW//aas//
GO_0034032_6	fimC//mdtM//ldtE//plsB//alaC//ilvL//rcsD//
GO_0034033_7	gudP//sgcC//nagB//fdnH//
GO_0034035_7	pepQ//lysA//ttcA//
GO_0034059_4	ybcC//dcuR//
GO_0034192_7	sgbE//dcuS//rpmC//
GO_0034193_7	qorA//
GO_0034194_8	ygcR//codB//gntR//
GO_0034195_8	mgsA//
GO_0034198_6	glnL//bdcA//relE//
GO_0034203_6	malP//
GO_0034204_5	adiY//ytfP//
GO_0034213_6	sdaC//
GO_0034214_7	hsrA//fcl//mqsA//rlmC//
GO_0034219_6	rfaG//rpnB//ytfP//hpf//ybdN//ydcP//sodB//yahF//eutN//hyfA//alsB//phnC//yghO//prlC//metQ//dkgA//pgsA//abpB//ybiW//yajQ//mepH//msrA//zntA//yahD//yhfS//rbsK//dapD//glpC//yhdH//prpC//sdhA//phoQ//yidL//fadR//arsC//yeaK//sohB//fepE//slt//fadI//folP//mprA//yijO//pfkA//pflB//cyaA//fic//yobA//mlaD//opgC//sdaB//creB//fecD//malF//thrC//hemG//adk//map//gnsB//puuP//ldcC//hscB//tesB//yeiL//ybiO//yafN//menB//menF//accB//nanT//rodZ//livK//narY//ugpA//asr//sufS//paaF//hinT//cyaY//ibsA//plsB//yadC//kbaZ//ribE//trpL//paaH//insB-4//pntA//rpsL//ynaI//gcvP//fruB//hlyE//treB//
GO_0034220_6	glgP//cbl//ratA//torC//surE//rimM//sdiA//lolC//uacT//plsX//nac//sapD//rlmD//arsC//dhaM//leuS//kdsC//ykfM//chbB//patZ//ubiB//pth//metL//yneJ//rbsB//modB//ettA//ogt//yddM//hflX//msrB//cynS//shoB//glcB//frmR//hiuH//mngA//rcnR//citT//ypjD//mobA//ydeT//ydcM//arnE//gph//kdsD//moaB//nlpI//grxD//secE//feoA//dtpC//ytfP//hyaA//rlmD//galF//lolA//dcd//allS//elaA//idi//yidC//dgcM//fdnI//tatB//artP//tcyJ//folD//uxuA//ybdH//potE//tktA//fetB//sgcE//dapF//recJ//cmoA//rluB//iclR//moeA//folC//rusA//mltA//lysO//trmA//uraA//cyoB//srlA//xapB//yeaV//nuoH//yidP//murD//sspB//yccA//thrA//leuE//ptsN//cysP//yedA//metF//opgC//sufE//pncB//lgt//metH//glyS//citT//torS//ccmE//sppA//mtlA//rdgB//paoC//eno//mglA//ychO//pgm//argK//gpmM//yihU//frlB//cbrA//yqeF//hypT//gltD//exuR//atoS//rpmA//gcvH//pphB//uxuB//yaiV//hemF//prpC//ghoS//dnaJ//fadR//azoR//ubiB//uxaC//glcD//clsB//baeS//ftsW//rbsA//entE//ttdA//pdeL//prmB//ygiW//ymjB//sdiA//ispU//dacD//treA//gstB//tnaC//oxc//yahD//treR//chbF//hflX//phoA//eptC//pfkA//rpsR//srlB//melR//ydeT//cydD//frvB//waaY//cysK//hisH//
GO_0034224_6	hypT//metB//
GO_0034227_8	rlmI//kdgR//ptsP//perR//dppF//frwB//ybfA//clsA//
GO_0034248_6	kdgT//ychH//fecB//ycjR//yddA//moaE//dinB//cyoD//thiM//pppA//recQ//thrL//gltL//mdtP//dsbC//galU//tufA//tsaE//rpmH//kefC//ygjK//yhaV//insB-2//rep//aroA//hflX//essD//ssuC//chbG//mreD//ilvL//opgE//insB-4//guaD//clcB//pstS//pgi//yagU//ybaM//ypdA//yihT//
GO_0034249_7	dpiA//nikA//rsfS//queE//mltF//rep//dacA//yeaE//xylR//nadA//flgK//ygiB//appC//tatE//ftp//adhP//emrD//yejE//ynjD//ompA//cysD//fumC//amiA//yjhG//rplE//
GO_0034250_7	trpR//yqjH//csgE//ybdO//ycjD//topA//glnL//
GO_0034258_8	yghO//
GO_0034260_5	hslU//
GO_0034285_6	gsiB//
GO_0034286_7	cobU//
GO_0034288_6	gudP//
GO_0034289_7	fdhF//
GO_0034308_5	clpP//gspI//gadE//chaA//glnA//yidH//tauD//mntR//ribD//ybeQ//dauA//
GO_0034309_6	zapB//cas2//rpmH//
GO_0034310_6	yhaM//priC//amiB//grpE//appC//cheR//
GO_0034311_6	rlmF//udk//cueR//
GO_0034312_7	yehD//pyrD//
GO_0034313_7	hscA//
GO_0034337_3	zntA//plsC//
GO_0034355_7	cysH//ndh//pth//rihC//
GO_0034401_5	cdaR//
GO_0034404_5	yadK//moaE//csgG//proX//ssb//ybeF//ynjD//paaG//rpsQ//yeaK//rsfS//glgB//sufD//gudP//bisC//ybbY//dtd//narG//rho//ispB//rhtA//rbsR//moaE//pgl//eutD//idnK//appA//hofO//satP//pheS//chpB//nrdB//yoaA//allS//topAI//fabH//glpX//gspI//epd//dgcQ//pdxY//cdd//yraK//hrsA//lasT//gsiC//acrR//insI3//thyA//cysM//
GO_0034414_9	atoS//
GO_0034421_8	fadK//
GO_0034440_4	aaeR//dmsC//rsgA//pdxK//hrpA//ygjR//yabI//ldcA//lapA//hcaD//yedX//mrp//rfaD//yfgO//gapC//rimI//yihI//argH//uof//frlC//
GO_0034470_8	pheT//yehA//asnC//opgC//yieF//fucK//potC//dedD//aspS//galK//crcB//sfsA//gcd//ydiO//gshA//sdhE//ybdM//mqsR//tolC//fadI//cbrC//yadG//yagI//sdhB//recF//fimE//hexR//gudD//ptsG//vsr//norW//secF//waaC//rffH//betT//hprR//aceB//efp//nmpC//agaC//yihU//psuT//livK//mlc//ogt//ftsA//rrrD//cydA//ydjE//mcbR//leuC//yjiR//topAI//pitB//galK//recB//metN//hscB//mog//rzpR//yjbH//yadM//ydiV//cmoA//phnM//spoT//paoC//ycjU//ptrA//rfbD//rplL//mntP//cydC//puuR//ynhF//yebK//aaeR//yqcC//dnaX//fre//yohC//arnT//fabD//puuB//ugd//rplO//tatE//ydeE//yqhD//yqgF//pdeR//asnB//yhjA//chbG//
GO_0034471_9	yhjV//yehA//rutR//pck//
GO_0034552_7	iscA//
GO_0034599_5	insI-1//agaB//pdeF//frdA//zinT//lasT//ppiD//talB//gloC//pgpB//tauB//csdA//rffM//yieH//uof//kefC//menE//ygeR//creB//lysR//yjhB//yhbX//gstB//
GO_0034605_5	folC//gspI//proA//kduD//yddM//nanK//gcd//ppiA//intF//
GO_0034613_5	arsR//nudB//gnsB//srlE//dgcZ//elfC//hisB//tatE//phoA//ibsC//ompW//dmsC//yjaZ//baeR//malF//cysC//yecS//
GO_0034614_6	rsmD//hyfC//eco//mobA//kdgK//oppF//yigB//manA//glpF//yfhM//tdcR//nagE//rplF//
GO_0034620_6	mntP//ampE//glpR//dnaC//
GO_0034622_6	yidK//ftsB//hisC//cyaA//ycjD//sgbU//ybiA//thiQ//lsrB//sohB//hybG//yihR//yjhH//alsK//rstB//pdeR//metK//zapE//rlmG//nudB//pstC//groS//fkpB//ldtD//sspB//acrE//ldtB//dsdA//mdtP//thiP//crcB//yihQ//secD//fepD//rpnD//purB//rpmB//ydeP//ybhR//yagJ//glnQ//
GO_0034627_10	rof//rnr//nudB//yhjV//ade//
GO_0034628_9	citG//paaA//gnsB//yjiR//ybbN//
GO_0034635_6	elyC//fepG//yijO//rstB//yafC//cheY//
