#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	argS//fadR//secD//fadM//
GO_0034644_7	rhaB//dadA//
GO_0034645_5	radD//uspC//cueR//sdhC//yrbG//aspA//bioC//rhaM//tdh//dppF//yagE//yfbR//rho//trpC//ybiJ//flgC//yajR//mraY//putP//nrdA//ppsR//glrK//galE//narV//yqeF//prfC//valS//degS//thiP//melB//qseB//pal//mscL//cycA//yfdK//fadM//gsiC//ugpE//envY//yhcD//yfdC//creC//accB//glrK//patA//tusD//hycH//waaL//tgt//cueR//ompF//rimM//ubiH//mscK//cysQ//dut//murB//mdh//ybhA//aroH//folE//tdk//aaeB//grpE//ybjL//sdhC//clpP//dapF//cptB//argA//rhsD//glvC//yagU//hcaB//mltC//dnaJ//dnaT//prfC//nrdE//hflC//prkB//yqgF//dcuR//pphA//sgcE//cdaR//cysI//yidP//allC//fimB//phnJ//sdiA//ykfI//fixA//sfmA//rplL//dgt//dusC//mrcB//argO//acpS//msrC//cobB//hyaC//hypB//ydgA//plaP//glyA//hsrA//nagA//blr//ybdO//entB//thrC//rlmJ//cpdB//osmY//hemE//flhA//insE-1//shoB//mutS//aroG//yjjI//narV//frdB//mrcB//fadJ//yiaL//ftnB//ttcA//dnaB//phnC//lacY//alaS//tktA//acnB//ompA//afuB//aidB//hisG//yhcH//puuR//fbp//kduD//nirC//ivy//bipA//tolR//casB//ybiS//mraZ//thrA//alkA//mdtI//yagE//tolB//yihP//bluR//ybiV//yegV//yjgX//infB//xylG//ymdB//menE//lapA//fruK//rsmC//kdpD//yghG//rluC//puuA//hyaC//udk//gltL//ppk//agaD//hemF//topA//mutL//marR//yeeA//acnB//modA//murD//rluB//pheS//trmA//ptsP//sgbH//yjjW//nemR//dgcJ//rutA//mtfA//cyoA//grcA//recR//erpA//pyrE//hdeB//ygeX//oxyR//glpD//ulaG//ybgI//ygiV//gnd//pliG//deoC//kbaZ//rseB//rmf//hfq//sthA//glcB//dbpA//ydeI//fepB//aaeR//thiD//ibsB//hcaB//tamB//yhcF//rlmG//epmA//zraR//panZ//paaG//ybhR//insB-2//rcsA//tap//yfjV//phoP//mrr//rodZ//dcm//ybiW//cdsA//sgrR//rfaH//rpnD//oxyR//tadA//xdhB//nanR//lldP//fabI//btuD//rodZ//rnb//arnB//recF//phnN//hslV//yhiM//ygfA//prpB//pdeR//ccmG//exbD//baeS//rzoR//recD//appA//dcuC//priC//yedL//rlmA//hyaA//phr//ubiI//garD//dxr//cysN//macA//rpsR//lpxT//hyfF//npr//mdaB//gapA//kefB//manA//mlaC//gor//prkB//ada//atpD//hflX//yibH//polA//glvC//ubiX//ybaQ//cusA//gdhA//yidH//ruvA//insI3//gloA//
GO_0034654_5	narW//hybO//cysG//lptD//cydD//rffT//purR//hypC//ftsB//yjiX//ydiP//nepI//rplF//rsmJ//deoR//yihL//kdpC//asr//yjfP//hofM//uxuB//mntR//ydhC//dxr//pyrC//purB//hscB//arnD//araB//lpxT//rsfS//asnC//pyrD//ahr//fliL//purA//dinD//tisB//elfA//fliK//rpoH//relE//mdlB//nemR//rfaF//manX//rlmC//ydaN//selA//gadB//casD//lpxB//yhdW//sodB//yoaA//tusA//garL//asnS//coaA//ubiG//zapE//rpmF//yihR//yjtD//fecB//mocA//pgpA//hemC//fadE//folX//yedP//crl//bioD1//ruvB//hisH//diaA//rppH//cheZ//gppA//chbR//garP//ybaT//ycfH//trmA//ycjW//mtfA//epd//eptC//nimT//ybeF//mglA//dosP//coaD//kduI//hemC//rffM//ydhK//cysD//rbsK//orn//dsdC//clpB//yeaK//hdfR//ygeX//narZ//cspC//nei//elyC//arfA//galM//glnL//sgcA//appC//pgi//nadA//gltK//cysN//tauA//yidP//thiI//rutG//yoaB//higA//atpA//dacB//ybiV//dtd//xdhB//yehB//pabA//zipA//norW//sdaC//yggP//truC//paaD//ydcR//yfdG//putP//ddlA//insB-2//ung//csrA//ftsL//glnK//greB//yddM//folE//ilvM//dbpA//prpR//tdcE//yfcA//ydeI//alaS//mtgA//sgcE//mutY//zraR//yfhH//rihA//yhdX//srmB//symE//frvR//rfbD//nemA//kefF//yagU//tar//yccA//mscL//ygeV//narI//tdcR//trmD//gdhA//fimD//phnI//trg//dapD//fixC//fpr//nuoI//flhE//minD//sulA//ttdR//acrA//ynaE//bglX//yaiV//gsiB//ybiH//avtA//cspD//uhpA//yhiM//pldB//insI-2//matP//ykgF//nepI//nrdH//trmA//cysD//cspC//zwf//fliK//bioD2//syd//cnu//chiP//rpe//rplT//yieK//mlaF//ltaE//yhfS//astC//fliK//rffM//yjaZ//yhaV//ghoS//prmC//rsmF//insI-2//wrbA//glgB//ecpR//yagF//mltC//gatY//ychF//ybeQ//lpxM//ygbN//rimJ//mdtK//cheB//yafC//thrS//ilvH//fabZ//blr//cysN//acrZ//sgcX//rnc//dppD//hexR//ygiV//frlA//rssA//ynhF//yddA//fepG//
GO_0034655_5	waaF//bdcA//nlpE//fdnH//mog//pinR//ybhP//ulaG//rppH//ydiO//dacA//ssuC//puuD//gudP//adeP//leuB//bamE//murJ//sfmF//sbmA//guaA//prmA//nuoB//selA//elaD//fadA//ldcA//yfcP//potC//gshB//glnA//rfaF//narY//ygeA//gcd//hprR//nudF//malX//yfgJ//lpxK//yfcV//pntA//dicB//bolA//minE//rmuC//iscR//trxC//napA//artQ//waaY//ydcM//emrY//sdhC//ftsE//gspJ//cas2//mtlD//folM//ygcR//fimH//patA//tonB//relA//xseB//puuB//poxB//ivbL//lptB//xylH//rutC//sdaC//frwD//
GO_0034656_5	agaI//fepC//eutR//hpt//allC//yhjV//yiaN//ddlB//cdgI//corA//ycgB//yhbO//ldtE//
GO_0034660_7	tsaE//fabD//nepI//fau//rpe//abgB//cmoM//rbsB//gfcE//opgE//ansA//melA//rpnD//gluQ//ygbN//rclA//cobU//yfcV//msrA//afuB//phr//miaA//narK//ccmD//csgA//gntP//ygbM//hyaD//dsbG//sucD//lyxK//folM//ddlA//pspG//rlmD//artM//selB//ruvB//cysE//rcnR//araF//tag//tyrS//hypA//pgaB//phnL//phnI//purN//hypT//curA//yahN//yeeL//dnaQ//rcsC//ushA//rayT//pspG//yebG//clpX//dpiA//satP//crcB//insF-1//rbfA//lysO//rbsA//ppiA//glyS//ydeP//malI//yhhY//rplL//ihfB//cvrA//ygjK//mcbR//bamC//flhC//sgbU//pspC//frmA//ycgR//pgrR//yeaV//rcnR//narW//hybA//ycfS//tufA//yidD//gmd//queA//motA//frvB//tesB//purB//gloB//mntH//rpsQ//rplJ//rmf//yfhH//rnb//ldtD//yajQ//hisC//frlA//ycjP//rcnB//blr//pdeK//exbD//srlD//btuB//glnP//ybjC//gcvR//mprA//ligB//holB//sgcC//rhaD//
GO_0034661_7	thiH//mltD//melR//fimD//
GO_0034755_9	eptA//leuS//ubiF//yfdK//
GO_0034762_6	ybdM//gmhB//atpH//mntP//ydeP//sdhC//dps//htpX//
GO_0034763_6	hupB//nei//
GO_0034764_6	yfeD//norR//
GO_0034765_7	csgE//hemL//phnO//ycdY//trpD//galM//ygaZ//
GO_0034766_7	narQ//
GO_0034767_7	abgT//rnt//
GO_0034775_7	yebC//ilvC//fhuC//yjtD//flhE//
GO_0034983_9	tdh//cspI//
GO_0035235_6	napF//tusA//lplT//yihW//
GO_0035303_8	tusD//kefF//murC//ybhD//gltI//
GO_0035304_8	nagE//
GO_0035306_9	glnE//
GO_0035307_9	bcr//
GO_0035335_8	glrK//argD//trpR//
GO_0035344_8	arcC//ybjD//
GO_0035350_6	recJ//
GO_0035383_4	hybG//rhlE//eamB//trpR//dnaN//ydcR//tusC//pepN//
GO_0035384_5	pspD//cmoB//
GO_0035429_8	yieL//alkA//dnaN//ileS//treF//entF//
GO_0035433_7	thiM//nikR//
GO_0035434_9	ybdZ//moaE//hypC//hha//fucI//
GO_0035435_9	flhC//rlmN//deoA//yjjB//moaD//bdm//trmL//cbl//dinI//
GO_0035442_7	rlmI//sgcR//narH//skp//murG//miaB//mdtB//tcdA//pepN//rspB//yehT//
GO_0035443_7	pabB//xylH//kefG//cheY//exuT//fau//prkB//hisD//
GO_0035444_9	moaE//ynbD//rlmD//truD//ycfS//insB-2//arnF//
GO_0035461_6	spy//murE//hupB//dgoK//yiaT//yibH//acrZ//cydA//sufD//cusR//
GO_0035510_7	yiaT//def//yfcA//araC//rpmF//
GO_0035511_5	dsdA//
GO_0035513_5	msrP//
GO_0035524_8	fhlA//
GO_0035552_6	tadA//
GO_0035553_6	hupA//
GO_0035556_4	hcp//aspS//fadI//zapC//exbB//ppiD//pspC//eamB//yhaJ//melR//gspI//xanP//prpR//glpD//nfo//malX//argE//epmC//wzzE//ynhG//pgl//trmJ//sufB//oppF//menC//bepA//ivbL//frvR//hycB//trpGD//eptB//mepA//ptsN//ydbK//agaC//ychF//mgrB//hlyE//hybG//yghB//wzzB//lysR//lolC//rsmB//yqaA//sgcE//
GO_0035600_8	hcaT//
GO_0035601_7	gloC//ycjR//hypF//
GO_0035672_6	ychO//ogt//ydcP//wzc//rhaA//cheR//hcaR//fryB//yiiM//rcsD//fryC//exuR//fieF//ldtB//soxR//kdsA//yiaA//rfaG//bglA//yhjB//
GO_0035690_5	trmA//glsB//rclC//grpE//thiL//nagZ//hcaD//hyaD//qorA//ogt//wrbA//
GO_0035725_9	rsmE//rapZ//hypT//purT//folM//yibA//soxR//
GO_0035784_9	acpS//
GO_0035821_4	frvB//ynaE//hemB//fhuF//torD//
GO_0035864_6	yahB//
GO_0035873_8	gcvP//yggW//
GO_0035890_5	yieE//gph//thrB//ebgA//
GO_0035891_6	aidB//rsmD//yraJ//mscL//
GO_0035966_4	nrfC//ybdM//crfC//elyC//yjhI//yidH//menI//
GO_0035967_5	yahO//raiA//rpsI//hscB//yhfS//
GO_0035999_5	rhtC//bsmA//rfaG//rffM//
GO_0036001_7	ccmE//
GO_0036046_8	arnF//
GO_0036047_9	ilvI//
GO_0036048_8	treA//
GO_0036049_9	dcm//
GO_0036088_6	kduI//
GO_0036103_6	yedP//ydaN//
GO_0036104_6	ftp//alkB//
GO_0036172_6	emrK//
GO_0036211_5	hmp//hemA//hchA//ynfL//yidE//yedX//mutT//ccmF//pitA//ydbD//tatD//pyrC//ynjD//parE//ppiC//infB//ydcT//mhpC//treF//ydcT//lgt//tas//bipA//thrC//insI-2//paaE//priB//yjjW//puuB//rpnD//xdhB//rpmA//araE//livK//yihO//avtA//yehX//araH//selB//narQ//dps//rpsG//pgl//gspJ//narK//fixC//fimC//mutL//lnt//mdoG//ycbV//uxaC//abpB//rspB//allD//rsmD//purB//sdhA//ybbY//sdhC//pmbA//gatC//yccA//ybdR//moaB//ycbB//feoB//yaaA//fsr//modC//nepI//tnaA//fabI//ibaG//yiaL//ybdG//yhcF//iap//tsaD//yrfG//chaC//pdxB//rsuA//alsE//icd//yceO//mdlA//frc//trpS//upp//elaD//yjcS//intE//gcvH//livG//arcC//pal//ydiV//metQ//pheP//hyaA//glvB//yfdK//mhpT//xerC//rpmF//yijO//pitA//ssuE//nikR//sdaA//cydB//folP//hyaA//mngR//chaC//glpK//mdtF//decR//der//tktB//yeaE//dtpA//gltL//hemB//metF//epmA//yjbF//plsX//elaA//narZ//pgaB//nac//tyrA//ttdA//nudB//waaL//yhjC//rsmG//ssuE//dnaN//gcvT//
GO_0036214_3	eutN//
GO_0036265_6	nhaA//garP//araB//gntR//
GO_0036289_9	proA//pbpC//
GO_0036293_5	ftnA//cas3//oxyR//
GO_0036294_6	ybaM//modB//rpnA//
GO_0036388_7	purU//
GO_0036447_5	cecR//higB//rzpR//
GO_0036448_6	srlD//treF//napC//
GO_0036460_5	nmpC//acrR//nmpC//ssuA//arnT//rclR//
GO_0036506_5	tdcB//
GO_0036525_7	rplY//
GO_0038083_9	ubiH//csgF//ndk//tnaB//cydB//
GO_0039633_6	seqA//fimZ//hchA//tsgA//
GO_0040008_4	ftsH//ribB//degQ//tcyL//citG//ygbM//kbaZ//preT//nfo//ribA//
GO_0040012_4	trmJ//speF//rzpD//ybdZ//potG//yihP//artI//yfcP//pgi//puuD//zapC//grcA//ybgI//iraP//
GO_0040013_5	ppiD//bfr//radA//gltB//ldrA//panC//frvA//
GO_0040033_9	curA//
GO_0042026_4	wzzE//oppC//yfiR//eamA//erpA//trmD//tgt//decR//leuD//
GO_0042040_7	gadW//
GO_0042044_5	cmoM//
GO_0042126_5	rpiB//yqiH//paaH//rpnD//
GO_0042128_5	rpsJ//flgA//
GO_0042133_4	alsA//mnmG//ampG//glrR//rutE//sgrT//zupT//yneE//dhaK//dsbC//truC//rutA//sgcR//yfcG//yfaL//metI//
GO_0042135_5	murG//ydjE//mltA//ycjY//cmtB//yhfK//atpE//yahD//gltS//dppD//tdk//yfaX//pfkA//
GO_0042136_5	ilvN//sufS//
GO_0042150_7	gph//dctR//yqhC//
GO_0042157_5	yieL//hpt//csrD//yadI//
GO_0042158_6	gabD//speC//srlR//
GO_0042168_4	csrD//ybiJ//cueO//yqiG//kdgK//ispB//rplR//creB//mepA//
GO_0042176_6	cof//yadV//thrC//yejB//
GO_0042177_7	pal//rplI//yqhC//
GO_0042178_5	dppF//allR//emrY//glgX//perR//cnu//panC//kdpD//xylF//ibpB//nadK//lldP//yihI//csiD//trg//sdaA//fliT//yqeG//yfaL//
GO_0042180_4	cysI//umpG//rssA//sspA//treR//uraA//yidP//argF//ytfE//cheW//yihU//prfA//ltaE//fliL//thiQ//murP//abgB//xseA//yaiW//yiiD//fadM//ghoT//rpnA//nikE//yccX//rffC//metN//decR//panD//recR//ydjE//ytfE//purD//serB//artQ//cusR//frlB//csdA//cho//dmsC//caiT//rfbB//dgcF//rpsO//murF//secB//ynaE//bcp//mdtI//ompA//yjbH//dgt//potE//dinD//hypE//leuC//ygfA//cyaA//lpd//
GO_0042181_5	glpG//atpB//glpK//flhC//hldE//gspF//citC//eno//yiaL//yedL//garP//appY//sufA//yraH//rssA//hypC//mdtB//yhcF//rffC//rbbA//hofO//caiD//yrfG//nadA//
GO_0042182_5	ybjX//hflD//arfB//pitA//ydeE//lptG//yfeO//rcsA//yhbS//curA//flgG//gabT//uvrB//rluF//dgcZ//sppA//yeaD//ycjU//rpsP//chbB//pal//rcdA//arsR//erfK//yjhB//bluR//thiI//creB//ddlB//
GO_0042219_6	gadB//pdxK//yadK//pykF//yjbF//
GO_0042221_3	bioH//ykgF//exuR//dppF//gpt//pstB//mreC//glmU//ascF//emrK//treR//araB//artI//dacB//tatA//ptrA//dgoK//greA//nac//yodD//lysA//cnu//yafQ//ycjQ//ycbB//fhuC//rplN//dsdA//iap//map//gmhB//gcvR//lolD//ycdY//rpmE//frwC//yjjW//gatB//rbfA//yfdK//cof//yhjA//pdxY//hypD//fdoG//tatE//sapC//fimC//slyA//appA//nuoH//chaA//ssuE//kefF//nuoG//yraK//nanS//ubiJ//mscL//ppiD//ybhA//argS//ccmE//hisQ//metF//murI//yjjU//rpsI//rnt//yahF//malK//pepD//ompL//tauC//nanC//ycfJ//yihX//cbpM//cobS//ivbL//uhpC//pabC//ulaG//murJ//mdlA//proW//lepB//flgI//uof//dld//lrhA//lsrG//secY//wrbA//garR//sgbU//rpmG//yegV//rplX//ybcJ//umuC//pheA//zntR//cysN//metG//rhtB//dnaB//phnG//tyrS//argD//murC//truD//cbeA//ptsI//nrfC//azoR//opgC//ybbN//ompC//rplB//cmtB//fhuB//mdoD//ppsR//mtgA//agaI//ulaR//frvA//fimD//ynhG//perR//pmbA//ygaV//rnlA//rfaG//xthA//rpsE//def//dinQ//argG//ydfK//nrdE//dcyD//nrfA//rpmJ//narK//napC//rpsS//tdcA//glnK//murE//puuC//yadI//glnP//uhpA//yieH//ompT//ybaL//lplA//ybiI//lpxD//greB//sixA//leuA//kdpC//frwC//arcC//cas3//rho//guaD//gloA//rsmB//asnS//caiT//tusB//btuE//aroB//yciV//nlpE//mdoG//ycgV//yhjG//viaA//yhaO//ydcZ//elaA//puuA//sdhA//mepS//leuO//gpsA//dcuD//yddL//zitB//entH//yciH//sbcB//tdcD//truA//wza//xylH//aspC//tolA//galK//nei//cueO//thrA//kbaZ//fabH//fixC//gabT//ybaL//nrdA//hemG//rpmC//carB//betT//dps//fucP//glgB//nuoE//recF//crp//ybiI//solA//yfaV//ubiD//yciK//rimL//ybaL//caiB//ariR//nikC//adhP//acpT//
GO_0042245_7	lpxT//gspE//ade//
GO_0042254_5	cueR//ppc//csgE//lipB//pliG//insI1//bolA//
GO_0042255_6	sgcE//yaiW//
GO_0042274_5	yieE//hpf//allR//ydiO//
GO_0042278_6	hcaT//yeeA//csgE//csdE//hisC//ybiH//hyfR//secF//lplT//mscS//yijE//argE//yidQ//pspG//corA//dinQ//ygeV//bglA//
GO_0042304_7	zntA//hslJ//rlmH//
GO_0042325_8	purT//mtn//
GO_0042327_9	fadD//
GO_0042330_3	trmJ//tufA//fliS//mrcA//fryB//yobF//nimR//ascB//sdhE//uhpC//frdB//coaD//exbB//secY//ibsA//mrcB//
GO_0042350_6	yafN//
GO_0042351_7	creB//
GO_0042354_7	yahB//mltB//caiB//hcaC//lexA//mhpT//
GO_0042355_8	sfmA//narG//dgoD//casE//ydiB//rrrQ//
GO_0042357_5	recF//ynhF//
GO_0042362_6	rfaE//
GO_0042364_6	yjcO//leuD//yebS//nfi//pinQ//chiP//yrdA//pcnB//cpsG//nudB//rsmF//yiiM//rplP//menE//hcaF//dcuB//queG//leuC//yfeO//lspA//galP//mhpA//yqiG//rpsH//mutT//yqgF//ybjI//yiaN//ilvA//arnD//pliG//atpF//marR//yfcS//yfbR//ttdA//asnA//panD//parC//ispA//yheT//acrA//yajD//fimH//lon//abgA//yibH//agaS//sodC//rfbD//nanA//ychF//rplP//csrD//yrbG//dtpB//
GO_0042365_6	msrB//fliT//pgpC//yhbX//
GO_0042371_7	adeQ//
GO_0042373_6	umuC//
GO_0042398_6	rrrQ//insI1//hybE//patD//sdhE//fadA//ydaN//casC//leuB//csrA//ralR//murI//menC//dcuB//pntB//mhpR//paaX//yhdH//argG//bssS//
GO_0042401_7	yeaV//pepD//dinJ//aslB//rplD//hxpA//cpxP//mqsA//ribF//guaC//ydaV//nadK//yggT//sgbU//
GO_0042402_7	yfcA//bglX//mdtI//acnB//rplS//kdsD//ytfQ//lolE//higA//cbtA//sufC//rdgB//ynhG//
GO_0042413_6	fepC//gldA//entF//yjjU//
GO_0042430_5	malQ//ynbB//rfaH//rpsA//deoA//hemL//fepD//fabR//yfdG//pdeH//
GO_0042435_6	dppB//nikR//srlR//cyoC//ghoS//ykgA//hsrA//hypF//ampD//
GO_0042436_6	frvA//
GO_0042439_5	yqeA//
GO_0042440_3	bioD2//ycjR//idnD//cas1//insI4//lspA//cspD//folC//icd//yeaV//nanC//creC//nupC//speC//
GO_0042443_5	yehW//evgA//
GO_0042445_3	pgl//yobF//hns//ygcW//kduI//sulA//norV//yihS//sucB//cysW//bamE//tpiA//ampE//hokB//
GO_0042446_4	ldtA//
GO_0042447_4	araA//ivy//araH//degS//deaD//srlA//gatZ//treA//yhaV//xylF//ymjB//mgtL//sodA//
GO_0042450_7	rmuC//rsmB//purB//argS//gabP//ampG//
GO_0042451_7	bhsA//lamB//dinB//umpH//yejE//ilvM//
GO_0042453_8	dnaG//
GO_0042454_7	idnT//yedX//yiiM//tmk//prpB//gntK//tatC//kefG//treF//napB//recN//potD//
GO_0042455_7	secE//cbpM//rffT//rhtB//malY//amtB//cbl//nrdI//fdx//holD//ftsX//narH//dsdA//fecC//ynfK//potF//holA//
GO_0042493_4	ubiA//lpxB//ybeQ//hprS//cyaA//aroE//rhaA//tamA//yfiR//ccmG//smpB//lgoD//hybG//yihW//ydcS//murF//norR//yraI//csrD//fic//cysN//citX//yraJ//ubiJ//recT//ybcM//tdcB//gcvT//tdcG//rcsC//dinG//ybjG//otsB//mprA//pheM//yddM//gnsB//lolA//mtr//rclR//gmd//yhjB//hxpB//dadA//srlE//mrr//cyaY//mgsA//pinR//
GO_0042537_5	avtA//fliG//nikD//idi//adeQ//aslB//ftsL//hcp//rplD//fruB//napB//apaH//aroB//truD//bfr//yjbB//sgbE//fliS//fliK//rlmI//ldrB//malE//
GO_0042538_6	dauA//glnS//
GO_0042542_5	allC//ynfF//hchA//spy//ybdN//ygfA//yeaK//ihfB//proC//mscK//hyi//rimM//ytfT//truA//gntU//ynhG//elaD//ldcA//
GO_0042545_5	ftsB//
GO_0042546_4	kdsB//wzb//ascF//rplW//rclB//opgC//hisG//mdtK//sohB//elfD//
GO_0042558_5	patZ//mdaB//purR//tsaE//ymfK//pdxJ//sbp//asnS//lldR//ybaK//copA//murA//proP//wcaC//glgS//ypdF//ilvN//trpD//
GO_0042559_6	ybiS//fabH//menF//mppA//rplK//yiaF//trmA//lipB//lacZ//rluA//envR//flgM//hdeB//
GO_0042560_6	glpX//flgA//
GO_0042592_4	lacY//clcB//ldcA//secD//hyfF//ravA//mepH//ghxP//xisE//mdfA//plsX//cspI//gph//rsmG//plsC//ldhA//mltB//crcB//clsC//mutH//hycB//eamB//acrZ//artP//rpmG//intQ//gluQ//appA//sgrR//aphA//lplA//phr//yjhB//frwC//dusB//nrdR//yiaM//umuD//garR//yciV//yidQ//rutG//treC//phnN//ygaV//amiC//fepB//miaA//argR//paaF//focA//cysB//atpF//pstB//asnS//pspA//pckA//fucA//sfsB//
GO_0042594_4	gatD//abgT//djlC//pgaD//aroP//lrp//cusR//rmuC//yfbV//cysC//hokB//amtB//ycdY//paaF//ypdB//yqhD//tig//setC//nadK//betA//potH//rdgB//narG//yceO//rplF//prc//lpxC//ttdT//nepI//tsgA//hofM//nimR//epd//gpmM//pspC//
GO_0042618_5	yciE//
GO_0042619_6	rhlE//
GO_0042710_4	marA//pth//mutY//fnr//ynjA//vsr//yohD//upp//narP//yiaT//pyrC//garL//pspC//dgt//purD//hybA//ilvL//sbcB//arnT//fimG//uxuR//yfcA//sucB//nrfB//tatD//hyaC//rcnB//ghoS//insI-1//ubiX//alaS//rfaB//secF//ompN//hslU//yehY//yqeG//livJ//rpsG//aaeB//ybcJ//ascF//cusC//yqjA//napB//fliK//fetB//pcnB//artM//fadE//manZ//
GO_0042723_5	pstS//macA//recC//ibpA//yehT//galM//pyrF//yneJ//ptsG//plsC//ydaN//glcC//
GO_0042724_6	narP//citX//garK//menA//yhjG//yihQ//garR//yciH//lsrA//solA//
GO_0042726_5	gabT//yojI//ycfJ//holA//cbrA//hpt//gabP//cusS//
GO_0042727_6	insF-1//galM//eutR//crl//xylR//ycbX//rhaA//pmbA//
GO_0042732_6	dhaL//birA//nrfG//ulaG//yjiX//
GO_0042737_5	epmB//ydiK//lolC//ycjP//fetB//gshA//yahD//yagE//rpnB//opgH//glpA//purN//adiY//chbR//hofM//tktB//dapD//flgB//ybjN//pinR//narQ//grxD//lplA//lysR//ydiK//amiA//iscA//dmsB//guaA//glpR//qseC//ddlB//rcdA//ftsP//ygjK//nusA//agaS//accC//pyrH//nupG//chbC//uup//hofM//yihQ//ulaR//fdnH//secB//ybhP//phoQ//mlaD//mrdB//pheP//flhC//prfA//pphB//
GO_0042743_5	yadC//yqiJ//
GO_0042744_6	pal//chbR//
GO_0042759_7	rsmE//pabC//
GO_0042773_6	yiaU//
GO_0042777_8	mlaF//
GO_0042779_8	agaD//
GO_0042780_10	guaB//atpE//xylH//
GO_0042816_5	tehB//cheY//yaaA//carA//waaB//bioD1//alaE//rna//acnA//
GO_0042817_5	fabA//
GO_0042819_6	ynfE//gluQ//elfD//dgoD//galE//ymfK//ybcL//hmp//ygiN//
GO_0042822_5	ybeQ//gppA//cyaY//yeaE//rnlB//sfsA//murP//
GO_0042823_6	yjjG//pykF//fryA//lptA//rpsO//hcaF//rusA//
GO_0042836_5	fic//yfeR//yieK//dppA//
GO_0042838_6	pncB//yjaA//sfmD//ugpC//
GO_0042839_7	cydC//ypdF//plsC//yihS//glcA//yraR//
GO_0042840_7	pdeK//ycjY//ppiA//rlmJ//lldD//ihfB//
GO_0042843_7	gcl//proV//
GO_0042844_7	thrB//
GO_0042846_8	yneE//
GO_0042851_8	hipB//hicA//cusA//rpmB//
GO_0042852_9	queD//nhaR//amiA//
GO_0042853_9	glpF//
GO_0042866_8	uvrB//tufA//ppk//intZ//fliL//cusC//ampG//clpB//cheZ//gutM//yddL//dcuR//amiC//nupC//amiC//truD//iraM//glcE//
GO_0042867_8	rihB//
GO_0042873_7	rhtB//queC//bglF//manA//wzc//fabZ//adhE//
GO_0042882_10	narP//yhjA//mraZ//
GO_0042883_7	gadE//tolQ//cysN//ybfA//panF//ilvD//envY//yidP//
GO_0042884_7	fliM//tcdA//fcl//rmf//nemA//secF//glk//
GO_0042885_8	ilvD//
GO_0042886_6	ymdB//dcuA//yciV//trmA//bcsQ//tatE//rbsC//yqcC//sdhE//sgrR//menD//argS//aceF//ttdR//actP//afuB//ybaK//aaeR//lpxT//rng//idi//yhbX//pgl//ygiN//yjiA//minC//frdB//flhE//ccmH//ygaZ//sapB//opgH//icd//recB//narW//rpsJ//fepG//yraH//ydiZ//ldtC//ssuC//hybB//rpsM//hslO//rusA//dpiA//yebK//yggF//chaC//yegS//gpp//ptrA//hybF//yjjW//thiL//cysM//ydaC//araH//ahpC//psd//tpx//lacY//bioC//cysI//ibpB//znuA//aceK//frwB//alr//sufE//csgD//glsA1//dapB//dcuB//yehA//phoR//mhpT//cpsG//mutS//cheB//mraY//macB//rpiR//lacI//uvrC//pdeD//flgB//purB//
GO_0042891_6	cutC//atpA//yggD//feaR//nagE//znuC//citC//dhaR//ampH//ftsQ//cas3//yhbQ//gatC//hypT//fdoG//tauD//proS//tas//ybhA//pgaB//yjiY//crr//entD//feaR//fadL//eptB//trpD//glcC//ygfI//phnL//murG//ttdB//
GO_0042906_8	psuG//galM//helD//ypdC//
GO_0042908_5	ybgQ//fepG//artM//hisG//uxuA//elaB//secA//ulaA//ftsA//ygiB//csgB//fecD//cyoB//yfhM//pgrR//yegV//
GO_0042914_8	recN//rsfS//
GO_0042918_6	bglB//essD//yjeH//hprR//yiiE//
GO_0042919_6	phr//
GO_0042920_6	rhaR//
GO_0042928_7	dnaB//
GO_0042930_7	ggt//dgoA//mliC//pyrC//ydiQ//dbpA//fadE//prfB//
GO_0042938_8	dbpA//coaD//ppiC//gpmM//glrK//ispA//nemA//osmE//ridA//bamD//yoeE//hybC//phnH//rluA//ymgF//
GO_0042939_8	yibT//garD//frc//nuoM//yddG//gudD//argH//nrdH//hofM//kduD//
GO_0042940_7	yhaJ//lysC//glgA//rplO//lsrK//
GO_0042941_8	ybiV//
GO_0042942_6	ribD//pykA//
GO_0042953_6	livJ//dmlA//ribD//
GO_0042956_8	yhdZ//caiB//idnK//frvB//ycjP//
GO_0042968_8	napA//rimO//uraA//
GO_0042981_7	yihO//
GO_0043038_5	ahr//tusC//thyA//rimM//cpsG//mnaT//secG//ynfF//srlR//nagE//yegD//mutS//cbrC//trpD//aspC//yieE//sppA//narX//fepA//etp//glxK//rpnA//fadB//dacB//cyoA//ykgF//
GO_0043039_6	xthA//idnO//rluA//sdaB//ebgA//osmF//sseA//yciV//lgoD//ansB//sgrR//cdaR//pstA//rhoL//gltI//hyaA//rpoE//nuoB//rsmH//ybaK//dapB//hemH//sucC//lpcA//cspG//
GO_0043041_6	alsC//
