#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	adiY//ycgR//pheA//ypdA//
GO_0043438_6	agaV//
GO_0043442_6	tig//
GO_0043455_5	rsmC//hprR//dcp//yggN//
GO_0043456_6	rhtC//
GO_0043462_6	fetB//yciA//slmA//truA//dppA//yciK//
GO_0043467_6	yghO//bamC//
GO_0043470_6	menF//flgE//alaC//ftsI//
GO_0043471_6	dacB//recX//creC//
GO_0043484_7	atpF//
GO_0043487_4	rlmA//tcdA//ybcC//ilvE//surE//livG//
GO_0043488_5	fpr//hxpA//gcvR//mcrA//lsrB//
GO_0043489_5	degP//
GO_0043543_7	rpoD//raiA//nadA//ogt//dsdX//osmC//dcuB//speB//yghG//nirD//frvB//thiQ//rhtA//
GO_0043545_5	yfcG//phnN//pdeL//hcaT//ptsP//rtcB//ompT//hypC//yhcF//puuC//gcvT//
GO_0043547_7	rffG//zupT//tolR//
GO_0043549_6	ybcQ//dacB//
GO_0043555_5	tehB//ybcJ//
GO_0043562_6	yihR//yajQ//
GO_0043570_6	yodD//yfcF//mdtB//
GO_0043571_7	relB//yrdA//yahB//
GO_0043603_5	ridA//xapA//sfmH//hscA//yfdS//thiI//cpsB//yddG//ascF//cho//ttdB//hemL//yjhP//dapD//psuT//slyA//dapD//hmp//hisD//hmp//ynaE//rcsA//marR//ygdG//arcA//secA//pphB//xylG//mukB//rpmA//argK//menI//mdtG//aslB//xseB//ilvM//cmoM//rtcR//ampG//bioA//hmp//ymdB//ynfF//uxuA//nusA//hycB//rbn//ydhQ//gatC//ybjI//rutE//ibsB//ilvC//rpsJ//trmI//envR//nlpE//yhaC//hexR//sfsA//mlaF//fadE//rfbC//ybcL//soxR//csdE//mdlB//prpR//yfdK//gatB//ygeR//gntP//cysI//yhdJ//queG//ais//livM//cyoB//mdtG//dam//mazG//gsiD//trpC//acrD//fdoH//cpsB//ribE//bfr//hypD//metK//ydiK//ypdF//yeeY//yhbX//avtA//yeeJ//pinE//yqeF//bhsA//ftsB//yidK//ompW//parE//btuD//rlmH//aceF//agaB//ribE//scpB//flhE//epmB//rutG//ribD//ynfH//yjbG//yoaB//emrD//fadM//frc//lasT//rhaA//infC//edd//srlA//yjjG//flhA//yhbX//
GO_0043604_6	ydjL//thrA//xylB//wzzB//ybjL//fadH//bglX//xseA//grxD//cirA//iclR//mscL//srlB//aphA//yadN//yadN//mrcB//tdcA//rpnA//yjiY//fhuC//ybhD//paaA//cyoB//hinT//ribA//znuA//rutE//lptA//flhD//yhdH//ubiB//baeS//glmU//yqiH//ydfK//nuoE//sufB//recQ//rof//dctA//kefB//yhjC//kefB//yfgI//gudP//fnr//bamC//ais//ulaE//ibsC//rsmB//galR//fimB//iaaA//agaI//rnr//dapD//uspC//uvrB//ybdR//fadA//mnaT//nrfF//tag//csdA//rcsB//dapF//secA//pyrH//rspB//clcB//hisM//ompA//msbA//guaD//hdeA//glgC//nupC//cmoM//galU//metG//entC//livM//dnaE//ralR//murJ//opgH//rplC//gpr//yedX//sgrR//ldtD//hscA//rplT//mdtM//gcd//surA//glmU//
GO_0043605_6	ycbV//frsA//cheY//yceO//abgR//
GO_0043610_4	cysZ//
GO_0043624_6	ydcR//araD//fucA//zinT//rcsA//rlmN//sgbH//
GO_0043628_9	metR//rpiA//yigL//
GO_0043631_7	galE//alaA//
GO_0043647_5	allR//yecS//
GO_0043648_7	adhP//flgF//kch//rpoE//uspF//yedA//insE-1//valS//accC//barA//entS//dnaB//tisB//lapA//aroH//actP//sapD//csgD//atpE//aas//sppA//rfaQ//dicB//tyrR//dauA//prfC//htpX//rpsT//rpmF//rsmB//gsiA//yciT//alaC//mdfA//elaD//agaA//yjhC//mipA//nhaR//potG//fabD//yihR//pphA//eamB//ydiZ//norV//acpS//yabI//fryB//galP//umuD//frdA//der//ychO//ybdR//frdA//artP//topA//proP//kbaY//surE//yphD//mltF//ychF//crl//entA//pgk//ygdG//atpG//gdhA//iscA//codA//clpA//endA//
GO_0043649_7	metE//tufA//dnaJ//fdhD//gshB//ugpB//bioD//sfmH//rnc//rihB//nfsB//
GO_0043650_7	gutQ//fimE//ackA//yhbQ//yccS//baeS//glpC//metH//tamA//mhpT//elaB//rrrQ//dnaC//galS//murJ//yjeH//entE//fabG//fdnH//hsrA//yihI//uspF//hemL//yafS//mraY//yiaN//torZ//
GO_0043686_7	pldB//
GO_0043687_7	sgcR//waaZ//bsmA//yrdA//pdeD//dosP//frvR//
GO_0043708_5	yiiD//ttdT//hycI//yjiA//ydjK//yggX//bssR//rna//thiH//fucA//yidZ//cmtA//ycdY//sgcR//lpd//
GO_0043709_6	satP//fixA//acrE//yqiJ//mprA//ydiF//bioP//mlaF//ydcI//
GO_0043711_5	phoA//nagC//mlaF//tnaA//sbcC//gadW//kdsA//aroD//mdoD//nadC//xapR//allR//cobU//ddpX//yddL//fliA//rpsA//nudC//nirB//mprA//rplR//
GO_0043900_4	yhhZ//hemG//napC//allB//pgsA//elaB//zupT//uidR//narK//xthA//hemG//mdoD//puuR//
GO_0043901_5	hlyE//basS//waaP//cdgI//
GO_0043902_5	hycH//essD//
GO_0043933_4	gluQ//menF//rpmH//smpB//yeeL//ydeP//yddL//frc//elfA//cca//ygcR//wcaB//thrB//ydaC//sfsA//tyrA//menB//lpxK//metN//thiM//sodC//hchA//rpsB//nrfE//glnE//nikE//ilvD//ettA//purD//rfaC//tatC//prfA//mutL//garL//yggW//tolQ//evgS//prpC//dam//norR//zapE//yphB//tar//fruK//hisQ//rrrD//ygiN//hofM//yraI//rne//rimO//rplD//gcvT//hflC//skp//lhr//cadB//rpnA//yhdW//yehU//yiaM//yhdJ//yijE//dctR//lplT//cadB//potH//narX//osmY//yidD//waaB//ynfE//fucA//potA//trpA//crfC//yhdJ//hsrA//yiiM//lplA//curA//gsiB//yghB//rpsN//yebG//rluF//yfbV//miaA//dgt//recC//ykfM//scpC//yfcR//trpC//hsdR//aas//pflB//rsmB//dcp//dcuR//
GO_0043952_7	paaF//artP//intF//glyS//fliM//
GO_0043953_7	yfgO//yjcE//yfcG//ugpB//
GO_0044003_5	yqgF//aes//rhaT//gloB//
GO_0044004_6	rnlA//pitA//narX//flgF//
GO_0044010_5	rimM//speG//uxuR//menH//hslV//dgcM//alr//ybhD//frvB//fes//adhP//tap//ydiR//cyoD//ubiC//galK//fliG//btuB//dgcM//mnaT//bamB//fepD//sufB//yedX//ydiB//cobU//rhsD//pitA//phoP//menH//
GO_0044011_4	lptD//recA//rplP//modB//yfdC//tdcB//pnuC//cydC//
GO_0044036_5	rpmB//gadW//mipA//rph//dhaL//ybhI//nagZ//garL//rcsC//metL//cyoA//ettA//menB//yafN//murR//mqsR//ssuA//truA//prmA//ybjC//arnD//katE//rsmA//mppA//yjgX//envR//yggD//dmsA//nac//cnu//proQ//tsaB//dhaR//fryA//yqeG//dcuD//glyS//rssB//ydiB//trmL//csgE//trpGD//yafO//fucK//suhB//galU//msrA//
GO_0044038_6	bacA//yggN//yajO//ompT//ybiV//hybE//xanP//yfcG//dhaK//yhgF//rcnR//ftsA//fucA//mcbA//ulaG//uhpC//lsrB//yedL//setB//dpiA//ybfA//rsmF//lgoD//treF//rpiB//sulA//elbB//fecC//murC//mreB//yfeX//aroF//ompW//otsA//dctA//dgoR//frwB//yegS//yebQ//chbC//speE//rep//glcC//
GO_0044042_6	intS//gadX//dgt//trmO//glnQ//dam//soxS//tdcR//gsiB//uspF//glk//uvrC//ftsP//rutE//yfbS//gloA//roxA//chpB//gntR//appC//mlaD//
GO_0044070_7	sfmC//pspG//rlmA//casC//
GO_0044085_3	ilvD//clcA//accB//gabT//fucK//setB//map//yceO//hisC//mlaC//ilvE//ynhF//bamA//yadV//yceK//znuC//ygaV//ydcI//fadD//
GO_0044087_4	cmoA//csgE//fdoG//yoeE//sseA//yciV//glcD//frmR//gltX//yafO//yhbS//ybbW//essD//argR//manX//yfgO//fixB//fsr//alsC//soxR//yjcO//yeaE//malY//sufD//trxA//surE//pphB//yfdG//cmoM//yfiC//apaH//hyi//mglC//wzyE//
GO_0044089_5	tdh//pbpC//lysC//infB//ahpC//nrfA//kdgR//ygaZ//yiiM//rssA//mgrB//glgA//ypdA//
GO_0044092_4	mliC//hisQ//ybjD//tolA//ansA//nrfD//ompA//dhaR//rplX//hflD//osmC//miaB//rpmG//ydhK//hemF//chbF//higA//speE//dmsA//sad//valS//cadC//nirD//manZ//araD//intA//motA//umpG//sspA//tesB//wecA//wza//dapF//tusE//chpB//dapA//
GO_0044093_4	nrfC//gyrB//ygiN//ybhF//ygjH//ydiP//rstB//kefB//setC//atpE//mtlA//ibsB//fruA//leuD//envY//rlmD//ybdN//cvrA//nfo//lacY//fimH//caiT//mrdA//entE//fadH//insK//rsmJ//
GO_0044106_5	bioH//yahK//queG//dmsB//fruK//rplD//ygeX//dapD//iscR//pdeF//nrfF//zntR//ampD//yfaE//epd//pykF//mlaC//rng//cbpM//agaI//yjbE//pykA//intF//eamB//btuD//sad//ddlB//
GO_0044179_5	mglB//
GO_0044208_7	moaB//
GO_0044237_3	recX//ftsN//mreC//ddpX//yjbG//yqaB//cmoA//cydC//ydfH//lldD//ompW//ais//ybaO//cspG//yojI//elfC//thiI//yohD//cnu//glgX//ttcA//ebgA//waaH//zupT//pgsA//rseP//mutS//chbC//udp//yfhH//cspD//cysH//arcA//hemN//csgA//ynfL//ybjG//rimK//msrP//suhB//cspB//zapE//rplO//hda//pphA//rimO//dtpA//ybhJ//rpsJ//yegV//uhpT//nuoN//tmk//hybD//ahr//rpoE//ymjB//yabI//ymgF//nrdB//zntR//rcnB//metB//afuB//atoS//tqsA//rhsD//ulaB//mtlA//ygiV//mukB//mdtF//phnJ//tdcG//speE//uraA//mraZ//mdaB//ghxQ//ccmC//yehY//recO//yjgX//elyC//yahF//casE//rho//pinE//ileS//rimM//yegS//iscU//dhaR//pfkB//dxs//bluR//rfbB//gspE//arnA//pncB//fliS//rhlB//tpiA//uxuB//elbB//potA//rcsF//fabB//degP//wzzE//hdfR//mzrA//tsx//insH-5//cmoM//yajR//ndh//mtlA//dtpB//ycjQ//uidR//spy//prmC//rplY//dctA//patZ//pitB//mlaB//csiD//nuoG//ygaH//fhuF//zraR//pnp//yfhM//ybhS//rpsE//secG//glcF//fcl//pagP//zitB//aroP//nmpC//frwB//gpp//patD//glnQ//nsrR//cynX//yieH//agaR//yjeI//hycH//rfaG//ldtD//adiY//caiF//hybE//ygeA//ptsG//mzrA//rutG//zapC//ymjB//ynfE//phoQ//yeiL//murA//xapA//sfmF//sgcR//ymjB//cusS//rpmC//fur//dacD//dinD//ygeW//psd//tabA//kilR//tauD//hns//fecC//yjbG//rtcR//uxaB//ykfM//flhD//rclA//gyrB//waaQ//mraZ//rlmJ//nrfG//ykgO//entB//hipA//ytfP//cof//eno//cutC//rpmJ//dnaC//pdeL//ldtA//sapB//yeeO//bcsQ//puuC//msrB//ytfE//nsrR//fdoH//nhaR//ilvD//yphD//mdtO//bioD2//gloA//iap//astC//purN//nhaR//dnaG//exoX//ampE//dnaQ//rpsD//tus//trpR//rpmE//hns//mlaC//phoA//yidE//adiC//yqjH//lysR//setB//ppsR//ttdR//rpiR//baeS//yjiQ//yhjG//ygfA//cpoB//yqcC//ycgV//apaH//dhaL//pinE//bssS//cpsB//ftsI//ompG//tmcA//fadK//gpr//yaiV//bcr//pgaA//cysE//patD//rplW//glvB//malE//pcm//dgcZ//rplP//pheT//allR//ttcA//hemL//ahpC//intZ//narH//sufD//glmM//yghB//aroB//manX//ybeY//bcsA//yiaU//yibT//ptsG//ccmE//mnmG//moeB//fliD//xylE//adiA//citC//rpnA//hslR//nupG//yebS//fdrA//deoD//thrB//dgcZ//yjbB//crr//comR//pstB//yadG//setC//bhsA//yfbV//rfaF//sfmA//ycjR//yeaD//rplY//caiT//alkB//fadJ//frmR//ampE//potG//mdtQ//ftnB//yfhM//yfbU//hybE//waaG//yggP//arcB//hybC//lsrC//mltB//yohD//efp//orn//pphB//ispA//mhpC//waaG//menC//trxC//wzzE//ybbW//aceA//yedA//flgM//hcaR//holC//rrrQ//potA//recQ//nuoM//exuT//ibsE//fumA//recN//kefG//rplQ//yhcH//rluC//phnK//shoB//mdtM//poxB//wzc//pppA//ybdR//rplC//pabA//dcuA//trpR//cysP//ydiB//ybjC//tnaB//rpsH//tig//metG//cysA//tus//yeeA//ypdB//paaH//ompN//dadA//artJ//yebS//kbp//miaA//citC//syd//pta//yqjH//metN//rpe//truB//glgS//hicA//ampE//aqpZ//yedP//moaE//yehP//scpC//feoA//dedD//fimA//glgP//rmuC//rlmN//ridA//sgrR//ulaA//cmoM//ybdZ//secM//garD//ligA//rnpA//nadC//norV//speD//fecD//yaaJ//mraZ//cadC//flhC//yiaT//modA//ubiF//erpA//manZ//rpnB//hcaT//ygjR//yohC//yeaD//acpS//wzzE//hofC//ybcQ//yqaE//caiB//rssA//selB//kdgR//bacA//prs//yieH//nusG//yqiG//ulaE//cheY//lpxB//sgcB//dppB//garD//hdeD//ddlB//hdhA//ybaL//cysD//glpB//nadD//serC//yajO//ssuE//deoD//mntR//rarD//fabD//pfkB//chbG//metH//sapB//satP//feaR//yihO//csrD//argO//ybgI//baeS//dcuC//ubiB//emrB//rmuC//pitA//bdcA//hycI//yciH//ygbI//caiT//yhgH//dppC//patA//gspF//ynfF//tolA//rsfS//aroP//torC//ulaR//dgcT//hemF//clpP//yeeJ//yggX//rseB//rppH//elaD//yahI//lrp//nikB//gadA//ravA//adiC//ynaE//curA//yqgF//rfaE//hisF//glmU//fecD//bfr//prpD//hcaB//psuG//prkB//yebZ//nanR//agaR//kilR//glyA//ydcZ//hha//thiE//kup//yidD//nrdH//yjiA//ybaL//ydcR//rplW//fic//wecA//abgR//cmoM//glsB//yihQ//yciE//yneJ//rcdA//potG//entB//hscC//msrB//gabT//fklB//dacA//yihL//panB//ppc//fabG//fliK//emrK//mepA//ydhC//ftsB//dcuC//hslV//ubiE//mlaD//tsf//mhpB//csgG//topB//accD//hprR//cpdB//yjfF//mmuM//frdC//cas1//cadA//cyaY//prfB//psuG//rpmG//hofM//argE//gutM//xisE//pheS//yheT//gatB//xisR//acpP//arnE//frwC//ghrB//argT//hemA//yqeG//ppsR//garR//frwC//yqiJ//lplA//ynhF//dapB//uxuR//glnK//yggT//ade//hicA//sgcB//holC//fliG//xapA//mltF//glk//yqcG//adhP//garD//sstT//rlmG//yagU//proV//gsiB//casB//uvrY//satP//thrB//rfaE//hipA//ydcP//mrp//arcB//pepT//gatD//tyrA//cpxP//rzoD//citC//ycaN//gudD//murC//pheP//nuoM//mngR//rnhB//recC//yebQ//prs//xylH//trmD//cyoC//speA//cydC//rfbB//waaP//preA//tsaC//arnT//hprS//rimP//acrF//tktB//phnM//glpF//appC//dnaX//corA//iap//glrK//yfbR//rph//pgaB//yraJ//opgB//ttdA//mdtQ//rzpR//rho//bioP//dhaL//pdeR//infC//yfhM//rhtC//rhmD//rcsA//cydD//prpC//ugpC//ogrK//sdiA//yjhP//mdtN//fmt//yiaL//agaB//pth//argC//ybhA//yabI//rhaS//trpGD//glnP//agaV//mdtG//ydcM//aceB//wzzE//puuD//fimI//glnS//yjjV//acrZ//cynT//rffT//arnD//murQ//rplX//yeaD//yehP//yadM//dsbC//thiD//fucP//rrrQ//asnA//purR//ffh//metL//mqsA//pstC//kdpF//tyrB//metR//yqjI//ykfM//chpB//efeO//lhr//fimF//opgH//efp//casA//mepM//arnT//glvC//asnB//mdoG//ribF//ydiF//mazG//hcaF//yfeD//smpB//rlmM//yhhZ//nhaR//gatZ//tamA//bglB//btuF//proP//dkgA//gcvR//tolB//ldrD//clpS//lptD//ykgA//ybaL//napD//livJ//carB//cysE//ydfG//dgcZ//umuC//epmC//galM//cho//yfaX//aroL//phnO//ygiB//csiD//glnH//ydaN//tdcB//atpG//waaS//entB//napF//sgbU//cbl//paaK//rzpD//nemA//ftsW//opgG//lptD//yqcC//prpC//qorA//miaA//eutB//tsaB//yraN//yqeG//sucA//plsC//mutS//ykgO//amyA//truC//ttdA//nepI//hypC//secE//yfaX//fdnI//dadA//hisD//hdeB//dgoR//rhaD//nikC//murG//emrD//tbpA//rarD//epmA//fhuD//yihV//preT//pepA//ung//bioF//ydeO//rutF//sucB//lptB//ycgR//umpG//yphC//yibA//sdhA//fepC//rcsB//rcsF//btuB//pdhR//rutG//dapA//ugd//mgtA//chaC//sfmA//asnA//ubiI//gcvR//trxA//rplO//chpS//yfeD//oppD//clpP//ynfK//cusS//hokB//ihfA//coaE//trmA//rfaH//ygiS//yhdJ//ydeT//aroL//yidE//cusR//yagF//mak//mepH//lptG//ygcO//ygbL//ydeI//sodC//ahpC//ttdA//ccmF//gcvR//rapZ//glnB//rutA//mutS//fliD//fepE//bcr//yehX//yhjD//codA//ubiJ//scpC//trpE//dinJ//kefF//aes//yqjH//potA//ttdT//ycbU//queG//marA//acrZ//mltC//grcA//ygiV//hemD//secY//rlmG//cysM//copA//tdcG//rcsD//kdpF//suhB//hlyE//lplA//aldB//ygfZ//ymgF//arcC//flgH//aroC//lpd//argF//yjaZ//relE//eamB//yfbV//alsB//mglB//flgE//ygcO//chbB//yiiM//yhcF//feoC//rseB//yadI//murQ//alsC//cyoB//curA//lpxB//bamE//bdm//ldtB//potA//rsmC//lptA//caiE//gatB//proV//intE//pinR//ubiI//gldA//yfdC//gadE//recO//bssR//rfaF//yiaB//lpxM//csdE//uidC//atpH//entF//nikE//infB//ynbC//hflC//purU//rfe//recF//gapA//dnaQ//yqjH//ispF//menD//metN//tolA//mlaB//yjjX//cmoA//ribD//yfiF//cyoC//yhjX//lsrA//yegT//menA//uacT//bcsA//metE//gadB//csgG//cyoA//yraK//potH//ariR//psuT//lysC//nikA//pstA//ybaQ//yihU//tynA//xisE//queD//ygaV//ompC//artM//msrC//yafE//ung//zupT//yjbG//ldhA//zapE//serS//wbbK//alaC//hemF//asnS//hslO//ravA//pyrD//brnQ//ybdG//ccmD//agaD//cspC//phr//wzzE//opgD//sdaC//dcp//casE//yaaA//rplJ//hxpB//treB//rpiA//ygiS//tolC//casA//satP//ydjK//yjjU//rarD//pphB//cspI//fecC//rluF//atpE//gltP//proV//cpdB//bfr//amiB//blr//ugpE//ypdA//aqpZ//sgcE//gspI//gyrB//baeR//hrsA//uhpB//yghW//satP//yhjR//panE//ydcZ//rihA//gpr//paaB//baeR//ubiI//leuC//yedL//yhdJ//lptF//ymfA//ydiQ//lolB//ftsH//yggW//tyrB//pdxJ//mnmA//ggt//dcm//ydeP//cheB//purF//frwB//mtfA//rfbC//hemA//rcsB//mscL//dppA//tsx//dinI//yjaZ//pdeH//srlR//insI3//mqsA//hpt//yfcA//nfi//fur//wzzE//yehY//mtgA//ftsP//ygbN//nrfB//sdaC//gstA//gapA//mdtF//mtlD//aes//hycI//cof//tatC//yihU//yahO//lpoB//rpsB//glsA2//rpnB//flgE//ompN//aaeA//tdcE//ydiK//oxyR//fmt//hdeD//glrR//yobA//tatC//yfeX//rclC//frvR//glnQ//fruK//gcvR//rnlA//sgcA//dtd//cspE//trmA//zraS//gpsA//frdA//cusF//wecE//barA//moaB//fliM//araA//mtlR//chbC//dsbD//putP//csgE//abgT//yojI//fliZ//ubiF//lysU//ihfB//dgoR//cspC//hemL//hypC//essD//glsA//yiiD//btuB//alsE//ynaE//gnsB//rplJ//ybiO//paaJ//gntT//purD//oppC//hprS//yjiM//tsaD//dmsC//crcB//mutM//atpD//hha//yhbY//abgT//arnE//pphA//recX//tdcF//sapD//rsmJ//atoB//coaE//acpT//galF//iraP//ptrA//ybdO//galP//rseP//ydiO//proP//glnQ//ariR//hisS//gabT//arsR//ibaG//csiD//thiM//nfsB//pgk//hisH//treA//fixB//puuD//yjhH//hyaD//aphA//yghW//yfcV//nuoI//ddlA//ribC//ybhF//phnJ//manY//yjbG//ynbC//lptB//prpB//rutR//hyfF//rpmF//cysK//nirB//mdtM//yaaJ//pdeH//frdD//hyaB//argC//mepM//cmtA//evgA//waaG//opgE//frr//gatB//rlmM//yadV//thiQ//fkpA//csgG//bioB//rhtA//pdxA//yfhH//dinI//aaeR//bluF//yigB//fhuB//satP//rpoA//yidQ//yfcP//ybfE//ynbB//eptA//ibpA//gcvP//rutA//ptrA//chbF//queD//umuC//argD//tcyL//bioD2//tqsA//clpB//pgpC//iaaA//mntP//ccmH//hycA//frr//ilvB//rng//rbsD//ytfQ//rihB//znuC//pstS//lptB//argG//mioC//dkgA//kdpA//frvR//emrE//gsiC//pepN//acpT//yphC//glmU//pntB//leuB//rpnB//fabR//rraB//torA//garL//pdeD//kdsB//ynfE//ybhP//pyrF//kdgR//moeB//purD//aroE//gltL//fucA//rsmB//icd//hycH//yahD//hupB//azoR//sutR//infB//yfeW//nusA//argS//cmoB//glcA//dgoA//mtlA//kdpE//murR//fes//lasT//sgcR//yidP//cbeA//yohD//cpxR//htpX//thiG//mdoG//priC//osmE//hemB//nimR//gutM//truA//tisB//rlmF//tusB//yjbG//arnA//gppA//cspG//proS//insB-2//yidE//potC//ybhJ//dxs//eno//ybiO//yrdA//solA//arnB//yhjR//clsC//frlA//rpsE//rutB//intQ//dgoR//tatC//gatZ//dld//htpG//cho//yfiE//patA//rpsK//ybiY//surE//phoU//pepT//znuC//narV//ynhF//sufB//mdoG//moaC//fdnH//prpB//rph//yhbO//ldtB//fepG//yfcQ//cspB//eutN//narH//recX//lapB//hisP//cspC//efp//ilvN//fabB//csgA//gcvR//yqgF//ygfX//rfbD//ompN//trxA//greB//yjbE//yehY//surA//hchA//aaeB//argS//serA//waaP//yifB//paaB//ftsE//holA//rpsK//yehD//xylA//rmf//yhhZ//ydcI//acpT//lgoT//rlmI//frmR//ybhS//uspE//opgH//hofC//dhaK//barA//eutA//yidE//tusA//yidC//insI1//ilvB//mltB//thiL//argP//yebZ//pmbA//epmC//parE//lolD//murJ//fecA//trmI//insE-1//mglB//yjcS//yajL//proX//cecR//yggE//yddM//rplO//ydaC//dbpA//focA//yiaO//tyrB//ycgB//yjaA//lamB//yhaC//secF//yfiE//rcsF//nsrR//ybaM//sapD//hdhA//pspG//yfeW//minD//yjjU//fdoI//yggT//crcB//npr//sbcD//acnA//holD//yeeA//clpA//yegD//dadA//serS//lptC//hokE//aroC//carB//fabB//galP//leuE//yfdO//waaH//gatC//bglJ//flgH//dsdX//flhA//ssuC//ppc//torA//prfB//mdaB//tsgA//yhdX//pinQ//ybcJ//fimF//sdhB//rplS//garL//dcp//gutQ//hemC//rpsL//rlmB//pabB//pgsA//tatC//exbB//cysU//sdhB//rarA//holA//trmL//hisA//paaG//arfB//ynfK//nirB//acrR//deaD//xapB//glgA//ppsA//yggX//yfaU//ydcI//ydhJ//preT//chpS//lgoR//rimO//lysS//glnQ//
