#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	hrsA//yedF//yjbF//lacZ//
GO_0030497_7	glpG//evgA//
GO_0030522_4	puuE//
GO_0030541_4	glnP//gppA//
GO_0030573_6	glvC//
GO_0030632_8	yneE//yjeI//cas2//sdhB//
GO_0030641_8	acrE//gltK//sgrR//bacA//treC//ompA//amiC//clsA//lhr//cvrA//
GO_0030643_8	galP//
GO_0030808_7	hypF//
GO_0030809_8	ybiV//
GO_0030920_9	fliT//
GO_0030961_9	allS//
GO_0030978_7	aspS//yieE//narI//
GO_0030980_7	pbpC//phoE//wbbK//
GO_0031106_7	frlA//
GO_0031118_8	pnuC//cmoM//cheA//glsA//nanA//yoeB//alsK//
GO_0031119_8	modA//dinI//mrcA//dkgA//rplC//ynbC//
GO_0031123_8	ttdR//caiT//glgB//agaB//cdaR//
GO_0031124_9	acrR//insB-2//
GO_0031125_10	ypdI//
GO_0031162_5	xapR//lpoA//
GO_0031163_5	dpiB//rlmE//recB//hokE//lolB//hybA//cpxR//menC//gsiA//mdtF//mntR//pta//yijE//puuC//ycbX//tauB//clpX//ispG//
GO_0031167_6	ruvA//rbsD//nrdH//mhpD//dgoR//cobC//hslU//yiaB//rplC//ydiV//ftsQ//nikB//yieH//pinR//tatB//mnmA//yfdK//tusC//pliG//tonB//deoD//zapD//ssuE//dgoR//
GO_0031279_5	mnmC//
GO_0031280_6	hycA//
GO_0031297_7	uspE//basS//
GO_0031323_5	ygbI//ydfK//paaF//nanC//zur//ccmF//hyaA//eutD//pyrD//galK//hyfR//fimC//ygeA//groS//rdgC//yjfP//mutM//hemA//plsC//sohB//dhaM//tmk//insH-6//fabD//nuoF//guaD//mfd//appA//ulaC//symE//xylE//evgA//trpS//dtpB//xylH//dcd//rmf//mdh//ftsI//intF//insH-6//chpS//gabT//asnS//lpxC//uxaA//yfeX//nei//lplT//srlA//cobB//yfjV//ltaE//yedL//folM//rsgA//mepH//metB//yhdW//ompW//epmB//nlpD//eno//dnaX//yedL//cheY//eptA//basS//kdsC//mntP//tpiA//sucD//yadK//mglB//oxyR//phoB//yfiR//feoA//ynhF//acnB//glnS//glpX//feoC//nuoB//clpS//ycbU//cspA//recR//kdpB//rcnR//ygcW//trmL//yjfP//ibsB//gloA//narZ//mglB//gloA//thrL//garD//ushA//tnaB//ycdY//yejB//codA//sppA//yghB//rfbB//bglB//osmE//cmoM//aes//araB//guaD//pflA//nuoM//cpoB//lptE//rhaD//yafC//uidC//lplA//cmoA//atpC//acnB//ubiX//ispA//nuoN//fklB//oxyR//glnS//cptB//rssA//lptG//mdtP//hscC//arsC//acrF//prs//tolQ//kdpF//nfuA//arcC//rhtC//yobA//nupC//seqA//iraM//ynaI//yahO//sdhB//fryC//betT//ynfE//yahB//ydhC//ygbL//arnF//yjiY//ralR//gudP//sthA//yjaA//cysK//rlmB//yehP//waaA//csdE//phnM//ygiB//astB//bacA//sufE//rnhA//rimJ//ulaC//yaiW//pgaB//lasT//glrK//trmO//plsB//ymfA//tsgA//lpxK//recR//prlF//dinQ//pldB//maoP//aspA//tig//folC//yihT//gltX//dps//lysR//nuoE//nei//tsx//alaC//rfaH//yehX//yijO//cobT//rbsK//xylR//rpnA//ddlA//ftsX//fecD//lysO//rmuC//thiQ//fetB//secE//acpT//borD//rhmD//lsrA//ribD//norV//sspA//ybjI//metQ//aceA//rfaE//aroB//sufC//smrA//ygbN//opgH//ybbY//gyrB//rbsD//fes//sad//dppD//decR//grpE//sufA//recX//fumB//yjbF//proS//hpf//ubiI//cpsB//fdnH//insB-4//yjbE//ldtD//nikA//galF//yheT//tcyJ//arsB//mtfA//ygfZ//mscS//mepM//pstC//gltB//pncB//yjhB//rbn//ybdH//cobS//cas1//gsiC//cutC//insH-6//srkA//narL//acrB//rcsA//ydeE//yidH//lldD//yrbG//trpD//mdtL//queG//mrcA//nmpC//mdtJ//pabA//yiaT//cheW//hypE//exoX//ymfA//relE//kup//ybhP//moeA//ybhP//ftnB//yjhI//wzzE//mhpA//efeO//dapD//narY//xylE//lpxC//dinI//dcyD//hdeB//nagC//galF//yjiM//sgcB//rpnB//relB//araF//yaaJ//bglH//ariR//hxpA//sdhA//ybiW//allS//pheA//tmcA//mazF//putP//agaI//cynT//tktB//fabI//aaeB//ynaI//rsgA//rpsL//yiiD//ubiC//ypdA//acrD//nagC//gapA//mdoG//elfA//mglC//tdcF//
GO_0031324_6	mdtO//cnu//hofC//dapF//yfiC//ybcJ//pcnB//tolC//dcp//trmD//elfA//pdeK//phoP//asr//yfdR//ftp//cheB//hcaR//seqA//sucD//ybaT//bcsA//yfgJ//lipB//trmL//iraD//waaP//yfbV//garP//ldrA//fecC//arcB//lpxL//mukB//ibsE//treC//lsrR//argH//mltD//hybO//ompA//menH//trpR//ybaM//erpA//chbF//mrp//trpE//nagZ//ynaI//tonB//dpiB//parC//ccmE//citG//rffG//lsrC//mdtC//rmf//gshB//ompC//ybiV//pitB//dapD//ybeY//yfeW//rpoH//ygcW//gpmA//yihV//rffG//mdtL//yafS//metE//ompF//upp//paaA//dgcE//mdlA//yqaB//focB//insA-2//rlmB//sdiA//ccmD//yqeF//psuG//smpB//glgP//srlR//gapC//frdB//thiD//sfsB//mtlD//kilR//sdaC//pyrD//mhpT//ygjR//rimK//ycjU//ecpR//orn//cheW//dinI//ptsN//gabP//cmtA//kdpA//qorA//garP//cpsG//insI-1//nrfF//casA//psd//idnO//ygaV//gabT//yihX//arnE//cynS//yhbO//thiQ//bglJ//yidP//sucD//perR//lysR//hybC//
GO_0031325_6	deoC//gcvT//bglJ//tgt//trkH//tdcG//yfcU//tcyP//rnlA//scpB//rutC//mdoG//fabI//fhuD//rpoA//rbsC//ascB//tamA//uidR//wza//proC//idi//fruK//glk//allD//kdpF//efp//frdC//norV//zapE//rluE//yfiR//yjjB//hemB//yqgF//lrhA//rsmJ//nrdG//basS//insI4//ghrB//yahK//tdcC//phoE//phnM//rnr//rzpR//narJ//amtB//mglC//ilvI//yadM//phoB//dcyD//uvrD//rfbC//sppA//ydiQ//yjaZ//ubiJ//umpG//mdtC//ygiW//pgm//glnQ//mhpB//recG//citT//manY//frmR//folE//sgcB//stpA//metK//ycjR//cysU//mtlA//gadB//yghU//zraS//bcsA//phnN//sbcC//mug//ffh//hyaC//hicB//ubiC//dcuB//nth//abgA//
GO_0031326_6	dsdX//paaD//yfcA//btuD//ydiB//rluC//ycaN//gspJ//murR//allC//yciG//nadC//dgcZ//yhcH//ybeF//ynjD//ydjK//paaX//kdpD//insH-6//ydiQ//cysI//ydcR//ugpE//kdsD//cspC//cpxA//curA//hokB//dctR//torC//bcr//ygiW//nanK//cysP//rimO//lapB//yahF//yegS//leuE//bioF//recA//yidL//gltS//yggP//treF//purL//ilvD//phoQ//yeiL//sgrT//gltX//gnsB//htpG//crp//tktA//dosP//pfkA//ybhS//bssS//yjbF//manA//deaD//sapC//nudC//ybcF//emrE//narH//ilvC//hupB//cusC//pbpC//ynjA//yjbH//ivbL//plaP//ubiJ//pykA//yidD//hslO//murR//gltK//yiiM//yqgF//bamB//ydiV//ascB//flhD//asnA//cobC//ydiK//yfcS//xapB//udp//obgE//rnlB//waaS//ybiA//fabZ//agaV//eutN//yihV//yojI//pdxB//rpnA//rihC//hsrA//allC//glnS//selB//ybgQ//eamB//appY//nudF//cysC//dicC//yeaV//mdtP//idi//msrC//flgH//putP//gpr//napB//clcB//trkH//rstB//mdtP//ftnB//nikB//folA//alsB//fhuC//cvpA//cbrA//nmpC//cysW//thiI//pheT//selB//sbp//cbtA//arnF//sppA//lolA//rfaH//dgoD//lgoT//yafN//frdC//sulA//rfaH//ghxP//uspC//ftsY//appC//nfuA//ansB//ubiH//aroK//fabH//pcm//dcyD//frdA//cspB//folC//rph//rhtA//lysO//ybgQ//citX//rbsR//ybjN//afuC//ftsY//ampG//prfA//aaeB//recE//murD//skp//yhjX//entD//exuR//tnaB//lsrB//cpxP//gcd//nagA//entH//valS//trpA//ytfT//sfmF//yhcN//bglX//satP//fadD//argB//thiE//tdcD//ydiR//tcyN//mdh//dinI//ilvD//gapA//maoP//ybgQ//recN//yfeD//rclR//bisC//xylR//dsbG//srkA//holB//hisQ//fadM//panE//murI//gadA//rpoA//paaG//pspF//sdhE//frlB//menI//fis//uhpB//yhiM//fdnH//mdtF//tusA//panE//accD//rfaG//tdk//rlmM//prfC//baeS//maoP//lysO//nagE//intE//ybbN//coaA//fdoG//pyrF//cpsG//elaD//intZ//aldA//cusA//zupT//nagE//purN//dut//pyrL//phr//rcsA//ytfE//dhaR//dcuR//yphC//hcaR//maoP//shoB//mnmE//uxuB//argG//dcm//fimF//queE//uhpC//asnA//bepA//nhaA//gyrA//yagI//dgoR//yddL//yidP//insH-5//fes//cysW//potD//slyA//rhtB//trmL//hyfR//gltS//ypdF//folE//lgt//fdoI//sufC//ychO//rpsR//garK//feoB//glpB//ulaD//patA//epmB//glnL//rpoH//solA//panC//dppB//ygiV//hha//creC//
GO_0031327_7	fetA//gfcE//glpX//gcvH//yibA//dcuB//nikR//nrdH//fimE//ydiK//sanA//xylF//tamA//cyoE//torS//mepH//bglH//nadC//ihfB//yecS//tauD//speE//rzpR//ugpB//murI//elyC//glgB//nuoG//nuoM//dinB//cmoM//yjjW//narJ//ycjU//fhlA//ygaV//artP//dut//pntB//mhpC//acrF//fklB//dicC//abgA//osmC//bglH//mcbA//acnA//cspC//endA//shoB//sapD//dinJ//diaA//aroE//patZ//gcvA//mdlB//parC//epmC//gabP//yadM//cdgI//holB//dsbC//fadL//yfhM//hisC//yacG//carA//ydhQ//ybcM//ompF//yraJ//mgtA//gfcE//queE//ybiT//dmlA//nanS//recE//efeO//frlR//yedL//pepT//ybaT//basR//ortT//paaB//yidH//pgrR//leuO//yodD//argC//atpG//hybF//puuB//ydjM//rpmE//mdoG//prmA//ghoS//tomB//rfaE//pppA//dgcN//zapC//abgR//ycdX//yceD//pabA//carA//vsr//yjeH//rlmL//menB//phr//modC//csiD//exbD//pyrE//
GO_0031328_7	purB//mngR//rffG//rsmJ//pstC//rdgB//dtpB//rpsG//bepA//pdxA//deoA//rluA//yceK//aaeA//yphD//tesB//phoU//rstB//fhuF//nuoN//zitB//insK//cas2//csgF//elfA//cusF//zapD//dacB//dnaN//cysQ//asnB//yfcR//cysA//rfaC//rnt//nrdE//pyrF//paaA//zapA//uhpC//yieE//gstB//menC//fixC//ibsE//lepB//astC//aceA//amiC//dtpA//gadA//tmk//hslU//yibT//rnr//feaB//yiaO//ftsP//efeO//fmt//prlC//gltB//deoB//yiiM//pflA//ybiJ//slyA//aroD//pgaC//osmE//eptA//dhaK//rplJ//dapD//zapE//degP//hisM//prpB//yqhC//citC//ypdF//
GO_0031329_6	tolA//sixA//paaA//gph//otsB//parC//mlaF//kdgT//yahF//
GO_0031330_7	hisA//
GO_0031331_7	thrL//aaeR//
GO_0031333_6	helD//yidK//dcuC//rtcR//maoP//dacA//fruK//metN//bcsQ//rffC//
GO_0031334_6	galP//opgD//msrB//ybeY//rsmD//pdeH//prmB//ispB//hyfC//rhsD//yfgO//
GO_0031341_4	cof//
GO_0031342_5	yhgF//
GO_0031344_6	mak//yecS//cmtA//cadC//gcd//
GO_0031345_7	yjjV//folP//
GO_0031346_7	ydcS//dcp//recO//
GO_0031365_7	baeR//yfaL//pstS//tcyL//uspG//dadA//fabG//
GO_0031399_7	hslO//rpsG//lolA//
GO_0031400_8	yheT//
GO_0031401_8	glgA//trpGD//
GO_0031437_8	nadB//
GO_0031439_9	ybjD//
GO_0031455_5	fkpB//fimD//
GO_0031456_6	yjiA//ahr//
GO_0031460_7	yahO//ulaF//yhbQ//ybfA//ycjP//rnhB//fixC//opgC//insB-2//hemA//gfcE//pdeD//
GO_0031506_7	amiA//
GO_0031554_7	rseC//yeaV//rnc//torI//ybdR//solA//citC//tktB//mscS//metF//gpp//cynS//nrfG//yebK//fhuD//fdhE//cysD//rplI//glmU//ibpB//
GO_0031555_8	ftsA//yjeI//dcuA//tqsA//garL//rfbC//
GO_0031556_9	fucK//dppF//
GO_0031564_8	uxuR//nanE//mpaA//cdaR//relB//tusB//insI4//kdgK//mazF//serB//purL//lit//ftsX//
GO_0031589_4	yggT//dusB//ynaE//slt//emrD//gltX//xylG//opgD//lysU//gadE//maa//srlB//nlpE//yebZ//selU//
GO_0031638_7	ugpE//
GO_0031640_3	dnaQ//ugpE//elfC//yhjB//lgoR//
GO_0031647_4	zapD//citE//tolQ//bluR//yojI//nrdR//aspS//
GO_0031648_5	tauD//
GO_0031667_5	nrdG//yihW//narU//ihfA//ybiX//etp//rbsC//xseB//ghrB//gltI//ulaF//glpA//glk//yghB//tqsA//hycI//cysS//tdh//pfkA//nirC//ibsC//psd//priA//mscS//flgG//ggt//leuB//rplY//galS//fucK//ais//acnB//btuC//yjjB//fieF//tsgA//zntA//mlaF//rpsJ//fepA//rhaR//
GO_0031668_4	malP//yjcE//mhpB//ybgI//yobA//ggt//tcyJ//hokE//mprA//yjiY//yfgI//yfeR//serB//sgcC//trg//recD//glpA//ilvA//menE//trmD//tpiA//lptA//osmE//cueO//cpxA//bioF//acnB//murI//flgJ//sfmD//xylB//yraH//ygcO//lptC//pbpG//ugpA//nudG//bisC//pgaB//paaG//gatY//flgK//ytfT//hemA//btuB//ycjR//mdtI//dsbC//mppA//hslR//dosP//pckA//trkA//
GO_0031669_5	pta//rfbD//sgcA//hscC//rssB//pyrL//paaC//uhpA//mrp//rhaD//cysD//xisE//mnmC//blr//mutH//sdaB//mhpT//rhlE//rbsC//ygiW//mntR//nhaA//arnT//arsR//speG//cyoE//tnaC//bipA//tnaB//yeeO//deoB//
GO_0031670_5	iraD//ptrA//mnmE//
GO_0032025_6	bioP//lacI//
GO_0032026_6	kilR//nrfC//dauA//
GO_0032048_8	yfaL//pykA//cpsB//
GO_0032049_8	gadA//hofC//crr//
GO_0032055_6	cstA//
GO_0032069_6	eco//ariR//bdcA//agaB//cra//
GO_0032074_7	trpR//fixC//trpC//flgJ//basR//
GO_0032091_6	hisF//
GO_0032147_9	mnmC//
GO_0032150_8	nrfE//
GO_0032185_6	sfmD//
GO_0032194_8	plsX//
GO_0032196_3	tilS//rluA//ybaT//mmuM//yfjR//kdgK//selA//rdgC//xapA//pykF//serS//ppiC//abgT//
GO_0032238_6	mcbA//
GO_0032259_3	ptsN//pgpC//pstC//lpxP//rpnA//nuoL//pppA//nmpC//secE//aes//tbpA//fes//mscS//wcaC//hdeA//ade//agaC//pliG//napA//ydiP//nikC//caiE//osmF//trmA//dsbB//trmO//ptsN//dppF//rph//yjhB//phoP//serA//araH//hprS//mocA//appY//rpnB//dhaK//ygeR//sgcC//ccmE//cheA//ybfA//yihL//yehB//tdcD//yccA//ftsI//uhpA//ompT//xerC//insA-1//hns//ais//arfA//deaD//dps//
GO_0032261_6	bioA//bioC//flgE//
GO_0032262_6	dnaG//
GO_0032263_7	citC//yjjU//
GO_0032264_7	rplN//kdpC//
GO_0032265_7	ygjR//
GO_0032268_6	etk//ansB//fucO//nlpD//lsrR//hscB//insA-1//arsC//tusB//fiu//puuD//pepT//pflA//efeO//yfcA//ybaE//nadK//rimL//ycjU//speD//macA//yiaM//pgaC//oppD//pdeD//clpS//atpG//argR//yggW//ansA//ugd//argC//opgB//rcsB//ydjL//nrfB//yqgF//iraD//ycbB//argF//mrp//bioA//accB//rhtC//trpL//yaaA//
GO_0032269_7	ydiZ//recO//trpA//folM//xylF//rpsA//yhgF//yghU//yieH//ynbD//dnaG//clpS//rraA//rpsG//priC//malP//rraA//murJ//yohD//ygfX//ftsX//pheA//truB//kch//rnlB//eptB//ybcL//gpmM//
GO_0032270_7	kdsB//cusC//rimK//rpmB//mntS//gltB//alsA//tamB//lexA//fliS//
GO_0032271_6	gyrB//btuR//
GO_0032272_7	abgT//yidK//
GO_0032297_10	mtn//garP//hisS//
GO_0032298_10	bacA//fabI//
GO_0032324_6	puuB//gntR//lysR//
GO_0032328_7	dgoR//yqeG//
GO_0032329_7	rpoA//melB//mdtE//mgsA//
GO_0032359_7	ccmE//acpH//yibF//
GO_0032386_6	sfmA//apaH//
GO_0032392_7	fimF//fliG//phoE//yciV//relE//yebK//glvC//pheS//psd//ssuE//cho//btuF//ydjJ//
GO_0032409_4	rbsK//ydcZ//cysQ//dnaB//
GO_0032410_5	hybA//
GO_0032411_5	sgcR//ydfH//
GO_0032412_6	insI1//recR//nrfA//hcaE//
GO_0032413_6	nagK//
GO_0032414_6	flhE//aroL//
GO_0032445_10	uvrD//rbsD//ascB//pabB//lptF//
GO_0032459_6	ybhI//
GO_0032462_7	carA//
GO_0032465_6	bepA//fimZ//ybjC//sufS//torR//
GO_0032466_7	ydiZ//bhsA//
GO_0032467_7	rhlE//
GO_0032506_4	nfo//essD//mnmC//bssR//mlc//pstC//lpxL//yfcF//tolC//carA//flhE//
GO_0032508_8	srlE//potA//mtn//hycI//araG//fepC//glsB//livJ//mzrA//lolE//rsmE//bhsA//gph//
GO_0032535_4	bhsA//phoQ//stpA//rseC//bglH//
GO_0032774_6	paaK//dppC//tktB//pphA//tcyL//recR//ypdB//dppD//csiD//nrdI//mhpR//setA//psuT//mak//ygbM//waaF//ybeF//rpmB//sucB//rseB//dtpA//elaD//treA//cmtA//idnK//insB-4//cptB//frdD//pbpC//lptD//gdhA//nrdD//yhaO//rplO//cspG//eamB//metR//entB//yihX//hisB//pdeF//nrfB//asr//ycaN//cpdB//clsB//tldD//murB//ydfD//coaA//artJ//ibpA//adk//nanC//pgpB//nagK//chbC//mtn//roxA//murF//mazG//frdD//nemR//sfmD//gloB//mfd//yfhM//rof//ribF//glgA//groS//feoA//rhtA//tsaB//mlaC//nusA//nagB//secY//alr//dtpA//yccA//ispH//yibF//ydiB//yebZ//sdiA//cdd//narP//yijE//aroA//tolC//dgoD//hemD//paaH//rep//hflX//tilS//ackA//yqiH//bisC//glcB//fadD//ygcO//nikD//gltK//yjbE//dmlA//ivbL//cheR//glrK//rfaQ//ynhG//betA//lspA//yqaE//rpoA//appA//raiA//arnE//rpmF//lolD//yfeD//pabB//mug//ldcA//frdA//dhaK//rfbC//treF//
GO_0032775_6	mhpT//dusC//entD//
GO_0032776_6	msrA//
GO_0032780_7	elbB//lpxP//
GO_0032781_7	kduI//pncB//cheW//
GO_0032784_8	rcsD//amtB//
GO_0032787_7	crl//yiaM//yjfP//ydiP//mcbA//sfmF//mdtM//gmhB//fabB//nhaR//aes//aroP//ydeM//fbp//miaB//cirA//ybjC//ivy//xylH//fimZ//alsK//bolA//ogrK//nhaR//greA//ispA//rdgC//yfcP//radD//mutY//ynbB//iap//rsmC//tyrR//flgI//arcA//yjcO//gatY//paaG//ihfA//rph//fic//yghG//arnB//mntH//kup//rclR//rpiA//bioC//ubiX//ftsW//ybaK//yqgF//menE//ycbB//yeeL//uvrC//rclR//menE//mazF//fryA//leuE//ssuC//yjjI//gatA//bfr//acrE//bluF//dps//treB//sstT//minC//ilvH//rbfA//paaK//lysS//kdpD//ttdT//speG//ugd//nrdH//cas2//clsC//yfaL//torI//mcrA//kbp//dtpC//yihP//dnaE//glgA//yegS//lptD//yiaA//fdnI//fhuD//frvR//phnN//sdhE//mdtF//zupT//mdtN//yhjV//zntR//yjhI//narL//xisE//hyaA//yhaC//yiaA//asnC//dmsC//uhpB//paaC//rpnB//tnaA//mdtP//yqiH//udp//proP//lptG//hybA//idnK//gyrB//nuoI//serB//kdpE//hokB//frmR//yobA//panC//ansA//ybbW//cheB//rimM//glnE//hrsA//ampG//cmtB//hsrA//scpC//lolA//potB//pgpA//tatB//yqjI//eutB//ykgO//kch//mdtD//adhP//rsmB//ampD//slmA//queE//cmoA//rplL//pgaD//wbbK//hofM//ravA//hypD//rdgC//arcB//ccmE//htpG//pinQ//lolB//uspG//glpR//hxpA//lsrG//ubiX//bluR//yggD//rluC//yhbO//potI//arnD//paaC//blc//djlC//tsf//mglC//ygiN//pheS//mepH//hicA//mdtQ//hicB//bhsA//gpmA//cynS//lsrA//agp//hslR//yihI//napF//bcsQ//yeeJ//dhaM//rluC//ade//
GO_0032790_6	betA//flgB//
GO_0032879_4	mnmE//deoB//puuB//mdtQ//lpxM//sgbE//ytfT//dacC//yhcD//nadB//gsiD//blc//tus//serB//ulaE//ybdG//araE//hemA//cmoM//cpsB//flgD//tusE//hypD//fabG//yjfF//selD//dacA//ybcC//
GO_0032880_5	ratA//queA//cysG//
GO_0032881_6	blc//yfbU//radA//sugE//
GO_0032885_7	tktA//ygfI//yhjV//
GO_0032940_3	dgcN//ettA//ydjK//xylA//cspC//elbB//norR//
GO_0032950_7	proX//
GO_0032951_8	wrbA//
GO_0032954_7	ribC//ribB//yqaB//
GO_0032955_6	fimB//tdcD//ugpE//
GO_0032973_7	blr//moaD//fur//hycI//entB//
GO_0032978_7	ybgQ//yqhC//ychO//bcsA//
GO_0032984_5	hflC//motA//chbC//holC//clpS//aphA//ulaC//endA//rpiR//
GO_0032988_6	ompL//pdeD//
GO_0032989_4	mnmA//
GO_0033013_5	crp//cmoA//pheA//rssB//nepI//galT//proS//tmk//yidZ//ldcC//ypdC//prfB//narG//trg//cspG//srlD//cspA//betA//spy//fliD//cysU//
GO_0033014_6	hofC//yjcS//elfD//gudD//pstA//mhpB//yehD//bolA//flgJ//rimK//hpf//gutM//kefC//torR//yedP//sgbE//ghxQ//rzoD//sfsB//yghW//aceA//
GO_0033036_3	zraS//murJ//plaP//ulaD//zitB//artP//ycgB//nuoF//ycfS//ybjG//gppA//araG//ybbW//ldhA//yajD//yqaB//hybD//yphC//proS//ybiJ//ydjL//chbA//ycjY//deoB//sdhB//narJ//cstA//bioD//gcvT//gltD//alr//pnuC//ampG//yoeE//moaC//ahpC//ssuD//dppB//yneL//znuB//ftsX//garL//miaB//dnaE//raiA//mdfA//ybaK//yehB//yggN//
GO_0033043_6	rpsS//lptA//yfiR//yhgH//garR//
GO_0033044_7	lsrC//
GO_0033051_5	gspF//
GO_0033120_8	aceA//
GO_0033157_7	secF//ulaR//
GO_0033194_5	xylG//maoP//lnt//astB//
GO_0033195_5	rpoS//
GO_0033212_10	glnL//perR//lpcA//ulaF//fetA//
GO_0033214_11	rutC//pspF//
GO_0033228_8	rpsK//nirC//bepA//ppc//
GO_0033238_6	guaA//fhuB//ulaF//gspF//
GO_0033240_7	trpR//
GO_0033317_7	ydcT//agaS//insH-5//rarD//
GO_0033319_5	sthA//
GO_0033320_6	gltI//
GO_0033345_8	zipA//
GO_0033353_5	trkG//
GO_0033359_7	yadN//bioD1//
GO_0033365_6	insH-6//
GO_0033383_6	udp//
GO_0033384_6	glxK//
GO_0033388_7	fadL//
GO_0033477_5	dmlA//
GO_0033499_8	rof//putA//deaD//gldA//rnb//ralR//ilvM//
GO_0033517_5	lepA//
GO_0033518_6	rnb//
GO_0033526_7	cstA//rfaF//dld//rfe//
GO_0033539_7	ravA//xthA//rbfA//
GO_0033542_7	hypB//bioD2//
GO_0033543_8	modB//
GO_0033554_4	dgcE//yehB//flhE//envR//melA//yghU//hyaA//yceO//ydcZ//pth//fetA//yhhZ//yqgB//paoC//hmp//purL//ycfJ//hypA//garD//glnS//mtnN//truA//dgcF//flgC//xerC//thyA//yiaJ//rimP//prpC//lplA//recC//dusC//gadX//gabT//kbp//gph//glpB//ppx//ydaV//yjjX//bluR//ykfI//serA//aer//frsA//rhaM//yahN//puuC//xseB//serB//cra//fadD//tktB//glgB//phnO//pheS//entA//mraY//hemF//aroF//mscL//exuR//hrpA//ygfX//rplD//hsdM//aroD//bioF//hipB//pckA//speD//rna//patD//tmk//sgcA//ssuE//manY//fixA//deaD//yfbR//yijE//dedD//iscA//citT//yobA//frdD//dinI//yciE//dkgB//hofP//cvpA//mutH//xseB//insB-2//tktA//fadL//rfaE//tolR//ilvL//narP//fetA//ftsP//accA//yceD//malF//yjcS//ygcR//parC//ybeQ//satP//rhaT//ycbX//alsK//gatB//rluD//yddM//ybjX//bdcA//uvrD//ilvM//frwC//fimZ//dnaJ//yfcQ//hyaC//purB//fadL//yqaE//sbmA//rzpR//fimA//shiA//ynfK//ybcF//lrp//uxuA//fucO//mdh//mdtA//lsrK//arcC//dmlA//ribD//fliG//tas//yphC//ydaV//corA//yggP//ybcQ//ulaE//cydB//ddlA//fruB//idnO//cho//yibA//nagB//ftsI//opgD//fpr//ybhG//sulA//ybhA//bcsQ//glnE//rraB//epmB//pinR//glgS//ypdB//argS//hcaF//dtd//ycjD//dps//moaA//cspI//osmF//rutB//xylF//yhbS//ygaZ//yedL//agaB//yidZ//groL//clcB//insI-1//atpC//ybaE//yfbU//paaB//yiiM//lpxH//lasT//fimE//citC//yhjA//lsrK//pckA//insB-2//paaC//acrR//xanP//ydbK//hyfR//pgrR//ygeA//rpsD//entA//mglB//alsK//macA//iraD//mntR//yhbY//sodB//fbp//fcl//btuB//hybF//cysQ//paaD//yjiQ//ynfL//ycbB//gph//ahpC//dinG//ralR//ytfQ//aspC//yjjW//hisP//chbB//ptsN//glvC//creC//pspA//rpe//pphB//fruK//purC//ompG//nuoE//kdgK//ligB//yiiM//mmuP//yfcP//tsx//nupX//gabD//fadI//ypdI//ilvL//basS//intF//fliK//yiaM//uxaB//diaA//ycfJ//menD//zapC//slt//ldtE//rplF//yegV//murC//truB//fdhE//tqsA//rcnA//hdeD//thiC//phoB//glcC//lolA//pbpC//nadD//cdgI//ydhJ//ybhP//rplI//ygeR//mdtB//purC//rclB//gyrB//sgrR//rhaA//gntT//qseB//dctR//rpsG//rclA//dacC//katG//puuE//narW//ftsH//fabB//decR//nsrR//paoC//tomB//sbp//pgpC//yggP//cadB//fixB//cheR//higB//moaD//pdeH//yccS//dusB//topAI//puuA//proC//livF//insI1//
GO_0033559_6	yddA//
GO_0033567_6	pgaD//
GO_0033585_7	higB//pdhR//
GO_0033609_8	yqiI//
GO_0033611_8	tsaB//
GO_0033674_7	blc//
GO_0033683_7	narY//
GO_0033692_6	ydcT//yfcQ//yicJ//grcA//cspA//insA-1//tynA//dgt//yidH//mhpC//torS//coaE//dgoD//fabH//tktA//metH//arnE//yeeY//cobU//gcvP//hyfF//glrR//yhdH//focA//osmC//katG//perR//vsr//chbC//metG//hns//mdtN//entC//hybA//feaB//frdA//yahB//sfmH//scpC//dnaT//polB//ybjX//yacG//ybgP//rhtC//mscM//manZ//
GO_0033865_6	ilvL//ynaI//hofM//casC//sapA//frdB//prpB//
GO_0033866_7	tilS//ydaN//yraJ//galK//
GO_0033875_7	exoX//rfbC//pth//hemL//eptC//rcsD//rplJ//
GO_0034030_8	fecC//murQ//mtnN//yghG//
GO_0034032_6	lpxP//nrdG//recT//yebQ//ribE//lnt//yjaZ//
GO_0034033_7	adeQ//bglJ//waaU//ahpC//
GO_0034035_7	gatB//uspG//opgG//
GO_0034059_4	sapA//yebK//
GO_0034192_7	waaF//yebS//rpsG//
GO_0034193_7	rnr//
GO_0034194_8	ycbB//fadM//modC//
GO_0034195_8	mreC//
GO_0034198_6	rluC//pspF//yadV//
GO_0034203_6	murC//
GO_0034204_5	rsmG//rpnD//
GO_0034213_6	slt//
GO_0034214_7	ydiP//cysI//dtpB//fliK//
