#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	xthA//rfbC//ygiN//hyfA//
GO_0036293_5	ulaC//mntH//bioP//
GO_0036294_6	waaH//rplC//pgpC//
GO_0036388_7	panD//
GO_0036447_5	hokB//rspB//hycH//
GO_0036448_6	ydhJ//yedL//rpoS//
GO_0036460_5	waaP//elfC//araD//gnsB//kbaY//kup//
GO_0036506_5	lolA//
GO_0036525_7	metB//
GO_0038083_9	hda//cysD//ribF//ykfI//narX//
GO_0039633_6	glnH//uspE//tyrS//tolC//
GO_0040008_4	yiaA//speG//hemH//trmH//ygeR//cynX//yagF//dpiA//frdA//pspC//
GO_0040012_4	tyrB//serA//holD//nrfF//queA//btuD//pflA//insK//dapD//yoeB//yfeX//sbcB//malG//ydbD//
GO_0040013_5	groS//ycjW//yqhD//yjhH//srkA//glpX//rlmG//
GO_0040033_9	mdoD//
GO_0042026_4	yidK//wcaJ//sdhD//rlmA//argB//bdcR//crr//deoR//rspB//
GO_0042040_7	stpA//
GO_0042044_5	ldtE//
GO_0042126_5	tyrR//napA//rnt//mdtK//
GO_0042128_5	potA//sulA//
GO_0042133_4	dpiA//csgD//rof//insH-5//yhaO//gspJ//rne//murF//sucD//rcnR//uidC//fliG//gatA//rutB//dcuD//rpsE//
GO_0042135_5	opgD//mtlD//gntT//ugpE//pldB//adiA//yqaA//cas1//hyi//nikB//fucO//pykF//citC//
GO_0042136_5	hisP//rzoR//
GO_0042150_7	fmt//hycH//yidR//
GO_0042157_5	moaC//mrcA//mliC//edd//
GO_0042158_6	fnr//prlF//waaS//
GO_0042168_4	helD//phnC//rcnB//fdoH//eptB//tisB//ybiT//yneE//ychH//
GO_0042176_6	murP//trmH//phoQ//rclB//
GO_0042177_7	manX//yieF//hybE//
GO_0042178_5	metL//tsaC//malP//yhhT//yfhH//csiR//selD//hxpA//nanR//thiL//ygiB//napF//gsiC//nadE//nrfG//carA//yfcQ//ubiD//prmB//
GO_0042180_4	osmY//ynbB//ftsK//prfC//ynfK//speC//rpnC//srlR//greA//ribA//mntR//cydC//uhpT//moeB//nrfG//tnaB//rlpA//hemN//acrZ//pyrH//ybhG//waaF//comR//rnt//secB//pyrE//yoaB//rplQ//wzyE//cysK//metI//guaB//fixA//ydfK//iscA//clsB//glsA2//pgl//plsC//ygfI//marR//yeiE//eutN//prmB//sgrR//clpA//ubiB//rssA//tmk//argP//hisB//fimH//gppA//cbrC//ydjH//ybhG//ihfB//yraJ//cysE//
GO_0042181_5	fadD//dam//degP//tomB//yqaE//elaA//sufD//ilvH//gspF//yadN//glk//lsrR//yeeY//mlaB//pyrF//ydiV//rpsT//ynfH//dacC//gcvA//ybhI//smpB//cbpM//ttdR//
GO_0042182_5	hxpB//thrA//rffM//ubiJ//frwD//mtlR//sdhE//hdeD//recE//flgD//aspA//tisB//gapC//manZ//nfo//spoT//ubiB//mltD//leuE//treB//mepM//cedA//lysP//xylH//rraA//rhaD//hisA//narI//zntA//
GO_0042219_6	rph//ybfA//glsA1//pykA//aroP//
GO_0042221_3	narI//alaA//mrdB//ycfL//nfo//xylR//gcl//argO//sufE//bioD2//yebC//gntK//tyrA//cysB//gloB//ghoS//eptC//cpsG//uxaC//amiA//ldhA//yhgH//satP//hipB//yecS//csgG//cdsA//livJ//menC//yidC//yiaM//mrp//mntP//malI//envY//hofO//elaA//bssR//metR//menI//pflC//gsiC//rbn//lpxH//eutB//trmJ//zinT//artP//hslU//sbcB//cnu//dsbB//azoR//yfjR//dsbB//ompN//rluB//wza//yfgJ//cnu//cheB//lpoA//frlC//potE//hsdR//pdhR//frvR//surA//ompF//pyrD//mutT//ibaG//truD//fur//pgpC//rplN//ghoS//mlaC//adiY//rplP//yidZ//xisE//dld//lhr//csgD//ubiX//kgtP//rihB//uidA//ulaC//yafQ//sdaB//purA//frwD//paaH//kdsB//ecpR//pta//hcaF//ilvM//phnC//hsdM//mocA//ugd//intZ//glpF//leuB//ybaM//garR//prs//fis//yeaE//ybgQ//guaC//lexA//aroH//ycdX//priB//ygiS//rpoE//guaB//eutN//cysI//yddA//yehX//yfiR//panB//pepQ//fimI//rpiB//maa//rutG//iscS//bioF//gltP//mutH//lyxK//yciE//mrr//yfiC//grpE//yjbE//malP//glgP//elfG//cptB//yggF//fadD//fimE//rpnB//atpB//kdgR//ydjE//yfdK//yebC//arnB//yejF//trxA//argH//yhbS//der//fabG//alr//rclB//adeQ//rplN//lacY//yfdR//nuoM//moaA//pdeD//yahO//ydeT//cutA//tehB//waaB//ilvI//yhdH//yjaZ//tatC//arsR//acpP//rpmE//uxuA//murE//abgR//hycB//yibF//mntR//kdsB//yhbX//ibsD//dadA//arnD//yahK//yebS//yhcD//tonB//frdC//yqhC//nrfB//pnuC//hybE//ydcS//ypdC//fabG//yhaV//dhaK//tatC//csrA//mdtE//cheZ//sppA//uidC//edd//phoB//yodD//yqjI//mrcB//ybjC//rutC//yghU//cheZ//ycdX//dgcJ//mdtD//yciF//proP//gltL//azoR//nuoB//ldcC//galK//envZ//uvrA//
GO_0042245_7	glxR//yhdZ//alkB//
GO_0042254_5	ribF//rraA//malX//thrL//ycfJ//argC//glnL//
GO_0042255_6	zupT//tufA//
GO_0042274_5	cysI//fabZ//yhjV//gmd//
GO_0042278_6	miaB//ycgR//gpr//recE//pdxY//wbbK//gatA//cysA//smrA//cvpA//narV//gsiC//rpoH//tsaB//ygiW//artP//frlB//rluD//
GO_0042304_7	wecA//moaE//mtn//
GO_0042325_8	pyrD//tauA//
GO_0042327_9	cysB//
GO_0042330_3	phoQ//mioC//argA//ispF//rhaS//scpB//nlpI//afuC//rbn//cbrC//yehD//narW//folD//fetA//mntS//nadE//
GO_0042350_6	rplB//
GO_0042351_7	zipA//
GO_0042354_7	alaC//ybiA//fixB//ygjH//ldhA//pinQ//
GO_0042355_8	fruA//yiaN//birA//cysM//hofN//era//
GO_0042357_5	fliG//queA//
GO_0042362_6	accA//
GO_0042364_6	envC//cho//ydhK//gadW//proQ//sgcC//ynfK//gapA//phoA//trmL//yccX//rhoL//ygjK//fadJ//fruB//rep//intZ//hybC//ispU//tehB//groL//insH-6//mltG//ydhJ//sgrR//kbp//cbeA//rho//amtB//yqiH//lysO//dnaC//rhmR//rhlB//citC//rseP//rlpA//yieE//xylH//groS//zwf//hemG//ybaT//basS//cyoE//tabA//ibsA//ulaG//bluR//yihP//ycdY//ynbB//dfp//xylG//dnaN//prmA//
GO_0042365_6	lgt//dkgA//yeeA//cusB//
GO_0042371_7	sodA//
GO_0042373_6	livH//
GO_0042398_6	yagE//cysG//panD//ydeE//ydiZ//bssR//mscM//insI1//gadC//cusF//ycdY//yceO//glgA//ygeV//ugd//narU//pinE//insA-1//bamE//rbn//
GO_0042401_7	sufA//flgH//sdhE//astC//hofC//udp//dmsC//glpX//cysS//tusC//lysS//eno//yheT//lacI//
GO_0042402_7	accC//adhP//yeeO//pck//yccS//rplK//gstA//arfA//folE//fpr//opgB//coaD//hxpB//
GO_0042413_6	gyrB//mukB//yqcG//citG//
GO_0042430_5	araA//cadA//rutC//yfcS//lasT//betI//pth//cydC//fabA//bglX//
GO_0042435_6	proA//minC//yfaU//eptB//tcyJ//tdcB//ttdB//rseP//uvrB//
GO_0042436_6	yadG//
GO_0042439_5	puuC//
GO_0042440_3	yqiJ//trmJ//ycjW//yjjX//folA//chaA//amiC//araA//aceK//malG//pdhR//nadC//menH//secG//
GO_0042443_5	hscB//sapA//
GO_0042445_3	fepE//tolA//hypF//ccmH//ackA//hypC//napC//rpmE//ycbV//yegD//macB//nrfB//mprA//lsrC//
GO_0042446_4	lysP//
GO_0042447_4	menF//yhhT//pyrH//kdpA//pspF//panE//nfsB//yeiL//ydfD//eno//uidC//patD//ulaD//
GO_0042450_7	glpX//cysB//ybfA//ycfS//recC//abgR//
GO_0042451_7	yieL//yafS//aroP//ytfR//csgG//malS//
GO_0042453_8	dgcE//
GO_0042454_7	yqaA//ydcR//focB//rhaS//rbn//yegS//glxK//mutM//ndk//oppD//sgrR//atoC//
GO_0042455_7	afuB//wzc//ybbY//sapF//pnp//hldE//yjiY//ycgV//waaJ//viaA//curA//slt//aaeA//mdlB//dusC//elaB//rbbA//
GO_0042493_4	pntA//aroK//yjjW//ivy//gmd//trpL//cadA//rraB//agaA//tisB//ddpX//aidB//rsgA//valS//yjtD//fimF//asd//malF//cobU//rpsL//trmJ//rhlE//dppD//galS//groL//pbpC//csiD//ubiH//tatD//yagE//rseP//yidE//yijO//rpmC//infB//yjjX//lolB//rimM//ompR//upp//mepA//appC//ydfH//cspI//rzpR//mhpC//recT//yhhY//abpA//
GO_0042537_5	pepD//kdgR//hisC//csgF//nanA//trmB//mdtJ//nth//ydcM//rdgB//proX//rlmC//tusC//yjjG//uhpC//nac//ybbW//trpB//rna//gspJ//fucP//caiD//
GO_0042538_6	allR//clpP//
GO_0042542_5	htpX//crr//sspA//waaH//flgA//ybiX//hdfR//csrD//ccmA//murE//iscA//rluE//asnC//glpB//deoB//frmA//kgtP//feoA//
GO_0042545_5	pnp//
GO_0042546_4	menH//dgoT//trpE//pgpC//rbsA//yidK//ynaI//lepB//ogt//abgT//
GO_0042558_5	ldrB//prpR//rcnA//ydaV//wzyE//pcm//abpA//rtcB//trkH//cmtB//cirA//malX//csrD//metC//waaJ//yabI//kup//mcbR//
GO_0042559_6	ybdG//cspD//fadE//ybiS//kdpD//rplR//artP//pepQ//cysU//yhdW//lsrA//baeR//gsiA//
GO_0042560_6	potF//tauC//
GO_0042592_4	gpt//btuR//kefB//npr//ribF//metN//narX//yaiW//insA-2//crfC//yqeA//appY//yihT//murG//hinT//carA//uvrY//tufB//yahF//ydcO//acrF//bglJ//dppA//mdoD//lolB//ssb//pspF//rzoD//deoR//yafC//ghoT//narU//yfgJ//ydiZ//yebG//adeP//torR//tar//paaK//rffH//eutB//ldrD//lit//lsrC//rzpR//yecS//csgD//yhcN//kefF//upp//rlmJ//livH//sdiA//pppA//ilvB//murQ//gadB//sucC//cho//
GO_0042594_4	ycjR//bioD2//rhlB//phoP//yagE//tdcE//zwf//gudP//rplJ//yhjB//ybgP//cas1//pyrF//frmR//topAI//yibT//umuD//rssA//phoB//ybiW//hemF//yabI//mdtD//hyfR//menE//sgcA//ybaM//dtpB//rhaD//menI//cyoB//speF//nrfA//yjeI//rrrD//
GO_0042618_5	tgt//
GO_0042619_6	wzc//
GO_0042710_4	yfjV//gcd//yodD//yqjA//potA//wzyE//rutA//uvrC//napD//ompT//hprS//dinJ//leuD//ydfD//glsB//ybjD//mazF//uspF//arnA//ftsP//ghrB//hisI//lldR//dgcQ//ykgF//yfiR//rpnB//pstA//cydB//rfaC//kup//ycfL//yadG//yfbV//amyA//ompR//frr//cecR//tbpA//araC//cmk//amiD//xylE//citT//mazF//kdsD//sodC//sdaC//valS//ecpR//idnK//
GO_0042723_5	ldrB//ygiS//yegV//ycbB//thiC//ytfP//aroL//aqpZ//clsA//surA//hcaE//ftsZ//
GO_0042724_6	yjtD//yhaM//sdaB//rnc//aldA//yeiE//ycjR//patA//puuB//xylF//
GO_0042726_5	narV//fruA//dusB//htrE//ftsA//moaA//araF//ascB//
GO_0042727_6	entD//yiiM//bamC//rpiR//ccmC//ygbN//aslB//lgoR//
GO_0042732_6	manA//ycfH//cspB//ybiY//elaA//
GO_0042737_5	setA//etp//nanS//folM//prc//hprS//sohB//lpxM//tdcB//menC//kefG//rfaG//dsbA//rluA//rluF//ycfS//satP//pepT//nanA//yfhM//narH//ycjP//rhaD//cysG//aroB//lsrC//yghU//secM//frr//yehB//yhcH//gshB//mrr//trmA//mdlA//ychH//rcsC//ltaE//bglB//fdrA//prpD//tdcB//lldR//aceB//pppA//ybaO//fliT//malQ//potB//elaD//gloC//rmuC//nanT//gpmA//tpx//
GO_0042743_5	dgcF//rbsD//
GO_0042744_6	atoS//exoX//
GO_0042759_7	ytfR//accD//
GO_0042773_6	ybdZ//
GO_0042777_8	kdpA//
GO_0042779_8	add//
GO_0042780_10	glgS//xerC//ycbV//
GO_0042816_5	yphB//alsA//zapB//trpS//yggN//ubiX//fbp//holE//mcrA//
GO_0042817_5	efeO//
GO_0042819_6	dxr//mcrA//ybjI//mdtD//nirC//nikD//rpoA//intQ//ugd//
GO_0042822_5	ybhG//lldR//yjjG//ycbV//mdtL//yihU//gntU//
GO_0042823_6	sgcR//ymgC//mnmC//ydbK//panB//yjfF//ycaN//
GO_0042836_5	leuE//yfcV//dnaK//nlpI//
GO_0042838_6	xapA//napA//cca//ndh//
GO_0042839_7	pfkA//betT//fimI//hypT//cho//mltD//
GO_0042840_7	fau//leuE//efeO//polA//serS//adiY//
GO_0042843_7	yagF//rplR//
GO_0042844_7	syd//
GO_0042846_8	yibA//
GO_0042851_8	dtpA//sbmA//rnb//tatE//
GO_0042852_9	yfiE//eamA//ghxQ//
GO_0042853_9	hflD//
GO_0042866_8	sbmC//hofP//yjhB//lsrA//nanS//pyrC//cca//narJ//aes//ydjM//mtlD//arfB//glrK//yrfG//mdtD//citG//mdtK//frvA//
GO_0042867_8	ybdO//
GO_0042873_7	galK//sgrR//hemG//cbeA//chbA//hsrA//rbn//
GO_0042882_10	nagK//sthA//ompC//
GO_0042883_7	sthA//pntB//ssuD//tadA//ycjU//prc//ycbX//ybeQ//
GO_0042884_7	udp//norW//scpB//poxB//opgC//hypE//rseB//
GO_0042885_8	narG//
GO_0042886_6	ftsW//potA//mqsA//yebZ//ftsP//cusS//yhjR//galP//gsiB//yihT//pheT//nrfB//malY//metN//truA//waaG//prc//argA//yhdJ//yihI//atpC//opgE//recR//cdsA//azoR//thrA//mdtA//menA//pdxB//pgpC//yhgF//ghrB//moaD//bluR//ybhD//yceD//ycbU//ybdG//srlE//abgA//arsB//kbp//cysP//arfB//kdpA//tatE//ybgQ//yiaA//tag//ydcO//cysW//mntR//murG//ygcO//gspE//yeiL//tsaB//narH//waaS//ibpA//hyi//rplQ//cfa//recE//rraB//yehX//lepA//rplA//ilvH//aaeB//intS//treF//ydaV//ymgA//mlaB//tamB//hisG//elyC//pgsA//prlC//secG//rhaM//mcbA//iraM//mdtE//pncB//rfaG//yqjH//
GO_0042891_6	eutR//ahpC//uxaB//rpsJ//flgG//dsdX//yieH//ptsH//rhoL//clsC//yddL//potG//elaB//polB//msbA//kdsA//ralR//menB//ycjR//yihP//sucA//btuR//yjiR//bcr//gnsB//yeeJ//galU//nepI//hofQ//ndk//cadA//aidB//
GO_0042906_8	bioH//ycaO//mug//metK//
GO_0042908_5	ygbN//yraJ//rarD//sapA//rbsR//metG//ygbI//yfhH//crcB//asr//hflC//glnL//yggF//dapA//rffT//mutY//
GO_0042914_8	yqeF//envR//
GO_0042918_6	abgT//fadE//yraH//yfdG//panB//
GO_0042919_6	fabG//
GO_0042920_6	pmbA//
GO_0042928_7	aqpZ//
GO_0042930_7	hdhA//yfdR//ttcA//recO//sdaC//araC//rimL//rplI//
GO_0042938_8	ompN//gloB//ydhK//hisS//eutA//torS//yhjD//htpX//narV//leuO//fecD//ilvB//ileS//ycjP//wrbA//
GO_0042939_8	tcdA//bamC//rfbX//yobA//yedA//mdlB//sfmD//opgD//ddpX//rsgA//
GO_0042940_7	nusG//ebgA//rplE//yfcG//yoeE//
GO_0042941_8	hlyE//
GO_0042942_6	tesB//flgE//
GO_0042953_6	galM//panE//nanR//
GO_0042956_8	dld//bcsA//frmB//csgG//araA//
GO_0042968_8	bamE//xylB//cas1//
GO_0042981_7	yjcS//
GO_0043038_5	adeP//sppA//uxaC//nepI//nudF//ndh//yobA//gatZ//rraB//hisH//hchA//rlmN//groL//alsK//ridA//trmL//yegS//trkA//garR//acnB//parE//ymgF//gatB//ccmH//trpGD//aes//
GO_0043039_6	dbpA//focA//pheA//exuR//cra//yhjD//thrA//yccA//ftsW//proW//sgbH//bluR//nirD//flgK//ynbC//dcp//yddL//murF//lplT//plsX//bamE//emrK//actP//yagF//rclA//
GO_0043041_6	thrA//
GO_0043043_6	ispF//yfdC//nanK//pdeD//mlaB//rluA//uxuA//glnB//glpF//ybaE//acpH//ybaM//ligB//chaC//hofN//fadK//rcnB//pphB//rpmJ//dgcM//fimH//mepA//lptF//modB//ssb//ydcO//ibaG//insH-6//aaeB//oxc//thiM//prpD//fadK//accA//sdhB//yhbO//mazF//hpt//tonB//yoeB//dnaE//brnQ//ftsX//alkB//creC//hicB//yegT//malK//ftsZ//ortT//creB//citE//fixB//ftsX//thiC//mtlR//manA//torD//fepD//ybiS//purN//
GO_0043067_6	rihC//
GO_0043085_5	yehU//yjjG//ycdY//purF//menA//frwD//yccA//yidQ//ompR//trpB//paaJ//mglA//ibaG//tap//pdeK//bglF//preT//rseC//yafS//lon//thiL//cdh//intZ//
GO_0043086_5	arnD//nirD//gpp//ubiA//argG//entH//livM//alkB//entD//pepT//tyrA//yfdO//ycjY//yfaV//mnmC//mmuM//mnmC//rpsM//livJ//eutK//rrrD//yihU//rluF//asnS//yfaL//kbaZ//
GO_0043087_6	dut//yjaA//ynbC//rihA//
GO_0043090_7	ribC//tauC//lnt//rzpD//ymfK//dut//aqpZ//symE//yfaL//leuA//
GO_0043093_3	ddpX//argD//preT//menB//sufD//fpr//citT//yraI//cobB//fdnG//fhlA//yccS//livJ//yaaU//dinD//hemC//ydaV//
GO_0043094_4	fabH//gltI//agaC//narG//rdgC//yabI//xapA//zntR//mlaD//dut//yjhC//arsB//ulaE//aspC//fryB//araC//yddA//insI4//ygiW//ribA//cho//dedD//
GO_0043096_6	gatD//fumC//csgE//
GO_0043097_6	argO//atpB//ykfI//pheM//
GO_0043099_7	yebK//
GO_0043100_6	yceD//
GO_0043101_5	galF//ilvC//mutH//glsB//
GO_0043102_5	csgE//nuoM//yehA//narW//
GO_0043103_7	ldtA//
GO_0043111_7	yifB//
GO_0043137_6	ttdR//fic//
GO_0043150_8	purD//
GO_0043157_6	tdcG//
GO_0043164_6	dinG//cusB//betT//ybaL//ugd//psuT//abgR//dctA//
GO_0043165_6	aaeB//potE//kdsA//eutN//topA//mrdA//xanP//cyaY//lepB//atpG//
GO_0043170_4	epmB//yggT//frdD//narK//mtlR//mlc//sufS//lgoD//sufS//crp//pitB//degS//pgm//cyaA//erpA//mhpD//ftsK//rpmG//tsx//mdtD//yceO//proA//rlmJ//ulaE//cirA//thyA//frdD//setA//frdC//rplS//trmO//pfkB//ycfL//yfdO//ykgA//rbn//fixA//malI//ibsE//pinE//nrfB//rppH//yjjI//vsr//lamB//prs//rimP//wzyE//torS//holD//thiD//rbbA//lpd//rdgB//cycA//ymfA//luxS//tyrB//puuC//yfaL//pinE//yehW//eutB//mdtD//yqiG//add//purR//yfdG//pstS//intF//ubiE//murP//ybhJ//pyrE//dcuD//yehC//pdxJ//yfgJ//yjhG//sgcB//recA//uacT//rfaF//ldcA//sufE//rpmG//hdeD//paaH//sgcR//cysQ//fadD//matP//gcd//atoB//gspI//fdoG//waaO//rpsN//gadE//ompT//yjaZ//lplT//yfiR//basR//menC//yafS//rhtB//ybdO//plsB//rfaQ//glnL//hda//yjjU//corA//rraB//ugpE//ybhF//livF//elaB//prmC//hdeB//cysD//rnpA//rsmD//yaaA//guaD//rlmB//rpsH//yhaM//treB//nth//glgX//malQ//glpK//yciF//nimT//rpmJ//nepI//narY//gutM//ybdM//yhhY//gabT//pbpC//hofO//hha//ycjU//ffh//mug//recX//ybdZ//rfe//etk//ispH//bamA//dacA//shiA//yhdZ//insF-1//potC//plsC//mcrB//phoU//gdhA//leuO//hemL//ruvA//nudB//fadL//efp//hybO//sufB//yiiE//tktA//rihA//hcp//cmoA//rfaB//ydfG//agaV//lepA//ppiC//dapF//fic//rsgA//gph//intF//yihV//treR//lrp//iscS//ldtB//holE//mltG//ykfM//emrY//mscS//proC//yddG//cof//nhaB//nrdE//yneE//emrY//hpf//prfC//rpoD//msrQ//cra//mhpR//rutA//ygfZ//ydfD//rssB//prc//araH//aceF//ybiO//nimR//tsaC//ybaK//dsbD//infC//atpF//qseC//prpB//yfeX//lrp//rdgC//edd//treF//afuC//gabT//lnt//ppiD//ycfL//fliK//cobC//flgH//ebgR//dtpB//cpxR//yieF//chbC//glk//yahO//yadI//queE//ttcA//pflA//ompG//lacZ//hscA//higA//gntK//ybdM//tsaE//rpsL//yqaA//fdhF//aroG//gatC//yebQ//flhC//metG//miaB//avtA//rfaF//citX//folM//yifB//purN//glpT//dxr//ybdN//gatA//modA//phoQ//hisP//citX//kdgK//ygbL//rimJ//proQ//dacA//thiD//yhdH//helD//msrA//kup//yhcF//rpmF//arsR//ldtE//tsx//hisQ//ispU//glcB//ybaO//ftsB//abgA//nudG//ybeF//yihW//osmF//mobA//mdlA//xapA//rnc//yfaX//hemF//torS//lamB//torA//yhhT//pyrB//fimB//purL//ygaH//ubiJ//uidC//paaX//bisC//torS//rfaG//metF//pgsA//ppsR//yfaL//acpP//btuB//hofM//malF//cydD//dnaT//pmbA//treB//narZ//yfdC//araC//frwB//azoR//yrbG//glpG//cdh//trpGD//lldR//dgoT//uvrB//yjhB//ygbI//murP//nudG//dusC//putP//pgaA//yihR//ypdC//creC//ydcM//fmt//cyoC//rsmJ//ftsZ//yehP//folP//yaaA//ulaF//ribE//infB//cbpM//yjfF//tktA//glsB//ynaE//yahN//cas1//hrsA//aroP//ftsH//mmuM//ydgA//glgA//cysC//cheB//trmJ//nmpC//nudC//tauC//tcyP//lysS//mqsR//idnT//flhC//livM//mdoG//dnaJ//mrr//sufE//nfi//pppA//waaQ//frdB//ydjK//crl//ygjH//ssuA//yihO//ytfQ//rplY//ldtB//rlmF//mltA//tnaC//mog//pflC//polB//trpD//yoaA//minC//yehD//mutS//iraD//hofQ//yehC//recE//menD//gntT//hypA//acrR//eutR//fhuB//caiT//btuB//gltD//rlmC//mdtJ//frdA//ydhC//waaP//ilvM//glpA//yajD//yfgJ//bsmA//lon//uspC//uxuR//cycA//rpmA//fliM//ydcO//chbC//rlmF//malX//sfmH//yihO//cydA//pheS//wzc//topA//pdhR//yjhP//rbsR//envR//pykF//dapF//ybhJ//holE//rpsE//tcdA//ycdY//betA//lpxM//nepI//fbp//bglF//dapB//ydjJ//yeaD//uhpC//dhaK//aceF//zapD//rpsN//lapA//yegV//appC//yraN//ulaR//rplW//yciE//yjjX//yfbS//yebZ//insH-6//envC//mglC//fadB//malE//ybdH//ycgB//yhcH//plsX//yhdX//opgC//fadI//tig//elfC//leuC//mliC//paaC//msbA//amyA//sbcD//fmt//hda//ribC//lacI//csdE//ldrB//tnaA//insK//mqsA//maeA//cnu//menI//csgG//hycH//recX//yohC//torR//fliG//frdB//yhcD//ydjK//glpB//araC//acrA//ttcA//sgcE//brnQ//rutF//cmoB//tauA//ubiD//zraR//pheM//ykgO//osmE//gpmM//rcsB//ppiA//yjjV//yibT//folE//yhjR//trpR//rplP//deoB//relB//dapD//envY//ghrB//ispG//ushA//insA-2//allS//rsuA//bolA//dut//proQ//hisC//gadE//yjcS//yaiW//pcm//nmpC//cmtB//torA//hcaB//rimP//purL//ccmH//mutS//yifB//xapR//hiuH//glrK//pdeR//folM//ftsY//ssuD//gltD//rffM//tpx//pinQ//mdaB//oppF//eutR//fiu//fcl//prpC//sucB//mhpA//narV//rpsM//cpsG//dgt//rimO//hofO//icd//gltL//atpF//mrcB//rhmR//mepM//gcvT//yfdG//ydiF//yphF//tdcB//emrB//ygbM//tas//fimG//otsB//cysC//ybdR//ybhP//appB//ppsA//acpS//ttdT//amtB//asmA//yadC//pflC//ttdR//sbcD//sbcB//yadM//yjiY//hslR//pykF//glcE//csgG//secE//hofC//gldA//glxR//ssuB//nuoB//bcr//mlaE//fadB//ubiD//ebgA//dmsB//dpiB//relE//nanA//dcuS//pepQ//actP//basR//opgH//hpt//yjiA//rimL//oppC//alkA//maoP//crfC//cadB//nusA//murA//yaaY//ftsN//yfiF//puuR//ftsE//hyaD//secB//macA//adiA//mngB//ydeE//yihR//hypT//endA//yqjH//yneE//nuoN//cydB//xylE//ycjQ//phnL//trpD//hisQ//tadA//obgE//ydiR//hslJ//ynjD//yihS//ycbV//deoC//ydbD//fabZ//pheT//hxpB//ydeT//matP//grcA//gpmM//rpe//folC//yhbO//infB//csrA//hcaF//ybiH//cdgI//mglA//mazF//rpiA//lldR//thrC//ilvE//yhjX//tusC//nrdI//caiE//kdpB//glgC//arnD//atoC//greB//arcA//btuR//rcnA//dpiB//sucC//ybjL//bipA//yfiE//glnP//cynS//frmR//nuoI//rsmE//yciE//speF//thiQ//ubiE//iraM//agaW//prs//elaD//pbpC//thrA//znuA//yhbY//pspF//prc//yadC//fruB//abgB//iraM//fecD//bioP//yjjW//hprR//ydhJ//rhmD//glnE//trmJ//nanS//modB//pbpG//hypE//abpA//tsr//uraA//gloA//cycA//ileS//umpG//glpB//ybfA//nikA//rffC//tesB//yhdW//kdgK//rhaS//ubiA//ompW//adeP//rzoR//dcyD//bssS//yiaF//puuE//nuoF//tusB//cspB//dxr//wbbK//insI3//lpxD//sspB//yqcC//fdnI//slt//mrp//yafN//rclB//ybdR//aroL//glnB//carB//eptC//frlC//amiA//serC//allC//
GO_0043171_5	ppsA//yjgX//tsaE//rsfS//wecA//ybjD//ydcP//purT//tyrB//
GO_0043173_5	betA//mltD//yqcC//sgcR//pepD//ilvM//mscS//fdoH//
GO_0043174_5	tdcD//rpsG//yebC//mhpR//queE//lsrK//
GO_0043200_5	yeaD//murD//ydfH//tolB//ariR//rraA//exuR//mdtC//
GO_0043201_6	pnp//
GO_0043207_4	sbmC//dhaK//yfdG//betI//ilvI//fumC//topA//rdgC//rusA//fes//nrdI//nrdH//glgP//hrpA//
GO_0043213_7	holE//yraH//sdhD//aaeR//clpB//erfK//ttdT//ssuC//
GO_0043242_7	maoP//frdA//fixA//
GO_0043243_7	waaC//
GO_0043244_6	guaA//arfB//speA//tdk//deoR//mdtG//yeaV//fabG//ybgP//etk//napD//cyoD//ftsP//tolQ//ydfG//fhlA//slyA//yfeX//tnaB//mrcB//
GO_0043254_5	bcp//yfdR//speE//ydeI//intF//rsmH//rplX//gutQ//nsrR//tdcB//frvB//mukB//fruA//rng//rutC//yghO//metC//seqA//rclC//gltK//ftsP//sdhC//cmoB//mreD//flgA//
GO_0043255_6	hexR//osmY//ydcS//
GO_0043269_6	bioB//cycA//yhjV//glpG//ycjU//rffT//srmB//
GO_0043270_6	osmE//dppA//
GO_0043271_6	ybbW//
GO_0043335_3	ygeX//sulA//dnaK//ettA//
GO_0043392_6	kdpB//
GO_0043393_5	clcA//
