#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	xylB//bdm//fliZ//ybiH//
GO_0044242_5	ptrA//cadB//dicA//ygiB//thiQ//yabI//gspI//rutC//hyaD//epmA//flgE//srlR//aceB//ulaR//dsbB//yecS//yrdA//idnD//lamB//ytfE//argB//xylF//
GO_0044247_6	rsgA//pdeK//hcp//hiuH//mliC//
GO_0044248_4	dgcQ//yidR//gntU//menI//mdtA//mscM//hyi//ompW//gltD//ftnB//nagA//aldB//lplT//patA//yqhC//afuC//agp//ydfH//mngR//pgk//yraN//pnuC//trkG//menD//patZ//yggD//hofM//yjbF//parE//epd//minD//mltC//mntR//mraZ//lptD//zur//yagE//asnB//sad//cas1//umuD//sfmF//guaB//mhpT//ivbL//dfp//ydeE//pepN//ybdN//rclC//agaB//yfcQ//rimO//fimG//agp//ftnB//norW//waaS//ompW//narP//ompC//selA//rplL//nfi//gsiB//yhcF//tilS//groS//ade//prpR//ung//glgS//iaaA//yrdA//cusS//ykgO//cirA//agaA//aspS//rrrQ//pyrD//ulaA//frdD//yfeD//yciE//hsdR//tcyN//yghO//yjbE//csiD//adeP//yhaM//cyaY//elyC//eamB//csdE//csiD//nth//narU//cpxR//infB//tdcB//carB//erfK//insI1//mutH//kbaZ//nanT//araH//ugpE//nrfA//yjhP//yiaA//csiD//hcaF//tsf//cyaA//lepB//trkH//kup//evgA//xapR//yfgI//dauA//dsdX//glvC//hofN//hxpA//intA//hslU//rmf//ybhS//asnB//recC//rsmH//recX//ddpX//hisM//yagJ//cysH//focB//ybaE//rpsR//yraK//yfcU//cspC//patZ//hyaD//manZ//proA//fecB//opgH//bioF//roxA//tusA//waaH//npr//sdhB//ydjH//frvR//ycfJ//nfo//hybC//cvrA//ndk//rihA//fliA//rffH//wecA//potA//rhaB//cusB//asr//bfr//nadB//rhaS//sfmH//argR//mngR//rplC//yjiA//nhaA//fadJ//yebZ//ybaO//glnB//dxs//rihB//trpR//dinG//feoA//mntR//tgt//mscL//hcaB//glmS//ymfK//alsE//dcuR//sodA//pphA//umuC//fadR//phoE//ilvA//mdoD//puuE//dhaM//trmL//dgkA//cvrA//yqjI//fnr//ruvC//fadH//mukB//aldA//phnN//ybhF//mtgA//citX//comR//xylB//menC//rpoA//oppA//gcvH//ghoS//nusG//glpF//rdgC//fklB//perR//fliK//yfeW//znuA//valS//holA//yhjD//mrdA//yiaN//yecS//hflC//adiC//yebQ//arcB//metI//dicA//uvrC//yieE//ghxP//ymjB//dadA//uvrB//matP//trmH//gabD//ymgF//lapA//znuB//fliT//atpB//nanA//lptA//hslU//yahK//ptsN//serC//ydcO//torZ//exbB//dgkA//cpsB//puuR//sufE//kdpF//holD//pgm//agaS//dxs//thiH//galK//yaaU//insA-2//yehD//ghrB//chaA//ynhG//ackA//queE//degS//yicJ//fimD//yciF//ridA//araD//bamA//hypF//yibA//sthA//atpD//rplK//def//entH//truB//potE//fnr//helD//fumA//lsrR//metF//cedA//yeeJ//gatB//rapZ//lldP//recO//phoE//fre//yqaE//trmO//thiI//hemA//ftsI//fabA//fucK//uvrB//fimB//yphF//ytfE//dkgA//rssB//
GO_0044249_4	mdtA//argG//galM//sanA//waaJ//bdcR//adeP//ytfQ//yfbR//ybaL//afuB//mepM//yhbQ//cynT//sufD//hflD//rne//mnmC//hisQ//uvrY//ispU//yobF//glpC//yqcC//insI3//wzc//basS//bcp//trmJ//rpsQ//yeeY//arnF//ccmD//relB//eptC//ytfP//ubiH//tufA//atpB//aroL//napB//aroD//nrfF//ybaM//yqjI//atpB//gadA//yccA//rluE//mmuP//uup//opgB//yrdA//yhaC//chbG//ldtB//glpX//kduD//phoR//oppA//murC//cusR//osmE//tdcR//uidR//tdcE//nikD//rlmE//queA//murE//nrfB//epmB//waaO//ymgF//map//potD//yqeF//csiD//frdC//queC//rluD//cyoB//dcuS//yadC//sppA//nemA//shoB//ibsC//ydiP//waaL//yhjR//cobB//flhE//lepB//serC//lldR//dsdX//lhr//ispF//rcdA//wecA//fimI//treA//murE//cusA//abpA//agaB//rpsG//msrQ//yihW//acrA//rlmH//eamB//afuB//queC//ilvI//tgt//recN//napB//yfeW//cydD//yihR//dsdC//insI1//lsrB//caiE//decR//trpR//etk//yfcG//hinT//frdB//mglA//motA//dinQ//btuD//rpsH//secG//rffG//lptC//mcbA//menI//xylA//pdxK//fabR//nrdG//tadA//phnO//sufA//ratA//ilvH//miaA//wzyE//ubiH//paaZ//pphA//nagD//fcl//cysG//yggE//phoE//rplP//nanA//fes//raiA//hsdM//ybiY//ycjD//exbD//lptE//trpS//hyfC//dinG//nirD//sfmH//ynfL//cusC//ybaM//bioH//gspJ//moeA//sufA//tesB//cas1//glnL//gppA//aidB//ydiQ//rbsB//waaB//wcaJ//mglA//ompN//yebQ//tcyJ//rsfS//tldD//narL//araC//greB//adiC//menD//yafS//ymgA//yobA//rplQ//rsmH//cysD//hyfF//ygbL//yciG//murP//aceF//narP//fadJ//betA//fruB//dkgB//ycdX//dhaL//bioD//ymfK//gcvR//yeeA//hexR//yphD//ybhI//adiA//pdxH//mgsA//lpxH//rfaC//nlpD//entH//tyrS//recE//glnE//sbcC//hicB//dcuS//yciV//rsfS//rcnB//gspJ//ppc//entF//mscM//speF//deoR//nrfC//rpsP//yhdW//ppsA//nusG//ynhG//epd//bioC//ybcL//kup//hemH//csdE//focA//atpG//sodC//lptB//livK//yhbY//rarA//nikB//mgrB//glpC//cdaR//fumA//rluD//hcaD//frwB//sspA//lpd//blc//glmS//mgtA//lptG//umuC//glgS//gloB//argO//menI//hisB//galU//yahO//mutT//prpB//adiC//pitB//murB//gadW//ftsY//cobU//mlaE//tcdA//ymfA//lldR//uspF//dinB//lplA//afuB//tehB//ralR//arsR//prlC//phr//cysZ//otsB//araG//fklB//rpoE//hmp//ygeR//dppF//norV//potH//fdoI//qseB//rnhB//rplI//ynhF//yihS//rhmR//bssR//dacB//dgt//yihR//fbaA//cusC//rhtB//nikD//lapB//yedA//nagD//ppiC//metK//guaB//lptD//aidB//ibaG//mraY//nmpC//pgrR//hybC//yggP//insK//cycA//tyrA//rfaQ//ydjJ//intQ//gabP//decR//tatE//dtpC//alsK//hyaA//proS//waaA//yfhM//ais//fimC//torY//narZ//hslO//yeaE//ydaV//serS//ispF//dinJ//ebgR//cptB//ldtD//rho//casB//degQ//htpX//bdcR//yedL//waaA//gluQ//narH//ompF//ychF//uspE//mdaB//recC//alsE//ybgI//scpC//groS//ykgA//ybhJ//ybaT//tusD//menH//flgD//ycbX//yahN//frmR//mltB//yieE//intS//gapA//ybcF//uvrY//cheY//lsrR//ybbW//envY//mrdB//ymfK//zapC//yraH//murP//ydbD//ompA//yfcU//entS//radA//gph//ubiF//motA//glnQ//satP//glpA//malI//yqhD//hmp//yhbS//pepQ//tdk//glvB//ybaQ//yebS//mtlR//hsdM//grxD//kdsC//dtpC//yjhI//adiY//sgbE//cpdA//yecS//rplE//yqiJ//secM//otsB//potC//mtn//hisF//lpoB//torR//yeeA//nusG//miaA//rplO//tcyJ//bssS//nrfF//mdtO//sapC//dkgB//glgX//yidQ//lsrB//gntU//apt//ilvE//ygcO//holA//clpP//ulaB//rplX//nemA//norV//eutA//lpxL//gspE//marA//fabH//hokB//yibH//nagE//rcsD//iscA//rcnR//mscK//gutM//bioH//ydiZ//ompR//mtr//rfaG//ilvD//hybD//ybcC//insI1//murF//cusF//yqaA//pnuC//ldcA//lplA//rluB//aas//sgcR//ridA//alpA//melR//ptsP//insE-1//yegT//pdxK//gcvT//puuD//ydeI//mngR//ushA//lyxK//bdcR//sspB//rnpA//ygaH//potG//ybcJ//ycdX//ydjM//sdhC//yiaA//bglA//apt//pphB//ibsB//aroD//thyA//viaA//sdhB//sdhB//yqgB//dnaG//kdpB//sucC//arfB//degS//kdpD//rimL//dppB//secM//yfeW//hyfF//pyrD//metI//uvrD//waaZ//dsdX//hscA//rcdA//tufB//pfkA//rplN//ybdM//speC//dpiB//nanK//yceD//ycfS//atoB//mreC//csrA//nagC//fur//glpF//wcaJ//appC//frmB//yjaZ//fdhD//ogt//dauA//narJ//artQ//ubiC//ilvH//hypE//astC//mlaD//cusR//tmcA//nrdR//hchA//ymjB//cutA//cpoB//bisC//ybaQ//fetA//araH//cpxP//ybiH//lysP//menF//yhcF//dcuB//lacZ//dcuA//ssuD//ybiH//rssB//frlC//sapB//rpmG//mobA//tsaB//csdE//yeiE//fecB//deoR//glnK//katE//gatB//ygeW//rfaE//bioD1//yraJ//yajR//nudB//ybaQ//soxR//glk//entB//icd//glnB//dicB//murD//rsmG//valS//umuD//tktB//yiaL//rplR//rsmB//helD//rplC//nei//rlmF//lsrK//ybbN//nuoE//lsrA//blr//plsX//cysC//yidP//agaW//ispF//xerD//entD//prmC//lptC//argF//ybgI//cmtB//gpmA//cstA//xylF//purN//psd//araB//yfdG//tatE//sucA//livK//dppB//cysQ//bioD1//yejA//sgrT//yigB//frwC//rssB//thiP//mhpC//yihO//satP//cusC//yjcO//ulaE//dgoT//ydcM//pgrR//betB//ycbB//livH//focA//ubiF//xylA//srlB//yggE//rpsK//gnsB//caiT//ydhJ//ybiW//nupX//yfdG//glk//waaB//ggt//rcnA//yrdA//qorA//hcaB//hypF//yggN//pgm//dmlA//prpC//
GO_0044255_4	hypE//waaU//modC//perR//yhcH//gloA//tldD//sgcA//trpE//gcvP//iaaA//hdfR//hslR//zntR//murR//ppk//ynhF//btuB//murB//yeaV//gspJ//yjhC//yfcP//ybdG//sad//uidR//ilvH//lspA//kilR//treF//yejA//mlaE//ppc//yraI//eamB//sdhE//gltL//sanA//menH//ilvM//eptC//fbp//pabC//lolA//ligB//pgk//nfi//yciH//lldR//tig//opgH//acrR//mipA//rdgC//oppB//tyrB//mqsA//deoC//nikA//dapD//potF//alsC//agaV//ndk//yraK//ychH//frlR//pabB//xanP//rimO//cbpM//ynjD//ompL//puuC//aroD//gntK//cysZ//envZ//orn//xylA//hisS//arfB//ypdC//rseP//relA//purU//gudD//nanC//galP//rfaD//secA//icd//oppD//alsB//pdeR//ybjL//macA//curA//carA//mngB//yihT//yagJ//acpS//cydD//hcaD//metN//eutN//
GO_0044260_4	caiB//rseP//emrE//astC//ybjG//nikA//sapC//kup//iscU//rsmB//nrdD//arnB//fetA//btuC//lsrD//rzoR//cpsB//eutR//wecB//ycgB//hha//rppH//rssB//ydjE//fepA//rfaE//ldrA//yiaJ//pyrE//nemR//melB//ftsY//yedL//hdfR//gor//trpB//uvrD//insA-1//glsA1//ygiV//ynbB//lysA//rpsB//ycbU//folE//sdhC//dcuC//phnC//hslJ//xdhB//nrdG//eco//ahr//lasT//betI//lplT//fdnG//tusB//atoB//ispU//metR//rspB//abpA//glk//oppA//dppB//dsbD//ttdA//syd//cas3//insI4//yhjX//feoC//rutF//casE//mhpA//mcbR//hypE//tsaD//nmpC//fabH//wzb//cmoB//ymfA//yhhZ//menH//appY//pyrG//cho//mdtD//mdtI//fhuC//dsdC//yihR//arnD//yhgF//rutF//ttdR//trpL//dgoT//yjjQ//feoB//prpB//araF//yhdJ//glxR//apt//ghxQ//hyaA//tcyL//satP//rhaD//pdeK//cysB//parC//entS//yagE//rhlB//nrdI//yhgF//yiaF//folP//barA//glcC//hemC//rnhB//mdh//ybaQ//hprS//pgpA//mdtP//chbG//nadD//opgC//hcaE//yhfK//srlB//rhtB//atpF//mioC//cyoC//ydhC//hofP//phr//rplW//nfsB//tig//yneL//fadA//gapC//fliS//cobC//pdeL//recA//yeeO//livM//kefG//yhaM//waaU//ispU//wrbA//mcrB//mdtB//rsgA//mrcA//ymgA//gcvA//yjhP//paaB//fimF//rbsR//ttdT//rcnA//nirC//sapC//hdfR//mdtI//ybjN//ftnB//rsmD//aroC//kbp//bamE//lpxH//menH//ydeI//ddlA//cra//yjbE//alaA//ilvC//higB//purC//sbcC//bssS//malX//tdcD//glnQ//frc//trkA//arnT//essD//lamB//waaU//gfcE//bioA//ydjM//exuR//csiR//cadC//yjjX//mreB//mdtM//amiD//ftsP//rrrQ//ybiA//fdhF//nrdR//hcaF//purB//yibA//narX//mtr//dcuC//cra//cspA//mog//yfaE//sgcR//acrD//ymdB//ftsB//feaB//ybaE//topB//sulA//ilvE//phr//abgA//yjjU//abpA//nikC//pfkB//rseC//ycgR//ugpB//paaB//hprS//bfr//eutA//insK//otsB//yfhM//frwB//nrfA//araG//arcC//yeeA//yiaT//moaA//gyrB//rmuC//holD//prkB//frdC//dmlR//setC//ymdB//lgt//brnQ//araC//ymgA//tatC//tsf//hemN//ascG//mobA//yehD//rodZ//tufB//uidR//luxS//idi//dxs//fadM//csrD//abgA//rluD//ahpC//ykgO//yejE//wecB//arfB//bioD1//yheT//ycbX//gabD//yhjV//valS//fimZ//yadN//pykA//csiR//pflA//uspB//yafE//thrL//moaB//tolQ//slyD//glnA//csiD//thrA//psd//alaC//yhbO//hdeB//thrC//pstB//glrR//yhhZ//ygbN//argE//cptB//dnaJ//dppC//ybeQ//ssuC//mltG//fur//nhaB//cmoM//lacI//hdeD//prmB//ycjP//ubiF//glk//ribC//glnB//ychO//fadJ//ybiI//fryC//thrS//lnt//uup//elbB//trmL//crr//rclA//puuB//emrE//ycbU//ridA//lysO//oppB//psd//panC//nanR//fliZ//acpH//nagD//queC//znuA//tehB//hupA//gudD//rbsB//murA//yedF//rfaB//kdgK//mlc//upp//rraA//menB//yieL//mngB//tauC//proS//rclC//deoA//intF//argP//idnO//uxuA//phnO//ampG//tar//phoP//gltP//mglC//hypT//fadB//araA//yadK//dinG//yjbB//bisC//yjcS//cobS//ynaI//glnS//rlmA//deaD//yhaM//dcuA//lgoT//allC//rsmH//fkpA//yciV//secE//purF//menE//glrR//waaZ//gutQ//csiD//ascG//pyrL//rsmG//baeR//abgA//etp//pdxA//trkG//ydhC//clpS//pta//aidB//hupA//pstS//tsr//radA//yadM//yieH//glnD//yjhP//ihfB//mrcA//rutA//leuS//bhsA//upp//yjjG//uacT//proS//adiY//cbtA//rpsE//galS//csgA//hisA//rmf//frmB//galP//tcyP//lpxT//uhpT//yhaJ//bamD//pgi//yqcC//glrR//fdnH//nudB//moaB//sthA//fepD//glpT//ibsE//arfA//sgrT//rpsN//rnlB//yheT//cysB//yhbX//nth//cysM//ttcA//nfuA//tadA//melB//recX//aaeA//rplC//paaF//fliG//citE//agaV//rfbD//xanP//wza//exbD//iscR//frdC//infB//ydiK//dsbD//torA//prpR//iclR//kdgK//flgH//glnK//hipA//yobF//rodZ//xapA//nmpC//mlaE//allD//sdhC//fadA//ydcO//fecC//holA//yphB//hisG//pheM//msbA//nrdR//frwD//yphC//mlaD//zapD//perR//rpsH//umuD//katG//prmA//cfa//iraP//nikD//ldcC//ymgF//ybeF//chiP//frvB//yhjV//fucO//hchA//napD//ulaR//rnlB//purD//motA//flgE//uvrD//grxD//yjjX//nusA//rrrQ//metC//ilvL//yeeJ//narH//narX//rlpA//yoaA//ybaT//deoD//hyfC//rhaS//pfkB//yciA//yggT//tauD//yfaV//rapZ//pckA//lacI//tauD//rseC//nimR//lexA//ilvC//eno//gyrA//lrp//radA//arnF//idnO//hcaD//yajR//rpoS//fepE//tesB//ybhS//hxpB//gapA//flgC//trpC//yhdJ//iraP//npr//tsaB//aroF//murA//marA//bsmA//baeS//yicJ//metE//yfdK//oppD//cadC//gapA//greA//bamA//aspA//gloA//dppB//ddpA//sdaA//ycfL//acpH//insA-1//trmI//dacC//dgoK//tolQ//dpiB//
GO_0044262_4	uacT//cspB//ybhJ//mocA//yccA//cmoM//pgi//dtpD//yagJ//glrR//pdxJ//qorA//feoB//nikA//yfcP//insB-4//rpmB//ptsH//mutL//dapF//opgG//hcaT//waaU//xapR//tynA//bioA//gpmA//ugpE//cysB//truC//cadB//afuB//yqiH//ldtE//rimL//hisM//ycgR//groS//cecR//dppC//hyfR//metR//basS//pepN//ybdM//nlpE//lplA//yfaV//yieE//fabZ//frdC//nagE//ilvC//ubiC//rcdA//acrR//aroA//cadC//ybgI//mrcB//melR//cheB//yqaA//flgG//ybcM//rpsG//rplF//argD//dnaC//ibpB//pfkB//mraZ//cpsB//tamA//yceD//yibT//ygjH//fdoH//yddL//yqhD//parE//ibsD//argF//tonB//cysA//rpnC//dtpA//narP//aroC//pgrR//gltK//arnD//ybeY//tauA//fimC//yhhT//tmcA//sufC//puuP//trpL//efeO//bamB//bhsA//mutH//malI//curA//dhaL//ybjG//rnpA//gntP//fau//ybhG//rfe//yibT//nanK//kup//cecR//bioD1//ycaO//tsaE//mutS//tus//narL//bioD2//
GO_0044264_5	pdeK//yadM//pgaB//ubiG//yjjX//gltS//rplM//stpA//yebG//secY//nupG//zraR//mltC//sbmC//ispB//rnt//ndk//abgR//eamA//garD//argE//elaB//fliA//epmC//ibsE//yobA//hisP//argT//argS//lolB//kdsC//puuP//hisS//chbG//yhaV//xapB//frdA//ttdR//mntH//ribF//trmB//insA-1//mglB//bcsQ//arnB//ampD//dbpA//yahI//gpsA//fliM//essD//yeeY//uup//pyrG//tehA//
GO_0044265_5	hflD//ygaZ//recE//dbpA//galE//pyrH//ulaB//yddM//yihW//mngB//ssuC//lldP//polB//nrdH//lrhA//speG//yjjB//hicB//eutR//atpA//potA//yadN//ycjD//yebQ//cyaA//ravA//mntR//rluD//rnc//arnB//uhpT//zur//mtr//selB//
GO_0044267_5	entE//yibF//nagZ//hybC//scpC//yjtD//ybjG//rzpD//ydeI//frdC//ypdI//malG//nagE//yghW//ydcO//mepS//pgpA//hdfR//yfiR//yggF//hslO//tsgA//rpmA//iscR//rsmI//metB//sstT//yihO//xylH//gsiB//cysI//cpxP//sgcX//yihW//rpsM//dmsC//ssuC//fhuC//araE//nikD//dld//ynhG//cysD//lon//xdhB//rlmC//idnD//bglA//yaiP//hicA//bglJ//rfbX//polB//yedL//nemA//ydaV//iap//uup//rhlE//asnB//waaQ//mltB//pfkA//rsmF//mutH//alaS//ybaO//yahB//ycjU//dppC//ygcO//purD//metK//rluA//sppA//yjeI//citC//ldcC//rayT//waaL//ybgP//acrB//adiY//iscX//yqhD//yhjX//truB//tdh//tbpA//ldrD//frvB//cutA//rihC//fabR//ptsH//rplY//pphB//ybdM//gntT//phnI//hybF//nhaR//hofP//glgB//pflB//ybhP//arnF//yfaU//acrD//cvpA//yqhC//accB//ygaV//tyrR//metF//adk//ribA//ydiF//pal//yjhI//rsmG//gcvH//rffG//mltG//rutE//cysS//poxB//rclR//pphB//chbB//nusG//appY//glnH//yedX//scpB//groL//ybhD//modB//qseB//ybjC//folC//evgS//nirC//yfcR//ackA//manZ//eptC//xapA//dppB//nrfD//bepA//patZ//rapA//recQ//ppx//arsR//proQ//exoX//dtpA//rhtB//waaJ//gluQ//sxy//hyfC//cpdB//nuoB//betA//mmuP//phnK//ydeO//cueO//alaC//ccmD//arnA//rzpR//pdeR//sodA//dgcE//glnP//yggN//hyaA//proX//sstT//narP//torR//etk//rtcR//sdiA//yihU//fepD//yeeO//napC//speA//yidL//rng//lsrB//yihT//yafO//ybcM//dhaR//ybbY//frdB//yceK//
GO_0044270_5	tusD//pckA//otsA//rof//ybiJ//ynfF//lysC//yqiJ//rng//chaC//yafC//frwC//lptD//dgcM//wcaC//solA//ttdA//yqeF//ung//priC//cysS//waaJ//fryB//zur//nuoF//alsE//entA//prmB//phnC//rpsN//yiaA//rdgC//ypjD//bssS//rutG//yfbR//moaA//lipB//pgaB//rpsQ//argC//eutR//fdhF//nfuA//yebS//rhaB//nanA//kdpA//pppA//livF//pnp//mscS//napA//tatE//hipA//htpX//metL//fabB//hybA//ybiH//opgG//epmC//ivbL//sufE//adiC//ibpA//yccX//ydeT//narL//erpA//yciK//dsbG//mog//yqaE//proW//recQ//torD//hypA//arsB//yqcG//yfaX//hisH//dnaQ//yagJ//rlmF//purR//pdeD//kbp//ldcC//tcyN//nupG//waaS//ispA//sbmA//hcaB//ulaG//ldhA//motA//rcnA//yfiC//ybcC//fsr//queC//lysO//srlR//nikB//hyaC//umpH//trkG//
GO_0044271_5	polB//hicB//mtnN//rimL//yqcG//tauC//ybhA//gatZ//potG//prpD//rfbX//trmD//ilvI//yihI//rffT//paaD//hokB//mpaA//prmC//yjiM//suhB//waaY//ais//bglH//yqiI//rbsC//rpnC//treB//abpB//btuD//ygjH//yfbV//gadE//yqjI//pgsA//cdsA//oppA//ycjW//rpiA//tehB//yccX//srlA//lit//nuoE//yjjG//cycA//purF//cspA//yphF//sufD//spy//qseC//agaB//yagG//hprS//ppx//bamE//hybC//rplX//hokB//araG//tufB//uspE//bglH//fadA//rusA//mdtD//arnA//glgX//ybhR//ybjL//casA//wcaB//yfcQ//bglJ//norW//mog//ymgF//malP//gatD//glsA1//sufE//ygbN//dhaK//yiiM//modB//pdxH//nadD//aroK//ilvA//potB//lgoR//lpxT//prc//dinI//cas1//cobC//ybcL//panE//suhB//arfB//cecR//yieH//argO//yagE//nemR//nupX//dppB//elaB//rne//lptA//tpx//glrR//rseB//ugd//waaL//gspF//ybhS//arsC//luxS//waaH//frlR//ydjM//glnK//yebG//agaS//lpoB//pdxH//tusD//dmsC//hyaB//umpG//mcbR//dnaB//acpP//cbrC//hscB//fhuB//dinG//clsB//exuT//kdpF//tolR//yddA//tatE//accD//pspF//napD//degP//yeaG//ycjW//hdeB//rplT//entF//yejE//tpiA//insH-6//flgB//pykF//yeeO//ampG//bglF//lpxL//yieF//csdE//yqgB//abpA//mutH//deoR//ompR//ascF//mdh//sapC//arnE//sgcA//allR//cydD//yheT//yhdW//oppD//nagC//moeA//gltI//rhtC//caiE//cheZ//fryC//ppx//ynjD//thrC//yhhT//macB//rcsF//ggt//rutG//fepD//yggF//nuoE//dppF//yodD//ftsW//yphB//fimF//fruA//ydcZ//cbrC//yfiE//tpx//ynaE//ubiH//valS//livH//plsC//rplO//elfD//yejF//tsgA//yjbH//galR//lexA//pspC//narX//pyrE//glnP//argE//potG//pckA//yiaU//surA//bioF//cysG//yjhI//clpA//rffH//yibT//ghoS//ychO//tatB//nanE//bioD2//yhjA//rplB//nadC//gapA//srlD//prs//mreB//clpB//fryC//pdeR//btuE//hrsA//ykgF//motA//cheZ//acrA//yfiR//ompW//roxA//aceK//cusB//yqhD//fruA//malX//feaB//lgoR//yfiR//yobA//glsA//moaB//ycgR//glpB//artQ//livK//yhbS//bhsA//ung//hemN//entE//tqsA//dtpC//abpA//lpxB//dmlR//topA//kdgR//hyfR//yhjC//cspA//selA//fetA//fdoH//ptrA//pyrH//pepT//lysR//lpxC//wrbA//hflK//yjjI//lptC//fadR//rmf//slt//fmt//citX//rbsB//rplS//yjbG//evgS//kdsB//yieE//rlmD//gntP//cbrC//pyrF//acpH//galK//ligB//leuA//oxyR//pyrC//rng//hmp//truC//recB//hflC//sdiA//glsA//insB-2//ghxQ//pdxB//menF//wzzE//rimP//xapR//ydaV//ydaC//tesB//artM//yijO//mngA//sthA//nrfC//trpGD//caiB//acpH//yjbB//dnaB//opgC//yejA//ymfA//casA//glgA//mutT//zntR//galK//thiP//sppA//lolC//yadC//ygiN//hofM//yfdR//ydiF//dgcT//pabC//ygeR//yfaL//aspA//lrp//stpA//wzb//pcnB//znuC//mnmG//ycjU//tauA//yddM//hofO//ilvE//yjfF//ftp//ybcF//yrdA//cspE//yjjW//nagB//waaZ//sgcC//btuD//lspA//minE//mnmG//yqcC//hslV//wcaJ//abpA//rna//dps//hycA//sspA//folE//trkH//dnaN//yhcN//uhpB//rpsT//uidR//astC//dsdA//zitB//aaeA//ycbV//ispH//soxS//pflC//mntS//mutL//
GO_0044272_5	guaB//fdx//lptE//ldrB//wzb//narW//lpoB//cydC//cysC//rihA//gltP//yfdG//yjbE//cspI//rclR//pntA//rpmJ//pheS//groL//glnQ//hflC//ilvM//sgcR//yahO//aroD//cysM//yggX//malP//mtr//wcaC//mltB//cynS//iscR//der//argF//eutN//rutE//nudG//rimI//speF//raiA//opgD//tdcE//rrrQ//
GO_0044273_5	feaB//ydcT//gpmM//moaB//waaH//ybgQ//hprR//gatD//mgrB//hsrA//ispU//yhcN//yahD//dmsC//mnmA//fmt//
GO_0044275_5	hybC//frdC//fepA//envR//rclR//aceB//allR//ymjB//grcA//hsdM//yrdA//fmt//glgC//cyoD//leuS//yjbB//ssb//tsaB//dmsA//yedL//ygfA//yhaV//dgoR//bamD//yobA//ugpC//tusC//yejB//envC//paaK//arnT//yfaE//ppsA//yejB//tolQ//plaP//hemC//rplX//ispU//rrrD//gspF//
