#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	puuC//rplY//artM//fadB//
GO_0032790_6	ydeE//thiP//
GO_0032879_4	epmA//rfaE//recG//glnD//ybhJ//plsB//metE//puuP//hcp//livK//ligA//cspE//citX//ubiG//mtgA//glxK//pepT//glpG//oxc//kdpD//yfcV//ppk//acs//prkB//kbaZ//amtB//paaB//aroC//
GO_0032880_5	pinQ//yfaL//hprR//
GO_0032881_6	ygjH//ygeR//lysP//flgK//
GO_0032885_7	ivbL//yaiP//yagE//
GO_0032940_3	yahF//ybjI//dnaE//rusA//aspC//bcsA//ada//
GO_0032950_7	pdxB//
GO_0032951_8	rnr//
GO_0032954_7	yfdC//fumB//cmtB//
GO_0032955_6	dgoA//phoA//srlB//
GO_0032973_7	bglH//glxR//mrcA//gldA//gdhA//
GO_0032978_7	yadM//rusA//ampD//leuO//
GO_0032984_5	ompT//glsA1//emrK//tusD//sad//dsbA//nfuA//sbcB//sstT//
GO_0032988_6	tsaB//mlc//
GO_0032989_4	casE//
GO_0033013_5	yedP//phnC//panC//yiaU//cheY//yggP//yehU//yiiM//rapA//gmhB//pheA//hemC//kefC//sbcB//yidL//yfaU//lysC//mcrB//mtlA//cysK//yidK//
GO_0033014_6	rlpA//insI-1//serS//mnaT//dsbB//fucO//mliC//yiiM//plsB//macA//lpxT//selB//ydcI//dusB//yfgO//cysC//emrK//dhaL//uvrB//rplL//betA//
GO_0033036_3	tomB//chbR//yegV//maa//tdcD//gloA//fetA//yahI//narQ//fhuF//yciF//ogt//hflC//recR//menD//ihfA//trpC//patA//ygeR//narL//rpsL//araA//bisC//hisQ//dmsB//bioF//selU//fhuC//pdxB//yoeB//rmuC//rstB//cyoC//thrS//rbfA//ydcI//flgE//metH//rrrD//mntS//argI//csgD//pepT//lipB//ycdY//rdgB//malQ//bioB//greA//
GO_0033043_6	acpP//pdxA//sgbH//copA//umuC//
GO_0033044_7	rnpA//
GO_0033051_5	relB//
GO_0033120_8	ccmA//
GO_0033157_7	rsmC//ypdA//
GO_0033194_5	tnaB//lpoA//rtcB//recO//
GO_0033195_5	lsrR//
GO_0033212_10	plsX//nrfG//pykA//tmcA//ydcO//
GO_0033214_11	paaG//uof//
GO_0033228_8	mepM//ybhR//proB//fliG//
GO_0033238_6	yhdX//cydA//sxy//blc//
GO_0033240_7	deoA//
GO_0033317_7	yeiL//gcvT//dtpA//yihT//
GO_0033319_5	luxS//
GO_0033320_6	araC//
GO_0033345_8	msbA//
GO_0033353_5	yihT//
GO_0033359_7	garL//paaD//
GO_0033365_6	yhjR//
GO_0033383_6	ygjK//
GO_0033384_6	ydjE//
GO_0033388_7	ycaO//
GO_0033477_5	glnD//
GO_0033499_8	clsB//deaD//hchA//mscM//narU//rhmR//tyrS//
GO_0033517_5	hprS//
GO_0033518_6	ybdG//
GO_0033526_7	uspE//rhaM//ybiI//treB//
GO_0033539_7	ariR//yraR//evgA//
GO_0033542_7	hdeA//yfaL//
GO_0033543_8	dnaN//
GO_0033554_4	yfcA//trmA//clsC//kdpA//hflD//pykF//trpS//blc//rhmR//bamB//mepS//yebC//yaiP//rpsM//asnB//emrY//nadC//uxaB//cnu//ycfL//entA//ptsH//ilvI//ybjC//waaS//asr//pdeD//yqaE//mtn//yihL//hflD//yaaU//xapB//yghB//yqaE//yciG//ispG//yaaA//etp//potH//puuD//yhdZ//selA//arnB//narQ//hycI//sugE//yfeX//creC//hicB//ghxQ//bamC//tdcD//nikA//mgrB//upp//rraA//miaA//hycH//abpA//nrfG//pdxJ//priA//fecA//mutH//hofP//rfaH//ubiX//fepG//ynbD//ahr//sspB//parE//gcvR//ccmG//yihU//rclC//cyaY//tolR//dxs//leuE//thrA//bamA//puuA//ybhR//poxB//fdhE//rapZ//araB//rclC//tauC//ybiS//acrD//rhsD//yfcP//uidR//agaC//mutY//ypdC//tadA//rluB//hypF//yhaC//rhtC//fsr//nikR//yidC//ybeQ//ymdB//ygbN//trmB//truD//lptB//yafE//mobA//mtfA//dcuR//livH//cyoA//thyA//tnaB//hsdR//pcm//mprA//gatB//mltA//sdhB//proX//eamB//frmB//ydiK//guaA//yraN//ybeY//thrB//bioD1//dppF//gabD//cysE//ompN//acpH//nikB//citE//aroD//mobA//sufS//selA//amiB//lacI//aspA//paaB//scpB//macA//bfr//pepA//trmB//uvrD//fecD//yraN//trmA//kilR//yejF//nuoM//feoB//yjbE//rsmJ//fpr//rlpA//malY//ydjL//ulaC//gsiC//araA//pgm//malE//gspJ//hemC//ygiB//rfaF//tadA//wzzB//ebgR//dpiB//nfo//fepE//mntS//hcaD//ftsP//yhiM//znuC//atpA//rfbX//ftsY//csgD//ypdC//rhaM//rrrQ//murB//bglA//ydbK//ldcC//metG//cbtA//folD//lpcA//mdtN//rnhA//lepB//ybbW//yfcF//yfhH//frdD//tyrA//uvrD//yegD//agaW//fieF//ribA//dsbC//dcd//ygbI//araA//cysZ//pdxH//lsrD//nadE//potC//bglJ//fepB//ynfK//fecB//yihT//insI4//rsmC//yiiM//yddG//holA//ompN//yjhP//frlA//gapC//sohB//xerD//ggt//hdeB//arnD//emrE//ymdB//nrdI//nanC//fre//yjaA//feoB//ydhJ//qseC//rep//hofO//era//yieE//yjbG//upp//dinD//ybhA//hslJ//frmB//pgm//ettA//hyaC//yccS//rpmC//entF//abpA//hsdM//mug//uvrD//yajQ//pheP//rne//mdtK//rplQ//gntU//proA//narY//rna//hyfF//serC//insI-2//ydeM//yicJ//gluQ//ihfA//tolA//yhjV//pdeF//modC//topA//amiB//rplC//rlmM//arnD//yggN//ompG//ftsP//yddG//znuC//frwD//fliT//bglF//yoeB//xisE//rzoR//metQ//cyoD//mhpR//bssR//flgI//ypdF//puuE//hofN//yfiF//hslR//ribA//hicA//trkG//
GO_0033559_6	hprS//
GO_0033567_6	ada//
GO_0033585_7	ybcM//glgS//
GO_0033609_8	blc//
GO_0033611_8	nfi//
GO_0033674_7	gnd//
GO_0033683_7	menD//
GO_0033692_6	yfeO//idnT//bamE//yobF//nhaB//mtr//acrZ//xylF//rraA//nemA//mdtD//rsmH//lysS//moaC//uidR//rclR//ykfI//dmlA//ecpR//ldtA//argK//glpK//yaaA//ybbN//ilvM//elfC//rcnR//yeeL//fdnG//ydcI//narI//ybiW//gltS//yjfP//ttdR//ydfH//ybhF//eutD//tsf//allB//ytfT//dsbC//dinB//prmA//yehA//argS//fepG//
GO_0033865_6	shoB//lit//recX//rplR//csgB//phnI//hofN//
GO_0033866_7	clpA//mliC//fecA//glpD//
GO_0033875_7	rlmC//lldD//add//relB//smpB//bioP//trkG//
GO_0034030_8	uidR//pyrF//rep//elfA//
GO_0034032_6	essD//cdsA//fdhF//hisI//tusC//ydaC//xdhB//
GO_0034033_7	plaP//mntH//vsr//thiM//
GO_0034035_7	yjiY//hcaE//tabA//
GO_0034059_4	hemN//eutA//
GO_0034192_7	sgrR//eutD//rplS//
GO_0034193_7	kdpD//
GO_0034194_8	fadE//hofQ//potC//
GO_0034195_8	aceA//
GO_0034198_6	yieH//yeaE//fepC//
GO_0034203_6	yihX//
GO_0034204_5	holC//lpxK//
GO_0034213_6	yfeW//
GO_0034214_7	lplA//hemB//dnaC//yeaK//
GO_0034219_6	tisB//hdeA//nuoI//tolC//napB//ydaV//dinB//apaH//mlaF//ispF//hypD//iraP//mscS//paaZ//spoT//msrP//pabA//mreB//yajD//tabA//pstS//ubiH//sucC//sodB//kilR//cycA//phnJ//deoA//yaaY//mutS//upp//sapA//epmC//yijE//pheT//rpnC//sxy//fucP//cysM//ybfE//hrsA//yagG//ynfF//nuoG//glcC//sdaC//flhC//dnaA//soxR//smpB//mazG//ybjX//rplB//yhaJ//betB//rssB//yidK//nudC//napC//mrcB//tehA//argH//ynjD//ulaG//yeiE//map//murC//mqsA//ubiJ//prs//clsC//ydfK//holD//gltI//degQ//dxr//cysE//sfsB//hflD//nanC//hemD//rpnD//arnE//rpiR//yfaX//mntR//yiaO//uidA//garK//ais//ybhR//zapE//yeiE//sgcE//
GO_0034220_6	ulaG//fucA//baeS//ymgC//fdoH//pyrC//dsbA//yidQ//intZ//panZ//allD//setB//umuD//rpmG//cspA//flgJ//lgt//rpnB//mglB//sufD//dadA//agaV//purT//yqiG//cbpM//rutE//ybgI//ansB//lysR//glcF//thrB//rpsE//hcaC//ubiI//ybaE//ycaO//moeB//rhaS//rarA//ptsN//ydjK//qseB//fadI//fruA//ubiA//mdlB//aceK//gltX//oxc//aqpZ//glvC//sufE//pgaA//dusB//dosP//yedP//fabZ//uspC//yjiX//rimM//ygeA//rhaA//ybjI//atpB//waaU//melB//yfiC//zntA//fsr//insE-1//cecR//barA//moaB//yneJ//btuE//cueO//ygeR//torZ//ompC//rihA//yfiF//ftsE//adiA//yidD//yehT//folM//mngA//lspA//hflC//thrL//tadA//nrfE//cspA//xylA//psuG//csrA//yraI//malP//ulaE//mnmG//ppiA//yjfF//degS//rpsK//rplE//pgpB//csgG//adiY//nudG//bacA//hflC//mtlR//yieF//cynX//ynaE//ykgA//uidA//entF//uof//ydfK//pdeR//yrbG//nirC//rimP//fadH//ttdB//gcvP//syd//rhaS//ydiK//mdtO//hexR//gyrB//yggF//nsrR//queE//bamE//sapB//yehB//crcB//yahK//nepI//hybB//argG//glgS//ynjA//dgcM//fimD//tolC//dnaK//exoX//hprR//rhmD//dnaG//artM//rof//btuC//aceB//metQ//feoB//moeB//proX//ynhF//fumB//yhjC//entH//rplQ//hisF//yobA//lolC//lysO//rimO//dsdX//kdsC//ygfA//
GO_0034224_6	agp//garP//
GO_0034227_8	yjjQ//yphD//sgrR//yehZ//deoA//cheR//mnmC//bglF//
GO_0034248_6	mazG//carA//garP//hisB//melB//cyoD//yghG//pflC//plaP//ftsH//yphC//fbaA//hyfR//mutY//rhaS//fdoH//yfgJ//ydeP//mpaA//ybcJ//oppA//yegV//ubiA//aroA//yiaJ//ffh//pepQ//rnr//ybgI//poxB//torI//rrrQ//nrfG//mngB//sodA//iraP//metR//tadA//gabD//hokE//dmsA//
GO_0034249_7	cynX//hiuH//slmA//ydcZ//yjhG//yjiR//ytfP//rsmJ//alsE//gudD//betT//proQ//tatE//mdlB//hisB//mcrA//lptC//motA//pspG//mltF//yhgH//dtpC//ybhJ//fre//rpoA//
GO_0034250_7	nikR//pyrG//frlA//pyrE//carB//glgC//puuB//
GO_0034258_8	kilR//
GO_0034260_5	leuO//
GO_0034285_6	ygeR//
GO_0034286_7	argG//
GO_0034288_6	rihA//
GO_0034289_7	nudG//
GO_0034308_5	rimO//frdA//pspD//ascG//hemN//frwB//zur//panF//rcdA//xylR//priA//
GO_0034309_6	lptF//cstA//bisC//
GO_0034310_6	trpGD//ybcQ//rbsK//glpK//fdnH//aroB//
GO_0034311_6	groS//glnA//folP//
GO_0034312_7	aroF//metI//
GO_0034313_7	secE//
GO_0034337_3	mdtF//tqsA//
GO_0034355_7	iraP//mutL//yphF//treF//
GO_0034401_5	cynS//
GO_0034404_5	mdtQ//era//frdC//hybE//cdh//gpmA//arnT//hicB//cusR//narK//cdaR//prfB//xisE//casA//puuP//crfC//yhdX//yqaA//mngR//ansB//uspE//rstB//ybdO//folM//rhlB//metI//srkA//lysA//flgA//arnF//yfeO//cspC//mnmE//polA//insA-1//eno//yfbS//glcB//ydeI//comR//gyrA//yibF//abpB//alr//xdhB//fieF//moaA//djlC//fimA//glxR//
GO_0034414_9	hcp//
GO_0034421_8	trmH//
GO_0034440_4	nrdI//nuoM//bioA//hyfF//ynhF//abgT//trmH//hiuH//rsmA//matP//hpf//yejF//ybiO//tdcE//casC//glnH//yjbB//creB//cusR//torZ//
GO_0034470_8	psuG//mscM//pitB//maeA//gntU//groL//pgaA//cnu//yeiG//ybfE//adhE//ldtD//pgsA//entE//fbp//ampD//mepM//truB//yhjX//mtn//rhaT//narP//gcvA//opgG//hflX//yeaK//frvR//fimG//lasT//ygfA//rrrD//aroE//gspJ//intA//cheR//treA//rplK//sodB//otsB//tolA//feoC//fau//potE//pheP//yqiG//ycgR//acrZ//rnb//cyaY//thiC//panE//modA//purN//yeaE//fepB//relA//serB//malF//leuO//yoaA//ygaH//mutM//cbrA//tcyP//norV//katE//mtfA//csgD//rpsH//entC//yhgF//cmtB//ftsP//lptB//greB//frwB//abgA//cho//rlmC//dadA//gatD//umuD//hokE//hyaA//malF//ispF//topA//accC//mngR//opgH//hisS//selD//gsiC//narJ//
GO_0034471_9	nimT//opgH//iscU//frr//
GO_0034552_7	oppF//
GO_0034599_5	nanA//ligA//znuA//pstS//mltD//wecB//agaA//rapZ//rsmF//wcaB//ansA//asmA//dgoT//narZ//fdnG//betI//ssb//torD//emrK//infC//rsgA//marA//yehZ//
GO_0034605_5	hxpB//fliD//yfeX//nrdR//glrK//cyoC//moaC//clsA//livH//
GO_0034613_5	kdpA//plsC//ppsR//paoC//ileS//prmB//opgD//yfcG//tehB//guaB//ydcS//lsrG//mlaD//lexA//dsbD//xanP//spy//
GO_0034614_6	yjaZ//ydaN//yfcA//yggX//rbsC//folM//rimI//yobF//eptA//ydjE//bdcA//ygcW//polB//
GO_0034620_6	trpE//lysC//rssB//caiD//
GO_0034622_6	pflB//cheW//ppiA//cstA//nikE//higB//poxB//treR//lolA//insI4//yajR//yaiV//yfhH//yaiP//putP//hybA//dnaK//ribF//mntR//mreC//mnmE//ttdB//ycaO//fimG//atpD//dinI//srlD//ybcQ//dapA//yeaV//manY//mcrA//leuA//yiaL//hscC//ytfQ//rbsB//gsiD//ycjW//yehD//yqgB//
GO_0034627_10	ydeP//djlC//truB//yihW//azoR//
GO_0034628_9	mdtD//prpC//pepD//znuB//cusC//
GO_0034635_6	galP//nadA//tdcA//surA//cstA//ubiG//
GO_0034637_5	ybgP//cheZ//hiuH//lgt//actP//flhA//thiE//sucD//hsrA//ydeP//yeeJ//ytfR//flhD//yjcE//yggF//ugpC//fdx//gspF//frvB//radA//pepA//mdtL//yefM//pgaB//ffh//aroP//preT//glmU//trpL//bcr//uxaB//rpmJ//pfkA//ftsW//iscA//cspE//acpT//tyrA//ybdH//rpnB//yacG//pyrB//yhaO//pgaC//rlmC//appC//spy//ydiP//waaA//slyA//
GO_0034641_4	ybiH//fimE//gspI//ybaK//ldtA//yedL//dld//sapD//eutA//yhiM//puuA//cspC//rfaQ//malE//nemA//yfjR//galR//arfA//fdx//hxpA//uhpT//dmlA//gyrB//bioD//pgi//rmf//intZ//ilvC//sutR//adiY//bioA//thiI//rraB//yjiM//moaC//fdx//thiI//yadI//gntR//gatC//modB//pitA//eptC//cadB//gadB//pta//ftsA//topAI//torR//insB-4//narY//amiA//nadA//essD//rcsC//gmd//blc//pbpC//gcvH//modA//cysZ//hcaD//serC//sucC//yqiI//recD//ycjD//ydcS//aroA//nrfB//kbaZ//adeQ//lolB//lpxM//yhcN//entB//dgoD//glpC//mcrB//mppA//pflC//rplD//yhaO//sxy//ymgA//yhaC//rluB//aroB//crl//hrsA//gadX//ydeM//yaaY//trpE//setC//ldrD//araH//waaA//sdhD//lptD//rimJ//oppA//yhcD//alsB//waaC//dppC//recT//pagP//folP//cpxA//hmp//sodA//ubiX//feaB//lolE//hyfR//pflB//ibsE//folP//rplO//abgT//ascF//clsB//corA//dsdA//nrfB//rpmC//potE//adhE//pppA//rpsH//frdA//yphD//hybG//fre//ypdF//ybiV//hyaD//acrF//gloB//mdtO//aspC//ligB//pyrE//hslV//paaF//mtfA//yiiM//rraA//pdeR//ybjG//panF//yadM//yebQ//bluR//lpxT//aslB//ymgA//kefC//sgcC//mdtQ//mutM//ybbN//ttcA//cptB//entC//fimZ//tsaD//torR//mak//sdhC//recA//yqiH//atoS//hypA//yhhT//galK//norR//ygjR//purR//yneL//blr//rpsM//ulaG//thyA//ydcI//manZ//hxpB//baeR//narG//rfaH//ribD//dsdA//adk//macA//bioD2//ygaV//malQ//yecS//tauD//ribA//rsfS//ynfE//clpX//endA//hypF//fucO//tsr//nagE//ydhC//rne//agaW//ytfR//dsbG//rpiB//sdhC//hypA//yobF//ndh//dinJ//speA//purB//ybgQ//leuE//rsmD//yfaX//waaJ//ycgB//polA//dcm//sucC//artI//atpH//nrdF//secF//ydeO//aidB//gltB//pgaD//panE//aroP//ykgA//fbaA//yafE//tus//codA//ydcZ//rpsN//yjcE//mngA//yihW//mdtJ//cbrC//malE//bamD//dapB//yddL//fabG//mutH//def//yghW//appA//ompA//ypdI//yhgH//gatD//glpX//hslJ//yjgX//zinT//ydiR//osmC//arcB//queF//ibpA//rbsK//xseA//trg//gmhB//pfkA//puuE//puuD//yjiM//cas3//codB//yraH//tatE//yedL//yeaK//lapA//rsmG//ribC//atoB//rplR//uvrC//ygiV//hisG//mgrB//crp//eno//selD//galP//csgB//ribB//cheW//der//sfmD//atpH//ssb//tauB//ispU//atpB//crcB//trpE//rnlB//nrdH//ghoS//yiaU//aroF//gppA//trmD//adhP//nikC//nagD//prmC//rpsL//uspG//yiiE//rlmM//paaB//cysM//dnaE//cspI//yeeO//flgB//napD//idnT//pepN//minD//hexR//tamB//tnaC//ispF//lapA//frvR//paoC//arfA//artQ//zapB//yfeD//xylH//yaaA//yraR//xanP//narH//pepN//lnt//nuoB//yggT//bolA//yiiM//ybcL//pdeK//gutM//sapA//yqeG//galR//potE//allD//kdsC//gmk//prlC//bglB//crr//dnaB//cmoM//ruvB//ybhF//cvrA//insI4//tyrB//yccS//hycI//trpA//mtlD//znuC//yphC//ompL//insB-4//yghG//ftnB//dut//allB//yceK//stpA//abpA//waaH//ugpC//hisS//kdsA//rzpR//chbB//sufB//mltF//crcB//yihO//hpf//dsbA//rclR//oxc//pcnB//fucP//solA//moaB//fis//yfeX//yfdR//decR//dmsC//curA//hemC//sbmC//mdtP//allS//csdE//uvrY//glpG//recQ//cysH//allS//recB//viaA//acs//atpA//cusC//rluD//metL//manZ//yjbB//asnB//yeaK//hcp//prpR//accC//viaA//prmB//kefC//lplT//cyaA//ftsE//ydcR//ais//kbaY//cusA//recT//kduD//bdcA//ilvD//rsgA//ldrB//dapA//asnC//ydhQ//zinT//ygjR//rfbB//ogt//ygbN//gpmM//ldtB//ygdG//alaC//allR//alaE//paaE//pflC//yfiE//yiaM//ybgI//nlpE//mfd//prpC//ybcQ//amiB//cspB//yibF//gudP//mreC//waaO//tyrB//fadM//ybdG//lacZ//waaJ//amyA//cydD//yahF//rhaB//cspC//yhaJ//dmsA//dbpA//yfaX//glxK//hdeB//rihB//umpG//dcd//rnlA//hofO//ispA//yjiM//ompL//elyC//bdcR//yqgF//intE//lepB//hmp//pgpB//lgoT//ulaB//lptB//agaS//rhlB//yaiV//ykgO//ygeA//sdhE//nagA//yjcO//tsaD//rsuA//lpxD//yjgX//srmB//pstA//ykgM//ydaN//focB//dmsC//cmtA//dacB//patD//ymgA//fepB//essD//nrdE//leuA//aroD//araE//ydhC//glyA//yebG//mdtN//hemB//lasT//ptsI//oxyR//msrA//ispG//lpxM//mtnN//yqcC//torY//brnQ//argR//yqaB//rbsD//yjiA//sgbU//hupB//pinE//asnC//potC//fabZ//mdtK//yoeB//araD//mutL//kilR//yieL//sthA//yrbG//nikC//ebgA//sseA//mscL//mscS//ilvB//murC//insI1//pyrH//ygjR//cyoD//rplY//ymgF//tusA//xylA//dinB//ybjN//yehY//rhtB//galE//cbrC//rimI//hypB//proC//ybhS//ydiQ//yajO//bglH//msrQ//gph//fepB//thiE//proP//pbpG//cysI//rffG//ulaE//glnD//nlpI//yfeO//ybjG//rhtB//ybjG//nei//melB//yqeA//hisP//yidH//dgoK//fau//yfjR//ynaE//codA//gyrB//dgoD//adk//coaA//mppA//cdh//ade//xdhB//nagB//yeeA//yghG//dtpA//ydhQ//oppB//caiF//sstT//ugpC//rnt//yeaE//nlpE//phoP//cspA//ybhR//fadJ//exoX//yqiI//nagK//ynaI//argI//garP//metI//fdhE//ybjC//mdtI//gpp//dhaK//hupA//glsA2//guaA//gshB//pntA//dbpA//dnaT//lamB//ubiA//acpH//ldtD//fdoG//blc//nadB//mraZ//nlpE//truB//yjiR//nrdA//yqiG//recO//ccmD//phnN//asr//yjcO//ugpE//ttdB//tauC//yjaA//hisC//uup//hisQ//relA//lacY//osmC//bioF//tolB//dinD//ribD//pspA//ldtA//slyA//hha//truB//malQ//kdsB//ydcR//polA//recA//hybD//acpP//aqpZ//umpG//potH//pgi//lolE//motA//curA//hofM//fau//gnd//fixC//gatZ//ftsW//accA//mgtL//arnT//ettA//rplC//yebC//glmS//ung//ydiZ//ycjY//relB//cas2//yjcS//rlmH//ugpE//ybjL//aes//yadN//bisC//nrfG//yafO//gatA//sixA//lpxL//rnhA//idnK//pfkA//eptB//arsC//fucI//mfd//mlaD//ung//clsC//murE//frdA//proX//yphD//yobA//lpoB//ykgM//acnB//narP//uvrY//bglX//yefM//glcC//bglJ//cadB//pgpA//yfeR//hypB//treB//dicC//ssuA//yaaU//mmuP//umpH//mtlD//sgcC//citC//cpdA//dmsC//lysS//ltaE//moaA//bipA//yghU//ychO//ynjD//wcaB//folA//cysN//mltB//crl//uvrC//nfuA//atoC//
GO_0034644_7	pitA//pgm//
GO_0034645_5	ariR//pliG//asnC//yqhC//lsrD//srlE//lepB//aldA//miaA//dusB//zinT//fliD//minC//trpS//rpsD//dadA//fis//treA//lpd//sgcB//xapB//insK//flgF//fimG//ppsA//dnaA//agaA//ydiB//ycaN//ycaN//gntR//uxuR//artJ//yejB//iaaA//panF//nanR//mngB//ybjX//lapB//ldtE//clcB//ldtA//rpmC//casB//fecA//yafS//yahO//ompF//puuR//hns//yhdJ//abpB//fiu//yahN//intZ//yijE//yehD//ydfH//pgm//fucI//mdtB//ycjR//wzzE//aroP//phnO//yciV//avtA//relA//rlmC//flgA//gudP//recB//glcC//nimR//sucD//insB-4//rnt//malP//elbB//yfbU//npr//waaJ//citT//dadA//prmC//hypT//potA//rtcR//acrA//truD//msbA//mipA//baeR//rcnA//aspA//thrB//msrQ//qseC//tldD//ulaA//pppA//yibT//artJ//pepD//mazF//mdtP//tolA//sbcC//yeeO//mnmC//yggF//glsA1//rnb//hypT//mdtL//rseP//yjhB//cpdA//dctR//acpH//accA//srlE//yebG//mtlD//rseC//dtpB//ybiX//phnP//rfaF//glpA//cusC//cptB//ettA//manX//ybgP//mutY//frmR//thyA//torA//panZ//arcC//fepD//lysP//yhjD//insH-6//pepN//yjeI//cbl//cof//putP//insA-1//narY//paaB//yfhH//paaZ//gfcE//trxA//wza//obgE//sfsB//guaC//tatC//sbmC//lysA//mdlB//eutR//azoR//bioA//rutF//yajO//ruvA//tag//fdrA//metR//bamC//prlF//ypdA//rssA//rpe//yajQ//focA//rtcR//gmk//phnN//ycfJ//malS//adeD//coaE//ascF//pdxB//cmoB//yhhY//adiY//hemH//srlD//citG//fucA//bamE//sgcB//waaG//xthA//lnt//lolD//rcsA//hns//ypdI//speB//thiM//ynfK//casE//eutR//yphC//puuP//ymgC//agaA//gntK//rpnC//sodB//katG//yihR//lysA//hybG//tmcA//ydiP//yneL//tauB//ybhR//polA//clpA//rutC//sseA//gatY//adhP//araC//ydaN//rpsJ//alaC//dkgA//acpP//amiC//maoP//arcC//msbA//bcsQ//gsiA//pabA//rluE//topAI//ydiZ//acrE//nfuA//waaG//ydaN//yejA//paaH//yjbF//macA//pyrG//fabI//yedL//entD//tdcD//elbB//mutL//dnaN//galE//rhmR//cspA//glnS//nlpE//yafN//yciV//yafC//yjtD//ycjD//sfmA//yqgB//yibA//mdtI//pgpA//phnP//ugpE//gpmA//nuoB//hicA//amiC//rpsS//hiuH//mug//ynfK//rclR//hemB//thiG//gspF//dmlA//nfi//trkH//chiP//ibsC//artP//cusB//radA//nsrR//
GO_0034654_5	rnhB//glgS//mgsA//hyfA//ibpB//mltB//nrfB//panC//holA//cvrA//crfC//degP//arnA//yieF//srmB//mdtF//yehA//uxuR//ubiD//paaG//nrdH//moaA//srlA//mutH//srlR//mntS//mdtB//pheS//phnM//folD//rnr//recX//oppA//lipB//ispG//yijO//asnC//csiD//yfcS//cheY//mqsR//rppH//hdeA//hdhA//rbsR//rayT//yiaU//dsbB//asd//pepA//mutL//aspC//hiuH//ydcI//yegS//yhjB//xapA//flgD//dps//kbp//ybfA//sdaC//mcbA//gadB//murC//mcrB//dsdA//proV//yajD//glpA//gldA//sdaA//clpP//nfsB//dppD//udk//napF//lptA//idnK//lysP//nudG//nudF//cysN//ybaE//zapA//trmD//preA//waaZ//narU//flhD//nadA//ybgI//cmtA//trpS//gpmM//recB//yjbH//cysZ//yeiG//lpxK//mutH//fadA//waaP//yfgO//ybbY//ybaE//ybiX//yhgH//abgT//rarA//sugE//creB//thrA//nusG//mug//prfA//hycH//yfdK//aroA//skp//hfq//thiQ//ygfI//hipA//gpr//dcd//nikE//cobB//ygjH//pliG//folM//aphA//ybbW//betI//glpF//yahO//ghxP//yiaN//cueO//trmH//dgcM//glpB//glmM//rfaG//hflD//yddL//sgcC//rpsP//manZ//proW//rpsD//nimR//cpdA//zntR//ppiD//mukB//yieH//znuA//oppC//fucO//yqeA//purB//gyrA//fimG//malK//tdcF//yiaT//ybgI//aroH//dgoK//psuT//udp//arnA//ycbV//yoeB//uhpT//yehU//yjhC//dppA//pabA//feoC//uup//xapR//rbn//yeeJ//acrD//rmf//exuT//nrdD//sdiA//glpA//yehC//ybeQ//yfdR//pdeF//epmA//ybjD//uspE//yehA//rne//yciV//wzb//ruvC//rclC//tcyN//dtpC//tsf//garD//queC//adeP//narI//yfbU//ypdI//nrfG//fadL//prpD//mscK//pdxB//nuoL//yihV//hemB//nrdR//dtpC//ygeX//ispF//feoB//yedF//holD//greA//btuD//ytfE//slyA//yidC//cyoA//alkA//rmuC//mglA//ftsL//dusC//pabB//yegT//dhaR//sulA//rplN//yceO//cbeA//appC//surA//yraK//uvrY//sufB//sgcR//mrdA//flgA//ybiA//glyS//trmO//acrB//yeaD//
GO_0034655_5	coaE//sdhB//lpxC//scpC//yjiA//ydcP//opgG//secM//ansB//hokB//trpA//yebQ//sgrR//torC//tsaD//cobU//ompN//paaF//malF//phnM//frmR//yadN//tufB//ybbY//aroB//yhjR//insA-2//ycaO//djlC//kbp//lpd//bioF//allR//feoC//ynbC//casA//kduD//garL//ampE//astB//yddA//hcaE//arfB//efp//msbA//rplM//cysZ//ldrB//metK//dmsB//uhpB//rnr//hemD//sodC//potG//pstA//recC//clsA//rplI//yfdR//degS//asnB//tehB//xylF//hlyE//coaE//casB//menF//rpsR//dbpA//tolR//ribD//gloA//
GO_0034656_5	hslR//bcsA//arfA//smrA//alsC//gatC//hisA//hypA//ugpA//metG//yfaV//adhE//cvrA//
