#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	map//yihV//trpR//yqjI//
GO_0043438_6	gnsB//
GO_0043442_6	hisD//
GO_0043455_5	lapB//gcvA//map//xerD//
GO_0043456_6	torZ//
GO_0043462_6	zapC//mobA//rtcB//ygiB//nth//ycbU//
GO_0043467_6	murB//flhC//
GO_0043470_6	tcyL//csiD//frvR//xylA//
GO_0043471_6	cnu//hcaR//galR//
GO_0043484_7	bisC//
GO_0043487_4	pldB//cspB//udp//gcvA//entH//clcB//
GO_0043488_5	gabP//alaE//efeO//ykgO//radA//
GO_0043489_5	rplC//
GO_0043543_7	narG//smpB//putA//rplT//adeP//rluA//rlmJ//hdeB//ttdA//codA//lysS//acpH//srlA//
GO_0043545_5	rpsE//dicC//surA//yhfK//ydjM//fryC//fepC//tusD//allS//flgD//adiY//
GO_0043547_7	mdtO//yccX//atpH//
GO_0043549_6	ccmE//malK//
GO_0043555_5	lpxM//ynjD//
GO_0043562_6	srlE//znuA//
GO_0043570_6	lgoT//nfo//rspB//
GO_0043571_7	proC//fadE//ascF//
GO_0043603_5	amiB//recC//metN//mscM//yahN//pinQ//ybaL//fepD//ttdR//rclA//rdgB//yhdW//glpF//yfgI//intE//pinE//yeeY//bamD//opgG//cycA//flgM//lptG//aidB//ttdA//lpxP//surE//argS//ygfX//rpmB//nemR//ycjQ//yeeL//abpB//ppc//nrdG//yhjA//yfgO//serS//cspG//uspB//insH-5//artP//prfB//thiP//edd//rstB//ybiI//fadK//btuB//rarA//ycjP//ygjH//deoC//rfaB//lldR//acpP//sulA//ompC//yaiP//ydfD//yccX//yraJ//thrL//dgcN//cmoA//glnK//otsB//rplQ//hflX//recJ//yfaL//acrF//sapF//xylG//ftsQ//yfdO//bioP//argH//ribA//yeaK//cbtA//adeQ//tatB//pta//aceF//acrF//bioH//brnQ//sdiA//tolC//skp//yeeL//bglF//dinB//yiaL//sulA//rpsQ//lptE//narJ//yqiG//fadH//mdtJ//lit//rimL//entB//argD//rfbX//thiD//arnB//carB//yfiE//yjiY//sanA//purT//ilvI//yefM//rfbC//rmuC//treA//hybB//appA//araC//putP//insH-5//hemB//rhtC//fumC//
GO_0043604_6	fabD//pykF//osmE//rpsJ//yfcG//gltX//trg//mliC//serS//entD//uraA//ycgR//ybhP//glpC//trxC//xdhB//accC//ygbM//phnC//accD//chbF//relB//sad//yggN//galU//yagJ//ptsN//gnsB//rsmG//puuR//cspG//rplR//ppiC//pbpG//hokB//nanT//nadE//yjbB//rlmC//nrfG//serA//tolA//lolA//speG//ybhP//modC//nimT//sapB//exuR//cmoA//exoX//ynfH//ybiY//rho//yjbF//ppsA//mreD//aes//lolA//yihT//idi//rcnA//trmO//fdnG//rlmB//trmA//dadA//galT//dgkA//hdeB//ymgA//zipA//rclR//yijO//rnlA//hokE//aroG//ampE//rimL//recQ//yneL//yihO//rrrQ//bamA//yfiE//kdgK//ybhJ//flgJ//yacG//patA//yidA//flgB//dnaA//araE//spoT//yidZ//xylH//xseB//abgA//
GO_0043605_6	sdhA//ykfI//tabA//pdeD//fbaA//
GO_0043610_4	ydcZ//
GO_0043624_6	dgt//lysO//araA//chpS//tadA//yhdJ//lpxC//
GO_0043628_9	endA//glpK//nagC//
GO_0043631_7	mdtB//ariR//
GO_0043647_5	yhbS//flgA//
GO_0043648_7	fes//ssuB//yggF//epmC//birA//pntB//ydbD//metC//sufD//ghxP//yggT//yjgX//csgB//srlR//uidA//metR//insK//malS//yieF//gltP//tyrR//hemE//pflC//dapD//nadA//atpG//valS//glnD//ycgR//sodB//ggt//ligA//dxr//glnH//yibT//topA//narG//tusB//bfr//exbB//nhaA//dbpA//nrfC//narY//recE//yhcD//ogt//xerC//purU//rlmF//lsrG//secE//hsdR//gapC//puuE//mnmG//ydcT//argG//casD//decR//purA//ampD//cytR//coaA//cyoC//ygiV//mlaD//ycjD//acrF//iscX//amyA//tusC//mutM//pntA//
GO_0043649_7	tatB//lgoT//ulaR//arsR//sdaC//mdtG//dnaE//rfaQ//hisS//hns//mlaE//
GO_0043650_7	yphD//glmU//arsB//csiR//hcaD//cobC//torZ//yfcS//iraD//rpe//gatD//allR//pinE//yibA//bglX//zntA//narI//pgsA//flgI//flgK//bsmA//yaaU//rarA//eutA//intS//truB//yidZ//
GO_0043686_7	sucB//
GO_0043687_7	pth//manX//yeaG//ykgO//lamB//tusC//ddpX//
GO_0043708_5	queE//miaB//valS//yfdG//mutT//topA//rluA//opgH//trpR//hscA//ompL//argP//upp//fiu//betA//
GO_0043709_6	mntS//idnD//wzc//copA//ymjB//bioD2//plsX//argF//rpiR//
GO_0043711_5	ulaR//srlE//ftsH//sapB//nlpE//yhjB//glvB//cheW//nikA//focB//glnK//eutN//ddlA//cobC//hisP//ushA//nlpI//rhaD//yjbG//sgbE//mltD//
GO_0043900_4	cdd//rpsG//pnuC//cmoB//rho//srlR//rtcB//kdpB//mnmG//tcyL//ydeE//ycbU//putP//
GO_0043901_5	narW//lysA//pstB//kbaZ//
GO_0043902_5	uvrY//nudF//
GO_0043933_4	mug//atoC//rcsF//fetA//yihP//rclB//tdcC//yfdK//fadM//prs//serB//citE//ghoS//rpiB//grpE//rhaB//fliT//yjbF//nrdF//yieF//osmF//cusC//proP//ytfP//mgrB//rsmB//insI-1//oxc//pnuC//symE//pspA//fabZ//cueO//phoA//gcl//dgcT//casD//ecpR//ortT//nusA//pepA//pepB//murR//alsB//cof//hisC//yhbQ//ugpC//elaD//eutN//ydcS//murI//radA//pdxB//ygjH//gntP//sdhB//bluR//dusC//casC//sdaB//cobB//aroA//nmpC//iscS//pagP//yrbG//mcbA//yhbY//tatC//yceO//yjhP//ybdO//gspI//thrB//fhuF//yjhP//grxD//ynaE//mltC//mipA//gadX//adhP//relB//yhbX//yraJ//ycgV//ydiB//yohD//torA//hisQ//yqgF//ybeQ//malX//udp//cytR//ompA//ttdB//fryB//ycdX//
GO_0043952_7	ybaQ//uraA//ilvB//mdtO//cmoA//
GO_0043953_7	yieE//dcuC//cspG//ibsB//
GO_0044003_5	pabC//paaE//gyrB//ibsD//
GO_0044004_6	artI//hemC//yhbS//csgA//
GO_0044010_5	cysA//gpmM//frdA//mdlA//ynjD//holB//ygeA//rpiA//radA//iraP//yrdA//rpnB//dhaK//hofN//bioB//crcB//curA//mnmA//yoaA//ttdR//ypdI//ung//yraN//recQ//rhlE//yqaB//pta//glnP//phoQ//opgB//
GO_0044011_4	arfA//fadR//thiH//argC//argA//rluE//alkB//rhtC//
GO_0044036_5	metC//hycB//tomB//intE//csgD//rpsJ//ydjK//setC//glcD//trpGD//hupB//marR//scpC//mprA//ssuE//hdeB//kdsD//pflC//rimI//pphB//ttdT//lexA//phnM//coaA//cdgI//yjjV//roxA//casA//rffM//uhpT//rsuA//yqjA//narV//nusA//yjiA//wzzE//adeP//narX//yhaC//dsbC//ptsI//atpG//hipA//mhpC//malG//queC//ruvA//
GO_0044038_6	tus//rcnB//yhjR//ispU//msrP//ilvL//lldP//yiaJ//ybaQ//rsgA//pntA//yahO//ydeT//rcnB//dinB//yggN//hemE//yieL//norR//cysI//tatA//htrE//yfbV//cusF//mcrA//insA-2//wecB//lipA//rpsL//argP//add//eptB//malF//hemC//yciA//moaD//mgrB//ytfT//malQ//mntP//emrY//hybE//yiaT//
GO_0044042_6	waaC//ompL//gnsB//ulaR//rpiB//rcdA//yjjG//fklB//cutA//ybgQ//sodC//ycgB//fkpA//uidA//hscC//glnQ//cmoA//paaC//livK//cbeA//pinE//
GO_0044070_7	hybA//lldR//kbaZ//intE//
GO_0044085_3	hprS//tolR//fryA//ybaQ//chbB//truD//lnt//yphB//talB//dtd//fabG//yqeF//bssS//tilS//dpiB//hofQ//bioD2//rcsC//ybjL//
GO_0044087_4	cusA//cysM//yjiQ//uhpA//ydjK//ybeQ//yghB//gltI//uof//hyfF//hpf//nadK//intZ//sixA//norW//yobA//ycgB//tdcR//accA//amtB//radD//lasT//sutR//uraA//lipA//dinI//tdcD//napA//lpxH//kilR//melB//gntR//yjfF//opgB//
GO_0044089_5	trmI//cysK//melA//selU//yghW//bioC//aroL//mgsA//pdeD//putP//yihX//lptA//aaeB//
GO_0044092_4	pyrL//kefB//lpoA//yjiA//ydiR//yjjX//htpX//argO//hinT//yeiE//cstA//adiA//yfbR//hyaA//yhjB//fimD//ampE//tmcA//rlmA//rlmH//nuoI//dpiB//yjjQ//galR//rhaS//ypdI//fdrA//alkA//xylE//ftnA//frwC//araF//cysC//glvC//speB//yihU//
GO_0044093_4	psd//galS//panE//iraM//purL//sdhA//yhhT//fmt//rlmM//minD//osmY//rhlB//tisB//znuB//cyoB//putP//ilvI//phoE//flhE//dgcJ//ispA//rnlB//ccmH//gatD//mliC//rfaE//dcuA//
GO_0044106_5	yiaB//clpP//yfeD//yhaC//pflB//dgoT//ugd//mmuM//gstA//mipA//rpsK//rpmB//ccmE//trpD//nrfG//pdeF//glvC//mcbA//yfcS//glnD//pdeR//waaB//rimJ//der//rpsH//mltA//aaeB//
GO_0044179_5	serA//
GO_0044208_7	fbaA//
GO_0044237_3	yoeE//cbl//yfiC//ttdT//speD//prc//iscR//malQ//hflK//dhaK//agaS//mutY//uvrA//dppF//pck//tatE//gloB//galM//hypC//pheS//rclR//yajO//garR//rpmB//paaD//rfaG//soxR//thrB//alaA//tynA//sfmH//fryA//mdoG//lrp//frlB//ygfA//dmlA//smpB//ycjU//hypF//argE//garL//galF//ycfS//frlC//iscA//kbaY//ppx//ghoT//aphA//ygiS//holE//yhjG//spoT//malZ//rnhB//exbD//ygiB//mazG//yqgF//hofO//nimT//entB//hisG//iscU//gabD//idi//prpR//rlmM//phnP//ghrB//rhtC//lit//add//glmU//yfdR//hslR//codA//speB//narQ//ygcO//lptD//hemG//dcuB//dhaL//rplO//treA//rffC//yafS//gatZ//dam//sodA//rlmE//hicA//ttdA//hisB//guaC//appA//dtpA//glnH//narI//yfdR//dsdC//cytR//yphB//entA//vsr//hcaF//hicB//mukB//yjiY//mdtF//lolB//rluE//yjfF//yijE//ais//sapD//uvrB//ulaB//barA//tas//fruK//fur//nusG//znuC//yjbH//abpB//rlmL//aqpZ//trpGD//yaiP//yraI//ulaF//yciF//fhuC//rplY//rimJ//argR//ugpB//rzoR//narW//casB//aroB//ftnA//pdeR//dtpD//cdh//cspC//casA//chaC//alaE//gmhB//xerC//fiu//ldtA//tisB//clcB//garL//tnaA//feoC//fepC//rng//yfaU//lolA//nlpE//rpmA//xylB//waaA//yqhC//ydaV//nrdR//trxA//bssR//flgJ//pgk//waaA//fepB//mgsA//rsuA//mdtK//hxpA//ygeX//mcbA//dgoD//mlaF//cynS//pepD//yobF//ccmA//gntK//hypD//rpsB//ybhF//pdeD//ygiW//livM//ribE//tar//yidP//yajQ//xdhB//ydcI//pntB//mrdA//ycaO//yfcR//uxuR//xylB//bssS//frvB//bamA//garD//serA//ddpA//fimA//rpmF//rutR//hiuH//hpt//malY//rlmG//ydeE//cpdA//frc//ydeO//exuR//hslO//mdtE//galE//tolQ//fadB//mazF//eutK//etp//ssb//rlmI//ackA//cobU//yhhT//dapB//chbR//yaaU//yfdC//yrdA//lsrA//lpoA//mdtQ//caiB//rplE//yjjB//pdeD//argO//aroH//gltL//yfdG//motA//dtd//tadA//yjhI//tag//gspI//ycfH//hslR//hscC//dsdC//tolR//metL//raiA//eptB//nuoH//ssuB//cspI//yfbS//gcvR//ytfP//rplF//pal//rsmB//hybG//yiaM//pdeK//yebQ//tbpA//ldcA//nhaB//tktB//rbfA//sdhB//yfcS//ddlA//fbp//yiaB//hemE//cusF//pnuC//paaD//recQ//adiC//metR//narQ//hfq//glcE//lacI//ydcR//sodB//glsA2//hyaC//gsiC//sdhD//rlmE//arcC//mhpC//etk//lgoD//xthA//ftsA//ssuE//bglJ//zraS//yfdR//sucB//purC//rraA//ydjL//pth//zwf//nagC//dnaB//puuB//insE-1//bamC//rsmD//dgcQ//elyC//cheB//thrS//rclB//mlaF//nrdA//ispH//tusD//tehA//agaB//sgrT//ydbD//gntU//prmB//malI//rsmB//rplC//rnd//mdtM//fryA//emrD//frmB//opgC//yggX//afuB//uspE//ygiS//mntH//fecC//aceB//rsmI//emrB//ibaG//gadX//queD//ybiX//ydeO//metR//dgoK//cysB//phr//ribA//guaC//lpxD//coaD//rnb//rhaT//trmB//coaE//mnmA//uhpT//gnd//hofO//rhaT//cyoE//dgoA//preA//yfeD//hemG//envR//argA//ybjX//nuoM//recE//ydeE//yahK//rplY//secG//mqsR//ybhP//holE//rlmL//kdpF//baeS//pncB//seqA//malZ//cyoA//qorA//fadH//rnd//pheT//sfmD//gudX//lolD//arnA//glgX//nirC//murQ//rpiB//mdtB//tyrA//ygeX//ybfA//fucO//puuC//pgaC//waaY//ybjD//uhpB//glrK//pgrR//rpsE//casD//cobB//lysC//proC//acrB//tnaB//yaiP//fimF//ygeA//yfcQ//abgB//hscC//hokE//pbpC//lysC//feaR//yejB//eno//gph//ybeF//yqgB//yiiD//recX//dgcN//trg//fhuC//ybhJ//yjhH//mhpC//ygjR//yrfG//sspA//aroH//ybhJ//nrdI//leuB//yjiM//ycbB//yhbX//yihX//nadB//yhbS//alsC//mglC//mdtN//arnF//ybcC//sanA//yebK//efeO//hns//hprS//radA//helD//yihV//ftsY//pgaD//cueR//lepA//yjhI//zur//atoB//uup//rnb//tus//glrR//ftsK//metH//yqjI//yebK//comR//cbtA//purT//cueR//map//hisS//otsB//ogrK//sfmH//rclC//fabR//tusA//abgA//fucA//uspG//cstA//ygjH//dacD//dcuR//yfdO//metR//yghU//gcd//queE//ygiV//rihB//ptsN//rsmH//argH//bcp//yfcP//mtlR//yefM//chpB//uup//rimJ//tcyN//nrdE//pyrC//pgpC//speE//ybiH//glpR//phnM//rlmB//waaL//yfeO//malQ//fliL//chbG//yfhH//caiT//rho//betT//torI//sfmC//pgi//ygeV//recA//gyrB//nanK//ydiQ//groL//hslV//ribC//cobS//nrfB//dacD//exuR//ibpB//yiaJ//sutR//garP//ybhA//nhaR//gntU//tatC//agaS//fimA//rpoA//carA//amiB//zapB//murQ//ompF//yajQ//narV//rpsK//pitB//rsmH//hycA//carB//yhcF//dbpA//yidL//aroF//upp//nfo//yhcN//gatZ//purT//feaR//ribA//ycfH//yedF//mukB//ydcM//yafQ//paaZ//ssuA//bcr//tig//lysP//uvrA//kdpA//argB//rcsD//ssuB//narZ//nfi//rutC//rcnB//ydaV//nuoL//dmsC//fruK//rseC//hofO//yaaY//ugpE//elbB//ssuD//ibaG//yfcA//frmB//tdcD//ydjM//rspB//feaB//fruK//fbp//rhsD//dgcN//tmcA//nuoG//yhbS//yegS//exbD//sufC//queF//dgcT//ugpA//tesB//uhpT//proA//glpC//glyS//ybhJ//clpA//yhfS//soxR//pinQ//crcB//rcnA//gadX//yfdG//frdD//insA-2//yggF//pheT//hha//rhsD//hsdM//yaaJ//yjiY//cysP//ligB//mdtL//tldD//cdsA//rplX//xerD//tnaB//yraN//rcnB//ridA//argP//kup//flgM//ivbL//ygiS//lpxD//lldP//pabC//rnhB//cmk//feaR//mhpA//agaR//cobS//marA//baeR//trmJ//mepS//yfcA//gph//puuD//slt//talB//cydC//phnP//sucC//nrdD//clsA//csdE//argH//fre//alsE//fic//kbp//pheM//moaE//aroP//cbrC//npr//proS//acrR//epmC//asmA//ridA//clpB//tktB//yraN//hofC//alr//rpsQ//pinR//modC//modB//ibsB//lpxP//yhhT//feoC//cysN//carB//waaQ//cusC//greB//truA//tyrS//recA//dmsA//tyrB//rpsN//lpp//dicA//tilS//frsA//csdE//cas2//pdeD//wecE//dsbD//yghB//cynS//dctR//yibA//kdpE//sdaB//fimF//queG//yiiE//ompA//aroP//tauA//rssB//efeO//araC//idnD//mhpT//moaD//slmA//rplR//dppD//nupX//ybhJ//yjhI//speF//dgcE//ybdR//galT//setC//ftp//diaA//sufE//borD//rzpD//tdh//rpsD//mscM//hemG//fpr//nrdF//ldtD//ybcF//ndk//polA//cyoA//hemC//yeeO//ybjL//dnaN//mak//nlpI//brnQ//speF//hemB//sgcA//panD//cho//wzc//bioP//yaiW//hisH//pntA//ychO//rdgC//truD//rfaE//leuC//rspB//thiC//tehB//lon//lrp//rcnR//ybiX//ppiD//nac//yadK//trmH//citG//fepC//fimC//hicA//lnt//holD//plsX//nrdA//frvA//ymfA//phnN//flhE//rng//curA//panD//rne//hlyE//mraY//adeP//gutM//mdlA//citG//rffT//yqiG//yjfF//ilvC//proB//epmB//iscU//iscS//atpD//uhpC//sgbE//rutE//sgrT//yqjI//dcuD//waaG//nuoM//tqsA//narW//ynjA//ascG//radD//pnuC//abgR//tsaE//dapA//idnT//yjiA//ilvN//glgA//katE//glnQ//yqeF//yebS//nanE//phoA//agaS//rimI//oppA//mak//appB//yfdR//xdhB//cecR//hslO//kefC//dgoA//yaiV//accC//napC//cysS//hmp//mhpA//cutA//yqeG//tmcA//yhdH//fdhD//kdgK//dsdC//mrr//glpR//phnI//lacI//mdtO//tsaC//ygcW//yhfK//tas//mak//eutR//dnaQ//paaJ//elaA//yecS//hofM//chbF//moaA//hicA//lptC//dgkA//rlmH//katG//yeaV//sufA//iscU//rcdA//yceK//aes//tyrR//ftsH//argR//yhaC//rbsK//ypdF//nrfB//fadI//yhjC//trpS//melR//citC//aceA//mtnN//yjjW//dpiA//glyA//mdtJ//lpxK//bglB//yhaV//rcsD//alkA//bacA//amiB//panB//hyaC//yphC//yaaJ//ybiO//tgt//ulaE//zraR//hisB//yciF//recC//purD//nudC//rnb//patA//yhdZ//hdeD//sgcA//mltA//holE//arnB//yraI//alkA//yaaJ//dnaT//exoX//sucB//ycfH//ydiO//gatD//idnD//ldrA//tolC//agaS//qorA//ycjU//yifB//msbA//ynjA//murG//ybfA//yjcO//yidP//yghO//mioC//kdpD//kup//kdpE//pnuC//waaA//cspG//metN//btuE//yhbQ//ygjR//recN//nupX//gsiD//yeeY//ybcF//qseB//yqiG//ampE//potD//yeeO//patZ//frdA//ybdZ//nupG//kch//fecA//mdtP//rcnA//malQ//rplQ//mutH//eutR//lpxL//alsE//nupX//citC//allR//zntR//nei//glnE//carA//moaC//ygbN//gatA//alsE//rsfS//potA//murI//sanA//surA//dhaM//pdxA//fumB//yghU//ypdC//fdnG//ftsL//narK//glnA//ibsB//bglF//torI//opgD//hflD//mtr//gnd//speC//oppB//surE//rpe//nagK//ytfE//rcsC//fecB//rsmJ//ydiK//holE//yneJ//yafQ//grpE//insE-1//ybjC//yqiG//surA//caiD//rluA//gapA//gadC//rihB//yehX//yghB//surA//narI//ydcR//hslR//gshB//amiC//afuC//lysA//rfaD//crcB//trpR//rpmE//yqiJ//feoC//insB-4//recQ//yhaJ//amiC//kch//tpx//gsiA//intZ//rcsA//polB//yadC//rimI//sthA//grcA//tdcE//cusB//panD//fecA//pdxB//nanK//pphA//ydcO//prmC//ydjJ//hyfC//gyrB//ynfF//tyrS//ansB//yjiA//rpsH//uvrD//ytfQ//artJ//zipA//pinR//ytfQ//yacG//yehT//csgE//prfC//wbbK//relE//ybiJ//hflC//elaB//speE//fimF//alsB//relE//clcA//nanT//rclA//symE//rplA//yfgJ//acnB//carA//greB//ibsD//rffH//rluD//nupC//ftnB//sgcX//nrdG//mtnN//recA//yfgJ//lpd//csgA//rplA//recB//yfaU//glcD//mepM//pheA//gspJ//yqjI//rlpA//melR//pyrG//melB//idnO//araF//oppA//trxA//truA//kdpC//zntR//ampG//gabT//fliG//ravA//dctR//insI4//ykgM//mlaD//torA//wzzE//uhpA//dkgA//gspJ//oppB//glnK//elbB//yahK//asd//menH//gluQ//katG//alaA//rsmJ//aspC//adiY//purT//ansB//ppsA//hcaR//dmlR//malS//mltB//yfaU//ribB//gldA//holC//fetB//qseB//ygbI//dsdC//ppiA//umpH//phnP//eutR//yqjI//uup//baeR//uxuA//queF//dmsC//napF//cobT//pinQ//uvrY//oxyR//diaA//dsbA//cydC//maeA//mdtC//ulaG//deoD//entF//elyC//icd//sgcB//glcB//dkgA//pdxB//yjiQ//cpxA//intA//hyi//citX//nadE//pspC//rpmH//amiD//fimG//rraB//prlC//hycH//copA//lacZ//ssuC//borD//grpE//lysP//yhjB//nirC//amiA//lacZ//ybbN//potA//livJ//mreD//clsA//hybB//envC//yfcV//glgC//hda//dgoA//nemA//thiI//fepD//sbcB//yhaV//cra//zwf//cbrA//murJ//ais//ykgF//bacA//mglC//rlmJ//adhP//prs//rcnR//higB//rplS//dicA//yjeI//appA//rplC//melR//citC//yhjB//yhjV//fic//upp//aas//atpB//hisD//ybdZ//hisA//yjhC//preT//lptC//tsaD//nadE//dppB//thrA//yehX//rutC//ogrK//ygiB//envR//ompW//sseA//mepM//mlaE//nadK//bioC//hxpB//msrP//bsmA//glrR//bluR//frwC//iscR//ydjH//fecB//udp//deoC//argT//yobA//hcaC//yidA//kdgR//prmC//gpr//parC//tcyJ//pykA//wecE//torY//yihT//ascG//ydeP//gltS//gadE//ascF//rapZ//envR//nuoB//ybjX//mlaF//asnA//mnmG//plsC//arnA//mcbA//tnaA//yihP//uxaB//mglB//ndk//yehW//menH//uspE//lipB//tauA//hybE//yjcE//rpmC//kup//tsgA//csiR//cho//glgP//treC//yahB//rseP//ybcM//pheA//nrfC//yeiL//yfgJ//yjjW//tehB//yibA//kduI//yieL//sgrR//rhaA//ppiC//lit//aslB//uhpT//mgtL//hemA//ychH//ynfH//rlpA//gcd//tdcR//cvpA//adhE//hicB//yibA//yphD//ibsD//cspI//adk//murJ//ydjL//cadB//tpx//speA//rcsA//qseB//ihfA//yajD//csgF//ydjL//ppiD//guaD//yiaL//yiaF//ibsB//yfcV//truC//yihS//rcnR//sdaB//nanC//dld//rspB//sgrR//rtcB//cysH//potF//ydeO//glnB//gnsB//gcvH//feoB//kdpE//elfD//cytR//slyD//yjbB//codA//mfd//ihfB//argT//acrZ//srlE//lysR//sucD//puuR//dacB//yedL//ftsQ//fabR//soxS//recF//pphA//dcyD//mutY//casE//ygeW//yehX//mug//preT//dgcM//prmC//ygeW//plaP//ptrA//lasT//argI//yfcU//hisC//dgcF//sucA//rrrQ//phnJ//rph//epmC//dxs//zapD//idnT//dusB//flgD//yqiJ//dmlR//phoA//ygcW//pdhR//menI//yraN//mreC//crl//cspE//gpmA//ychF//solA//ppiA//modC//ycbU//gpp//rplL//cra//alaS//yjhP//ubiD//rplK//flgG//dut//ilvB//ahpC//yaaJ//mreB//glvC//ybcL//cheZ//betI//hisF//fau//mreD//yadG//miaB//yciV//wzyE//rbbA//asr//xisR//kgtP//hypT//torD//yqgF//fruK//metR//yddM//ytfR//paaB//agaR//ypdF//yeeL//nfuA//mepA//rpoS//murB//murP//ycfH//ypdB//
