#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	araH//thiH//idnT//garR//
GO_0019755_6	glgA//
GO_0019805_6	amtB//
GO_0019835_3	amiC//tadA//agaS//sucD//agaB//malF//
GO_0019852_5	rplN//miaB//hemG//rfaG//ygbI//
GO_0019854_6	dicA//gutQ//
GO_0019856_7	ilvE//fabH//queA//norR//ydcP//yneJ//gcvH//ttdA//
GO_0019858_7	phoR//rcsC//
GO_0019859_7	ygcR//rpiA//
GO_0019860_5	yfdO//ppc//mdtG//cadA//ynbB//arnA//acpS//rrrQ//gsiD//idnT//cysE//
GO_0019877_6	yadK//pntB//folD//
GO_0019878_9	yqjH//yhcD//
GO_0019932_5	nimT//pitA//
GO_0019935_6	ydcT//yohD//
GO_0019985_8	hofO//ycbX//wcaB//
GO_0019988_7	rayT//
GO_0022402_3	patA//narP//yihS//bioD1//panC//glgC//yphF//dhaR//cbpM//setC//fdhF//tufB//aroK//purB//rihA//moeB//qseB//mdtI//livK//rzoR//lsrG//hofQ//ytfQ//cheY//dtpB//ybdO//secD//yihL//fecD//ftsA//cdh//ydfD//mdtJ//maoP//
GO_0022411_4	rbsB//frdC//rutF//mepS//arfA//sgcC//lpxP//secB//arnE//
GO_0022417_4	gsiD//dmlR//
GO_0022603_5	pdxY//gnd//betA//rayT//garL//phnO//cas2//dsbC//fadD//thiC//hemC//narX//cspC//amiC//dcm//argR//
GO_0022604_6	rpsI//priB//ygjH//ybjL//yiaJ//gnsB//rarD//sucA//nuoL//ybeQ//csiR//aroE//dgcF//bisC//yhgF//ybcF//
GO_0022607_4	yjhI//rlmE//fabI//fruA//gadA//fdnG//artJ//acrE//mreD//queA//rutB//rpsQ//nikB//ascF//higA//phoA//yfeD//malF//yqgB//torD//nirD//fkpA//zinT//lgt//lgoD//abpA//ppx//btuD//menF//yqiG//fimI//yhaC//dhaK//oppB//chaA//narV//iraM//livH//ftsK//trkA//rpsI//rdgB//agp//maeA//exbD//dicC//cysG//yahN//yaaY//seqA//mog//phnI//xseB//rplY//ccmH//gcd//trmD//nagZ//alaS//rpnC//artP//ilvB//xylG//betI//potE//rhaA//uspC//yadN//katG//sfmH//fruB//garK//avtA//cheY//menE//mmuP//argI//grxD//codA//yggT//thiM//rnhB//garD//clsA//waaL//mrdA//puuD//rne//mrr//ygjH//smrA//gloB//napA//rplJ//tgt//fadR//mdtA//gutQ//hprR//trkA//phnO//panE//hybF//adk//ispF//ynjD//hprR//prc//yggN//livK//rnpA//yihX//kdgT//ptsP//menC//aspC//gntP//bglH//yehC//dacD//pdeF//fumB//nrdF//cvrA//waaL//rpsQ//ybjC//iscU//ybaL//ydiK//pdxA//yahO//fruA//yihS//rclR//queE//yobA//umpG//metN//yfbR//puuE//yfcR//argP//lnt//xapA//fepD//dsdC//yfcG//fepG//
GO_0022611_3	hisA//bcsQ//nadC//ynbD//yehY//ispB//
GO_0022613_4	frc//eptC//minE//lgoT//purF//oppA//ispU//hycB//ghoS//
GO_0022616_6	gltI//mscM//zwf//
GO_0022618_6	cysA//fucA//tauB//galM//phnK//murJ//araE//dsbA//mnmC//yibF//moeA//waaS//holE//fadD//thrS//folA//ortT//sgcA//atoC//waaZ//hupB//alsK//glgP//rpoS//
GO_0022898_5	ybaO//hexR//appA//nikB//
GO_0022900_4	atpF//thrC//mtr//ppc//iscS//trpE//mipA//yhdX//cbtA//sfmA//yiaA//fecD//ispU//nagD//purD//metE//eutN//yciT//xylG//sdhA//rnc//cheB//cdd//tusB//
GO_0022904_5	sgrT//ispH//ompF//sbcC//oppF//rlmA//sppA//yfeD//lolA//murB//pyrB//glmU//napA//yggT//nirC//dcuA//frsA//dld//flhE//hisI//ariR//
GO_0023014_4	yqiG//aroL//ttdB//gppA//dsdC//sad//yehB//lgoT//rhaR//msrA//pgk//dgcE//nagC//ydcR//rpmJ//hofP//kdpF//exuR//oxyR//gcvT//lptD//yehC//yjhH//sseA//hyi//mdtE//pdeD//rbbA//acrF//thiP//infB//pdeL//yqhD//
GO_0023051_4	gadB//
GO_0023057_5	ptsG//
GO_0030001_7	ygeV//hemA//dgcE//rluE//lldP//sgbH//gntU//ybcJ//hxpA//cheY//yddL//ykgM//dgoK//rbfA//avtA//fur//purN//gadB//sfmH//arnB//zraR//waaP//dnaN//mog//pinQ//ynbC//ydiV//fepA//ivy//pyrG//fliT//ydbD//nrdF//fadE//fabZ//gltP//oppF//rutF//pmbA//purR//lpp//yaiW//lgoT//dacA//flgM//lpoA//ugpE//yjhB//pgrR//dsbD//eco//intF//casA//sgcB//nadD//fhlA//potD//yidQ//mdtI//mukB//flgI//qseC//
GO_0030002_6	gatB//
GO_0030003_6	recF//lepB//purN//pagP//narK//birA//corA//obgE//rnb//pheT//potA//yebG//cobS//rbbA//fecD//tsf//soxS//argI//agaA//polB//cmoB//rfaB//ttcA//rplD//rnhB//yfeX//ugpC//rpe//ssuB//
GO_0030004_7	valS//gatD//paaD//ssuE//hdhA//kbp//moaA//add//rpmG//amiB//ydjE//
GO_0030007_8	dgoA//
GO_0030026_9	rpsA//
GO_0030030_4	rimL//ghrB//cspG//galF//yjbF//amiA//yeeO//chpS//bglJ//abpA//exuT//araB//wzzB//fis//mhpT//dinB//glcA//folX//kduI//yqhC//intE//kdpB//sapA//dgcJ//rapZ//umpG//mrcB//argR//galK//
GO_0030031_5	sbp//glgB//nupG//parE//yhbO//tatB//mdoD//sugE//mgtL//lipA//yhaO//mntR//hybF//phnC//yfbV//rclB//nupC//udk//ymgA//garK//dosP//
GO_0030091_6	yfbS//gltS//cdaR//yccS//ribB//mdh//kduD//yjiR//rfbX//ribF//
GO_0030104_6	rsmI//rfe//yihI//menA//
GO_0030153_5	deoA//focB//
GO_0030155_4	hns//cnu//
GO_0030162_7	murR//ilvB//dkgB//mipA//blr//truD//lsrC//
GO_0030163_5	cysA//melR//queG//ynjD//
GO_0030174_9	waaC//fadB//holA//carA//dhaR//
GO_0030203_6	hflC//rof//yidR//bdcR//preA//yeaD//gpmM//yehP//mnmC//mqsA//prmB//yfcS//rcsD//mdaB//rppH//ybhS//rpnA//mlaD//phnH//flgF//lolE//era//zipA//sdhA//crr//rpsQ//pnuC//thyA//rspB//ygeA//yiaO//rhaA//pflA//cheB//dgoR//cdh//prpR//dnaJ//rraB//aer//yfcS//miaA//nudC//zapA//nagC//ssuB//ykgM//rpsR//ompG//yajD//ilvL//dacB//tomB//gpmA//hokB//tdcB//gatC//rsmH//phnC//rna//manA//ydeI//ybaQ//
GO_0030243_8	ygiB//aroG//ldcA//
GO_0030244_9	nagB//alkB//alsA//
GO_0030258_5	fmt//dsbC//paaK//fliD//rsmH//glnP//artM//fruK//csrD//bioD2//frdD//nuoE//metB//yfdK//lepA//livK//ileS//yqjA//aroA//ulaE//ghxQ//waaO//mutL//crfC//
GO_0030260_7	gatA//zapB//pheS//accC//yagE//gcvH//rplM//rffH//
GO_0030261_8	mngA//
GO_0030307_6	livM//
GO_0030308_6	glnB//rpmH//recQ//ldtE//dauA//
GO_0030320_7	ttdA//
GO_0030388_5	pdxA//bioA//mntS//
GO_0030389_6	phoA//
GO_0030392_7	epmC//
GO_0030393_5	gdhA//
GO_0030488_6	fliL//sodC//yafQ//ilvN//ybiV//elaB//hypD//yqhD//cueR//guaC//ymjB//asnA//fadB//yfdS//tehA//atpE//
GO_0030490_10	entE//cecR//tauA//tamB//ftsI//
GO_0030497_7	cyoE//hofM//
GO_0030522_4	fliS//
GO_0030541_4	frdD//dinI//
GO_0030573_6	srmB//
GO_0030632_8	yobF//sstT//cysD//ynfE//
GO_0030641_8	iscA//ascF//sgbH//cfa//lolE//pgk//ilvB//ccmF//frr//chbB//
GO_0030643_8	thiM//
GO_0030808_7	tonB//
GO_0030809_8	kdsB//
GO_0030920_9	yfgO//
GO_0030961_9	lolE//
GO_0030978_7	dgt//carA//dgcN//
GO_0030980_7	yeaV//sfsA//paaC//
GO_0031106_7	borD//
GO_0031118_8	adeQ//nrfC//minC//cysQ//speC//osmE//maoP//
GO_0031119_8	elfA//yebG//acrF//add//era//clsC//
GO_0031123_8	yefM//adeP//cysB//araA//nikB//
GO_0031124_9	glpB//srmB//
GO_0031125_10	gltL//
GO_0031162_5	tatD//puuD//
GO_0031163_5	hlyE//yhdW//znuB//proX//rfaF//def//oppA//bamB//fumC//galU//yddG//hisD//pabA//rraA//sppA//ltaE//yhaJ//mgtL//
GO_0031167_6	yejF//ycfH//yraK//znuC//minD//ybcM//cecR//glnD//btuR//ompN//narH//yhhT//potC//yggX//fadE//sdhC//yehA//mioC//arsR//srlR//mtnN//ydbK//livH//mlaC//
GO_0031279_5	gcvT//
GO_0031280_6	flgD//
GO_0031297_7	gnd//gpmM//
GO_0031323_5	queF//ispG//yhdX//mpaA//leuO//nrfA//pal//tusD//yhaC//speD//menI//murF//chaA//mak//frvB//sodC//hycI//minE//ybdM//nrfE//ycbU//mdtM//yhcF//tldD//melR//gadC//cusC//yhjV//ridA//rraB//poxB//ydfD//potE//ydcT//nagZ//alsE//azoR//opgE//patA//hofP//ydcI//elfC//rclB//dinJ//ycjY//glgA//ftsQ//glsA//sfsB//yhhZ//ymfA//ada//caiE//leuC//prpC//fumA//potF//narH//aroB//agp//emrY//mrdA//tsaC//aqpZ//gatC//zraS//speG//rfaH//dsbC//basR//yciA//treB//tatE//yadM//mqsR//mdtK//lpxM//ydfG//gpsA//deoR//cynT//bglH//entS//mog//yfaU//phnM//metL//yaaA//dppB//paaK//hslU//ychH//pyrD//uvrA//hipB//proX//yihV//phnK//pagP//asd//lolE//asnC//prpC//mtr//lptF//hldE//yiaB//rplO//napB//dtpD//ubiA//topAI//bglF//rpsP//yjbB//pncB//ybiS//rplN//ynbD//cadA//ibsB//metL//bamA//pheS//rlmF//fadH//codA//hybG//rbbA//dnaQ//thiD//ddpX//galU//gloC//roxA//murP//ybdN//frlB//yebK//yedF//zapB//ravA//ynfH//coaA//gltB//fdnH//rluF//frlA//citT//galK//fbp//gspE//apaH//waaB//sbmA//yihO//rcnB//hcaE//frwB//nupX//torA//ruvA//pinE//rpmC//mcbR//sgbU//mnmG//hrpA//pdxJ//lolB//yciK//yajQ//oppC//dsbG//ung//insA-1//yhcH//sgcA//rayT//serC//nrdR//arfB//rpsM//etk//nimR//lpd//plaP//mscK//aroK//dcuS//amiB//narK//waaJ//yfeR//narJ//recA//tusD//afuB//lolA//argD//yfeW//ycjR//mdtJ//ydhK//mmuM//cysN//pdxJ//yhjB//ribA//cheW//uidA//ldrB//ygdG//arcB//trpE//hsdR//sgcC//ybhS//sbcB//ghrB//phnG//paaA//selB//pfkA//gfcE//nikB//degP//uhpA//holB//ais//ldcC//ynbC//nadC//rpsB//yhdH//pitB//ompA//pncB//yeeA//napD//ubiI//ydeE//gutQ//ugd//nuoE//yahD//dsbC//hcaF//fdoH//msrC//dnaC//lpp//ascG//hemN//yggW//yjcE//ppiA//nfuA//gcvA//sdaC//gsiC//nhaA//acrE//hprR//dtpB//mrr//glxR//mlaF//frsA//paaK//ygbL//dapF//ddlA//hemH//gshA//uxaB//ybiA//pstB//menH//lpxH//cdh//surE//rne//ascG//intE//yggP//ydiF//yddM//nadE//manA//ybdN//wcaC//gntR//tufB//dmlA//xisR//ycaO//glpG//rplC//nirD//mipA//sodC//yojI//rutF//iscR//bioB//sucC//hipB//nanS//thrC//abgR//gstB//tyrB//yiaN//kefB//tolR//yfgJ//insB-2//hyaD//pgpA//sapC//rsmH//tsaB//yhcN//nfuA//pdxK//entH//dsbB//eco//rutC//ibpA//higB//ycjR//maeA//melB//rnb//glnB//fic//queG//dacB//sufC//npr//citX//flgD//grcA//
GO_0031324_6	lpxC//mdlA//nadC//tatB//gldA//murG//pdeF//mdtB//mdtO//dgoK//glgP//ushA//flgD//mglB//rfaE//uup//gltX//ydiF//rpmB//mlaF//nlpE//napB//rimO//sutR//frwB//mepM//narK//citX//rsmF//lptG//cueO//mlaC//ompN//hcp//yphB//fiu//helD//glcE//kbaZ//mtnN//murD//nrfD//nfi//abgR//nrfE//uspF//dinQ//rpsT//ampE//intA//hcaB//maeA//plsX//glnD//mhpT//mdtO//erfK//amiD//ugpB//prfB//rpsH//malQ//fabI//uup//aer//sodA//lapA//ompW//cspI//yoaA//slyD//rluB//bioD1//ettA//deoB//mutY//yfaL//narL//gmd//flgI//nagC//fdhE//cmk//dxr//yahD//iscS//rplI//exbD//yfiE//dld//gmhB//yhhY//fliD//rutB//pheT//rpmJ//rfbX//ybiY//narQ//pyrB//rcsD//selA//coaD//ytfP//trxC//glgA//endA//elaB//cdsA//dut//murP//rplY//puuC//mdtM//btuE//arnB//yiaU//msbA//rraB//fsr//nrdI//pdeF//frmR//dkgA//ompF//gspF//trpB//ydhJ//dauA//kbaY//abgT//
GO_0031325_6	mtn//ileS//rhaT//recB//ygcO//xerD//ybiJ//ygaZ//tag//frlR//potG//ttdA//fdoH//thrC//fdrA//fieF//trmH//fryB//rssA//hflK//glcC//glmS//rnhA//hemN//narZ//elfC//mrcA//rlmH//zwf//malZ//yciA//mutH//rimP//tauB//bglH//mdtK//cas1//iscX//murJ//nuoB//gapC//sgcA//thiI//mazF//aroP//lysU//nepI//tdcR//ulaR//pyrH//ridA//actP//corA//araB//cueR//narV//roxA//narG//arnT//cysK//elaB//paaZ//torI//yggF//prpD//secF//folD//hexR//ilvC//ybaL//insI1//ilvM//ygeV//yebG//yfcF//uidA//hofM//elaA//menF//dppB//csdE//pphA//cspC//tufA//narU//gltK//nanK//gmd//atpC//recQ//kdpA//
GO_0031326_6	yhdZ//arcC//fucI//yebZ//pepA//livK//ldrA//yadG//parE//waaZ//vsr//yebS//torR//tufB//yqjH//bamC//htpG//cra//folC//atoS//exuT//emrB//hldE//ybhD//oppF//gabT//recX//pncB//hyfC//ynfH//yedX//argF//paaF//rnlA//rplE//fkpB//treC//lapA//ybiY//pdhR//rnlB//dcd//cedA//cycA//sgcC//ybdM//rpmB//xylR//tatB//torD//aroK//waaA//hda//mdtD//hokB//cpxA//dacB//kdpE//rplK//basS//ribF//pstA//potB//ileS//yjhB//araG//sgcC//nfi//phnO//cueO//hdhA//paaE//fdnI//mhpT//mrr//idnO//yahO//bamE//yhjX//flgK//chiP//prfA//pta//yhdZ//fepE//uvrA//aldA//suhB//pdeH//rhaB//yhaV//adhE//hipB//idnO//tonB//ppiA//acrB//hemA//dsbC//yfcS//ubiI//rpmE//dapB//tas//cysE//glgA//yehA//aspC//fliG//rluD//argF//yjiA//pitA//yfaU//apt//rplI//yjhH//hslR//radA//gcd//ybdO//tmcA//groS//ynfK//cobS//mobA//yraR//gadW//fumB//deaD//dmlA//mdtI//glnK//yjhH//yiaJ//ygfX//rlmI//adhP//copA//ebgR//rclB//gutM//tolR//yagI//tcyN//cdgI//iraP//yagG//higA//bcsQ//acpP//yqiJ//acpH//entB//ileS//rpnD//ygjH//lldR//puuR//clpX//uvrC//topAI//nrdF//ydhQ//yggD//lldD//cspE//xdhB//agaV//cynS//putA//rluE//cynX//hha//ybaE//chbA//araF//ygbL//hchA//glnB//asnA//glgC//sgcA//rlmI//cmk//yijE//gltD//cmoM//cysI//rpsE//ssuD//ydjJ//napA//epd//ydcO//xerD//prpR//viaA//pgaD//narV//atpF//ccmD//dsdC//yggT//dctA//glpF//rpmJ//ribA//bfr//ftsW//xdhB//ybhP//nanE//rbsD//fryB//flgA//rstB//yjhH//ydfK//relE//narK//sbcC//roxA//panD//yoaA//ldrB//pal//creB//ogrK//trmO//narG//fadA//glmU//nrdH//relB//trmA//mmuM//fabZ//ybhI//leuC//ddlB//psuT//cspG//kilR//ydjE//paaC//yciG//prfC//mhpB//yfbU//prpB//yraI//ygeA//mglC//yjhH//nudC//surE//fadR//ybcQ//glxR//yohD//srlR//cfa//uidA//hycA//plsC//yibH//dcuB//prpC//yaaA//nfsB//paaK//rho//glpT//sbmC//dgcE//frwC//sucC//pgpB//wzzE//pta//fruB//agaC//ftsX//pgaB//mhpB//amiC//rplP//pgk//argD//puuA//caiF//bioP//uspF//narZ//fklB//potA//cueO//ypdC//yhdX//pdeR//rhtC//hyaA//crfC//nmpC//sgcE//lpxB//flhD//smpB//argP//kbaY//tsr//ldtD//
GO_0031327_7	gcvH//ypjD//xylE//ydiF//crp//dsdX//rlmC//hcaF//srlB//hpt//guaC//menI//agaS//hyfC//wcaJ//pntB//glnH//patA//ymfK//yeaV//mtr//fepD//rnt//flgD//argT//argD//yahI//add//srlD//ybgP//gpt//dacA//fimC//pspD//moaE//yahK//yidK//ilvC//mdfA//fes//pdhR//ompL//msrQ//basS//mscK//mngR//add//flgH//caiT//mglC//prlF//rmf//fdhD//argO//mocA//rplK//dacD//ybhD//rraA//zapB//waaJ//intQ//dedD//gabP//nupC//btuF//pdeR//hdhA//lpxB//ybjX//mazG//sfmC//gor//hdhA//mhpB//kdpF//mngR//evgS//malI//yqjH//rusA//clpX//azoR//rplN//hofQ//yifB//speG//ssb//livK//sufC//ihfB//yadG//yqcC//lpxT//asnA//rpnD//citG//fruK//yqjA//serC//ilvE//radD//gutQ//rapZ//yhdX//chaA//radD//narV//casB//galU//adeP//rcnA//fieF//thiI//agaA//thiM//mcrB//flgH//nhaB//nei//aceK//
GO_0031328_7	satP//dtpB//nagC//queE//pgl//citT//nanT//ygaH//dcuA//prmB//fecC//astB//lpxC//idnD//xerC//speF//cbrA//yehD//ygaZ//pck//ytfT//elaA//rfaG//yhcD//ypdB//rpsL//cspB//flgF//tolC//gspF//gsiB//bioC//aas//trg//yajR//hemN//tehB//rppH//rutF//higB//deoB//rbsR//lsrD//clcB//ydiO//dppA//ggt//dsbD//lgoD//ulaG//garR//yhgF//yphF//aldA//alsK//serS//shiA//ycbB//kdsD//oxc//opgC//csrD//garR//sgcB//rplC//yidR//uvrB//aceF//yqgF//lacI//creB//malY//paaZ//wzzE//tyrA//ravA//ubiD//manX//lptD//thyA//araH//
GO_0031329_6	uidA//hycH//yejA//pagP//rlpA//yhbO//rbsB//mgrB//ybiO//
GO_0031330_7	napF//
GO_0031331_7	ispG//rzoD//
GO_0031333_6	elbB//mglA//ttdR//rplT//ynbB//mmuM//yggD//srlD//xylH//pnp//
GO_0031334_6	ebgR//emrB//waaA//hybA//basS//yggP//gatY//nikC//cydB//arnF//paaG//
GO_0031341_4	agaB//
GO_0031342_5	trpB//
GO_0031344_6	ompA//rpmB//yigB//dxr//hicB//
GO_0031345_7	flgM//rfbC//
GO_0031346_7	ampE//tpx//hofM//
GO_0031365_7	rpsG//pykA//rffG//sapF//ydcR//ycdX//ydaN//
GO_0031399_7	tatB//frdB//yiiM//
GO_0031400_8	arnB//
GO_0031401_8	amiD//entB//
GO_0031437_8	ebgA//
GO_0031439_9	orn//
GO_0031455_5	sanA//yajL//
GO_0031456_6	metL//fliL//
GO_0031460_7	malQ//yjaZ//ompC//dkgB//hisQ//tesB//nrfB//tus//atoS//acpT//rlmD//icd//
GO_0031506_7	yfhH//
GO_0031554_7	aroK//ftsX//atoS//selU//aldB//uxaA//rdgB//ycbX//araB//tolC//fadH//chpB//serB//ftnA//yraH//phnP//xapA//bluR//rlmA//lepB//
GO_0031555_8	pcnB//hdeB//yfdO//yqeF//sulA//rplT//
GO_0031556_9	xseA//yqaA//
GO_0031564_8	yajL//narG//purT//nirD//malQ//nirC//hpt//lpxH//rraA//yhbO//yfeX//sdaA//yjjI//
GO_0031589_4	gstB//secE//iaaA//thrC//hisM//tag//gudX//rlmF//rlmF//arcC//ydbK//maa//secB//pntA//puuD//
GO_0031638_7	tsaC//
GO_0031640_3	hyaA//ybgQ//xanQ//malI//frwB//
GO_0031647_4	msrA//fdnI//yhbO//cbtA//yieF//purL//zipA//
GO_0031648_5	radA//
GO_0031667_5	pckA//dinQ//yphB//hcaC//sgcA//hcaD//aroP//setB//mdh//ldrD//ugpB//fimB//rfaH//insI3//yraN//dnaJ//lpxH//fpr//aceF//recC//tauC//ygaH//coaA//gmd//mdlA//priB//yjjQ//yjfP//ynjA//ais//gpt//ftp//fepD//ychO//nfsB//pspD//lgoR//udk//trpC//opgC//yfeX//
GO_0031668_4	hisA//bdm//yacG//pdeD//yciG//yjhB//ykfI//nfo//uup//entH//yadK//recA//feaB//rep//argT//cheZ//cynS//lldD//citT//mdoD//dppA//ycjW//iraP//yieL//metN//selB//mmuP//yebG//gloC//pgpA//oppF//cueO//hcaE//hypE//cdd//xdhB//baeR//ptsI//murR//alsK//tsaD//ycbB//flgM//gpt//ilvE//rpe//rpsD//betI//sxy//ghrB//lsrD//pstC//gutM//
GO_0031669_5	rplE//recR//rcdA//rna//sodA//mrcA//trmI//yceK//caiB//yggE//sutR//ymdB//qseC//dsdA//purT//glnH//hpf//dctR//csrD//pabC//tsaC//ilvI//deoR//hprR//asd//ybjD//csgA//srlB//atpD//dapF//alsA//
GO_0031670_5	ogrK//lpoB//gadW//
GO_0032025_6	nirB//rhaS//
GO_0032026_6	hypD//yjiM//rzpD//
GO_0032048_8	arnA//elfD//rrrD//
GO_0032049_8	frdD//fhlA//puuC//
GO_0032055_6	mgsA//
GO_0032069_6	lpd//mdtF//yidR//rhtB//dicA//
GO_0032074_7	ulaC//yceO//tar//trmO//dinJ//
GO_0032091_6	yiaN//
GO_0032147_9	mhpA//
GO_0032150_8	insH-6//
GO_0032185_6	prs//
GO_0032194_8	entA//
GO_0032196_3	rpsL//rayT//napD//fabD//alsA//entH//gutM//fdnH//ubiF//ldtA//pbpC//greB//cyoB//
GO_0032238_6	erpA//
GO_0032259_3	codA//bacA//tdh//mscK//rhaB//uup//wecB//fdoH//pncB//gatC//rffC//ydfH//alsB//dicA//lolE//astC//guaD//putA//deaD//hdeD//ybhI//glpD//infB//nagB//glmU//pyrF//yiaO//ytfP//zapE//fre//macA//yqjI//yafQ//rbbA//glpR//yggP//chpB//metL//dauA//nagA//xylR//minE//sgcB//cas2//cynX//rbsC//cysW//lolB//glnP//xapA//fepG//purR//cysB//nikB//dgt//gcvT//ftsP//
GO_0032261_6	ispU//ybiA//crp//
GO_0032262_6	arfB//
GO_0032263_7	fliZ//yjbG//
GO_0032264_7	yheT//lit//
GO_0032265_7	yegV//
GO_0032268_6	dpiA//xylH//phoR//cutA//hemE//tmk//yobF//livF//sapD//argF//slmA//iscU//manX//blr//osmC//copA//tsaC//yciH//hcaB//pncB//ilvE//xanQ//rho//ymjB//rpsS//bglA//selD//tyrA//mdoG//cecR//gshA//dsdX//cobT//epmB//recQ//yjjB//xthA//yjaA//bioH//relB//hcaC//ndh//osmC//argA//cmoA//rtcR//
GO_0032269_7	phnN//cheW//cysN//norV//fabR//glcF//yraI//rseB//gadX//fadL//gspI//pnp//adiA//tdcD//epmB//rpnA//ruvA//metE//ycjP//ugpB//galT//lapA//yegD//dld//nikA//rfaD//bioH//napD//
GO_0032270_7	ibpA//argH//yjjV//hupB//hybA//aroK//ettA//tauA//yhbY//htrE//
GO_0032271_6	aaeB//lpxL//
GO_0032272_7	malZ//treB//
GO_0032297_10	sfmF//ade//truD//
GO_0032298_10	sucD//nanA//
GO_0032324_6	sstT//sdhA//yjjI//
GO_0032328_7	nuoB//cusA//
GO_0032329_7	hycA//htpG//waaL//lpxD//
GO_0032359_7	gadX//rhmD//maa//
GO_0032386_6	fnr//metB//
GO_0032392_7	nrfE//casC//lpxH//nrdG//katG//epd//ybiW//lapB//casC//rfaD//thiG//cysS//fabZ//
GO_0032409_4	dppC//astC//bisC//btuC//
GO_0032410_5	xylE//
GO_0032411_5	rlmF//rcdA//
GO_0032412_6	tonB//torD//hscA//erpA//
GO_0032413_6	hpf//
GO_0032414_6	leuD//yraN//
GO_0032445_10	bcsQ//pgk//metC//lysC//cusA//
GO_0032459_6	rstB//
GO_0032462_7	alsA//
GO_0032465_6	copA//phnI//znuA//caiT//feoA//
GO_0032466_7	tnaB//eptA//
GO_0032467_7	fadI//
GO_0032506_4	ggt//tufA//bioF//tabA//frwC//yadN//cueO//ycaO//glpB//comR//kdpE//
GO_0032508_8	ybeQ//yfgO//chbF//rnd//fadM//amiC//trpD//ilvL//nagA//exbB//ulaC//cspA//recB//
GO_0032535_4	slyD//dusB//rpoH//rraA//yghB//
GO_0032774_6	chbG//mscL//astC//proQ//ssuC//ugpA//araE//lapA//yefM//tdcC//lysS//codB//sgbE//fepE//ykfM//rph//glnA//queG//ychF//tsaD//puuA//hdhA//ydcO//ogrK//mntP//sbcC//zapD//mdtF//insI4//mreC//cdsA//dmsB//sucB//ssuA//yigB//dgkA//ispU//nudC//yfaE//greB//ogrK//map//folP//secD//rimI//csrD//yhfS//paaJ//mglC//icd//pdxH//epmA//dsbD//lplT//setA//umuC//ptsH//yhjG//priA//betB//sppA//dppA//casB//lptF//potB//metR//yqhD//yhdJ//lipA//atoS//frdC//nmpC//alsA//lpcA//pstB//gor//dcd//pinR//speE//glxK//ybjG//rhaS//glgP//clpS//yqcG//ansB//fabR//fimD//rdgC//ubiE//lon//yciG//recD//umpH//argS//sdiA//ubiI//ybdZ//intQ//ftsL//secF//yfdK//uxaC//yciA//narX//yjhI//phnP//ydcR//yjbG//yagF//nrdR//trxA//glpX//puuD//mdtD//bioF//cysC//tcdA//ymjB//patZ//rfaG//yiaO//sulA//hemA//yafN//hfq//xylH//mog//dkgA//
GO_0032775_6	ybbY//matP//basR//
GO_0032776_6	yadK//
GO_0032780_7	cpdB//efeO//
GO_0032781_7	ibpA//ybjN//pldB//
GO_0032784_8	ybeQ//gyrA//
GO_0032787_7	ybgQ//yggE//ydgA//erpA//yhjV//eutN//murG//dgcE//setC//dgoA//melR//yfcP//hokB//nagA//rfaG//rsmB//queG//lysO//malQ//ybiJ//ygcR//tdcC//bioP//pinE//mlaD//ubiE//hsdM//araC//xylG//gatB//yahO//spy//tadA//alkA//yhbY//tbpA//dppA//adiA//mrdA//lacZ//nepI//aroB//fryC//norW//ytfR//pheT//ymgF//envY//ubiH//mdtD//rseB//glnK//lptC//rlmM//ugpE//recO//rbfA//cbpM//ascB//rfbX//yjbE//kduD//lpxD//ribB//recR//pliG//nudC//hofQ//truA//ybcL//yfcS//cueR//pheT//nadD//skp//add//guaC//srlR//yehX//agaV//fliL//chaA//puuA//adiY//leuB//ybbN//tyrA//fimC//tqsA//ccmC//emrK//ivy//mltF//nanT//glrK//ypdB//plsB//purT//clsC//djlC//rhaD//lpxL//cyaY//relB//ychH//ybeQ//uvrA//ssuD//mreC//maa//cspG//arfA//elfC//xylH//pinE//folM//gloC//oppC//mscL//ybiS//nanC//yihW//ybjC//preA//sbp//trmO//yceK//lipA//nikR//sufE//yceO//pgm//fecB//hyfA//fimD//codB//rclR//rpsN//sodA//rluB//folD//adiC//amiC//yedA//uraA//surE//hemN//fsr//ybhA//perR//hscA//bglA//wecE//wrbA//ssuC//gntK//menA//dapD//fes//ptsG//msrQ//phnH//trpGD//mdh//ogrK//araH//yeiL//ruvB//baeS//fdnI//mltB//tdcE//ubiX//cyoA//dbpA//cytR//relB//fetA//envC//ygeR//frmR//asd//rnpA//perR//thrB//mmuM//cheR//idnT//dut//mnmC//dnaG//ghrB//glyS//nanT//argS//ftsH//mutT//rpsP//cobS//accA//trkH//sspA//uup//
GO_0032790_6	yccS//gltL//
GO_0032879_4	sucA//pgi//arnT//ftsX//proP//putP//secA//prlC//yggW//ykgF//cnu//zwf//bglF//tus//kdsA//napD//priA//phoU//prpB//avtA//hiuH//rraA//pdxA//tmk//rsuA//slt//mutY//modA//
GO_0032880_5	puuP//trmD//ybdZ//
GO_0032881_6	ybeY//pitA//cobS//aaeB//
GO_0032885_7	chaA//yiaF//lysR//
