#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	nupC//yciG//hisH//pta//
GO_0098656_7	rplR//narH//ydeM//selU//ldtB//nuoL//rffC//rsmG//fdhF//hyfC//eamA//ppiD//rplC//zitB//bglA//rplO//argS//dedD//alr//aspA//dgoR//uvrB//fur//deoC//narW//cydD//rnc//sulA//cobB//gltP//dapA//rpiR//rfe//envZ//tpx//mdtA//kefC//kdgR//prc//eptA//acpP//fepG//wecB//ulaC//yraI//moeB//mhpR//tqsA//yjjB//flhC//motA//curA//ttdR//intF//cytR//envC//kdpF//znuB//csiR//rbfA//gatB//phnH//rluC//gspJ//rbsB//gdhA//elaD//evgS//rimL//fimF//ygeR//kgtP//ymfA//borD//cheZ//yjjW//rnlB//abpB//yciH//ldtE//cvrA//ftsE//cspG//mdtJ//fucP//ydhQ//mdoD//tufA//agaV//atpH//guaD//cusB//mlc//tabA//pyrD//mdfA//phoR//
GO_0098657_5	bamE//sgcX//ycjD//dnaK//nepI//rplD//glnQ//dxr//metH//gluQ//pspA//trmH//rdgB//rpiB//amyA//nadE//yqjI//fre//priC//pepT//
GO_0098659_8	ykfM//rcsC//
GO_0098660_7	tonB//nuoI//recT//srlR//ynjA//kdgK//skp//ygcO//yigL//yidZ//cheB//yqeF//rplA//kdsB//rhmD//iclR//arcA//smpB//yjbE//rihB//yciT//rnt//agaC//mhpB//metI//nfi//phoQ//ybaL//kdpA//fdx//uxuB//acrB//ugpB//dps//rfbD//cobT//rlmC//dcp//fadA//ybiA//rluE//ygbM//yciT//alsC//mngB//ydjJ//torS//lysR//lolA//ydeI//pldB//aes//asd//efp//gloA//sodB//bamE//lipA//murP//envC//carA//rutF//cobT//garK//mtlD//syd//ompC//ftsB//tauB//mhpC//htpX//polB//cysZ//sufS//ydiZ//nlpE//ulaC//
GO_0098661_8	nfuA//gsiD//atpA//ybgQ//secE//xylR//kch//oppA//hisP//bisC//bioB//cheR//folM//lpxB//mcrB//yjcS//holC//yjjX//rpe//
GO_0098662_8	chbB//ftsZ//adiC//insA-1//agaC//truA//bdcA//yhgH//sfsA//paaZ//tynA//ftsX//rfaG//nupX//nadE//fmt//fryA//wecA//gsiA//sbmA//rarD//yefM//frlR//yiaO//metQ//ugpC//torD//mtnN//emrK//cutA//fkpB//glcF//dicC//cysK//yqjA//gltL//xylH//narP//recN//yfaL//nikC//dacD//rplE//flgA//exuT//intA//cnu//yggP//csgD//yedL//yidZ//pgpA//sufS//yjjB//minC//ybfA//yeaK//hslU//yhcD//rcnB//ebgA//
GO_0098670_7	hisI//
GO_0098704_7	dgcJ//yciF//caiF//dcuC//
GO_0098707_10	livF//
GO_0098708_8	paaG//hokB//yabI//rpsA//
GO_0098710_7	aspA//phoB//
GO_0098711_9	ispG//
GO_0098713_8	malP//fhlA//pgaC//htpX//
GO_0098719_9	frr//
GO_0098732_6	gsiA//ssb//yqcC//rpsM//
GO_0098739_6	uxaB//elbB//cof//cpdA//rfaF//mdfA//rsmI//msrB//lamB//rpmF//yccX//ihfA//ampH//dsbG//udp//rlmL//sgcE//acs//
GO_0098771_7	ybaQ//fimC//ybdG//ybiX//frvA//yadV//fliL//yadM//lolA//dapD//lnt//trpD//nanS//ydjL//degS//ypdC//ulaG//fabD//scpC//narU//cpxP//ybhF//lpxM//ftsQ//flgM//napC//puuE//bcsQ//cynT//pcnB//nrdB//setA//glpK//wzyE//yadN//dsbC//
GO_0098776_7	dfp//nrfG//spy//basS//hemA//
GO_0098795_9	idnO//
GO_0098869_4	ydfG//mazF//ligB//entC//leuO//ftnA//yhhT//dgoT//eco//yneL//priA//yjiX//nirC//groL//galM//pncB//gstA//atpF//yihP//prs//mrdB//fdrA//
GO_0099046_5	paaF//yfaV//
GO_0099116_10	ybaL//
GO_0099131_7	nrdA//
GO_0099132_7	yiiE//mglB//lpxC//rfaQ//rpsG//hflX//tgt//potI//norR//tsaB//ilvA//tnaA//minD//dnaX//tcdA//artI//cusF//btuB//yajO//curA//nadA//fliK//tamB//
GO_0099133_8	ydcM//pflA//rsmA//moaA//evgS//waaY//yqhC//xylA//sspA//gloB//trpB//ldrB//hofN//ttcA//hisC//uspG//yagE//nupG//gdhA//yehZ//
GO_0099587_7	flgJ//zraR//
GO_0101030_8	rpsL//
GO_0104004_4	lpxH//sufE//queE//mdtE//tdcF//yejB//nadC//yodD//livK//hybC//dcyD//ydcO//sgrT//ubiG//basR//rffG//malI//yjhH//rsmJ//yebQ//mltF//secB//cspA//ynbD//
GO_0110017_7	folD//
GO_0110095_4	gshB//plsX//
GO_0140115_6	gltB//yraR//alkA//yfgI//lolC//
GO_1900190_5	srkA//trmJ//tcdA//sdiA//arnF//rplK//yraI//nuoN//parE//bioC//alsC//pyrF//recX//
GO_1900191_6	metB//cysE//hisG//pinQ//
GO_1900192_6	leuS//gatZ//
GO_1900231_6	melB//rsmH//dinB//ybiH//melA//
GO_1900232_7	gshA//rfaD//aceB//
GO_1900233_7	thiE//
GO_1900371_8	atpA//
GO_1900372_9	yjfP//
GO_1900376_6	qorA//rnc//fumC//
GO_1900377_7	arnB//
GO_1900378_7	ykfI//
GO_1900542_7	ynfH//
GO_1900543_8	yafE//
GO_1900704_7	dxr//
GO_1900705_8	qseB//
GO_1900725_7	pepQ//
GO_1900727_8	uraA//
GO_1900749_6	elaB//
GO_1900751_9	rhaB//
GO_1900866_6	slyD//
GO_1901068_8	yfaV//nmpC//idnD//rnb//mltF//syd//dnaK//yqaE//cysG//hmp//nrdI//
GO_1901069_9	nagB//
GO_1901070_9	yihW//narW//pntA//yohC//
GO_1901071_6	ygjR//hmp//rnpA//nikR//dacC//
GO_1901072_7	narV//puuR//insI-2//nrfD//
GO_1901135_4	thiH//hslV//yhcH//dcuS//hscC//uspE//yahB//msrP//intQ//kch//cysB//murB//yciE//lapA//dctA//hcaC//znuA//xisE//pepA//xthA//roxA//waaH//higB//basS//fabZ//mcrB//eco//narU//aldA//lpxH//cof//mltA//fdrA//tehB//ibsE//glsA//tabA//dgoA//nuoE//endA//hns//gspE//fruK//ydaC//leuE//ybhI//hyaD//hypF//pgrR//hcaC//oppC//mntR//argB//zapB//prpC//tpiA//abgR//lolB//cyoB//gdhA//tap//panF//clsC//cyoB//dgoR//trmI//cysD//gpsA//tolB//mnmC//kch//yhdJ//ydeE//ubiA//malS//betA//ampH//modA//chbG//panE//dicC//fdoH//rbsA//ascB//yaiP//rpsI//gspJ//ispG//mhpD//fliM//phnJ//yeaD//yfdO//obgE//sohB//purF//murB//aceB//ccmA//rseP//frlR//fhuD//rzoD//dgoR//fabI//kdgR//yiiE//thrL//nadC//deoA//rpsL//gfcE//elfA//cpxA//nupC//modC//dcuS//melA//hemH//paaK//nusA//ycjU//mlaE//mhpC//malF//entC//ybjC//glnH//lpxH//pepQ//rssA//yihS//sgbH//gadW//gutQ//rplQ//rluE//pheM//yhfS//nanA//cspB//mreB//zraS//sixA//rplY//nfuA//nupX//mzrA//rhaB//lysA//crl//dinJ//lysR//dgoT//rhaS//yraJ//adiA//insI3//gatC//ybgQ//yhaJ//trkG//torR//nrfE//mdtP//dtpA//galF//epmC//cysI//ettA//mnmC//pheM//murG//ompG//phr//mgsA//nikC//purR//ortT//sbmA//sbcD//pfkB//feoC//fhuC//fepB//kdgK//yjbH//kdgT//idi//idi//relE//elaA//ydiP//glpC//ydeP//yigB//hemN//ligA//csgG//insF-1//ycbU//rhmD//ampH//elbB//mppA//ynbD//ftsX//dnaJ//kdsB//paaJ//mltG//essD//dapD//mukB//fucA//alaS//yfbU//yieK//mcbA//rfaG//wrbA//dsdC//ptsN//glrK//hypD//ccmG//recC//ydbD//hybD//murC//vsr//cusA//dppF//mazG//bcp//ubiA//manZ//rfaF//waaS//purR//yfdS//cra//pta//purR//diaA//mrdB//bluF//recX//ompL//ycgB//cas1//ykgO//nirB//rzoD//ortT//hisF//ribF//garK//creB//mepS//msrC//yqgB//fimG//tdcF//ubiI//pppA//glmS//dtpB//
GO_1901136_5	flgE//rpsO//groS//dsbC//ycjP//eamA//codB//nadE//flhD//frmB//paoC//satP//ada//rrrQ//metI//sucA//yciG//mprA//nrfF//ydcR//ynfH//roxA//ybjL//nudC//ybdM//entB//sgcR//nikR//pstS//betT//proS//narP//yaaA//purC//rpmC//thrC//pgm//yihI//lsrC//cho//preT//gsiC//hycA//pheM//ribD//yihT//yeaE//gsiC//asnB//rfbX//zupT//pgpB//
GO_1901137_5	tauA//yqjA//tomB//ispF//puuP//rplE//acrF//tsgA//acnA//surE//hybB//yfbU//garK//pbpC//prpR//cysB//aroF//ygjK//ais//mtr//fnr//fadL//ybiX//recE//ykgF//ruvA//frvR//prkB//yejB//galK//torC//recG//crp//rfaB//leuO//nagD//aroA//setC//glpK//yjhC//folE//rhaA//gatA//mscM//ynjD//napC//emrE//queC//ypdF//allS//dsdX//hofN//pgi//malI//mlaE//rpe//frr//idnT//livG//pheS//yihV//iscU//rutD//borD//nuoL//feoB//flgG//queA//rsmD//dnaT//yafC//yidC//galS//tqsA//sgbH//sapB//grpE//nagE//ahpC//casE//dgoT//emrD//yeeA//atpC//arnB//adiC//relE//ibsD//nemA//dxr//nadC//acpH//torC//rpmJ//nmpC//shiA//arsR//mdtA//mukB//panE//ibsA//pepA//rhlE//glnB//hycB//tcyN//nuoG//fhuC//yhaM//sufS//metL//nrfE//secE//serC//hofQ//prmB//insI-2//yifB//nuoE//manY//ytfR//murC//ybdZ//yifB//sppA//glxK//mltB//glcA//hofQ//recT//zraR//patD//ycfJ//leuE//spoT//nfsB//citX//ssuB//narK//xylB//zntA//nlpD//livK//tauD//cvrA//ychH//cobS//hycI//eptB//poxB//ibsE//prmB//cueR//flgI//rfe//ygiW//epmC//yfcS//ilvI//
GO_1901159_6	mnmA//sgcA//acrB//
GO_1901160_5	mngR//dtpC//gadA//
GO_1901161_6	fliA//bamC//yneL//
GO_1901260_9	yahB//
GO_1901264_6	envZ//nuoL//ybdM//hofN//pth//ftsI//mhpA//rpmB//waaJ//yiaT//chpB//galK//appB//paoC//wecE//psuG//rnhA//slyD//ascB//hisF//rpsQ//mazF//prmC//cyoC//gpp//tyrR//rlmC//yigB//ybaO//rfbB//adeQ//cbeA//rpsE//yebQ//yfiF//csgB//gltI//allB//dcuA//yadN//prmA//tktA//gmk//arnE//
GO_1901269_5	allB//yhcN//folA//dsdC//menC//manA//ydcR//yfcG//yddG//lit//hslV//era//
GO_1901271_6	bglF//serS//msrQ//lhr//yedF//gntK//cobB//amiC//ftsW//menF//fadA//ybdG//
GO_1901275_3	ubiI//
GO_1901281_6	preT//
GO_1901292_6	dtpD//cdd//fhuF//eutK//dmlA//ybfA//rnb//tpiA//yneE//cbl//napF//rplK//fucK//pdxA//moeA//glnD//yhjB//napB//phnJ//hemG//ydcZ//ahpC//ybdM//dtpA//ftsN//rffH//amiC//ubiE//mtnN//tmcA//yagE//pabA//
GO_1901293_6	narZ//pdeF//rpiA//modC//rof//rpiB//dacC//pspG//fieF//ygfZ//asd//rplW//ibsC//cusA//glgP//bioD1//alsE//casA//mltD//alsA//bioD1//mgrB//ycbB//ygjH//gudX//uspG//sucA//lldD//yciV//mraY//sgcB//yfaX//casA//yiiE//lpxP//glpK//ruvB//mnaT//rpsL//pppA//citC//glpD//curA//carA//tktA//nuoI//fabH//metQ//cpxP//yibA//marR//ygaH//metC//yejF//chaC//chbC//idi//bioD2//ygcW//nlpE//grpE//nepI//sbcC//puuA//der//scpC//lptG//cydA//dcuR//marA//adeP//pepN//cpoB//cas2//pflC//
GO_1901360_4	cpsG//rplE//ldrB//arcA//yfiF//gpsA//lptC//yqgB//pstA//sdhC//bisC//yehP//xylE//dppF//crr//dpiA//rraA//dmlA//ubiA//kdsA//recD//galT//yibF//pyrE//rppH//motA//dacC//waaP//phoP//tnaA//cas3//yaiV//yidQ//yihR//malX//hemD//cysU//yghW//queD//nudC//gltX//pitB//comR//hybB//tufA//malZ//nirC//rpmA//yihI//ilvB//ubiH//bolA//yceO//pfkA//mmuM//yahO//argC//prc//dosP//rluD//torS//argK//yiaT//mdoD//tsaD//flgJ//rsmE//ackA//rhaT//rhsD//rsmA//murR//fliS//rna//dtd//wecA//oxyR//pspG//dppB//insB-4//modC//obgE//rimK//hemF//mdlB//sgcA//allS//glpA//prkB//artQ//glxK//kbp//ybiJ//yghU//roxA//djlC//rlmE//pyrL//frdD//fruA//srkA//serC//insE-1//torD//ybaL//araF//dsdX//malE//adiA//betT//glpA//chbF//sbcD//ycfJ//agaR//mepS//xisR//znuA//cas2//ftsP//lptG//rbsD//yfgI//panZ//uvrA//bcsA//ibsD//recC//casE//phnO//seqA//ompN//gadE//ispG//murD//fabA//rimI//rhlE//malS//kdgT//yieL//aaeB//nanC//relE//umuD//feaR//ibaG//yedP//pspA//paaX//yphD//ygdG//opgD//ycaO//insF-1//ybjI//cedA//osmC//yieE//accD//manA//rhsD//ndk//yefM//betI//bluR//yiaT//maa//fumB//argB//nrdG//yghO//idi//rluB//tufB//yidP//evgA//mutS//exbD//srkA//glpR//dbpA//acnB//phoB//mipA//entS//argR//folM//yadN//cysA//ligA//tgt//entH//xdhB//yihX//cstA//rplX//rrrQ//pinE//cfa//viaA//yneE//ydjJ//ybiO//yjhP//sufB//waaA//tdcA//cysS//phnO//feoB//guaD//thiH//aspC//ychH//ydfG//elfA//yfcU//mdtI//tnaC//waaQ//glpX//glnB//gspE//kup//opgH//ycdY//yqgF//rpsH//puuE//uxaB//yodD//yeeL//rluE//nrfC//ppc//rssB//amiB//pdeF//dgoD//thiI//ybaL//yidE//narL//holA//def//gpmM//ybaM//ompG//glcF//gabT//alpA//grpE//ugpB//gloB//cmtB//ydiK//hicB//secA//narH//rlmG//phnO//mrdB//pntA//udk//yfdR//htpX//folX//thyA//rplX//phoU//hupA//proX//insH-5//lptB//arnB//torD//luxS//ycfJ//cspA//paaK//groL//pspA//pspF//lon//menC//ycfL//ydjJ//ltaE//yihV//insE-1//ydiO//hcaF//lyxK//mhpT//rbsK//ndk//ppx//rsmC//folX//oppB//rlmF//rbn//mazG//dacB//rssA//hldE//rpsR//aroA//appB//ybiT//artI//rsmC//yqgB//focA//prmA//yegD//yiiE//mocA//yjhI//plaP//mrcA//sufD//glnP//fabZ//hokB//iap//rpiA//rhaB//nemR//fkpB//dinB//recB//yiaA//atpC//araF//ycgB//lon//birA//sad//tsaB//ompT//gspI//hemF//yfbS//yfeO//hslV//tolA//yohC//thiH//yqiH//baeR//phoE//sthA//narG//fdoH//borD//mgtA//frwC//feoA//xisR//purA//ubiI//degP//pflC//ydiO//carB//gmk//ybjN//sgbH//cdsA//rimL//nhaR//nadE//creC//obgE//nadE//mutT//aroG//ybdM//fixC//ynfL//dgcN//yhbX//hldE//cbeA//livH//gshA//deoC//yqiH//tyrB//ymgF//glnP//rrrQ//mlaE//dnaC//pgl//rplR//adeQ//htrE//sspB//dmsC//argD//priB//yhaM//dadA//gabP//purC//yfgI//eno//kdpE//fes//chbA//gcvH//cas3//ppiA//trmA//yagF//yegD//dapD//trmJ//entF//uidR//gudD//nanA//cspI//ldhA//ydbD//fadD//yadN//mutM//yfiF//lptF//murR//uidA//ampH//yciG//osmF//ynfF//fkpB//glgS//lolE//pheA//galT//ftsX//trmL//yqjH//yhfS//modB//barA//arsR//ivbL//rplJ//wzb//ycbX//rsuA//yraR//rnb//rlmC//mdtQ//ycjD//trpE//ybhA//yfaX//yphD//fixC//hcaD//hns//sbcB//hprR//yfhH//yohD//cmoA//gspI//truB//dacD//cysN//priA//tdcG//cas1//rhlE//mlc//fsr//alaA//bssR//rpsD//modB//efeO//rbsA//elfA//speD//bglH//lptA//pdxK//idi//pstB//cyoD//lpd//rtcR//puuR//fdoG//rutD//yibH//ulaC//ruvC//ghoT//nupG//rplD//xylA//ibaG//hcaT//lpxC//uraA//sdhD//yneJ//speG//ldtB//hslO//ydiZ//yiiM//idnT//nrfB//hisC//gph//gltS//ravA//sppA//hypB//proX//araA//matP//lysP//aroC//insH-5//rpoD//yahK//rdgC//yfaX//mtfA//murA//puuE//gstA//rplD//mutH//gadB//mraY//malF//moaA//bacA//tehB//yfcQ//rpsE//yhbY//tktA//kdsC//yjgX//fliM//ssuD//ampG//alaA//mdtK//flgM//sucC//yeaK//yidZ//katE//ygbI//narV//mdaB//eutA//malQ//dedD//accC//menI//adhP//ugd//rodZ//gatA//secM//blc//sgcB//aroL//thiL//rlmN//nirC//macA//csrA//dapF//prpD//rraA//yciF//ybjN//frmA//ygjR//yggW//asnS//msrA//rcdA//xanP//pepB//yghU//ssuE//proW//ycgV//frlC//glgP//yadC//yadM//pepA//cmk//cysA//fadE//yihL//cheW//fdnG//agp//tdcF//recR//rbsR//cobC//pepQ//yccA//rpsI//nuoG//yddG//ecpR//uspF//folX//yghO//murI//stpA//hemN//aroH//ribF//yajO//flgB//tdcC//cmoM//tdcF//crcB//priB//sgbE//mrr//thiQ//dinB//katG//menE//yfgO//napC//ftsW//wzyE//rbsA//yegD//lpoA//setA//iscS//caiT//yhjX//ihfB//aroG//hupA//yraR//moaC//insI4//ispH//narJ//hemF//sapF//rhaA//elaA//cysM//yihQ//pheS//dam//hslO//argF//ldcA//ybgQ//cirA//gabP//rplD//mutH//recE//proS//atpC//dtpC//ybdZ//zipA//rsmD//dgcJ//insK//mcbR//yagU//murE//pphA//caiT//mnmG//gcvT//nrfF//yghW//gsiD//fumC//ykgO//casA//hemL//rplE//tyrR//trmH//rpnB//nanK//arcC//rpiA//holB//yadV//ychO//galS//eptA//sdhA//flgG//cyoE//pth//sanA//tas//gntR//yehC//citX//malP//ychO//lapB//xisE//rzoD//adeP//galS//ftsQ//dnaK//nuoB//rpmE//waaP//dacC//paoC//glpF//lepB//sucD//malS//prmA//solA//panB//insA-1//xanP//bcsQ//yfdR//parE//dnaJ//cspC//solA//yhgF//nikE//raiA//murJ//rutE//udk//uhpA//ycjU//ptsG//mutH//
GO_1901361_5	atpH//argA//ycgV//lysR//gatZ//hypA//ycjU//oxc//tolR//mutM//zupT//galR//nrdI//gsiB//htpG//mgtA//rluB//lacZ//kdpA//tolQ//paaX//dinD//essD//yihU//hisP//pdxH//asnS//kdsC//argF//cueO//moaD//crcB//sgbU//yhdZ//ybdG//truC//pgpC//eamA//atpF//mmuM//rplS//cmk//kch//sgbH//sgcE//intZ//deaD//kdpB//efeO//sxy//tdcD//dnaK//glnD//lpoA//yjhH//tolR//ompF//rihC//pntA//prmC//luxS//mog//parE//fur//zraS//yoaA//mrr//tolQ//kefB//yidA//aer//srlD//hsdR//gcvP//uxuA//mtlR//flhE//ydaN//potE//curA//rstB//yahI//araH//lsrD//nei//tsaE//yojI//priB//birA//rplK//eutD//lsrR//dusC//rlmH//mioC//tcyN//dauA//yigL//glvB//symE//fabZ//aceA//ibsB//msrQ//curA//glgS//yaaA//tilS//yggP//srlR//bioA//tap//nanK//tilS//mug//ymfA//dpiA//flgA//phnC//rlmC//tufB//mutM//kdgR//potH//ycjU//paaJ//
GO_1901362_5	acpP//mglC//helD//mfd//sucB//lptB//aroA//lolE//prmB//tesB//sgrT//yjfF//holA//uidA//rclB//yiaN//gsiB//hcaT//lacY//phnC//kup//lysS//ydcT//puuA//fdnG//alkA//ldhA//cysB//yadG//mntS//hchA//yggT//gatZ//galS//tusA//cspA//hisF//srkA//phnG//moaE//frwC//pspG//dgoD//ybjN//lysC//mhpA//yciA//pckA//araC//mfd//cheB//nuoB//adeD//cvrA//dacD//pheS//csrD//ychH//corA//insB-2//gcvP//mnmA//leuS//yiaT//hpf//moeB//norW//bioC//cmk//fabB//yihW//rffT//ribB//flgI//pitA//glmM//nuoL//yahK//sad//zraS//trmO//gpmM//lacY//lpxM//ravA//dnaN//ybjN//yhgF//yjjI//yidQ//agaA//narU//rfaH//tatC//flgA//yidQ//barA//mog//yodD//yibF//aldB//mdtK//sfmC//rho//argG//rbn//tag//ilvI//yhjG//rimO//gatZ//cmoB//kdpA//yfiC//fepC//glpX//phnM//sucA//appC//lysR//ybiV//tsaE//argS//menI//yhhT//exbD//yfdK//nrdR//kgtP//pyrD//galF//yegS//mltD//ydiP//ggt//trpR//feoC//cysU//fadH//tcdA//yiaN//caiE//yggT//cdgI//lolB//metF//menD//yqhD//dcm//uidR//pstS//rpe//fumC//yidH//rfe//mtlD//glpX//yehB//dsbD//dut//hda//mnmG//puuB//xseB//efeO//dnaJ//dppB//yadG//fliS//cobT//ydfH//hycA//aroG//dsbD//codB//dicB//rsmJ//ulaE//acs//nanC//crr//eutA//hemB//lptG//pncB//ybdM//yneL//mngB//yjjU//rpsM//cydC//rpmG//btuD//fdoI//rapA//gntU//xerD//hcaT//rutG//mscM//gudD//yejA//gshB//bioD2//rzoR//paaX//lipB//yagG//eutB//ybeF//etp//tdcB//putP//metB//queF//allC//yccX//dapA//fimZ//atoC//rpnB//lpxC//ydhQ//thyA//mlaF//patA//accA//osmF//speF//ybcM//yiaT//ydiZ//hemH//araC//yhdZ//sgcX//nrdR//rsmB//fabB//ycjD//yjcS//recX//insE-1//dut//fabR//pstS//ybjD//tadA//ldcC//ligB//rnd//frvA//ygeW//nuoN//yggN//plaP//yfiE//modB//entH//kch//csdE//uvrD//obgE//rarA//epmC//opgH//dsbC//cbeA//ftnA//narU//rsmF//hicA//sufA//proC//zipA//hprS//plsC//clpP//alsB//glnE//hipA//hcaR//chbB//pykA//xylF//chbR//yddL//ygbN//zupT//yjiR//ibpB//scpC//yjcS//mgrB//nagC//cdgI//glnD//ybiA//agaC//yoaB//araA//soxR//rusA//yehZ//yciT//hyaA//bamA//paaJ//hofP//kup//exbB//cysQ//hybO//ftsX//cobU//ilvN//skp//tolR//rlmA//acrF//truD//patA//ydbK//yrbG//aaeR//frwC//hisS//ompR//pykA//galS//agaS//trpS//curA//prkB//ibsA//adeD//nrdG//rpsH//glpC//relA//sapB//dsdA//glgX//nrdR//tcyL//yghW//gatA//dsbG//ldrA//secB//ydiK//yrbG//uhpC//ampD//betI//yfcR//yhjD//hisI//hcaC//dgcF//yjiM//insE-1//mak//rcsB//serA//relB//rnhB//rna//leuC//leuO//elaD//der//intS//ygfA//rfbB//yceO//cheZ//lacY//prkB//insA-1//thiM//rhtA//tolQ//
GO_1901367_6	purR//ispH//
GO_1901401_6	basR//
GO_1901422_5	nuoH//glsA1//rpmC//
GO_1901440_4	cpoB//
GO_1901441_5	rfaC//
GO_1901463_7	cmtA//
GO_1901530_5	yccX//yneJ//ybdR//cysE//
GO_1901562_5	elfD//
