#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	mgrB//mdtB//icd//yqgB//
GO_0044242_5	plsX//frmR//dbpA//argA//prmA//waaP//araF//arsB//chbC//hemA//hyfC//mdtJ//gadX//galT//ariR//acrB//rayT//waaS//bcp//uvrA//lpxP//lepA//
GO_0044247_6	xylR//pstS//yedA//aer//idnK//
GO_0044248_4	proA//fadA//malS//iclR//ptsH//truC//yhdX//osmE//yeeJ//hsrA//ulaR//uspB//serB//aer//zapD//ypdA//rfaH//plsB//trpE//putP//ispH//treB//glnS//btuR//tatE//nadB//exuT//xylH//yfeX//yagE//rrrQ//mraY//proS//chbB//ydfG//ecpR//epd//ybaT//bhsA//gstB//prlF//pppA//plaP//yadN//mtlA//soxR//cysS//sapB//trmI//rapZ//rnr//amiA//alaC//argG//yibT//hcaT//mmuP//rlmM//abpB//secG//yciA//ubiC//iap//acrE//ilvM//entS//tyrR//rpoD//pheT//frdD//yejA//cydC//sgbE//mtgA//hybG//hisG//nlpD//tqsA//hslR//umuC//dgoA//yhhT//proQ//yehY//ubiG//acpS//rsmI//mnaT//modB//nrdA//yihW//nsrR//cdaR//yebG//ssuD//yihQ//ispH//coaA//mdtB//ygeX//tsr//nhaB//queG//yjhG//fruK//curA//scpC//puuC//sgcX//waaH//xanQ//yeeL//glcD//dmlR//fixA//hslU//rclR//hrsA//cecR//rfaE//fliD//pcm//acpS//fixB//appB//trpGD//deoA//dsdX//symE//dsbB//ttcA//fepB//fecC//adeP//kch//livK//tbpA//lysA//hisQ//djlC//argC//cueR//tisB//dmsB//dld//ribB//yadG//yraI//entA//hprR//malX//dgcJ//elaD//ybiV//agaA//fucA//mlaC//mhpB//yejA//ydeP//uspC//cytR//cydA//ybiX//flgA//nagC//pck//aslB//gspI//yfaV//pspA//lpoB//glcB//mgrB//ybdO//ribC//adhP//glcE//gcl//oppB//srlA//ydcM//nanE//folC//lsrK//ltaE//yhjV//yihP//yoeB//lolC//uhpT//ygeV//pgi//dtpA//nrdA//dacD//lolE//ygdG//intQ//yehW//hflD//rlmF//rpsM//ybbW//osmC//rlmB//rbbA//ydcT//oxc//recF//tsx//flgD//purB//ilvA//rpsQ//galS//ydfD//tusB//ygeW//dhaK//dbpA//rplF//thiC//osmF//cas2//uspC//pflB//ttcA//galM//aldB//nusG//ileS//cra//fabA//sfmD//rraB//bisC//hpt//cydD//ompL//hprS//aroA//groL//gfcE//dgkA//tufA//nirB//prpR//rhmD//cyoD//trpC//pfkA//rsmG//livJ//uof//yiaL//ygcO//yijE//yeiE//ygiW//cysQ//lysP//rusA//rdgC//yraI//atpG//dadA//phoP//yrdA//gnd//rnc//ppsR//speC//bcsA//cysB//ydiB//mrp//yjjX//ybcQ//cobT//potH//hofN//ssuB//zraR//nrdE//pepN//evgS//ibsE//fruB//recD//ddpA//bdcA//nadE//aldB//rutC//ribB//ydaN//rcsB//ampD//ibsC//trkH//malI//lsrB//yggD//arcC//ydcP//rfaQ//sugE//nusG//glvB//yneE//scpC//dacB//hrsA//mltG//gshB//pdeR//pdhR//yehW//ybdN//agp//parC//fis//rclC//insI-1//ligA//acrZ//yagF//gltS//ispU//cusA//rffM//
GO_0044249_4	ytfE//pnp//rhaR//wcaJ//nuoL//tktA//dapF//yfeO//ispH//hybD//yjhP//fliL//recB//ymgA//ynbB//mhpD//ftsQ//maeA//bcp//folD//ycfH//hisS//aroG//paaZ//aaeB//aceB//cycA//acrA//yidQ//groS//rfaF//ghxP//alr//rclA//cobC//yigL//tnaC//ilvA//ulaA//yeaG//mobA//btuD//ybaO//ycjP//speF//rapZ//macB//eno//rdgC//recR//ldtB//araG//greA//dinI//citE//fes//argS//rbsB//ispF//frvA//oppD//fes//glyS//pflB//ybgI//uxuB//lexA//yqaB//fsr//ampD//tadA//yddM//rplE//phnH//dgoK//mdtP//fis//pepB//mlaD//xseA//rapZ//ybjI//cysS//dgt//cyoB//gpmM//fkpA//cydC//cysH//yidA//bamD//rimK//ydeM//ileS//fimH//lpxL//malX//yhjG//panD//treC//fhuB//purB//ispB//caiF//frmR//yafC//ispH//gsiC//hrsA//sgcE//ilvE//malZ//rph//queA//recF//frdA//hsrA//mlaE//pepQ//perR//ssuA//sixA//ptrA//rpsO//ratA//rlmE//hipA//dfp//ilvH//pdeH//yfjR//ybcQ//glpB//sodB//eptB//hda//zntA//proQ//yqeG//gntP//hisH//flhE//rtcB//hypA//yahF//lysA//kdpA//kduD//ymgA//nrdH//panE//treA//znuB//gatD//ycjU//ubiX//truB//cspB//menF//ftsW//insI-2//gshA//ulaE//leuA//zapE//sufA//nrdA//tusD//tynA//csdA//argR//ydhK//ftsL//yfaV//ushA//kdsD//clpB//potG//yidR//truA//citC//ygdG//intF//dxs//chpB//rbsD//rimP//wzb//xanQ//phnJ//fdhD//ybjI//nanR//nagZ//waaF//hrpA//yhfS//menI//hdhA//pdeR//ygeW//dsdX//mrdB//frlC//hemE//ytfQ//lysP//iraM//crr//cedA//malI//ribA//ada//prpB//truD//dnaQ//epd//rpnD//xylF//glgB//dcp//yicJ//putA//rseB//rplO//ydiP//fabB//rsuA//trkH//opgC//secY//pyrB//nlpA//pliG//betB//cpdA//nanT//waaO//yadI//yddG//sapD//thrL//yiaL//lldP//gltX//osmC//mglB//asr//fdhD//rhtC//pgaA//pyrG//purF//rffT//arcC//deoD//norV//dinI//ycjP//fliZ//ttdT//dpiB//caiE//hrpA//znuA//yjbF//lysO//argB//sdhC//roxA//cheY//eutB//hisB//yibF//yedX//entA//ogt//ratA//malQ//pgrR//setB//secB//uidC//proS//otsA//fis//pgsA//yijO//sgrR//yqiG//symE//glcA//betT//wecE//tadA//nirD//maeA//ygaH//idnD//lptC//nudC//ibaG//speE//yhcF//mrr//xanQ//yoeB//xdhB//pdxY//yhbS//hisH//yoeB//ampG//nadC//gudX//ascG//yhjA//waaL//ygeX//trg//nikB//yciA//rhtB//yheT//rplN//cheW//polB//dmsA//kdgK//upp//arnE//yjjW//mltB//ahpC//yeeJ//livF//mrcA//yraH//ybdZ//ydiB//pgpA//yciT//hupA//dinJ//yeiG//yidR//pcm//galP//rpmB//hicB//yhjA//arcA//wecB//mug//hcaT//aspC//nrdG//folA//soxR//ugpA//truB//ftsY//yfbV//yfbU//yehX//treR//era//chbC//yegD//nanT//yegD//dsbC//caiT//rffG//chbF//sbcD//lrp//asnB//ypdI//ltaE//yjcO//ilvB//yfcS//rseC//lpcA//hybC//gltD//menE//ydbD//yigB//cysU//eno//nanA//puuE//sxy//agaA//pdxK//gntP//tatB//yhbO//pyrL//metF//nth//xylA//yfdS//cdd//araD//chbC//nrdG//narQ//glnE//kdpC//ubiB//macB//yajD//wrbA//glcB//infB//yhdX//mdtE//nfi//asr//afuC//arsR//yphB//speE//flgM//ycgB//chbG//yaaY//trpR//trmJ//yfbS//psuT//nuoB//wecA//yecS//ilvH//dinB//emrE//dmlA//nemA//hdhA//gudD//opgB//nadK//lpoA//lplT//allR//parE//waaL//uxuR//mltC//phoU//kdpB//ubiX//aas//adhE//accB//xthA//fepD//pdeD//yajR//slyD//aaeB//yihV//cmoM//cca//yfdC//yqjH//tusD//nagZ//nth//clsA//manA//pmbA//yceD//yiaL//proW//pspF//dusC//pspG//hofN//glsB//ybhG//prmC//ftsE//rimL//psuG//wza//bamC//oppD//ppiC//rcsB//rho//dgoR//yjjG//patZ//aroB//sgcR//sfmC//rsmI//hyfR//yebG//ycbX//fabD//iaaA//roxA//fadA//recG//ydaC//rutB//yfaL//rbn//yjhG//carA//ftp//yagG//grcA//yeiL//maa//frlB//dsdA//nrdF//ybhF//yejF//efeO//dusB//yieH//bdm//panC//hicA//dhaL//yaiW//rplI//sucC//cobU//rarA//rpmE//murJ//yhdH//cobC//yjjQ//ydeM//exoX//ettA//casE//ydiQ//dicB//idnK//rbn//yhfS//rnlA//rplP//prkB//nfsB//yiiD//cra//ymgC//intA//aes//rph//elfD//mdoG//yfhM//ilvI//rarA//ypdC//cmk//mrp//preA//pldB//ycbX//hcaF//sspA//lpoB//flhE//dctR//yidK//yijE//fucK//arnD//ruvB//zntR//tynA//aer//ytfR//rpoE//rclR//ydiP//rpoD//dcd//entE//yihT//kefB//yeeJ//ubiC//yeeY//gatA//ygeV//moeB//hyaA//yeaG//ydgA//ruvA//gpp//eamA//glpK//rpiR//mepS//lysR//arsB//cof//zipA//bhsA//malF//glpT//yedP//rsmB//topA//phnP//aaeB//recG//ubiB//paaF//ompR//argH//kdgT//ffh//fadJ//lpxC//cdd//phoQ//potD//cobB//hprS//otsA//dut//dbpA//narX//pabC//cmk//narZ//pstB//flgG//cstA//ygiS//torS//aspS//setA//ygfA//fhuC//pgpC//modB//acrA//coaA//mrcA//mdtF//ssuD//chbG//tauB//cadA//gltX//ubiC//proX//ybfE//casE//ybiA//glnA//ybiY//zur//yneL//yagF//ybgP//ptrA//fumA//ptrA//ansB//puuB//lyxK//nac//ymgC//cpdB//mtlR//fryC//ppiC//glgX//paaC//agaR//cpsB//ycjP//ybiH//tdcF//iraM//ygiB//sfsA//ybhS//yiaA//pnuC//dtpB//feoC//lamB//rpoA//zraS//wecA//melB//hemE//umuC//lhr//aceB//ymgC//dppF//mrr//ydaV//ratA//hxpB//efeO//nudF//rpsT//ycgR//ybbN//sgcE//glnA//alsC//
GO_0044255_4	panE//insH-6//purF//yhaO//yfcR//aspA//ribC//ymgF//yraR//purD//ilvB//tag//speC//yfaL//btuB//rlpA//tauC//glnP//exbD//ypdC//menB//speC//sxy//dgkA//rlmJ//phnP//gltK//cysQ//intE//rplW//lldP//napC//pspG//dsbC//yiaO//trxC//ynfH//frlB//aidB//yddG//yciK//ydjH//arnT//lpxT//potB//hofO//iap//yeaV//lolA//yfcG//yeeL//csgD//menC//cobC//pck//ymfA//yneJ//hyaB//ispH//gloC//lpxT//rpsD//bioD1//trpR//glgX//paaH//yqiH//mdtJ//gutM//gcvT//shiA//ydeE//lpxD//ybiW//rsmC//ygjK//lpxM//soxS//etp//narJ//era//fucI//radA//recB//cof//rpiB//rplY//kbaY//ridA//ynjA//mlaB//lsrA//fliM//yeaD//fryA//lolD//yfjR//rfaD//yidP//dinD//mdh//waaZ//ygcO//bglA//glpA//tdcA//setC//
GO_0044260_4	sufA//yhdW//ampE//flgJ//dmlR//mnmG//ygfX//cysK//phoP//folA//rluE//carA//allC//mltA//nupC//rcnR//purT//glgX//fimZ//hipB//rho//ybcF//pabB//murR//ispA//rlmE//gntT//yafE//murJ//acs//tldD//ddpA//cdd//frmB//emrK//proV//ggt//mipA//skp//yijO//matP//rhaM//ycdX//yebZ//priC//rhlB//fabG//dpiA//feoB//ulaG//cysW//yqiI//umuC//rarD//rnhB//mhpD//ygiN//ugpE//entH//relA//cmoM//yobF//kdpD//setB//rtcR//tolB//yraI//csgF//holD//yhhT//truB//bacA//rstB//prkB//rplJ//ubiI//pspC//rarD//amiC//ssuC//mntH//yfaU//lysC//uxaB//yjjB//pbpC//nuoE//yqiJ//aroC//csiD//ispA//yihL//oxyR//yheT//mlc//gatY//kbp//osmF//ypdC//tmcA//yhaO//yqjA//dld//alaA//rpoE//yehU//mhpC//gadE//rspB//elfC//cvpA//ydjJ//ribE//rlmL//cpoB//appB//yajL//proW//glmM//frmA//ymdB//folD//mtlR//tsf//nudC//gph//pbpC//psuT//ptsI//kbp//frlC//nanR//srlB//yadM//lrp//rzpD//dgcQ//relB//rrrD//dedD//fdhD//msrP//recR//paaA//ygfZ//cysI//arcB//selA//pgaA//rlmE//rfbC//ybdR//mhpD//proQ//yehX//lasT//gloA//entB//abgT//ydeP//prc//cpsG//ynfK//ydeT//cstA//thiP//csdE//der//ribC//ymgF//alsC//ackA//folP//pyrF//insI3//umuC//glpB//ilvI//fucP//psd//rluB//frvA//garR//hemG//rng//argD//yahD//casC//ykgM//thiC//recC//mglC//spy//tynA//add//gpsA//sapF//yfdR//melB//ppiC//iscX//yeiL//ykgM//grxD//sfmD//tolR//tsx//cobU//bioD//yfhH//der//sfmD//aceA//fabA//bamC//dcuS//sufB//yfeR//appA//menA//hyfC//xylG//mgsA//ptsI//tolA//setC//nlpD//aas//secY//sugE//lsrB//cspI//marA//cvpA//sgbH//hns//sdhE//trpD//lptF//cysI//pdeR//mrp//metI//yfaV//cvrA//rsfS//lsrG//pcm//mtlA//acnB//csdA//menC//fadM//phoQ//fdnG//rcnB//lysA//pinR//agaS//pdxK//fdhE//pykF//rfaQ//rimK//ycgB//nadB//btuD//dut//flgC//murE//mnmC//yedF//csgA//mmuM//patZ//tilS//ybiY//hisC//cheA//infC//cobB//yqjI//yaaU//aslB//zntA//dcuS//cpsG//sdaA//radD//rssA//fdrA//uspE//slyD//cbrC//yrbG//waaL//bglJ//phoE//hslV//mnmG//fsr//yebC//ldtE//tnaB//metK//pgsA//ybiI//frdC//rsmG//fumA//lapB//lptD//rpsE//glxR//srlD//fecB//bglB//cynS//tdcF//yjiR//purD//nac//sfmH//waaS//rlpA//metN//glpT//focB//yciA//yedP//kdsA//mtnN//proW//plsX//csgA//kdsC//chpB//plsX//fhuC//galS//puuB//ybdR//murR//dhaL//rpmE//asnB//ascG//dhaK//puuP//elaA//gspE//paaC//yfcG//citX//gadW//flgJ//sgcA//uspE//yhfK//fadL//adiA//pstA//uvrA//proA//bisC//mlaD//pdxJ//glpF//secE//fadR//sulA//srlD//rhmD//eutD//intQ//csgA//hyfF//eutD//hinT//radA//ygbI//sapB//folM//rpsB//pgl//nrdH//ompF//bcr//pgaA//rseP//acrF//nikD//coaE//tdcR//lspA//rclR//speC//artJ//perR//yhcH//rsgA//araH//phnG//panB//amiC//nagE//gapA//fucO//cpxA//ygiB//rpiA//ydiZ//pyrH//sfmH//cspA//rpmF//dctA//elaA//ynaI//prpB//pdxJ//folC//mdtP//yafQ//dicC//msrC//lsrA//ycjU//idnO//idnK//ralR//tyrS//mcrB//pdeR//pckA//nanS//mdoG//cobT//aroG//ydjH//yijE//hdhA//rimO//dinB//sdaC//acrA//leuA//rpmJ//tas//sucB//wecE//arsB//ftsH//recQ//rpmA//tdcR//ypdA//gpt//sfmA//ybaT//fabR//lpxB//lspA//ybhG//yggF//yjeI//rpsS//srlA//rplL//yfgJ//glpT//mntP//ypdI//yadK//recD//mak//ycgB//yehD//lhr//eamA//udk//sufD//ccmG//dicC//groS//ygbI//thrS//idnT//tdcF//fkpA//recX//yibT//nemR//crp//dmlR//allS//tcyN//nfi//ygaH//aroA//tnaA//ghrB//yafN//yccA//fliA//rluB//potD//ydhQ//ybeY//mnmE//yfjV//fliL//abgA//ybcC//gmk//manY//xapR//ompG//yggN//pckA//nadC//nuoI//rpsA//csdA//yihL//galT//pagP//metR//ycbX//rihB//mntP//nagD//soxR//pnuC//ecpR//pagP//adeQ//ibpB//ghxP//aaeR//msrA//csdE//yohC//ppx//uvrY//frwD//lexA//metK//recA//gshB//setB//norW//prpR//yceD//recO//gstA//waaB//yahO//bisC//gpsA//ypdI//puuP//narW//kdpB//fre//rbn//hscC//asnB//ynbD//aas//ybjX//yfhM//pdxY//rhtA//lplA//asnS//allR//yjaA//accD//rpsO//waaA//cstA//lysS//trpD//pphB//livF//napB//dgcJ//yebZ//yfjR//ridA//ompT//fryB//dcm//fadH//csgD//trpC//elbB//qorA//lacY//rsmE//araC//fkpA//fepE//kdpA//frmR//aroD//yqaB//cutA//cptB//aceA//hofQ//ybdM//rclC//adeQ//dgcQ//yjfF//allD//fabR//aer//torA//potC//yafE//gapC//alpA//acpP//mutL//
GO_0044262_4	yfbS//rpmC//idnT//miaB//ompC//carA//rarA//creB//paaC//ghxP//hofP//waaC//livJ//maa//csrA//ubiH//ompG//flhC//napD//rplQ//hisG//hipB//pheM//surA//eco//ydiV//basS//pstB//ibsE//yafQ//cobU//yrdA//phnH//tsf//potE//gabP//yiaN//agaR//sgcC//malK//ccmE//mreD//ygcR//secA//guaA//mlaF//caiE//pckA//yfeX//rodZ//degQ//galE//wzc//hslU//ivy//yegS//nrdG//ghxQ//tilS//yfhH//dkgB//endA//psuT//uhpB//talB//entF//flgD//ynbD//elfC//dtd//wecE//puuC//dsbA//gcvR//feoA//aas//fixC//metR//htpX//queC//glcF//rep//dgcT//yahO//yciG//cpoB//mutS//ptsN//atpB//rnhA//narX//poxB//prpC//pinE//soxR//mmuP//aroA//lamB//pyrD//wzc//rsmH//ttdT//apaH//higA//nlpA//fsr//malF//smpB//potI//yjhI//tolB//gfcE//ygaV//ompF//opgG//dctA//dtpD//ackA//speB//rbsR//lamB//rlmC//minD//nrfE//
GO_0044264_5	chpS//ldtC//oppF//yidK//gltL//ynbD//ubiE//acrD//rplY//gltX//fepB//thiH//scpC//fabD//crcB//ddlA//tsaB//wecC//yfiC//etk//feoA//ansA//rfaD//malY//nanR//ccmD//ybcM//yjfP//acpP//pstC//lptB//ygiV//fliG//kefB//tolC//proA//rplN//mdtJ//pdeL//ribF//yqjI//uvrY//uup//rcnR//pdhR//msrC//pncB//ispA//msrQ//ydeI//cpxA//potF//truC//motA//ypdF//
GO_0044265_5	ybdZ//fixA//rclA//eno//gcvT//def//ydcP//lgoT//yobF//mfd//mutM//caiF//marR//folX//mdh//cadB//dapB//xylE//aceF//artI//leuC//pcm//adhP//yfeW//hdeD//parC//parE//tsf//fcl//prfC//fnr//csrD//fixA//rutA//
GO_0044267_5	seqA//plaP//groL//waaH//pgaB//yegT//yeaG//hybB//yraH//fucO//tyrS//uxaC//moeB//rpe//higB//ytfP//ndh//mhpB//ariR//osmC//scpB//mtgA//frmB//lepA//gsiB//lacI//ybiJ//pdeL//dnaQ//gppA//flgM//fepE//phnJ//thiD//gsiA//yohD//ftsN//ccmD//bepA//sgcB//lamB//yneJ//ftsP//rpsQ//aaeB//yqjI//gntU//yfdO//narL//waaF//umpG//asr//kduI//citE//gspE//agaD//yigB//narU//intQ//yagE//hipB//rimO//rplP//yiaT//insA-2//ispH//rdgB//mdtL//ybfE//sdaB//dppD//gsiC//yadG//pheA//rpmF//suhB//lepB//hemG//intQ//appA//fdhD//mreD//yhbS//rplX//fecC//fixC//deoA//paaH//yihR//waaG//gloC//fmt//yafE//hypA//rhaT//phoP//speF//ltaE//rluA//mqsR//seqA//exoX//nrdA//speF//ulaR//dnaJ//ada//msrC//galS//kdpA//nhaR//uspC//obgE//pheM//torA//pdeF//yieH//dsbD//hprR//marA//gshA//cpsG//cyaA//potE//iaaA//ftsQ//glpD//ansB//fimH//sapA//yidZ//ilvH//sdiA//ldtB//hypD//ydhQ//tktB//ligA//slyA//ynfK//rluE//argE//dcuB//hrsA//dacC//metI//rtcR//hemC//endA//ettA//yiiM//intS//dedD//yqiJ//dapA//tatE//moaA//feaB//purC//pspD//dcm//yedL//mscS//arcB//mutH//rpsE//tsaB//paaF//dnaG//nei//degQ//flhD//metL//hrsA//yiaM//glpR//fdnI//qorA//yajO//ycjQ//livK//cueO//iraP//sdhB//trpR//ygiN//ubiD//sucC//trpA//nanR//uxaB//eutR//minC//hupA//potB//prmC//nrdR//yagE//tsaE//lpxP//cysZ//hisS//carA//
GO_0044270_5	yfbV//cysQ//recO//lpd//dam//argP//yagI//ftsZ//rplA//lpxP//cysI//osmY//rluF//potI//kbaZ//mdtK//bglA//yfdR//ymfA//cyoD//pgm//appB//wcaJ//narL//cysB//menH//rluF//aspS//uvrD//mutL//pgaD//trmL//srmB//hda//caiD//preA//fabA//glnH//deoD//sucD//dcm//tdcB//yafS//agaS//dsdX//ndh//metK//ispB//yehU//tabA//sgrT//aroG//yfdS//pgaC//yciG//pdeF//cysU//gcvP//pfkB//cmoA//nuoL//nadD//rng//rimM//luxS//mnmG//ubiD//ybbW//nemR//yidR//tynA//sgbU//ygbI//malZ//ycgV//yfcP//hybB//treR//rpmE//yehW//ymfK//fliZ//priA//yjhC//rapZ//ralR//xanP//yfbV//mdtF//baeS//mdtN//ydjJ//pphA//emrY//nupG//nlpA//cspE//clpX//pta//fdnH//dsbC//dhaL//rbsK//higB//talB//maeA//yneL//nikE//nirC//
GO_0044271_5	glcB//cusS//gpt//prpD//cysU//basS//proV//tsaB//higB//ypdC//tsaB//ynfE//queD//paaB//flgH//metB//gudD//yfbR//yhdX//chaA//xylB//uvrC//yjaZ//recX//matP//glcE//bglX//zwf//murA//rnhA//trmD//cheB//entC//yjhC//osmC//acrR//ycfL//rpsJ//ompN//yieK//livG//ynfF//trg//betB//emrK//ompF//insA-1//pinQ//rplE//narL//yejA//yphF//cpoB//cbl//eutD//fadK//frdC//rpsK//frdD//yjjI//yjeI//mltG//rsgA//yidC//lacZ//idnO//pcnB//frlB//cysZ//narH//coaD//yfbS//ybhA//amiB//fdhF//mmuP//lptG//clsC//prmC//fadB//pmbA//preT//gatA//yadV//sbcD//ubiH//lysO//mutH//hisI//higA//ssuE//yahF//mukB//fliT//araF//araA//yfgI//nadA//ygeX//hisC//murF//aceA//lpxL//lipB//gmd//sgrR//gnd//yccX//rbsD//asr//yccA//cysM//lptD//baeR//nanK//ydjE//ybfE//kdpC//lsrR//mocA//yhdZ//mdh//lysU//prc//ydhK//lepA//ybdH//lacZ//insI1//pntA//agaC//ftsI//xisE//scpC//pckA//ybcQ//yehY//nikD//cyaY//ycfS//cvpA//rpsN//bcr//garR//ccmD//ybdG//nupC//ynfH//hyaB//aaeA//wbbK//pyrF//ydcZ//dnaK//galS//chbR//rpsO//qseB//ydeE//galT//sad//mltB//waaG//uof//lolE//prfC//mrcB//yfdK//yaiW//flgG//gltB//pabB//rng//glvB//secG//acpS//envR//pldB//ybiT//znuB//trmI//purL//yfeR//ftsB//prpB//phnP//yccS//mscS//thiM//uspB//setC//nagC//potG//ydhK//ldhA//ribB//proV//pspD//glpD//mepM//yfgJ//rimI//ybiY//dinG//rfbC//atoC//hflC//patA//ytfE//gpmA//mglC//ygeX//yfiE//frvR//nagC//frwB//ydeE//lplA//glsA1//ribA//cmk//uhpB//codB//rutC//exbD//bglF//tsr//cusA//thiD//rpiR//asd//ydiQ//trpS//rodZ//chbF//ydiR//msrP//yahO//ddpX//clpS//ydcM//trpE//nagA//ispU//arsR//rbbA//wecB//yiaJ//uspC//atpG//torZ//hybA//agp//yqaE//wecB//hupB//treB//rihB//yjtD//citT//pstA//znuB//gnd//dtpD//abgR//fadA//dadA//yqaE//topB//bamE//yafQ//dcuS//surE//waaJ//yafE//thiD//pflA//gatY//yjaA//adiA//ydiP//cvrA//alkA//yobA//waaS//dapB//ynfL//nrdG//mglC//dmsA//sixA//dtpA//tolB//ibaG//ydfD//minD//tamB//accA//rhtA//yqeF//gspE//pdeL//rplI//yciK//ispF//pflB//yraK//nth//dsdA//lgoD//azoR//guaA//sufD//hisG//abpB//dgcJ//ulaC//folD//sfmA//yciA//rcnR//surE//yiiE//cspD//cheB//oxyR//fadL//mcrB//arnD//yhbX//aroE//crfC//flhE//yidQ//kefG//sapF//pncB//rayT//crfC//hslU//nanK//dtpC//fabR//yeaG//rbbA//ptsN//rfbB//sfmF//suhB//hscA//ndh//fdhD//cysM//thrL//sdhA//gnsB//sfsB//cyoB//murR//tatE//ppsA//glsA//ldcA//yjjB//ruvB//glpG//ubiA//csdA//recA//rplK//yecS//epd//preT//selA//rbsK//yejF//atpC//cueR//cbpM//hflK//hdfR//hdhA//cyaY//yhcN//atpB//gsiD//yjjQ//yphD//decR//yqiJ//hemC//yahF//aroF//yghU//ybhF//elfG//insI-2//iclR//frdA//lpxD//frvA//wecC//chbC//amiD//rseC//minE//entB//exbB//fruK//elaB//exuT//murG//rhsD//rpsS//yggW//yohC//pflA//paaH//yraR//
GO_0044272_5	cydD//mreC//ugpA//csgG//purT//yhcN//glpA//nudF//aroH//focA//tufB//yddM//nirB//fixC//aaeR//recF//idnD//lacZ//waaG//codB//uspE//modC//yeiE//yfhM//sugE//rplJ//tus//sapA//lpxK//tesB//poxB//mfd//yddL//hemN//prpD//bioD2//ybiJ//ddpA//yjhH//ygbI//elfD//hsdR//lrhA//plsX//
GO_0044273_5	ychO//rnlB//fpr//dusC//ebgA//hcaC//lit//ybcJ//phoQ//mntP//mrcB//yceO//sfmA//atoS//cynS//fadI//
GO_0044275_5	dmsB//yidL//ftsL//ykgF//gadC//insB-2//yegD//rutE//rpiR//caiD//cusF//gpmA//queA//yjjI//csgA//yabI//crcB//hcaF//cspB//pbpC//uraA//rluF//frmR//rfaG//tolR//alaS//tehB//ulaF//yagU//thiD//ybaQ//flhC//gntR//yghO//rpmE//leuE//arnE//moaE//rnlB//trmO//yihV//
