#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	gcd//nadA//dnaA//hypA//
GO_0034661_7	xylH//adhP//yqiG//alr//
GO_0034755_9	tmk//hyaC//epmA//lpxP//
GO_0034762_6	dfp//pspG//hyfR//yqjA//uspF//yqjH//dcm//yigB//
GO_0034763_6	nagA//csgF//
GO_0034764_6	lldR//dsbB//
GO_0034765_7	iraM//fpr//accC//ebgR//ugpB//dicB//ybdN//
GO_0034766_7	holB//
GO_0034767_7	elfD//nrdB//
GO_0034775_7	yjiQ//xylR//gadX//ssuA//lamB//
GO_0034983_9	tdh//tyrR//
GO_0035235_6	dgcF//yfcF//sgrR//fecC//
GO_0035303_8	napD//pcnB//yegS//ygaH//nfo//
GO_0035304_8	arcB//
GO_0035306_9	sapA//
GO_0035307_9	rluB//
GO_0035335_8	glnB//fabB//treB//
GO_0035344_8	ompR//sdhA//
GO_0035350_6	agaC//
GO_0035383_4	cpdB//gpmA//rluE//galT//fmt//kefG//nudB//mdtA//
GO_0035384_5	uhpT//thiP//
GO_0035429_8	malS//proX//lpoB//ratA//tdcR//adhP//
GO_0035433_7	frlR//hcaT//
GO_0035434_9	ribA//tar//yfaV//ybaL//ssuA//
GO_0035435_9	ubiD//yfcQ//rzoD//thrA//dnaG//ytfQ//alaS//cheW//tdcB//
GO_0035442_7	pgl//yfdG//yajD//rcsD//hybB//rhsD//frsA//ubiX//eutN//rhlE//osmF//
GO_0035443_7	polA//cysG//kdsD//ybeQ//narL//phoP//aroK//rutD//
GO_0035444_9	ralR//recQ//clpB//pgaC//hsrA//livH//bdm//
GO_0035461_6	ygjK//gmhB//glvB//rplD//hemF//crfC//ybiA//ydeI//mreD//yqeF//
GO_0035510_7	mtr//cusS//pdxA//npr//dgcJ//
GO_0035511_5	fliG//
GO_0035513_5	ygfA//
GO_0035524_8	acnA//
GO_0035552_6	yhhZ//
GO_0035553_6	mtlA//
GO_0035556_4	nmpC//ftsQ//ydfD//hda//bglF//sdhC//qorA//fadA//yehT//yjcO//insA-2//ispF//tcyN//yagU//groL//ytfQ//dsbB//glnL//fabZ//sbcD//ompT//purT//yqcC//ybcM//narQ//kbp//fliS//moeB//hypF//aroA//ibpB//hypC//selB//mdtE//accC//ybaM//clsC//puuE//zntR//yjjX//acrR//hemB//pldB//tap//gadW//otsB//
GO_0035600_8	yidR//
GO_0035601_7	melA//fcl//hemD//
GO_0035672_6	fimH//yjiY//ubiX//mdtK//setA//cusR//arfB//clsB//phr//ghxQ//yjhB//aceA//frlC//yidD//yfgJ//gpmA//agaC//thiP//psuT//gspE//
GO_0035690_5	yfdR//yafS//yhhZ//dinG//mdfA//tnaC//yaiW//pyrL//ccmG//glxK//yejA//
GO_0035725_9	znuC//ydiV//lipB//sbmC//flgK//ccmE//gspJ//
GO_0035784_9	atpF//
GO_0035821_4	holC//yehC//cirA//yhdX//ampE//
GO_0035864_6	lasT//
GO_0035873_8	recE//sgcC//
GO_0035890_5	bipA//ybbY//panB//rsmJ//
GO_0035891_6	yjiR//fre//hyaA//srlB//
GO_0035966_4	zapA//rbsR//yicJ//npr//fes//rapA//rtcB//
GO_0035967_5	blr//araF//mdtL//allD//satP//
GO_0035999_5	tdcD//sbcC//sodC//nikD//
GO_0036001_7	entA//
GO_0036046_8	pdeD//
GO_0036047_9	malE//
GO_0036048_8	rlmG//
GO_0036049_9	yjgX//
GO_0036088_6	ypdF//
GO_0036103_6	cusC//uxuB//
GO_0036104_6	yajR//fimH//
GO_0036172_6	ubiG//
GO_0036211_5	kdpF//ycbX//pdeR//ygeX//yajR//fdoG//fepD//elfG//rpsL//puuE//rutC//bdcA//actP//yjiY//nrfE//cyoD//ldcC//gatB//rsmB//ccmA//yfiF//secY//ybgI//tmcA//yaaY//fadD//mutL//proS//rcnR//asr//aroL//gltD//paaK//lysC//fimE//rpiA//yafS//adeD//menE//abpA//glnB//infC//yghU//rpsT//pepQ//yajD//ydcS//hldE//pmbA//caiB//fruA//dnaE//yobF//seqA//chaC//iscR//crp//chbA//pinE//hisQ//cusC//rplI//hdeD//codA//tatB//yfcP//rimP//oxyR//nagE//rlmL//menE//yagE//rbsA//rcnR//yeaG//yidL//fimE//ygcR//ypdF//pyrL//menH//holA//mscS//gcd//sdhD//yejB//cmtB//rtcB//yiaO//astB//yagJ//flgJ//dgoA//mhpR//ompC//tufA//acrR//tsaD//smpB//evgS//pspA//deaD//bglF//pgaB//cysA//pflC//glpF//mglA//yhdZ//ompG//yjiR//smpB//proS//yajL//ltaE//pspC//ygbL//rpsI//sdaB//gutQ//ybhF//pitA//tusE//frdD//thiQ//hofN//rnhA//yjcE//yadN//cpxR//folE//ygjR//waaL//ubiA//fimD//ydgA//pyrF//ssuE//ldtE//nanE//araH//rpsN//
GO_0036214_3	barA//
GO_0036265_6	bioB//xylB//rpsI//rpsB//
GO_0036289_9	dtpA//ilvA//
GO_0036293_5	lyxK//rfaQ//yfdO//
GO_0036294_6	thiE//rpsO//citE//
GO_0036388_7	pgaD//
GO_0036447_5	envY//kdsA//entS//
GO_0036448_6	pinR//sfmF//yggW//
GO_0036460_5	cycA//macA//casD//fdnH//plsX//dgkA//
GO_0036506_5	rlmM//
GO_0036525_7	gcvT//
GO_0038083_9	puuR//arnA//gph//crl//lexA//
GO_0039633_6	minC//mocA//manA//lplT//
GO_0040008_4	cadC//ftsB//dgoK//ompC//tig//dgcN//elyC//mdaB//yajR//malF//
GO_0040012_4	kduI//ybdM//garP//sppA//rzpR//yqjH//rsmC//pyrD//iap//lysU//yejA//hda//pagP//ynhF//
GO_0040013_5	pldB//bepA//galE//yigB//astB//kbaZ//ompF//
GO_0040033_9	panZ//
GO_0042026_4	ccmC//yidD//trxC//ssb//tap//murQ//recC//tsf//cspD//
GO_0042040_7	pitA//
GO_0042044_5	adiC//
GO_0042126_5	ibpB//alkA//rsmI//gatZ//
GO_0042128_5	yjaZ//citX//
GO_0042133_4	yfaV//fumB//eamB//narU//yehW//panZ//entS//serC//gsiB//paaK//kefG//yraI//metL//aqpZ//glsA2//hns//
GO_0042135_5	rimO//gph//aaeA//phoP//map//grpE//ypdC//epmC//ygjK//rpoA//idi//hyfF//rpoE//
GO_0042136_5	ttdT//sgbE//
GO_0042150_7	deoD//livF//leuO//
GO_0042157_5	aldA//nanA//yjeI//yhcF//
GO_0042158_6	nadD//mak//yhhZ//
GO_0042168_4	rffM//yifB//dapF//psuT//nrfA//radA//ppsR//xapA//fliL//
GO_0042176_6	wcaJ//hyfR//uxuR//malZ//
GO_0042177_7	ygfZ//envC//ybhP//
GO_0042178_5	cdaR//yidD//cyoC//uof//alkB//tyrB//yhbS//potE//spoT//aroC//codB//sanA//yfcG//yddA//uvrC//frr//yjjG//rfbC//ydiK//
GO_0042180_4	xylG//yiaF//alkB//dhaK//yphD//bglJ//mtlA//folX//glnA//sodC//nrdG//nudF//pabA//uspC//dnaN//adiA//entS//ybhJ//idnT//fadI//atpE//rssB//deoR//cysZ//mlaE//ribA//fucK//cas2//znuA//yphB//insA-1//guaA//folE//lysR//gltB//mdtQ//sspB//fepB//yeaG//rcsB//torS//fdhD//yceD//yqgF//yfcQ//phnP//hupB//yfaE//waaA//plsC//efeO//yfjV//yihT//murD//umpG//casE//ybgI//cpdB//lysU//
GO_0042181_5	djlC//gcvA//htpG//rpsA//ilvH//rclR//yajL//fepA//hisA//rimP//araA//lldP//cpdB//ybeQ//fdhD//yqgB//yciT//rseB//hinT//tomB//rlmE//yciA//cydA//bioH//
GO_0042182_5	nuoH//gltP//lptD//agaD//cusC//yhcH//tatB//arsR//yeaV//ccmH//tufB//rpmG//cmtB//glgB//cueO//lipA//aes//mtfA//dsbA//feaB//mdlB//garD//gldA//ubiD//map//yaiW//bluR//spy//trmO//
GO_0042219_6	focB//csiD//nuoE//malY//chbG//
GO_0042221_3	kup//fucP//icd//tdcR//yrfG//nupG//agaW//nrfE//ynfK//kch//araE//ydeT//casD//pstB//purB//dtpB//yjiQ//pepD//alaA//oxyR//rplM//tcyL//wecA//ppsA//mdaB//envC//sucB//holD//phnP//recG//alkA//fhlA//yehY//fcl//lapA//hscC//araE//ssuE//gadE//rffT//tqsA//mdoG//paaD//yieH//nuoG//dedD//lpxL//rfaE//rusA//cdd//dhaL//oxyR//ycdX//pdeR//fbaA//ccmC//rpsN//dmsB//amyA//napA//pgsA//phoQ//ygeA//cbrC//gmk//eamA//ampG//nadE//yidC//fdnI//plsC//yhdH//ugpB//phoB//rnhB//ydfD//plsB//speC//lapA//kduD//udp//seqA//gntR//arcC//rffH//iraP//iraP//elbB//yggW//yagJ//ackA//malS//ccmA//appA//edd//lacY//hypB//fliG//ynfE//prs//pdhR//nagB//mscS//mtlA//mltG//sodC//citT//cysH//gcd//ibsE//pcnB//abpB//dbpA//cobU//ccmF//paoC//greB//yahB//ygfI//lolB//sufE//yfjV//sucC//ddpX//uidR//ybiS//pheM//yqiJ//yjbE//ydiK//ttcA//lnt//pabC//ychF//alpA//hycB//pepD//adeD//nemR//fadK//recJ//cusB//yciH//ybcL//murI//argH//katG//ruvB//rhtB//napF//kefG//fruB//ushA//ynbB//mraY//malY//ilvC//ftsI//gltI//mdh//mtlR//ompN//hpt//gltL//ahpC//nudC//dinD//ftsZ//mgrB//ridA//mobA//caiB//ugpC//cheY//ydiR//amiC//pgm//mglC//hyi//ykgF//yejA//hypD//prc//rlmD//ilvH//lpcA//ybaE//waaY//lnt//ybiH//ibsD//murD//rbsA//glnE//yphB//speE//yggF//yjiY//mnaT//yehP//emrB//iraM//frwB//gor//tehB//ybiX//yjjB//paaX//sbcD//menE//zapB//rpoS//ycbV//ycfL//acpP//abpB//fhuC//thiG//dgcQ//tig//ymdB//insA-1//fhuB//gspF//osmC//phr//yraR//carA//gapC//sufS//ynbC//uspE//rpmA//mcrA//spy//
GO_0042245_7	alsB//tehA//pgi//
GO_0042254_5	yggP//fabA//truC//pldB//ileS//cyaY//pgl//
GO_0042255_6	ydfH//dnaT//
GO_0042274_5	hscB//ydeM//thrB//ihfA//
GO_0042278_6	zapB//fabH//uraA//rplL//intF//yceO//yfbS//ibsD//ssb//lysP//pgaC//tyrR//rhoL//insI4//sufA//murE//ybcM//recJ//
GO_0042304_7	rnpA//rlpA//cspD//
GO_0042325_8	puuA//ydiB//
GO_0042327_9	nagE//
GO_0042330_3	murP//sapC//ycjR//allR//ybeY//epmB//rfaQ//ppiA//bamC//ispB//phoU//cheA//pgaB//phnI//rppH//fimE//
GO_0042350_6	crp//
GO_0042351_7	hisI//
GO_0042354_7	aroG//comR//lsrB//hchA//amiD//gpp//
GO_0042355_8	mfd//gadA//idnK//yjtD//elbB//truC//
GO_0042357_5	chpS//proB//
GO_0042362_6	yajD//
GO_0042364_6	rzpD//tyrR//srkA//cysB//garL//rpsT//nikB//creC//ybhR//sapC//yidC//udk//bglX//degQ//rpsJ//sdiA//pepT//yjjQ//dgcN//fdhD//rbfA//arcB//hpf//yidL//tufB//glpB//paaZ//pphA//ycdY//hycI//putP//ymfK//hprR//ydfG//patD//sdhE//rplF//frwC//serB//rstB//rluC//waaU//ydfD//rutG//queA//bssR//asnS//cvpA//yphF//lysO//garR//lsrA//pitA//dgcJ//nudG//ribE//
GO_0042365_6	cas3//hcaD//galP//thrS//
GO_0042371_7	mhpT//
GO_0042373_6	proA//
GO_0042398_6	prkB//bamB//ibsC//ynhF//ligB//ubiJ//lacZ//gpt//kup//hokE//mzrA//dgcT//tdcD//menH//nlpE//tauC//infB//ygcO//emrY//otsB//
GO_0042401_7	sbmA//rseC//yghU//cusR//ogrK//cadB//cysI//hisI//arnE//yfbV//uspG//treB//dnaK//uvrY//
GO_0042402_7	yqhD//yjhH//dgcF//ycdX//yjbH//pabC//rusA//hybO//yohC//narG//pbpC//rzoR//codB//
GO_0042413_6	serS//sbmA//ycaN//insI4//
GO_0042430_5	yhfK//hisP//yneE//sseA//adeP//sgcX//nadB//mepS//pgl//borD//
GO_0042435_6	yjbE//agaD//recX//narW//glvB//ynfH//gatA//tnaB//ygjK//
GO_0042436_6	rplK//
GO_0042439_5	rfaC//
GO_0042440_3	mltC//cysD//nrdE//ygiW//ydiO//yjfF//pdeH//entD//ydiB//metR//rimM//gldA//ynaI//agaA//
GO_0042443_5	tus//ybeQ//
GO_0042445_3	mog//ygeA//hcaT//ycjD//dtpD//yfcG//bioD1//aroB//elfC//eutK//fabB//yehA//gnsB//ompN//
GO_0042446_4	rzpD//
GO_0042447_4	yieL//recN//ybdG//gfcE//narJ//yiiD//xapA//trmO//yfbS//nrdF//atpC//yhaC//znuA//
GO_0042450_7	glgA//mdlA//pyrB//phoR//ymgC//bluR//
GO_0042451_7	artQ//napC//yagI//ulaE//torD//znuB//
GO_0042453_8	fimH//
GO_0042454_7	ruvC//shoB//appC//ibsB//yqjA//gadX//trpR//pdxA//glmM//osmF//sdiA//surE//
GO_0042455_7	aspA//yhhT//yajQ//gspE//agaI//pinR//tatE//dgcN//ytfT//yraI//menI//yodD//purU//lacY//menE//cueO//fhlA//
GO_0042493_4	frvR//argH//gadB//fimD//lit//tsaE//mraY//glpK//yoaA//oppD//frmR//smpB//araD//nadC//phoP//feoA//gatA//ychO//glxR//yacG//ugpA//hisF//tap//kbaY//secA//rpnC//casE//tktB//glpD//yaiV//cusS//baeR//kbaZ//ydfG//yajQ//yadI//yebQ//phoA//xdhB//galF//frmR//grcA//acpP//hemH//iraD//ydiZ//recN//araC//rpiR//
GO_0042537_5	yqhD//rimL//ycfJ//surA//cspD//cysZ//yjjG//sgbE//bglB//ybiS//ykgA//mepH//add//fliL//ansB//hyfF//uvrC//accB//caiF//ubiJ//appC//pgaC//
GO_0042538_6	kbaZ//evgS//
GO_0042542_5	mtr//sutR//pdhR//zntR//malP//fis//yejF//mscK//rnt//rsmC//crcB//yegD//yfaU//mtfA//nanC//soxS//recQ//cydC//
GO_0042545_5	yqeF//
GO_0042546_4	yqeG//gpp//hemC//yhdW//sfmH//ybeF//minE//rpsG//ccmE//gltB//
GO_0042558_5	aspA//ihfB//modA//gppA//insA-1//yfaE//ybhA//arcB//kdsC//ftsA//oppA//leuO//metK//manX//fcl//ftsW//yagG//truA//
GO_0042559_6	fepB//ibsD//menF//hypA//cheW//idi//rna//sufD//tusE//sapB//ogt//lsrB//insI1//
GO_0042560_6	tsgA//cobS//
GO_0042592_4	galF//uspE//holE//dinJ//sbmC//rsmB//tnaB//mrdA//waaP//rpsP//yqhD//uspF//zapE//proX//yjjX//rbbA//ibpA//rnr//pgaB//rssB//hcaE//ldtD//fdoG//ybaT//moeA//gutM//dnaG//yihP//lpxD//gldA//ubiA//yeaG//ghoS//potD//htpG//degS//ibsC//pgaC//rimL//umpH//yahB//gnd//rhmR//ygbL//btuE//mhpR//galE//ydhK//rpoH//atpF//narY//rutC//shoB//rpmB//murG//hyfA//yeaD//nikC//nepI//
GO_0042594_4	ompG//alkA//tamB//sgcB//yaiW//priA//rpsQ//trpGD//cyoB//ydjL//speC//fdoH//hemB//fdnH//puuC//recT//rpsI//napA//edd//uspG//btuB//yadG//hisQ//mpaA//purF//ahr//ychF//pldB//yodD//srlR//pepA//sugE//malE//rpsG//dgcE//
GO_0042618_5	nirB//
GO_0042619_6	btuC//
GO_0042710_4	ghrB//tolQ//napF//prfB//trmD//yfdR//yaiW//iscA//wecB//bepA//ihfB//mrcB//murP//hflD//copA//lapB//ydaC//speB//prlC//thiC//pntB//yebZ//alsB//ynbC//cyaY//dnaX//yrdA//potH//pfkA//speA//cycA//gabP//parC//hha//tcyP//ybdH//exuR//pepN//hdfR//sufC//rsmD//fliT//tamA//uxaB//mipA//tdcA//pgaA//trpD//fdnH//opgC//glnS//
GO_0042723_5	serC//allS//artQ//xapR//mazG//rpsT//der//cynS//yahK//prfB//hemL//glgB//
GO_0042724_6	yghW//mraZ//osmE//uacT//yceO//dusB//ygeV//rcsF//prs//galF//
GO_0042726_5	mdlB//dapD//ypdA//malI//exuT//pyrD//tdcR//yjaA//
GO_0042727_6	pppA//yqjH//chiP//phr//clpA//ydjE//nagC//prmA//
GO_0042732_6	acnA//ccmC//cpxA//hypA//amiA//
GO_0042737_5	fpr//ibsE//parE//ftsH//yciK//yehY//pgi//elaA//smrA//pck//rsmC//chpB//dusB//rplJ//ydaV//yiaF//yihX//lpxP//ycgV//dcuR//rplS//adk//surE//serS//nanA//hsdR//rpsN//helD//glmU//yafC//polA//gatD//ugpA//yijO//bioD2//rhaS//modB//fimD//rhaR//mltF//ybiX//yfbU//ycbV//yjgX//yafC//secY//fadR//nadK//accB//tsf//ybbY//btuR//yraK//yicJ//aroF//
GO_0042743_5	wcaC//cnu//
GO_0042744_6	acrD//hslR//
GO_0042759_7	tatB//fimH//
GO_0042773_6	hflK//
GO_0042777_8	phnN//
GO_0042779_8	glnK//
GO_0042780_10	rplN//murI//bcr//
GO_0042816_5	gadC//ymgF//arnB//nrdB//ppc//yebS//essD//hflD//mutL//
GO_0042817_5	soxR//
GO_0042819_6	parE//napF//agaC//ssuA//nlpA//yejF//lldP//rplY//ybiS//
GO_0042822_5	ydjK//dfp//yhaV//tsaD//ccmC//yadG//dinG//
GO_0042823_6	cvrA//pyrC//yoeE//glcD//cusC//zupT//paaZ//
GO_0042836_5	ydbK//fbaA//queG//mraZ//
GO_0042838_6	fliS//yodD//patA//pck//
GO_0042839_7	pitB//insA-2//ytfQ//rpoA//tusD//tsx//
GO_0042840_7	yciK//holD//citC//seqA//dusC//yejF//
GO_0042843_7	argD//glpG//
GO_0042844_7	ssuC//
GO_0042846_8	ybaL//
GO_0042851_8	panE//grcA//phoE//tpx//
GO_0042852_9	setC//yhdX//eptC//
GO_0042853_9	moeB//
GO_0042866_8	cysA//bssS//ymjB//mglA//cysI//yagJ//ydhJ//napC//alsB//tamA//rimP//atoB//lnt//casD//rffG//cysN//cysC//pdeK//
GO_0042867_8	nemR//
GO_0042873_7	fabI//eptB//cobT//cysP//dinJ//rsmG//ftnA//
GO_0042882_10	ghrB//nagK//plsX//
GO_0042883_7	rcsC//napD//accC//tgt//tdcG//waaA//hisQ//fruA//
GO_0042884_7	viaA//amiC//yjbF//rplW//bioF//tsx//gntT//
GO_0042885_8	pabB//
GO_0042886_6	cbeA//tmcA//fsr//mhpB//uhpB//roxA//ynjA//leuS//ydaV//folD//hdfR//ynfL//ycbV//fryA//cspC//trpE//panE//dut//glcE//glvC//fimB//eutR//yedA//wrbA//fdhF//melA//sspB//cspI//ribF//bdcA//hypF//rluE//fixC//rhaR//rpsE//agaS//ygcW//cheA//ydfH//ybcC//hcp//nfi//proQ//rsmF//fdrA//cvpA//pliG//ygeR//yiaB//lasT//bamD//fadE//cpdB//marA//ytfQ//flgM//sufC//kilR//kbaZ//cobU//carA//acpT//arcB//patZ//preT//guaB//insI-2//yejA//kdpF//rplQ//moaB//fliL//ydbK//waaU//yrfG//selA//phnP//epmA//citT//lldP//hemH//nadD//rsmB//sfmF//prpR//mlaB//ptsN//cbl//
GO_0042891_6	ygcR//rbsD//ybiV//hybF//pal//pgsA//glgB//glpG//nuoB//nuoE//mngR//cyoD//sbp//ygiW//rnhA//fadR//psuT//ndh//rpmG//dut//dctR//ompL//osmC//yjiM//fruB//pdhR//mazF//tauB//napF//rfaE//yecS//tusB//
GO_0042906_8	fdoG//rhaR//dgoA//tyrB//
GO_0042908_5	ssuE//mocA//prlC//dnaT//tauD//hofO//arnT//ygbL//mnaT//hemF//folP//cysW//groS//aroC//argE//ulaG//
GO_0042914_8	ynfE//caiE//
GO_0042918_6	yafS//cysP//kdpF//dctR//mepH//
GO_0042919_6	pckA//
GO_0042920_6	wecA//
GO_0042928_7	ygjR//
GO_0042930_7	ybaL//fnr//garK//yefM//yhgH//ftsP//ralR//pheM//
GO_0042938_8	prfB//yijE//hycH//btuB//yiaU//malI//rraA//flgK//mltD//zitB//sohB//pphA//yagE//glnP//yraH//
GO_0042939_8	yifB//ldrB//yieL//yciE//argT//mgrB//alaC//fabG//tynA//sufB//
GO_0042940_7	paaD//csgA//yidA//dxs//yciH//
GO_0042941_8	ubiH//
GO_0042942_6	yfcU//ibsB//
GO_0042953_6	torI//wcaJ//ybfA//
GO_0042956_8	rof//aslB//argI//yodD//aroE//
GO_0042968_8	chbF//malP//nadC//
GO_0042981_7	thiI//
GO_0043038_5	ydeO//arsC//rmuC//yidC//pbpG//groL//yeaV//rpmC//rhsD//murG//hprS//mtgA//gfcE//yjfP//maeA//mgrB//relB//kbp//bdm//prfA//prc//uhpT//slmA//pncB//treA//trmI//
GO_0043039_6	insI1//djlC//ydiF//nrfG//yajQ//napD//prs//nagB//yadC//cheY//fimC//rplL//add//ompG//dgoR//yjbB//bisC//lsrB//iscA//rsfS//nmpC//amiD//iscS//insA-1//yejB//
GO_0043041_6	xisR//
GO_0043043_6	tauA//lgoR//yidL//gpmA//allR//kdgT//feaB//nupC//atpF//wzzE//yhdH//ycfJ//fic//yeaV//sucB//waaB//lgoD//yehC//sstT//hdfR//tufA//ycjP//murC//yagE//tnaA//modC//wrbA//selD//rclB//ycbX//nudG//pheS//yohC//ygeW//cysD//ftsA//nrfD//araH//fadI//mnmA//selB//lptE//rhmR//thrA//speA//cspB//rpmB//trpB//cspI//umpG//yehY//ydeO//yjhC//murI//yadG//asnA//asr//argP//mcrA//cydB//pdhR//
GO_0043067_6	radA//
GO_0043085_5	eco//acpP//gpsA//yedX//ypdC//ycjU//yrbG//syd//mdoD//yfjR//glrK//sdiA//zapA//lspA//hsrA//yaiW//galE//phnM//ybjI//bacA//ynfF//flgC//yciH//
GO_0043086_5	mltC//rnr//rhaD//ileS//mreC//thrS//yedL//yahI//insB-4//ygeR//pyrE//dtpB//tolQ//proC//mntH//yccA//gph//lpxP//umpH//envC//nuoG//tdcR//rmuC//rcsA//rffT//sucA//
GO_0043087_6	lipA//yiaT//ydiF//lepA//
GO_0043090_7	fadL//fabZ//ybaM//nagZ//arnF//ychH//sodB//yggD//rcnA//hemC//
GO_0043093_3	yadI//ybjC//ydfH//atpB//polB//mutH//xylH//argO//ilvM//ldtE//gltS//argO//dcuR//lapA//dppB//ftsK//alr//
GO_0043094_4	aroE//eutR//ascF//menD//cusA//ttdA//cyoE//waaL//dbpA//uof//xdhB//rpmJ//ftsA//mdh//ais//focA//hxpB//nsrR//flgB//rplW//ftsQ//ybiW//
GO_0043096_6	deoR//essD//uof//
GO_0043097_6	ycdX//gltI//nac//cysD//
GO_0043099_7	uidC//
GO_0043100_6	galS//
GO_0043101_5	mrdB//glvB//secY//uxuR//
GO_0043102_5	evgS//hinT//lpcA//rcsB//
GO_0043103_7	mmuM//
GO_0043111_7	iscS//
GO_0043137_6	dgoK//yjbB//
GO_0043150_8	cheZ//
GO_0043157_6	gadX//
GO_0043164_6	fryB//fumB//thiP//yadC//nadA//fabZ//srlR//paaX//
GO_0043165_6	fliD//zntA//torR//kefG//pepB//uacT//msrB//panE//dkgA//yedF//
