#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	sgrR//ygeW//metI//ilvD//
GO_0034644_7	galT//rpsM//
GO_0034645_5	queF//coaE//cpsG//selD//hemN//atpG//fhuF//livF//pyrH//cbrA//treR//yadK//ydfK//potD//ahpC//pdxK//dgcM//ycjD//galK//modA//araH//blc//yhiM//envR//tar//ispG//exbB//mak//pdeH//oxyR//sgbE//hybB//ibsC//intE//yedL//fumA//yeaG//fetA//hofO//glpB//nrfA//folA//rsmJ//caiE//hisM//icd//sodB//insI-2//malE//mngB//acrR//ytfQ//hofM//lgt//napA//lsrD//glpD//alpA//caiE//dnaT//dkgB//rimJ//cra//rpsN//queA//rpmE//zapA//ygiV//hcaR//feaB//mlaE//putA//pphA//cueO//yagF//yohD//aes//tolB//ydjL//lamB//ompW//melB//alaE//yidC//selA//serC//pdeF//clcA//sohB//ndh//pal//sodC//gdhA//coaE//mutT//wbbK//ydiB//mltF//dbpA//ybaT//dppC//hha//rsmB//tatE//yhbY//npr//uvrC//ypjD//slyA//yggF//mgsA//fiu//flhA//sgcC//lolA//rpsO//fabB//dmsC//miaB//sdaC//dusB//iscU//rspB//rnhA//mscK//rssA//menD//yfdK//btuE//cca//adiY//mutY//fdoH//yciH//sucB//nfsB//gyrB//hda//rbsK//ugpC//argK//ldcC//ortT//nikC//gadA//alaA//phnJ//yagJ//hrpA//motA//hicB//yphC//yghU//yceD//hxpB//ycfL//yaiP//pgaD//tktB//mzrA//bioP//ldtA//narV//hcaD//ychH//ldrD//glgP//fliT//uxaA//betI//rapA//nikB//malK//creC//btuE//nanT//sapC//prlF//pdeF//yjiM//uxuR//ispH//pdxK//dppD//trpB//codB//livJ//pheP//frmR//agaV//napB//yifB//gldA//intZ//cytR//nimR//betA//metH//ydeE//hdeB//mscS//insB-4//surA//rzoD//treB//aqpZ//hxpA//tonB//cho//torC//ydfD//def//dnaE//cycA//dut//yeaE//def//cysM//flhE//cheR//ppsR//envC//pepB//ybjN//mug//prpD//srlE//casC//yiiD//tsaB//osmF//nirC//yfbU//rssA//cheA//rimP//wzzE//proB//basS//gabP//ulaF//yhjR//dadA//yahF//gcvH//hycI//sufS//rarA//sdhA//pgaD//yjbB//arsR//cysZ//slyD//trmD//rzoR//yhiM//purN//hemF//fic//abgA//mltA//amiD//hemL//solA//gltK//eutN//yieH//fdhF//minC//waaQ//ubiX//xylB//mltC//wecB//pepN//dapA//hslU//trpB//dpiB//ibsE//gcd//napB//dnaX//rusA//yebC//frlB//greB//yejA//fcl//oppB//frlB//menI//rzoD//yeeJ//pspC//nsrR//kdsD//sgcE//ydiO//aidB//amiB//kch//prlF//
GO_0034654_5	argA//mutY//holE//hcaC//yaaA//ygfI//rfaH//chbA//ykgO//hyfR//phoE//cheY//cyoC//rluF//yjaA//dgoD//cobC//insI-1//fruB//ada//cra//ghoT//gpmA//prfB//rplY//cheZ//hxpA//fecC//gabT//yjiQ//ycaO//hybG//fdoI//truB//agaI//iraP//ynbB//lpp//rhmD//phoE//bcsA//nuoN//pspA//fic//dmlR//dld//queE//hypA//serC//flgM//ddlA//livJ//mlaE//pdeF//pykF//rna//yhbS//yfgI//arcB//rnt//betT//sdhE//ulaR//glnD//trmI//nagE//dppA//yfcQ//opgD//metR//lsrR//rffM//rplA//srlA//leuC//yhjC//pppA//patD//dppA//yadK//alkB//ycaN//mdfA//bamB//iaaA//wrbA//tabA//cnu//metN//ydaN//ftnB//fucP//yaiV//fabR//cpxP//yagJ//cusB//phnJ//dhaL//yihW//corA//rplW//sgbU//cspE//agaR//asnC//rhsD//ribD//nlpD//ribA//mocA//murQ//tatC//speA//betT//rutF//lasT//sbp//acrB//dapF//yjiM//yajR//rlmE//yeaK//rlmE//fucI//nepI//yidA//intS//agaW//trxA//ulaE//secY//rcnB//xapA//rpiB//frmA//ybhP//hpt//sodA//rplD//atpA//hyaA//yjgX//hybD//mtlD//entB//murF//dnaX//trxC//ycbB//sbp//tqsA//purF//ybbW//yehA//mdtA//xthA//ybhR//rhsD//abgT//glyS//cheR//mutS//yfgI//rsgA//ybcF//pitB//mug//gltX//ompF//rplM//ldcC//yehC//greA//ebgA//yfcU//xanQ//hemE//yeeO//yccA//mtnN//yfbS//slyD//yeaD//ssuA//agaR//manZ//arnB//pyrB//cysP//potC//yhaO//alsC//araB//lspA//pheT//fhuF//glsA//bglF//ibsE//proW//yjbE//bamC//cysA//idnO//ybfE//prlC//rsmG//nuoE//rplK//hybD//hscB//proQ//yfcV//dnaC//sfmF//elyC//pgm//rhtC//yraK//fnr//insA-1//yadI//frlR//menD//argH//nhaR//gspI//slyA//fau//dhaR//gabT//mug//yccX//ubiB//csgE//zntA//cyoB//mhpT//agaC//frlA//rfaH//gstA//secA//cpxA//ygbN//cstA//evgS//murE//uidR//wrbA//nirD//yaaU//metE//lptB//sohB//yibT//yqhC//
GO_0034655_5	yfcS//ynhF//narH//tyrR//yfdC//ruvA//potD//dinB//arnT//dnaT//yefM//csiR//yiaO//hybA//hsdM//tdcA//rutC//phoP//yfdC//ahpC//rluF//arcB//ldrA//mrdB//truD//lysC//cysK//codB//ghoT//yidH//ybfE//ilvE//fimH//ldtB//flgE//serC//umuD//narH//yafE//gcd//ispG//zapD//dnaB//ridA//ispG//rlmD//acrF//puuB//yjbF//ibsB//glmM//asr//rpsA//tldD//intE//solA//nagK//araF//yciG//yfbU//ccmH//recA//nlpI//hisP//cytR//dpiA//pth//mtlR//sodC//tap//fumC//nirB//ycjP//
GO_0034656_5	flhC//moaE//rplY//nrdB//hdfR//ispF//yhjR//yiaB//rbn//leuD//hycA//speF//dcp//
GO_0034660_7	ybiV//rpsM//yneL//mzrA//sufS//ydaV//zwf//add//acrF//eco//xerC//elyC//tsgA//rpmB//rhmR//ansB//pgaA//ygjH//galU//fadB//arnT//secE//flgE//pyrD//mlaC//glnL//preT//rlmE//ruvA//sufD//ibsD//metG//kduD//yddM//icd//setB//recR//etk//fbaA//cobT//tadA//yigB//pykF//dapA//rpiB//torR//ycbU//sdhC//rpoA//radD//yahO//frmB//hofN//cmtB//yqjI//ybjI//ssuB//napB//gabT//mdtA//ybhS//lsrR//alsB//tus//afuB//ybhP//tdcC//yihI//rpnC//pyrF//dgoK//lon//pepD//fabA//ydcT//hycA//npr//tdcR//rpmA//dgcN//murJ//tag//mepM//kdgT//ptrA//tatC//mioC//ndh//uspC//hofM//prlC//insA-1//fliK//rbsC//caiE//flgF//glgS//elaB//wcaJ//lolB//pabC//rseC//fabB//gshA//sdiA//trmI//aldB//rne//yjfF//btuC//mlaC//acnA//rplK//nemA//truD//yqjI//fecB//arsR//hcaR//tufA//topA//rdgC//
GO_0034661_7	yidR//lysU//rlmI//malI//
GO_0034755_9	yjiX//fryC//skp//proS//
GO_0034762_6	mukB//hisB//insI1//fryC//treF//yfeW//ykfI//ymgF//
GO_0034763_6	rsmJ//yobA//
GO_0034764_6	bamA//dppB//
GO_0034765_7	ydeI//era//yeeY//yidR//yebQ//iraM//yjcO//
GO_0034766_7	gudD//
GO_0034767_7	frlR//rplW//
GO_0034775_7	hisA//lysC//dhaR//cof//yrfG//
GO_0034983_9	rplL//yhbY//
GO_0035235_6	yehC//rpnD//pcnB//torS//
GO_0035303_8	pinE//rnhB//pykF//mglA//alsC//
GO_0035304_8	asmA//
GO_0035306_9	ftsH//
GO_0035307_9	ydbD//
GO_0035335_8	fpr//ybbY//ptrA//
GO_0035344_8	lldD//uxaC//
GO_0035350_6	argG//
GO_0035383_4	cyoC//yfcQ//yqeG//glpR//rmuC//rusA//yohD//infC//
GO_0035384_5	yhjB//otsA//
GO_0035429_8	leuB//tcyL//tpx//fabR//uraA//tdcD//
GO_0035433_7	cydA//ydeI//
GO_0035434_9	fcl//idnO//marR//dsbG//yfeD//
GO_0035435_9	lptG//lldR//sdhE//dgcT//uspE//rluE//rimI//rhmD//pheT//
GO_0035442_7	rfaB//yfcR//hybA//fbp//recN//cobT//sodC//lyxK//hdeD//ybdM//metE//
GO_0035443_7	priC//wecC//iraD//fetB//hofN//rplY//cyaY//rutF//
GO_0035444_9	narX//rimL//bamB//livH//hprR//gcvR//rplT//
GO_0035461_6	priA//dsdC//yieK//cobC//rpsM//ycgV//kdsD//paaK//rlmC//cvrA//
GO_0035510_7	emrB//frmA//cbpM//cnu//gutQ//
GO_0035511_5	ybhA//
GO_0035513_5	kdpE//
GO_0035524_8	prmB//
GO_0035552_6	pepA//
GO_0035553_6	yggF//
GO_0035556_4	yggP//napF//kefG//agaS//trmI//rplD//tatA//fucA//cdd//garP//cmtA//tabA//cydD//yeiG//yjhB//arfA//yedP//hypC//iclR//abgB//chpB//kdsC//coaE//hipA//dsdC//folM//yfaV//rplJ//ydcI//ghxP//rhmD//fpr//asmA//yfgJ//vsr//rpoS//tdk//ymfK//trkA//yddL//setA//kduD//mlaB//trpC//cbtA//waaJ//
GO_0035600_8	treB//
GO_0035601_7	acrE//mdtE//nikD//
GO_0035672_6	flgB//tauC//rplJ//mmuP//syd//ansB//fhuC//nrdG//hipA//guaB//xthA//aceK//lgoD//nudB//cobB//putP//sufC//sulA//aroL//katE//
GO_0035690_5	ppx//yggF//yqgF//panZ//hslJ//allD//yafQ//atpG//cysW//mnaT//cysM//
GO_0035725_9	napC//mioC//ushA//thiD//mngR//rarA//rlmE//
GO_0035784_9	argI//
GO_0035821_4	mscL//purL//yedX//yhjV//hisA//
GO_0035864_6	gadX//
GO_0035873_8	rfaF//dnaK//
GO_0035890_5	flgF//yebK//ghrB//pdeL//
GO_0035891_6	dgcT//aaeB//yidC//ydiF//
GO_0035966_4	gapC//zntA//dgoK//lpxK//yagJ//xerC//yiaT//
GO_0035967_5	dnaK//narI//ydeI//glpG//patA//
GO_0035999_5	fruA//nuoB//holB//glgP//
GO_0036001_7	feoC//
GO_0036046_8	purD//
GO_0036047_9	garK//
GO_0036048_8	dsbB//
GO_0036049_9	yajD//
GO_0036088_6	sbmC//
GO_0036103_6	afuB//ygbM//
GO_0036104_6	rffM//relB//
GO_0036172_6	lpxL//
GO_0036211_5	yhbS//gltD//yjhP//coaE//yihQ//yecS//lptF//ybjN//yjjW//gadX//zapD//gudD//hyi//hemG//dnaK//cheY//fadB//metI//sfmD//rplQ//uxuB//cedA//ridA//rtcR//insA-2//tynA//yqeA//wecC//ygbN//yhcH//yfjR//mdtE//pyrD//lsrK//coaE//xylG//yhjR//pgl//gltL//araD//tsaD//glmM//cecR//wzzE//dcuC//cysG//tamB//hofM//rpsI//mrdA//corA//yafE//glpR//pinE//nagD//acs//serC//ihfB//ugpA//ivy//bcp//sgcE//fliZ//ydfK//speF//yfbV//ybaK//recE//yajL//iscA//mak//hemN//ascG//ypdI//recQ//pinR//gcvT//frr//recF//symE//hrsA//focA//gpp//dgoK//yphB//ybaQ//galU//yrdA//dinJ//srlR//yceK//ushA//kup//ilvB//yajQ//phoP//folC//dnaG//aaeB//plaP//hfq//yahO//ydgA//envZ//acnA//cyaA//alr//yddM//ulaB//ppk//sufB//dicA//parE//rseB//rsmI//pdxH//scpC//fixA//ubiH//nrfC//potD//azoR//patA//yohD//oxc//tig//dcuC//cmk//yciG//fucA//moeB//trpE//perR//yadC//glyA//uxuB//ynbC//rpmF//rhaA//kdgT//pgl//yahK//
GO_0036214_3	aspS//
GO_0036265_6	mqsR//zapE//selA//glnE//
GO_0036289_9	trkH//dgcM//
GO_0036293_5	gpp//trpR//hldE//
GO_0036294_6	cysW//yghW//yhbX//
GO_0036388_7	mtr//
GO_0036447_5	ybbY//trxA//argC//
GO_0036448_6	malI//kefB//arfB//
GO_0036460_5	sucC//frdD//lpoA//deoB//ivbL//relB//
GO_0036506_5	malF//
GO_0036525_7	lgoT//
GO_0038083_9	ais//gloC//hsdR//torS//appA//
GO_0039633_6	gadW//frdA//rzoD//ydcM//
GO_0040008_4	yjiA//mnmA//znuB//lptA//gapC//livG//insI4//torZ//sufD//lplA//
GO_0040012_4	trkA//metR//sbcD//tnaA//fecB//yccS//dcuC//ycfL//zupT//gcvH//hofQ//rclA//mlaC//yehP//
GO_0040013_5	purT//mdtJ//ydiK//mdtF//atpG//menC//hdhA//
GO_0040033_9	nanA//
GO_0042026_4	sbcC//ydcO//bioD2//ynjA//thiM//fmt//elyC//psuT//msbA//
GO_0042040_7	bfr//
GO_0042044_5	cobU//
GO_0042126_5	iclR//gcvT//trmO//norR//
GO_0042128_5	metE//ycbX//
GO_0042133_4	kilR//modC//asnA//ydeT//clpA//aer//ulaC//alaA//yccS//rfbX//fliT//yidQ//elyC//glcE//ftsI//yajQ//
GO_0042135_5	cheR//cusB//pstB//ytfE//yqcG//garL//higA//cheW//ompL//arcB//sspA//ligA//mqsA//
GO_0042136_5	rpmF//ydfK//
GO_0042150_7	yehY//narW//basR//
GO_0042157_5	ribE//argC//hcaB//trmH//
GO_0042158_6	yhjD//rhaM//entD//
GO_0042168_4	tldD//glnA//glyS//dinI//uhpA//yebQ//copA//srlD//rutG//
GO_0042176_6	sfmH//mmuM//wzb//yegS//
GO_0042177_7	btuR//cdaR//hisI//
GO_0042178_5	kbp//pflB//rfbD//tsr//gltK//ravA//argS//cmoM//clpA//dapB//secF//ybaL//arcB//ycbV//pdeK//aldA//wzzB//eptA//cysI//
GO_0042180_4	waaA//yjiM//mtlD//rplK//aldB//artI//rseP//nupG//artQ//menC//ygeR//mzrA//selA//prmC//cysS//ubiH//uxaC//dppD//cusA//cadB//pheP//yabI//fabI//rpiA//murD//ygeX//ascF//mdtO//tsf//rplS//thyA//napF//hflK//ycgV//fabB//uspG//lptB//tsx//crcB//fliM//otsB//ppiD//ssuC//waaG//lamB//yijE//paaG//fkpB//hemH//arnB//helD//chpB//mreD//fmt//yfaE//acrF//rpsQ//nikD//purR//
GO_0042181_5	panC//parE//livK//yhhT//rzoR//holA//fadD//yahO//hcaD//potD//hemH//yaiP//yddM//prlC//pyrC//ygfI//yidK//rseC//ompN//oxc//panB//yjiY//sbcC//rsmE//
GO_0042182_5	bepA//caiF//rarD//miaA//decR//pyrB//ybhA//dctR//glcD//yciG//xerC//guaC//selA//npr//ubiX//mntH//rof//ushA//pgaA//yfdS//atoS//bamD//pgk//zraS//yheT//mepS//viaA//ydhQ//arnD//
GO_0042219_6	rodZ//sbcC//ftsX//osmY//rlmA//
GO_0042221_3	rpoE//bioH//yjiQ//potD//coaA//rssA//yeiL//glpA//nmpC//tisB//sbp//mdtC//yfiR//gabD//fruA//artJ//nhaA//ptsP//pstC//glgC//serB//phoA//surA//yfbU//yaiW//epmB//lysA//glrR//zntR//yehD//metK//yfbS//ybjD//garK//mdtI//ampD//ulaR//yadN//paaD//mltC//dicA//rpmE//mltD//dgcQ//ydfG//copA//ung//yeaE//yjfF//yiiE//lptE//ghxP//ibpA//hsrA//lepA//htrE//paaJ//ynfH//tdcD//yfbS//prc//hyi//selD//fecA//rmuC//dnaA//paaE//hdeD//acrD//nuoF//tusA//yccS//ygiW//pphA//glsA1//zraR//rlmL//nanK//nemR//ygcR//dinJ//yehW//xerC//creB//gntT//bluF//gspF//pckA//nudF//cyoD//thrS//elfC//rdgB//rsmA//murP//yhjV//ybiV//minE//flgJ//fadH//ruvC//rcsC//clpB//yeeA//hdhA//insK//ydjE//zapA//dgoA//pyrL//sgbU//yehB//glcB//ddpA//uvrY//yjjG//dgoR//selB//tdcF//rpsT//ghxQ//cynS//nanR//umuC//bdcA//fdhF//thiP//shiA//thiG//iraM//rffH//manA//yjaA//udk//tehB//ompG//ascB//btuR//rhaS//tyrA//fumB//etp//dcp//srkA//pinE//fimZ//agaR//yciK//rpsA//sgcX//rnhA//tmk//tauD//tdcC//uxaA//cynX//rnr//uspE//thiQ//yidE//yoaA//oppC//eptB//ldtA//cadC//ydjM//ghrB//torD//srkA//ldtE//fdrA//atpA//queE//adiC//gsiC//ydiP//fabG//sufD//napD//holE//rihB//hcaR//plsB//topB//yadK//rnd//mfd//ftsP//mlaC//eptC//rihB//norR//folE//gcvH//mngR//melR//sbcB//ygeW//ulaF//insA-1//rutG//glcE//panC//rimJ//ubiX//exbD//gmd//rpsN//dusB//yedL//dgoT//ybhA//bsmA//gnsB//rfaD//lrp//gspJ//bamE//rsuA//pdeL//pykA//arcC//tufB//tolA//rpoS//sthA//ydiQ//thiD//sfmD//rapA//yjiY//insI-1//yaiV//rpoE//yjjW//
GO_0042245_7	dosP//atoS//btuD//
GO_0042254_5	yaiV//lapA//mutL//trkH//bglH//dicA//uxuR//
GO_0042255_6	ybbN//gsiC//
GO_0042274_5	ogt//yraH//minC//mocA//
GO_0042278_6	feaR//yiaA//viaA//napC//lrhA//nuoH//ibsE//bioP//glgP//waaL//hycH//gdhA//greA//rpsS//dacA//ycjD//yfdR//hemE//
GO_0042304_7	yneE//evgA//purF//
GO_0042325_8	kdsD//rbbA//
GO_0042327_9	araE//
GO_0042330_3	tap//bamD//modC//umuC//mdtQ//ybiJ//yefM//ybiV//rapZ//rspB//gcvH//nikB//ugpA//glpD//ydhJ//bglA//
GO_0042350_6	plsC//
GO_0042351_7	crp//
GO_0042354_7	yohD//yfaL//yahK//melA//ygeR//chaA//
GO_0042355_8	uspF//ybhR//ygiS//tauB//yagG//nrdB//
GO_0042357_5	ypdC//garD//
GO_0042362_6	nrdH//
GO_0042364_6	araE//rlmD//gabP//ddpA//gatD//sfsB//livJ//hexR//hyfR//codB//tusC//narI//glmM//pykF//napC//katE//caiD//hmp//ibsC//ynfK//ycbX//hrsA//lsrC//hyfR//nlpE//leuE//cmoM//rep//holC//frwC//ugd//yqaE//yidL//ihfA//kdgR//dsdA//gatB//nepI//ispF//mazF//dmsC//matP//yfaV//metC//ais//tisB//ybaM//allR//yajR//fadD//fau//dnaK//tsf//rtcR//phnG//livJ//
GO_0042365_6	csgG//pykF//rpmF//ynhF//
GO_0042371_7	ygeW//
GO_0042373_6	yjeH//
GO_0042398_6	rnd//frdB//ydcZ//appB//mhpT//sdaA//tmk//trmA//mazG//pitA//puuP//sucD//flgM//narG//hemD//fliK//yghB//pgaD//thrB//ynfL//
GO_0042401_7	hcaC//pgaB//ycjQ//gadB//yfiE//rho//queG//yfcF//betI//hofM//hscB//hupB//nrfG//yohC//
GO_0042402_7	fabA//dicA//ybiW//cirA//ygfI//metL//yehU//ubiF//surE//nupX//patD//yfaX//ccmC//
GO_0042413_6	pabB//yehP//btuE//rarA//
GO_0042430_5	oxyR//ralR//rhaT//tag//degP//iscS//ydfK//yciG//potI//mukB//
GO_0042435_6	thrL//aceF//deoD//clcB//rfbD//rihC//metI//thrL//yidP//
GO_0042436_6	recR//
GO_0042439_5	perR//
GO_0042440_3	rutC//uhpC//glcF//baeS//adiY//hycA//mobA//xylF//rclC//allB//yrfG//fixA//pyrD//prfC//
GO_0042443_5	ftsP//dauA//
GO_0042445_3	aroF//rpsL//djlC//melA//ldrA//hemA//pgl//pgaB//yibH//deoA//glcA//dgkA//fucA//metN//
GO_0042446_4	cusB//
GO_0042447_4	rihC//rpiR//pyrD//aroF//rsmI//yqjI//dtpB//yeaK//hypA//ytfR//tadA//arnF//apaH//
GO_0042450_7	agaA//accD//hemN//abpB//yfjR//grpE//
GO_0042451_7	ypdI//aroG//ygbI//rrrQ//guaC//eutK//
GO_0042453_8	nrdD//
GO_0042454_7	xapA//mraZ//yddA//metC//pntA//fecA//ddlA//ybjD//sutR//glgX//mreB//flgF//
GO_0042455_7	yjeH//ypdI//wzb//rlmG//ybdR//flhD//hslU//lpp//proQ//artP//moeB//nfsB//napD//marR//yiaM//hybC//rstB//
GO_0042493_4	casA//yceO//dgoA//zraR//atpD//accA//fucP//uhpA//rfaG//pgsA//thiI//tas//yfgI//cvpA//sbmC//nanA//ilvI//acrA//potF//exuT//lysP//yhgH//yraH//glnP//murD//rbsD//pepD//era//araH//araG//recF//yebQ//napC//yraI//ccmF//ydbK//mhpB//ampD//torI//rpmG//cdd//mgtA//shoB//yihV//uxaA//hisM//yidH//ftsW//udp//
GO_0042537_5	thiG//sapC//speA//nuoM//mgtL//yhdH//rcsF//hypD//nusA//yjjX//yhhT//ftsX//ynfH//treC//ycbV//ybdG//narU//ytfT//frwC//creC//ydeE//cdgI//
GO_0042538_6	tmk//dhaK//
GO_0042542_5	ftsI//ttdA//chbR//ddpX//rpsR//dicB//deoB//nfsB//dctR//xisE//rfbB//prfC//ycjQ//mntS//yfcU//dsbA//menB//rhmR//
GO_0042545_5	fadK//
GO_0042546_4	slyA//torI//aspC//pgpC//allS//nanA//ubiB//allS//pheM//lptG//
GO_0042558_5	yahF//rpsA//yciV//arnD//mdtF//csgF//yagE//prpD//dcuR//cpxR//kefG//rpsR//ssuC//xerD//xylH//galR//argG//proB//
GO_0042559_6	frlA//ycjW//yggT//ccmE//napF//bcsQ//glgA//nuoI//dsbC//rpnC//aroK//wbbK//chbC//
GO_0042560_6	pspD//holE//
GO_0042592_4	iraP//yjiY//chpS//aaeR//narG//fliA//rnr//cmoA//ybiH//ftnB//ycfJ//gloB//ygaV//fbaA//mntH//mrdB//bioP//fdx//gntP//ydbD//phoQ//nusG//sapD//kefF//ycbV//pepD//ycgR//hisI//mog//malG//ibpB//shiA//alaE//trpR//elaD//aspA//rppH//tolA//ghoS//yeaE//ftsX//rpsG//fumC//ymjB//dapD//dgkA//rplR//ydfG//nrdB//btuF//aroA//dfp//nagD//mhpA//fliM//iscR//yiaN//hyfF//yfcS//
GO_0042594_4	yhaM//ygfI//gabT//groL//rnlB//ybdR//flgG//rhsD//ynjA//puuA//cydA//hofM//rbsR//edd//alkA//rnt//ssuB//hscC//yfcS//bcp//speF//amiA//tnaA//dsbC//proW//hyaC//tdcC//kdpC//xylH//hofC//folE//purT//sfmD//cyoC//yiaO//
GO_0042618_5	glxR//
GO_0042619_6	yjbG//
GO_0042710_4	ymfK//ppsR//umpG//yhdZ//htpG//thiD//intA//erfK//thiP//fimZ//hda//lolC//lit//mdtM//tsaC//frsA//gmhB//yhcD//rimL//ompA//mcrB//hsdM//yhbX//cusR//nrdR//yfcA//alsA//yggW//yihW//leuO//yfaL//mutY//seqA//ubiI//mltB//waaS//intA//glpF//agaC//rutE//araE//rhaB//yggN//gatZ//ydhC//ymgA//ulaR//dsdC//ycgR//ynhG//hdfR//
GO_0042723_5	proX//yiaT//dapF//tolB//yaaU//agaI//leuC//pflB//secG//ybdH//glgA//yneL//
GO_0042724_6	npr//lipB//purN//pheP//kdpA//prkB//zraR//ompA//rng//yqiJ//
GO_0042726_5	rnpA//xylG//uidA//ghxP//cmtB//leuE//malY//ypdI//
GO_0042727_6	pyrB//rpsM//alsC//rlmH//phoR//elfC//aceA//ycaO//
GO_0042732_6	nei//argO//htpG//mmuM//motA//
GO_0042737_5	purN//rplP//ung//dosP//skp//tyrA//yadK//fiu//phnL//stpA//mcrB//napC//flgC//fdoH//yfjR//yjjG//hslV//yhdH//ypdF//lrhA//hcaT//yobA//yejF//ligA//aceF//waaJ//csgB//ybcC//ykfM//hyi//nupX//pta//sgbE//rplQ//hyaB//idnK//fliK//elfC//mngR//betT//nrdR//prlF//hflC//zraS//xseB//birA//yqcG//hyfF//cheA//mhpT//narP//fdx//rnhB//rsuA//nemR//
GO_0042743_5	fes//hofO//
GO_0042744_6	yidC//zapA//
GO_0042759_7	mliC//yegV//
GO_0042773_6	hflX//
GO_0042777_8	clpP//
GO_0042779_8	sufE//
GO_0042780_10	casB//trpS//der//
GO_0042816_5	trmJ//eamB//napA//tauA//adeQ//sbcD//miaA//ydeM//rbsK//
GO_0042817_5	ada//
GO_0042819_6	amiD//ydeO//queC//frwB//tadA//rsgA//ybaE//mog//gyrA//
GO_0042822_5	ydbK//rnr//dtpA//icd//yedL//ygaH//proQ//
GO_0042823_6	trpD//trkH//yegV//acpP//phnC//yjgX//melA//
GO_0042836_5	ftsI//grcA//ubiE//holC//
GO_0042838_6	leuS//bacA//rpsS//intF//
GO_0042839_7	nikB//yidK//cobS//hisP//sufB//dnaT//
GO_0042840_7	deaD//mrr//prpB//tufB//aspA//insI3//
GO_0042843_7	metF//msrQ//
GO_0042844_7	ydhQ//
GO_0042846_8	rpmJ//
GO_0042851_8	yheT//yidH//yraN//oxyR//
GO_0042852_9	purC//yfcQ//yedA//
GO_0042853_9	kdgT//
GO_0042866_8	manZ//pphB//yibT//rihA//gltS//manX//mnaT//ldhA//leuA//hyfC//nupX//uxaC//mazF//arcA//yggE//pnuC//lysC//kdpA//
GO_0042867_8	dpiA//
GO_0042873_7	eutD//mog//ydaV//agaA//pdeD//sgbH//yhhT//
GO_0042882_10	mdtN//yjeH//alsK//
GO_0042883_7	yhcN//fecA//ybcF//pepD//rutE//yebZ//nirC//htrE//
GO_0042884_7	fecD//alpA//hokE//srlB//yebZ//rrrQ//ydeE//
GO_0042885_8	rnhA//
GO_0042886_6	ybdM//ubiA//dinI//acrR//yhjR//ybiW//slt//glcA//iscX//casA//clpB//ravA//rhaM//yggN//creB//rpmJ//insB-4//ycjP//oppD//ddpX//prmB//pcnB//rfaG//potH//intA//priC//trxC//nagD//ddlB//hda//mhpC//yhfS//gstB//ptrA//yahB//yhjR//rraB//purD//yegS//fecA//mdtG//rcnB//ppiA//scpB//dapF//hyfC//lolA//lptG//narW//hipA//basS//ftsP//fliA//yihU//hslR//rseC//lexA//paaD//accD//aes//insI-1//fadL//cpxR//dtpC//galE//fumC//rssA//prs//tonB//xanQ//truA//torD//umuD//dgcJ//mscM//valS//arfA//yjjI//yfgI//glnH//ubiD//holB//cirA//fruA//rfaB//argC//ftsL//yqcG//
GO_0042891_6	bamE//lolA//glsA1//fadH//nusA//yhaM//gpt//pdxK//yafO//ygfA//panB//rutC//ubiX//murG//mlc//argI//ygeR//gloB//xylA//pyrL//recB//chbA//paaZ//nikB//ldtD//mfd//fliS//yaaJ//arfB//baeR//fimH//paaC//
GO_0042906_8	speD//rnb//yccX//hflK//
GO_0042908_5	rpnA//nrfA//glmM//emrK//zipA//era//sdhD//yejF//nanC//gatC//queD//fic//yhjR//orn//fimB//cusC//
GO_0042914_8	yeaK//mdtK//
GO_0042918_6	menH//lolA//umpG//dacA//yahF//
GO_0042919_6	yahB//
GO_0042920_6	dnaC//
GO_0042928_7	yjiR//
GO_0042930_7	yidD//gatD//phnP//ynfH//ldtC//yidL//pdxY//fic//
GO_0042938_8	flgK//setA//arnF//mdtF//hokB//ydiZ//yehA//rsmA//nanT//rpsA//yfbV//arsB//napB//yfbR//ssuC//
GO_0042939_8	zapA//mdtF//rplB//intE//spoT//zwf//atpH//ldhA//glk//treF//
GO_0042940_7	fimC//recX//yjjW//yigB//fdoG//
GO_0042941_8	decR//
GO_0042942_6	selA//ydiK//
GO_0042953_6	glnS//yiaB//hycI//
GO_0042956_8	ghoT//purT//alpA//murG//rpsT//
GO_0042968_8	xylG//ydhC//lgt//
GO_0042981_7	slyD//
GO_0043038_5	yihS//copA//yfjR//ghxQ//hyaD//ttcA//rutC//dacB//tusA//pgpA//tar//entS//gcl//ycgR//blc//sodC//aaeB//dgcF//bsmA//rplN//proC//ilvE//srlA//fucP//ftsL//ubiF//
GO_0043039_6	hycB//tolR//allD//dnaX//dppA//mdtB//cyoB//fabI//opgG//yjjI//uxaC//mrp//lit//araC//hsrA//rstB//allR//srlB//rhaT//prmA//ampH//fadM//yfhM//phoA//gshA//
GO_0043041_6	acrD//
