#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	tar//glk//dgoR//sapD//
GO_0043171_5	murD//fecC//thrC//frmR//dcp//fepD//pphB//cysK//yidL//
GO_0043173_5	fruK//waaZ//yghU//rplT//gloC//tamB//csrA//valS//
GO_0043174_5	dam//cpxR//epmB//yceO//fucA//rnlB//
GO_0043200_5	insI4//paaC//fadL//rplK//rnr//cvrA//hybB//acnB//
GO_0043201_6	lapB//
GO_0043207_4	osmE//prfA//yjiQ//mcrA//rpoH//ansA//tcdA//cusB//betT//sucC//accD//glnL//mtfA//ascF//
GO_0043213_7	glcB//yggP//insH-5//pfkB//ybaO//rnpA//decR//prs//
GO_0043242_7	murB//yjiQ//ynbB//
GO_0043243_7	flgG//
GO_0043244_6	fdhF//cyoD//araD//arnF//ridA//acrA//argS//yhcD//focB//fixC//cspA//pyrF//entE//afuC//lplA//uacT//yidR//exoX//rfaC//yghO//
GO_0043254_5	trg//allD//rtcB//torD//ada//der//basS//lepA//lnt//yqiJ//oppD//lexA//yajO//fliK//entC//iscU//livM//tdcC//slyA//fadJ//galK//rpmJ//nuoM//fruA//rbsC//
GO_0043255_6	ydcT//cusF//flgB//
GO_0043269_6	rspB//rlmN//speA//paaC//sucA//ybhP//ghrB//
GO_0043270_6	yoaB//rffC//
GO_0043271_6	hisQ//
GO_0043335_3	ccmH//trpA//opgC//yjjX//
GO_0043392_6	insH-5//
GO_0043393_5	hcp//
GO_0043412_5	sgcB//nagE//atpH//nudG//puuB//arfA//crfC//thrC//bisC//insA-2//rrrD//emrY//ybcF//nupC//yihO//ribE//mocA//rpmB//helD//topB//gadX//aas//prkB//tdcR//seqA//uidC//ribC//argP//gntP//rnt//waaQ//phoE//selB//yihU//lsrA//mnmC//ascB//truA//pck//apt//eco//trg//recN//mdtN//nadA//pykA//phnL//yihL//ygcO//trpGD//dgoA//tsaE//yghB//osmC//paoC//rmf//ykfM//dinJ//ppc//recO//znuA//mscS//lpxB//gudD//lapA//rnt//galR//insB-4//dppF//yafQ//sspA//cspA//phr//xanP//gltD//ompG//ycgR//narL//sixA//srlE//phoU//yehX//hokE//msrA//yedF//metG//rbbA//ubiC//yjgX//edd//pppA//bamD//ycaO//prmC//gpsA//tktB//speF//aspS//raiA//rpsH//otsA//lnt//etk//frvA//yeiE//cobU//yaiP//pepD//acpS//cobT//hokB//hisS//sgbE//ubiF//yphB//ccmE//acrR//bioB//dcd//ftsY//kch//acrB//hldE//ytfT//rho//ppiA//chbF//fabH//rlmA//marR//fdoH//ybjX//tyrR//xapA//patD//lipA//zraS//nirB//ubiG//ybeY//argD//yaiV//pbpG//entF//lysO//recR//melA//intA//yjhH//rluF//ybhI//ygjK//cpsG//wbbK//yegV//nuoH//panF//dps//clcB//metC//ydiV//essD//mrdA//epmB//ispB//mtn//ydiZ//ydcM//rimJ//cusC//ybcL//livH//galS//arnD//minE//fimC//rlmM//yafQ//ppiA//murR//yigB//rfbX//ybhR//pgpB//secE//ydiP//yhdW//bamC//crp//ybcJ//rutR//nmpC//yceO//ais//ddlB//chbG//setA//tdcD//thrB//uvrB//ghxP//kgtP//norV//yqjI//slyA//ebgR//preT//ghxQ//mgsA//cmoB//tsaE//yaiP//rpoD//yqjI//putA//csrA//sdiA//pgaB//hicB//ybhG//rffG//fruK//ttdR//gloC//fecA//gltS//rfbC//ldtC//ompT//pta//pgaB//aroK//
GO_0043413_4	ompT//
GO_0043414_4	malP//ybaM//sufD//kdpE//sucA//rfaE//fucA//matP//yiaO//tktB//ydcI//yfcR//yfdO//ptsG//cpdA//amyA//mepH//ascB//rutG//sufB//leuE//minD//rsmF//gstB//bglF//pflA//sbcB//dppD//rplQ//xylH//sodC//bdcR//sfmH//sgcX//dgoT//rsmD//rpsS//glvC//cdaR//ybiH//yhdX//rbsB//citC//lgoR//mtgA//hcaE//ycjY//hisD//flgB//gpt//yadK//yhcH//
GO_0043433_5	sgcR//gcl//yhjA//ppsA//cra//fis//
GO_0043436_5	gluQ//melA//yhcN//spoT//ybhG//csgD//ydiB//clpP//yggN//pta//hupA//yhhY//waaJ//bioC//yhjD//ispA//ccmC//aroD//iscR//ygiV//aspA//yejE//yjiR//yfaE//araB//dgoT//yqaB//lpoB//tap//agaB//dppC//pykF//fimB//glsB//katE//malE//yohD//ibaG//rutC//blc//lpp//yjcO//rzoR//gntP//hisM//waaA//frvB//mhpD//yeeL//patA//slyD//ilvD//macA//yjiY//acrE//sgcR//gloA//sgrR//narV//cho//metF//rsmA//aaeR//fliK//trpR//yqjA//plaP//hisP//rsmF//zur//folD//lgoR//csdE//alr//lsrG//hemC//ccmC//rseC//arnF//mhpR//bcp//yidL//trg//lgt//yghW//motA//rpoS//tilS//pgaA//htrE//mqsA//wzzB//paaJ//gatB//aroL//fkpA//tamA//eutR//pliG//yifB//argH//lrp//rsmE//yddL//livF//pdxA//crp//tdcG//macB//dctA//garL//mukB//ugd//cmtB//lptE//yihW//proX//araC//aroC//dinI//pepT//abpB//rpoS//yggT//rpsH//mrdA//ybgI//mdtP//rpnD//cpsG//xapB//hscA//yacG//treF//feaR//rpsJ//ilvC//yihV//hns//raiA//rzpD//yehT//thiM//miaB//hcaR//gadB//kdpF//adiC//cedA//lsrK//spoT//folP//ptsN//exuR//gldA//hsrA//hypF//lit//mntR//proX//folM//fklB//elfA//metQ//cas2//cheW//htpX//galF//rnr//zur//ahr//yedL//ribF//scpC//minE//nikE//rpsG//ldtD//lsrB//mnmC//rnb//mtgA//frmA//mog//aroH//dcm//ybdZ//msrA//aroP//acrF//ynfF//pheA//alkB//dkgB//tolQ//gsiC//yijE//recT//kbaZ//hcaC//spy//yiiD//birA//evgA//rpnB//ribF//umpH//ptsG//chpB//grxD//aroK//rzpD//ygbN//yhgH//dcp//insI3//creC//rhtC//mhpT//rdgC//mpaA//yebG//insK//flgK//moaE//yidQ//ftsW//dppD//rclR//glmS//sad//mrcA//torR//wcaB//trpR//metC//fbp//phnP//tdk//prlF//pdxK//relE//nikA//tcyL//hisH//tcyP//solA//csdA//mpaA//sdhD//rpsB//fetA//yciV//yejA//cas1//bcp//putP//ilvN//deoD//trmI//lgoD//leuB//sufS//ilvL//yjjX//fiu//folX//solA//aroD//agaA//gatA//ybbY//cedA//hisH//rbfA//ygfX//creB//srmB//gor//exuT//yraR//envY//yaiW//yfiR//yjcS//tsx//cobC//yidQ//betT//ybfA//sgcX//sstT//galS//fhuD//rtcB//smrA//pmbA//minC//focA//moeB//potB//xseA//ompN//murG//ttdT//hokB//livM//ybgP//mlc//argH//uup//arfB//clpX//waaA//oppC//nagC//htpX//ypdC//yhcF//atpG//yghG//yghO//dctA//rarD//rstB//pfkB//ykgA//kdgT//ribA//uspE//ybbW//bssR//yfdR//sbmA//dcuD//yadN//yjiA//tadA//waaS//yadV//cobS//sdhD//feoA//fumC//rhaT//fucO//lacY//lysR//pdeF//zapE//fliS//ybaM//agaR//dhaM//fryC//surE//mltB//hlyE//mcbA//yddM//appY//ybeF//tgt//nac//yfiR//mlaB//yihQ//ompL//menC//btuF//npr//fabH//frvA//baeR//rlmC//cspI//tatD//yebS//fabG//wcaJ//fliT//hdeA//sdhA//rutG//hicB//zraS//yhdW//napB//recO//arnT//speD//kdgT//yqiG//rhtC//nhaR//etk//cycA//gcl//melA//alsE//dnaT//cydA//paoC//ccmC//gnsB//fliK//groS//pheA//purD//cheW//cysH//dgoD//yhcD//xylH//dpiB//alsC//yidQ//dnaQ//slmA//livK//yedP//rfaG//malF//ibsA//rclB//yohC//ybdH//rraB//allC//mog//dcuC//ebgR//trpD//mliC//skp//mngR//lepB//rfaC//dam//yaaY//hscA//recX//ydbD//oppA//phnC//yhbQ//folM//treF//
GO_0043438_6	rsmH//
GO_0043442_6	setB//
GO_0043455_5	sspA//modB//nanE//serA//
GO_0043456_6	ackA//
GO_0043462_6	tcyP//fdrA//yidL//ypdA//yafO//ligA//
GO_0043467_6	yhdH//hisA//
GO_0043470_6	yjiY//fadH//rsuA//ubiA//
GO_0043471_6	baeS//gudP//wzzB//
GO_0043484_7	ychH//
GO_0043487_4	artQ//slyD//hlyE//mdh//gcvR//narL//
GO_0043488_5	zupT//patZ//yhjB//nanK//guaB//
GO_0043489_5	yfbS//
GO_0043543_7	xthA//mprA//acrB//pdhR//mdtM//blr//aspA//paaJ//surE//yqiH//bioF//pdxY//malI//
GO_0043545_5	waaP//gntR//pntA//hha//dnaX//gpmA//agaR//argR//polB//raiA//uhpT//
GO_0043547_7	soxS//epmB//hisH//
GO_0043549_6	frmA//rpsI//
GO_0043555_5	efp//ynjA//
GO_0043562_6	yiaB//emrY//
GO_0043570_6	moaA//ribF//tpx//
GO_0043571_7	ccmG//mtlD//intA//
GO_0043603_5	cmk//ilvE//fecB//htpX//cysM//gabP//ilvL//yadN//yhdW//lapB//metH//ydiV//rsmB//speF//kdsA//yhhY//ftsE//mgtA//ccmF//yghG//prpD//yfiR//malS//thiH//yebZ//ynjA//yigB//fdrA//livH//cydB//trmJ//recR//rpsQ//rdgC//mlaB//lpxL//yeaE//waaP//yciF//frmB//iclR//glnA//purD//yjhG//ybgQ//kdgR//ptsG//dgt//dosP//yfeO//phnC//nfsB//yfeO//puuE//xdhB//blr//recJ//nrdG//abgT//miaA//rnb//menA//mnmE//yciK//ybdR//ybhR//hofO//ydhQ//pabC//pdxA//sdhA//elyC//rpnB//srmB//yafE//glsA//tpiA//cysU//casD//codA//deoB//copA//gpr//mdtO//fadA//rspB//kdsC//soxR//ybjD//lolB//waaH//dxr//acrZ//cpsG//mglA//mnmC//srlB//yafO//ftsZ//yqjA//pdeL//opgD//scpB//hemD//aroA//aceK//hda//psuG//cdh//folC//agaD//mltB//waaZ//glcD//pstB//ruvB//ycjW//trmB//yqaA//phnC//ynfH//gcd//azoR//agaC//lgt//scpB//sodC//
GO_0043604_6	dhaR//cpxP//rbfA//rnhB//tatD//yghW//gpp//lpd//queE//rfaD//menE//mtnN//ygeR//hemD//allR//rcdA//ubiB//rhtB//rplD//mepA//preA//ftnB//tynA//rhaB//lptA//paaF//curA//pdeD//bioF//aroH//murP//nupG//symE//nadE//narY//aroE//tnaA//rpsS//rclB//yidD//ispA//nusA//leuO//insB-2//yqgB//pepD//ttdB//ibaG//sufS//clpB//fliG//rnr//nrdH//speC//yeiE//slt//secF//nudF//malZ//purF//adeQ//cueR//ygcW//trpR//yejA//yidE//nadE//nhaA//lptE//slmA//feaB//sapB//argG//tesB//cdsA//gcvT//glcA//yjjI//cobC//viaA//rlmD//lsrG//yqeA//wzyE//ygeX//nrdF//gloB//gloB//aceB//ybfE//raiA//birA//ytfT//glpK//ydeI//treR//ynfH//cydC//icd//
GO_0043605_6	yiaM//mdlA//manY//azoR//pepD//
GO_0043610_4	eutA//
GO_0043624_6	yhdJ//msrQ//fliM//fhuD//dsdA//aceK//tas//
GO_0043628_9	djlC//potH//phnH//
GO_0043631_7	betA//hycB//
GO_0043647_5	fkpA//yieE//
GO_0043648_7	lpxH//dtd//secA//fabR//patZ//yjfF//yphC//yiaA//tdh//yieE//argS//leuD//glmS//ispU//menA//yqgF//afuC//yhdZ//trkG//sbcC//ydjH//nanS//mreB//garD//patZ//queE//tnaA//moeA//arnF//dedD//recC//yefM//hofQ//tesB//trpR//csgF//holC//fre//pntB//rhoL//fes//glvC//acpS//poxB//hofP//yccX//mutL//ycbX//rspB//yrdA//rcsF//fliK//rcsB//slyD//ypdB//miaB//yaiP//umpH//yehX//yhbS//araE//nei//proW//cbtA//pfkB//tolR//dcd//dmsA//cysI//fdx//mrr//gutM//dtpC//aroG//
GO_0043649_7	secF//dgcE//mutT//glpD//fdhF//yadM//cnu//emrE//betT//yidL//fixB//
GO_0043650_7	bglF//mgtA//tauD//sthA//yfaL//cas1//cytR//rpmE//allS//nusG//pspF//uof//rplM//xisE//waaB//dppC//ribC//yfiF//aspC//bhsA//yhbQ//livH//lpoA//gspF//envZ//hflX//malG//
GO_0043686_7	treR//
GO_0043687_7	hybO//hybE//asmA//aldB//rfbD//tamA//focA//
GO_0043708_5	sxy//yejA//fabD//rssB//ugpE//purC//mqsR//metL//mdoG//metL//orn//psuG//flgC//zur//mhpD//
GO_0043709_6	casD//metH//ychO//macA//nuoH//yebK//paaD//thiP//abgT//
GO_0043711_5	hofP//hsdM//fsr//tamA//tdh//ilvI//trpGD//ibsE//ybaQ//pyrL//clpS//yggF//hemH//paaF//torR//ibsC//argD//rffT//dgoA//oppC//araF//
GO_0043900_4	pinE//manX//mdtP//ssuB//viaA//gspF//rayT//ugd//yhjR//cof//dapA//ravA//chbG//
GO_0043901_5	mtr//tufA//ydeI//hcaD//
GO_0043902_5	mdfA//dmsC//
GO_0043933_4	ydfG//fdhE//metR//ydiP//frlC//pheT//pcnB//syd//speD//dfp//narZ//ydjJ//ypdC//ptsG//rfaH//waaC//arnB//ycaN//menC//lplA//ade//dcuC//yneJ//rpiR//lrhA//rlmI//mnaT//dcuD//grcA//lpd//ygeR//wcaB//lpxK//galS//kdpA//ydfG//yfbS//nadK//tcyP//allR//iscU//nimR//waaO//nudC//yjbE//adk//yjhP//icd//baeS//cbeA//gadW//ybgP//sugE//rbsB//creB//gstB//nikD//elfA//ykfM//yebK//proW//rplK//amtB//yicJ//nudF//mtn//yciG//rcnR//rusA//nrdB//cmoM//lpd//ghrB//prfA//ygiS//putP//dicB//yegD//nagE//ravA//rbsK//yihT//yiaF//mlaF//yhaJ//shiA//potC//folA//rlmC//eutK//rplO//mltG//zntR//yihV//glnS//hslV//lipA//ftsQ//iraM//nrdE//
GO_0043952_7	rplD//gcvA//sppA//lasT//guaC//
GO_0043953_7	ymgC//ybbW//tusA//prpR//
GO_0044003_5	rlmD//rimM//yahB//rpnC//
GO_0044004_6	tatB//hokB//cmtA//tamA//
GO_0044010_5	thiH//pcnB//hha//katE//dinQ//phoR//yacG//srlR//yjgX//rseB//trmL//dsbD//katG//intF//csgA//ybdR//mocA//kduD//hisC//yhcN//hypA//tolA//rluC//fkpA//mltG//rnt//fbp//chbA//yihX//dtpA//
GO_0044011_4	nuoB//crcB//hcaF//yceD//cyoB//rpsO//rluF//tolC//
GO_0044036_5	patD//fau//flhA//ygcR//fsr//cra//insI4//ffh//fliS//tsaB//tnaB//qorA//dsbB//recR//mhpC//queF//sfsB//gluQ//ygjK//rnpA//ycdY//murJ//yggF//tufB//kefB//kdgK//ariR//bioH//yfdO//phoB//ycjD//icd//frsA//tyrR//bglH//glpF//purL//chaA//alaA//hycI//ugpC//degP//alaE//fcl//ybjI//sulA//yihS//
GO_0044038_6	rpnC//yjgX//kdsA//sbmC//cysD//lptB//leuD//pyrG//exbB//yihO//yeaK//yphD//nadD//fadH//yegT//potC//sad//sspA//flgB//artP//rssB//mdaB//tdcG//ybjI//yegD//yqhD//ilvC//bepA//ycgR//pbpC//pyrG//bsmA//ccmC//yihR//nudC//tbpA//sapD//nuoN//cpsG//cydB//nrdH//ynfE//cvpA//
GO_0044042_6	gltI//ruvA//hisG//hsdR//sbcB//lysA//insI3//baeS//gatD//trmH//rimJ//paaK//rhtA//cydB//cydD//prmB//ybaT//yobF//cysN//nuoI//yeaE//
GO_0044070_7	mdtC//puuP//miaB//thrA//
GO_0044085_3	napB//malK//ydcR//yhiM//yeeA//thrL//ubiD//flhD//yhjD//cyaA//yccA//trxC//sdhA//rutR//srlE//ynaI//manZ//phoQ//yadC//
GO_0044087_4	yjiY//thrA//yhbQ//cyaY//recJ//tauC//hxpA//agaA//tdcD//yqjA//clpP//envZ//paaZ//phnC//lldD//mdaB//hdeA//yhjR//rutG//prpR//waaS//cdh//carB//cusB//dgcQ//pspG//phnL//pinR//yfaE//waaG//yjjV//yjiQ//rffM//thrC//
GO_0044089_5	lolD//tdcR//cbrC//ynfH//mutM//ynbC//ybhD//pitA//narY//rbbA//dsdC//casC//potG//
GO_0044092_4	fadH//gor//cysS//hemF//trkG//ibsB//clcA//prfA//yqgB//fetA//ybdO//nanC//yehT//livG//ynfK//gatY//dpiA//tonB//nrdG//btuB//sohB//glnP//tnaA//ftsA//htrE//spoT//ydjM//chbB//ykfM//fmt//qseB//kdgT//fdnH//iraD//yddG//hisH//
GO_0044093_4	yeaE//dtpB//kbp//tusE//hokB//hemB//thiI//rpsP//nfsB//deoB//fetB//kdsD//rzpD//lplT//sfmA//qorA//melA//dtpA//viaA//rcsD//gadE//agaI//nhaR//nagC//mtnN//dnaA//lolB//
GO_0044106_5	mioC//dinB//mlaB//cbrA//xerD//pyrL//gppA//cdsA//lgoR//grxD//gabT//sufD//gppA//nrdE//hdeA//ibsE//lptC//yedP//zapB//rplI//hcaC//frr//crp//yiaT//hokB//sgcE//hcp//
GO_0044179_5	prpC//
GO_0044208_7	yjjW//
