#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	eutR//fnr//cbrC//aroD//
GO_0031324_6	agaW//oxc//rcsC//sugE//glnK//hsdR//essD//purN//yadK//ruvC//mnmC//alsK//galU//torI//yihO//cynS//rzoD//nrdG//nmpC//pdeH//hprS//dnaQ//ffh//dedD//caiF//zntR//xthA//speE//tgt//cusC//hprS//rhlB//zraR//metB//nuoG//ccmF//dam//ydcO//alaE//gshB//insK//tpx//agaW//ydfK//ybjI//rpmC//rplF//metC//dhaR//ycbX//nhaB//yehU//insB-2//nrdB//yagF//cysW//cirA//fur//ypdA//glmS//pphB//rffT//arsR//cysQ//sufC//hcaT//ydcT//blr//rpiB//metK//obgE//yhbO//sbp//sapD//sanA//qorA//csgG//hisD//phnP//tdcF//yegT//yeeJ//gcvR//ynjD//hisS//setC//lysU//tnaC//yddG//baeR//nikC//arsC//dsbD//zipA//rhaT//ibaG//thiP//nanK//sgcA//prlC//dedD//insI-1//dhaM//ycjR//ybjG//yjjX//upp//lplT//yfcQ//cspB//slt//dgkA//menA//yihV//nanK//nrdD//yebC//secF//yafE//htpX//chbF//rluA//yfcF//lolA//yggF//glxK//kefG//ydiF//yrfG//pgrR//yqjA//
GO_0031325_6	sufS//yagG//glnL//kbp//ispU//aroB//intA//aroB//ybdR//dgoK//rplF//nfsB//intQ//ubiD//mdtL//gshA//speD//rpe//sodA//cysH//cas1//cysD//murP//mmuM//wzc//yrfG//dapB//yegV//deoR//ybiT//stpA//clsA//gsiD//rlmD//frmR//hflK//argI//metI//gltL//mcbA//yraJ//frdA//prmA//lepB//yphD//napF//rbsA//gmk//treB//hcaD//rfaG//hns//gldA//deoD//hisG//sgbH//mepS//dpiB//nlpI//ybiO//ilvN//bamD//tldD//cobC//pdhR//dtpC//pdxA//malK//hisA//lsrB//aceK//dhaL//fiu//hslR//glrR//tbpA//proQ//paaG//nhaR//ybiH//mgsA//uxuA//kdsD//fnr//yqeG//dauA//mlaD//chaA//murB//gatY//ydiP//
GO_0031326_6	fhlA//bioD//kdgR//bglF//ymjB//tcdA//ybhS//kdpF//rpnC//rcsA//thyA//frmB//ilvB//hdeD//qseC//qorA//oxc//cmtA//aroF//fimE//hisP//hisG//pcm//bglA//blc//yihP//pgk//folA//higB//ydjH//asmA//caiF//fruK//xapR//lexA//frwC//crcB//nikC//acnB//lsrK//cmk//mutT//yggN//yehX//entF//yqhD//mntS//arfA//ytfR//ascB//yehD//hisS//yidK//mgtA//sdhC//idnT//ada//torZ//aas//rhtC//mazF//folE//sgbE//yciF//glvC//surE//arnE//yjbE//dinJ//waaL//mdfA//recN//rzoR//glsB//yhjR//argH//pepB//sapF//sfmD//dapF//ttcA//moaB//ybdG//rihA//tqsA//sdaC//tdcE//gph//acpT//pstC//chbG//ilvM//gspJ//nadA//chiP//fecA//yfbU//uxuR//rfaC//valS//yajQ//nfi//entC//yidD//kdsD//yjbF//lysU//yjhB//dhaM//thiI//sdhA//dut//sgbU//xylA//yiiD//yihS//aspA//thrS//crfC//ycjY//hyaD//gluQ//fetB//sgrT//rsmI//rihB//rcnA//ycdY//ybiT//murP//prpD//metR//hisP//tyrB//fhlA//dicC//ftsL//prfA//rluC//ttdR//kdgT//mrcB//elaD//chbR//mdaB//atoS//ttdT//flgM//asd//cobT//iraM//ftnA//crp//pyrF//tonB//kefF//exbD//mioC//helD//rbn//lacY//nirD//rodZ//holC//yraR//nfi//glmM//yeeL//yfcF//gntK//ygbL//proS//rlmD//ybiA//amyA//clcB//pdxA//rplN//galS//lptF//yddL//yfeO//proP//araD//uvrY//cysK//yeiL//ydaC//rpiB//purA//ftsW//ccmE//rbsC//atpE//hcaE//yjjU//iraD//narQ//truC//moaD//nei//tolA//ygiW//yghG//fdx//yjcE//yghW//glnH//abpB//cecR//rbsC//tilS//cpsG//rrrQ//elaD//nanR//trmJ//gltX//cobB//yfgO//frc//ybhP//dppB//hemF//ygdG//ybdG//opgD//rnb//yjhI//agaW//tehA//rplR//matP//norV//opgB//ttdT//menF//rcsA//mtlA//glpF//rpsQ//ghxQ//mliC//ravA//gapC//purU//fmt//yfjV//frsA//yhaV//trpGD//hemF//purN//yjcO//der//rapZ//sdhA//ybdM//malQ//hxpA//lysC//arsB//gph//ycjQ//nupX//ydjE//glnB//asnC//uidC//lplA//alaC//deoD//efp//alaS//tsaC//poxB//iscA//yahK//ygcW//patA//yceK//mdlB//murE//casA//tus//lpcA//btuE//waaO//gspF//aceB//murR//ybiH//ribC//fryC//cas3//moaC//fepE//tolC//ybaT//glpD//ydiK//acrB//dppC//maeA//nac//lit//pck//paaD//lplT//rplI//yggE//dut//lhr//
GO_0031327_7	yggX//ychF//yraI//galS//aes//rcsB//soxR//preT//metC//frdA//gph//yedX//pdeD//recX//bssS//csdA//yhcD//yjtD//ubiG//ygeR//yadG//parE//seqA//fetA//mrcA//rbsB//glcB//oppF//rimI//pgrR//fruK//tusC//ybiO//sdhD//mnmG//puuD//rnd//ribD//rclC//napD//manY//mdtP//menI//yehW//glpT//rimP//livK//umuC//rutD//rhaS//rimL//fdnI//yadC//metG//mltG//tas//glpB//hdeA//yehD//yggW//ymfK//hemE//ackA//tyrS//cdsA//recJ//yccS//dnaB//lptB//hisB//slyA//ypdB//agaW//pitB//artI//ibaG//yjiY//tdcG//mcbR//pgi//rcnB//actP//parE//tauB//garL//rpsT//ybiJ//mtlD//uhpT//tolC//iclR//ddlA//prs//secB//ccmD//rpsK//yadI//menC//shiA//gntP//moeA//yehW//wzyE//ilvL//fhuC//ddpA//waaJ//yjiX//yjbF//tqsA//greB//sbcD//waaC//xerD//elfA//sbp//ygaH//secE//nfi//rspB//yfdR//
GO_0031328_7	atpF//sufD//prmB//yehA//opgB//trkG//acrD//sfmA//fkpB//clpX//recO//nanE//kefG//mrp//tpiA//yjcO//yahD//ftsY//yeeJ//dosP//ydhC//bluF//proP//ada//ilvN//xanQ//dfp//ortT//znuC//ykfI//yeiL//mpaA//folE//sfsA//yafQ//glpC//yiiE//hcaF//hyfF//rffH//yehC//narG//feoC//ycgV//fliG//minD//yjfP//rplA//fimH//ynjD//gadW//glyS//potI//ptsN//ansA//rclC//hcaC//rcdA//melB//fieF//dnaK//secF//nemA//fdoI//nikR//ycaN//nudG//narG//fabZ//chaA//sbmA//oxc//yidL//speE//gshA//glgC//putP//gadX//shiA//amiD//nudB//
GO_0031329_6	tsaE//lon//yddL//yiaL//leuE//araF//tdcB//fucI//ygeX//
GO_0031330_7	hofC//
GO_0031331_7	ykfI//glnA//
GO_0031333_6	trxC//ynaI//yjfF//dcuR//agaS//waaB//murG//ruvB//bioC//yfaE//
GO_0031334_6	ompF//frc//mdfA//ushA//adiY//kefC//rffC//ribB//truA//ybhJ//gltL//
GO_0031341_4	dmsA//
GO_0031342_5	rpsB//
GO_0031344_6	narQ//yhdZ//fadL//acrZ//pheP//
GO_0031345_7	trmA//lptG//
GO_0031346_7	yieH//mrr//recG//
GO_0031365_7	ghrB//yahN//yigB//iraM//fhlA//glpK//pheM//
GO_0031399_7	hypC//sfmH//ecpR//
GO_0031400_8	wcaB//
GO_0031401_8	sfmA//nadK//
GO_0031437_8	iscU//
GO_0031439_9	torS//
GO_0031455_5	hemH//csrA//
GO_0031456_6	ghrB//gadE//
GO_0031460_7	pdeL//waaU//sgbU//hemC//aspS//glyA//ygfA//fimB//hisM//yajQ//lsrK//ortT//
GO_0031506_7	endA//
GO_0031554_7	aes//nrdI//yafC//insA-2//tufB//fimD//tap//poxB//dbpA//yraI//nemR//rfaH//cusR//yihT//gatD//ribF//dnaC//fliD//rplM//ravA//
GO_0031555_8	iraP//ygeW//nrfE//rfe//gshB//yadC//
GO_0031556_9	kdpC//ravA//
GO_0031564_8	cysI//nhaA//glcD//rbn//glpB//lolA//uvrC//ybcL//ftsX//hrsA//uspE//rcsF//katE//
GO_0031589_4	rfbC//hemA//ybbN//tolQ//ydjE//agaS//trmD//fecD//kefG//mqsR//yfaE//btuB//ychH//glcD//alkB//
GO_0031638_7	aroD//
GO_0031640_3	panB//yiaL//ydiR//yagI//pnp//
GO_0031647_4	katG//dmlR//ybdM//mdtI//insI3//yneJ//galE//
GO_0031648_5	trmI//
GO_0031667_5	hfq//secF//ettA//yjiQ//ptsI//hexR//yqjI//yqiG//kefC//cmoM//yfbU//yjbH//proS//pykF//ybcQ//kefB//recR//yddL//soxS//gadX//clsC//nuoG//rsmI//lptC//potA//greB//srlR//atpC//focB//msrQ//rutD//eamA//ygcR//cynX//ycdX//moaB//dcm//dctA//mgtA//nusG//yfeW//
GO_0031668_4	menC//waaH//gsiB//mdtK//ettA//leuD//glcE//ydfK//rcsC//fdnI//gcl//ygeX//recN//rplD//ybeY//sgcX//cydB//lldD//yojI//yehD//yggW//grxD//hypT//pbpG//rpsP//yceK//pdxJ//mobA//argH//prpD//srkA//chaC//cyaY//tcyP//mqsA//trkH//metF//osmE//yidR//ygiN//sufB//glnQ//clsA//uvrB//yegV//yebQ//fimD//purN//rdgC//yfcP//yphD//dmlA//yjcE//
GO_0031669_5	ydhJ//kdgK//nfo//deaD//mfd//tauC//dcyD//ydfD//galK//insB-2//aroC//ybhI//mdtJ//mipA//murD//yjbG//pepT//pphA//tadA//intF//pyrD//fucP//yobA//lsrR//araF//yqiG//narI//ptsP//fryC//yafO//pgaA//
GO_0031670_5	narQ//ydcZ//rsfS//
GO_0032025_6	cycA//iscX//
GO_0032026_6	ygiV//fadR//ftsH//
GO_0032048_8	ybaK//ileS//dpiA//
GO_0032049_8	accD//ridA//rimJ//
GO_0032055_6	parC//
GO_0032069_6	yfcS//tolA//qseB//appA//glnD//
GO_0032074_7	ygaH//ygfX//amiD//dnaK//mraY//
GO_0032091_6	xylA//
GO_0032147_9	birA//
GO_0032150_8	fhuB//
GO_0032185_6	yfaU//
GO_0032194_8	yebS//
GO_0032196_3	yaiP//hdeA//mak//narY//puuA//bglB//nfuA//rcnR//htrE//paaX//ssuC//xanP//thrS//
GO_0032238_6	sbcD//
GO_0032259_3	rplK//gpr//osmF//maoP//rlmI//narZ//agaD//gcvA//argG//citG//hxpB//intS//nirB//lrp//feaR//grpE//miaB//mioC//rluC//fdhE//cysE//pinR//psuG//rsgA//gcvA//yqgF//prs//ompW//degQ//recB//paaC//epmA//gsiB//ybaE//yeaV//zinT//lsrB//flgG//narH//frwB//rclB//xylF//yihW//mltC//nrdH//murI//purC//rihB//sfmH//prmB//nagC//dgcN//frdB//hexR//waaP//secA//yjbE//
GO_0032261_6	trmJ//erpA//atpA//
GO_0032262_6	agaS//
GO_0032263_7	rplS//dld//
GO_0032264_7	rbsK//tolA//
GO_0032265_7	kdpC//
GO_0032268_6	frwB//paaK//flgB//ygbI//gatA//exbD//adeD//waaY//tsx//hemC//tsaC//malP//hisS//ybhG//argR//rluC//sdhA//thiC//rlmC//gabT//ulaF//ettA//dam//yhjX//yqiG//sdhA//idnO//argO//mdtC//mgsA//ydaN//mrdA//ampG//ppiD//basR//speA//fhlA//rtcB//ydfK//gor//pdeD//rimI//dedD//tgt//hybC//hofO//
GO_0032269_7	deoC//fetB//yaaA//rlmM//mlaC//aldB//nupX//thiD//syd//speD//thrL//mdtB//yceO//cbpM//fucA//rpoE//intS//nrfF//malS//gsiB//yfdS//hyfR//smpB//yqaB//rclA//ybaK//cueO//cfa//
GO_0032270_7	ydcT//yfcP//ydbD//ydiZ//ybhG//yjbF//rmuC//codB//tig//yaiW//
GO_0032271_6	fucI//bolA//
GO_0032272_7	solA//aroG//
GO_0032297_10	ralR//frdC//yedL//
GO_0032298_10	pagP//yjiR//
GO_0032324_6	dgoT//pflC//hipA//
GO_0032328_7	otsB//flgE//
GO_0032329_7	pepN//dinG//yneE//atoS//
GO_0032359_7	cmoM//matP//lexA//
GO_0032386_6	rcsA//rlmL//
GO_0032392_7	ydhQ//uxaA//insI-1//ptsN//pyrL//ydiO//thiE//thyA//bcsA//acs//mlaB//phoU//xerD//
GO_0032409_4	cbrC//minE//ogrK//ybcC//
GO_0032410_5	elbB//
GO_0032411_5	aphA//groS//
GO_0032412_6	pal//trpE//adk//rplA//
GO_0032413_6	rzoD//
GO_0032414_6	alaS//proS//
GO_0032445_10	kdpC//pliG//bamD//uof//osmF//
GO_0032459_6	lptF//
GO_0032462_7	tonB//
GO_0032465_6	eco//ndh//ybaK//hrsA//ydeE//
GO_0032466_7	arfA//ycjU//
GO_0032467_7	dnaB//
GO_0032506_4	ygeA//adiC//mqsA//narG//bglB//rbsR//ribA//nuoN//adk//fecA//yehD//
GO_0032508_8	uxaB//hxpB//ihfA//oxc//wzyE//rplW//yhbS//dcd//prpR//bcr//fliD//ybhD//eptB//
GO_0032535_4	clpA//kdpF//gpp//ulaF//fabB//
GO_0032774_6	crr//yeeJ//yhgH//fryA//bglJ//recQ//xylG//mglA//rpiR//gsiB//rplK//yigL//yghB//ybaT//fic//btuE//ilvC//yihT//frvA//lldP//eco//yraN//miaB//rhmD//rhtA//btuC//ampD//paaA//yhaC//waaL//tabA//tsgA//katE//aroH//alaC//yieL//nadB//yifB//prpB//rlmG//treF//betA//tdh//crl//yibH//glyA//nuoG//dfp//rcnA//brnQ//infB//gltL//narZ//yqeG//rlmA//aphA//tatC//eamA//yeeL//tesB//secD//ibsA//ydcP//yiaL//ptsG//thrB//paaC//secY//crp//rlmC//rplK//yehA//yjhH//pepD//cpxR//narJ//lsrR//agaC//lacZ//ribC//infB//malK//dhaM//astC//rsmA//rpsR//gltP//mlaC//fhuC//pheP//hxpA//idnD//ibsC//ispA//ligA//fucA//ansB//sufB//dppA//pntB//yafS//hybC//lptG//atpE//narX//moaD//ychO//relB//yafC//hldE//mhpC//dam//yddM//rimK//ybcL//cheW//panC//kefC//ygiB//glsA//yggP//zupT//ptsG//yiaL//yebQ//kdgK//rnhB//fecD//srlR//
GO_0032775_6	melB//fdhD//nanR//
GO_0032776_6	aqpZ//
GO_0032780_7	fimC//csiD//
GO_0032781_7	hemA//queE//btuR//
GO_0032784_8	rpsJ//dmlA//
GO_0032787_7	yqcC//tsaC//elbB//ybbN//yafQ//mdtL//artJ//lipA//cstA//lipB//fabG//tdcR//yqiJ//hipB//ybdG//uxaB//dkgA//znuA//kbaZ//ydiK//hisF//plaP//agaD//wzzE//ycbB//wza//yfdC//ypdA//melB//yfjR//truB//panD//slt//rnb//btuR//amiA//ygcW//otsB//rpsL//yidD//yfgJ//frmR//pyrE//mreD//cytR//murF//treC//cspD//tsaD//viaA//tbpA//yphD//cmoM//wcaC//yebQ//ybjC//yehY//infC//yedL//cadB//mutS//relA//gadB//adeQ//cadB//bglB//panE//sthA//chaC//wzzB//narH//betI//ratA//cheR//bluR//kefF//mreC//bssR//yohC//cueR//glgS//murP//ftsW//zupT//nhaR//kdsB//tnaA//bcr//ygaH//yggX//ycjR//ybhS//hprS//aqpZ//msrQ//gppA//proV//rzoR//ascF//yegT//evgS//yqeG//lsrR//glnK//waaH//yehX//yihU//psuG//uacT//mdoG//aroP//pgrR//wecE//dhaL//ynfK//ybaK//tatD//hypA//gdhA//metC//mngB//thrB//ptsP//glcF//yebS//puuR//asnC//citG//leuS//yfaU//ftnA//ackA//xseB//metB//uhpC//mtlD//nadE//rpsR//nusA//cof//baeR//crp//coaD//lpxT//mazF//nuoM//opgG//ygeX//uvrC//mepM//trmB//yeeA//gadB//flgA//argK//yhaM//ispF//ybjX//ftsI//hyfA//nirD//mhpB//yfiE//prmA//paaE//ubiG//yjfF//ddpA//gltS//mdtE//pth//flgA//paaE//fimD//mglC//dbpA//rpsI//rffM//ttdB//ruvA//ibaG//dapD//fixC//menH//exoX//tcyJ//bamA//kefB//lptC//nikC//hycI//prlC//rpsG//ybdH//ygaH//bglF//mutM//dgoR//cydA//panC//nrdF//yfcU//hslR//
GO_0032790_6	pheS//entB//
GO_0032879_4	gmhB//ynfL//rplD//dut//dgcZ//glpF//ilvH//exuR//clpA//folX//yiiM//ccmA//sgcC//ivbL//yegV//ridA//baeS//ynfH//mnmE//glgP//gntK//glxK//pdxH//tolB//ansB//ybhP//rpsS//pphA//
GO_0032880_5	glmS//tisB//yahD//
GO_0032881_6	yjbH//fmt//eptA//syd//
GO_0032885_7	ilvI//macA//kefF//
GO_0032940_3	sppA//arsB//mtr//yehU//zntR//yhjV//tilS//
GO_0032950_7	flgH//
GO_0032951_8	agaA//
GO_0032954_7	ppc//yafE//rlmF//
GO_0032955_6	fepD//sgcE//cheW//
GO_0032973_7	hokE//dosP//dut//ygjH//mrp//
GO_0032978_7	ycfH//queF//paaH//thiE//
GO_0032984_5	frmR//argR//codA//cysI//adeQ//rsmA//argF//yafC//rfbD//
GO_0032988_6	entS//yggE//
GO_0032989_4	nhaB//
GO_0033013_5	rihA//flhD//menI//sugE//ibsA//lpxT//bcp//zapC//groS//lepB//yhhY//yheT//dinG//recO//menF//rho//aroD//cusC//ybdM//emrE//atpA//
GO_0033014_6	torS//yaaA//metN//thrS//yeeJ//murP//ydfH//nuoM//fetB//yoaA//cvpA//yedL//ssuD//ychO//rplL//ybiJ//ftsP//hdeD//evgS//ppc//tpx//
GO_0033036_3	rssA//queC//mglC//ycgB//entC//intA//fliD//diaA//dtd//rpsA//insB-4//yehD//ompA//sutR//ybhD//ubiH//yjiA//yfgI//ribC//proQ//kdsC//mltG//ibsA//yjjX//rpiA//paaH//wecA//malE//bioC//rcsC//yahB//cusA//fkpB//queA//ycjU//xdhB//yidD//lgoR//araH//arcA//cusC//tcdA//hcaC//ybjD//fruK//ycgR//treF//cheZ//rhaA//
GO_0033043_6	yehC//fliM//yjiQ//cyoC//roxA//
GO_0033044_7	mltG//
GO_0033051_5	gatC//
GO_0033120_8	trpC//
GO_0033157_7	napF//agaD//
GO_0033194_5	selD//galT//mntH//plaP//
GO_0033195_5	edd//
GO_0033212_10	modC//cynT//pykA//serS//uraA//
GO_0033214_11	lpoA//torC//
GO_0033228_8	bamA//sfsB//gsiB//citT//
GO_0033238_6	ttdR//gcvH//mtlR//yihL//
GO_0033240_7	exuR//
GO_0033317_7	tpiA//paaZ//yqaB//alaE//
GO_0033319_5	ydcI//
GO_0033320_6	avtA//
GO_0033345_8	yfaL//
GO_0033353_5	emrD//
GO_0033359_7	ynhG//focA//
GO_0033365_6	comR//
GO_0033383_6	luxS//
GO_0033384_6	rluB//
GO_0033388_7	yiiM//
GO_0033477_5	fimA//
GO_0033499_8	fieF//gapC//ydjH//fhuF//dusC//mdaB//rluC//
GO_0033517_5	clsC//
GO_0033518_6	gshA//
GO_0033526_7	dcuC//flgE//tatB//amiA//
GO_0033539_7	uhpB//ssuA//narX//
GO_0033542_7	bsmA//sutR//
GO_0033543_8	tap//
GO_0033554_4	yddM//epmB//tig//trpL//fumC//mdoG//mhpD//ppsR//ftsL//aas//tcdA//yohD//potG//yhbS//kdgK//tamA//dapF//aroB//tdk//gstB//pgaC//rspB//glmM//modC//waaZ//trkG//lpxD//yihO//yigL//oxyR//yibA//dcuR//clpA//ppx//waaP//stpA//fimZ//dedD//araC//yiiM//ibsE//ascG//yihI//ilvB//ribD//uspC//fetB//phoA//glnS//rffG//infC//rsmF//paaK//amtB//yiaO//ppiC//ilvB//melA//shoB//tdcF//chbB//ygeW//bioP//yjiA//ycaO//mtlD//fucP//ratA//rpsJ//frdB//yehY//cysK//pbpG//nlpE//ampH//rplJ//yhbQ//uof//deaD//surA//tusE//bisC//avtA//hprR//flgG//ibsA//ydjK//fadJ//qseC//yabI//ycjY//yhjR//thiP//pal//murE//holB//msrB//mdtF//nrfA//dhaL//cmoA//nagA//garK//yphF//rihA//fieF//narY//ydiP//truB//sfsA//tehA//rzoD//clpA//soxS//ubiI//arnT//norR//qseB//ydeP//insB-4//betA//hyfC//dgoR//mrdA//emrE//kdgT//groS//rarD//elbB//mdtK//gcvA//glcD//gntP//gatC//mppA//rimO//acnB//ilvN//yhhT//cadB//agp//yfhM//livF//dnaK//atpB//sdhA//tpiA//tsgA//yqaE//rhtC//fucI//pgi//lipA//nadB//pldB//uspF//xylB//dhaK//fhuF//adeP//fabA//menD//ftsB//rraA//aaeA//rcdA//fabR//nrfB//yqcC//tusA//yeeL//fimI//greA//ybfE//yggT//ppx//yeeY//tldD//ycbU//ykfM//rlmN//ychO//yeaE//ttcA//cho//torA//fucK//npr//yagF//bdcR//fliG//ispH//melR//argP//trmL//rcnA//rpsR//elyC//malY//csgF//argE//bamB//dut//casD//kefB//sufC//zraS//yjeH//aroC//rutG//npr//yeaV//epmC//ynhF//dacC//agp//rsuA//appC//ghoS//flgI//proC//ydiK//fepD//agaI//dnaJ//dtpC//msrP//iscR//frvB//rbsA//ldhA//slyA//ligB//glpR//dinJ//ulaE//etp//casD//gsiA//glnH//cas2//yegV//nudF//rnhA//chbC//prfB//nusA//hcaR//rsmC//araC//fixB//sad//pfkB//yphD//dnaA//greA//rfbX//xisE//sapC//efp//crl//sfmH//symE//ghrB//pgm//bssS//lpxD//ydbD//potB//ralR//mdtG//aspA//diaA//uidA//ompR//alsA//yceD//dinQ//yaiW//yjhH//melR//atpG//alsC//oxc//dcp//ycjP//gatD//apt//tamB//coaD//gadE//ribE//miaA//fieF//arnB//slyD//ybhD//dgcZ//speA//sapF//fnr//kdpB//alaC//rbfA//ebgR//ptsI//intE//phnP//dctA//dsbG//hcaB//ugpB//comR//cof//yiiD//ddpA//rplQ//glrR//bioD//patD//ivy//ynhG//ydfG//speG//
GO_0033559_6	aceF//
GO_0033567_6	rmuC//
GO_0033585_7	sfmH//cheB//
GO_0033609_8	yajD//
GO_0033611_8	dam//
GO_0033674_7	fabD//
GO_0033683_7	ybeY//
GO_0033692_6	ompR//dppC//yejB//holD//yagE//yjbG//arnB//exbD//sxy//orn//eptC//fetA//fdnG//trpA//yihP//rhaS//rplM//mnmE//envZ//fucI//nrdD//cydC//rhlB//ygeV//lipA//yidZ//dppD//rpsP//yicJ//patZ//yigL//nimT//waaA//ulaF//gor//pnuC//fdrA//gatD//fucK//pyrH//mdtI//zapE//asmA//wzb//speF//rbsA//tcyL//
GO_0033865_6	dmsA//rapZ//sgrT//gntP//fucA//phnL//thiI//
GO_0033866_7	sucD//rcnR//psuT//allS//
GO_0033875_7	tdcB//kefG//argE//galK//crl//caiT//ygbM//
GO_0034030_8	puuD//garD//mukB//kch//
GO_0034032_6	xerD//sutR//malK//yddG//phnM//mipA//waaJ//
GO_0034033_7	cmtB//pdxY//asnA//mgtL//
GO_0034035_7	lpxC//hda//hybO//
GO_0034059_4	citG//yhiM//
GO_0034192_7	argS//fruB//murG//
GO_0034193_7	yidL//
GO_0034194_8	creB//patZ//hisC//
GO_0034195_8	ycdY//
GO_0034198_6	ybdZ//ndk//tap//
GO_0034203_6	yeeL//
GO_0034204_5	insI-1//rclC//
GO_0034213_6	hdeB//
GO_0034214_7	hyaD//yggD//atpF//tatE//
GO_0034219_6	nrdD//hprS//feaB//fumA//mutY//uvrC//agaC//fixC//yaiW//mtfA//dpiA//pnp//lldR//ybeQ//yggF//glcF//oppD//lpxC//yciF//purA//psd//purC//leuD//minC//mscK//arnE//eno//potF//yiaN//glpT//fdnH//roxA//mobA//hfq//frmR//seqA//tatE//yodD//bcp//paaB//insB-2//srlA//waaC//hcaC//fabZ//adeD//yraR//yhaM//mepS//rnhB//mltC//efeO//pgrR//infB//adk//purF//soxS//zapA//btuF//yebC//tolQ//sgbU//tatA//rpsR//rimM//cusA//elfA//yfbU//sixA//ddpA//cutA//rlmD//proW//ybdM//nsrR//ymdB//aroG//tcyL//lpxD//kdsA//nusG//eutD//evgA//gudP//ldtC//dcm//yeeA//ybiJ//rpnB//dkgA//mutL//dinG//topA//dgkA//
GO_0034220_6	sgbE//mcrA//proP//uxuR//frsA//iscX//eutN//icd//lrp//rapZ//yiaT//cysA//atpC//yciV//hypF//hisA//ubiI//torS//rnc//mhpA//caiD//iscA//mgtL//puuP//yagI//fdnG//adk//mutH//trpA//rbbA//zapC//lpd//glpX//btuR//malE//dmlR//kdgK//fic//metL//mlaE//leuC//entE//modA//uof//yaaA//ydcI//yraJ//yebG//decR//betA//yidQ//modC//hdeA//fepA//ndk//paaX//mdtE//dacC//mdtJ//rpsB//putA//rihB//agaI//nuoN//yggW//araA//chbB//pbpC//rlmB//ybbY//yiaO//norR//ydcS//acrR//fdoH//dgkA//bssR//yfcR//aslB//yhjC//rpsB//ydgA//fruB//ubiB//upp//norW//znuA//elaD//ansA//pdeL//arnE//rplN//ynfH//argG//rfaH//yhbS//ydcM//rplS//putP//yhjG//pitA//dsbC//sixA//ygfZ//gadC//comR//yddG//rrrD//rbsK//cheW//secB//fimE//hofN//cas3//adiY//sdiA//rutA//narK//cobB//waaO//ydfH//speE//rssA//lpxD//serB//nikA//purL//yihQ//gapC//pcm//amtB//fimA//mug//degQ//cra//rlmL//hcp//mtlR//yciG//rspB//mioC//lsrD//pppA//gntP//yqiG//phnL//alpA//kdsC//fadB//yhhY//mntP//mog//oppC//ybhD//metQ//yfiF//rlmH//mhpD//mntP//cptB//mscK//aroK//secB//ibpB//ribE//btuE//treC//mqsA//intA//ahr//yhjA//pdeF//pdeR//eutK//araA//
GO_0034224_6	yebG//relE//
GO_0034227_8	sgrR//rplP//znuA//potC//yraH//hemH//yigB//gabT//
GO_0034248_6	tdcC//gatD//melA//rpsH//ydjL//bipA//fhuC//yfdS//treA//trmL//hpt//gltP//gfcE//ubiH//speA//sfmD//ppiD//ychH//flgJ//pepB//lgoD//glnD//fliL//rutE//fieF//ribE//ligA//lptC//ydaV//fabB//ribC//arsC//pta//grxD//nrfG//mhpA//dnaQ//yeiL//appC//otsA//gstB//
GO_0034249_7	nagK//argC//ghxQ//alaA//essD//folD//pspG//cbpM//csgB//bluR//bioF//yibA//glpA//nhaB//zapD//sgbE//ybbN//pheP//uraA//yggD//argK//livM//pgsA//dgoT//yebS//
GO_0034250_7	mnmC//lsrB//fhuF//asnB//araD//puuD//dctA//
GO_0034258_8	afuC//
GO_0034260_5	ldtA//
GO_0034285_6	priC//
GO_0034286_7	rplL//
GO_0034288_6	modA//
GO_0034289_7	sucD//
GO_0034308_5	srkA//yqaE//higB//mhpD//frlC//fryB//iraD//alaE//sgcA//yhbY//nrdI//
GO_0034309_6	adeD//ybaO//hyaC//
GO_0034310_6	gltI//rplI//yneJ//elfG//rffG//yifB//
GO_0034311_6	nuoL//ugpA//pck//
GO_0034312_7	cusA//iscR//
GO_0034313_7	narZ//
GO_0034337_3	ppiC//rraA//
GO_0034355_7	ettA//mlaB//yfcG//malK//
GO_0034401_5	ibsD//
GO_0034404_5	mcrA//nirB//zapC//allS//selA//entD//ydcO//fdnI//sdiA//dgt//rpoE//mntS//pgpA//potA//sfmD//kefG//yfcU//emrD//argC//yciT//suhB//ampG//nikB//ydiO//yagF//fumB//ribB//ygfX//yhcN//asnA//ydiO//mtlA//rrrQ//fadL//msbA//gfcE//ybbY//ybcJ//sapC//rfe//panZ//ybjG//rpoA//ytfQ//mdtM//gmk//yqiI//yiaN//hmp//pdxA//
GO_0034414_9	eutA//
GO_0034421_8	rbsC//
GO_0034440_4	shiA//ssuB//rmf//cydA//thiG//fadJ//yfiE//dcuA//hcaE//adeQ//htpX//diaA//kefC//chbB//pabA//gstB//ldrB//modC//sfmD//sgcC//
