#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	diaA//sapD//lsrK//ralR//
GO_0043413_4	yccS//
GO_0043414_4	ebgA//raiA//pgpB//cusC//fryA//fecA//yeiG//emrD//yhdX//hpt//norR//fecB//ymgC//ompA//mqsR//ebgR//sgbU//gppA//lptE//mntH//umpG//menF//yijE//fimZ//rclB//rclC//mrdA//ycfS//sucB//ydjE//idnT//nikA//ratA//yjhG//ghxP//puuP//holC//intS//lsrD//brnQ//fepA//proQ//flgM//accC//moaA//gmhB//rhoL//ymdB//gyrA//glgP//ybcJ//tusE//
GO_0043433_5	adhP//uhpA//ltaE//csgA//nanC//hybO//
GO_0043436_5	nlpE//yjtD//yadI//dgcT//yfgJ//rbbA//yegD//hcaD//yiaM//ybdN//bglH//mobA//hrpA//sucA//pldB//rzoR//lacY//zraR//frlB//ispA//rfaH//rffM//hsdM//eno//dctA//pdeH//rhtA//araA//tehA//gmk//efp//cspB//hldE//ribE//nuoM//rimM//yhcF//dhaM//fimD//tyrA//ychF//ydeM//pdxA//ybcC//glcE//umuC//wecC//ulaC//narI//yhaC//cpxP//hycH//napA//rmuC//rpsN//glmM//mcbR//hipA//clsA//purD//tdcG//gcd//fimA//elfC//pcnB//ppc//yaaA//lsrK//idnO//dppF//glsA//ycbV//dinG//acrD//tusB//fliD//ygeV//asnA//dgcE//aspC//hrsA//pcnB//gluQ//fadD//yiaB//rutR//azoR//rseB//otsA//alaS//appA//ychF//ftsL//priA//srlD//htrE//hemC//rplB//priA//tauD//cdsA//rbsA//galT//glgP//ydiP//ygjH//uspC//xseA//trmJ//entS//norW//dgoT//allB//yoeB//rsmC//basS//sdiA//sapB//rsmJ//aaeR//plsC//afuC//mltF//bglF//intQ//cydA//ydiP//sgrR//yahO//fhuD//dgoR//agaV//aes//envC//yadV//rfbD//tdcF//rph//rzoD//rplL//ppc//priB//adk//chbA//ybdR//secY//seqA//lpoB//fdhF//dpiA//agaC//rlmD//fdrA//kup//mdtA//yidR//uidC//hybB//nfsB//nuoI//cbrA//yraJ//tusA//opgH//mreC//yaaU//galR//hofQ//argR//rsmG//rlmC//panD//ghxP//rnlB//yadV//adk//creB//focA//nudG//chbF//waaL//yheT//fhuF//yedP//yeaE//envY//mnmG//ybaL//glsA//yieL//ydfD//soxS//aer//lgoT//yehP//chbC//bolA//pepB//ybiT//fucK//fimZ//pyrF//glcB//ampH//mprA//lysC//mdtM//mcrB//murE//sstT//argT//cheW//rnhA//treA//galM//mdtP//rfaD//znuC//cyaA//atoC//pykA//envY//mazF//rsmF//yefM//oppA//fiu//bcsQ//yebS//cbeA//pntA//tas//waaZ//ansA//yjiY//glpG//rffH//ynhG//essD//ycgB//epd//fecD//mazF//trkH//prmA//aroB//cbrA//rbfA//pyrE//mdtE//yfcA//mdtP//csgD//gapC//yfcG//bisC//pcnB//cobS//msrB//cdd//glcF//hslU//secE//yfcS//ralR//kbaY//hsdR//ihfA//yahN//asmA//wzzB//yfeO//fhlA//insA-1//csrA//ltaE//dinD//yadC//srlD//aer//trmI//mdoD//yfdG//cdd//yraK//secD//slyD//lsrR//ygiB//pagP//malZ//ssb//lysP//yfcP//ynbC//hokB//aroP//ybeQ//cyoD//yjtD//aspC//katE//yijO//lapB//yggN//ycfL//alpA//rpoS//cca//narK//yhbO//ftsQ//ybhS//pflA//dacB//yihS//hslR//elfC//kdpD//rbsC//rpsN//rplP//phoB//tusC//hsdR//mlaD//ygaZ//msrA//kup//elaB//hupB//fucP//ybiV//gatD//msrC//ydgA//paaB//dgkA//recT//yfgO//bglB//phnJ//trmB//pmbA//cobU//yhdJ//maeA//lsrB//gadC//eutK//phoB//yhdZ//murR//ghxQ//emrK//fecA//waaY//ydhJ//arfA//ybhD//nuoE//bamA//ibsE//amiA//nanC//galS//rutD//grpE//yejE//dcuB//ybcF//ftsL//hslO//ykgA//ybaO//ibpA//iraP//luxS//cheA//hycB//alsB//bamE//yegT//mdtF//tap//ibsC//pdxK//setB//hscC//rnc//paaE//rpsO//cusB//grcA//dctA//grxD//rsmD//uspG//entA//yijO//yihL//epmA//yceD//hemE//tas//fdnH//mepS//zapC//ssuA//entF//ispB//rffC//sgcA//treC//flgF//ffh//rbsD//yghB//rlmA//asr//cheB//sfmC//rluF//frdA//wecB//csgF//metR//arnF//accD//aroC//yiaA//rutR//gcvR//eno//dnaE//yfbU//wcaB//coaD//tktA//ruvB//marR//recC//pbpC//nepI//alr//parC//bluF//topA//
GO_0043438_6	qseC//
GO_0043442_6	lpp//
GO_0043455_5	yghW//flgH//feaR//ulaA//
GO_0043456_6	dgcE//
GO_0043462_6	nudG//yehU//hofO//nadE//treC//shiA//
GO_0043467_6	nanR//ydiB//
GO_0043470_6	fimZ//yieE//yddA//ulaR//
GO_0043471_6	ldtC//dmsC//psuG//
GO_0043484_7	prmC//
GO_0043487_4	acpH//mglB//cueO//rnr//eamA//araF//
GO_0043488_5	cmoB//wzzE//apaH//yebQ//acrF//
GO_0043489_5	cspB//
GO_0043543_7	accA//holC//malG//glpT//ybiX//ghxQ//paaX//dnaG//mrdB//mtfA//menC//deoA//ydcP//
GO_0043545_5	ftsK//trmD//yjhH//yehU//bdm//lldP//mnmA//sufB//nrdI//dppB//ygeA//
GO_0043547_7	phnL//aroD//arnF//
GO_0043549_6	dnaJ//paaC//
GO_0043555_5	lpxT//adk//
GO_0043562_6	uxuB//yciE//
GO_0043570_6	tdcG//mppA//dcp//
GO_0043571_7	lgoT//rph//potB//
GO_0043603_5	uspC//trpGD//yraN//hsdR//yeeO//bglJ//bglH//frc//chaC//ansB//tus//ttdR//ygjR//acnA//nrdG//chaA//yagG//eamB//yoaB//rof//lsrG//prpD//prc//truA//rplE//mutM//trxA//rhaB//ldrD//lysS//ppiA//ruvA//codB//yidH//plsX//coaE//mppA//yfiR//pbpC//mlc//trpB//nfuA//yhjC//srlD//moaB//leuS//pckA//acnA//lpxK//lon//cspB//ybhG//narY//hyi//yfeR//chbC//fepC//glvC//potE//ydeI//galU//glmS//argO//pnuC//lgoR//ccmC//ydcO//pyrF//lldP//ccmD//exoX//atpH//gadA//glnD//perR//ydiR//fimB//hdeA//rsmE//aas//nudG//acpS//phoR//uvrB//fecA//ccmF//rtcB//mlc//yddA//alsK//yphD//dsbB//cutA//yqeF//hcaC//yfiE//tufB//yeeJ//dicC//livH//era//yibF//yraK//fabB//recF//citX//pal//panF//evgA//rpmH//sfmA//pspA//phnK//tdh//ribD//ftnB//lsrB//dtpC//sdaA//amyA//cmk//mprA//rpe//gloC//orn//hslV//ybiA//
GO_0043604_6	cpxP//rbsA//narZ//yihS//ycjQ//ihfB//lamB//ybiH//hda//maeA//clpP//ribD//pdxB//zwf//nagK//yfhM//scpC//pgpA//sfmF//dnaQ//napA//rtcB//chaA//ubiI//rfaE//folM//mocA//cheA//rpoS//dcyD//yahD//thiC//malP//yijO//uraA//purD//nemA//insK//nrfB//astC//trmL//mrr//ybiX//nadE//rlmA//gloA//cdgI//rihC//ansA//ppiC//galE//hypE//fliM//torA//xerD//ybdR//adiY//glpC//dgoD//insF-1//yghG//sgrT//qorA//ligB//thrS//rlmM//nsrR//cysK//gloB//ompN//dacD//acrR//yihW//ybgQ//rlmG//yihU//dsbB//codA//hisB//ptsN//agaB//yefM//uvrB//adhE//ilvB//mhpB//wbbK//yhgF//idnO//ldrD//paaA//pheA//borD//fadJ//fixB//dgoK//msbA//pbpC//yqeF//
GO_0043605_6	dmlA//ynaI//prkB//pyrF//leuS//
GO_0043610_4	hflK//
GO_0043624_6	yecS//cbpM//mtfA//cdsA//ybjX//cbpM//phoQ//
GO_0043628_9	malQ//mocA//yjiY//
GO_0043631_7	yfcU//scpC//
GO_0043647_5	priB//prfC//
GO_0043648_7	iscR//rffM//ydcR//insK//tqsA//mcrA//ubiD//yjiM//trmI//glmM//holE//smrA//glyS//yagJ//clsC//ybjG//nrdR//ycdX//yhcD//speA//appA//ykfI//mtnN//garR//nlpD//rpsP//nemR//ccmF//tolQ//fadH//skp//bepA//kefF//zraS//potH//dxs//ybaM//miaB//aslB//yieF//pyrH//rpmE//rhmR//yehW//ulaF//ldrD//lgt//serB//aroB//nagE//yeaK//ugpC//menA//rsmG//ftsL//ascB//sdaA//flhE//aceA//lspA//thiH//yhcH//ribD//uxuR//rimL//chbR//ydhC//tehB//dapF//parE//frlB//hldE//tdcE//arnA//
GO_0043649_7	pstS//yoaB//ebgR//yhfK//xseA//gadX//elfC//ftsY//sfsB//borD//pstB//
GO_0043650_7	bfr//dsbD//cbeA//yghB//waaS//solA//yadI//hmp//cysG//preA//serC//iscU//mreC//ybcF//ydfK//sbcD//atoC//lldD//sufB//yhhY//hofN//tdcA//rfe//alkB//oppC//pdeL//mrdB//
GO_0043686_7	pgaA//
GO_0043687_7	yjjW//yjcS//pgpA//ybcM//rfaF//yfcF//yjjU//
GO_0043708_5	hscA//ascF//yqaE//dxs//ettA//leuS//rpmF//yhjB//nepI//barA//elfG//alsK//argO//ybhF//msbA//
GO_0043709_6	narG//insH-6//sohB//recX//queC//cutA//blc//fkpA//basS//
GO_0043711_5	ilvL//focB//gpp//gcvH//srmB//chbA//dgoA//tcyL//rplQ//acrR//rhoL//mqsR//fadA//mqsA//puuR//elaB//fliG//ilvH//ulaB//yiiE//queA//
GO_0043900_4	ynbB//hofQ//btuD//sapB//mdoD//lacI//ung//aroK//trmI//ftsZ//dgkA//abgB//opgD//
GO_0043901_5	pitA//wzyE//ligB//yneJ//
GO_0043902_5	yejB//rihA//
GO_0043933_4	appY//acrZ//trmI//sdhD//yedX//wzzB//yeiL//exuT//ycfJ//ydjM//gudX//tcyJ//ypdB//paaF//entE//mqsR//rdgC//speC//tcyJ//mdaB//ptsH//ymdB//asmA//ulaC//zupT//rppH//gmd//yqjI//fur//ybaT//wecE//yhaJ//mcrB//sufS//ibaG//moaE//marA//phnI//mepS//hxpB//gcd//napD//cobS//sucC//dut//yiaL//torZ//fimI//nmpC//elaD//fdnH//xylE//suhB//ispA//mrp//ydfH//citT//pgpA//fabB//lolB//ppc//mngA//frwD//nfo//pgl//ychF//gsiB//minE//hemE//citX//uidC//lamB//nikE//yehC//dacD//tolC//pfkB//hofN//qseC//panD//bamB//casE//nagZ//osmC//dhaK//clpX//araC//rpnA//rcnB//xylB//lsrB//xanP//yhaO//mdtJ//menH//yjhG//yjiX//uspG//torR//cydD//
GO_0043952_7	fpr//glpR//yihX//rrrD//ecpR//
GO_0043953_7	agaR//purT//yeeJ//phnH//
GO_0044003_5	ydeE//manY//fkpB//yeiE//
GO_0044004_6	xisE//yhdZ//ffh//codB//
GO_0044010_5	kefC//rhtB//gltK//tsgA//cysE//eptC//clsC//ycfJ//gabT//dadA//essD//rimK//hdhA//yihI//icd//folM//yiaA//xisR//yhaM//srkA//ahpC//yjhH//thiQ//edd//flgA//pcnB//cpxP//iscX//recT//alaA//
GO_0044011_4	tdcE//yraH//yfeW//dhaR//yghW//artI//edd//glpF//
GO_0044036_5	yfbU//serS//ybiH//rsmD//cho//lsrB//yjhC//astC//fabA//potE//mgsA//gshA//cspI//aceF//roxA//bcp//yiaT//rng//deoC//nadA//mprA//atpE//gltD//rplW//glgA//agp//ddpX//bcp//ilvA//hslV//adiA//rhlE//ybgQ//copA//cmoB//ldtD//leuC//cnu//frdA//rhlE//nanK//rnr//ebgA//ispA//tyrR//smpB//mntR//
GO_0044038_6	fadH//mtlA//galU//sfmF//chbC//yfiC//cspC//galK//alaC//trpE//slyD//dcp//phoB//ycbB//envC//grpE//yidD//amiB//ibpA//rbsR//rclC//mdtG//yfbS//yfgO//acpT//emrD//hypD//hisG//ddpX//rhtB//oppA//feaB//ydiQ//rnb//acpP//yjbH//dtd//pykF//degQ//mcbR//rplD//yraN//ispG//
GO_0044042_6	ycdX//yehX//insA-2//ogt//lolB//sfmH//rpmF//vsr//fes//frwD//mocA//ykfM//pykA//cbeA//nrdH//phnK//rplD//dnaN//glcA//gcvR//cyoA//
GO_0044070_7	pabC//rhaA//ybeQ//glpT//
GO_0044085_3	purT//mtr//raiA//intF//yciE//yhcF//ubiB//dpiA//rplB//lgoR//yjiM//pflB//hypB//ccmC//mdoD//erfK//leuC//ilvH//ybhS//
GO_0044087_4	ydhC//fdhE//pitA//yhhT//frdB//paaK//ghxP//bioP//setC//glsA1//cutA//gadW//ytfT//tatA//fiu//alsC//garP//mngR//clpX//decR//ddpX//gspJ//tgt//phnO//oppB//rpoD//garP//opgD//rsmC//eptC//ldtB//ybjX//ydiB//mobA//
GO_0044089_5	azoR//thrA//uraA//sdhE//cadB//wzyE//ptsN//pgl//maa//pgrR//uspB//dtd//flgG//
GO_0044092_4	murQ//ispG//tsaC//flhA//rsmF//tonB//proW//ogrK//ybaM//yiaM//yejB//osmF//zapC//ybhP//frlR//clpA//yjiQ//amiC//yhfS//fadL//mltD//yfhH//xseB//ykgM//sufC//uidC//fliA//yefM//frc//psuT//dhaM//cobS//rmf//surE//rpiR//yabI//
GO_0044093_4	cnu//rhaD//cyoD//recB//puuB//glpX//maa//ivy//mutY//rplB//rlmA//rstB//acrA//fucP//ybeF//ddlB//thiH//yjhP//lysU//fnr//feoB//sdhD//ygjH//psuT//nagC//lldD//hofC//
GO_0044106_5	macB//lipA//dpiB//yahO//ompT//obgE//fruB//prfB//yhjD//mglB//dosP//adeD//leuE//sspA//rhaS//ftsQ//mdtE//barA//lacY//truD//yieH//eptB//feaB//ycfJ//mltB//uvrA//amiB//
GO_0044179_5	paaE//
GO_0044208_7	ycbB//
GO_0044237_3	rof//ompF//rng//malP//nrdF//dnaC//thiL//tig//ais//lapB//eutD//emrB//dmsB//frr//msrB//potE//ycjY//yggF//yqaE//priB//potB//hcaD//dsbB//cmoA//dgoR//chaA//hokB//pta//ugpA//cydD//nrdB//ynaI//dcuA//yebZ//mrdA//deoD//clpX//gpmA//ralR//pspC//clpA//etk//rffH//ybaE//clpP//fimI//avtA//rpoS//ccmG//frdD//opgB//yidQ//sdhC//mak//ymfK//hupA//ycdX//cyoC//yahK//xylA//ldhA//ugpB//dinG//mtlR//ydfH//gnd//iscX//ygeA//wecE//sdaA//bsmA//yqiH//lamB//afuC//bdm//prmB//ttdA//dut//gatC//frdC//insI-1//ykgA//ydjH//panB//yqhD//yiaF//yphF//ivbL//dsdX//frlA//lptC//narP//higB//pcnB//elfC//yddA//trpGD//murP//mazG//ghrB//nirD//nrfD//adiA//tauD//gcvT//ygbI//hokE//sfmD//araA//folE//deoA//hscA//cpdA//gltB//hipB//moaA//ypdC//frmA//flgC//yceD//pstB//rnb//gmd//dmsC//glgX//ygaV//dapB//pgpC//yehA//tnaB//pepB//hypE//kdpB//rzoR//ushA//ycbX//xapA//sixA//accD//livH//ybbN//yphB//flgC//cyoE//btuD//gntK//ispG//recR//hyfC//prmC//rpoH//frmB//cspD//hyi//lsrG//ldtC//copA//exuT//radA//ybhA//leuA//gudX//zntA//dcuS//yegD//yadN//fruA//yfdR//hexR//asnA//narW//nemR//cydB//nrfF//yjhC//bcr//ydhC//yggE//malQ//mdtI//bglA//cspB//gatD//maa//proA//tauD//rhaA//htpX//yiaN//dacA//cyaA//yfcA//yqiG//rlmF//rsmE//pdxJ//mdtE//ydaN//trpGD//ybcF//ygcR//thyA//nadA//yidZ//yebS//artI//fliL//ygbN//mfd//sgcA//rpsJ//metB//lptA//cheA//waaF//patD//clcB//bisC//rpoE//rpnB//selA//hyaD//sapF//yidC//wecC//fis//otsA//agaI//fdnH//thiC//sufE//xylH//metC//lyxK//rbsC//trmI//rpsJ//yhjB//ubiH//mcrA//yraJ//ccmA//trmB//rsmD//napA//fucO//setC//yhjG//caiD//qorA//yefM//yidA//dgcM//rfbD//entC//trkA//ycbB//lsrB//ygcR//thiE//yihW//clsA//cueO//ulaA//fhlA//pyrF//rsmE//crfC//rpoA//rpsI//nudF//rlmF//msrQ//cytR//cutA//agaR//alsB//dadA//cysI//ynbC//yeaD//gltL//hupB//borD//aroP//ppk//ispF//rpnC//cyoA//folP//yqjH//yedX//arcB//yjbF//tyrB//pepT//ydiV//hemL//ycjP//nei//intS//rpoE//citG//yehX//ydiO//ybgI//dppD//yhjG//tig//ydcT//rfaE//rhtC//cysZ//rsmF//gpmA//yiaB//yjjQ//rhtB//lsrG//secG//queA//yjbG//rmuC//idi//mdtG//nei//trpS//hemC//purD//rluF//ybeQ//yqiI//fdhF//rffH//ampG//yraJ//csrA//tnaA//frlR//frlA//ftsL//dgcN//pepA//adiY//mutL//ibaG//rlmN//hypA//potH//malK//rhtB//rplP//nrfB//lpxD//udp//adiC//entE//dpiA//appA//hcaE//ubiA//trmA//adeD//yciF//ldtA//hokB//cstA//ybcQ//gnd//proB//yggF//lysS//nrfB//sbp//rzpR//wzyE//rihC//bacA//maoP//tldD//dtpC//mrdB//purA//cysI//dosP//paaF//potI//rpsI//ghxQ//mraY//yciV//hemG//nrfG//deoD//frlC//fadB//bamA//frlC//fimF//polA//adiY//skp//nemA//ypdC//fes//glyS//kdpE//glyA//coaA//yagF//phnL//pabA//gabD//rpsI//livH//yceD//rimO//yghW//yodD//hyfF//nrdB//eutB//yedP//fucK//yccS//rusA//artM//lptB//truC//icd//ynaE//dcd//yciT//yrfG//treB//rpsL//ssuB//panE//gmk//bioD//gltX//allB//flgH//lysA//bioF//glnA//rcnB//lplA//malK//solA//dsbG//cyoE//bfr//hslV//yggX//rrrD//dtpB//polA//gluQ//fimA//ynaE//apt//rpnB//intE//nlpA//dsbB//acpH//yghG//gpp//argT//dcyD//hdeB//rplB//kdpA//murD//sufE//agaW//pldB//hemG//exuR//yghU//msrC//pgpC//trpD//msbA//rppH//panZ//tdcE//thiG//yhhZ//cedA//artJ//pgaA//iraM//cas1//tabA//tyrB//hypE//folA//yghG//purB//gltK//tig//purT//agaS//yqcG//fabA//alaA//mcbR//mltA//gldA//abpA//sgrR//xylH//yhbX//ybdZ//yhbY//uraA//dnaN//ynfF//hcaD//yjjI//yhdW//yagJ//paaJ//hofM//trpR//sspA//corA//rfaF//pmbA//bdcA//sutR//cadB//mfd//dgoA//panC//yfgJ//pyrG//uxuR//rcnB//pfkA//prfC//agaB//ybgI//argS//umpG//pdxA//ycjR//ydjK//psuT//hyfR//ibpB//aroF//yoeE//cpsG//mglC//bglF//cysW//cusF//envR//leuB//mglB//wecE//paaK//murC//fimH//yajL//chbR//cho//osmF//ygcR//fdx//bipA//aaeR//osmF//pinR//ispH//feoB//araE//murP//fdhE//ytfP//ybfA//arsR//ilvM//rutG//sgrT//ridA//mutY//sbmC//fetA//dicC//ypdA//cas3//leuD//yeeY//arcB//kduI//yceD//torI//tonB//lsrC//rrrD//argA//yagG//sapA//thrA//cho//hypD//yeaV//tktB//rhaT//fpr//gltS//rna//rseP//trg//entF//yhjD//ycfL//fbp//mipA//tatC//dkgA//mtgA//ttcA//sxy//dgcT//gltB//yciV//ftsY//tag//dsdC//ptsP//rsmI//yneL//coaE//yaaJ//msbA//aaeB//ydhK//proA//lgoD//queF//fieF//glcD//argK//fliM//zupT//upp//osmY//alsE//glmU//ibpA//proV//yjjX//ymfA//prmA//yhfS//aroD//nlpA//yhjG//livJ//gcvT//ydfD//yfeD//ybcQ//opgB//arcC//rpsJ//mscK//mltC//insA-2//sspB//ybaL//rng//tatA//roxA//yjjQ//dapB//barA//hscC//yfcV//yceK//elyC//recB//btuR//dppD//xthA//nuoF//yagE//ytfR//cof//feoB//dgoR//fdoG//comR//yjjX//fixB//prfC//fadA//napA//glnD//rseB//casB//yfhH//flgA//rhaT//trpL//hybF//rclB//rstB//argE//ubiJ//yebG//ribA//lolA//ibsA//ydbK//ulaD//dcuA//crr//rffM//cdh//cydC//malK//fur//rlmE//insA-1//hemA//npr//fbp//ybdM//rnhA//glpC//yfhH//chbF//galT//pheS//prs//glpA//yiiM//ftnA//mhpD//mdtM//dhaL//panD//dacA//sgbE//uhpB//nrfD//bolA//afuB//ascG//yfeD//cmoM//ygcO//mhpC//alsB//hyi//fabI//uxuR//rplE//rffM//mlaF//sgcR//ygeV//rfbX//argO//motA//ychO//kdsB//yqiI//skp//cydC//sdhB//ynbC//yidE//iraD//torC//yhjX//rfe//rpoD//gltS//fliG//tusB//hyaC//pnuC//glnL//cysU//potF//clpB//tag//ybgI//waaU//glrR//bolA//lexA//mltG//dapA//yjhH//ygiS//pgi//yfhM//lysP//yghB//yghO//scpC//yebK//rsmG//helD//dmsA//tldD//ycjQ//btuE//rsgA//rof//lon//sgbE//dcyD//glpT//yibH//csgA//lspA//dhaK//yfiR//skp//brnQ//srlR//yehZ//sufE//chbR//thiH//preA//rhaS//rbsB//rluA//insK//ybcQ//lysA//yjiA//artM//argF//etk//lptF//uspE//fimF//glpG//mqsA//clpX//msrB//poxB//nagZ//ampE//ynfK//ymdB//luxS//thrL//ugpC//narZ//yhjC//eutD//marA//rseB//lyxK//nrfG//rpsS//yiaA//dicB//psd//ynjD//nagA//yidP//hlyE//ilvN//acrA//folM//gpmM//yoeE//gudD//waaS//ptsH//betA//narI//nrfA//sufA//insB-2//metQ//relA//iscS//abpB//envY//waaS//agaI//ykgO//ssuB//epmA//ptsP//waaL//pykF//nrdE//ispF//valS//umpG//phnL//argD//trg//ftsI//torC//speC//rzpD//yiaF//idnT//cmtA//yihI//oppA//tag//ompA//murJ//rfaQ//ldtD//envR//fdx//gcvT//yoaA//yohC//infB//pldB//mhpB//agaW//rutD//dapD//rsmF//phnP//yjbH//fumC//xylF//marA//waaF//yrbG//frvB//galE//nadD//yidC//ybiH//manZ//thiL//yadM//yfgJ//yciG//ykgM//actP//yiaL//kdgR//yajL//hyfR//wecE//purT//yddA//tdcR//grxD//msrC//fabR//rlmG//hcaT//ybhD//mrcA//accD//feoC//mcrA//fklB//ptsP//allB//gsiC//chbC//mdtK//ygcW//wrbA//ypdC//soxS//nagB//glrK//alr//menB//pyrH//rclB//afuC//priB//icd//yggW//gudD//cmoB//atoB//ynjD//dnaK//fabG//nadC//kefB//decR//yhcH//pagP//sfsA//mcrB//tus//yjbE//gnd//prfB//yifB//tdcA//ynhG//glgA//ftsB//mnmA//focA//ybfA//aslB//nirC//nrdA//entB//ppc//waaJ//chaA//agaA//gpr//ybiS//cysG//iraD//rtcR//matP//flgA//ugd//aroD//glsA//galS//upp//gcvT//chbC//glvB//cysZ//uxaA//eptB//aceB//rfaE//nrdI//waaG//rpiB//fdnG//dcp//zinT//rlmF//msrQ//prmB//alsK//lipA//parC//rsmE//ybdR//slt//ulaF//lrp//mngR//zapA//bluR//dinG//pdxY//hsdM//lrp//uhpT//xapA//hcaC//tpx//dppD//nanA//nuoF//proV//yfiR//torY//lacZ//amiD//bssS//mhpT//nuoI//tusB//paaE//rplL//phoR//guaC//ahr//glsA2//serB//tsaD//mnmA//cynS//yohD//trmB//prfA//ygaV//fhuD//fabA//hcaB//dsdX//nhaA//ybiS//hxpB//ftsH//nimR//yjbE//hupB//kefB//yjtD//hybB//abgR//mnmC//amyA//zntA//deoD//rplL//dnaX//yfcU//glrK//queC//tar//mutT//fieF//hcaE//glmU//ydeM//opgC//gloB//ybjC//insI1//purF//ydjJ//rlmF//waaO//fucP//upp//yebK//yceO//mltB//waaL//trxC//plsB//ybhR//ugpE//envZ//ypdB//bdcA//ftsZ//cpsB//nuoN//sgrT//glk//cecR//mltC//cspE//dacB//hybA//ygbM//ais//mzrA//emrB//chbR//ptsI//betB//iap//argH//cueO//zupT//ygfX//gadA//prlC//yafN//nlpA//trkA//waaH//rpsD//adhE//dmsA//codA//thiG//sad//rpsR//lptC//yaaY//yaiP//rplA//rsgA//pspF//dnaN//slt//yrdA//iscA//ribE//mdlA//frwC//amyA//argH//ygiV//ccmH//rlmC//narG//map//metR//dmsC//phoP//yqeA//dnaX//idnO//gor//yghU//eutA//astB//agaV//fur//agaC//ecpR//csiR//ymfA//poxB//nrdG//rsmI//ushA//ccmH//ftsY//tusA//araD//pstA//oppD//nrdG//mhpC//gapC//tusE//rhlB//malS//rlmA//ghoT//rimP//cspG//minE//ghxQ//deoC//tolR//ypjD//gadC//hemA//oppA//fixB//mdtO//hcaC//yeeY//aidB//nanK//ybeF//bamE//trg//pdeL//queD//glsA//mreB//ahpC//pspG//frlC//tynA//tsf//glsA1//pncB//emrD//sdhD//argK//opgH//ssuE//yhjX//mdtC//yeaK//galP//hcaE//nrdI//nrdA//kduD//nrfA//avtA//ypjD//gntK//yieH//pmbA//nudC//trxA//gstB//fadD//greB//yajL//kgtP//mhpD//relA//oppF//lacZ//ssuC//zupT//mobA//mpaA//glcB//hisQ//pstS//matP//yadK//lrp//glgB//sdhC//chbG//hofC//rmuC//obgE//thiP//evgA//secY//agaW//torD//apt//entC//kbaZ//flgA//nuoI//dsdX//dppF//caiE//ybdN//mdtM//purT//ydhQ//holE//lysA//glgP//rfaE//opgG//yqjH//insK//ybdH//pal//fliD//dkgB//yaiW//yahB//abgR//lrhA//ompG//cysM//ugpE//nuoE//csgF//amiC//hisI//rfaG//csdE//potF//rluA//ynjD//eptC//pdeH//msrP//ybiY//murG//dcuR//borD//metB//uidC//mfd//ccmA//ydeP//insK//frwB//putA//cpdA//yqiH//dhaR//cca//yihI//frlA//ybhF//wcaB//borD//uxuB//lysO//yehC//ptsH//dpiB//rpnD//rpsJ//rnr//glpT//araD//yidQ//prlF//sgcR//rplW//yoaB//yghW//yfbR//aes//arfB//slmA//tar//ybhG//asmA//phnO//trmL//mngR//malK//tnaC//tyrS//ugpA//wzyE//mcrB//mdtN//zapE//etp//feoB//hokE//yedP//znuA//gyrB//yjgX//lacI//yjbF//recC//preT//lasT//rcsF//pdxB//casB//yhaJ//fadR//sapA//thrB//rrrD//yeaE//yhcD//yfdR//rpsL//glgB//argC//sdhA//lolB//recC//soxS//purT//ybaO//kdgR//cysE//ybjL//tldD//cheY//agaA//mutL//cdd//yjeH//ydfK//trmL//yciF//nimR//rsmG//eutK//roxA//crr//yaaY//add//rrrQ//proC//fic//mdtO//gltS//rihC//ilvB//ykgM//ybjN//ubiD//ftp//glnB//paoC//rlmH//alaA//lgt//ivbL//lldR//malG//marA//nikD//gyrB//ybdM//hybB//sbcB//uhpT//truD//mrr//guaA//queG//livK//yajD//yggE//mrp//ynaE//creC//rclR//phoQ//fepC//metR//agp//psuG//nemR//alsB//gadC//rutE//rlmI//ydeM//tsaB//qseC//ydiP//rbsK//ybjD//mdtC//rhoL//narU//gatD//rzoD//nlpE//uidC//kduI//treR//wzyE//cysI//alsB//cspA//ybhR//trpGD//envR//puuR//tpiA//intS//yqcG//paaX//aes//xylE//aaeB//entH//gspE//pflC//fnr//livF//murF//yehX//tyrS//hemN//patA//rseC//patZ//yebS//cyoA//dcuR//sufS//yeiL//glpR//rlmA//fabZ//ybjX//ghoS//smpB//rsmB//bsmA//kdsB//tqsA//tauC//yedL//atpF//allB//ompT//ygdG//hipB//fimH//ybaO//ldrA//smpB//psd//argS//higB//malQ//tdcA//fre//ftsN//katE//ycjP//zupT//nuoL//fryC//mlaE//panF//menF//yqgF//rhaB//sufE//ydeT//dgcT//cspI//pstB//yjbE//tig//narI//ybcQ//plaP//lpxD//lgoR//adk//casE//
