#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rbsD//cobS//cysQ//ascB//
GO_0034224_6	yjbG//gadA//
GO_0034227_8	tpiA//trg//cynT//agaR//yjbH//rna//cdgI//hyfA//
GO_0034248_6	yafS//tauA//adeD//groS//rhaT//nuoE//aroH//gltD//pstS//glpC//frsA//glyS//lspA//argI//rmuC//ade//ybcL//oppF//edd//nadC//nrfB//torA//prpD//fixC//ycbU//rutD//leuO//uraA//yiiM//wzzB//murP//ompW//ybiS//argF//ndk//spy//ubiH//ccmE//yhjA//dedD//moaE//
GO_0034249_7	gspJ//murJ//yqgB//yehX//yqhC//zapC//ydbK//yfdG//dppB//uvrC//yheT//hemE//yegD//gspJ//yjhH//gpmM//recD//pdeK//yiaA//fliS//mltD//ubiG//cobT//rpsD//gadW//
GO_0034250_7	yigB//yfaE//evgS//ybcM//aroG//fimI//rfaE//
GO_0034258_8	cysA//
GO_0034260_5	dnaN//
GO_0034285_6	rsfS//
GO_0034286_7	copA//
GO_0034288_6	sbcD//
GO_0034289_7	ftsL//
GO_0034308_5	rplL//rseB//yihP//dsbB//dgcN//potB//tufB//rssB//mak//ulaB//yjhH//
GO_0034309_6	rplS//yraJ//pldB//
GO_0034310_6	csgB//ygiW//rnd//dosP//lepB//gabP//
GO_0034311_6	hemL//ribA//yfaL//
GO_0034312_7	rsgA//gntT//
GO_0034313_7	envC//
GO_0034337_3	yafQ//yihP//
GO_0034355_7	lpxT//qseB//ycfS//bdcR//
GO_0034401_5	nanT//
GO_0034404_5	nemA//dnaE//fsr//agaW//livH//prmB//yihL//hisH//yhhT//glvB//frwB//dps//arfB//rfaF//dhaK//rluE//mdoD//tsaE//rfaD//yjhC//yhdX//dacC//nac//rfaB//murG//tadA//narW//trxA//fixA//yraK//rbn//rpsD//dsdC//rluD//ubiA//sgcE//clpB//yhjB//hemD//accD//lptE//iap//mltD//dmlA//moaE//ymgF//frvA//aaeR//envC//dcuD//
GO_0034414_9	uvrA//
GO_0034421_8	gatB//
GO_0034440_4	asmA//prfC//rutD//pyrH//mdlB//mngR//bssR//nagZ//ytfQ//oxc//tpx//speA//acrB//rhaA//dicB//rfbB//hofC//aldA//dcuS//yahI//
GO_0034470_8	cspA//rmuC//ibpA//gltB//recA//fimB//mlaE//rcsF//pppA//ftsL//cusF//yjhB//cysB//fadE//malE//blc//tdcG//kdpE//gcvP//cho//yebZ//yihX//flgC//trmO//secA//nusG//nrfG//atpA//aaeB//gsiA//dctA//yhcD//arnE//cutC//mlc//yfjV//phoA//dsdC//alsK//osmC//thiH//ccmA//pinQ//arsC//lit//hisQ//clpX//livM//yibF//ilvL//cra//rzoD//zraS//btuE//fryC//stpA//chbA//mgsA//arnB//yaiW//yehC//blc//bamD//entE//emrB//potI//betA//kdsD//psd//ogrK//rng//yefM//flgD//trpS//proP//gntU//aspC//argD//asmA//ttcA//yddL//garD//puuE//ibsE//recJ//potD//cysB//yihL//osmC//nirD//moeA//rpsE//tolC//rpsJ//
GO_0034471_9	amiD//rfaG//lysU//thiQ//
GO_0034552_7	ynhG//
GO_0034599_5	coaD//dinG//sgcC//ralR//waaU//talB//yjjI//cobB//pldB//fucI//hisA//deaD//folE//yhjC//flgK//nikA//napA//ldtD//rplS//cbtA//livM//umpG//secB//
GO_0034605_5	rpsQ//yfaE//nrfA//fecB//dkgB//tsr//yghB//bglA//kduI//
GO_0034613_5	pheS//tpiA//pepD//osmY//mdlA//ulaG//hybA//dacA//ssuB//rclC//rpmH//alaA//putA//waaU//mlaC//panC//pdxK//
GO_0034614_6	abgR//phoQ//lptA//glnQ//truD//gabT//gadC//rlmD//yajR//gltI//yacG//ycgB//clsB//
GO_0034620_6	opgG//pntA//pta//glnD//
GO_0034622_6	eutD//ydbK//gspF//dauA//acrZ//fepG//galP//ybaO//tyrB//ycgB//flgD//fadI//fadH//paaZ//ybhG//yehT//tyrS//agaW//ydfK//tsaB//kdgK//crcB//secD//adeD//scpC//queC//actP//ybjC//ulaA//oppB//zwf//rplP//cysG//putA//lasT//ybbW//thiC//nagD//bglF//fdx//mdlA//
GO_0034627_10	gph//dsbA//mqsA//sdhE//yqaB//
GO_0034628_9	prkB//stpA//idnT//metN//upp//
GO_0034635_6	yfeO//cysB//ynaI//cusB//envR//speB//
GO_0034637_5	leuO//fetB//entC//eutD//bamA//yhdW//sstT//rhaB//paaB//mlaC//glnE//secY//yeaD//dctR//surE//mcbA//nuoE//cca//livK//ynfH//yfaE//fliA//yaaY//amyA//sgcC//yraR//ispA//narP//hypB//rsuA//dcuB//tsf//moaE//yadN//thiD//ybdG//mobA//prpC//amiD//alaS//waaB//ftsB//macB//dnaG//mlaE//yegV//ansB//dbpA//bamA//mocA//
GO_0034641_4	aaeA//yihS//yaiP//rbn//mog//yddG//metG//yebZ//rhaA//bioD2//glgA//bioD//uidC//tig//pheS//zupT//creB//sucC//btuE//djlC//sgbH//fhlA//cbeA//ppiC//ynjA//ybjL//feoB//srlA//flhA//hda//kdpE//cobC//phnC//holC//psuG//napF//yedA//dctA//mqsR//lpp//ygbM//pcm//fumC//lplA//recA//gsiA//dmlA//tyrS//fucO//barA//rplK//lipB//narX//rutG//malG//panE//glcF//panB//yehT//frsA//yhjX//sbcC//glsA1//nikR//pntB//ribD//dps//mglB//ykfM//pepT//yhaO//gyrA//asmA//ygfX//dppC//blr//upp//hcaR//yciF//ugd//cmoA//aes//elfA//comR//pth//yehD//nfi//aroG//asnS//yoeE//kdpC//yihR//ymgF//mhpT//yghO//yiaA//lasT//gpmA//appC//yehC//yqgF//sspA//ydfG//ydcM//chaC//yhcF//uxaB//dgcF//ttdA//mraZ//ycbU//speD//lptE//srlR//tcyP//trmH//yiaA//parE//pyrE//hycB//proQ//kduI//betB//etp//elaA//ldcC//yadC//glmS//cpoB//srmB//mmuP//nagB//solA//araB//ycfL//glgC//yciF//mioC//truA//yidA//eutD//rlmJ//yraN//ibaG//murP//waaL//deoD//napB//asnB//alaS//csdE//cmtA//yqjA//endA//purU//fur//rsmB//purU//yhfS//arfA//gltS//manY//fieF//topA//ldtC//yajR//cnu//etp//pliG//mltA//eno//secD//ftsK//ibpB//trpR//pgpC//lpd//hisQ//rlmD//glnD//wecC//ugpB//lpp//bglJ//yheT//puuP//topA//fixB//mdtJ//ycjQ//pepA//ghrB//kilR//feoA//aslB//yraI//yjfF//alsK//speB//tolQ//dbpA//yjjV//allC//luxS//ytfT//mlaF//fabZ//cysE//yqaA//cheR//gpt//mdtB//coaD//flgB//wzc//ileS//era//symE//fetA//iscA//fdhE//sdhE//ftsW//dmsB//dam//coaE//lpxD//ravA//sapB//fliM//yraI//dnaX//ftsP//pgaB//mepA//nudB//hemE//hybF//lptE//rhaB//ybhS//mlaF//fiu//truB//ycaO//sohB//yiaB//ubiE//csgA//bioC//hdeD//phnL//glcF//setA//hybA//fixC//fliL//serA//uspE//dgoD//ppiA//murB//pdeD//aidB//cysC//murG//uof//umuD//yagF//pgi//ybgQ//ndk//rhaD//sapB//yqcG//ydhK//ribF//carA//hyi//glmU//rihB//ykgF//ugpB//vsr//cmtA//murJ//soxS//der//panC//rfaH//yqgB//yidA//yidD//puuD//frmR//hldE//cmk//cysE//yigL//lhr//ybaQ//metB//yhdX//mhpD//rplC//ydcM//rclA//mltF//exuR//pinR//recA//hemC//uidC//rpoE//sspA//bglH//insA-1//yfdR//ydjM//xisE//lolE//dnaJ//intZ//sodA//dcuS//ompR//ydiB//waaQ//lon//flgG//nagK//bioD1//aroA//rffC//eno//rihB//gatD//yebC//modA//yfaV//yjjI//yidD//clpB//lpxK//pgaA//insI-1//norV//yaiV//yefM//mraY//allD//amiD//alr//ldcC//rplI//rplY//yihR//prpR//uvrB//hofM//fruK//yfdR//leuA//rplY//frlA//emrB//lysR//torA//artQ//mraZ//rlmG//mepS//lapA//nrdG//yfdO//lacZ//marR//ibpA//nhaB//fliD//trg//mdfA//hisB//pntB//gpsA//nrfG//fabR//folD//cheZ//mtr//ascF//yfiE//yadG//nuoG//ilvM//rfbB//mepH//dhaM//macA//tehA//dppD//tcdA//lldP//phoR//yebG//waaP//hofC//dinJ//rtcR//yjjQ//dgoD//mrdB//mdtF//livG//folM//lspA//waaH//hicB//uidC//speF//citC//metK//glcA//proB//yjjQ//ribE//fimI//topB//yajQ//uvrB//dpiA//aes//rmf//livK//acpH//fadL//yhfS//cadA//hipB//fimB//insH-6//dcyD//yjjB//ssuE//thiD//btuD//aidB//glsA2//fadI//paaA//bglF//hcaB//crr//gltS//nuoB//yafN//cysP//cnu//cdd//glnP//ydiF//ssuC//paaG//cysQ//ugpA//yfgI//mhpT//yjhB//bglB//rutR//citX//nudB//znuC//ygeW//phnK//yaiV//ybhI//thrL//yfiR//dpiA//hemG//ybiV//sppA//yeiG//ycjU//ddlB//ycbV//ldrA//ymfA//gadB//slt//mutS//gatC//ccmC//ribA//sstT//glnS//yidR//manA//ykfI//lpxB//emrD//proB//otsA//yghG//uidR//waaQ//fdhE//lldP//yrbG//accA//yggE//dicB//ilvM//yicJ//pgm//sfmA//rutE//yibH//ydcO//gpmA//cspA//ariR//yphC//thrL//priB//dcuB//arsR//potC//eptC//ymgF//insF-1//mglB//fre//gltI//rsmB//glnL//tldD//ygcR//csdE//treF//ybcF//cynS//eco//ydhQ//intS//ybjX//dacD//pgl//yhjD//nikE//dapA//blr//yggW//argC//der//yqgB//etp//lpxM//ymdB//gdhA//intE//galP//ftsE//cdd//lpxB//clpP//ydjL//mhpA//sxy//cynS//pflC//amiD//epmA//oppC//ypjD//holD//pitA//sad//rpmG//chbB//psuT//nrfF//ralR//puuB//ygbN//ridA//argG//gnd//hcaR//oxc//adhE//tcyN//ydjH//emrY//uvrY//yghO//mdfA//yfcR//rapA//yhcF//yiaL//trpR//ymfA//yggF//fliG//ldtA//amiC//rlmM//cdh//hiuH//ralR//flgE//yqaA//nfsB//pyrF//gltD//dsdC//fabG//eptB//nrdG//tyrS//ispU//hemL//rpsO//hxpB//leuS//lrhA//yhbQ//fumA//ppiC//artJ//arnD//btuC//hdfR//leuO//malZ//elyC//yagI//argI//ybhI//yggP//nfi//yhdW//upp//sgrT//ymfA//yghU//fetB//mdfA//ghoT//livH//yfiC//glnE//rodZ//dgcZ//sbmA//hscB//fumA//dsbC//nrfD//borD//prlC//ybgQ//gltI//ispB//secG//arnE//fic//ydiO//ibsE//diaA//mnmC//aphA//avtA//pgk//sucB//rhlB//cmoA//puuC//ihfA//mug//matP//accA//ftsN//yddL//rhaB//hdhA//yraR//nac//fryB//cusB//rlpA//yahD//mltF//sspA//ispF//yhbQ//otsA//coaE//ivbL//tus//sutR//yehY//ybdN//acrA//hisB//phoR//mdtF//trmL//talB//ade//rclA//nrfE//sufE//hsrA//phoR//ykfI//yibF//coaD//yceO//paaA//recC//uraA//nupX//paaC//ybjN//murJ//nupG//dcuR//malY//ttcA//glpR//mntR//yebC//maoP//rsuA//dacA//yadC//gyrB//minD//pdxA//gloA//atpC//atoC//paaK//sodC//acrD//pspC//rnb//arnA//nmpC//hslR//sanA//bioD2//glsA//yeeL//modC//mraZ//sucD//blr//rcdA//insH-6//secE//aspC//rseC//lysS//chpS//hslU//mltA//ydjJ//cspA//ydhC//soxS//sdaA//nhaA//yeaG//hcaC//metE//fkpA//ftsZ//sgbH//crr//tusD//insI4//wzb//dgcM//hyfF//menI//ratA//rpsR//nrdG//tolA//gnd//csgA//xanP//cheR//gspJ//murQ//rusA//lacZ//waaU//pinE//aspC//purL//argI//iraD//umuC//phnM//puuA//ribA//ycjP//hxpB//ybeY//basR//
GO_0034644_7	rssA//cspG//
GO_0034645_5	gudP//ydcS//frwD//ypdA//tsf//yfiF//ascF//glpX//rnhA//tnaB//cnu//pabB//uvrA//aceK//cpdB//lsrG//relB//yjhH//araA//zipA//nadE//glcD//umuD//csdA//ybhP//mltC//yeaV//pitA//hcaR//iscS//aspA//epmB//ravA//glcB//argE//aceB//zapE//rlmN//tig//appC//dsdX//mcrB//cysQ//galU//yagG//ravA//ygcR//waaC//casC//hisD//recE//yneE//ebgA//malQ//mhpB//rpmJ//proV//yfcG//moaA//soxS//mdtF//cytR//exbB//abgA//htrE//macB//ynjA//araE//hpf//rplI//ribB//mutL//cutA//dhaM//tdcE//phr//hyaD//dcuC//glvC//dsbD//yhjC//lipA//abgT//mhpC//yneL//rssA//rdgC//gcvA//murE//lgt//yibH//hsdM//gpp//dxs//yqcC//creB//chpS//malG//yfcR//dapB//fimE//pepQ//yfgI//trxA//rlmG//rplY//chbG//yfbU//ybdZ//evgS//sufD//fimA//tsx//tsaE//rpmA//pal//glgX//paaC//cobS//rpsQ//emrY//cedA//pyrF//gpp//yebC//rhlB//yaiW//ydeP//ligA//allS//hxpA//xylB//yahO//elfG//hycH//sutR//mepS//yddA//yibT//adiC//rsmH//luxS//torY//mepS//kch//mazG//manY//glnE//pdxA//csrA//serB//bamA//rbbA//mcrB//wecA//zur//dcd//rfaH//ycjY//msrB//ygbM//yddM//purD//yggT//pldB//rpiB//fucO//proQ//ibaG//rpsJ//murF//wzzB//yhaO//tisB//hxpA//leuC//opgE//moeB//rsfS//ascF//queD//rbsD//emrD//cpxP//cheY//ybeQ//rpmH//ytfQ//rrrQ//degS//nrdH//dacB//pepB//dsbA//aroA//tauD//nemA//ilvM//mhpC//rpsG//glgB//sfmA//ykgF//alsE//mrdA//clsA//ybgQ//yjiR//mhpT//tpiA//hyfC//rhtC//tmcA//ybjD//tolC//helD//pgm//dnaN//ybhF//gmd//holB//yfhM//yhfK//umuC//fadR//exbB//prfC//moaA//nikB//csrA//fiu//aroF//groL//ybbN//gloA//accD//ilvI//rhlE//yddA//nudG//recD//uvrY//asmA//mmuM//tauB//pgpA//rstB//ygfI//yhbY//crp//envY//yciE//yhjG//paaX//pdeR//nagE//hda//cydB//gspF//yciA//yfcQ//malF//dedD//ydeO//wzyE//deaD//folP//pck//oxyR//nuoE//tolB//oxyR//pepB//rsmJ//napD//yqeG//znuC//paaC//rplW//bcsQ//deoR//menE//yjjU//xanQ//fetA//yebK//cysS//znuB//cysN//puuE//nadA//higB//oppC//shiA//ypdF//prc//pykF//ycdX//luxS//insI-2//ycfS//mak//eutR//rppH//
GO_0034654_5	yjcE//waaP//lldP//pdxK//betI//sapC//xseB//ynaI//rstB//nikE//araF//flgK//pstB//frlB//aroA//cysI//pcm//mngA//gmk//ynhG//cynX//marR//trpC//xdhB//fabR//pinE//pgk//sxy//ssuE//gcd//cysZ//ribE//psuT//fadA//yjaZ//lsrC//yajL//kdpD//uspB//sapC//aspA//rhtA//rzpR//kdsC//rnhA//nadB//carB//yghG//infC//setB//csrA//sbmC//paaA//nrfD//atpG//ypdA//betA//insI1//iscR//hisH//mdtB//yhhT//yqjH//sgcC//yfhH//fhlA//casC//ridA//malE//yfdR//ytfE//ynbC//pdxH//norW//argR//speB//eutN//coaA//dcuC//waaC//mnaT//mcrB//ydcZ//mepM//glsB//wza//nuoB//setA//tdcA//rhoL//glyA//asnS//acnA//rcsC//ogt//fliM//tdcE//ompW//dnaK//yiaU//yhcH//arnA//asmA//ompN//ddlB//abgB//adhP//nanS//bamB//mdtG//ybgI//djlC//cdsA//citT//uxuA//pnp//lasT//kdpC//betT//phoA//pdxH//yfjR//rrrQ//yedP//marA//plsC//iraP//ghxQ//araB//ravA//surA//yahF//rimI//yabI//yheT//alsK//uacT//rfaQ//gluQ//rpsK//yihV//thiE//ftsH//yciV//idnT//nhaR//mltG//fdnI//coaD//rplR//xisR//iaaA//infB//yjaZ//rlmE//sanA//ybcJ//acs//phoQ//ybcL//caiE//murP//cysS//ybiV//rplF//secE//ygcR//dnaC//coaD//rnpA//rpsS//gfcE//pgsA//garR//fpr//malQ//tcyL//rimI//secG//yqiI//yidD//hcaD//rdgB//priB//glgP//fiu//bioH//yhbQ//ycjW//yqjI//cysP//yfaX//lsrC//ais//ykfI//yidZ//truA//proX//nuoI//torR//rsmF//speG//ydaV//sfmH//dmlA//parC//ftsK//hisD//lplA//rfbD//pdeR//torR//rbbA//ppiC//bamB//glcD//rfaF//ligA//lacZ//ompN//def//nlpE//napA//gatD//gsiC//proB//gcvP//zraS//argG//rplB//mgtA//yhaV//tufA//solA//mreC//fetB//maeA//yadC//fryA//zapB//ompC//gspE//mntP//frlR//yhhZ//osmF//glgA//codA//yfeO//ybbY//zapB//hprR//hflC//lipB//araG//ftsK//treA//yraH//nadC//
GO_0034655_5	intE//potC//yqiI//ariR//yieF//ispB//preT//glnQ//speB//yceD//cbl//yfbV//umpG//yihX//hcaD//abgA//wecC//aroK//treR//sgcB//murP//ushA//mepA//ybdR//ggt//hisD//yqeA//aroD//atoB//zur//thiP//bglX//ascB//yihS//fsr//gatD//gfcE//btuB//hfq//bdcR//nrdH//btuF//gpmA//nlpI//rbsB//rluA//gcd//xylG//mraZ//ygaZ//ynbD//fliZ//ynjD//codB//xylF//ynhG//fliA//mazF//kdgK//gabP//aroE//dgkA//allC//yjjX//rnc//umpH//nrfA//ykgO//yceO//nrfG//prpD//amtB//tdcR//
GO_0034656_5	yfeO//phnC//ycgV//yjaA//hokB//fre//speG//rnlB//prmA//ulaC//iraM//yedA//trxA//
GO_0034660_7	rplR//narU//panB//yqaB//yidL//zntR//ygjR//yiaL//ribF//hemH//mioC//frr//mlaE//hcp//ypdI//fepB//yiaN//gshA//smrA//narL//mioC//ldcA//yihX//mqsA//sufA//dtpC//flgJ//mdtA//ilvH//rluB//relE//flgG//yqiH//murB//fucK//ydeI//ydcR//ompR//pdeR//araA//wecE//sbmC//yfdO//msrQ//ygbL//ybcM//narI//ynjA//lpxP//nfo//aroG//tehA//ybcF//narU//hcaT//lldP//fruB//entE//arsR//ykfM//ulaR//lysR//kgtP//atpE//fucI//map//dsdA//ybhG//yedA//paaB//pgaC//ygaZ//rpmG//fhuB//folD//cysK//kdgT//araA//yedL//clpX//hscB//tdcC//mgtA//nagB//phnM//hokB//ygcO//hyaD//yobA//gadX//ybeF//tesB//nrdH//fimE//ybhS//ycjQ//rnlA//ldtE//yiaB//prpD//ompR//rplL//sstT//dgcM//nuoI//rbfA//lsrD//def//lptD//fryA//ycaO//rpoE//rnr//lepA//sapD//argC//truD//gltL//cysH//greA//ycfH//idnT//
GO_0034661_7	gntT//ybeQ//uxaB//cusR//
GO_0034755_9	fis//yphC//sodC//yhjB//
GO_0034762_6	sodA//hicB//dpiA//yjeH//pflB//fic//waaH//nac//
GO_0034763_6	cbl//ftsK//
GO_0034764_6	gntP//ilvI//
GO_0034765_7	appB//mrcB//focB//yidR//dnaX//gudX//moaA//
GO_0034766_7	yfcR//
GO_0034767_7	pppA//bdcA//
GO_0034775_7	glgX//paaZ//yeaG//ftsB//nusG//
GO_0034983_9	malY//ispA//
GO_0035235_6	thrA//hdhA//rmuC//potG//
GO_0035303_8	csrA//yjfP//fau//yafE//ettA//
GO_0035304_8	bcp//
GO_0035306_9	rnr//
GO_0035307_9	ftnB//
GO_0035335_8	crr//torI//purT//
GO_0035344_8	ydeT//dnaJ//
GO_0035350_6	dhaK//
GO_0035383_4	yphB//plsB//lsrR//bioP//yagJ//pspG//mgrB//dps//
GO_0035384_5	murQ//yqaA//
GO_0035429_8	skp//purL//queA//fruA//nagZ//cueR//
GO_0035433_7	dgoK//holA//
GO_0035434_9	arnF//tyrA//rffT//cspD//ybiA//
GO_0035435_9	ldtD//tamB//nanR//rutB//glmS//ygjK//purF//lrhA//tdcG//
GO_0035442_7	secG//patD//puuA//nikD//ydjK//stpA//rpsK//phoQ//ykgA//yoaA//ppsA//
GO_0035443_7	ydbK//treA//ygcO//atpF//leuE//ampG//blr//cyaY//
GO_0035444_9	cirA//cspE//ychH//waaQ//mlaD//yfcR//hscA//
GO_0035461_6	narP//surE//mdtG//pyrL//kefC//fieF//trxC//aldA//ariR//malS//
GO_0035510_7	nrfD//lpoA//mdoD//ldtA//trpR//
GO_0035511_5	ompN//
GO_0035513_5	thyA//
GO_0035524_8	thyA//
GO_0035552_6	ispA//
GO_0035553_6	rnb//
GO_0035556_4	prkB//yadK//gstB//tldD//livG//dnaG//glnH//marA//preA//efeO//mnmC//ytfT//alpA//clcB//umpG//hyaB//nirB//ybhR//erpA//rfaQ//yraI//uvrA//ybiA//murP//rsmC//pyrC//cysH//rplS//ivbL//smrA//ftsY//feoA//dhaK//yjhI//ppiA//efp//murF//artQ//yeaE//ydcI//yfdR//thiQ//aas//rlmF//elfA//iraP//
GO_0035600_8	dfp//
GO_0035601_7	mdtQ//avtA//insI3//
GO_0035672_6	yqaE//ydjJ//amtB//cheW//yadV//glmS//ypjD//bcp//selD//yhhY//glmS//mglB//rstB//bepA//ribA//holE//fabH//dppD//ldrD//ydfD//
GO_0035690_5	mzrA//tolB//dosP//asnB//yebC//polA//eptC//rtcR//lsrB//yejE//lgt//
GO_0035725_9	galK//hcaF//glnL//epmB//cra//yidH//eutA//
GO_0035784_9	yciF//
GO_0035821_4	srmB//bioD1//rpmH//ybeF//purA//
GO_0035864_6	rcsC//
GO_0035873_8	aidB//phnG//
GO_0035890_5	frlR//rfaH//recR//hslR//
GO_0035891_6	rhlB//ansB//tomB//ybiX//
GO_0035966_4	nrdR//sufS//sodC//sgbH//nhaR//mdtL//rpsH//
GO_0035967_5	map//yraI//glnP//rfaB//garK//
GO_0035999_5	bioD2//qseC//livJ//glcC//
GO_0036001_7	crcB//
GO_0036046_8	dmsC//
GO_0036047_9	gpp//
GO_0036048_8	nrdE//
GO_0036049_9	tdcF//
GO_0036088_6	xerD//
GO_0036103_6	yidK//aroF//
GO_0036104_6	ftsY//yqeA//
GO_0036172_6	cyoC//
GO_0036211_5	waaJ//ybhD//mepA//guaA//nuoI//hybD//yjfP//fetB//gsiA//sfsA//insE-1//fhuD//wrbA//cpxP//ggt//sthA//pheP//yjaZ//mmuM//tcyL//nudB//dgkA//basS//adk//dadA//yhaO//sufB//hemN//mepA//ulaA//rpsD//nfi//ulaG//mdtP//map//sufE//gatZ//yeeJ//maa//pepN//torZ//nusG//apt//appC//ubiI//deoB//dld//cysC//insI1//manX//pabB//lhr//tatC//rpsL//dgcQ//lysP//cvpA//yiiD//msbA//yahO//lptB//nagE//acrB//ybaO//lsrA//rspB//pgaD//groS//kefG//csgA//frlR//uxaC//purU//rne//ynjD//ybhJ//ispA//rtcB//smpB//tusD//yegV//rsmJ//rpsN//msrA//pheP//ydiK//mdtD//phr//codA//nikA//rluE//patZ//yqjA//glnE//fadE//ygeV//minE//yehC//pth//ydcM//degQ//yfdO//ugd//tcyP//speE//tsr//artQ//yiaT//ypjD//agaI//hemH//mdtM//wbbK//narZ//allR//borD//mcbA//hmp//rplS//trpA//yfdO//lptA//yagF//yafS//hslU//dnaN//gadB//nirC//ssb//mcrB//truD//mepS//glnH//ybdH//speD//gshA//yedF//tadA//clpA//garL//treB//arcC//
GO_0036214_3	hslV//
GO_0036265_6	tolB//ygfX//fdoH//pphB//
GO_0036289_9	mtgA//dkgB//
GO_0036293_5	srlR//dadA//gmd//
GO_0036294_6	arsC//fepE//bioH//
GO_0036388_7	hsdR//
GO_0036447_5	dcuC//mutT//csgD//
GO_0036448_6	dedD//cspA//elaB//
GO_0036460_5	dgcQ//ychF//pspF//suhB//rutA//fimD//
GO_0036506_5	cysU//
GO_0036525_7	qseB//
GO_0038083_9	yfcP//mdtM//kduD//hyaC//blr//
GO_0039633_6	yjcO//uspB//ugpB//ushA//
GO_0040008_4	comR//dnaA//cusR//galP//yjjU//cheY//narI//tesB//wecC//patZ//
GO_0040012_4	lolD//glpA//ytfQ//sgrR//dinG//folA//ugpA//yehB//ycfL//murA//cas1//uhpC//menC//ubiH//
GO_0040013_5	cmoB//ybiA//aroH//yhbX//envR//hscC//pdeH//
GO_0040033_9	pgaA//
GO_0042026_4	rpsR//topA//msrP//lldR//bssR//yraK//aspS//yhdH//bisC//
GO_0042040_7	panC//
GO_0042044_5	ydcI//
GO_0042126_5	ispF//mepM//tyrS//treR//
GO_0042128_5	tauB//ydcP//
GO_0042133_4	tdcR//wbbK//tilS//yadG//recR//yidQ//menA//yciH//yidA//glcB//pbpG//rplM//yihO//aceB//ykfI//aspA//
GO_0042135_5	yhdZ//rihB//pyrF//flgD//aceK//folM//ispB//tnaC//yhbY//rhtB//marR//mngB//bluF//
GO_0042136_5	yobA//phoU//
GO_0042150_7	pheM//cusS//csrD//
GO_0042157_5	fmt//yfbU//exbB//sgbE//
GO_0042158_6	sdhD//yedL//yjfP//
GO_0042168_4	nudC//tsf//acrB//ftp//phr//envY//sdhE//eamB//glnK//
GO_0042176_6	ybjD//rfaB//torS//yiaF//
GO_0042177_7	hisH//hemF//bglB//
GO_0042178_5	ibsD//ampE//cyoA//dicB//gatC//recR//cspE//truC//gor//yijE//fixA//proC//pflB//rlmG//waaZ//trpD//mdtB//bcsQ//nuoH//
GO_0042180_4	yceO//tqsA//nlpA//otsB//ykgO//yafE//cysA//eutN//ybiO//rpsA//rppH//wcaB//lnt//menC//flhE//greB//frsA//rpe//yehY//yiaL//folD//yneJ//skp//aceB//dppD//panD//msrC//acs//livG//surE//rffC//yjjV//yfcV//kilR//yihI//murJ//pheP//eutA//ftsE//gltB//betB//waaC//citX//fpr//tnaB//dhaM//fecD//insH-5//atpF//gatB//mukB//lysS//argG//alsE//yabI//pth//yhjD//alkA//yafN//
GO_0042181_5	alsK//rpiR//garD//lexA//pyrL//yddL//yiaJ//dacC//manX//yihS//gabD//ebgR//rarD//yibF//pstS//rapZ//yfcV//ilvM//potF//yadN//pinQ//phoB//cbrC//lpoA//
GO_0042182_5	hemE//aroF//gadB//sbcD//yigL//malF//potG//trpS//efeO//truD//sulA//ydjJ//flgC//yhjX//sbcD//narV//fhuD//potD//fryC//narL//ybjN//rpnC//rsmC//nhaR//aer//aaeA//betA//ybeY//ybgQ//
GO_0042219_6	dedD//malE//mutS//cbl//fdnG//
