# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	mcrB//
go_0101030_8	accC//
go_1900190_5	patD//
go_1900191_6	
go_1900192_6	
go_1900231_6	serS//
go_1900232_7	
go_1900233_7	speC//
go_1900372_9	
go_1900376_6	
go_1900378_7	
go_1900705_8	
go_1900727_8	rdgB//
go_1900751_9	glmM//
go_1901135_4	mltD//folC//paaA//dusC//caiD//alaC//
go_1901260_9	nagZ//
go_1901264_6	fdhF//fabA//tpiA//
go_1901275_3	miaA//
go_1901281_6	hyi//
go_1901367_6	
go_1901422_5	
go_1901530_5	
go_1901562_5	
go_1901575_4	
go_1901642_6	gpmA//moeB//katE//paaC//hcp//
go_1901652_5	
go_1901657_5	ligB//tmk//glpB//
go_1901661_5	deoB//mpaA//
go_1901684_8	thiD//
go_1901891_5	
go_1901998_5	def//murQ//
go_1902021_6	yihU//
go_1902022_6	nirD//sdaA//
go_1902023_6	cysM//
go_1902047_6	ada//sodA//
go_1902201_7	
go_1902208_6	
go_1902209_7	fucI//
go_1902210_7	
go_1902270_7	abgB//
go_1902328_5	ppsA//
go_1902358_7	caiB//yfeX//putA//gloC//
go_1902475_8	aspS//glmU//pyrF//fadJ//tdk//gadA//glk//
go_1902476_9	waaF//epd//
go_1902599_7	fucK//sgbE//
go_1902600_8	paaJ//pdxJ//mrcA//sufS//tilS//pheT//etp//napB//pyrC//
go_1902601_8	fabB//sucD//
go_1902603_8	serA//
go_1902758_6	cobC//
go_1902760_6	yeiG//
go_1902767_6	ribA//
go_1902777_6	yqaB//yhdJ//thiD//cysG//
go_1902778_5	menF//
go_1902815_7	nrdA//
go_1903228_9	pfkB//
go_1903352_7	tdk//
go_1903401_7	trpE//mltB//
go_1903424_9	polA//
go_1903457_6	
go_1903506_8	dapD//dnaQ//
go_1903507_9	dnaQ//
go_1903658_6	
go_1903711_7	rihA//torC//
go_1903712_8	tpiA//ubiG//melA//
go_1903714_8	mnmA//lipB//trpD//
go_1903716_8	rlmB//uxuA//
go_1903785_7	rsmJ//pabB//lysA//cmoA//purD//
go_1903791_7	rihB//bacA//
go_1903810_8	trpS//prmB//
go_1903825_6	gudD//
go_1903826_8	uvrC//bglA//
go_1903830_9	thiI//aroC//
go_1903874_10	rlmG//asnS//asnB//
go_1903959_8	cysQ//trmA//
go_1904659_9	luxS//
go_1904812_9	ymdB//
go_1905039_7	pdxK//mhpC//
go_1990000_5	
go_1990145_6	
go_1990169_5	
go_1990451_5	gatD//
go_1990481_8	pfkB//
go_1990497_6	dusC//
go_1990507_5	
go_1990516_9	leuC//
go_2000104_9	
go_2000142_6	
go_2000143_7	
go_2000144_7	
go_2000145_5	pphA//
go_2000186_10	
go_2000245_6	
go_2000372_7	
go_2000678_7	
go_2000766_9	
go_2000892_7	hcaC//
go_2001023_5	
go_2001125_10	
go_2001251_8	
go_2001315_6	pyrG//
