# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	thiG//
go_1900190_5	epmC//
go_1900191_6	
go_1900192_6	
go_1900231_6	rhaM//
go_1900232_7	
go_1900233_7	lipB//
go_1900372_9	
go_1900376_6	
go_1900378_7	
go_1900705_8	
go_1900727_8	thyA//
go_1900751_9	cysK//
go_1901135_4	glmM//ppiC//rihA//nhoA//acpT//ldtA//
go_1901260_9	phr//
go_1901264_6	ruvB//lpd//tktB//
go_1901275_3	folP//
go_1901281_6	rlmL//
go_1901367_6	
go_1901422_5	
go_1901530_5	
go_1901562_5	
go_1901575_4	
go_1901642_6	panD//ldcA//lysA//sucA//lysS//
go_1901652_5	
go_1901657_5	yihS//bioB//fre//
go_1901661_5	nadE//murF//
go_1901684_8	glxR//
go_1901891_5	
go_1901998_5	rsmI//lysU//
go_1902021_6	malZ//
go_1902022_6	pabB//hisS//
go_1902023_6	speD//
go_1902047_6	mutS//nhoA//
go_1902201_7	
go_1902208_6	
go_1902209_7	adiA//
go_1902210_7	
go_1902270_7	fadB//
go_1902328_5	moaA//
go_1902358_7	mutT//dhaL//ubiC//rlmJ//
go_1902475_8	mngB//dmlA//rihA//gcvT//ppsA//glnA//menD//
go_1902476_9	thiE//bioB//
go_1902599_7	truA//ilvE//
go_1902600_8	moeB//ackA//trmA//fbp//yfcF//cheR//pdxJ//otsB//rsuA//
go_1902601_8	rsmJ//rnb//
go_1902603_8	dsdA//
go_1902758_6	hmp//
go_1902760_6	murD//
go_1902767_6	mnmE//
go_1902777_6	gabD//tyrB//trpC//malY//
go_1902778_5	ruvA//
go_1902815_7	cmoB//
go_1903228_9	paaH//
go_1903352_7	leuA//
go_1903401_7	ynfE//btuR//
go_1903424_9	menE//
go_1903457_6	
go_1903506_8	lldD//plsC//
go_1903507_9	alsE//
go_1903658_6	
go_1903711_7	frdB//hisD//
go_1903712_8	trmJ//sdaB//uvrC//
go_1903714_8	citE//entE//rsmC//
go_1903716_8	sucD//umpH//
go_1903785_7	aroK//hemG//selB//adk//yahK//
go_1903791_7	mraY//lysU//
go_1903810_8	trmO//ydiB//
go_1903825_6	moaD//
go_1903826_8	gpp//phnG//
go_1903830_9	pykA//ubiF//
go_1903874_10	glyA//argA//gcvT//
go_1903959_8	metB//thiC//
go_1904659_9	fadJ//
go_1904812_9	proS//
go_1905039_7	yqhD//mrcB//
go_1990000_5	
go_1990145_6	
go_1990169_5	
go_1990451_5	cmoA//
go_1990481_8	lsrK//
go_1990497_6	murD//
go_1990507_5	
go_1990516_9	ygjK//
go_2000104_9	
go_2000142_6	
go_2000143_7	
go_2000144_7	
go_2000145_5	pdxY//
go_2000186_10	
go_2000245_6	
go_2000372_7	
go_2000678_7	
go_2000766_9	
go_2000892_7	rlmC//
go_2001023_5	
go_2001125_10	
go_2001251_8	
go_2001315_6	cynS//
