# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	tdcD//
go_1900192_6	
go_1900231_6	mngB//
go_1900232_7	
go_1900233_7	gnd//
go_1900372_9	
go_1900376_6	
go_1900378_7	
go_1900705_8	
go_1900727_8	trpA//
go_1900751_9	mug//
go_1901135_4	katE//dhaK//kdsB//sdaB//ribE//mltA//
go_1901260_9	murG//
go_1901264_6	torC//yfaU//ycaO//
go_1901275_3	nrdA//
go_1901281_6	sucC//
go_1901367_6	
go_1901422_5	
go_1901530_5	
go_1901562_5	
go_1901575_4	
go_1901642_6	yagE//acnB//betB//paoC//paaH//
go_1901652_5	
go_1901657_5	leuS//rsmH//alsK//
go_1901661_5	pyrC//tyrB//
go_1901684_8	aceF//
go_1901891_5	
go_1901998_5	betB//araD//
go_1902021_6	gcvT//
go_1902022_6	umuD//pgaB//
go_1902023_6	citC//
go_1902047_6	tesB//putA//
go_1902201_7	
go_1902208_6	
go_1902209_7	gloC//
go_1902210_7	
go_1902270_7	hemG//
go_1902328_5	pdeH//
go_1902358_7	ogt//rfbC//mnmC//yeaE//
go_1902475_8	betB//mdh//prs//cueO//rlmD//waaH//dcm//
go_1902476_9	rlmE//tpiA//
go_1902599_7	sbcB//napB//
go_1902600_8	opgE//asd//fabI//pgi//yihX//miaB//manA//murB//dinB//
go_1902601_8	hisH//entE//
go_1902603_8	ung//
go_1902758_6	nadB//
go_1902760_6	purD//
go_1902767_6	dkgB//
go_1902777_6	folD//murE//ilvD//rdgB//
go_1902778_5	atoB//
go_1902815_7	gmd//
go_1903228_9	cadA//
go_1903352_7	gcd//
go_1903401_7	ppx//dgoD//
go_1903424_9	asnB//
go_1903457_6	
go_1903506_8	umuC//fbaA//
go_1903507_9	ulaF//
go_1903658_6	
go_1903711_7	hemB//metK//
go_1903712_8	alsK//glyA//pinE//
go_1903714_8	leuB//umuD//bfr//
go_1903716_8	ada//rsuA//
go_1903785_7	ynfH//gshB//umpG//torY//ppc//
go_1903791_7	nrfC//purN//
go_1903810_8	pphB//trpE//
go_1903825_6	aroF//
go_1903826_8	epmA//umpG//
go_1903830_9	murA//patD//
go_1903874_10	phnP//uxuA//fumB//
go_1903959_8	glcB//napA//
go_1904659_9	rpiA//
go_1904812_9	rihB//
go_1905039_7	nadE//asnA//
go_1990000_5	
go_1990145_6	
go_1990169_5	
go_1990451_5	gcl//
go_1990481_8	ygeX//
go_1990497_6	cof//
go_1990507_5	
go_1990516_9	murB//
go_2000104_9	
go_2000142_6	
go_2000143_7	
go_2000144_7	
go_2000145_5	nagZ//
go_2000186_10	
go_2000245_6	
go_2000372_7	
go_2000678_7	
go_2000766_9	
go_2000892_7	serC//
go_2001023_5	
go_2001125_10	
go_2001251_8	
go_2001315_6	frlB//
