# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	rrrD//
go_1900232_7	
go_1900233_7	glpA//
go_1900372_9	
go_1900376_6	
go_1900378_7	
go_1900705_8	
go_1900727_8	glcF//
go_1900751_9	umuC//
go_1901135_4	malP//fabB//ldtA//rpiA//fadJ//nadE//
go_1901260_9	lldD//
go_1901264_6	talB//prs//sdaA//
go_1901275_3	eptC//
go_1901281_6	pgaB//
go_1901367_6	
go_1901422_5	
go_1901530_5	
go_1901562_5	
go_1901575_4	
go_1901642_6	nagB//bglB//yigB//gor//curA//
go_1901652_5	
go_1901657_5	metC//selB//purD//
go_1901661_5	eno//alkB//
go_1901684_8	ydiF//
go_1901891_5	
go_1901998_5	folE//citG//
go_1902021_6	glcF//
go_1902022_6	ascB//apaH//
go_1902023_6	pabC//
go_1902047_6	argF//cysN//
go_1902201_7	
go_1902208_6	
go_1902209_7	rpiB//
go_1902210_7	
go_1902270_7	sthA//
go_1902328_5	prmC//
go_1902358_7	pdeH//yfeW//aceB//dbpA//
go_1902475_8	ynfF//csdA//dacA//yccX//edd//hisG//waaQ//
go_1902476_9	deoB//ubiX//
go_1902599_7	plsC//hyi//
go_1902600_8	idnO//trmH//paaH//speF//waaG//cynT//gmd//ilvM//ansB//
go_1902601_8	hcaB//rffM//
go_1902603_8	gutQ//
go_1902758_6	pgaC//
go_1902760_6	rne//
go_1902767_6	metF//
go_1902777_6	feaB//sucD//preA//recR//
go_1902778_5	nudF//
go_1902815_7	yghU//
go_1903228_9	menE//
go_1903352_7	dgcM//
go_1903401_7	rsmH//glcB//
go_1903424_9	cobS//
go_1903457_6	
go_1903506_8	rlmB//rsmD//
go_1903507_9	rlmF//
go_1903658_6	
go_1903711_7	gnd//caiB//
go_1903712_8	hpt//prmC//valS//
go_1903714_8	ppsA//folD//tag//
go_1903716_8	yqjH//acpT//
go_1903785_7	purD//bioF//polA//plsC//xylA//
go_1903791_7	yeaG//nagA//
go_1903810_8	ravA//ilvN//
go_1903825_6	hyaC//
go_1903826_8	ddlA//argS//
go_1903830_9	ilvC//waaP//
go_1903874_10	paaZ//pflB//rutC//
go_1903959_8	cobB//ulaF//
go_1904659_9	mngB//
go_1904812_9	rhaA//
go_1905039_7	ldtA//frdD//
go_1990000_5	
go_1990145_6	
go_1990169_5	
go_1990451_5	wrbA//
go_1990481_8	ubiI//
go_1990497_6	argK//
go_1990507_5	
go_1990516_9	chbF//
go_2000104_9	
go_2000142_6	
go_2000143_7	
go_2000144_7	
go_2000145_5	ushA//
go_2000186_10	
go_2000245_6	
go_2000372_7	
go_2000678_7	
go_2000766_9	
go_2000892_7	fruK//
go_2001023_5	
go_2001125_10	
go_2001251_8	
go_2001315_6	murF//
