# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	lacZ//
go_0101030_8	rutA//
go_1900190_5	gapA//
go_1900191_6	
go_1900192_6	
go_1900231_6	trmI//
go_1900232_7	
go_1900233_7	glgP//
go_1900372_9	
go_1900376_6	
go_1900378_7	
go_1900705_8	
go_1900727_8	pgpC//
go_1900751_9	gatZ//
go_1901135_4	dnaE//yjjX//cysS//rlmJ//srlD//epmA//
go_1901260_9	entA//
go_1901264_6	rffH//fadM//uxuA//
go_1901275_3	accB//
go_1901281_6	yeaG//
go_1901367_6	
go_1901422_5	
go_1901530_5	
go_1901562_5	
go_1901575_4	
go_1901642_6	ssuE//galU//garK//serS//pbpC//
go_1901652_5	
go_1901657_5	sgbE//gpsA//nemA//
go_1901661_5	pncB//amyA//
go_1901684_8	eutB//
go_1901891_5	
go_1901998_5	kdsD//tag//
go_1902021_6	nirB//
go_1902022_6	hemD//fadI//
go_1902023_6	pgk//
go_1902047_6	waaJ//gcl//
go_1902201_7	
go_1902208_6	
go_1902209_7	citG//
go_1902210_7	
go_1902270_7	murI//
go_1902328_5	tehB//
go_1902358_7	add//ispH//menA//mug//
go_1902475_8	orn//rlmL//mobA//ldhA//tsaB//ulaE//yghU//
go_1902476_9	mcrA//cof//
go_1902599_7	rpe//fcl//
go_1902600_8	gcvP//paaK//tktA//hemC//hisC//fucA//nanA//treC//metC//
go_1902601_8	ybjG//ilvN//
go_1902603_8	rutD//
go_1902758_6	tktA//
go_1902760_6	eptA//
go_1902767_6	hemC//
go_1902777_6	tdcB//murE//speG//kbaZ//
go_1902778_5	mazG//
go_1902815_7	ltaE//
go_1903228_9	ung//
go_1903352_7	bfr//
go_1903401_7	katE//paaK//
go_1903424_9	allB//
go_1903457_6	
go_1903506_8	wcaJ//xapA//
go_1903507_9	lpcA//
go_1903658_6	
go_1903711_7	speF//psuG//
go_1903712_8	nrdA//idi//dmsA//
go_1903714_8	yihU//rluC//nrfA//
go_1903716_8	mepS//nagK//
go_1903785_7	cpsB//rbsD//glpX//fadH//ppsA//
go_1903791_7	wzb//hisF//
go_1903810_8	nadE//aroF//
go_1903825_6	miaB//
go_1903826_8	yjhG//glgC//
go_1903830_9	mrdA//puuD//
go_1903874_10	treA//metH//waaF//
go_1903959_8	tnaA//pck//
go_1904659_9	argE//
go_1904812_9	sgbE//
go_1905039_7	yggF//ldtA//
go_1990000_5	
go_1990145_6	
go_1990169_5	
go_1990451_5	eptA//
go_1990481_8	tpiA//
go_1990497_6	ilvN//
go_1990507_5	
go_1990516_9	mhpB//
go_2000104_9	
go_2000142_6	
go_2000143_7	
go_2000144_7	
go_2000145_5	glpD//
go_2000186_10	
go_2000245_6	
go_2000372_7	
go_2000678_7	
go_2000766_9	
go_2000892_7	bioB//
go_2001023_5	
go_2001125_10	
go_2001251_8	
go_2001315_6	rluC//
