#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct 10 15:03:56 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/datasets_bnumbers/gos_bnum.txt
GO_0000018_7	hprR//b3290//b3264//b2622//
GO_0035344_8	b0346//b2677//
GO_0035350_6	b0936//
GO_0035383_4	b3405//b1772//b0261//b1719//b4124//b3816//b2705//b1434//
GO_0035384_5	b1235//b2584//
GO_0035429_8	b0487//b1896//b0440//b1078//b1735//b1010//
GO_0035433_7	b0129//b0963//
GO_0035434_9	b1046//b3535//b1741//b2425//b1188//
GO_0035435_9	b4124//b3204//b1347//b1488//b1844//b3876//b3831//b4371//b1526//
GO_0035442_7	b1139//b0423//b4524//b1339//b1395//b2663//b3780//b2697//b2980//b4106//b2763//
GO_0035443_7	b0228//b2399//b4356//b2217//b0714//b2364//b2361//b0576//
GO_0035444_9	b4528//b3766//b3271//b3939//b0721//b3650//b1201//
GO_0035461_6	b0134//b3742//b2361//b2267//b3516//b3185//b2287//b0880//b1658//b4335//
GO_0035510_7	b1076//b2491//b3478//b3996//b1201//
GO_0035511_5	b3365//
GO_0035513_5	b0346//
GO_0035524_8	b1340//
GO_0035552_6	b3751//
GO_0035553_6	b2529//
GO_0035556_4	b1738//b0048//b1617//b0170//b3748//b1038//b4117//b0959//b2278//b1775//b4055//b3195//b0674//b2029//b2821//b0960//b0679//b2368//b2196//b1756//b4138//b1945//b3353//b0460//b1409//b0029//b3175//b3926//b0184//b4354//b4192//b3986//b3839//b2184//b0313//b0146//b1184//b0433//b2382//b0063//b1429//b0943//b1247//b1925//b2107//b3626//
GO_0035600_8	b1393//
GO_0035601_7	b0765//b0344//b3819//
GO_0035672_6	b2060//b4070//b2135//b4394//b0759//b1272//b0094//b2202//b0593//b1764//b1735//b1388//b1518//insI1//b2021//b2821//b0046//b3779//b3357//b1348//
GO_0035690_5	b0588//b3601//b0081//b1833//b1704//b3363//b1614//b3585//b3241//b3297//b2927//
GO_0035725_9	b0448//b1919//b4043//b1487//b0850//b3030//b3052//
GO_0035784_9	b2010//
GO_0035821_4	b3701//b2524//b2559//b3251//b2336//
GO_0035864_6	b3544//
GO_0035873_8	b2709//b0982//
GO_0035890_5	b3846//b0357//b2493//b1563//
GO_0035891_6	b3643//b1870//b2077//b1686//
GO_0035966_4	b2057//b0799//b2526//b1303//b4069//b2224//b0208//
GO_0035967_5	b1394//b0546//b3190//b1061//b3249//
GO_0035999_5	b1297//b2678//b1987//b3261//
GO_0036001_7	b2437//
GO_0036046_8	b0027//
GO_0036047_9	b1192//
GO_0036048_8	b2216//
GO_0036049_9	b1711//
GO_0036088_6	b0539//
GO_0036103_6	b1206//b0566//
GO_0036104_6	b1538//b0155//
GO_0036172_6	b0531//
GO_0036211_5	b2514//b0511//b0139//b3697//b2215//b4366//b1998//b4382//b1447//b2894//b2785//b4004//b4131//b3409//b3718//b1390//b2541//b4354//b1127//b3616//b0612//b3912//b1481//b4172//b0636//b4119//b0613//b3083//b1492//bioD1//b1165//b4191//b0315//b0241//b3146//b3730//b0521//b3005//b2835//b1887//b2218//b3011//b2208//b1682//b2492//b4180//b0042//b3685//b3423//b0025//b3651//b1448//b3742//b3883//b2808//b1253//b4468//b4144//b3850//b2103//b1314//b0375//b0115//b2496//b2151//b1676//b3880//b0902//b2294//b3237//b0591//b4252//b0758//b4372//b4260//b3145//b3736//b1848//b0963//b2533//b2689//b1466//b1222//b2829//b0597//b2106//b1272//b4076//b1702//b4394//b3990//b1118//b2470//b4148//b1764//b0636//b1973//b2518//b0871//b2157//b1232//b0789//b2486//b0928//b2296//b2148//b0490//b0030//b2774//b3627//b0121//b3703//b4254//b4024//b0171//b0159//b3720//b4082//b0300//b3904//b0529//b1049//b0618//b2301//b2262//b3212//b1926//b3390//b1698//b1849//b3067//b3251//b1892//b2201//b3963//b2315//b0401//b1312//b3884//b4251//b0189//b2784//
GO_0036214_3	b0156//
GO_0036265_6	b0368//b3375//b0447//b3571//
GO_0036289_9	b4465//b1644//
GO_0036293_5	b4662//b3985//b0859//
GO_0036294_6	b1818//b2177//b2750//
GO_0036388_7	b2677//
GO_0036447_5	b2136//b0811//b2527//
GO_0036448_6	b0118//b3500//b1014//
GO_0036460_5	b0054//b3637//hexR//b0026//hxpA//b1340//
GO_0036506_5	b2022//
GO_0036525_7	b4351//
GO_0038083_9	b2498//b3619//b1204//b4235//b3384//
GO_0039633_6	b3722//b2688//b1644//b3691//
GO_0040008_4	b3296//b0036//b3050//b1860//b3138//b1474//b0611//b1521//b3006//b2869//
GO_0040012_4	b4084//b0462//b2893//b0693//b0638//b4225//b2427//b1049//b3547//b1274//b3228//b4259//b3517//b0692//
GO_0040013_5	b2387//b1851//b2017//b3790//b0831//b0140//b3224//
GO_0040033_9	b3507//
GO_0042026_4	b0804//b0927//b2726//b2415//b2015//b0978//b4020//b1424//b2185//
GO_0042040_7	b0876//
GO_0042044_5	b0156//
GO_0042126_5	b0975//b1766//b1857//b4141//
GO_0042128_5	b4153//b3454//
GO_0042133_4	b2340//b3121//b2711//b1292//b2532//b0940//b2053//b0841//b1635//b1424//b4201//b4142//b1262//b2520//b1998//b3376//
GO_0042135_5	b0294//b3623//b2179//b2297//b2245//b1078//b3829//b4386//b1341//b1660//b3491//b3343//b2664//
GO_0042136_5	b4175//b0577//
GO_0042150_7	b0439//topAI//b0231//
GO_0042157_5	b1060//b1191//b4180//b0699//
GO_0042158_6	b2257//b4318//b3936//
GO_0042168_4	b0051//b1723//b1506//b0637//b2106//b0997//b1759//b1014//b3613//
GO_0042176_6	b3450//b2133//b3070//b0602//
GO_0042177_7	b0960//b1785//b2011//
GO_0042178_5	b2174//b1618//b3168//b1580//b3148//b0860//b1349//b1007//b3782//b4419//b2256//b0382//b0504//b0475//b0981//b3816//b3032//b0339//b0770//
GO_0042180_4	b0555//b2927//b3050//b1198//b0557//b4481//b4298//b2245//b3577//b2963//b0474//b0189//b3691//b4365//b4128//b4022//b2659//b3654//b0699//b3070//b3165//b1089//b4231//b3182//b4409//b1978//b2105//b3706//b4031//b0045//b4347//b0465//b3878//b1221//b2930//b0820//b1184//b2135//b1411//b4409//b0962//b3049//b4224//b1873//b2040//b0973//b2511//b2296//b2508//b0959//b2510//b0973//b4080//b3287//b1857//b1198//b0695//b4386//b2663//
GO_0042181_5	b2611//b3883//b0937//b2960//b4453//b0461//b1917//b4312//b0639//b2838//b2022//b3566//b1116//b0133//b2703//b3514//b3265//b3375//b0696//b2730//mtnN//b3524//b1859//b3966//
GO_0042182_5	b3857//b3030//b1125//b2311//b3752//b0755//b2802//b1620//b1343//b4246//b3866//b3413//b0393//b0460//b3667//b4319//b2568//b0696//b0452//b2630//b2971//b1932//b3591//b0343//b2565//b0621//b2975//b1009//b1078//
GO_0042219_6	b2518//b4169//b3253//b1831//b1521//
GO_0042221_3	b3462//b3980//b1392//b3700//b0045//b1276//b3393//b1060//b4352//b0222//b2952//b4196//b3835//b1475//b4050//b3693//b0200//b4114//b4161//b3911//b2373//b3930//b0767//b0260//b3168//glsA2//b1851//b0762//b3641//b0927//b0348//b0368//b4309//b1967//b1634//b0276//b2716//b1058//b1681//b2759//b0053//b1269//glsA//b0757//b1046//b4268//b3009//b1084//b3559//b2049//b0032//b0399//b1830//b2976//b3857//b1225//b0634//b4042//b4682//b0245//b2802//b4225//b3642//b4471//b3562//b2262//b0650//xisR//b3571//b0200//b4109//b3778//b2194//b3860//b1876//b2498//b0355//b4151//b0551//b1125//b0448//b0388//b3631//glsA//b3477//b3307//b3580//b3209//b2529//b3265//b3006//b0087//b0831//b3230//b2811//b2802//b2098//b1511//b4297//b3521//b3754//b3887//b1775//b3604//b0612//b3067//b3447//b1105//b0315//b3772//qorA//b1694//b4029//b3905//b1320//b3390//b1294//b3551//b1613//qorA//b2224//b3571//b2925//b3769//b2267//b0709//b0046//b4394//b4467//b1329//b0817//b1314//b2283//b4018//b2597//b3237//b0795//b2235//b3636//b2797//b0855//b0655//b4162//b1815//b2344//b0903//b1236//b4299//b1832//b2510//b2276//b0775//b3553//b2759//b1533//b1829//b0637//b3336//b0269//b3881//b0613//b2501//b0476//b4213//b4130//b0301//b1136//b1058//b1272//b3143//b3450//b2257//b1733//b2290//b4031//b2128//b2417//b0022//b4235//b1411//b2706//b2231//b2624//b2328//b0333//b0439//b3191//b3846//b3640//b2703//b3091//b3451//b0409//b1967//b0174//b2892//b1970//b0509//b0835//b1709//b2828//b0109//b3996//b4367//b1220//b2263//b0920//b2306//b0827//b4350//b2292//b2740//b2177//b3659//b2179//bioP//b2947//b2068//b1655//b4355//b4468//b0232//b1370//b2476//b0556//b0222//b4409//b3162//b0054//b0074//b2297//b0924//b4109//b3727//b2318//
GO_0042245_7	b1826//b2781//b2568//
GO_0042254_5	b3931//b2061//b3339//b0556//b3029//b4665//b2456//
GO_0042255_6	b0262//b4123//
GO_0042274_5	b1569//b0461//b0231//b0655//
GO_0042278_6	b0894//b2839//b2170//b3834//b0679//b4118//b0905//b3428//b0739//b0220//b3376//b0307//b3879//b1633//b0770//b1370//b2869//b0484//
GO_0042304_7	b4346//b1200//mltG//
GO_0042325_8	b0693//b4101//
GO_0042327_9	b0993//
GO_0042330_3	b3901//b1635//b1399//b1732//b4239//b0990//b4419//b3648//b4544//b1496//b0054//b1943//b2058//b0947//b2328//b1398//
GO_0042350_6	b1098//
GO_0042351_7	b0619//
GO_0042354_7	b0521//b4133//b0448//b1301//b4280//b0585//
GO_0042355_8	b1023//b3633//b4399//b1448//b2963//b0973//
GO_0042357_5	b0211//b2563//
GO_0042362_6	b0111//
GO_0042364_6	b0115//b3710//b0398//b4374//b4179//b3786//b3993//b4202//b0530//b1307//b2156//b0796//b0301//b0539//b3062//b2257//b3794//b4687//b2349//b2182//b1832//b2831//b4173//b2129//b4113//b0041//b1985//b4131//b3256//b3670//b1900//b0999//b4477//b2291//b0550//b3386//b0121//b1615//b0895//b0659//b2194//b4327//b1508//b2476//b0908//b2350//b0967//b1814//b2106//b1385//b1421//b0431//b2664//b2568//b1128//b2252//
GO_0042365_6	b0233//b0198//b1587//b2094//
GO_0042371_7	b1978//
GO_0042373_6	b4480//
GO_0042398_6	b0085//b1753//b2934//b2687//b2686//b2808//b4083//b1415//b1072//b2568//b2817//b1445//b0852//b0871//b1590//b0796//b3956//b1094//b2811//b1006//
GO_0042401_7	b2267//b3699//b0940//b3010//b2738//b0093//b2993//b0614//b0061//b3222//b3703//b0597//b1133//b3228//
GO_0042402_7	b2134//b2990//b2939//b3733//b0766//b1162//b4383//b1645//b0345//b0343//b4100//b2511//b0006//
GO_0042413_6	b3989//b2491//b3842//b3413//
GO_0042430_5	b0099//b2153//b0304//b0221//b3925//b3040//b2710//b1759//b1312//b2976//
GO_0042435_6	b0678//b3771//b1832//b3592//b2922//b1304//b1301//b3393//b0889//
GO_0042436_6	b3748//
GO_0042439_5	b2842//
GO_0042440_3	b3765//b4125//b0528//b2821//b0777//b4339//b1870//b1900//b4230//b3784//b3460//b1848//b3465//b2179//
GO_0042443_5	b4148//b0078//
GO_0042445_3	b3143//b4174//b1221//b0634//b3400//b3935//b2219//b1440//b1944//b3136//b3930//b0001//b4208//b4019//
GO_0042446_4	b1709//
GO_0042447_4	b2728//b4354//b3479//b3336//b1864//b4174//b2800//b0968//b1093//b4357//b2313//b0528//xisR//
GO_0042450_7	b0733//b4311//b1775//b1613//b1990//b3175//
GO_0042451_7	b1914//b0616//b3806//b2679//b4028//b2164//
GO_0042453_8	b3604//
GO_0042454_7	b3594//b3863//b1492//b0956//glsA//b1701//b3518//b1298//b2381//b1141//b0602//b3609//
GO_0042455_7	b3180//b1086//b1412//b2024//b2533//b3057//b2901//b2785//b3457//b0808//b2367//b3870//b0752//b2893//b3196//b4191//b2307//
GO_0042493_4	b3371//b0451//b4383//b0793//b3733//b0612//b2666//b4152//b2110//b1739//b1264//b2336//b2890//b0629//b4085//b1241//b2921//b1338//b3591//b2424//b0797//b0927//b2616//b4195//b3831//b4258//b1306//b2053//b2253//b4391//b2920//b1732//b1227//b3752//b1613//b4225//b0637//b0696//b2313//b1338//b3153//b2546//b0441//b3850//b2182//b0699//b3524//b2149//b2714//
GO_0042537_5	b1334//b2871//b4227//b2023//b0973//b3463//b2161//b2023//b1646//b2318//b2709//b1088//b0042//b3048//b0564//b2972//b0714//b3390//b2811//b2998//b3228//b2918//
GO_0042538_6	b1399//b3998//
GO_0042542_5	b3784//b3579//b4019//b1298//b3583//b0239//b3839//b1185//b3888//b3790//b2971//b0111//b2877//b1265//b1360//b1141//b3680//b0400//
GO_0042545_5	b0724//
GO_0042546_4	b0829//b1516//b3177//b3699//b2170//b4149//b2100//b1900//b3811//b3462//
GO_0042558_5	b1262//b4268//b3422//b3664//b2386//b1118//b2971//b3787//b4664//b4070//b0110//b3919//b0355//b1094//b0214//b0095//b3689//b3985//
GO_0042559_6	b0276//b0473//b1469//b0320//b0127//b0732//b1375//b3366//b0135//b1035//b1639//b2177//b4324//
GO_0042560_6	b3960//b0429//
GO_0042592_4	b4392//b1377//b0835//b4004//b3147//b0739//b1905//b2197//b3583//b2266//b3389//b3919//b3954//b3984//b3476//b3481//b4485//b0750//b4471//b3361//b4219//b3458//b3287//b0112//b4063//b4326//b0432//b1160//b3639//b4319//b3396//b3870//b3365//b4350//b0225//b0466//b1749//b2529//b1808//b4373//b3306//b1943//b0363//yeeL//b2131//b0811//b0576//b3897//b0307//b2483//b4187//b2378//b2289//b0895//b4093//b0847//b4239//b2326//b1466//
GO_0042594_4	b2507//b4115//b3021//b3012//b0094//b0403//b2525//b3623//b3390//b2702//b0153//b0162//b1921//b1378//b3497//b3742//b3690//b2486//b0939//b0182//b1600//b2560//b0692//mtnN//b1913//b3566//bioP//b3317//b0091//b0192//b2744//b3683//b1612//b0624//b2423//
GO_0042618_5	b3650//
GO_0042619_6	b1285//
GO_0042710_4	b4141//b0777//b4501//b0388//b4153//b2306//b0661//b1261//b3705//b0180//b3493//b1733//b4088//b2492//b3891//b4388//b3127//b3230//b2927//b0444//b0881//b3300//b1245//b1606//b1786//b0946//b2882//b3041//b4242//b4092//b2048//b1638//b2086//b4190//b0366//b4266//b1661//b4043//b0346//b0585//b3699//b1129//b2748//b4117//b1192//b0957//b1859//b1272//b0877//b0948//b4240//
GO_0042723_5	b1131//b0052//b3592//b2148//b1209//b2211//b2267//b0861//b0463//b0770//b4046//b2342//
GO_0042724_6	b1159//b0578//b3421//b1272//b1985//b3906//b3407//b2076//b2789//b0900//
GO_0042726_5	b2316//b1374//b1335//b0381//b0414//b3594//b3476//b2689//
GO_0042727_6	b2144//b0365//b3216//b1610//b3511//b3567//b4528//b3345//
GO_0042732_6	b1139//b2919//b1256//b2663//b1264//
GO_0042737_5	b4314//b3780//b2147//b4246//glsB//b1098//b3688//b0064//b0110//b3642//b3668//b0879//b2759//b2552//b2501//b2893//b3415//b2483//b2306//b3343//b3954//b4203//b1807//b2277//b4151//b3092//b0168//b3147//b0687//b2896//b1781//b4366//b1339//b2405//b2178//b3954//b0597//b4347//b0065//b2541//b0611//b3319//b0432//b3206//b3095//b3680//b2113//b2664//b4179//b2521//b0808//b1094//b0799//b3260//b0792//
GO_0042743_5	b0639//b1047//
GO_0042744_6	b0924//b3130//
GO_0042759_7	b2344//b1817//
GO_0042773_6	b1653//
GO_0042777_8	b2913//
GO_0042779_8	b4484//
GO_0042780_10	b3636//b4113//b0524//
GO_0042816_5	b0138//b4050//b2194//b2326//b2829//b0798//b2787//b0483//b3705//
GO_0042817_5	b0287//
GO_0042819_6	b2687//b1430//b1298//b0431//b1188//b3026//b0323//b0572//b0933//
GO_0042822_5	b2746//b0333//b1531//b3193//b0110//b4309//b2086//
GO_0042823_6	b2032//b1764//b3526//b3942//b2110//srkA//b4092//
GO_0042836_5	b1812//b1526//b1166//b0265//
GO_0042838_6	b1393//b3297//b0633//b1012//
GO_0042839_7	b2151//b3592//b2949//b0894//b3010//b4018//
GO_0042840_7	b2177//b2750//b2502//b2890//b3687//b1522//
GO_0042843_7	b1385//b2818//
GO_0042844_7	b1299//
GO_0042846_8	b4020//
GO_0042851_8	b0094//b1600//b4415//b1535//
GO_0042852_9	b4351//b2548//b3991//
GO_0042853_9	b3343//
GO_0042866_8	b2896//b0633//b3320//b1478//b4174//b2731//b3376//b0331//b2165//b1178//b4155//b2914//b2570//b3137//b1563//b3728//b2958//b2049//
GO_0042867_8	insI4//
GO_0042873_7	b2156//b0231//b1312//b4377//b3941//b4133//b0284//
GO_0042882_10	b2821//b1790//b1593//
GO_0042883_7	b2987//b0697//b2162//b0853//b2134//b2979//b0608//b2563//
GO_0042884_7	b4052//b0040//b3752//b2798//b3579//b4513//b2746//
GO_0042885_8	b3387//
GO_0042886_6	b0999//b2735//b0756//b2916//b2138//b2469//b3249//b2942//b2817//b3691//b0754//b3320//b1858//b1493//b0212//b1506//b0908//b1234//b1302//b4665//b4291//b1925//b2597//b1192//b2246//b3720//b2025//b3428//b1487//b0928//b0300//b1857//b2894//b1116//b3876//b1225//b0694//b2781//b1636//b3010//b3341//b1225//b3050//b2520//b3715//b2962//b1769//b2817//b2835//b0314//b3139//b2571//b2076//b4052//b0739//b3961//b1209//b0367//b0341//b3996//b0154//b3117//b3476//b3544//b0651//b1376//b3289//b0461//b1100//rpnA//b1973//b4174//b0921//b0874//b2430//b0995//b0603//b3553//b3137//b2544//b0857//b2609//b3050//b3149//b3991//b1805//b1782//b1191//
GO_0042891_6	b0228//b2107//b4035//b2792//b0220//b0738//b1069//b0040//b3113//b3934//b1257//b0405//b2898//b4074//b1249//b3498//b2151//b1884//b1563//b2779//b0829//b0179//b0675//b2687//b0535//b0146//b1779//b3478//b1890//b1276//b2415//b3475//
GO_0042906_8	b4026//b1710//b2523//b2062//
GO_0042908_5	b3252//b4279//b4160//b1340//b4083//b2677//b2107//b0693//b3486//b1807//b1781//b4161//b0060//b1362//b2291//b3136//
GO_0042914_8	insI4//b1732//
GO_0042918_6	b2245//b4149//b2256//b0405//b2759//
GO_0042919_6	b2506//
GO_0042920_6	b1606//
GO_0042928_7	b3462//
GO_0042930_7	b1955//b1101//b0521//b2289//b2373//b0183//b4078//b1449//
GO_0042938_8	b2114//b3067//b4154//b2910//b2217//b1646//b3816//b3512//b0450//b0440//b1211//b0813//b3114//b1766//b3918//
GO_0042939_8	b2927//b3394//b3843//b1474//b3879//b3706//b2491//b4155//b2609//b4501//
GO_0042940_7	b2256//b4132//b0836//b3664//b2212//
GO_0042941_8	b1334//
GO_0042942_6	b0464//b3454//
GO_0042953_6	b0486//b1823//b0585//
GO_0042956_8	b1073//b1430//b1125//b3725//b2780//
GO_0042968_8	b2374//b1787//b0490//
GO_0042981_7	b4035//
GO_0043038_5	b0679//b0110//b3460//b2981//b0710//b3143//b4087//b3584//b0003//b1526//b3475//b3235//b1710//b1554//b2659//b1439//b4086//b1300//b3231//b2594//b3772//b4189//b4243//b0334//b1184//b3394//
GO_0043039_6	b2687//b3845//b1475//b2758//b1818//b3730//b0307//b3875//b4255//b3451//b1737//b0064//b2416//b2374//b2496//b3901//b2659//b0072//b2530//b4480//b3114//b1199//b4544//b4465//b3310//
GO_0043041_6	b0166//
GO_0043043_6	b2501//b0228//b1663//b3935//b3785//b0243//b0004//b1090//b0087//b1859//b2575//b0918//b3409//b1224//b2068//b0935//b3125//b1618//b0573//b2834//rpnC//b4501//b1661//b2019//b2199//b3196//b3142//b0988//b2151//b0409//b2923//b0972//b2197//b4050//b4618//b1728//b3579//b1844//b4306//b3128//b0693//b2582//b2094//b1516//b3751//b0893//b0135//b3491//b1597//b0265//b1328//b0830//b3271//b1808//b2963//b3528//b0762//b3330//b4195//b3725//b0661//
GO_0043067_6	b2905//
GO_0043085_5	b3934//b3394//b2686//b2283//b3093//b4409//b0757//b3512//b1697//b0596//b2093//b3456//b0135//b3430//b2287//b0836//b2715//b0020//b3094//b1412//b2841//b0847//b4063//
GO_0043086_5	b0176//b4089//b3234//b4317//b4160//b2424//b0859//b0810//b4320//b4230//b2465//b2005//b2592//b0956//b2946//b2336//b2276//b0840//b0954//b3115//b4005//b2770//b1552//b2478//b4177//b3126//
GO_0043087_6	b0123//b0892//b1104//b0526//
GO_0043090_7	b2477//b1697//b2523//b1184//b1080//b3546//b1822//b4198//b3691//b2183//
GO_0043093_3	b1004//b1046//b0530//b0817//b4050//b0680//b3431//b2282//b1018//b0808//b1960//b0466//b3668//b2138//b2066//b0517//b1864//
GO_0043094_4	b4252//b3133//b0437//b1961//b0930//b0627//b3205//b0927//b4559//b1886//b0757//b4350//b3355//b1395//b2100//b2756//b1362//b0394//b0508//b1521//b0882//b0095//
GO_0043096_6	b2834//b1363//b0060//
GO_0043097_6	b0681//b3022//b4586//b4372//
GO_0043099_7	b2785//
GO_0043100_6	b3311//
GO_0043101_5	b2167//b3321//b3711//b3662//
GO_0043102_5	b3499//b2682//b0828//b2703//
GO_0043103_7	b1646//
GO_0043111_7	b3615//
GO_0043137_6	b1294//b0241//
GO_0043150_8	b3364//
GO_0043157_6	b1410//
GO_0043164_6	b0330//b4252//b0113//b3496//b2066//b1580//b3972//b1378//
GO_0043165_6	b1507//b2215//b0422//b0797//b3962//b2619//b4022//b0587//b2177//b0828//
