# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	pepD//
go_1900191_6	
go_1900192_6	
go_1900231_6	pncB//
go_1900232_7	
go_1900233_7	prs//
go_1900372_9	
go_1900376_6	
go_1900378_7	
go_1900705_8	
go_1900727_8	frdB//
go_1900751_9	ilvB//
go_1901135_4	rlmI//thiL//cheB//rsmA//acnA//pgpC//
go_1901260_9	mgsA//
go_1901264_6	nagK//pgk//bcsA//
go_1901275_3	aceF//
go_1901281_6	rbsD//
go_1901367_6	
go_1901422_5	
go_1901530_5	
go_1901562_5	
go_1901575_4	
go_1901642_6	yfeW//speB//eda//sseA//argC//
go_1901652_5	
go_1901657_5	trpB//btuE//paaC//
go_1901661_5	trpB//caiB//
go_1901684_8	nadK//
go_1901891_5	
go_1901998_5	rlmC//purA//
go_1902021_6	kbaY//
go_1902022_6	pagP//sbcB//
go_1902023_6	sseA//
go_1902047_6	ispB//kdgK//
go_1902201_7	
go_1902208_6	
go_1902209_7	citE//
go_1902210_7	
go_1902270_7	otsB//
go_1902328_5	ubiI//
go_1902358_7	moaE//uxaC//fcl//nfsB//
go_1902475_8	lpxT//coaD//hchA//rsmE//speB//ogt//ulaF//
go_1902476_9	pyrF//pyrD//
go_1902599_7	rutA//dfp//
go_1902600_8	lpxH//tynA//dusC//rsmJ//yihU//mobA//hisB//wrbA//betA//
go_1902601_8	katG//tag//
go_1902603_8	hemN//
go_1902758_6	nudC//
go_1902760_6	proB//
go_1902767_6	aroK//
go_1902777_6	ppsA//tag//dkgB//yfcG//
go_1902778_5	ilvM//
go_1902815_7	garL//
go_1903228_9	aphA//
go_1903352_7	arnA//
go_1903401_7	carA//sdaA//
go_1903424_9	rpiB//
go_1903457_6	
go_1903506_8	acnA//serA//
go_1903507_9	rsmG//
go_1903658_6	
go_1903711_7	aes//trmA//
go_1903712_8	tdh//yajO//prpD//
go_1903714_8	argC//plsC//mrcB//
go_1903716_8	scpC//uidA//
go_1903785_7	phnI//caiD//nagB//trpC//thiD//
go_1903791_7	mocA//rlmF//
go_1903810_8	ubiH//polB//
go_1903825_6	fucO//
go_1903826_8	dnaE//nfi//
go_1903830_9	ppiC//mltF//
go_1903874_10	napB//pdeH//bacA//
go_1903959_8	acs//rutE//
go_1904659_9	ribB//
go_1904812_9	panB//
go_1905039_7	nudB//valS//
go_1990000_5	
go_1990145_6	
go_1990169_5	
go_1990451_5	aroA//
go_1990481_8	waaO//
go_1990497_6	mtgA//
go_1990507_5	
go_1990516_9	dacD//
go_2000104_9	
go_2000142_6	
go_2000143_7	
go_2000144_7	
go_2000145_5	upp//
go_2000186_10	
go_2000245_6	
go_2000372_7	
go_2000678_7	
go_2000766_9	
go_2000892_7	relA//
go_2001023_5	
go_2001125_10	
go_2001251_8	
go_2001315_6	pyrC//
