# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	rph//
go_0099133_8	waaP//citX//pabA//lysA//uxuA//hisS//rsmC//speC//mnmC//menB//pyrG//yfeX//
go_0101030_8	caiB//
go_1900190_5	bioB//
go_1900191_6	
go_1900192_6	
go_1900231_6	kdgK//
go_1900232_7	
go_1900233_7	panC//
go_1900372_9	
go_1900376_6	
go_1900378_7	
go_1900705_8	
go_1900727_8	metC//
go_1900751_9	rihA//
go_1901135_4	umpG//sgbU//glyA//kdsD//thiG//mnaT//
go_1901260_9	dgoD//
go_1901264_6	dxs//bioA//aceF//
go_1901275_3	ygjK//
go_1901281_6	aceA//
go_1901367_6	
go_1901422_5	
go_1901530_5	
go_1901562_5	
go_1901575_4	
go_1901642_6	entF//queA//betB//folC//citE//
go_1901652_5	
go_1901657_5	nanE//aceB//lpxK//
go_1901661_5	recO//speG//
go_1901684_8	fumB//
go_1901891_5	
go_1901998_5	pyrH//glgB//
go_1902021_6	rlmD//
go_1902022_6	entA//gatY//
go_1902023_6	narV//
go_1902047_6	epd//ppc//
go_1902201_7	
go_1902208_6	
go_1902209_7	plsB//
go_1902210_7	
go_1902270_7	upp//
go_1902328_5	dacA//
go_1902358_7	pncB//tesB//spoT//hinT//
go_1902475_8	speF//frmA//hyi//xylB//folP//suhB//nadK//
go_1902476_9	menB//apaH//
go_1902599_7	yfcG//serC//
go_1902600_8	purU//gpsA//sdhD//serS//astB//waaH//sdaB//leuC//fklB//
go_1902601_8	ghrB//ribB//
go_1902603_8	ftnA//
go_1902758_6	idi//
go_1902760_6	ssuD//
go_1902767_6	paaE//
go_1902777_6	thiD//agp//trmA//purU//
go_1902778_5	fucK//
go_1902815_7	mtn//
go_1903228_9	kdgK//
go_1903352_7	tynA//
go_1903401_7	pldB//lysC//
go_1903424_9	gatD//
go_1903457_6	
go_1903506_8	glxK//fadJ//
go_1903507_9	nagZ//
go_1903658_6	
go_1903711_7	xdhB//citG//
go_1903712_8	puuC//srlD//speF//
go_1903714_8	sdhB//der//cyoE//
go_1903716_8	menE//hisF//
go_1903785_7	ppiC//hisS//ttdA//phoA//cdsA//
go_1903791_7	iaaA//amiD//
go_1903810_8	hemL//frdA//
go_1903825_6	paaE//
go_1903826_8	yfdR//btuE//
go_1903830_9	ldtD//tdk//
go_1903874_10	lpxH//etk//narI//
go_1903959_8	dgt//proS//
go_1904659_9	galK//
go_1904812_9	phr//
go_1905039_7	yqaB//ycjU//
go_1990000_5	
go_1990145_6	
go_1990169_5	
go_1990451_5	yigB//
go_1990481_8	cysK//
go_1990497_6	proB//
go_1990507_5	
go_1990516_9	phnI//
go_2000104_9	
go_2000142_6	
go_2000143_7	
go_2000144_7	
go_2000145_5	hisA//
go_2000186_10	
go_2000245_6	
go_2000372_7	
go_2000678_7	
go_2000766_9	
go_2000892_7	guaB//
go_2001023_5	
go_2001125_10	
go_2001251_8	
go_2001315_6	cpsB//
