# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	ltaE//
go_1900190_5	adhP//
go_1900191_6	
go_1900192_6	
go_1900231_6	kduI//
go_1900232_7	
go_1900233_7	speG//
go_1900372_9	
go_1900376_6	
go_1900378_7	
go_1900705_8	
go_1900727_8	waaL//
go_1900751_9	luxS//
go_1901135_4	alaA//nadD//ssuE//lpxL//lipB//rlmH//
go_1901260_9	nrfA//
go_1901264_6	lsrG//ynfE//trpD//
go_1901275_3	citC//
go_1901281_6	ravA//
go_1901367_6	
go_1901422_5	
go_1901530_5	
go_1901562_5	
go_1901575_4	
go_1901642_6	aceA//bfr//mmuM//sgbU//mutS//
go_1901652_5	
go_1901657_5	moaE//ispG//rutB//
go_1901661_5	dam//dhaM//
go_1901684_8	umuC//
go_1901891_5	
go_1901998_5	plsC//ispF//
go_1902021_6	trmD//
go_1902022_6	pdeL//thiH//
go_1902023_6	rlmB//
go_1902047_6	dhaM//ftsI//
go_1902201_7	
go_1902208_6	
go_1902209_7	nudB//
go_1902210_7	
go_1902270_7	psd//
go_1902328_5	ilvC//
go_1902358_7	allB//folM//avtA//add//
go_1902475_8	yihT//sodC//gstB//bfr//yqjH//alaC//ilvM//
go_1902476_9	rlmI//uxuB//
go_1902599_7	psuG//luxS//
go_1902600_8	sodB//menI//cysH//hypB//ldtB//dapA//nfsB//nadE//pgsA//
go_1902601_8	trmI//purC//
go_1902603_8	hcp//
go_1902758_6	tsaD//
go_1902760_6	ampD//
go_1902767_6	acpS//
go_1902777_6	menF//pykF//thiH//csdA//
go_1902778_5	kdsD//
go_1902815_7	sucD//
go_1903228_9	yihS//
go_1903352_7	pbpC//
go_1903401_7	miaB//waaB//
go_1903424_9	rlmD//
go_1903457_6	
go_1903506_8	thrB//serB//
go_1903507_9	puuA//
go_1903658_6	
go_1903711_7	ackA//fumC//
go_1903712_8	dapF//trpS//folM//
go_1903714_8	gor//murQ//pykF//
go_1903716_8	wcaJ//ilvM//
go_1903785_7	dgcZ//napC//pyrB//manA//hemE//
go_1903791_7	folD//glcF//
go_1903810_8	pheT//etk//
go_1903825_6	epmB//
go_1903826_8	proC//rhaD//
go_1903830_9	rluD//deoB//
go_1903874_10	leuS//scpC//yhdH//
go_1903959_8	nagK//dxr//
go_1904659_9	asd//
go_1904812_9	psd//
go_1905039_7	selD//yeiG//
go_1990000_5	
go_1990145_6	
go_1990169_5	
go_1990451_5	bglX//
go_1990481_8	gor//
go_1990497_6	purB//
go_1990507_5	
go_1990516_9	ygjK//
go_2000104_9	
go_2000142_6	
go_2000143_7	
go_2000144_7	
go_2000145_5	ppk//
go_2000186_10	
go_2000245_6	
go_2000372_7	
go_2000678_7	
go_2000766_9	
go_2000892_7	fadJ//
go_2001023_5	
go_2001125_10	
go_2001251_8	
go_2001315_6	frdD//
