# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	uxuA//
go_1900191_6	
go_1900192_6	
go_1900231_6	yhdJ//
go_1900232_7	
go_1900233_7	rlmD//
go_1900372_9	
go_1900376_6	
go_1900378_7	
go_1900705_8	
go_1900727_8	pbpC//
go_1900751_9	pdxJ//
go_1901135_4	mgsA//ybjG//waaP//valS//manA//nanE//
go_1901260_9	abgA//
go_1901264_6	metB//aroL//aroC//
go_1901275_3	lpoB//
go_1901281_6	fadM//
go_1901367_6	
go_1901422_5	
go_1901530_5	
go_1901562_5	
go_1901575_4	
go_1901642_6	uxuB//rlmG//entH//ogt//entE//
go_1901652_5	
go_1901657_5	tmk//yqjH//patD//
go_1901661_5	ilvM//proC//
go_1901684_8	mepS//
go_1901891_5	
go_1901998_5	citC//yhdH//
go_1902021_6	mnaT//
go_1902022_6	trpS//argA//
go_1902023_6	dcyD//
go_1902047_6	ubiF//aroF//
go_1902201_7	
go_1902208_6	
go_1902209_7	dhaL//
go_1902210_7	
go_1902270_7	slyD//
go_1902328_5	fucO//
go_1902358_7	ugd//fadB//rluE//cyaA//
go_1902475_8	lsrK//argK//atoB//ppc//napA//kdgK//folM//
go_1902476_9	gadB//tmk//
go_1902599_7	ldtC//apaH//
go_1902600_8	glyA//dapF//tyrA//sbcB//dusB//umuD//nadE//speB//yajO//
go_1902601_8	mutH//lpxK//
go_1902603_8	mnmC//
go_1902758_6	galM//
go_1902760_6	pdxK//
go_1902767_6	narG//
go_1902777_6	ydiO//asnA//dkgB//cfa//
go_1902778_5	yfbR//
go_1902815_7	ldtD//
go_1903228_9	ynfE//
go_1903352_7	hcaE//
go_1903401_7	lpxL//rpe//
go_1903424_9	sufS//
go_1903457_6	
go_1903506_8	gatZ//mtgA//
go_1903507_9	mutH//
go_1903658_6	
go_1903711_7	yjjX//nrdE//
go_1903712_8	pdxH//sdhA//aldB//
go_1903714_8	prmC//ileS//panE//
go_1903716_8	pdxB//acpS//
go_1903785_7	menA//hyaB//paaF//narG//yeaG//
go_1903791_7	tmcA//frmB//
go_1903810_8	yfeX//nagB//
go_1903825_6	edd//
go_1903826_8	trpE//mhpB//
go_1903830_9	kdsC//mog//
go_1903874_10	folC//etk//entF//
go_1903959_8	cmoA//arnA//
go_1904659_9	dgoK//
go_1904812_9	dnaE//
go_1905039_7	recR//ltaE//
go_1990000_5	
go_1990145_6	
go_1990169_5	
go_1990451_5	mltD//
go_1990481_8	hmp//
go_1990497_6	betA//
go_1990507_5	
go_1990516_9	fcl//
go_2000104_9	
go_2000142_6	
go_2000143_7	
go_2000144_7	
go_2000145_5	xylA//
go_2000186_10	
go_2000245_6	
go_2000372_7	
go_2000678_7	
go_2000766_9	
go_2000892_7	speA//
go_2001023_5	
go_2001125_10	
go_2001251_8	
go_2001315_6	rhaA//
