# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	malY//
go_0099133_8	pinE//yeaE//aroH//nirD//rlmA//rutB//rutB//udk//caiD//gcvT//hemG//eutB//
go_0101030_8	rpiB//
go_1900190_5	aspC//
go_1900191_6	
go_1900192_6	
go_1900231_6	dgt//
go_1900232_7	
go_1900233_7	ybhA//
go_1900372_9	
go_1900376_6	
go_1900378_7	
go_1900705_8	
go_1900727_8	pykF//
go_1900751_9	hcaD//
go_1901135_4	cfa//ybjG//rnpA//aroC//atoB//prpB//
go_1901260_9	caiB//
go_1901264_6	yihU//hcaE//fbp//
go_1901275_3	argB//
go_1901281_6	dmsA//
go_1901367_6	
go_1901422_5	
go_1901530_5	
go_1901562_5	
go_1901575_4	
go_1901642_6	nemA//thiH//gstB//waaC//ydiB//
go_1901652_5	
go_1901657_5	arnB//maa//rihB//
go_1901661_5	dxr//nadC//
go_1901684_8	acnB//
go_1901891_5	
go_1901998_5	umpH//frdC//
go_1902021_6	dcd//
go_1902022_6	galU//hemG//
go_1902023_6	rutD//
go_1902047_6	lpxB//cysI//
go_1902201_7	
go_1902208_6	
go_1902209_7	sgbH//
go_1902210_7	
go_1902270_7	add//
go_1902328_5	frlC//
go_1902358_7	lysA//trpC//pgl//glgP//
go_1902475_8	selD//nrfC//waaA//pbpC//rbn//ispH//waaH//
go_1902476_9	cobS//coaE//
go_1902599_7	dadA//accC//
go_1902600_8	trmD//gpmM//yihU//wzc//paaZ//ahpC//ftnA//pheA//dsdA//
go_1902601_8	aldB//uvrB//
go_1902603_8	proC//
go_1902758_6	waaB//
go_1902760_6	putA//
go_1902767_6	garL//
go_1902777_6	rsmF//fumC//umpH//nrdB//
go_1902778_5	gltD//
go_1902815_7	pheA//
go_1903228_9	waaS//
go_1903352_7	murB//
go_1903401_7	waaF//rffC//
go_1903424_9	leuA//
go_1903457_6	
go_1903506_8	fadK//hyaC//
go_1903507_9	preA//
go_1903658_6	
go_1903711_7	argF//rsmJ//
go_1903712_8	mnmC//cysE//paaC//
go_1903714_8	orn//glgC//ligA//
go_1903716_8	galT//guaA//
go_1903785_7	purL//ansA//mnmE//lpoB//murQ//
go_1903791_7	gmhB//tcdA//
go_1903810_8	ligA//gcvT//
go_1903825_6	nadK//
go_1903826_8	poxB//mutS//
go_1903830_9	guaA//pheA//
go_1903874_10	frlC//eutD//malY//
go_1903959_8	kbaY//gcd//
go_1904659_9	entA//
go_1904812_9	rsmA//
go_1905039_7	gpsA//ahr//
go_1990000_5	
go_1990145_6	
go_1990169_5	
go_1990451_5	nrfD//
go_1990481_8	chbG//
go_1990497_6	scpC//
go_1990507_5	
go_1990516_9	hcaC//
go_2000104_9	
go_2000142_6	
go_2000143_7	
go_2000144_7	
go_2000145_5	curA//
go_2000186_10	
go_2000245_6	
go_2000372_7	
go_2000678_7	
go_2000766_9	
go_2000892_7	btuE//
go_2001023_5	
go_2001125_10	
go_2001251_8	
go_2001315_6	dmsB//
