# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	rhaD//
go_1900192_6	
go_1900231_6	rlmB//
go_1900232_7	
go_1900233_7	treC//
go_1900372_9	
go_1900376_6	
go_1900378_7	
go_1900705_8	
go_1900727_8	der//
go_1900751_9	cyoE//
go_1901135_4	sgbU//trpC//speB//rsmG//hisH//torZ//
go_1901260_9	udp//
go_1901264_6	solA//cof//guaD//
go_1901275_3	rrrD//
go_1901281_6	dgcT//
go_1901367_6	
go_1901422_5	
go_1901530_5	
go_1901562_5	
go_1901575_4	
go_1901642_6	clsB//hemG//nth//trmH//fucA//
go_1901652_5	
go_1901657_5	pdeF//glpB//dmsA//
go_1901661_5	nadC//glmS//
go_1901684_8	pdeL//
go_1901891_5	
go_1901998_5	rfaE//nagB//
go_1902021_6	rsmH//
go_1902022_6	rsmG//folC//
go_1902023_6	sdhC//
go_1902047_6	leuS//ugd//
go_1902201_7	
go_1902208_6	
go_1902209_7	gph//
go_1902210_7	
go_1902270_7	cysN//
go_1902328_5	dut//
go_1902358_7	eda//nrdA//queA//rffH//
go_1902475_8	mtlD//gabD//tynA//tcdA//gpmM//mrcB//yjcS//
go_1902476_9	ileS//glgB//
go_1902599_7	sucB//glgA//
go_1902600_8	entD//hpt//waaZ//waaC//gloB//fadK//mnmA//accB//rsmD//
go_1902601_8	glnS//dxr//
go_1902603_8	rihC//
go_1902758_6	fabD//
go_1902760_6	lpxC//
go_1902767_6	sufS//
go_1902777_6	entH//entD//fumC//gpt//
go_1902778_5	ilvI//
go_1902815_7	thiI//
go_1903228_9	pdxJ//
go_1903352_7	fadJ//
go_1903401_7	mltD//nfi//
go_1903424_9	fadA//
go_1903457_6	
go_1903506_8	rlmE//dgt//
go_1903507_9	mtn//
go_1903658_6	
go_1903711_7	yeiG//cdsA//
go_1903712_8	sthA//aspA//yjhG//
go_1903714_8	ribB//acnA//rsmA//
go_1903716_8	fucI//napA//
go_1903785_7	aroA//ybjI//mraY//mog//metF//
go_1903791_7	lysU//fadK//
go_1903810_8	lpxM//alaC//
go_1903825_6	lysA//
go_1903826_8	glgC//ltaE//
go_1903830_9	metK//coaE//
go_1903874_10	aroA//mnmG//ssuE//
go_1903959_8	glcF//cpdB//
go_1904659_9	eptA//
go_1904812_9	hcaF//
go_1905039_7	frdA//dapA//
go_1990000_5	
go_1990145_6	
go_1990169_5	
go_1990451_5	ldtC//
go_1990481_8	ychF//
go_1990497_6	gdhA//
go_1990507_5	
go_1990516_9	yghU//
go_2000104_9	
go_2000142_6	
go_2000143_7	
go_2000144_7	
go_2000145_5	rlmC//
go_2000186_10	
go_2000245_6	
go_2000372_7	
go_2000678_7	
go_2000766_9	
go_2000892_7	serA//
go_2001023_5	
go_2001125_10	
go_2001251_8	
go_2001315_6	arsC//
