# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	frmA//
go_1900231_6	aspC//
go_1900232_7	
go_1900233_7	miaA//
go_1900372_9	
go_1900376_6	
go_1900378_7	
go_1900705_8	
go_1900727_8	ascB//
go_1900751_9	sodB//
go_1901135_4	ubiX//sucC//trmI//mltF//btuE//hisS//
go_1901260_9	ssuD//
go_1901264_6	rnd//rsmD//waaZ//
go_1901275_3	frmB//
go_1901281_6	paaK//
go_1901367_6	
go_1901422_5	
go_1901530_5	
go_1901562_5	
go_1901575_4	
go_1901642_6	purN//clsB//pinE//menD//dgkA//
go_1901652_5	
go_1901657_5	mdh//panD//rnb//
go_1901661_5	ubiC//speG//
go_1901684_8	ilvM//
go_1901891_5	
go_1901998_5	rlmH//ydiF//
go_1902021_6	dosP//
go_1902022_6	gudD//hcp//
go_1902023_6	dapA//
go_1902047_6	recG//yigB//
go_1902201_7	
go_1902208_6	
go_1902209_7	thiE//
go_1902210_7	
go_1902270_7	purL//
go_1902328_5	lpxC//
go_1902358_7	astB//galT//tesB//murC//
go_1902475_8	rbsD//rsmJ//der//arsC//trpS//frdC//aroE//
go_1902476_9	ulaF//asnB//
go_1902599_7	yfbR//folP//
go_1902600_8	moaA//folM//hypF//aroF//cysG//dnaQ//idnD//pck//roxA//
go_1902601_8	atoB//tnaA//
go_1902603_8	opgE//
go_1902758_6	ribA//
go_1902760_6	hisA//
go_1902767_6	sthA//
go_1902777_6	birA//nudC//treF//yeaE//
go_1902778_5	pphA//
go_1902815_7	folD//
go_1903228_9	acpS//
go_1903352_7	aspA//
go_1903401_7	rutC//ldtD//
go_1903424_9	araD//
go_1903457_6	
go_1903506_8	edd//mgsA//
go_1903507_9	dmsB//
go_1903658_6	
go_1903711_7	ydiO//nadD//
go_1903712_8	hisG//dapF//hisC//
go_1903714_8	frdD//pphB//rluA//
go_1903716_8	dadA//tsaB//
go_1903785_7	leuA//patD//kbaZ//cysE//lpxT//
go_1903791_7	tdh//pinE//
go_1903810_8	trmA//deoD//
go_1903825_6	arnB//
go_1903826_8	fdhF//rffH//
go_1903830_9	lpxC//mngB//
go_1903874_10	ribC//pheT//rlmG//
go_1903959_8	trmJ//ispG//
go_1904659_9	tgt//
go_1904812_9	galM//
go_1905039_7	nadK//appA//
go_1990000_5	
go_1990145_6	
go_1990169_5	
go_1990451_5	clsB//
go_1990481_8	orn//
go_1990497_6	menF//
go_1990507_5	
go_1990516_9	citC//
go_2000104_9	
go_2000142_6	
go_2000143_7	
go_2000144_7	
go_2000145_5	tdcG//
go_2000186_10	
go_2000245_6	
go_2000372_7	
go_2000678_7	
go_2000766_9	
go_2000892_7	ansA//
go_2001023_5	
go_2001125_10	
go_2001251_8	
go_2001315_6	ubiH//
