# From /Users/Daniela/Documents/CCG/codigos_random/random_regulons_same_enzymes.pl on Mon May 14 13:11:55 2018 using: /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/total_enzymes.txt
# /Users/Daniela/Documents/CCG/GU_art_2/connectivity/GOs/random_sets/gos_enzymes.txt
go_0000018_7	dusB//
go_0099133_8	ppsA//trmA//prpD//pldB//murQ//speC//patZ//frlC//hcaC//dnaE//ilvM//prs//
go_0101030_8	rhaB//
go_1900190_5	def//
go_1900191_6	
go_1900192_6	
go_1900231_6	tsaB//
go_1900232_7	
go_1900233_7	speG//
go_1900372_9	
go_1900376_6	
go_1900378_7	
go_1900705_8	
go_1900727_8	etp//
go_1900751_9	preT//
go_1901135_4	deoB//cysE//menE//uvrA//cueO//ycaO//
go_1901260_9	adeD//
go_1901264_6	glcD//gloC//speD//
go_1901275_3	rsmJ//
go_1901281_6	queC//
go_1901367_6	
go_1901422_5	
go_1901530_5	
go_1901562_5	
go_1901575_4	
go_1901642_6	kdsB//iscS//surA//recO//aceA//
go_1901652_5	
go_1901657_5	lysS//mcrB//kdsA//
go_1901661_5	zwf//aroL//
go_1901684_8	wrbA//
go_1901891_5	
go_1901998_5	sgbH//hisC//
go_1902021_6	cheB//
go_1902022_6	insI-2//glnE//
go_1902023_6	purA//
go_1902047_6	glyS//aroF//
go_1902201_7	
go_1902208_6	
go_1902209_7	idnD//
go_1902210_7	
go_1902270_7	rihB//
go_1902328_5	yeaE//
go_1902358_7	rsuA//tadA//metH//nemA//
go_1902475_8	yeaE//dgoK//kdsD//fumB//moaE//yjcS//cdsA//
go_1902476_9	glnE//thiI//
go_1902599_7	scpC//hemB//
go_1902600_8	ulaE//paaF//thiM//dgkA//galU//frlB//pdxH//clsC//waaP//
go_1902601_8	murF//miaB//
go_1902603_8	pykA//
go_1902758_6	pgpB//
go_1902760_6	mhpA//
go_1902767_6	kbaZ//
go_1902777_6	purN//leuS//rfbD//codA//
go_1902778_5	ruvA//
go_1902815_7	rsmB//
go_1903228_9	yciA//
go_1903352_7	mrdA//
go_1903401_7	ubiA//yghU//
go_1903424_9	dmlA//
go_1903457_6	
go_1903506_8	gnd//appA//
go_1903507_9	mrcA//
go_1903658_6	
go_1903711_7	scpC//nanK//
go_1903712_8	yhdJ//manA//rbsK//
go_1903714_8	acpH//puuD//trmL//
go_1903716_8	yahK//hisD//
go_1903785_7	uxaA//ilvD//insI-2//maa//rnt//
go_1903791_7	lpcA//rhaD//
go_1903810_8	rimK//spoT//
go_1903825_6	ndh//
go_1903826_8	acnA//leuA//
go_1903830_9	fklB//guaC//
go_1903874_10	malS//lpxB//sdhA//
go_1903959_8	apt//pfkB//
go_1904659_9	glcF//
go_1904812_9	gatY//
go_1905039_7	hisA//nudB//
go_1990000_5	
go_1990145_6	
go_1990169_5	
go_1990451_5	murA//
go_1990481_8	ddlA//
go_1990497_6	yggF//
go_1990507_5	
go_1990516_9	gmd//
go_2000104_9	
go_2000142_6	
go_2000143_7	
go_2000144_7	
go_2000145_5	dgt//
go_2000186_10	
go_2000245_6	
go_2000372_7	
go_2000678_7	
go_2000766_9	
go_2000892_7	btuR//
go_2001023_5	
go_2001125_10	
go_2001251_8	
go_2001315_6	pflB//
