#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:44 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/gos_bnum.txt
go_0000018_7	b2913//b3394//b4513//rhmR//
go_0042450_7	b2930//b0144//b0169//b0601//b2130//b1645//
go_0042454_7	b1501//
go_0042493_4	b0467//b0891//b2670//b3520//b2828//b0376//b1688//b3105//b1634//b0790//b1832//b2053//b3615//b0256//b4327//msrQ//b1693//b1511//b1970//b2961//b1967//b2516//b0365//b3432//b1298//
go_0042538_6	b3877//b2557//
go_0042542_5	b3750//b0043//b3569//b0556//b2579//b2140//b0423//b0688//
go_0042545_5	b1048//
go_0042594_4	b1256//b3965//b2407//b2283//b2318//insI1//b4394//
go_0042619_6	b0299//
go_0042710_4	b2212//b1710//b3299//b2946//b1435//b0413//b4391//b3259//b1398//b1237//b3189//b1291//b1238//b1260//b3991//b2047//b3648//b1791//b1281//b3676//b3824//
go_0042732_6	b1649//b0123//b1349//
go_0042744_6	b4160//b2219//
go_0042759_7	b2339//b0470//
go_0042773_6	b0779//
go_0042777_8	b1218//
go_0042780_10	b2217//b4175//
go_0042817_5	b0491//
go_0042819_6	b0653//
go_0042823_6	b2743//b3452//b1339//b0451//
go_0042838_6	b3908//b4203//b1920//b1748//
go_0042840_7	b0058//b0604//b2253//b2423//hxpB//b4230//
go_0042843_7	b2431//b3391//
go_0042846_8	b4665//
go_0042852_9	b1292//
go_0042867_8	b3501//
go_0042873_7	b2709//
go_0042882_10	b2339//b4086//b2269//
go_0042884_7	b3226//rpnA//b1501//b0186//b2479//b2037//b1679//
go_0042885_8	b0539//
go_0042891_6	b3271//b2503//b0649//b3719//b2169//b0460//
go_0042906_8	b3116//b0426//b0439//b3751//
go_0042908_5	b3417//b3571//b2811//
go_0042914_8	b0618//b0007//
go_0042918_6	b1570//b3113//b4191//b1662//b1112//
go_0042919_6	b1861//
go_0042920_6	b1002//
go_0042928_7	maoP//
go_0042930_7	b1198//b2154//
go_0042938_8	b4193//b2074//b2318//
go_0042939_8	b4249//
go_0042941_8	b0337//
go_0042942_6	b0399//b0162//
go_0042953_6	b0908//b3980//b2508//
go_0042956_8	b1863//b3073//b0853//b0639//b3666//
go_0042968_8	b2762//b0096//b3089//
go_0043039_6	b1822//b3543//b1289//
go_0043041_6	b2619//
go_0043085_5	b1066//b2754//b2180//b0043//b3312//b2024//b2981//b1621//b4081//b4269//b3893//
go_0043086_5	b4513//b3805//b3454//b4267//b1339//b4305//b3256//b1159//b0891//b3375//b1343//b3408//b0243//b1871//b4128//
go_0043093_3	b3125//b1393//b3050//b4026//b0863//b3041//b3204//b2366//b0903//b1688//b0076//b4123//b0838//b3428//b2536//b3990//b4381//
go_0043097_6	b3544//b2945//b3685//
go_0043099_7	b1131//
go_0043100_6	b0709//
go_0043102_5	b4261//
go_0043103_7	b2091//
go_0043137_6	b1286//b0492//
go_0043150_8	b1238//
go_0043157_6	b4225//
go_0043164_6	b2840//b1840//b1222//b0512//b2342//b4131//b3639//b3137//
go_0043165_6	b1021//b0655//b0850//b3306//b1508//b1435//b0472//b2920//b0742//b2526//
go_0043171_5	b1649//b0465//b0186//b3605//b2010//
go_0043200_5	b2952//b1844//b0415//b2009//b0741//
go_0043201_6	b0571//
go_0043213_7	b0619//b2389//b2703//b0028//b2806//b0521//
go_0043254_5	b3087//
go_0043335_3	b0032//b0074//b0233//b1288//
go_0043433_5	b4235//b2890//b4178//b3452//b2388//b2718//
go_0043442_6	b2400//
go_0043456_6	b4059//
go_0043462_6	b1593//
go_0043470_6	b2821//
go_0043471_6	b4483//
go_0043488_5	b3551//b0860//b3778//b3347//
go_0043547_7	b1701//b3800//b3685//
go_0043571_7	b3743//b1601//b1302//
go_0043610_4	b3238//
go_0043686_7	b0618//
go_0043687_7	b1141//b0604//b2592//b4428//b4318//
go_0043708_5	b1892//b1692//b3326//b2516//b2883//b0731//
go_0043709_6	b0968//b4316//b2690//b3307//b2578//b3457//b4511//b2310//b1617//
go_0043711_5	b2511//b0199//b1824//b3786//b0783//b3499//b0595//b0409//b1136//b1275//b0109//b2135//
go_0043952_7	b0233//arcC//b0200//b0042//b2707//
go_0043953_7	b1292//b2897//b3791//b1066//
go_0044010_5	b0805//b0273//b1072//b1683//b2195//b3945//b4111//b3255//b3222//b3229//b2994//b1472//b1864//b3502//b0929//b2560//b1045//b1651//b3060//b1734//b0822//
go_0044011_4	b1993//b3176//b1515//b3706//b0724//b1344//b0871//b2714//
go_0044036_5	b0628//b4371//b1023//
go_0044038_6	b2921//b0903//b3800//
go_0044092_4	b0597//b4208//b1741//
go_0044179_5	b3997//
go_0044208_7	b3172//
go_0044238_3	b0382//b3023//b3836//b3816//b1249//b1090//
go_0044248_4	b2065//
go_0044255_4	b2561//
go_0044262_4	b1326//b3138//b0172//
go_0044273_5	b2169//
go_0044275_5	b2354//
go_0044349_6	b4022//
go_0044355_6	b0893//b2091//
go_0044532_6	b1807//
go_0044659_7	b1703//b1296//b2561//b3880//
go_0044718_6	b3421//b0221//
go_0044764_3	b3307//
go_0044780_6	b2104//b3880//b0957//b4033//b1849//b3544//b3637//
go_0044781_5	b2729//
go_0044787_5	b1444//
go_0044874_7	b4399//b4208//b2478//b2358//b1191//
go_0045004_7	b3161//b3198//b1186//b1991//
go_0045013_7	b3558//
go_0045226_7	b1639//b3790//b3463//b1222//b1736//b2294//b1930//b1293//b2500//
go_0045333_5	b3794//b3321//b2803//b0554//b0695//
go_0045337_6	b2256//
go_0045454_4	b1182//b1838//b1037//b1804//b0686//b3659//b4041//b2476//b3008//b0023//b3035//b3624//b0513//b0027//b0028//
go_0045471_5	b2844//b0630//b2179//
go_0045717_8	b3809//
go_0045719_8	b3350//
go_0045723_8	b3811//
go_0045727_8	b1497//b4388//b3648//
go_0045732_7	b0294//
go_0045733_6	b4096//b1023//
go_0045819_8	b3804//
go_0045828_7	b1967//
go_0045848_5	b2197//
go_0045859_7	b1159//
go_0045861_8	b0408//
go_0045862_8	b2744//
go_0045883_5	b1625//
go_0045892_8	b3866//b4318//b4162//hxpA//b2341//b4123//b3543//b0959//b3249//b3403//b3390//b2733//b3585//b3113//b1576//b3026//b1872//b3415//b1829//b1988//b0912//b2240//b0931//b2521//b0404//b2751//b0827//b2077//b3592//b2052//b4230//b1132//b1715//b3735//b1732//b0427//b0111//b3303//b0465//b2010//b1544//b2078//b0531//b3871//b1780//b3147//b2295//b2388//b1328//b2068//b2945//b0341//b2386//b3604//b1080//b4000//b3181//b3406//b2311//b1145//b3153//b0087//b0940//b3279//b2374//b2716//b1178//b3816//b3422//b3066//b0200//b1307//selU//b1386//b2524//b3909//b2027//b3341//b0141//b3585//b3666//b3259//
go_0045893_8	b0213//b1159//b0120//b2180//b0344//b3706//b3161//b4166//b0657//b0975//b2755//b0793//b2867//b3142//b4289//b1210//b2523//b3713//b0070//b0556//b0586//b3252//b3432//b3929//b2240//b1990//b2416//b3009//b0935//b3141//b2157//b3450//b4668//b2684//b1098//b3024//b2161//b0602//b0376//b2130//b4082//b3049//b3192//b1008//b2165//b4550//b0093//b3299//b3519//b3064//b0135//b3748//b2329//b4299//b0596//b4024//b0010//b2361//b2147//b3918//
go_0045900_9	b1314//b3441//b4196//
go_0045903_5	b4401//b2283//b1707//
go_0045912_6	b3258//
go_0045926_5	b0551//b3609//
go_0045936_8	b3134//
go_0045947_9	b1002//b0159//b3793//b2674//b2799//b2751//b4098//
go_0045975_9	b3707//
go_0045990_6	b1023//
go_0046037_8	b1132//
go_0046040_8	b2841//
go_0046047_8	b3227//
go_0046050_8	b0328//b3627//b1831//b2697//b3176//
go_0046052_8	b1378//
go_0046061_8	b1009//
go_0046076_8	b4510//
go_0046081_8	b3422//b4179//
go_0046086_6	b2437//
go_0046098_7	b1617//
go_0046100_7	b3579//
go_0046101_6	b3831//b0239//b4340//
go_0046103_9	b2074//
go_0046104_8	b2159//
go_0046115_10	b0830//
go_0046133_8	b0802//b4193//
go_0046166_6	b3317//
go_0046168_6	b2791//b4682//b1897//b2794//
go_0046176_6	b2387//b1165//b2170//b3017//
go_0046177_7	b0463//b3563//b1660//b2922//
go_0046181_7	b3883//
go_0046183_7	b3208//b4323//b3298//
go_0046187_6	b4024//
go_0046196_5	b4301//
go_0046210_6	b3093//b1421//b3353//b3326//
go_0046214_6	b0210//
go_0046256_7	b0340//b2611//
go_0046271_5	b0343//
go_0046279_6	b1686//
go_0046292_4	b0492//
go_0046294_5	b0401//b3705//
go_0046296_6	b0447//b0819//b3447//b1272//b3835//
go_0046306_6	b4554//b1658//
go_0046323_10	b2954//b0840//
go_0046325_8	b1399//
go_0046336_6	b2726//
go_0046342_8	b3700//
go_0046348_6	b3475//b3609//b1475//
go_0046365_5	b0184//
go_0046392_7	b3421//b0222//b3343//b3221//
go_0046397_6	b0928//
go_0046416_6	b0377//
go_0046452_6	b4029//
go_0046459_6	b0930//
go_0046470_5	b0634//
go_0046474_6	b1981//b3955//b2161//b1976//b2709//b2754//
go_0046487_5	b4014//b2564//
go_0046501_6	b3721//
go_0046618_6	b0604//b3205//b0060//b0535//b2140//b3118//b2151//
go_0046654_7	b0584//b3725//b3889//b3430//b2339//b0365//
go_0046655_5	b4090//
go_0046656_6	b2022//b0982//b2614//b2264//b3875//b2584//b0269//
go_0046657_6	b1375//b2061//
go_0046677_4	b2515//b3200//b3657//b0958//b3195//b3567//b0348//b2669//b2428//b3022//b3930//b1187//b1093//b3564//b1851//b0634//b0221//b1973//b3030//b1192//b0450//b1096//b1041//b2465//b3177//b2208//b3869//b0438//b1991//b0509//b0002//b3371//b3169//b2905//b0975//b0189//b1202//b1857//b2159//b3974//b1883//b3966//b0059//b2339//b0331//b3693//b2126//b2075//b2218//b4031//b1711//b3791//
go_0046685_4	b2511//b0649//b1874//
go_0046686_6	b1440//srkA//
go_0046688_6	b1336//b0640//b2347//b3659//b3591//b4337//selU//b0160//b3095//b1564//b4213//
go_0046690_5	b1782//b3417//
go_0046710_8	b3857//
go_0046718_8	b1236//b2717//b0933//b2610//b2665//b2465//b4059//
go_0046777_8	b0109//b0557//b0817//b3022//b1376//b0311//b1955//b1128//b1306//b4384//b2829//b0997//b3634//b4666//b1635//b4409//b2207//b1259//b4668//b2595//b2368//mltG//b1335//b2609//b2374//
go_0046834_6	b2170//
go_0046835_5	b3062//b2727//b3295//b4460//b1090//b2182//b0439//b0406//b1468//b3702//b0551//b2308//b1427//b0785//b2211//b0679//b3720//b1693//b4374//b3889//b3509//b3884//b0443//b2552//
go_0046836_7	b1078//b2817//
go_0046839_6	b1133//
go_0046855_6	b0406//
go_0046892_8	b0893//
go_0046901_7	b3237//
go_0046939_7	b3040//b2698//b3376//b3525//b0139//
go_0046942_7	b2836//b1662//b1824//b3429//b2211//b1393//
go_0046944_7	b2576//
go_0047484_6	b3624//
go_0048034_6	b2196//
go_0048255_6	b3441//
go_0048473_8	b1038//b1007//b0098//
go_0048518_4	b3396//
go_0048870_3	b0237//b2812//b2697//b0993//
go_0050427_5	b2492//
go_0050667_6	b2427//b0850//
go_0050779_5	b1513//
go_0050790_4	b3909//b1745//b0049//b3998//b2845//b3954//b0239//b2703//b0428//
go_0050821_5	b2338//b1775//b1053//b2890//b3064//
go_0050918_5	b2041//b3062//b1390//
go_0050919_5	b0752//
go_0051050_5	b0726//
go_0051083_5	b2269//
go_0051085_5	b2892//b3626//b3574//b0365//b2877//b2554//b2838//
go_0051090_4	b1265//b2523//
go_0051091_5	b4255//b3005//
go_0051131_7	b0838//b1104//
go_0051143_8	b0806//
go_0051156_5	b0065//
go_0051171_5	b2041//
go_0051188_5	b0409//
go_0051191_6	b3543//
go_0051205_6	b4081//b3794//b3279//b3269//b3313//b3232//
go_0051224_6	b2368//
go_0051252_6	b1513//
go_0051258_7	b4565//
go_0051260_7	b3661//b1389//b4374//b4337//b2491//b0047//b0110//
go_0051270_5	b2307//
go_0051271_6	b1377//b2049//
go_0051274_8	b0593//b0083//b2727//b0857//
go_0051276_5	b0231//b3081//b0069//
go_0051289_8	b1039//b0328//b2706//b0981//b2981//b3240//b3228//b0554//b0237//b2146//b2312//b2258//b1014//b0425//b3124//b4187//b2233//b1124//b0936//b3281//b4093//b2711//b3730//b1709//b3730//b0238//b1280//b2839//b2728//b2996//b0585//b1695//b2100//b3469//b0438//b2762//
go_0051301_3	b2818//b0183//b2905//b0307//b4602//b3568//b3833//b2964//b2728//b1114//b3631//b2425//b1079//b1075//b0854//b3030//b3292//b3417//b0583//b1473//b0584//b1780//b3919//b1926//b4116//b2540//b0077//b3430//b3831//b3182//b3872//b1438//b2179//b2069//b0463//b0180//
go_0051302_5	b4136//b1818//b0856//b4114//b3017//b1656//
go_0051304_4	b4173//
go_0051338_5	b1787//
go_0051345_6	b3513//b3738//
go_0051346_6	b3688//
go_0051347_6	b0460//
go_0051349_6	b1304//
go_0051353_6	b1785//b1299//
go_0051391_8	b4147//
go_0051409_4	b1879//b1130//
go_0051410_3	b1191//
go_0051452_10	b3501//
go_0051453_9	b4366//b3707//
go_0051454_10	b2929//b4214//b3769//b4380//b3738//
go_0051476_7	b0422//
go_0051484_7	b2131//
go_0051495_8	b1764//
go_0051595_6	b0452//b0133//b3863//b3294//b1731//
go_0051596_6	b1939//b3441//b2383//b4386//
go_0051599_4	b0331//
go_0051603_6	b4386//b3459//
go_0051604_5	b2843//b3429//b1286//b0640//b0621//b1091//b1890//b1386//b0463//b0571//b2100//b3241//b4129//b3168//b4241//b4180//
go_0051607_4	b1098//b0400//b2065//b1871//b4358//b1062//b2062//b3386//b0166//b2726//
go_0051649_4	b1178//b0612//
go_0051668_4	b1736//
go_0051692_6	b2891//b3431//
go_0051704_2	b1859//
go_0051715_4	b2245//
go_0051716_3	mtnN//b3592//
go_0051726_5	b0063//
go_0051781_6	b3713//
go_0051782_6	b1737//b0106//b1463//b1079//b0038//b3576//
go_0051977_7	b4254//
go_0051983_5	b2597//
go_0052131_6	topAI//
go_0052547_6	b2207//
go_0052653_5	b0655//
go_0052777_7	b1174//b3279//
go_0052778_6	b2674//
go_0052837_6	b0776//
go_0055070_10	b2456//b3592//
go_0055072_10	b3822//b4393//b3395//
go_0055085_5	b3645//b2576//b2198//b4155//b4203//b4144//b2399//b0871//b0276//b2573//b1096//b4557//b1327//b2185//b3133//b3177//b0915//b3936//b3431//b0109//b1393//b1864//b0524//b0028//b0572//b1587//b0241//b0381//b1075//b2689//b3453//b2340//b0776//b3887//bioD2//b1127//b3305//b2150//b2260//insI4//b0334//b1307//hprS//b2183//b1919//b3290//b3791//b0168//b4058//b0112//b2310//b0207//b3583//b1304//b1387//b1463//b4386//b4142//b4087//b2178//b3832//b0226//b3993//b2831//b3146//b2458//b3408//b4093//b2215//b1341//b0078//b0770//b0180//b3470//b3279//b3502//b1545//b1790//b3229//b0438//b3451//b1397//b3428//b1684//b1618//b3631//b4173//b0927//b2518//b4155//b2135//b4083//b4168//b1198//b2952//b4028//b3887//b3571//b2910//b2715//b0939//b4131//b1293//b2094//b4005//b0110//b3741//b1615//b0465//b3437//b2520//topAI//b1411//b0264//b4554//b2241//b3394//b1410//b0967//b2889//b3368//b0776//b4506//b1587//b1681//b0036//b4129//b0954//b3125//b2474//b1398//b3850//b0303//b4266//b0892//b2894//b3949//b0819//b0331//b4111//b4602//b1564//b3143//b2745//b3604//b0069//hxpA//b3208//b0596//b0826//
go_0055086_4	b2767//b3282//
go_0055114_3	b2540//b2582//b0881//b4070//b0717//b0792//b3010//b0737//b2268//b4078//b1250//b3366//bioP//b0231//b2520//b3958//b2750//b1890//b2920//b3521//b2483//b4513//b0460//rpnB//b1335//b0651//b3806//b3997//b0180//b4003//b0089//b3781//b3931//rhmR//b3437//b0734//b4147//b0518//b4055//b1415//b2104//b3754//b2742//b3096//b3712//b2898//b1299//b4221//b3534//b2311//b0819//b0507//b2523//b3147//b1313//b3255//b1990//b4687//b0466//b4050//b1625//b2760//b3167//b0903//b1854//b3834//b3203//b1010//b3497//b4388//b3358//b3429//b2779//b4361//b1110//
go_0055129_5	b0331//b3262//b3605//
go_0055130_8	b3539//b2385//
go_0060003_10	b3290//b3867//b4350//b0550//
go_0060274_5	b4300//
go_0060326_5	b3252//
go_0060566_8	b0835//
go_0060567_8	b3693//b2456//b0686//
go_0060699_8	b0710//
go_0060702_9	b4261//b0441//b0793//b0090//b1961//
go_0061077_4	b1191//b0875//b3056//b2624//b0640//b3753//b4376//b2366//b0650//b1636//b1399//b1781//b3143//b4346//b1516//
go_0061475_9	b1522//
go_0061504_8	b0531//
go_0061610_5	b0905//
go_0061615_7	b2993//b1993//
go_0061720_5	b2014//b1469//b2130//ftp//
go_0065002_6	b0345//b1073//b2009//b4242//b0729//b0824//b3718//b2010//
go_0065007_2	b3200//b4074//
go_0070084_7	b2414//
go_0070178_5	b2133//
go_0070207_8	b4465//b4319//b1328//b1393//
go_0070298_8	b4262//
go_0070301_6	b2212//b0339//b3630//b3825//b3342//b3772//b3503//b3622//b2108//b0930//
go_0070329_5	b0183//b2128//
go_0070413_7	b2716//
go_0070415_6	b0243//b1131//
go_0070417_5	topAI//b3127//
go_0070453_7	b2429//
go_0070475_7	b2140//b0642//b0613//b1922//b3945//b3087//b0141//b1743//b2421//b4096//b3904//b2264//b0377//b4532//b3179//b0958//b0261//b0802//b1918//
go_0070476_7	b4371//b3665//
go_0070482_4	b1828//
go_0070574_9	b1303//b4118//b3592//b0168//
go_0070581_8	b1081//
go_0070588_9	b3642//
go_0070689_6	b2242//b0774//
go_0070726_5	b3282//b0497//
go_0070778_6	b3155//b2327//
go_0070894_6	b3339//
go_0070930_7	b2042//
go_0070981_6	b4357//
go_0070989_4	b2600//
go_0071139_6	b4122//b3192//
go_0071218_6	b4142//
go_0071229_5	b3350//b3017//
go_0071230_6	b0177//
go_0071236_5	b0726//b0432//b1830//b1198//b0870//b1469//
go_0071237_6	b2409//b4093//
go_0071243_5	b1439//
go_0071248_6	rpnC//
go_0071249_6	b0432//b3670//
go_0071250_6	b2406//b0451//
go_0071266_6	b3549//b2177//
go_0071271_7	b1998//b0004//
go_0071276_7	b2481//b1105//
go_0071280_7	b4252//b1247//
go_0071284_7	b1477//
go_0071286_7	b0980//b0620//
go_0071287_7	b3875//
go_0071288_7	b3297//b2569//
go_0071289_7	b3622//
go_0071291_6	b2100//
go_0071292_7	b0172//b1545//
go_0071294_7	b2865//b0273//
go_0071310_5	b0953//b3075//yeeL//
go_0071421_9	b0388//b1753//b3628//
go_0071422_7	b1474//b2131//b4133//
go_0071423_8	b3189//
go_0071454_5	b0946//b0999//
go_0071456_5	b3668//
go_0071467_5	b4251//
go_0071468_6	b1886//b2704//b2845//b3501//b0804//b2065//b0551//b0925//b0642//
go_0071470_5	b1580//b1623//b2927//b3205//b3363//
go_0071474_6	b4613//b2923//b2393//b0967//
go_0071500_5	b2781//
go_0071502_5	b2527//
go_0071555_4	b0003//b0828//b2938//b3667//b3516//b2679//b2675//b0344//b0071//b2975//b2076//b2281//
go_0071577_9	b2545//b4111//b1141//b2163//b1075//b4219//b1198//
go_0071705_5	b0467//
go_0071731_5	b3480//b1343//
go_0071732_6	b3306//
go_0071769_5	b2745//
go_0071805_4	b0622//b0264//b0314//b2021//b1653//b1407//b2479//b0192//b2494//b0693//b3170//b2576//b0835//b3588//b1638//
go_0071806_6	b3721//b3872//b1424//b0676//b0036//
go_0071807_8	b2217//
go_0071897_6	b4304//b0316//b0241//b2374//b3187//b0176//b0083//b0980//b1876//b3253//b3145//b2347//b3167//maoP//
go_0071915_9	b0612//
go_0071932_8	b3812//
go_0071934_6	b4381//b2669//b3162//
go_0071945_7	b1350//
go_0071951_8	b3640//
go_0071963_4	b2890//
go_0071973_6	b1323//b1389//b2631//b0545//b0530//b1611//b3690//b3748//b0928//b4054//b3498//b4510//b2025//b0771//b1676//b4146//b3717//b0480//b1343//
go_0071977_5	b3480//
go_0071978_7	b2350//b1739//b3087//b3410//b1263//b0143//b2913//b2265//b1411//b3878//b4036//b1905//b1479//b4166//
go_0072321_6	b0281//
go_0072323_7	b4097//
go_0072344_7	b3511//b0060//b1280//b2753//
go_0072348_5	b1317//
go_0072488_7	b0999//
go_0072511_7	b4240//b2465//
go_0072531_6	b1512//
go_0072581_9	b1800//
go_0072714_5	b0397//
go_0075713_7	b2560//b2767//b2838//
go_0080111_4	b0329//b0576//
go_0089705_7	b3885//b3415//
go_0089709_7	b3288//b4251//
go_0090071_6	b2712//b3371//b4166//
go_0090116_7	b0576//
go_0090143_4	b3643//
go_0090305_6	rpnA//b1074//b0596//b4196//b2810//b2628//b0982//b1719//mltG//b1433//b0605//b2076//b1677//b3457//b0300//b0467//b2516//b0393//b1988//b0375//glsA1//hprS//b3952//b0629//b1895//b0807//b1734//b2563//b4069//b4421//b4554//b4071//b2385//b3844//b2925//b0400//b1716//b1686//b3521//b1715//b3456//b4290//b2148//b3028//b1723//b3613//b2277//b2182//b0918//b4666//b3926//b1499//b3187//b4147//b2518//b3704//b1859//b1639//b0529//b3960//b1380//b3520//b3529//b4398//b0124//b2507//b1215//b1595//b0299//b0420//b3917//
go_0090313_8	b4095//b1615//
go_0090347_6	b1621//
go_0090352_6	b0930//
go_0090357_7	b2827//
go_0090358_8	b3117//
go_0090501_7	b3260//b2712//b2545//b2366//b1508//b3740//b4302//b2315//b2373//b0101//b3317//
go_0090502_8	b4172//b3551//b3501//b1163//b0640//b3751//b2412//b2735//b1815//b2706//b2667//b2843//b3579//b1656//b3035//b3304//b0363//b4483//b1337//b1296//
go_0090503_8	b3017//b2413//b3344//b1678//b4289//b2600//b3895//b4361//
go_0090529_5	b3563//b0301//b3551//
go_0090540_10	b0188//b0336//b1024//
go_0090549_5	b0014//b3457//
go_0090609_6	b1886//
go_0097056_7	b3955//
go_0097264_6	b3496//
go_0097304_7	b3253//
go_0097339_7	b1261//
go_0097428_6	b1159//b1303//b3206//b2679//b2806//b3816//b0270//
go_0097502_4	b3173//
go_0097510_7	b0110//
go_0097533_5	b1688//
go_0097638_8	b4151//b1123//b2109//b4249//
go_0098002_8	b2476//
go_0098655_7	b0479//b1831//b3359//b2714//b2178//b3583//b1105//b0398//gapC//b0915//b1202//b1695//b3728//b3105//b0943//b1808//b3189//b1831//b3591//b3825//b2021//b4117//
go_0098656_7	b1728//b2567//b3223//
go_0098707_10	b2597//
go_0098708_8	b3925//b0127//b0641//b2957//
go_0098710_7	b0329//b2916//
go_0098713_8	b1809//b3580//b2961//b0460//
go_0098719_9	b2993//
go_0098732_6	b3347//
go_0098795_9	b1615//
go_0098869_4	b1252//b0465//b4501//b3630//b0726//b3793//b1656//b3191//b0197//b1079//b0856//b1615//b0315//b2920//b2297//b3371//b0908//b1590//b0144//b1012//
go_0099131_7	b3907//
go_0099132_7	b4324//b4318//b3347//b1913//b3885//b4131//b2727//b2091//b1870//b3650//b0476//b2253//b1886//b3116//b2933//b3747//b1821//b1335//b2893//b0127//b2620//b1924//b1053//
go_0099133_8	b2758//b3259//b0265//b1926//b3342//b2830//b0543//b3469//b3917//b3385//b3232//b2710//b2240//b4143//b0630//b2537//b2765//b2376//b3307//b1312//
go_0101030_8	srkA//
go_1900190_5	b3343//b2028//b1140//b4470//b2561//b0878//
go_1900191_6	b2664//
go_1900192_6	b1804//
go_1900231_6	b0688//
go_1900232_7	b0099//b0476//b0435//
go_1900233_7	b0365//
go_1900372_9	b4232//
go_1900376_6	b1677//b4249//
go_1900378_7	b0565//
go_1900705_8	b3313//
go_1900727_8	b3147//
go_1900751_9	b3608//
go_1901135_4	b2630//b0650//b4133//b4302//b1701//b3994//b2047//b4003//b0570//b4351//b3903//b0428//b1198//
go_1901260_9	b1733//
go_1901264_6	b0751//b2213//b1114//
go_1901275_3	b3671//
go_1901281_6	b3192//
go_1901367_6	b0207//b0844//
go_1901422_5	b2750//b2381//b2975//
go_1901530_5	b3119//insI3//b2933//b2148//
go_1901562_5	b4109//
go_1901575_4	b2029//
go_1901642_6	b2387//b2498//b1477//b2889//b4288//b2157//b0486//
go_1901652_5	b2268//b2871//b0696//
go_1901657_5	b3012//b0838//b1435//
go_1901661_5	b4174//b0721//
go_1901684_8	b1756//
go_1901891_5	b2942//
go_1901998_5	b0067//b3980//
go_1902021_6	b0934//b2507//gpr//b0464//
go_1902022_6	b1186//b0222//
go_1902023_6	b4391//
go_1902047_6	b1079//b2542//b0770//b3138//b0823//
go_1902201_7	b0007//b1411//b1141//b3095//b1021//b0697//b0511//
go_1902208_6	b4032//
go_1902209_7	b0810//b3911//
go_1902210_7	b4096//
go_1902270_7	b1182//
go_1902328_5	b4297//
go_1902358_7	b1534//b3895//b1247//b4471//b3786//b0125//b2540//
go_1902475_8	b2219//b0614//b3981//b1945//b0864//b2756//b4050//
go_1902476_9	b0925//b1288//
go_1902599_7	b1201//b1614//b1956//b2232//b3661//
go_1902600_8	b2714//b4470//b1916//b3833//b3845//b0365//b0111//b3094//b0002//b0138//b3775//b2263//b1112//
go_1902601_8	b2198//b2027//
go_1902603_8	b1564//
go_1902758_6	b4371//
go_1902760_6	b0812//
go_1902767_6	b2066//
go_1902777_6	b3361//b1445//b1564//b0641//b1376//
go_1902778_5	b0007//
go_1902815_7	b3021//b1855//b1058//
go_1903228_9	b4089//
go_1903352_7	b1728//
go_1903401_7	b1469//b0752//
go_1903424_9	b2634//
go_1903457_6	b3911//
go_1903506_8	b2620//b2753//b2683//b2399//b4090//
go_1903507_9	b1014//
go_1903658_6	b1518//
go_1903711_7	b1261//b1785//b3241//b0337//b1023//
go_1903712_8	b2726//b3238//b1300//b2068//b1084//
go_1903714_8	b0446//b3877//b3130//b2896//b1955//
go_1903716_8	b1012//b0566//
go_1903785_7	b2972//b0221//b2257//b0436//b2474//b1409//b2594//b4382//
go_1903791_7	b4238//b2196//
go_1903810_8	b2897//b3800//
go_1903825_6	b2640//
go_1903826_8	b0924//b3192//
go_1903830_9	b2057//b3754//
go_1903874_10	b0622//b1009//b1010//
go_1903959_8	b3912//b1220//b2269//
go_1904659_9	b2752//
go_1904812_9	b3645//
go_1905039_7	b3230//b2428//b1926//
go_1990000_5	b2765//b0892//
go_1990145_6	b1091//b2264//b1340//
go_1990169_5	b0053//
go_1990451_5	b0059//
go_1990481_8	b2437//
go_1990497_6	b1285//
go_1990507_5	b1117//b4565//
go_1990516_9	b4705//
go_2000104_9	b3738//
go_2000142_6	b0040//b1265//b2995//b4096//
go_2000143_7	b1394//b3213//b3911//b1167//b4384//b0239//b3884//b4381//
go_2000144_7	b2912//b0809//b3409//b0432//b4565//b1801//b1533//b3105//b2417//b0504//b2064//
go_2000145_5	b0693//b1404//
go_2000186_10	b1011//
go_2000245_6	b2015//
go_2000372_7	b0330//b1380//
go_2000678_7	b2215//
go_2000766_9	b3789//
go_2000892_7	b2994//
go_2001023_5	b0341//
go_2001125_10	b3318//
go_2001251_8	b3231//
go_2001315_6	b1197//
