#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:44 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/gos_bnum.txt
go_0000018_7	b0245//yjgX//b2610//b0026//
go_0042450_7	b1973//b1166//b2715//b0571//b1684//b4665//
go_0042454_7	b0810//
go_0042493_4	b4131//b3664//b0406//b3642//b2595//b2698//b1728//b4088//b0313//b2367//b1011//b2663//b0038//b2701//b3811//b0577//b3113//b0587//b3599//b3612//b3670//b3539//b1482//b2389//b3176//
go_0042538_6	b0261//b1838//
go_0042542_5	b1275//b1203//b1505//b0169//b3503//b2252//b3842//b2810//
go_0042545_5	b1350//
go_0042594_4	b2955//b1679//b3474//b1303//b0375//b3771//b4114//
go_0042619_6	b0231//
go_0042710_4	b2178//b2342//b1205//b2808//b0443//b0593//b4261//b1660//b2901//qorA//b1288//b3594//b4046//b4415//b0045//b1377//b0683//b3547//b3912//b1276//b0813//
go_0042732_6	b0518//b3081//b2995//
go_0042744_6	b2093//b2268//
go_0042759_7	b4377//b2578//
go_0042773_6	b2667//
go_0042777_8	b0514//
go_0042780_10	b1821//b3089//
go_0042817_5	b1204//
go_0042819_6	b2320//
go_0042823_6	b2818//b3750//b2178//b0815//
go_0042838_6	b4559//b1912//b1724//b0860//
go_0042840_7	b2292//b1399//b4559//b1533//b2782//b2203//
go_0042843_7	b1848//b1385//
go_0042846_8	b4162//
go_0042852_9	b4339//
go_0042867_8	b4151//
go_0042873_7	b1729//
go_0042882_10	b1620//b1654//b2617//
go_0042884_7	b1780//b3634//b2386//b0330//b0619//b0116//b3667//
go_0042885_8	b0314//
go_0042891_6	b2755//b3424//b2674//b1976//b4198//b2597//
go_0042906_8	b2096//b3469//b4467//b2810//
go_0042908_5	b4151//b3631//b3879//
go_0042914_8	b0141//b0728//
go_0042918_6	b4506//b4080//b1991//b4351//b2349//
go_0042919_6	b0408//
go_0042920_6	b1688//
go_0042928_7	b4090//
go_0042930_7	b3982//b0981//
go_0042938_8	b0156//b2710//b2942//
go_0042939_8	b1735//
go_0042941_8	b1805//
go_0042942_6	b4315//b2683//
go_0042953_6	b2844//b3247//b3118//
go_0042956_8	b2614//b2743//b1855//b0593//b2779//
go_0042968_8	b3567//b0847//b3318//
go_0043039_6	b0795//b0545//b0710//
go_0043041_6	b3226//
go_0043085_5	b3635//b3011//b2131//b0086//b0300//b3250//b1434//b1476//b0078//b0812//b3613//
go_0043086_5	b3401//b1370//b4291//b0032//b0048//b3416//b3736//b0398//b3901//b3132//b0058//b1294//b4460//b2502//b3608//
go_0043093_3	b4262//b3460//b0874//b3584//b3986//b2579//b2075//b2037//b1822//b3417//b1513//b2667//b0215//b2554//b4291//b3414//b1266//
go_0043097_6	b4208//b3786//b3410//
go_0043099_7	b4464//
go_0043100_6	b1348//
go_0043102_5	b0929//
go_0043103_7	b2980//
go_0043137_6	b1348//b1859//
go_0043150_8	b2216//
go_0043157_6	b4120//
go_0043164_6	b0099//b0740//b4207//b1696//b3110//b0635//b4120//b3940//
go_0043165_6	b0589//b4067//b1945//b0784//b3005//b3317//b1693//b3387//b4052//b2770//
go_0043171_5	b2435//b2248//b2005//b3993//b1521//
go_0043200_5	b2817//b4513//b3812//b0421//b1404//
go_0043201_6	b0403//
go_0043213_7	b4290//b0287//b2933//b1881//b4554//b0497//
go_0043254_5	b0437//
go_0043335_3	b0160//b3621//b2890//b2470//
go_0043433_5	b1902//b2738//b4169//b0006//b2138//b3011//
go_0043442_6	b3385//
go_0043456_6	b0394//
go_0043462_6	b4470//
go_0043470_6	b4375//
go_0043471_6	b3685//
go_0043488_5	b3295//b3741//b0842//b0933//
go_0043547_7	b3300//b3622//b0225//
go_0043571_7	b2971//b2573//b0473//
go_0043610_4	b0999//
go_0043686_7	b2392//
go_0043687_7	b0630//b3225//b2183//b4203//b0778//
go_0043708_5	b3250//b4097//b1678//b4231//b0641//b1805//
go_0043709_6	b4059//b2794//b2435//b3986//b4262//b3216//b2361//b4220//b4251//
go_0043711_5	b2512//b3204//b2916//b1380//b0491//b2897//b2518//b0149//b2290//b1194//b2150//b2053//
go_0043952_7	b2561//b3358//b2379//b1280//b4065//
go_0043953_7	b1824//b3025//b4335//b3227//
go_0044010_5	b4190//b0601//b1664//b1363//b4705//b2516//b0790//b2592//b3431//b1141//b0264//b0611//b1439//b1716//b4373//b1815//b1011//b4319//b0355//b4022//b0676//
go_0044011_4	b3310//b4225//b0627//b4073//b0210//b1540//b0091//b4094//
go_0044036_5	b0269//b3772//b0895//
go_0044038_6	b3592//b4317//b0238//
go_0044092_4	hprR//b3621//b3047//
go_0044179_5	b3166//
go_0044208_7	b0784//
go_0044238_3	b4377//b1124//b4613//b0602//b2770//b1212//
go_0044248_4	b2262//
go_0044255_4	b4352//
go_0044262_4	b3974//b1389//b0729//
go_0044273_5	b2104//
go_0044275_5	b1639//
go_0044349_6	b4371//
go_0044355_6	b1967//b3539//
go_0044532_6	b3359//
go_0044659_7	b0094//b1592//b3357//b1564//
go_0044718_6	b1939//b2512//
go_0044764_3	b1902//
go_0044780_6	b3371//b3291//b1201//b1096//b2750//b1104//b2126//
go_0044781_5	b2792//
go_0044787_5	b3401//
go_0044874_7	b1557//b0152//b0311//b0447//b3906//
go_0045004_7	b3281//b2111//b0622//b0429//
go_0045013_7	b0608//
go_0045226_7	b1066//b0742//b4036//b3733//b0151//b4155//b2405//b0032//b3095//
go_0045333_5	b3052//b4169//b2175//b4088//b3737//
go_0045337_6	b2574//
go_0045454_4	b3061//b3343//b1091//b2675//b2425//b2431//b4113//b3030//b3181//b0717//b3635//b3438//b3236//b1884//b3339//
go_0045471_5	b1638//b4155//b2062//
go_0045717_8	b1545//
go_0045719_8	b0312//
go_0045723_8	b2212//
go_0045727_8	b3515//b0486//b4312//
go_0045732_7	b1804//
go_0045733_6	b2416//b3746//
go_0045819_8	b2144//
go_0045828_7	b0774//
go_0045848_5	b0817//
go_0045859_7	b1263//
go_0045861_8	b2925//
go_0045862_8	b4083//
go_0045883_5	b0785//
go_0045892_8	b3956//b4153//glsA2//b1508//b2793//b1569//b3519//b4142//b2501//b2134//b4419//b2755//b0241//b1912//b3772//b1531//b1953//b3733//b0506//b3685//b1786//b0874//b2995//b0040//b3711//b0405//b3412//b2100//b1392//b2698//b0151//b0167//b3367//b3919//b3170//b0093//b3126//b0988//b2149//b2786//b4003//b1918//b0086//b0152//b1174//b4069//b2976//b1187//b3945//b3564//b4187//b0734//b3962//b1024//b2556//b0524//b1411//b3153//b2788//b0484//b1682//b2831//b0678//b0438//b0867//b1317//b2167//b0406//b0731//b3945//b1489//b4321//b2164//b4117//hiuH//b0841//b0981//b4202//b2810//b3918//b0886//b1823//
go_0045893_8	b1006//b1384//b3119//b2906//b1080//b2201//b3930//b1194//b0102//b2718//b1511//b0524//b4025//b2507//b3364//b4166//b3026//b2121//b4019//b1059//b0983//b3559//b2628//b3170//b2338//b2380//b2726//b1688//b1870//b2753//b1374//b3714//b0930//b3147//b0490//b3624//b3659//b3831//b0908//b0409//b3011//b3581//b1913//b2032//b2703//b1545//b0481//b3156//b2506//b1447//b4318//b3451//b1493//b2442//b2703//b0688//b1649//b0831//b3509//b3116//
go_0045900_9	b3581//b4377//b0004//
go_0045903_5	b0830//b2312//b0182//
go_0045912_6	b2198//
go_0045926_5	b1397//b0512//
go_0045936_8	b3300//
go_0045947_9	b3771//b0450//b1335//b0356//b2738//b3904//b3164//
go_0045975_9	b1022//
go_0045990_6	b2933//
go_0046037_8	b2167//
go_0046040_8	b4041//
go_0046047_8	b1864//
go_0046050_8	b3252//b3141//b0619//b1197//b1378//
go_0046052_8	b3639//
go_0046061_8	b1492//
go_0046076_8	b1009//
go_0046081_8	b1348//b2121//
go_0046086_6	b1922//
go_0046098_7	b3774//
go_0046100_7	b2324//
go_0046101_6	b1131//b0724//b2841//
go_0046103_9	b2437//
go_0046104_8	b2075//
go_0046115_10	b1218//
go_0046133_8	b2262//b2005//
go_0046166_6	b4238//
go_0046168_6	b3775//b0517//b2023//b2333//
go_0046176_6	b0476//b3636//b3180//b0464//
go_0046177_7	b3243//b1786//b4090//b0076//
go_0046181_7	b1469//
go_0046183_7	b0060//b2032//b4136//
go_0046187_6	b3212//
go_0046196_5	b4086//
go_0046210_6	b0794//b2107//b2386//b2558//
go_0046214_6	b4557//
go_0046256_7	b2138//b0817//
go_0046271_5	b3955//
go_0046279_6	b0231//
go_0046292_4	b3870//
go_0046294_5	b0927//b1404//
go_0046296_6	b3243//b1973//b3789//b1103//hxpA//
go_0046306_6	b1800//b1059//
go_0046323_10	b1882//b1518//
go_0046325_8	b0939//
go_0046336_6	b0337//
go_0046342_8	b3152//
go_0046348_6	b2617//b4203//b0350//
go_0046365_5	b4152//
go_0046392_7	b4074//b1621//b1482//b3367//
go_0046397_6	b2340//
go_0046416_6	b2358//
go_0046452_6	b1780//
go_0046459_6	b1732//
go_0046470_5	b4128//
go_0046474_6	b2792//b0957//b3641//b2373//b2110//b3579//
go_0046487_5	b4316//b0639//
go_0046501_6	b0191//
go_0046618_6	b1162//b1232//b4179//b2329//b3076//b2486//b2203//
go_0046654_7	b0143//b0445//b1853//b3210//b3636//b4240//
go_0046655_5	b3234//
go_0046656_6	b3993//b3206//b3225//b2318//b4350//b4428//b2946//
go_0046657_6	rpnB//b2609//
go_0046677_4	b4062//b4033//b3793//b4000//b1469//b1476//b3581//b3654//b3153//b3452//b1339//b2267//b3816//b1223//b1779//b3957//b3690//b2741//b0397//b3774//b0349//b2514//b3891//b1873//b0281//b4032//b1888//b3074//b1905//b2042//b3266//b0484//b4265//b1658//b0158//b2708//b0603//b2009//b2533//b2699//b4662//b1829//b0934//b2892//b3361//b2283//b1200//b3456//b0329//b0789//b2336//b4064//
go_0046685_4	b0094//b2086//b2979//
go_0046686_6	b3751//b2610//
go_0046688_6	b2575//hprR//b2893//b1922//b2709//b0789//b3719//b3480//b1284//b0928//b0381//
go_0046690_5	b3477//b3889//
go_0046710_8	b3177//
go_0046718_8	b3822//b0882//b4484//b1327//b1655//b2297//b2469//
go_0046777_8	b3563//b4112//b0914//b1285//b3576//b2224//b1715//b4152//b3265//b0329//b0452//b2567//b0591//b2294//b3256//b2058//b3582//b4125//b1855//b4349//b3584//b2057//b0314//b1465//b2429//
go_0046834_6	b3403//
go_0046835_5	b3804//b4373//b1661//b2431//b3793//b4072//insI3//b3876//b1932//b3243//b2169//b1296//b1636//b4069//b0511//b3789//b0344//b3046//b3779//b0261//b2975//b4214//b0990//b2295//
go_0046836_7	b0098//b3405//
go_0046839_6	b2235//
go_0046855_6	gapC//
go_0046892_8	b3884//
go_0046901_7	b0097//
go_0046939_7	b1131//b4377//b3601//b2921//b3387//
go_0046942_7	b0314//b4313//b3291//b0948//b4268//b1991//
go_0046944_7	b3074//
go_0047484_6	b1103//
go_0048034_6	b2507//
go_0048255_6	b0344//
go_0048473_8	b1066//b0696//b0300//
go_0048518_4	b0844//
go_0048870_3	b2943//b2877//b2284//b1917//
go_0050427_5	b0875//
go_0050667_6	b1109//b4666//
go_0050779_5	b0696//
go_0050790_4	b3844//b0774//b1534//b2211//b3359//b3904//b3041//b3176//b1759//
go_0050821_5	b3057//b1651//b1101//b4016//b3073//
go_0050918_5	b0828//b4280//b4054//
go_0050919_5	ftp//
go_0051050_5	b1951//
go_0051083_5	b2566//
go_0051085_5	b0451//b1119//b3672//b2907//b1707//b0444//b0155//
go_0051090_4	b3784//b2326//
go_0051091_5	b3231//b3349//
go_0051131_7	b0034//b0096//
go_0051143_8	b1683//
go_0051156_5	b3535//
go_0051171_5	b3939//
go_0051188_5	b0817//
go_0051191_6	b3212//
go_0051205_6	b2284//b0134//b1066//b0040//b2144//b1817//
go_0051224_6	b1348//
go_0051252_6	b3012//
go_0051258_7	b3708//
go_0051260_7	b1132//b1472//b2269//b4314//b3237//b1211//b2076//
go_0051270_5	b0472//
go_0051271_6	b0325//b3503//
go_0051274_8	b3568//b3688//b3559//b2604//
go_0051276_5	b3659//b3357//b1781//
go_0051289_8	b1769//b3458//b4298//b4075//b2729//b3236//b1887//b1526//b3152//b2255//b3787//b1124//b2788//b3410//b1314//b0408//b3704//b3053//b2058//b4189//b0067//b1422//b2818//b2845//b0968//b4214//b3666//b2619//b0365//b2942//b3247//b0383//b3064//b1749//b0949//b1256//
go_0051301_3	b3895//b1664//b1807//b2510//b0830//b0533//b0094//b4083//b4224//b3524//b0222//b2907//b0272//b0629//b2011//b0316//b4511//b3986//b1987//b2148//b2892//b2037//b0564//b1998//b0724//b1285//b2558//b0947//b2052//b2477//b2877//b0796//b0709//b0413//b2367//b3990//
go_0051302_5	b1905//b3421//b4322//b3497//b1244//b3060//
go_0051304_4	b3775//
go_0051338_5	b0475//
go_0051345_6	b3778//b4367//
go_0051346_6	b0653//
go_0051347_6	b1301//
go_0051349_6	b2520//
go_0051353_6	b1317//b0776//
go_0051391_8	b4019//
go_0051409_4	b0035//b1645//
go_0051410_3	b3566//
go_0051452_10	b2131//
go_0051453_9	b2296//b0614//
go_0051454_10	b4078//b0577//b4189//b0045//b0709//
go_0051476_7	b1350//
go_0051484_7	b4702//
go_0051495_8	b3880//
go_0051595_6	b4351//b4191//b3906//b3878//b1468//
go_0051596_6	b4291//b2706//b4321//b1719//
go_0051599_4	b1434//
go_0051603_6	b2126//b3507//
go_0051604_5	b2243//b1439//b2224//b2748//b1970//b0462//b1234//b0793//b2689//b1449//b2469//b3780//b3454//b0346//b2290//b0410//
go_0051607_4	b0082//b0864//b0785//b3408//b2741//b0737//b1799//b1639//b3709//b2746//
go_0051649_4	b0911//b3620//
go_0051668_4	b1433//
go_0051692_6	b3585//b2168//
go_0051704_2	b2690//
go_0051715_4	glsB//
go_0051716_3	b1158//b1037//
go_0051726_5	b4312//
go_0051781_6	b3132//
go_0051782_6	b2022//b2179//b3883//b3793//b3749//b4246//
go_0051977_7	b0036//
go_0051983_5	b3540//
go_0052131_6	b0585//
go_0052547_6	b0875//
go_0052653_5	b1652//
go_0052777_7	b0954//b2132//
go_0052778_6	b0659//
go_0052837_6	b1985//
go_0055070_10	b0738//b0727//
go_0055072_10	b4378//b0462//b3430//
go_0055085_5	b2785//b3210//b0939//b1048//b2256//b2954//b3496//b2924//b4374//b2793//b2479//b1676//b2511//b0535//b0678//b4298//b2782//b2577//b3056//b3543//b1424//b1883//b1512//b3843//b2312//b2079//b4169//b0813//b3499//b4046//b3924//b4020//b2554//b3266//b0272//b4340//b3631//b0856//b3717//b2143//b1970//b3659//b0215//b1004//b0404//b2195//b1380//b1276//b3131//b2883//b4665//b2134//b1088//b2751//b0762//b3870//b4513//b0877//b0890//b0281//b3474//b1297//b0183//b2546//b3726//b3199//b1280//b0265//b2277//b3049//b0528//b2571//b0918//b3712//b0054//b3339//b3514//b1293//b0445//b0331//b1135//b0072//b1112//xisR//b1692//b2683//b0592//b0344//b1693//b0063//b3594//b0588//srkA//b0052//b4409//b0112//b2107//b0982//b0946//b0875//b0171//b3608//b2830//b3131//b0722//b1098//b2400//b0831//b4299//b1023//b3431//b4143//b3318//b3897//b4483//b1427//b0445//b2281//b1352//b3953//b4015//b3026//b4095//b0767//b1288//b0330//b4067//b2684//b2465//b1728//b3121//b4305//b3092//b3022//b3118//b4219//b0659//b0975//b3990//b3894//b0980//b1476//b1917//b3630//b0067//b3887//b2219//b2696//b3167//b1734//
go_0055086_4	b3747//b1211//
go_0055114_3	b2949//b1497//b3230//b3952//b1343//b2708//b2269//b2425//b3195//b2601//b1104//b0835//b3413//b2540//b2946//b2241//b2531//b1050//b2503//b3542//rhmD//b2021//b1262//b2269//b3571//b0349//b0679//b1101//b2904//b2399//b1185//b2301//b1823//b0353//b0603//b0789//b1778//b0026//b1828//b1429//b0077//b1129//b3063//b1930//b2508//b1625//b0681//b0062//b3486//b4313//b3623//b4208//b1439//b4082//b0376//b0443//b1832//b2577//b3116//b0237//b0475//b3258//b1808//b1072//b2167//b1913//b2841//b3240//b3842//b2874//b3455//b0915//b3422//b2786//b0639//
go_0055129_5	b4477//b1863//b0369//
go_0055130_8	b2079//b0738//
go_0060003_10	b3701//b1395//b0874//b0197//
go_0060274_5	b2529//
go_0060326_5	b3989//
go_0060566_8	b2500//
go_0060567_8	b0777//b2834//b2812//
go_0060699_8	b4020//
go_0060702_9	b2438//b3829//b1642//b2937//b3224//
go_0061077_4	b2992//b3222//b3725//b3812//b0184//b0649//qorA//b2086//b0636//b3149//b0272//b0928//b2157//b1978//b0463//
go_0061475_9	b4050//
go_0061504_8	b2763//
go_0061610_5	b2267//
go_0061615_7	b1175//b2888//
go_0061720_5	b4120//b3093//b1344//b2100//
go_0065002_6	b1429//b2821//b1870//b3455//b4266//b1884//b2801//b0023//
go_0065007_2	b1981//b0179//
go_0070084_7	mtnN//
go_0070178_5	b2943//
go_0070207_8	b3296//b4132//b0602//b2566//
go_0070298_8	b2231//
go_0070301_6	b1238//b0920//b0721//b2437//b3712//b1279//b0957//b0619//b1014//b0419//
go_0070329_5	b3805//b4506//
go_0070413_7	b3991//
go_0070415_6	b3177//b0841//
go_0070417_5	b1956//b3534//
go_0070453_7	b1113//
go_0070475_7	b2975//b0099//b2153//b3990//b3934//b2679//b4269//b1870//b2836//b2061//b2065//b1786//b4062//b3771//b2320//b1092//b0052//b2597//b0974//
go_0070476_7	b1686//b1131//
go_0070482_4	b1413//
go_0070574_9	b2577//b3906//b0066//b2957//
go_0070581_8	b3924//
go_0070588_9	b1202//
go_0070689_6	b0806//b3654//
go_0070726_5	b3683//b4070//
go_0070778_6	b2627//b0073//
go_0070894_6	b1926//
go_0070930_7	b3404//
go_0070981_6	b2183//
go_0070989_4	b0151//
go_0071139_6	b4324//b3206//
go_0071218_6	b1514//
go_0071229_5	b3725//b4230//
go_0071230_6	b3826//
go_0071236_5	b0528//b1342//b3721//b1724//b2718//b1275//
go_0071237_6	b2622//rpnA//
go_0071243_5	b3701//
go_0071248_6	b3026//
go_0071249_6	b0242//b4084//
go_0071250_6	b2767//b1914//
go_0071266_6	b1475//b0529//
go_0071271_7	b0767//b3463//
go_0071276_7	b1579//b0954//
go_0071280_7	b0245//b0086//
go_0071284_7	b0405//
go_0071286_7	b0860//b3307//
go_0071287_7	b0026//
go_0071288_7	b1223//b2743//
go_0071289_7	b4298//
go_0071291_6	b0178//
go_0071292_7	b0439//b0908//
go_0071294_7	b3082//b3973//
go_0071310_5	b1038//b3236//b1187//
go_0071421_9	b0010//b1013//b3918//
go_0071422_7	b0169//b2100//b1136//
go_0071423_8	b1279//
go_0071454_5	b0462//b2697//
go_0071456_5	b0399//
go_0071467_5	b0439//
go_0071468_6	b2837//b3290//b1884//b0355//b0420//b1100//b0085//b3343//b2091//
go_0071470_5	b0463//b4003//b3559//b2607//b0066//
go_0071474_6	b4453//b3224//b3740//b2702//
go_0071500_5	b3155//
go_0071502_5	b2479//
go_0071555_4	b2032//b0061//b4230//b3132//b3765//b4063//b0462//b3020//b3863//b2062//b3786//b3181//
go_0071577_9	b3024//b0768//b0462//b1597//b1247//b3367//b0838//
go_0071705_5	b1828//
go_0071731_5	b0276//b1884//
go_0071732_6	b3703//
go_0071769_5	b1427//
go_0071805_4	b3846//b0333//b0281//b2740//b1289//b3006//b4053//b0823//b2528//b2386//b1084//b2565//b2958//b0444//b2159//
go_0071806_6	b1595//b3396//b0941//b2386//b0512//
go_0071807_8	b1609//
go_0071897_6	b0472//b3300//b0034//b0035//b4409//b3809//b2751//b2793//b1902//b0166//b1621//b0739//b0819//b1856//
go_0071915_9	b4372//
go_0071932_8	b2511//
go_0071934_6	b1856//b4081//b0064//
go_0071945_7	b1539//
go_0071951_8	b3736//
go_0071963_4	b0616//
go_0071973_6	b0336//b0315//b3533//b3927//b3753//b2759//b2690//b0983//b4279//b1393//b0200//b2877//b0463//b0914//b2240//b3386//b2268//b2913//b3121//
go_0071977_5	b0188//
go_0071978_7	b0381//b0635//b3824//b3902//b3474//b3336//b1412//b0072//b1590//b0574//b3838//b2893//b0226//b3791//
go_0072321_6	b0019//
go_0072323_7	b4227//
go_0072344_7	b3986//b1824//b0979//b2565//
go_0072348_5	b3460//
go_0072488_7	b2096//
go_0072511_7	b0375//b1712//
go_0072531_6	b2414//
go_0072581_9	b3126//
go_0072714_5	b3405//
go_0075713_7	b3491//b1939//b2492//
go_0080111_4	b1614//b0195//
go_0089705_7	b0214//b2199//
go_0089709_7	b3311//b3774//
go_0090071_6	b2156//b0957//b2937//
go_0090116_7	b0507//
go_0090143_4	b1861//
go_0090305_6	b3556//b3771//b4358//b0995//b0886//b1842//b1776//b2611//b2752//b1656//b0601//b4015//b3633//b3626//b2935//b4089//b1435//b3140//b1876//b0594//b3941//b3849//b4069//b0601//b0924//b0072//b4232//b2476//b3542//b1433//b1981//b4259//b1761//b1821//b3219//b1073//b0135//b4123//b1477//b3974//b1263//b1718//b2576//b1557//b0368//b2811//b3172//b2514//b3281//b3779//b0110//b1241//b3137//b0116//b1465//b2699//arcC//b2153//b4309//b2544//b4477//b1988//b2246//b2563//b1799//b3404//b4511//b0597//b0603//b1404//b0363//
go_0090313_8	b0153//b2389//
go_0090347_6	b3510//
go_0090352_6	b3173//
go_0090357_7	b2114//
go_0090358_8	b2492//
go_0090501_7	b3918//glsA1//b0874//b2329//b0256//b2026//b0376//b3915//b0399//b1709//b2157//
go_0090502_8	b0141//b1653//b2893//b3491//b1274//b1575//b0301//b1285//b1284//b0793//b0830//b1127//b0785//b2560//b3893//b0724//b1493//b0765//b2427//b2981//
go_0090503_8	b4532//b1449//b1277//b2841//b3037//b4474//qorA//b0109//
go_0090529_5	b3834//b0737//b0694//
go_0090540_10	b0981//b1622//b3024//
go_0090549_5	b1297//b2511//
go_0090609_6	b3481//
go_0097056_7	b1059//
go_0097264_6	b0915//
go_0097304_7	b3227//
go_0097339_7	b3835//
go_0097428_6	b1477//b2149//b1594//b2032//b2082//b0591//b1349//
go_0097502_4	b2714//
go_0097510_7	b0058//
go_0097533_5	b0587//
go_0097638_8	b1594//b3195//b3627//b0430//
go_0098002_8	b1166//
go_0098655_7	b0040//b3320//b1895//b3813//b1883//b0069//b4173//b1034//b0020//b1718//b3413//b1652//b1077//b2922//b1047//b4682//b2430//b4289//b4637//b1297//b1450//b1392//
go_0098656_7	b0298//b2761//b0098//
go_0098707_10	b1642//
go_0098708_8	b2608//b3342//b2540//b0844//
go_0098710_7	b2662//b0939//
go_0098713_8	b2898//b4117//b3124//b1475//
go_0098719_9	b2135//
go_0098732_6	b4003//
go_0098795_9	b2481//
go_0098869_4	b2704//b1778//b1603//b1306//b1015//b0592//b1205//b3754//b0632//b1066//b0065//b2796//b4088//b0008//b1719//b3994//b3558//b0758//b3128//b1701//
go_0099131_7	b4299//
go_0099132_7	b3301//b4485//b0420//b3876//b3493//b1709//b2516//b2265//b0381//b1292//b3599//b3672//b2042//b4355//b1180//b1123//b0535//b0722//b2068//b1856//b4155//b4096//b3985//
go_0099133_8	b0265//b2599//b0990//b1693//b3590//b4175//b0042//b3893//yeeL//b1054//b3235//b0061//b2610//b0210//b1424//b0594//b2840//b0435//b0450//b1554//
go_0101030_8	b0386//
go_1900190_5	b0859//b2333//b2558//b3057//b3025//b0141//
go_1900191_6	b2751//
go_1900192_6	b3291//
go_1900231_6	b4155//
go_1900232_7	b3040//b0815//b0273//
go_1900233_7	b0602//
go_1900372_9	b2524//
go_1900376_6	b2690//b1621//
go_1900378_7	b0903//
go_1900705_8	b0983//
go_1900727_8	b2183//
go_1900751_9	b2682//
go_1901135_4	b2874//b4031//b1622//b1302//b1198//b3576//b1337//b3615//b1522//b0170//b2688//b3288//b1258//
go_1901260_9	b3498//
go_1901264_6	b0264//b2114//b3342//
go_1901275_3	b3553//
go_1901281_6	b1054//
go_1901367_6	b1188//b4261//
go_1901422_5	b4109//b3387//b2483//
go_1901530_5	b1060//b1651//b4421//b0194//
go_1901562_5	b3994//
go_1901575_4	b0101//
go_1901642_6	b3770//b2813//b4367//b3883//b1410//b3668//b0242//
go_1901652_5	b1288//b1634//b0907//
go_1901657_5	b0426//b1775//b2364//
go_1901661_5	b4098//b2182//
go_1901684_8	b0444//
go_1901891_5	b0127//
go_1901998_5	b3455//b1023//
go_1902021_6	b3711//b2670//b4266//b4208//
go_1902022_6	b1612//b2754//
go_1902023_6	b1654//
go_1902047_6	b2029//b1501//b0136//b2057//b4258//
go_1902201_7	b4052//b4222//b1763//b4288//b3437//b1870//b0129//
go_1902208_6	b2430//
go_1902209_7	b3318//b4483//
go_1902210_7	b4114//
go_1902270_7	b1232//
go_1902328_5	b3778//
go_1902358_7	b4266//b2104//b2942//b1339//b1066//b3067//b3401//
go_1902475_8	b0587//b3909//b3119//b2212//b1944//b2640//b2673//
go_1902476_9	b4224//b0805//
go_1902599_7	b3879//b3844//b0276//b3748//b1660//
go_1902600_8	b0904//b1539//b2745//b3432//b2245//b2014//b2844//b0207//b4063//b0171//b0573//b3953//b1912//
go_1902601_8	b2066//b3392//
go_1902603_8	b1769//
go_1902758_6	b2675//
go_1902760_6	b1815//
go_1902767_6	b2584//
go_1902777_6	b4409//b4602//b0337//b3641//b2066//
go_1902778_5	b3168//
go_1902815_7	b0904//b3905//b1058//
go_1903228_9	b1595//
go_1903352_7	b3118//
go_1903401_7	b3305//b3831//
go_1903424_9	b1474//
go_1903457_6	b2329//
go_1903506_8	b1118//b1216//b0925//b3831//b3056//
go_1903507_9	b4084//
go_1903658_6	b3845//
go_1903711_7	b3562//b1194//b2143//b1438//b1863//
go_1903712_8	b1734//b3661//b3011//b0356//b0956//
go_1903714_8	b1099//b1435//b3961//b1814//b2954//
go_1903716_8	b4666//b3882//
go_1903785_7	b2150//b0299//b0779//glsA//b0464//b2678//b3513//b1900//
go_1903791_7	b4506//b1800//
go_1903810_8	b2888//b2306//
go_1903825_6	b2262//
go_1903826_8	b3355//b3822//
go_1903830_9	b2508//b2105//
go_1903874_10	b2245//b3017//b3208//
go_1903959_8	b1011//b0404//b1851//
go_1904659_9	b4225//
go_1904812_9	b2264//
go_1905039_7	b3172//b2754//b0790//
go_1990000_5	b3520//b0621//
go_1990145_6	b4484//b2667//b1333//
go_1990169_5	b4510//
go_1990451_5	b3712//
go_1990481_8	b4086//
go_1990497_6	b0490//
go_1990507_5	b3327//b2373//
go_1990516_9	b3326//
go_2000104_9	b3878//
go_2000142_6	b4214//b2284//b2709//b2441//
go_2000143_7	b3063//b0521//b4172//b2607//b3910//b2704//b2240//b0879//
go_2000144_7	b2076//glsB//b2942//b0907//b4316//b1277//b3125//b4687//b2615//b0066//b0423//
go_2000145_5	b2480//b1887//
go_2000186_10	b3585//
go_2000245_6	b2811//
go_2000372_7	b0383//b1655//
go_2000678_7	b2182//
go_2000766_9	b2792//
go_2000892_7	b0334//
go_2001023_5	b1160//
go_2001125_10	b0710//
go_2001251_8	b4132//
go_2001315_6	b4046//
