#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:44 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/gos_bnum.txt
go_0000018_7	arcC//b3905//b1328//b0675//
go_0042450_7	b4138//b1338//b2930//b2358//b1876//b0093//
go_0042454_7	b3713//
go_0042493_4	b3639//b3888//b3092//b1333//b0336//b0808//b3804//b0080//b3349//b3529//b3745//glsB//b0417//b2991//b3869//b2929//b4202//b1620//b2427//b2592//b1235//b1619//b0812//b3261//b4375//
go_0042538_6	b1343//b0853//
go_0042542_5	b1654//b0651//b1294//b3095//b4265//b3569//b3179//b2005//
go_0042545_5	b1487//
go_0042594_4	b3823//b0896//b3902//b0397//b1011//b2615//b2308//
go_0042619_6	b3592//
go_0042710_4	b0475//b2516//b4160//b1939//b0376//b1714//b0020//b2666//b1185//b3181//b3052//b0168//b1300//b3244//b2991//b1363//b3438//b4480//b2717//b3005//b1347//
go_0042732_6	b3899//b2336//b1468//
go_0042744_6	b1432//b4321//
go_0042759_7	b0808//b3199//
go_0042773_6	b3734//
go_0042777_8	b3666//
go_0042780_10	b2060//b0970//
go_0042817_5	b1851//
go_0042819_6	b3766//
go_0042823_6	b1610//b1284//b3135//b4083//
go_0042838_6	rpnD//b0152//b1993//b1327//
go_0042840_7	b0710//b2726//b0483//b2811//b0890//b2501//
go_0042843_7	b1544//b2869//
go_0042846_8	b3255//
go_0042852_9	b2843//
go_0042867_8	b3972//
go_0042873_7	b1282//
go_0042882_10	b1507//b1166//b1590//
go_0042884_7	b0757//b1696//b3167//b3073//b2939//b1286//b4667//
go_0042885_8	b1297//
go_0042891_6	b4613//b4074//b4262//b3929//b4062//b0920//
go_0042906_8	b2901//b3165//b1288//b3034//
go_0042908_5	b1312//b3875//b4245//
go_0042914_8	b0245//b3524//
go_0042918_6	mltG//b4155//b4637//b2416//b0614//
go_0042919_6	b0177//
go_0042920_6	b2552//
go_0042928_7	b2665//
go_0042930_7	b4279//b2548//
go_0042938_8	b0420//b2074//b0006//
go_0042939_8	b3409//
go_0042941_8	b1263//
go_0042942_6	b3654//b3091//
go_0042953_6	b1686//b0120//b3743//
go_0042956_8	b0077//b2027//b1539//b0981//b2256//
go_0042968_8	b1943//b4039//b0894//
go_0043039_6	b1107//b0939//b0587//
go_0043041_6	b4080//
go_0043085_5	b1107//b3929//b4421//b1010//gapC//b3819//b0077//b4269//b3728//b3929//b0751//
go_0043086_5	b3066//b2017//b1197//b1109//b2134//b0356//ftp//b0739//b4559//b2427//b0808//b1089//b0638//b2194//b4687//
go_0043093_3	b0146//b3358//b3775//b1712//b1870//b1109//b1652//b0367//b3615//b0487//b0933//b2347//b1215//b0027//b2104//b4240//b4032//
go_0043097_6	b0694//b0355//b3392//
go_0043099_7	b3114//
go_0043100_6	b3463//
go_0043102_5	b4240//
go_0043103_7	b1338//
go_0043137_6	b0070//b0783//
go_0043150_8	b2954//
go_0043157_6	b4350//
go_0043164_6	b4352//b2684//b0428//b3486//b3185//b0053//b1883//b0215//
go_0043165_6	b2712//b3730//b0411//b0914//b0019//b0810//b4357//b3791//b2376//b3438//
go_0043171_5	b4162//b1439//b1410//b4203//b3556//
go_0043200_5	b3403//b0162//b3910//b3341//b2367//
go_0043201_6	b1360//
go_0043213_7	b3664//b0420//b2786//b0998//b3224//b2234//
go_0043254_5	b4243//
go_0043335_3	b3185//b2603//b3185//b0799//
go_0043433_5	b4168//b0185//b2687//b3005//b0575//b1715//
go_0043442_6	b1635//
go_0043456_6	b4467//
go_0043462_6	b3006//
go_0043470_6	b1114//
go_0043471_6	b1599//
go_0043488_5	b1835//b3905//b2828//b1046//
go_0043547_7	insI1//b1094//glsA//
go_0043571_7	b1060//b0241//b0681//
go_0043610_4	b2990//
go_0043686_7	b0445//
go_0043687_7	b1916//b3926//b2798//b0315//b2028//
go_0043708_5	b0679//b2716//b3073//b1474//b4353//b0738//
go_0043709_6	b3501//b3603//b0739//b2175//b3582//b0185//b1701//b2365//b1828//
go_0043711_5	b0798//b1218//b3607//b2571//b0623//b2486//b0741//b1890//b4171//b3912//b0170//b3259//
go_0043952_7	b0162//b1579//b2334//b3361//b2538//
go_0043953_7	b3480//b3752//b4383//b0166//
go_0044010_5	b0652//b1698//b3626//b4152//b0334//b1105//b4078//b1274//b2837//b3308//b4335//b1221//b1619//b4153//b2256//b4152//b0036//b0928//b3084//b2782//b3128//
go_0044011_4	b1269//b3911//b3902//b1182//b0535//b0997//b4306//b2556//
go_0044036_5	b0933//b3113//b0947//
go_0044038_6	b3125//b1735//b0650//
go_0044092_4	b0907//b3704//b3673//
go_0044179_5	b1187//
go_0044208_7	b2532//
go_0044238_3	b2364//b0312//b2914//glsA//b2147//b2350//
go_0044248_4	b2777//
go_0044255_4	b0640//
go_0044262_4	b0131//b4031//b0215//
go_0044273_5	b1360//
go_0044275_5	b4166//
go_0044349_6	b1301//
go_0044355_6	b2032//b0102//
go_0044532_6	b3142//
go_0044659_7	b3736//b1535//b1245//b3702//
go_0044718_6	b3426//b3169//
go_0044764_3	b1887//
go_0044780_6	b2100//b2312//b2255//b2891//b0393//b3225//b3465//
go_0044781_5	b4077//
go_0044787_5	b3229//
go_0044874_7	b2231//b1917//b0430//b2374//b1259//
go_0045004_7	b2836//b2165//b4178//b0807//
go_0045013_7	b2180//
go_0045226_7	b3726//b4401//b1913//b4501//b3028//b0811//b1489//b4266//b2731//
go_0045333_5	b3351//b3017//b3424//b2891//b1790//
go_0045337_6	b2388//
go_0045454_4	b3657//b0479//b2202//b1892//b0603//b4087//b0184//b0065//b0231//b2025//b3188//b4042//b4557//b3185//b4005//
go_0045471_5	b1617//b1291//b1864//
go_0045717_8	b3128//
go_0045719_8	b3835//
go_0045723_8	b2630//
go_0045727_8	b0129//b4088//b3264//
go_0045732_7	b3395//
go_0045733_6	b0264//b4097//
go_0045819_8	b3750//
go_0045828_7	b4202//
go_0045848_5	b4415//
go_0045859_7	b3264//
go_0045861_8	b1520//
go_0045862_8	b4261//
go_0045883_5	b1592//
go_0045892_8	b3892//b3939//b2224//b2291//b0779//b4524//b3998//b0727//b1809//b2577//b0978//b2812//b0553//b1564//b4243//b1822//b2387//b4255//b1244//b3497//b0768//b3071//b4034//b0336//b2526//b0074//b3697//b2344//b2393//b2154//b4096//b3903//b3800//b3687//b0090//b1533//b3905//b1035//b1304//b0590//b0696//b4232//b3633//b2442//b3193//b0220//b2791//b4682//b2340//b0440//b0798//b0867//b3169//b1349//b1924//b1448//b1636//b3470//b3747//b3375//b1739//b0853//b0785//b0478//b0577//b4314//b3477//b3568//rhmR//b2739//b0086//b0904//b2069//b2892//b2477//b2553//b0929//b2514//b4152//b2130//b3304//b2963//
go_0045893_8	b2413//b3925//b1872//b2842//b0443//b0094//b1842//b2523//b3823//b1807//b0136//b0198//b1516//b3605//b3805//b3609//b2208//b1694//b3271//b3178//b2594//b2492//b2021//b4354//b1265//b2465//b2267//b3212//b4399//b1086//b3010//b0368//b3247//b0863//b0063//b0014//b3297//b2573//b3781//b3876//b1828//b3199//b0506//b4221//b0197//b3984//b2812//b3255//b3747//b0692//b2796//b0318//b1842//b1703//b0890//b3790//b0030//b3303//b0624//b1592//
go_0045900_9	b1569//b2518//b3119//
go_0045903_5	b3189//b1563//b2400//
go_0045912_6	b1128//
go_0045926_5	b1814//b1554//
go_0045936_8	b4367//
go_0045947_9	b0184//b4682//b2318//b3142//b3475//b3457//b1340//
go_0045975_9	b4148//
go_0045990_6	b2751//
go_0046037_8	b4554//
go_0046040_8	b4268//
go_0046047_8	b0026//
go_0046050_8	b3579//b2379//b0052//b0513//b2525//
go_0046052_8	b4261//
go_0046061_8	b0846//
go_0046076_8	b3597//
go_0046081_8	b0304//b2465//
go_0046086_6	b3680//
go_0046098_7	b0444//
go_0046100_7	b2235//
go_0046101_6	b3131//b4662//b3197//
go_0046103_9	hxpB//
go_0046104_8	b1807//
go_0046115_10	b1186//
go_0046133_8	b1645//b0188//
go_0046166_6	b1223//
go_0046168_6	b0474//b2675//b0506//b3924//
go_0046176_6	b3775//b2077//b3659//b2126//
go_0046177_7	b3974//b3727//b1290//b4187//
go_0046181_7	b0507//
go_0046183_7	b0767//b4160//b2431//
go_0046187_6	b2600//
go_0046196_5	b4375//
go_0046210_6	b1544//b2389//b2246//b0929//
go_0046214_6	b0614//
go_0046256_7	b4362//b0687//
go_0046271_5	b3094//
go_0046279_6	b0222//
go_0046292_4	b2198//
go_0046294_5	rpnB//b0759//
go_0046296_6	b0311//b3364//b0058//b2340//b2582//
go_0046306_6	b0546//b3702//
go_0046323_10	b3709//b1279//
go_0046325_8	b0046//
go_0046336_6	b0369//
go_0046342_8	b1191//
go_0046348_6	b3829//b3634//b1397//
go_0046365_5	b0465//
go_0046392_7	b1530//b0339//b3800//b0460//
go_0046397_6	b1432//
go_0046416_6	b4062//
go_0046452_6	b3300//
go_0046459_6	b3990//
go_0046470_5	b2894//
go_0046474_6	b2726//b0158//b1662//b1985//b2425//b3809//
go_0046487_5	b4665//b2829//
go_0046501_6	b3843//
go_0046618_6	b1622//b1440//b0657//b2025//b1294//b4315//rpnC//
go_0046654_7	b1735//b0978//b2240//b3161//b2841//b2717//
go_0046655_5	b1925//
go_0046656_6	b0517//b2883//b3949//b1478//b3991//b4059//b1635//
go_0046657_6	b2386//b0109//
go_0046677_4	b1247//b4297//b1580//b0981//b3192//b2528//b3910//b1125//b1010//b0754//b3363//b2383//b1859//b4554//b2835//b1520//b3939//b3497//b4040//b1096//b2074//b0948//b4667//b3714//b1472//b3904//b4665//b1014//b3209//b0597//b1613//b2533//b0069//b3583//b1927//b4464//b2411//b1713//b3701//b1710//b4415//b0959//b4160//b1234//b2717//b0428//b0300//b2428//b3572//b3746//b0990//b3789//
go_0046685_4	b0605//b0064//b1119//
go_0046686_6	b1829//b1266//
go_0046688_6	b4070//b1347//b2507//b2552//b2219//b0981//b3849//b1336//b0082//b0426//b0741//
go_0046690_5	b3168//b1301//
go_0046710_8	b4702//
go_0046718_8	b1804//b3327//b2559//b1860//b2666//b0135//b3902//
go_0046777_8	b0988//b1165//b2903//b4484//b0173//b3234//b3843//b3148//b3819//b1329//b0835//b4304//b3766//b3924//b0726//b1719//b3336//b0861//b0739//b1927//rpnB//b0398//b0618//b0874//b3169//
go_0046834_6	b4324//
go_0046835_5	b1539//b4173//b3754//b3195//b2960//b3295//msrP//b3809//b2409//b2955//b0904//b2570//b3819//b0483//b3654//b2763//b3751//b0583//b4172//b3430//b3701//b1376//b3047//b2573//
go_0046836_7	b1912//b1046//
go_0046839_6	b1257//
go_0046855_6	b3195//
go_0046892_8	b0072//
go_0046901_7	b3417//
go_0046939_7	b0518//b3635//b0168//b1785//b2744//
go_0046942_7	b0880//b2032//b2514//b2491//b2175//b2889//
go_0046944_7	b1266//
go_0047484_6	b0399//
go_0048034_6	b1284//
go_0048255_6	b3519//
go_0048473_8	b0054//b2481//b2542//
go_0048518_4	b4586//
go_0048870_3	b1015//b1508//b1743//b3070//
go_0050427_5	b1973//
go_0050667_6	b0087//b1407//
go_0050779_5	b0539//
go_0050790_4	b2960//b3297//b0619//b3514//b2266//b2540//b3406//b1209//b4384//
go_0050821_5	b2903//b2891//b1530//b0086//b1304//
go_0050918_5	b4074//b3241//b2666//
go_0050919_5	b2506//
go_0051050_5	b1314//
go_0051083_5	b0421//
go_0051085_5	b0461//b4214//b3064//b2979//b2296//b3292//b3142//
go_0051090_4	b4078//b1388//
go_0051091_5	b3080//b2052//
go_0051131_7	b2203//b3064//
go_0051143_8	b0959//
go_0051156_5	b2361//
go_0051171_5	b3728//
go_0051188_5	b4168//
go_0051191_6	b1330//
go_0051205_6	b0935//b4481//b1394//b0728//b2912//b2576//
go_0051224_6	b2799//
go_0051252_6	b1247//
go_0051258_7	insI1//
go_0051260_7	b3395//b3963//b2890//b3662//b4238//b2701//b3461//
go_0051270_5	b3876//
go_0051271_6	b1472//b1347//
go_0051274_8	b1119//b0071//b2220//b0873//
go_0051276_5	b0578//b0943//b1625//
go_0051289_8	b2017//b1099//b0307//b4116//b0784//b4052//b2997//b0452//b2947//b2263//b4464//b3925//b0578//b4320//b3164//b2349//b0545//b0120//b3049//b4153//b0159//b3005//b3807//b2103//b2277//b2292//b4291//hxpB//b2811//b2283//b1314//b3360//b3643//b3553//b2545//b3707//
go_0051301_3	b4149//b0592//b0095//b0287//b0432//b3403//b2972//b2838//b1129//b0915//b3351//b1779//b2234//b2516//b0870//b1739//b3071//b2575//b1072//b1002//b2399//b3559//b3180//b3585//b2538//b4557//b4399//b2687//b3290//b2333//b2153//b2508//b1126//b4352//b2323//b3113//
go_0051302_5	b3735//b2276//b2752//b1772//b0808//b3516//
go_0051304_4	b2032//
go_0051338_5	b0651//
go_0051345_6	b4075//b2379//
go_0051346_6	b3697//
go_0051347_6	b3143//
go_0051349_6	b2987//
go_0051353_6	b0723//b1410//
go_0051391_8	b3713//
go_0051409_4	b2195//b0036//
go_0051410_3	b1774//
go_0051452_10	b2163//
go_0051453_9	b2314//b3558//
go_0051454_10	b0237//b0708//b3599//b0709//b0750//
go_0051476_7	b2193//
go_0051484_7	b0120//
go_0051495_8	b0508//
go_0051595_6	b0273//b1398//b3426//b1341//b3429//
go_0051596_6	b2262//b2552//b1741//b1282//
go_0051599_4	b2086//
go_0051603_6	b1272//b4382//
go_0051604_5	b1662//b1621//b2808//b3981//b2255//b3691//b4177//b0433//b0633//b2387//b2981//b2564//b3026//b1236//b3050//b3710//
go_0051607_4	b3554//b2285//b4172//b0686//b2260//b1432//b1988//b3569//b3635//b0740//
go_0051649_4	b1303//b3926//
go_0051668_4	b2711//
go_0051692_6	b0265//b3368//
go_0051704_2	b3648//
go_0051715_4	b1622//
go_0051716_3	b3095//b0855//
go_0051726_5	b3234//
go_0051781_6	b1988//
go_0051782_6	b3403//b2503//b0795//b3289//b1686//b1323//
go_0051977_7	b3053//
go_0051983_5	b0178//
go_0052131_6	b2569//
go_0052547_6	b1132//
go_0052653_5	b3640//
go_0052777_7	b0212//b2126//
go_0052778_6	b1599//
go_0052837_6	b1696//
go_0055070_10	b0811//b0272//
go_0055072_10	b4159//b3866//b3986//
go_0055085_5	b0566//b2335//b2234//b3710//b0436//b0727//b0089//b3310//b3261//b4097//b0972//b3793//b2587//mtnN//b0074//b1078//b3357//b2615//b2972//b3727//b4481//b4043//b3877//b0759//b4380//b3205//b2757//b4349//b3515//b3701//b4309//b2954//b4174//b1262//b1945//b4096//b1703//b0766//b2130//b2552//b2198//b2178//b2105//b2263//b0237//b4032//b2458//b2278//b1280//b0417//b1439//b2023//b0066//b1160//b0200//b2896//b0059//b0529//b2131//b4003//b2393//b0895//b0160//b3196//b3025//b2315//b0237//b0169//b3048//b1872//b2765//b4366//b2312//b2143//b1776//b0815//b1059//b0954//b1096//b3752//b1781//b0410//b1350//b0572//b0882//b3359//b1061//b2744//b0687//b0726//b1076//b0608//b0464//b3912//b3182//b2674//b1916//b4361//b1448//b0024//b2150//b0533//b3264//b1594//b0196//b3018//b1763//b0464//b0969//b2140//b0577//b2748//b4484//b1256//b1693//b1976//b2509//b0195//b0393//b2842//b1035//b4168//b2132//b1113//b1883//b1531//b1009//b1921//b1959//b0911//b3715//b1011//b2197//b2175//b3666//b1531//b3394//b3778//b1994//b1992//b2962//b0183//b3114//b0929//b1281//b0058//b2760//b4097//b1897//b0553//
go_0055086_4	b1587//b3579//
go_0055114_3	b0448//b3524//b4116//b0383//b2794//b0830//b1569//b1776//b4036//b0029//b1634//b0238//b3665//b2218//b4082//b1858//b2525//b4565//b0958//b3601//b2898//b1360//b1741//b2686//b2799//b3521//b3020//b3591//b3222//b1886//b4151//b1391//b2919//b0973//b3310//b0436//b0211//b1128//b3800//b3317//b0829//b1592//b1035//b4483//b2780//b1222//b3984//b1513//b0393//b2519//b0155//b2557//b2438//b0621//b4231//b4280//b1871//b2930//b4024//b0597//b0185//b1006//b3295//b0893//b2383//b3409//b2576//b3597//b1535//b1094//b0732//b2427//b3206//b1041//b1166//
go_0055129_5	b1764//b0612//b4042//
go_0055130_8	b1501//b1477//
go_0060003_10	b2536//b3931//b1232//b4090//
go_0060274_5	b1187//
go_0060326_5	b2512//
go_0060566_8	b1913//
go_0060567_8	b3917//b0333//b3341//
go_0060699_8	b3662//
go_0060702_9	b3009//b3456//b4232//b3401//b0146//
go_0061077_4	b3134//b2843//b0614//b2147//b2201//b3094//b0381//b3567//b1644//b2216//b4169//b0265//b1854//b4245//b2666//
go_0061475_9	b2157//
go_0061504_8	b3664//
go_0061610_5	b2392//
go_0061615_7	b2822//b3793//
go_0061720_5	b3524//b3291//b0942//b0796//
go_0065002_6	b0817//b2234//b0154//b3262//b2344//b2943//b0116//b1702//
go_0065007_2	b0189//b2521//
go_0070084_7	b2696//
go_0070178_5	b3885//
go_0070207_8	b3147//b1611//b2729//b4304//
go_0070298_8	b2201//
go_0070301_6	b3620//yeeL//b3320//b2937//b1399//b2601//b0557//b3884//b3203//b3619//
go_0070329_5	b2198//b0233//
go_0070413_7	b3779//
go_0070415_6	b0942//b4280//
go_0070417_5	b3048//b0329//
go_0070453_7	b3119//
go_0070475_7	b1291//b2004//b2995//b0741//b2793//b0090//b1298//b1393//b3693//b2524//b0981//b0460//b1664//b2103//b3460//b0143//b4175//b4171//b2282//
go_0070476_7	b1798//b3781//
go_0070482_4	b2383//
go_0070574_9	b3751//b2110//b0853//b2409//
go_0070581_8	b3047//
go_0070588_9	b0729//
go_0070689_6	b0754//b2903//
go_0070726_5	b2417//b4208//
go_0070778_6	b3533//b2733//
go_0070894_6	b2174//
go_0070930_7	b2155//
go_0070981_6	b3209//
go_0070989_4	b1220//
go_0071139_6	b0138//b1998//
go_0071218_6	b0811//
go_0071229_5	b2240//b3813//
go_0071230_6	b3353//
go_0071236_5	b2211//b2194//b3524//b2725//b2196//b3431//
go_0071237_6	b1140//b1552//
go_0071243_5	b2422//
go_0071248_6	b3087//
go_0071249_6	b3200//b1879//
go_0071250_6	b3953//b4146//
go_0071266_6	b3179//b1435//
go_0071271_7	b1410//b2125//
go_0071276_7	b0850//b2897//
go_0071280_7	b3956//b1202//
go_0071284_7	b0076//
go_0071286_7	b1054//b1194//
go_0071287_7	b0349//
go_0071288_7	b2079//b1326//
go_0071289_7	b1472//
go_0071291_6	b3654//
go_0071292_7	b1140//b0027//
go_0071294_7	b2558//b1625//
go_0071310_5	b3349//b2241//b0946//
go_0071421_9	b4197//b3168//b0094//
go_0071422_7	b3081//b0155//b0245//
go_0071423_8	b3452//
go_0071454_5	b0383//b4384//
go_0071456_5	b1046//
go_0071467_5	b3025//
go_0071468_6	b2946//b1879//b1638//b1086//b3183//b0517//b0069//b0797//b1450//
go_0071470_5	bioD2//b1809//b0194//b0330//b2782//
go_0071474_6	b3312//b0652//b0583//b2024//
go_0071500_5	b4014//
go_0071502_5	b3219//
go_0071555_4	b0967//b0182//b2147//b0778//b4305//b2179//b1637//b0304//b1046//b2994//b0049//b0698//
go_0071577_9	b2048//b2269//b2133//b3729//b2374//b1296//b1639//
go_0071705_5	b3253//
go_0071731_5	b0637//b4088//
go_0071732_6	b0832//
go_0071769_5	b2086//
go_0071805_4	b3645//b0487//b4046//b0590//b1139//b0183//b4313//b0937//b3902//b4130//b3842//b0641//b4018//b3118//b0336//
go_0071806_6	b3811//b0741//b1696//b3148//b1047//
go_0071807_8	b1077//
go_0071897_6	b3389//b3783//b3191//b2406//b2155//b4421//b3662//b3405//b2130//b0415//b1619//b3671//b4666//b4180//
go_0071915_9	b1610//
go_0071932_8	b3713//
go_0071934_6	b0632//b1125//b0871//
go_0071945_7	b2575//
go_0071951_8	b2678//
go_0071963_4	b4082//
go_0071973_6	b0608//b1535//b1135//b1339//b3822//b4702//b1961//b0526//b2837//b3342//b4376//b0839//b0169//b0386//b2947//b0337//b1015//b3702//b4113//
go_0071977_5	b2617//
go_0071978_7	b3409//b4261//b1824//b2180//b2216//b2175//hprS//b2094//b1749//b3609//b3243//b1492//b1438//b4398//
go_0072321_6	b0920//
go_0072323_7	b0975//
go_0072344_7	b0242//b0758//b2817//b0539//
go_0072348_5	b4539//
go_0072488_7	b1071//
go_0072511_7	b0708//b3400//
go_0072531_6	b2167//
go_0072581_9	b0198//
go_0072714_5	b3456//
go_0075713_7	b0449//b1599//b3292//
go_0080111_4	b4098//b2715//
go_0089705_7	b1507//b3258//
go_0089709_7	b4119//b1071//
go_0090071_6	b0049//b2265//b3475//
go_0090116_7	b3096//
go_0090143_4	b1870//
go_0090305_6	b1145//b3127//b4311//b3005//b0636//b2740//b4089//b1623//b0902//b0099//b2315//b1774//b2564//b3707//b4031//b4117//b1447//b0357//b1223//b3843//b4129//selU//b2418//b3063//b2708//b1530//b4208//b1953//b0979//b1477//b2335//b0871//bioD2//b0677//b2929//b1472//b3607//b2091//b3491//b4320//b3094//b1876//b0900//b2066//b0978//b0526//b4147//b4177//b0662//b1201//b4075//b2476//b3783//b1981//b3578//b2276//b4260//b1337//b1603//b2622//b3225//b2114//b3156//b3347//b3623//b2989//b1094//b2287//b0176//b1848//b1737//
go_0090313_8	b0422//b0754//
go_0090347_6	b0172//
go_0090352_6	b4352//
go_0090357_7	b0578//
go_0090358_8	b2093//
go_0090501_7	b3299//b1089//b3481//b1734//b0983//b2659//b0092//b1377//b2910//b1812//srkA//
go_0090502_8	b4291//b2366//b2740//b3303//b1815//b2867//b1249//b1387//b3396//b3697//b0586//b2436//b3872//b2134//b2921//b1061//insI3//b3607//b3387//b3525//
go_0090503_8	b0350//b1614//b0430//b2820//b1656//b3194//b4202//b4371//
go_0090529_5	b3048//b0435//b4198//
go_0090540_10	b2788//b0584//b0480//
go_0090549_5	b1601//b2797//
go_0090609_6	b4042//
go_0097056_7	b3096//
go_0097264_6	b0388//
go_0097304_7	b3124//
go_0097339_7	b3954//
go_0097428_6	b3503//b4238//b2128//b2500//b3725//b3842//b2264//
go_0097502_4	b4326//
go_0097510_7	b0401//
go_0097533_5	b0465//
go_0097638_8	b2349//b2965//b3954//b1413//
go_0098002_8	b2893//
go_0098655_7	b1842//b4382//b0810//b1988//b0727//b0429//b0341//b3292//b1943//b0146//b3281//b3056//b3929//b2431//bioD1//b2376//b3394//b1824//b2601//b1824//b3035//b3447//
go_0098656_7	b3960//b2762//b0375//
go_0098707_10	b0474//
go_0098708_8	b1955//b3783//b1835//b0146//
go_0098710_7	b3990//b0143//
go_0098713_8	b1826//b3498//b3477//b3503//
go_0098719_9	b1900//
go_0098732_6	b4175//
go_0098795_9	b0168//
go_0098869_4	b4129//b0347//b3503//b0650//b4377//b3941//b2218//b4280//b4090//b0826//b2476//b1336//b0131//b3807//b0946//b2892//b0727//b3193//b1888//b3673//
go_0099131_7	b0557//
go_0099132_7	b0323//b4198//b2147//b1131//b3169//b3223//b1313//b1253//b3679//b0687//b3512//b1921//b4375//b3902//b3648//b3075//b2316//b3793//b3966//b2604//b4173//b1651//b2877//
go_0099133_8	b2491//b0072//b4159//b4305//b3805//b1113//b3416//b4354//b1677//b0263//b2400//b1829//b1075//b1475//b0886//b3189//b2217//b2539//b1698//b3319//
go_0101030_8	b2665//
go_1900190_5	b2688//b3403//b2211//b4083//b1838//b2893//
go_1900191_6	b3850//
go_1900192_6	b1569//
go_1900231_6	b4209//
go_1900232_7	b2614//b1831//b1683//
go_1900233_7	b3754//
go_1900372_9	b3225//
go_1900376_6	b0331//b0681//
go_1900378_7	b3686//
go_1900705_8	hxpA//
go_1900727_8	b3905//
go_1900751_9	b0081//
go_1901135_4	b0881//b3931//b3625//b3515//b0077//b3499//b2536//b1775//b0710//b3208//b0136//b2131//b2479//
go_1901260_9	b1188//
go_1901264_6	b1084//b3544//b1740//
go_1901275_3	b0710//
go_1901281_6	b3972//
go_1901367_6	b2828//b1499//
go_1901422_5	b1593//b3225//b2529//
go_1901530_5	b3343//b3528//b2920//b0058//
go_1901562_5	b1430//
go_1901575_4	b0990//
go_1901642_6	b3592//b0879//b0996//b0794//b1284//b0220//b1185//
go_1901652_5	b4094//b2946//b0008//
go_1901657_5	b2733//b0357//b2437//
go_1901661_5	b0472//b0844//
go_1901684_8	b0639//
go_1901891_5	b1525//
go_1901998_5	b1635//b2009//
go_1902021_6	b3410//b0605//b3426//b2667//
go_1902022_6	b3584//b2811//
go_1902023_6	b4266//
go_1902047_6	b4227//b3401//b2725//b0062//b1188//
go_1902201_7	b4238//b0694//b3271//b3331//b2682//b1449//b2511//
go_1902208_6	b3668//
go_1902209_7	b0001//b1660//
go_1902210_7	b0594//
go_1902270_7	b1660//
go_1902328_5	b3023//
go_1902358_7	b0316//b1297//b1897//b0607//b1024//b3124//b3308//
go_1902475_8	b0036//b3225//b0677//b0616//b2801//b0443//b2295//
go_1902476_9	b4015//b1118//
go_1902599_7	b2053//b2315//b4484//b0087//b4197//
go_1902600_8	b3707//b1539//b2182//b2114//b2219//b4055//b1342//b1821//b2896//b2990//b1634//b3424//b2631//
go_1902601_8	b3359//b3737//
go_1902603_8	b1324//
go_1902758_6	b3094//
go_1902760_6	b0450//
go_1902767_6	b1104//
go_1902777_6	b2392//b0508//b2544//b3642//b2569//
go_1902778_5	b4050//
go_1902815_7	b0699//b3131//b1466//
go_1903228_9	b3541//
go_1903352_7	b2315//
go_1903401_7	b2600//b0982//
go_1903424_9	b1775//
go_1903457_6	b1613//
go_1903506_8	b3189//b1278//b2278//b2292//b2599//
go_1903507_9	b4326//
go_1903658_6	b2291//
go_1903711_7	b4208//b4076//b3822//b2704//b1422//
go_1903712_8	b2531//b1334//b1778//b3392//b1737//
go_1903714_8	b0238//b3422//b1970//b1323//b2665//
go_1903716_8	b2153//b3507//
go_1903785_7	b4173//b2898//b2075//b3599//b0099//yeeL//b1738//b3869//
go_1903791_7	b0882//b1299//
go_1903810_8	b3259//b0804//
go_1903825_6	b2431//
go_1903826_8	b3952//b4119//
go_1903830_9	b3149//b1550//
go_1903874_10	b3906//b2219//b1694//
go_1903959_8	b0521//b0863//b0397//
go_1904659_9	b0439//
go_1904812_9	b0083//
go_1905039_7	b1046//b0382//b0910//
go_1990000_5	b1707//b2428//
go_1990145_6	b0144//b3494//b2532//
go_1990169_5	b1576//
go_1990451_5	b1615//
go_1990481_8	b1602//
go_1990497_6	b2542//
go_1990507_5	b3683//b3629//
go_1990516_9	topAI//
go_2000104_9	b3125//
go_2000142_6	b3203//b1270//b0198//b0051//
go_2000143_7	b3441//b0406//b1139//b3162//b0954//b2248//b1200//b2582//
go_2000144_7	b0431//b4241//b2683//glsA//b3228//b3317//b2405//b0296//b0042//b3772//b4166//
go_2000145_5	b1832//b3866//
go_2000186_10	b3306//
go_2000245_6	b2952//
go_2000372_7	b4115//b4152//
go_2000678_7	b2388//
go_2000766_9	b2874//
go_2000892_7	b1550//
go_2001023_5	b2091//
go_2001125_10	b0155//
go_2001251_8	b4354//
go_2001315_6	b1327//
