#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Fri Jun  1 22:15:44 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/bnumbers/gos_bnum.txt
go_0000018_7	srkA//b0728//b2762//b3437//
go_0042450_7	b0636//b1477//b3355//b2552//b4326//b0852//
go_0042454_7	b0831//
go_0042493_4	b0398//b0776//b0638//b0860//b3846//b0765//b3919//b3721//b2803//b2511//b2121//b2255//b4064//b2571//b1778//b1732//b0572//b0492//b3724//b1593//b3396//b0795//b1266//b2182//b0135//
go_0042538_6	b2393//b3271//
go_0042542_5	b0059//b0378//b0009//b3191//b3902//b3074//b0904//b1656//
go_0042545_5	b0478//
go_0042594_4	b1136//b1774//b0156//b0180//b2600//b0614//b1738//
go_0042619_6	b3205//
go_0042710_4	b0085//b3945//b0771//b1292//b3726//b3526//b3084//b1881//b4097//b2578//b3563//b0240//b4302//b0340//b1430//b2138//b0094//b0254//b3878//b0382//b0356//
go_0042732_6	b3727//b2762//b0526//
go_0042744_6	b3568//b3562//
go_0042759_7	b3750//b4383//
go_0042773_6	b1514//
go_0042777_8	b2282//
go_0042780_10	b2964//b2532//
go_0042817_5	b1329//
go_0042819_6	b0085//
go_0042823_6	b3604//b0065//b1114//b0034//
go_0042838_6	b3304//b0047//b2553//b0036//
go_0042840_7	b3089//b2628//b3942//b0733//b3289//b1330//
go_0042843_7	b3984//b3594//
go_0042846_8	b2323//
go_0042852_9	b1227//
go_0042867_8	b3707//
go_0042873_7	b3935//
go_0042882_10	b4033//b2246//b2910//
go_0042884_7	b1913//b3221//b4359//b2912//b2312//b3121//b3585//
go_0042885_8	b2579//
go_0042891_6	b0369//b0943//b1521//b3392//b3240//b0083//
go_0042906_8	b1159//b0621//b3709//b1243//
go_0042908_5	b3940//b0375//b3627//
go_0042914_8	b0554//b3136//
go_0042918_6	b1021//b3566//b2381//b2264//b0367//
go_0042919_6	b4419//
go_0042920_6	b1054//
go_0042928_7	b1763//
go_0042930_7	b3513//b2615//
go_0042938_8	b0789//b1761//b3155//
go_0042939_8	b1109//
go_0042941_8	b1824//
go_0042942_6	b3875//b4322//
go_0042953_6	b3789//b1022//b2812//
go_0042956_8	b0794//b4029//b2767//b1856//b0808//
go_0042968_8	b1576//b3409//b0345//
go_0043039_6	b3249//b0382//b1660//
go_0043041_6	b0080//
go_0043085_5	b2687//b0116//b2717//b3253//b0836//b1737//b2920//b4106//b0394//b1221//b2796//
go_0043086_5	b2060//b0441//b3426//b2312//b2580//b1189//b0159//b3703//b1232//b3299//b3310//b4254//b2042//b0035//b2994//
go_0043093_3	b4109//b3631//b2756//b2972//b4467//b2342//b4251//b2316//b0993//b3784//b2378//b0623//b0415//rhmR//b3553//b0766//b0472//
go_0043097_6	b0171//b3642//b3256//
go_0043099_7	b0059//
go_0043100_6	b3597//
go_0043102_5	b2209//
go_0043103_7	b4242//
go_0043137_6	b4524//b4072//
go_0043150_8	b2108//
go_0043157_6	b1798//
go_0043164_6	b2935//b3734//b1265//b4101//b0423//b2918//b1650//b0444//
go_0043165_6	b2757//b3632//selU//b2619//b1482//b3974//b3175//b2666//b3288//b4196//
go_0043171_5	b2215//b1314//b2365//b2064//b1449//
go_0043200_5	b0010//b1902//b0854//b1925//b1194//
go_0043201_6	b3958//
go_0043213_7	b4039//insI1//b1783//b0641//b4356//b2278//
go_0043254_5	b1800//
go_0043335_3	b3199//b2212//b1449//b0619//
go_0043433_5	b4004//b1900//b0983//b0146//b1838//b3400//
go_0043442_6	b0900//
go_0043456_6	b2972//
go_0043462_6	b1018//
go_0043470_6	b1159//
go_0043471_6	b1008//
go_0043488_5	b2733//b1140//b3891//b2263//
go_0043547_7	b3936//b3809//b0199//
go_0043571_7	b1533//b0797//b2180//
go_0043610_4	b1827//
go_0043686_7	b4246//
go_0043687_7	b1160//b2362//b3901//b1786//b1885//
go_0043708_5	b2546//b1926//b0097//b1544//b4241//b2477//
go_0043709_6	b2667//b1863//b0136//b2150//b3549//b2718//b4159//b0168//b1603//
go_0043711_5	b2755//b2541//maoP//b3192//b3597//b4159//b3707//b0172//b3073//b2269//b2125//b3901//
go_0043952_7	b0312//b0425//b4076//b3823//b2939//
go_0043953_7	b2198//b3199//b4090//b0757//
go_0044010_5	b0184//b4096//b1430//b0422//b3906//b3512//b4106//b3785//b1013//b0774//b3958//b0121//b3888//b2429//b3849//b0657//b1387//b2686//b1250//b2924//b3829//
go_0044011_4	b2556//b4064//b3753//b4391//b0624//b2442//b2307//b3542//
go_0044036_5	b1186//b2248//b0518//
go_0044038_6	b1203//b0693//b0835//
go_0044092_4	b3113//b1508//b1407//
go_0044179_5	b0726//
go_0044208_7	b4116//
go_0044238_3	b2219//b4288//b0028//b2456//b4421//b4171//
go_0044248_4	b0082//
go_0044255_4	b2530//
go_0044262_4	b1337//b3187//b2553//
go_0044273_5	b4386//
go_0044275_5	b3486//
go_0044349_6	b0943//
go_0044355_6	b2578//b0102//
go_0044532_6	b4122//
go_0044659_7	b2245//b2991//b3512//b0058//
go_0044718_6	b1060//b0508//
go_0044764_3	b1970//
go_0044780_6	b3940//b3746//b0003//b2435//b0365//b4139//b3564//
go_0044781_5	b4067//
go_0044787_5	b2609//
go_0044874_7	b1914//b2735//b0312//b1122//b3128//
go_0045004_7	b1790//b3832//b4137//b1701//
go_0045013_7	b2682//
go_0045226_7	b2508//b0024//b3470//b3590//b1246//b4092//b3982//b3297//b0301//
go_0045333_5	b0751//b3584//b3991//b1011//b1884//
go_0045337_6	b3932//
go_0045454_4	b2765//b2508//b2767//b1967//b1636//b2392//b0717//b1370//b0382//b2285//b3237//b3514//b1473//insI1//b4375//
go_0045471_5	b4161//b2138//b1341//
go_0045717_8	b0693//
go_0045719_8	b2745//
go_0045723_8	b3181//
go_0045727_8	b4083//b0802//b3925//
go_0045732_7	b1188//
go_0045733_6	b2839//b4132//
go_0045819_8	b4251//
go_0045828_7	b3251//
go_0045848_5	b2946//
go_0045859_7	b2255//
go_0045861_8	b0534//
go_0045862_8	b1696//
go_0045883_5	b3566//
go_0045892_8	b1530//b0211//b3518//b3327//b3639//b0076//b2744//b1615//b3192//b0136//b1618//b1479//b3463//b1819//b1021//b4238//b1216//b0932//b0795//b1967//b0049//b3205//b4154//b3511//b0910//b0860//b3750//b3251//b3726//b1244//b1890//b3622//b3664//b4180//b0179//b1078//b4365//b1182//b1603//b4389//b0597//b3311//b1798//b4178//b0871//b3915//b0954//b3965//b2927//b3889//b3651//b3783//b0634//b4559//b1114//b2907//b3025//b1395//b3262//b3908//b0104//b2548//b0421//b1006//b0940//b1879//b2418//b0376//b0065//b0508//b4074//b2711//b0674//b0242//b1165//b1183//b2841//b2268//b1871//b2038//b4071//b3746//
go_0045893_8	b2342//b3665//rpnD//b2074//b0300//b0516//b4240//b3391//b0908//b1701//b1681//b0842//b1429//b3608//b1552//b2663//b0398//b2138//b0627//b0879//b2896//b2269//b2829//b0511//b3128//b3790//b2023//b3729//b0996//b1791//b4279//b1782//b4361//b4637//b2094//b0112//b1781//b2199//b4300//b3413//b2287//b2435//b4289//b1160//b1415//b3594//b0980//b0610//b0065//b0388//b2716//b1876//b1924//b4015//b1073//b0856//b1205//b3349//b3718//b3474//
go_0045900_9	b3344//b0480//b3011//
go_0045903_5	b3287//b2785//b1809//
go_0045912_6	b1387//
go_0045926_5	b4014//b0591//
go_0045936_8	b4064//
go_0045947_9	b1767//b2684//b4092//b4033//b2548//b0870//b1649//
go_0045975_9	b1876//
go_0045990_6	b0034//
go_0046037_8	b3203//
go_0046040_8	b3326//
go_0046047_8	b1897//
go_0046050_8	b3464//b0844//b3993//b1339//b0878//
go_0046052_8	b3149//
go_0046061_8	b1126//
go_0046076_8	b0887//
go_0046081_8	b3465//b3512//
go_0046086_6	b4506//
go_0046098_7	b2327//
go_0046100_7	b1654//
go_0046101_6	b2806//b0478//b1298//
go_0046103_9	b1130//
go_0046104_8	b2100//
go_0046115_10	b2196//
go_0046133_8	b4116//b0842//
go_0046166_6	b1197//
go_0046168_6	b0131//b3878//b3289//b3096//
go_0046176_6	b0907//b0644//b1463//b1091//
go_0046177_7	b3916//b0088//b1136//b1769//
go_0046181_7	b2617//
go_0046183_7	b4139//b1534//b2661//
go_0046187_6	b1004//
go_0046196_5	b3264//
go_0046210_6	b3313//b0774//b2831//b1761//
go_0046214_6	b0059//
go_0046256_7	b2198//b2837//
go_0046271_5	b3812//
go_0046279_6	b3952//
go_0046292_4	b3779//
go_0046294_5	b1819//b0907//
go_0046296_6	b1735//b1521//b1257//b1430//b3262//
go_0046306_6	b3597//b0446//
go_0046323_10	b0422//b1696//
go_0046325_8	b3206//
go_0046336_6	b2207//
go_0046342_8	b0734//
go_0046348_6	b3986//b2047//b0604//
go_0046365_5	b0064//
go_0046392_7	b2806//b3183//b2243//b3705//
go_0046397_6	b3180//
go_0046416_6	b3895//
go_0046452_6	b2627//
go_0046459_6	b3155//
go_0046470_5	b0521//
go_0046474_6	b4665//b2548//b2552//b0564//b1166//b3127//
go_0046487_5	hprR//b1222//
go_0046501_6	b3953//
go_0046618_6	b3902//b2820//b1139//b3722//b2706//b1209//b0981//
go_0046654_7	b2759//b3729//b0006//b3035//b2301//b1466//
go_0046655_5	b3524//
go_0046656_6	b2103//b2758//b3647//b0393//b4391//b1497//b1215//
go_0046657_6	b1623//b0076//
go_0046677_4	b4072//b1998//b1580//b0642//b2558//b0637//b2707//b1319//b1592//b0299//b0694//b0583//b3885//b0555//b0427//hprR//b0064//b1994//b1959//b0811//b0486//b3691//b2211//b2174//b2748//b0497//b0997//b2750//b4197//b3582//b2496//b2727//b3250//b4016//b0375//b3459//b0934//b4664//b2810//b0764//b3819//b1620//b1327//b0938//b0891//b2136//b4511//b3623//b1955//b1441//b0400//b1736//
go_0046685_4	b3671//b3114//b2581//
go_0046686_6	b1783//b2324//
go_0046688_6	b2161//b1552//b3422//b3993//b1538//b4485//b1550//b2336//b4197//b1024//b2435//
go_0046690_5	b3549//b3912//
go_0046710_8	b0807//
go_0046718_8	b2739//b3268//b3568//b0383//b2779//b2831//b0998//
go_0046777_8	b2796//b3169//b0448//b3813//b2514//b0476//b2896//b1678//b2829//b2344//b1506//b0281//b2414//b3143//b1061//b4124//b2750//b3260//b4362//b2385//b1987//b1335//b4227//b0027//b2493//
go_0046834_6	b3812//
go_0046835_5	b2998//b3394//b1709//b0927//b1698//b0475//b0912//b4347//b4035//b2361//b4194//b2093//b2544//b1111//b3624//b3258//b3569//b3993//b3556//b2564//b1634//b1563//b2584//b2091//
go_0046836_7	b2716//b1822//
go_0046839_6	b3728//
go_0046855_6	b0511//
go_0046892_8	b1603//
go_0046901_7	b2107//
go_0046939_7	b3667//b0465//b4115//b4359//b1501//
go_0046942_7	b3673//b0096//b1348//b4115//b0030//b0900//
go_0046944_7	b1710//
go_0047484_6	b1226//
go_0048034_6	b3294//
go_0048255_6	b3846//
go_0048473_8	b2358//b3423//b4111//
go_0048518_4	b2553//
go_0048870_3	b4139//b1852//b3047//b3931//
go_0050427_5	b1048//
go_0050667_6	b0855//b1870//
go_0050779_5	b1131//
go_0050790_4	b1719//b0803//b1916//b0873//b4481//b4453//b2165//bioD2//b3310//
go_0050821_5	b3183//b3679//b2354//b2767//b1327//
go_0050918_5	b3429//b0479//b3816//
go_0050919_5	b3643//
go_0051050_5	b1809//
go_0051083_5	b0841//
go_0051085_5	b3676//b0080//b3345//b3228//b1538//b2544//b0683//
go_0051090_4	b1066//b2261//
go_0051091_5	b1047//b0732//
go_0051131_7	b3711//b3075//
go_0051143_8	b2568//
go_0051156_5	b3945//
go_0051171_5	b4080//
go_0051188_5	b0069//
go_0051191_6	b3029//
go_0051205_6	b2400//b2990//b2912//b1275//b3629//b3073//
go_0051224_6	b1729//
go_0051252_6	b3048//
go_0051258_7	b0433//
go_0051260_7	b2393//b4125//b2980//b0170//b2169//b3453//b4193//
go_0051270_5	b0394//
go_0051271_6	b1651//b2458//
go_0051274_8	b1395//b0406//b3392//b2798//
go_0051276_5	b3407//b3238//b3700//
go_0051289_8	b3744//b0300//b0069//b2567//b1282//b2367//b2874//b3384//b3071//b2869//b3648//b2552//b2836//b1763//b2413//b1294//b1015//b1873//b1090//b1620//b3683//b2113//b3974//b1232//b0376//b0598//b3421//b2666//b3662//b3070//b1871//b1099//b4095//b1513//b2416//b1376//
go_0051301_3	b2745//b3196//b0178//b3750//b3008//b2617//b1274//b2341//b4389//b0605//b0300//b2098//b0078//b3500//b2893//b3882//b0526//b0595//b2422//b2093//b2067//b4367//b2746//b2575//b0794//b4166//b1913//b1025//b2328//b1826//b0470//b0551//insI3//b3651//b3392//b2569//
go_0051302_5	glsA2//b0349//b3153//b0239//b1715//b3606//
go_0051304_4	b1619//
go_0051338_5	b0445//
go_0051345_6	b3534//b4239//
go_0051346_6	b1693//
go_0051347_6	b1024//
go_0051349_6	b1013//
go_0051353_6	b1362//b2169//
go_0051391_8	b2533//
go_0051409_4	b4148//b1247//
go_0051410_3	b1131//
go_0051452_10	b0737//
go_0051453_9	gapC//b4120//
go_0051454_10	b2998//b2086//b1374//b3991//b1775//
go_0051476_7	b3457//
go_0051484_7	b0585//
go_0051495_8	b2284//
go_0051595_6	b0440//b2008//b3702//b2277//b3567//
go_0051596_6	b1392//b2496//b3699//b2829//
go_0051599_4	b0621//
go_0051603_6	b0803//b1618//
go_0051604_5	b0195//b3609//b0932//b2291//b2474//b4119//b2315//b2748//b1569//b0960//b3264//b4602//b1329//b1270//b3496//b1653//
go_0051607_4	hxpA//b4415//b2060//b4062//b2161//b3623//b1871//b0815//b1660//b3018//
go_0051649_4	b3707//b0699//
go_0051668_4	b3785//
go_0051692_6	b2151//b0886//
go_0051704_2	b3366//
go_0051715_4	b0215//
go_0051716_3	b4221//b0750//
go_0051726_5	b0009//
go_0051781_6	b0709//
go_0051782_6	b0304//b2235//b0718//b3626//b0576//b3359//
go_0051977_7	b1188//
go_0051983_5	b2175//
go_0052131_6	b1293//
go_0052547_6	b0078//
go_0052653_5	b3831//
go_0052777_7	b4000//b0076//
go_0052778_6	b4189//
go_0052837_6	b2389//
go_0055070_10	b3933//b0836//
go_0055072_10	b2349//b2253//b3407//
go_0055085_5	b1960//b1715//b0159//b0353//b1384//b4539//b3176//b3118//b0159//b3459//b0855//b3271//b3430//b1113//b1434//b0693//b0680//b2184//b0652//b1393//b1785//b3198//b2427//b3705//b2203//b4153//b3876//b3747//b2015//b2526//b0411//b4259//b2199//qorA//b1314//b1472//b4094//b0061//b3313//b3247//b3664//b4041//b0369//b2517//b2761//b2437//b4383//b0521//b3399//b3771//b3130//b4513//b3428//b0802//b2933//b4316//b1881//b0336//b4323//b0403//b3353//b3622//b3511//b3910//b3364//b1093//b4149//b3651//b0823//b3778//b4554//b2510//b1259//b1191//b1041//b1347//b1681//b1389//b4168//b0975//b3009//b0261//b1348//b2281//b1119//b0208//b2194//b2818//b1879//b4074//b0265//b3364//b0685//b4153//b0406//b4312//b2178//b3105//b4265//b0594//b2417//b3742//b1858//b1860//b4356//b0573//b0530//b3396//b1809//b3063//b2004//b0587//b0329//b1814//b2092//b2578//b4201//b1086//b2615//b0263//b0215//b0059//b0793//b1576//b2060//b1855//b2198//b2386//b4116//msrP//b0072//b0903//b1395//b0607//b4241//b1482//b1232//b2689//b3256//b0531//b2048//b4666//b3682//b3115//b1599//b1118//b3118//b0742//b0808//b2810//
go_0055086_4	b1264//glsA1//
go_0055114_3	b0102//b0185//b2538//b2066//b4147//b0738//b2877//b4409//b0649//b0678//b2010//b0810//b1236//b0228//b2611//b2839//b0988//b2664//b3722//b0867//b3191//b0553//b3053//b0776//b2358//b1686//b1463//b2933//b1639//b2552//b2393//b2287//b2746//b4388//b0092//b4477//b3494//b1225//b3145//b0025//b0020//b3666//b4371//b1697//b1991//b2812//b3899//b3226//b4478//b3901//b3517//b1854//b4474//b2566//b0775//b0156//b2714//b2405//b0461//b0907//b1487//b1333//b1489//b0357//b3513//b3711//b3578//b0895//b3637//b0864//b4202//b2133//b2125//b0464//b1339//
go_0055129_5	b0082//b0158//b4557//
go_0055130_8	b0448//b2347//
go_0060003_10	b2787//b0798//b3221//b2053//
go_0060274_5	b0641//
go_0060326_5	b2893//
go_0060566_8	b1815//
go_0060567_8	b2287//b3116//b4141//
go_0060699_8	b1987//
go_0060702_9	b2796//b3990//b4155//b1822//b0629//
go_0061077_4	b1686//b4381//b2078//b1349//b3179//b3880//b0406//b0386//b0863//b1830//b1004//b3303//b0776//b1824//b0459//
go_0061475_9	b3262//
go_0061504_8	b0087//
go_0061610_5	b3447//
go_0061615_7	b1192//b2170//
go_0061720_5	b0677//b0465//b2786//b0301//
go_0065002_6	b1225//b2491//b2937//b3738//b0155//b4041//b3714//b4289//
go_0065007_2	b3413//b2810//
go_0070084_7	b1201//
go_0070178_5	b0174//
go_0070207_8	b0343//b1468//b0151//b4039//
go_0070298_8	b3542//
go_0070301_6	b0414//b3872//b2028//b1872//b1711//b2779//b1753//b2789//b4168//b2167//
go_0070329_5	b3429//b2838//
go_0070413_7	b2418//
go_0070415_6	b4058//bioD2//
go_0070417_5	b1202//b1249//
go_0070453_7	b2164//
go_0070475_7	rpnB//b1711//b2041//b2566//b0472//b3020//b3431//b2699//b4041//b3183//b1662//b0405//b2661//b3034//b1061//b2184//b3179//b0452//b2267//
go_0070476_7	b1815//b3294//
go_0070482_4	b4053//
go_0070574_9	b0529//b0931//b0936//b3684//
go_0070581_8	b1476//
go_0070588_9	b1215//
go_0070689_6	b1830//b2765//
go_0070726_5	b4064//b0316//
go_0070778_6	b1883//b2574//
go_0070894_6	b2373//
go_0070930_7	b1274//
go_0070981_6	b1686//
go_0070989_4	b1590//
go_0071139_6	b3963//b0817//
go_0071218_6	b0758//
go_0071229_5	b0914//b1826//
go_0071230_6	b0103//
go_0071236_5	b1327//b0398//b4246//b3143//b0179//b0394//
go_0071237_6	b1104//b1340//
go_0071243_5	b1902//
go_0071248_6	b1973//
go_0071249_6	b2267//b3019//
go_0071250_6	b0766//b1123//
go_0071266_6	b3230//b1905//
go_0071271_7	b1074//b0555//
go_0071276_7	b0710//b1176//
go_0071280_7	b3791//b2184//
go_0071284_7	b3579//
go_0071286_7	b2544//b4358//
go_0071287_7	b0903//
go_0071288_7	b1779//b4155//
go_0071289_7	b1025//
go_0071291_6	b2760//
go_0071292_7	b2992//b2761//
go_0071294_7	b0871//b3765//
go_0071310_5	b3282//b3791//b3880//
go_0071421_9	b3626//b0953//b0294//
go_0071422_7	b4085//b1987//b0815//
go_0071423_8	b3512//
go_0071454_5	b2777//b2665//
go_0071456_5	b1939//
go_0071467_5	b1094//
go_0071468_6	b3450//b1676//b3936//b1550//b0973//b3454//b0180//b3588//b1992//
go_0071470_5	b1025//b1912//b4062//b0330//b4146//
go_0071474_6	b0852//b1817//b3452//b3164//
go_0071500_5	b1473//
go_0071502_5	b3290//
go_0071555_4	b3056//b4372//b3699//b0995//b4073//b2481//bioP//b0264//b3477//b2032//b3794//b2958//
go_0071577_9	b3234//b2520//b2427//b4022//b2830//b2705//b2933//
go_0071705_5	b0530//
go_0071731_5	b2558//b2423//
go_0071732_6	b4367//
go_0071769_5	b4513//
go_0071805_4	b1049//b1472//b1961//b2798//b2291//b0368//b1590//b4353//b0604//b3225//b3845//b0853//b0782//b2424//b1347//
go_0071806_6	b4510//b1175//b1832//b4559//b4375//
go_0071807_8	b0583//
go_0071897_6	b2841//b4337//b2839//b4246//b2718//b0512//b0793//b4203//b1799//b2835//b1692//b2019//b1123//b0174//
go_0071915_9	b3288//
go_0071932_8	b4352//
go_0071934_6	b1914//b3828//rhmD//
go_0071945_7	b1499//
go_0071951_8	b3984//
go_0071963_4	b0027//
go_0071973_6	b0328//b3180//b1258//b0316//b4083//b4586//b0511//b0532//b4554//b2558//b3454//b4258//b1280//b3251//b4464//b4355//b3567//b4232//b0261//
go_0071977_5	b1615//
go_0071978_7	b0880//b2782//b3195//b2241//b0078//b0002//b1716//b2703//b2758//b0135//b3917//b3746//b0636//b1686//
go_0072321_6	b0179//
go_0072323_7	b3025//
go_0072344_7	b0129//b1545//b0239//b3412//
go_0072348_5	b1479//
go_0072488_7	b3690//
go_0072511_7	b1704//b1370//
go_0072531_6	b1945//
go_0072581_9	b1614//
go_0072714_5	b4020//
go_0075713_7	b3232//b3790//b3718//
go_0080111_4	b0188//b2295//
go_0089705_7	b1220//b3391//
go_0089709_7	b4383//b2954//
go_0090071_6	b3124//b1207//b3162//
go_0090116_7	b0035//
go_0090143_4	b0529//
go_0090305_6	b2451//b1597//b2725//b3360//b3780//b3185//b3779//b3720//b3639//b0097//b4354//b2424//b0945//b1224//b1887//b0895//b1178//b4249//b2822//b1424//b0762//b4089//b3197//b1516//b4082//b0912//b2424//b1683//b2216//b2996//b0411//b0406//b0051//b1337//b0221//b4377//b3604//b1343//b0762//b4172//b2812//b2797//b2871//b4084//b4453//b3192//b0269//b3752//b2889//b4243//b0269//b3811//b1123//b1621//b0199//b0049//b4055//b1653//b4399//b3507//b1265//b3725//b3584//b1101//b0681//b1069//b2028//b2061//b4637//b1902//b0754//
go_0090313_8	b2952//b3657//
go_0090347_6	b0724//
go_0090352_6	b4266//
go_0090357_7	b3360//
go_0090358_8	b0763//
go_0090501_7	b4243//b1111//b4004//b4312//b0353//b2314//b3832//b3989//b3866//b1817//b2744//
go_0090502_8	b3784//b3308//b3190//b0260//b1010//b4316//b0115//b3624//b0867//b1756//b3087//b3497//b1042//b3720//b1385//b3872//b3486//b3231//b1855//b1277//
go_0090503_8	b2663//b1328//b3161//b4478//b0938//b2710//b4190//b3006//
go_0090529_5	b3146//b3082//b0795//
go_0090540_10	b2606//b1976//b1263//
go_0090549_5	b3902//b3025//
go_0090609_6	b3271//
go_0097056_7	b2330//
go_0097264_6	b2666//
go_0097304_7	b2184//
go_0097339_7	b0588//
go_0097428_6	b2566//b3229//b0877//b3057//b2756//b2913//b2029//
go_0097502_4	b0303//
go_0097510_7	b1925//
go_0097533_5	b3783//
go_0097638_8	b2256//b0175//b0215//b3365//
go_0098002_8	b4374//
go_0098655_7	b3794//b0981//b0415//b1646//b0170//b0862//b1100//b2507//b2486//b0076//b2600//b2218//b4120//b1289//b1014//b1250//b3113//b3133//b3751//b0979//b2725//b2670//
go_0098656_7	b2501//b0622//b2336//
go_0098707_10	b3370//
go_0098708_8	b0144//b3237//b3612//b0634//
go_0098710_7	b2756//b1110//
go_0098713_8	b3869//b1257//b1698//b3140//
go_0098719_9	b4180//
go_0098732_6	b1704//
go_0098795_9	b4376//
go_0098869_4	b0636//b0245//b2246//b4559//b0546//b4249//b1783//b0758//b0186//b4388//b0123//b2697//b4528//b1988//b1473//b2218//b0376//b3144//b4155//b0767//
go_0099131_7	b3034//
go_0099132_7	b0103//b2698//b3839//b1763//b1086//b1135//b4366//b2882//b1857//b3209//b2711//b3018//b3682//b0001//b1654//b2092//b1978//b2358//b3645//b4323//b2541//b0565//b2248//
go_0099133_8	b1835//b2517//b1319//b4394//b1617//b3554//b4481//b0662//b3551//b3711//b2712//b1821//b3863//b3161//b3327//b2258//b0945//b4028//b0320//b3765//
go_0101030_8	b1427//
go_1900190_5	b2835//b3391//b4290//b1145//b4024//b2358//
go_1900191_6	b0905//
go_1900192_6	b1513//
go_1900231_6	b1061//
go_1900232_7	b0237//b0973//b2934//
go_1900233_7	b0958//
go_1900372_9	b0134//
go_1900376_6	b1993//b1818//
go_1900378_7	b1389//
go_1900705_8	b4016//
go_1900727_8	b3183//
go_1900751_9	b1118//
go_1901135_4	b0828//b3029//b2614//b0886//b2595//b3365//b2896//b1397//b0180//b3866//b3074//b0062//b0001//
go_1901260_9	b3363//
go_1901264_6	b0475//b4380//b0513//
go_1901275_3	b1584//
go_1901281_6	b4305//
go_1901367_6	b0875//b3869//
go_1901422_5	b2690//b0007//b0792//
go_1901530_5	b0397//b0770//b0681//b2937//
go_1901562_5	b3693//
go_1901575_4	b1478//
go_1901642_6	b3845//b2427//b3296//b3152//b4000//b2365//b0270//
go_1901652_5	b1203//b0993//b2926//
go_1901657_5	b0378//b1902//b1489//
go_1901661_5	b0824//b1599//
go_1901684_8	b3952//
go_1901891_5	b0200//
go_1901998_5	b2082//b1658//
go_1902021_6	b1092//b2754//b3304//b3603//
go_1902022_6	b3496//b0859//
go_1902023_6	b3367//
go_1902047_6	b3192//b3876//b1785//b4327//b2600//
go_1902201_7	b3409//b1499//b2869//b2922//b3845//b2523//b1060//
go_1902208_6	b1599//
go_1902209_7	b0846//bioP//
go_1902210_7	b1888//
go_1902270_7	b3738//
go_1902328_5	b4194//
go_1902358_7	b1012//b2564//b4063//b2933//b4231//b0409//b0173//
go_1902475_8	b1590//b3387//b2161//b3911//b0586//b2028//b2669//
go_1902476_9	b2731//b3690//
go_1902599_7	b2979//b2092//b0138//b3673//b2421//
go_1902600_8	b3605//b0908//b4054//b2435//b0763//b0912//b3401//b1487//b0475//b1883//b3375//b4291//b0486//
go_1902601_8	b1680//b3746//
go_1902603_8	b2258//
go_1902758_6	b3452//
go_1902760_6	rpnA//
go_1902767_6	b0623//
go_1902777_6	b4028//b3719//b0393//b4317//b1920//
go_1902778_5	b4357//
go_1902815_7	b4280//b2537//b3651//
go_1903228_9	b2912//
go_1903352_7	b4232//
go_1903401_7	b0208//b2409//
go_1903424_9	b3643//
go_1903457_6	b3496//
go_1903506_8	b1654//b3138//b3414//b0091//b3455//
go_1903507_9	b3734//
go_1903658_6	b2094//
go_1903711_7	b3250//rpnA//b0732//b3521//b0425//
go_1903712_8	b2326//b3386//b1253//b3650//b3067//
go_1903714_8	b2413//b4123//b1350//b1599//b3205//
go_1903716_8	b0273//b4221//
go_1903785_7	b3958//b3547//b4040//b0263//b2008//b2076//b2564//b4355//
go_1903791_7	b2631//b0085//
go_1903810_8	b3907//b3136//
go_1903825_6	b2368//
go_1903826_8	b2786//b2437//
go_1903830_9	b0049//b2597//
go_1903874_10	b2492//b2021//b4388//
go_1903959_8	b3161//b3591//b2608//
go_1904659_9	b3395//
go_1904812_9	b2388//
go_1905039_7	b4032//b1159//b2074//
go_1990000_5	b3547//b3470//
go_1990145_6	b0303//b3857//b0937//
go_1990169_5	b0709//
go_1990451_5	b1861//
go_1990481_8	b1281//
go_1990497_6	b3396//
go_1990507_5	b2622//b3474//
go_1990516_9	b0820//
go_2000104_9	b0215//
go_2000142_6	b4114//b4354//b2663//b0597//
go_2000143_7	b1110//b2199//b4014//b4401//b1247//b3616//b0426//b1622//
go_2000144_7	b0033//b0959//b3919//b2552//b3714//b3766//b2125//b4382//b1538//b2095//b1075//
go_2000145_5	b0069//b1603//
go_2000186_10	b3073//
go_2000245_6	b1290//
go_2000372_7	b3399//b1723//
go_2000678_7	b0584//
go_2000766_9	b2595//
go_2000892_7	b4391//
go_2001023_5	b1991//
go_2001125_10	b2746//
go_2001251_8	b1117//
go_2001315_6	b1013//
